DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
4391340;1;3;2;1;1;1;2;1;4;1; ; ;30000000;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;6;1;1;1;1;1;2;1;1;2;1;1;2;1;1;01;05;08;05;1391,13853147824
4391341;1;3;2;1;1;1;2;1;4;2; ;140000;20000000;250000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;2;1;1;2;1;1;2;1;2;01;05;08;05;1101,05293872322
4391342;1;4;3;1;1;1;1;1;3;1; ; ;100000000;850000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1250,86883639433
4391343;1;4;2;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;08;05;1124,96461916096
4391344;1;3;2;3;1;1;1;1;4;3; ; ; ; ;220000;2;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;1;2;2;1;2;1;1;01;05;08;05;1195,46869700682
4391345;1;3;2;3;1;1;2;1;4;3; ; ; ; ;200000;1;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;2;4;2; ;1;2;1;2;1;1;2;2;1;3;1;1;01;05;08;05;1174,54448459099
4391346;1;3;2;1;1;1;2;4;4;2; ;98;98;98; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;1;1;2;1;2;01;05;08;05;1120,79470968145
4391347;1;3;2;1;1;1;2;1;4;4; ; ; ;200000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;08;05;1108,99500321292
4391349;1;4;3;1;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;3;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;08;05;1286,83264970062
4391350;1;4;3;1;1;1;1;1;3;3; ; ; ; ;98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;5;5;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;08;05;1132,01592918127
4391351;1;3;2;3;1;1;1;1;4;3; ; ; ; ;250000;2;1;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;1;2;2;1;3;1;1;01;05;08;05;1255,14107854593
4391352;1;3;2;1;1;1;2;1;4;1; ; ;15000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;1;2;1;1;2;1;1;2;1;2;01;05;08;05;1220,39770180143
4391353;1;5;3;1;1;1;1;1;3;4; ; ; ;800000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1316,41831777241
4391355;1;3;1;3;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2; ;1;2;1;4;1;1;2;2;1;3;1;1;01;05;08;05;1185,31935501625
4391356;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;1;4;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1237,04967206567
4391357;1;5;3;1;1;1;2;1;4;1; ; ;130000000;300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;3;3;2; ;1;2;1;4;1;1;2;1;1;2;1;2;01;05;08;05;963,356526707725
4391359;1;2;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1034,27478950708
4391360;1;6;5;1;1;1;1;1;3;1; ; ;250000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;4;6;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1412,31445070421
4391361;1;3;2;3;1;1;1;1;4;1; ; ;18000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;3;2; ;1;2;1;2;1;1;2;2;1;2;1;1;01;05;08;05;1315,49581440122
4391362;1;5;3;1;1;1;1;1;3;1; ; ;120000000;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1222,20567169373
4391363;1;4;3;1;1;1;1;1;3;3; ; ; ; ;821000;2;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;1;2;1;3;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1315,49581440122
4391364;1;1;1;1;1;1;1;2;4;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;05;08;05;1143,73837995741
4391365;1;4;2;1;1;1;1;1;4;3; ; ; ; ;550000;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;05;08;05;1089,26074394109
4391366;1;5;2;1;1;1;1;1;3;3; ; ; ; ;580000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;08;05;1066,46644780319
4391367;1;4;1;1;1;1;1;1;3;3; ; ; ; ;620000;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1185,31935501625
4391368;1;2;1;1;1;1;1;1;4;1; ; ;98;500000; ;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;05;08;05;1143,73837995741
4391369;1;1;1;6; ;1;2;2;4;2; ;50000;3500000;60000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;5;3;1;1;2;1;1;2;1;1;01;05;08;05;1034,27478950708
4391370;1;3;2;1;1;1;1;2;4;1; ; ;98;150000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;5;3;1;1;2;1;1;2;1;1;01;05;08;05;1020,45634476829
4391371;1;6;1;1;1;1;1;1;4;4; ; ; ;800000; ;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;4;2;1;1;3;1;1;01;05;08;05;1239,59387882765
4391372;1;2;1;1;1;1;2;6; ;1; ; ;12000000;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;1;1;1;2;1;1;2;1;2;01;05;08;05;1299,47760384795
4391373;1;5;1;1;1;1;1;1;3;1; ; ;220000000;1000000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;5;1;5;1;1;1;2;1;1;01;05;08;05;1185,31935501625
4391374;1;5;4;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;4;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1060,59757924049
4391375;1;5;2;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1250,86883639433
4391376;1;4;3;1;1;1;1;1;3;2; ;300000;150000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;4;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;08;05;1174,073473756
4391377;1;3;2;1;1;1;1;1;4;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;05;08;05;1274,83734271356
4391378;1;4;1;1;1;1;1;1;3;1; ; ;300000000;150000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;4;1;5;1;1;1;3;1;1;01;05;08;05;1143,73837995741
4391379;1;4;2;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1089,26074394109
4391380;1;2;2;1;1;1;2;1;4;1; ; ;20000000;300000; ;1;2;2;1;2;2;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;5;3;1;1;2;1;1;2;1;1;01;05;08;05;1023,02890824683
4391383;1;2;2;3;1;1;1;1;4;3; ; ; ; ;220000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;1;2;2;1;3;1;1;01;05;08;05;903,001790852435
4391384;1;4;3;1;1;1;1;1;3;1; ; ;120000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;3;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;08;05;1316,41831777241
4391385;1;3;2;3;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;1;2;1;2;01;05;08;05;973,928284928062
4391386;1;2;1;1;1;1;2;1;4;1; ; ;5000000;100000; ;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;5;1;1;1;2;1;1;2;1;2;01;05;08;05;1249,94633302314
4391388;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;1;3;1;1;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;1129,91921562875
4391389;1;2;2;1;1;1;1;1;4;3; ; ; ; ;160000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;08;05;1078,68898572075
4391390;1;3;2;1;1;1;2;1;4;2; ;185000;25000000;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;1;2;1;1;2;1;2;01;05;08;05;1048,64026735763
4391391;1;4;1;1;1;1;1;1;3;3; ; ; ; ;770000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;08;05;1209,28786133549
4391392;1;4;1;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1209,28786133549
4391393;1;4;1;1;1;1;1;1;3;3; ; ; ; ;880000;2;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1213,98251971685
4391394;1;3;2;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;2381,02820107808
4391395;1;4;3;1;1;1;1;2;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1088,57838962491
4391396;1;4;1;1;1;1;1;1;1;2; ;2400000;400000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1185,31935501625
4391397;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;08;05;1143,73837995741
4391398;1;6;2;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1089,26074394109
4391399;1;5;1;1;1;1;1;1;3;1; ; ;98;300000; ;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2; ;2;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;1185,31935501625
4391400;1;4;3;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;1119,56676143325
4391401;1;6;5;1;1;1;1;1;3;1; ; ;45000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;2705,17192574698
4391402;1;6;2;1;1;1;1;1;3;1; ; ;450000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1148,9331254802
4391403;1;3;2;1;1;1;1;1;3;3; ; ; ; ;270000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;2297,86625096039
4391404;1;4;3;1;1;1;1;1;3;3; ; ; ; ;280000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;1;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;1230,20456206492
4391405;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;08;05;1074,25913815482
4391406;1;4;2;1;1;1;1;1;3;1; ; ;150000000;750000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;920,116540675385
4391407;1;5;4;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2;2;1;2;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;926,039866894817
4391408;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;3;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1447,31512657774
4391409;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;1807,36829033724
4391410;1;5;2;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;2199,64854177031
4391411;1;6;3;1;1;1;1;1;3;3; ; ; ; ;1850000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;4;4;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1028,9060080858
4391412;1;4;3;1;1;1;1;1;3;1; ; ;120000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;08;05;2476,447764494
4391413;1;3;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;1143,73837995741
4391414;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;1114,87210305189
4391415;1;3;1;1;1;1;1;1;1;4; ; ; ;350000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;08;05;2598,9552076959
4391416;1;2;1;1;1;1;1;1;3;1; ; ;250000000;200000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;05;08;05;2483,99207451435
4391417;1;3;2;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;1;1;1;1;1;2;2;1;1;1;2;1;1;2;2;2;2;1;2;2;1;4;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;1299,97769098937
4391418;1;3;2;1;1;1;1;1;3;3; ; ; ; ;230000;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;08;05;913,5653177965
4391419;1;4;2;1;1;1;1;1;3;2; ;400000;150000000;700000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1174,75582807219
4391420;1;8;3;1;1;1;1;1;3;3; ; ; ; ;1500000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;4;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1341,10717351201
4391421;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;3;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;2109,03473439319
4391422;1;7;4;1;1;1;1;1;3;1; ; ;250000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;3;4;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;05;08;05;957,002857352862
