DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4395359;1;2;1;10;1;2;1;2005;12;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;08;76;820,334494202207
4395360;1;1;1;10;1;2;9;1988;28;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;76;820,334494202207
4395360;1;2;1;10;1;2;6;2002;15;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;76;820,334494202207
4395361;1;1;1;10;1;2;10;1990;26;1;6;2; ;3; ; ; ;1; ; ;1;1;14400;2;1;2; ;5;11;2; ;2;11;08;76;645,72498789235
4395361;1;2;1;10;1;2;8;1930;87;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;645,72498789235
4396201;1;1;1;10;1;2;6;1951;66;1;5;1;2;3; ; ; ;1; ; ;1;2;350000;2;1;2; ;6;5;4; ;2;16;08;76;821,453359837329
4396201;1;2;1;10;1;1;11;1922;94;5;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;6;1;2;2;2;12;08;76;821,453359837329
4396205;1;1;1;10;1;1;6;1983;34;1;2;3; ;2; ;1;2;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;08;76;2540,20118304241
4396205;1;2;1;10;2;2;2;1983;34;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;76;2540,20118304241
4396205;1;3;1;10;1;1;1;2002;15;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;08;76;2540,20118304241
4396205;1;4;1;10;1;2;3;2005;12;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;08;76;2540,20118304241
4396206;1;1;1;10;1;1;6;1978;39;1;2;2; ;2; ;1;2;1; ; ;1;1;32100;2;1;2; ;3;5; ; ;2;5;08;76;3942,36483969861
4396206;1;2;1;10;2;2;6;1982;35;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;76;3942,36483969861
4396206;1;3;1;10;2;2;1;2000;17;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;76;3942,36483969861
4396206;1;4;1;10;2;2;3;2001;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;08;76;3942,36483969861
4396206;1;5;1;10;2;2;2;2010;7;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;76;3942,36483969861
4396206;1;6;1;10;2;2;8;2014;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;76;3942,36483969861
4396207;1;1;1;10;1;1;10;1980;36;1;2;2; ;2; ;1;2;1; ; ;1;1;50000;2;2;2; ;1;0; ; ;2;0;08;76;3987,63595569101
4396207;1;2;1;10;2;2;7;1988;29;2;2;2; ;2; ;1;1;2;1;30; ; ; ;2;1;2; ;3;5; ; ;2;5;08;76;3987,63595569101
4396207;1;3;1;10;2;2;9;2013;3;3; ;1;1;1;2; ; ;2;1;30; ; ; ;2;2;2; ;1;0; ; ;2;0;08;76;3987,63595569101
4396207;1;4;1;10;2;2;3;2017;0;3; ;1;1;1;2; ; ;2;1;4; ; ; ;2; ; ; ; ; ; ; ;2; ;08;76;3987,63595569101
4396208;1;1;1;10;1;1;6;1977;40;1;2;3; ;3; ;1;2;1; ; ;1;1;98;2;1;2; ;3;5; ; ;2;5;08;76;3646,13480337879
4396208;1;2;1;10;2;2;4;1987;30;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;08;76;3646,13480337879
4396208;1;3;1;10;2;1;2;2003;14;3;6;1;1;2; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;08;76;3646,13480337879
4396208;1;4;1;10;2;1;7;2004;13;3;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;08;76;3646,13480337879
4396208;1;5;1;10;1;1;6;2006;11;3;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;08;76;3646,13480337879
4396209;1;1;1;10;1;1;10;1979;37;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ; ;2;5;08;76;2996,35024502986
4396209;1;2;1;10;2;2;10;1981;35;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;08;76;2996,35024502986
4396209;1;3;1;10;2;1;2;2013;4;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;76;2996,35024502986
4396210;1;1;1;10;1;1;9;1985;31;1;2;2; ;2; ;1;2;1; ; ;1;1;30000;2;1;2; ;3;5; ; ;2;5;08;76;3982,67248811484
4396210;1;2;1;10;2;2;4;1996;21;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;76;3982,67248811484
4396210;1;3;1;10;2;2;9;2010;6;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;2;0;08;76;3982,67248811484
4396211;1;1;1;10;1;1;9;1955;61;1;2;3; ;3; ;1;2;1; ; ;1;1;98;2;1;2; ;3;2; ; ;2;2;08;76;1938,67807427797
4396211;1;2;1;10;2;2;4;1959;58;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;08;76;1938,67807427797
4396212;1;1;1;10;1;1;10;1966;50;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;3646,13480337879
4396212;1;2;1;10;2;2;10;1966;50;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;3646,13480337879
4396212;1;3;1;10;3;1;9;1992;24;3;6;1;1;1;2; ; ;2;1;120; ; ; ;2;1;2; ;5;10;1; ;2;10;08;76;3646,13480337879
4396212;1;4;1;10;4;1;4;1994;23;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;76;3646,13480337879
4396212;1;5;1;10;5;1;10;1998;18;3;6;1;1;1;2; ; ;2;1;12; ; ; ;2;1;1;1;5;10;1; ;2;10;08;76;3646,13480337879
4396213;1;1;1;10;1;2;9;1953;63;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;08;76;2524,84503044757
4396214;1;1;1;10;1;2;10;1995;21;1;4;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;5428,90780062683
4396214;1;2;1;10;1;1;7;2015;2;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;76;5428,90780062683
4396214;1;3;1;10;3;1;5;1998;19;5;6;2; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;3;3; ; ;2;3;08;76;5428,90780062683
4396214;1;4;1;10;1;1;10;2010;6;5; ;2; ;3; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;76;5428,90780062683
4396215;1;1;1;10;1;1;7;1961;56;1;2;3; ;3; ;1;2;1; ; ;1;3;100000;2;2;2; ;1;0; ; ;2;0;08;76;1914,1551187995
4396215;1;2;1;10;2;2;1;1969;48;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;76;1914,1551187995
4396215;1;3;1;10;2;1;6;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;76;1914,1551187995
4396216;1;1;1;10;1;2;1;1962;55;1;4;2; ;1;2; ; ;1; ; ;1;5; ;2;1;2; ;1;0; ; ;2;0;08;76;1938,67807427797
4396216;1;2;1;10;2;1;10;1939;77;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;1938,67807427797
4396217;1;1;1;10;1;1;11;1939;77;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1497,53541976845
4396217;1;2;1;10;2;1;6;1966;51;3;4;1;1;3; ; ; ;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;2;11;08;76;1497,53541976845
4396217;1;3;1;10;3;1;10;1967;49;3;3;1;1;3; ;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;76;1497,53541976845
4396217;1;4;1;10;4;2;6;1969;48;5;3;2; ;2; ;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1497,53541976845
4396218;1;1;1;10;1;1;11;1964;52;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1998,55215187233
4396218;1;2;1;10;2;2;2;1964;53;2;2;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;76;1998,55215187233
4396218;1;3;1;10;2;2;3;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;76;1998,55215187233
4396219;1;1;1;10;1;2;1;1973;44;1;3;2; ;2; ;1;2;1; ; ;1;5; ;1;1;2; ;3;4; ; ;2;4;08;76;2562,83674103862
4396219;1;2;1;10;1;1;12;1963;53;2;3;3; ;2; ;1;1;1; ; ;1;9; ;2;1;2; ;3;3; ; ;2;3;08;76;2562,83674103862
4396219;1;3;1;10;1;1;8;2004;13;3;6;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;08;76;2562,83674103862
4396220;1;1;1;10;1;1;7;1934;83;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;76;2373,40230096068
4396221;1;1;1;10;1;1;4;1935;82;1;3;3; ;3; ;1;2;2;1;31; ; ; ;1;1;2; ;1;0; ; ;2;0;08;76;2001,19274034749
4396221;1;2;1;10;2;2;3;1940;77;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;2001,19274034749
4396221;1;3;1;10;3;1;6;1972;45;3;6;1;1;1;2; ; ;2;1;31; ; ; ;2;1;2; ;4;6; ; ;2;6;08;76;2001,19274034749
4396222;1;1;1;10;1;2;3;1946;71;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;2587,35969651709
4396222;1;2;1;10;2;1;3;1964;53;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;76;2587,35969651709
4396223;1;1;1;10;1;2;2;1981;36;1;1;2; ;2; ;2; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;1913,4019278066
4396223;1;2;1;10;1;2;7;2003;14;3;6;2; ;1;1; ; ;2;1;24; ; ; ;1;1;1;1;4;7; ; ;2;7;08;76;1913,4019278066
4396223;1;3;1;10;1;2;11;2005;11;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;76;1913,4019278066
4396224;1;1;1;10;1;1;11;1943;73;1;3;3; ;3; ;1;2;2;1;24; ; ; ;2;2;2; ;1;0; ; ;2;0;08;76;1938,67807427797
4396224;1;2;1;10;2;2;6;1946;71;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;1938,67807427797
4396225;1;1;1;10;1;1;10;1963;53;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;2517,56562504621
4396225;1;2;1;10;2;2;6;1976;41;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;2517,56562504621
4396225;1;3;1;10;2;2;5;2001;16;3;6;2; ;1;2; ; ;2;1;7; ; ; ;2;1;1;1;5;10;1; ;2;10;08;76;2517,56562504621
4396225;1;4;1;10;2;2;8;2003;13;3;6;2; ;1;2; ; ;2;1;7; ; ; ;2;1;1;1;4;6; ; ;2;6;08;76;2517,56562504621
4396225;1;5;1;10;2;1;3;2006;11;3;6;2; ;1;2; ; ;2;1;7; ; ; ;2;1;1;1;3;4; ; ;2;4;08;76;2517,56562504621
4396226;1;1;1;10;1;1;4;1963;54;1;4;3; ;3; ; ; ;2;1;72; ; ; ;2;1;2; ;4;6; ; ;2;6;08;76;4516,25993153502
4396226;1;2;1;10;1;1;2;2000;17;3;6;1;1;2; ; ; ;2;1;72; ; ; ;2;1;1;1;5;10;1; ;2;10;08;76;4516,25993153502
4396226;1;3;1;10;1;2;9;2005;11;3;6;1;1;2; ; ; ;2;1;72; ; ; ;2;1;1;1;4;0; ; ;2;5;08;76;4516,25993153502
4396226;1;4;1;10;1;1;3;2009;8;3; ;1;1;2; ; ; ;2;1;72; ; ; ;2;1;1;1;3;2; ; ;2;2;08;76;4516,25993153502
4396227;1;1;1;10;1;1;10;1954;62;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;76;2373,40230096068
4396228;1;1;1;10;1;1;12;1966;50;1;2;3; ;2; ;1;2;2;1;78; ; ; ;2;1;2; ;3;2; ; ;2;2;08;76;4037,12556643445
4396228;1;2;1;10;2;2;2;1995;22;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;76;4037,12556643445
4396228;1;3;1;10;2;1;12;2013;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;4037,12556643445
4396228;1;4;1;10;4;1;12;1987;29;8;6;3; ;2; ; ; ;2;1;48; ; ; ;2;1;2; ;3;5; ; ;2;5;08;76;4037,12556643445
4396229;1;1;1;10;2;1;4;1969;48;1;2;3; ;3; ;1;2;2;1;24; ; ; ;2;1;2; ;4;8; ; ;2;8;08;76;2021,18770986853
4396229;1;2;1;10;2;2;2;1971;46;2;2;2; ;3; ;1;1;2;1;24; ; ; ;2;1;2; ;5;11;2; ;2;11;08;76;2021,18770986853
4396230;1;1;1;10;1;2;3;1986;31;1;3;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;76;4498,58784111499
4396230;1;2;1;10;2;1;1;1982;35;2;3;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;4498,58784111499
4396230;1;3;1;10;1;2;7;2007;10;3;6;1;2;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;76;4498,58784111499
4396230;1;4;1;10;1;1;12;2016;0;3; ;1;2;1;1; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;76;4498,58784111499
4396230;1;5;1;10;5;1;1;1998;19;5;6;2; ;3; ; ; ;2;1;14; ; ; ;2;1;2; ;5;11;2; ;2;11;08;76;4498,58784111499
4396230;1;6;1;10;1;2;6;2009;8;5; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;76;4498,58784111499
4396231;1;1;1;10;1;1;2;1949;68;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;2373,40230096068
4396232;1;1;1;10;1;1;1;1968;49;1;3;2; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;3036,22935310318
4396232;1;2;1;10;2;2;3;1967;50;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;3036,22935310318
4396232;1;3;1;10;2;2;8;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;76;3036,22935310318
4396232;1;4;1;10;4;1;9;1990;26;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;3036,22935310318
4396232;1;5;1;10;2;1;10;2013;3;4; ;1;4;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;3036,22935310318
4396233;1;1;1;10;1;1;1;1961;56;1;4;3; ;3; ; ; ;2;2; ; ; ; ;2;1;2; ;3;2; ; ;2;2;08;76;2373,40230096068
4396234;1;1;1;10;1;1;9;1955;61;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;76;1479,78462856514
4396234;1;2;1;10;2;2;3;1966;51;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1479,78462856514
4396235;1;1;1;10;1;1;7;1982;35;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;76;2562,83674103862
4396235;1;2;1;10;2;2;9;1981;35;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;76;2562,83674103862
4396235;1;3;1;10;2;1;7;2003;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;76;2562,83674103862
4396236;1;1;1;10;1;1;1;1956;61;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;2832,11315619731
4396236;1;2;1;10;2;2;2;1948;69;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;2832,11315619731
4396236;1;3;1;10;2;2;1;2001;16;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;08;76;2832,11315619731
4396236;1;4;1;10;2;1;4;2003;14;4;6;2; ;2; ; ; ;2;1;12; ; ; ;2;1;1;1;4;0; ; ;2;5;08;76;2832,11315619731
4396236;1;5;1;10;2;2;10;2003;13;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;76;2832,11315619731
4396236;1;6;1;10;2;2;11;2008;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;76;2832,11315619731
4396236;1;7;1;10;7;1;4;1955;62;9;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;2832,11315619731
4396237;1;1;1;10;1;1;4;1999;18;1;1;2; ;2; ;1;2;2;1;24; ; ; ;2;1;1;1;4;6; ; ;2;6;08;76;4020,23176147425
4396237;1;2;1;10;1;2;11;1999;17;2;1;2; ;2; ;1;1;2;1;24; ; ; ;2;1;1;1;4;8; ; ;2;8;08;76;4020,23176147425
4396237;1;3;1;10;1;1;3;2001;16;5;6;2; ;2; ; ; ;2;1;4; ; ; ;2;1;1;1;4;6; ; ;2;6;08;76;4020,23176147425
4396238;1;1;1;10;1;1;1;1961;56;1;3;3; ;3; ;1;2;2;1;4; ; ; ;2;1;2; ;4;7; ; ;2;7;08;76;1891,5195608033
4396238;1;2;1;10;2;2;2;1978;39;2;3;3; ;2; ;1;1;2;1;4; ; ; ;2;1;2; ;3;1; ; ;2;1;08;76;1891,5195608033
4396238;1;3;1;10;2;2;12;2001;15;3;6;1;1;1;2; ; ;2;1;4; ; ; ;2;1;1;1;4;9; ; ;2;9;08;76;1891,5195608033
4396238;1;4;1;10;2;1;10;2006;10;3;6;1;1;1;2; ; ;2;1;4; ; ; ;2;1;1;1;3;4; ; ;2;4;08;76;1891,5195608033
4396239;1;1;1;10;1;1;4;1967;50;1;3;2; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;6;3;2;2;2;14;08;76;2083,70237593805
4396239;1;2;1;10;2;2;11;1969;47;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;76;2083,70237593805
4396239;1;3;1;10;3;1;1;1992;25;3;6;1;1;1;2; ; ;1; ; ;1;3;92214;2;1;2; ;6;5;4; ;2;16;08;76;2083,70237593805
4396240;1;1;1;10;1;1;12;1995;21;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;3;3; ; ;2;3;08;76;4002,55967105423
4396240;1;2;1;10;2;2;8;1989;27;2;2;2; ;2; ;1;1;1; ; ;1;5; ;1;1;2; ;3;5; ; ;2;5;08;76;4002,55967105423
4396240;1;3;1;10;2;2;3;2005;12;3;6;2; ;1;2; ; ;1; ; ;1;5; ;1;1;1;1;4;6; ; ;2;6;08;76;4002,55967105423
4396240;1;4;1;10;2;2;2;2015;2;3; ;1;1;1;2; ; ;1; ; ;1;5; ;1; ; ; ; ; ; ; ;2; ;08;76;4002,55967105423
4396240;1;5;1;10;5;1;6;2000;17;5;4;2; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;76;4002,55967105423
4396241;1;1;1;10;1;1;7;1971;46;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;3081,8502142125
4396241;1;2;1;10;2;2;7;1983;34;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;3081,8502142125
4396241;1;3;1;10;3;2;6;1998;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;76;3081,8502142125
4396241;1;4;1;10;4;1;12;2002;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;76;3081,8502142125
4396241;1;5;1;10;2;1;12;2005;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;76;3081,8502142125
4396242;1;1;1;10;1;1;9;1948;68;1;2;3; ;3; ;1;2;1; ; ;1;2;97000;2;1;2; ;3;2; ; ;2;2;08;76;2921,90219718922
4396242;1;2;1;10;2;2;10;1953;63;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;76;2921,90219718922
4396242;1;3;1;10;2;2;9;2015;1;9; ;2; ;2; ; ; ;2;1;6; ; ; ;2; ; ; ; ; ; ; ;2; ;08;76;2921,90219718922
4396243;1;1;1;10;1;1;1;1955;62;1;3;3; ;2; ;1;2;2;1;120; ; ; ;2;1;2; ;3;1; ; ;2;1;08;76;1938,67807427797
4396243;1;2;1;10;2;2;2;1961;56;2;3;3; ;3; ;1;1;2;1;144; ; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1938,67807427797
4396244;1;1;1;10;1;1;12;1948;68;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;1938,67807427797
4396244;1;2;1;10;2;2;12;1945;71;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;76;1938,67807427797
4396251;1;1;1;10;1;1;5;1994;23;1;1;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;76;3478,58273030416
4396251;1;2;1;10;2;2;9;1998;18;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;76;3478,58273030416
4396253;1;1;1;10;1;1;1;1985;32;1;2;1;5;2; ;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ; ;2;5;08;76;3393,40741177151
4396253;1;2;1;10;2;2;3;1990;27;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;76;3393,40741177151
4396253;1;3;1;10;2;2;12;2010;6;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;2;0;08;76;3393,40741177151
4396253;1;4;1;10;2;1;12;2013;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;76;3393,40741177151
4396253;1;5;1;10;5;1;5;1936;81;5;4;3; ;3; ; ; ;2;1;4; ; ; ;2;2;2; ;1;0; ; ;2;0;08;76;3393,40741177151
4396254;1;1;1;10;1;1;3;1970;47;1;3;3; ;3; ;1;2;1; ; ;1;4; ;2;1;2; ;3;3; ; ;2;3;08;76;2564,72413852089
4396254;1;2;1;10;2;2;1;1962;55;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;08;76;2564,72413852089
4396254;1;3;1;10;1;2;2;2003;14;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;08;76;2564,72413852089
4397388;1;1;1;10;1;1;7;1941;76;1;2;3; ;3; ;1;2;1; ; ;1;2;29500;2;1;2; ;3;4; ; ;2;4;08;63;770,387739166979
4397388;1;2;1;10;2;2;3;1970;47;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;63;770,387739166979
