DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2594927;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;135.573.251.624.479
2594927;1;6;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;135.573.251.624.479
2594928;1;1;1;80;1;2;;;;2;;2;;1;4;;4;;1;1;63;63;113.738.807.909.125
2594929;1;2;1;80;1;1;2;9;EMBARAZO;2;;2;;;;;9;2;1;1;63;63;130.382.097.506.881
2594929;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;130.382.097.506.881
2594931;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;63;63;105.309.812.844.956
2594931;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;105.309.812.844.956
2594934;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;155.053.485.023.234
2594934;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;155.053.485.023.234
2594935;1;1;1;80;1;1;3;5;;3;;2;;;;;8;2;1;1;63;63;924.161.367.369.898
2594935;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;63;63;924.161.367.369.898
2594935;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;924.161.367.369.898
2594936;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;133.164.622.970.703
2594937;1;1;1;80;1;1;3;5;;3;;2;;;;;8;2;1;1;63;63;933.262.154.592.867
2594937;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;933.262.154.592.867
2594937;1;6;1;80;1;1;4;5;;3;;2;;;;;8;2;1;1;63;63;933.262.154.592.867
2594938;1;1;1;80;1;1;4;4;;2;;2;;;;;8;2;1;1;63;63;848.792.597.258.694
2594938;1;4;1;80;1;1;4;3;;2;;2;;;;;8;2;1;1;63;63;848.792.597.258.694
2594939;1;2;1;80;1;2;;;;2;;2;;1;4;;9;;1;1;63;63;119.810.576.306.977
2594939;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;119.810.576.306.977
2594940;1;1;1;80;1;1;3;5;;3;;2;;;;;10;2;1;1;63;63;121.472.081.998.209
2594940;1;2;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;63;63;121.472.081.998.209
2594941;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;63;63;115.167.652.400.526
2594943;1;1;1;80;1;1;4;4;;3;;2;;;;;10;2;1;1;63;63;10.227.397.629.256
2594944;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;124.507.918.550.604
2594945;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;115.167.652.400.526
2594946;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;159.915.086.336.435
2594947;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;130.244.411.357.102
2594947;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;130.244.411.357.102
2594947;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;130.244.411.357.102
2594948;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;165.205.059.151.854
2594948;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;165.205.059.151.854
2594949;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;1.567.894.741.294
2594950;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;139.513.939.339.545
2594951;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;41;41;107.628.800.473.716
2594952;1;1;1;80;1;1;1;8;;2;;1;450000;;;;4;2;1;1;41;41;11.055.330.327.935
2594952;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;11.055.330.327.935
2594953;1;1;1;80;1;1;3;6;;2;;2;;;;;9;2;1;1;41;41;116.320.188.508.853
2594955;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;41;41;126.477.265.744.657
2594958;1;1;1;80;1;1;1;4;;1;2;2;;;;;4;2;1;1;73;73;242.264.109.169.447
2594958;1;2;1;80;1;1;1;3;;3;;2;;;;;9;2;1;1;73;73;242.264.109.169.447
2594961;1;5;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;73;73;203.955.009.799.341
2594964;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;223.744.203.308.085
2594967;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;260.988.975.427.597
2594967;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;260.988.975.427.597
2594968;1;1;1;80;1;1;4;7;;2;;2;;;;;8;2;1;1;73;73;138.014.732.481.075
2594968;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;73;73;138.014.732.481.075
2594971;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;212.504.276.720.099
2594972;1;2;1;80;1;1;4;8;;2;;2;;;;;9;2;1;1;73;73;206.580.167.266.269
2594974;1;2;1;80;1;1;2;2;;2;;2;;;;;2;2;1;1;73;73;208.484.042.919.855
2594976;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;73;73;246.526.395.373.541
2594976;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;246.526.395.373.541
2594976;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;73;73;246.526.395.373.541
2594977;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;73;73;212.504.276.720.099
2594978;1;1;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;66;66;217.550.126.237.521
2594979;1;2;1;80;1;1;4;8;;2;;2;;;;;1;2;1;1;66;66;219.351.580.512.092
2594982;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;66;66;224.981.752.377.051
2594982;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;66;66;224.981.752.377.051
2594982;1;3;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;66;66;224.981.752.377.051
2594983;1;1;1;80;1;1;2;5;;3;;2;;;;;10;2;1;1;66;66;257.093.092.997.104
2594983;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;257.093.092.997.104
2594983;1;6;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;257.093.092.997.104
2594984;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;66;66;238.073.200.040.215
2594984;1;2;1;80;1;1;4;7;;2;;2;;;;;9;2;1;1;66;66;238.073.200.040.215
2594986;1;2;1;80;1;1;3;4;;2;;2;;;2;;4;1;1;1;66;66;163.461.278.745.804
2594987;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;66;66;269.953.431.096.331
2594988;1;1;1;80;1;1;4;5;;3;;2;;;;;8;2;1;1;66;66;289.482.565.115.404
2594988;1;2;1;80;1;1;4;8;;2;;2;;;;;8;2;1;1;66;66;289.482.565.115.404
2594988;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;289.482.565.115.404
2594988;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;289.482.565.115.404
2594990;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;66;66;192.801.412.131.929
2594990;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;66;66;192.801.412.131.929
2594991;1;1;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;66;66;223.438.795.797.584
2594991;1;2;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;66;66;223.438.795.797.584
2594991;1;3;1;80;1;1;4;3;;2;;2;;;;;4;2;1;1;66;66;223.438.795.797.584
2594992;1;2;1;80;1;1;3;6;;2;;2;;;;;9;2;1;1;66;66;252.268.110.347.303
2594993;1;1;1;80;1;1;4;4;;2;;2;;;;;8;2;1;1;66;66;144.781.270.711.584
2594993;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;144.781.270.711.584
2594994;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;209.260.124.371.001
2594995;1;2;1;80;1;2;;;;2;;2;;1;3;;9;;1;1;66;66;220.178.747.418.009
2594995;1;3;1;80;1;1;1;2;;2;;1;600000;;;;2;2;1;1;66;66;220.178.747.418.009
2594996;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;246.938.047.671.351
2594996;1;4;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;66;66;246.938.047.671.351
2594997;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;66;66;229.694.674.663.197
2595000;1;2;1;80;1;1;4;3;;2;;2;;;;;4;2;1;1;66;66;317.855.270.817.965
2595000;1;7;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;317.855.270.817.965
2595000;1;8;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;317.855.270.817.965
2595001;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;66;66;296.063.210.898.017
2595003;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;66;66;256.055.216.443.788
2595006;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;137.181.724.888.208
2595008;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;63;63;106.006.821.476.714
2595009;1;2;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;63;63;132.936.913.614.774
2595010;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;63;63;115.167.652.400.526
2595012;1;1;1;80;1;1;1;6;;2;;2;;;;;8;2;1;1;63;63;14.636.612.379.748
2595013;1;2;1;80;1;1;3;3;;2;;2;;;;;8;2;1;1;63;63;119.810.576.306.977
2595013;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;119.810.576.306.977
2595016;1;2;1;80;1;1;2;6;;2;;2;;;;;9;2;1;1;17;17;213.283.044.064.175
2595017;1;5;1;80;1;1;2;8;;2;;2;;;;;2;2;1;1;17;17;194.754.662.465.142
2595019;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;151.318.221.976.055
2595021;1;2;1;80;1;1;2;8;;2;;2;;;;;11;2;1;1;17;17;150.962.989.257.517
2595021;1;4;1;80;1;1;1;7;;2;;2;;;;;8;2;1;1;17;17;150.962.989.257.517
2595022;1;5;1;80;1;1;4;5;;3;;2;;;;;11;2;1;1;17;17;19.363.441.885.491
2595024;1;1;1;80;1;1;4;3;;2;;2;;;;;8;2;1;1;17;17;181.790.896.650.835
2595026;1;1;1;80;1;1;3;5;;3;;2;;;;;10;2;1;1;17;17;166.841.250.597.507
2595026;1;2;1;80;1;1;1;7;;2;;2;;;;NO HAY CAPITAL;12;2;1;1;17;17;166.841.250.597.507
2595026;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;166.841.250.597.507
2595031;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;378.242.701.922.617
2595033;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;116.388.019.633.493
2595034;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;16.212.772.104.385
2595039;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;123.073.539.422.394
2595039;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;123.073.539.422.394
2595039;1;5;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;17;17;123.073.539.422.394
2595040;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;145.047.770.276.523
2595043;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;262.743.043.165.981
2595043;1;6;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;262.743.043.165.981
2595043;1;7;1;80;1;1;4;5;;3;;2;;;;;4;2;1;1;17;17;262.743.043.165.981
2595045;1;1;1;80;1;1;4;5;;3;;2;;;;;4;2;1;1;17;17;123.272.383.773.529
2595045;1;3;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;17;17;123.272.383.773.529
2595045;1;4;1;80;1;1;2;5;;3;;2;;;;;10;2;1;1;17;17;123.272.383.773.529
2595045;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;17;17;123.272.383.773.529
2595045;1;6;1;80;1;1;4;4;;1;2;2;;;;;4;2;1;1;17;17;123.272.383.773.529
2595045;1;7;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;17;17;123.272.383.773.529
2595049;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;124.507.918.550.604
2595050;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;101.576.967.660.802
2595051;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;63;63;10.227.397.629.256
2595053;1;1;1;80;1;1;4;6;;2;;2;;;;;8;2;1;1;63;63;115.167.652.400.526
2595058;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;133.178.606.763.783
2595058;1;5;1;80;1;1;4;4;;2;;2;;;;;4;2;1;1;63;63;133.178.606.763.783
2595059;1;2;1;80;1;2;;;;2;;2;;1;4;;9;;1;1;63;63;10.227.397.629.256
2595060;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;10.227.397.629.256
2595060;1;2;1;80;1;1;2;5;;3;;2;;;;;10;2;1;1;63;63;10.227.397.629.256
2595061;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;128.004.125.658.759
2595061;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;128.004.125.658.759
2595066;1;1;1;80;1;1;4;8;;2;;2;;;;;8;2;1;1;63;63;132.775.439.057.756
2595067;2;3;2;80;1;2;;;;2;;2;;2;;.;;;1;1;63;63;143.469.386.180.254
2595070;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;641.550.065.104.538
2595072;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;846.581.553.762.577
2595072;1;7;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;846.581.553.762.577
2595073;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;880.505.253.337.286
2595073;1;4;1;80;1;1;1;2;;2;;2;;;;;2;2;1;1;15;15;880.505.253.337.286
2595074;1;1;1;80;1;1;4;5;;3;;2;;;;;8;2;1;1;15;15;669.176.135.817.169
2595074;1;2;1;80;1;1;4;5;;3;;2;;;;;8;2;1;1;15;15;669.176.135.817.169
2595075;1;1;1;80;1;1;1;5;;3;;2;;;;;10;2;1;1;15;15;669.176.135.817.169
2595075;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;15;15;669.176.135.817.169
2595076;1;1;1;80;1;1;1;9;CAMBIO DE CIUDAD;2;;2;;;;;9;2;1;1;15;15;810.748.535.831.045
2595076;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;15;15;810.748.535.831.045
2595076;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;810.748.535.831.045
2595076;1;5;1;80;1;1;4;4;;2;;2;;;;;8;2;1;1;15;15;810.748.535.831.045
2595078;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;15;15;738.310.191.316.063
2595079;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;677.915.537.975.957
2595079;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;677.915.537.975.957
2595081;1;1;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;15;15;669.176.135.817.169
2595082;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;15;15;75.197.692.605.845
2595084;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;15;15;866.838.518.594.898
2595084;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;866.838.518.594.898
2595084;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;866.838.518.594.898
2595085;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;15;15;937.620.292.042.089
2595085;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;937.620.292.042.089
2595085;1;3;1;80;1;1;2;2;;2;;2;;;;;2;2;1;1;15;15;937.620.292.042.089
2595086;1;2;1;80;1;1;2;3;;2;;2;;;;;9;2;1;1;15;15;671.928.793.212.446
2595087;1;1;1;80;1;1;2;5;;3;;2;;;;;10;2;1;1;15;15;779.602.996.771.081
2595087;2;1;2;80;1;1;4;4;;2;;2;;;;;8;2;1;1;15;15;779.602.996.771.081
2595088;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;15;15;825.511.356.900.918
2595089;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;15;15;766.563.350.595.788
2595089;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;766.563.350.595.788
2595089;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;15;15;766.563.350.595.788
2595090;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;15;15;825.511.356.900.918
2595093;1;2;1;80;1;1;3;3;;2;;2;;;;;9;2;1;1;19;19;146.627.790.984.495
2595094;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;19;19;101.292.856.402.553
2595097;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;19;19;842.650.804.588.733
2595099;1;1;1;80;1;1;3;4;;3;;2;;;;;4;2;1;1;19;19;103.920.881.575.348
2595101;1;1;1;80;1;1;1;8;;3;;1;1000000;;;;10;2;1;1;68;68;858.027.807.698.417
2595101;1;2;1;80;1;1;4;7;;2;;2;;;;;11;2;1;1;68;68;858.027.807.698.417
2595102;1;1;1;80;1;1;4;6;;3;;2;;;;;11;2;1;1;68;68;505.621.306.539.584
2595105;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;68;68;323.397.386.909.083
2595105;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;323.397.386.909.083
2595105;1;5;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;323.397.386.909.083
2595106;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;68;68;704.813.002.317.666
2595106;1;3;1;80;1;1;4;4;;2;;2;;;;;8;2;1;1;68;68;704.813.002.317.666
2595107;1;1;1;80;1;1;4;8;;2;;2;;;;;8;2;1;1;68;68;858.027.807.698.417
2595107;1;2;1;80;1;1;4;7;;2;;2;;;;;8;2;1;1;68;68;858.027.807.698.417
2595109;1;1;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;68;68;429.013.903.849.209
2595109;1;2;1;80;1;1;4;3;;2;;2;;;;;1;2;1;1;68;68;429.013.903.849.209
2595112;1;1;1;80;1;1;4;9;TRASLADO DE DOMICIIO;2;;2;;;;;8;2;1;1;68;68;429.013.903.849.209
2595112;1;2;1;80;1;1;4;5;;3;;2;;;;;10;2;1;1;68;68;429.013.903.849.209
2595113;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;441.536.250.684.448
2595113;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;441.536.250.684.448
2595115;1;2;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;479.714.251.244.847
2595116;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;559.058.836.545.711
2595117;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;68;68;488.447.098.335.843
2595118;1;2;1;80;1;1;4;3;;2;;2;;;;;9;2;1;1;68;68;476.612.192.289.834
2595118;1;3;1;80;1;2;;;;2;;2;;2;;.;;;1;1;68;68;476.612.192.289.834
2595122;1;2;1;80;1;1;2;3;;2;;2;;;;;9;2;1;1;54;54;325.143.426.357.088
2595127;1;1;1;80;1;2;;;;2;;2;;2;;.;;;1;1;54;54;370.306.264.837.687
2595128;1;2;1;80;1;1;4;7;;2;;2;;;;;9;2;1;1;54;54;218.069.809.611.829
2595128;1;4;1;80;1;2;;;;2;;2;;2;;.;;;1;1;54;54;218.069.809.611.829
2595129;1;2;1;80;1;1;3;4;;2;;2;;;;;4;2;1;1;54;54;355.623.777.469.093
2595130;1;1;1;80;1;1;4;4;;3;;2;;;;;8;2;1;1;54;54;241.874.983.584.764
2595133;1;2;1;80;1;1;1;8;;2;;2;;;;;9;2;1;1;54;54;445.222.234.524.791
