DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4215780;1;1;1;10;1;2;9;1957;59;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ; ;73;5;12;73;160,02707679839
4215780;1;2;1;10;2;2;2;1988;28;3;6;1; ; ;3; ; ;2;1;2; ;6;5;4; ;73;16;12;73;160,02707679839
4215780;1;3;1;10;3;1;2;1998;18;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;73;11;12;73;160,02707679839
4215781;1;1;1;10;1;2;1;1973;43;1;4;1; ; ;1;3;86200;1;1;2; ;6;9;5; ;73;20;12;73;330,101519488374
4215781;1;2;1;10;1;1;4;2003;13;3;6;1; ; ;1;5; ;2;1;1;2;4;7; ; ;73;7;12;73;330,101519488374
4215781;1;3;1;10;1;1;11;2009;7;3; ;1; ; ;1;5; ;2;1;1;2;3;1; ; ;73;1;12;73;330,101519488374
4215782;1;1;1;10;1;1;1;1978;38;1;6;1; ; ;2;1;64000;2;1;2; ;5;11;2; ;73;11;12;73;352,772848333048
4215783;1;1;1;10;2;2;4;1980;36;1;3;1; ; ;1;1;27600;2;1;2; ;6;5;4; ;73;16;12;73;275,594929994081
4215783;1;2;1;10;2;1;8;1970;46;2;3;1; ; ;1;1;27600;2;1;2; ;5;11;2; ;73;11;12;73;275,594929994081
4215783;1;3;1;10;3;2;5;1998;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;2;73;12;12;73;275,594929994081
4215784;1;1;1;10;1;2;10;1939;77;1;5;1; ; ;1;5; ;1;1;2; ;3;5; ; ;73;5;12;73;212,832092360578
4215785;1;1;1;10;1;1;5;1971;45;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ; ;73;8;12;73;319,563730417276
4215785;1;2;1;10;2;2;2;1972;44;2;3;1; ; ;3; ; ;2;1;2; ;4;9; ; ;73;9;12;73;319,563730417276
4215785;1;3;1;10;3;1;9;1997;19;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;73;12;12;73;319,563730417276
4215785;1;4;1;10;2;1;9;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;73;8;12;73;319,563730417276
4215786;1;1;1;10;1;2;7;1932;84;1;5;1; ; ;3; ; ;1;1;2; ;3;4; ; ;73;4;12;73;212,832092360578
4215787;1;1;1;10;1;1;1;1957;59;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;73;9;12;73;221,883676863762
4215787;1;2;1;10;2;2;10;1959;57;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;73;6;12;73;221,883676863762
4215788;1;1;1;10;1;1;4;1991;25;1;1;1; ; ;1;1;48000;2;1;2; ;6;2;3; ;73;13;12;73;444,727081597355
4215788;1;2;1;10;2;2;11;1994;22;2;1;1; ; ;1;5; ;2;1;1;2;6;4;2;2;73;15;12;73;444,727081597355
4215788;1;3;1;10;2;1;2;2016;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;73; ;12;73;444,727081597355
4215789;1;1;1;10;1;2;6;1974;42;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;73;11;12;73;212,293613084457
4215789;1;2;1;10;2;1;6;1984;32;2;2;1; ; ;1;1;27600;2;1;2; ;5;11;2; ;73;11;12;73;212,293613084457
4215789;1;3;1;10;1;2;5;2003;13;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;73;8;12;73;212,293613084457
4215789;1;4;1;10;4;1;6;1997;19;5;6;1; ; ;1;4; ;2;1;1;1;6;1;2;2;73;12;12;73;212,293613084457
4215789;2;1;2;10;1;2;12;1946;70;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ; ;73;2;12;73;212,293613084457
4215789;3;1;3;10;1;2;2;1997;19;1;6;1; ; ;1;4; ;2;1;1;1;6;1;2;2;73;12;12;73;212,293613084457
4215789;3;2;3;10;2;2;7;1998;18;9;6;1; ; ;1;4; ;2;1;1;1;6;1;2;2;73;12;12;73;212,293613084457
4215790;1;1;1;10;1;2;4;1952;64;1;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;73;7;12;73;212,832092360578
4215791;1;1;1;10;1;1;11;1953;63;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;73;5;12;73;221,883676863762
4215791;1;2;1;10;1;2;5;1922;94;5;5;1; ; ;3; ; ;2;1;2; ;3;5; ; ;73;5;12;73;221,883676863762
4215792;1;1;1;10;1;2;6;1978;38;1;4;1; ; ;1;5; ;2;1;2; ;4;8; ; ;73;8;12;73;305,728616711595
4215792;1;2;1;10;2;2;7;1998;18;3;6;2;1;12; ; ; ;2;1;2; ;4;8; ; ;73;8;12;73;305,728616711595
4215792;1;3;1;10;2;1;8;2015;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;73; ;12;73;305,728616711595
4215793;1;1;1;10;1;2;7;1940;76;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;73;2;12;73;346,02719571489
4215793;1;2;1;10;1;1;5;1965;51;3;4;1; ; ;3; ; ;2;1;2; ;4;8; ; ;73;8;12;73;346,02719571489
4215793;1;3;1;10;1;1;9;1974;42;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;73;5;12;73;346,02719571489
4215794;1;1;1;10;2;1;8;1965;51;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ; ;73;9;12;73;275,594929994081
4215794;1;2;1;10;2;2;10;1972;44;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;275,594929994081
4215794;1;3;1;10;3;2;5;1994;22;3;6;1; ; ;3; ; ;2;1;2; ;6;5;4; ;73;16;12;73;275,594929994081
4215795;1;1;1;10;2;1;12;1975;41;1;2;1; ; ;1;1;27700;2;1;2; ;4;8; ; ;73;8;12;73;387,145060904804
4215795;1;2;1;10;2;2;5;1980;36;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;73;5;12;73;387,145060904804
4215795;1;3;1;10;2;2;8;2001;15;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;73;7;12;73;387,145060904804
4215795;1;4;1;10;4;1;12;1995;21;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;387,145060904804
4215795;1;5;1;10;5;2;5;1996;20;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;387,145060904804
4215795;1;6;1;10;2;1;4;2006;10;9;6;1; ; ;1;5; ;2;1;1;1;3;4; ; ;73;4;12;73;387,145060904804
4215796;1;1;1;10;1;2;5;1952;64;1;4;1; ; ;1;2;120000;2;1;2; ;3;5; ; ;73;5;12;73;279,429644037734
4215796;1;2;1;10;2;1;3;1989;27;3;6;2;1;48; ; ; ;2;1;2; ;5;11;2; ;73;11;12;73;279,429644037734
4215797;1;1;1;10;1;2;4;1953;63;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ; ;73;1;12;73;212,832092360578
4215798;1;1;1;10;1;1;12;1963;52;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;73;4;12;73;346,9694868016
4215798;1;2;1;10;1;2;7;1972;44;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;73;8;12;73;346,9694868016
4215798;1;3;1;10;3;1;8;1990;26;3;6;1; ; ;1;1;27600;2;1;2; ;6;2;3; ;73;13;12;73;346,9694868016
4215799;1;1;1;10;1;1;1;1976;40;1;3;2;1;1; ; ; ;2;1;2; ;5;11;2; ;73;11;12;73;396,69907116553
4215799;1;2;1;10;2;2;9;1979;37;2;3;1; ; ;1;1;32000;2;1;2; ;6;3;3; ;73;14;12;73;396,69907116553
4215799;1;3;1;10;2;1;12;2000;16;3;6;1; ; ;1;5; ;2;1;1;2;4;9; ; ;73;9;12;73;396,69907116553
4215799;1;4;1;10;2;1;7;2010;6;3; ;1; ; ;1;5; ;2;1;1;2;2;0; ; ;73;0;12;73;396,69907116553
4215800;1;1;1;10;1;2;7;1963;53;1;6;2;1;24; ; ; ;2;1;2; ;3;5; ; ;73;5;12;73;213,774383447288
4215801;1;1;1;10;1;1;4;1944;72;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ; ;73;2;12;73;221,883676863762
4215801;1;2;1;10;2;2;2;1942;74;2;3;1; ; ;1;5; ;1;1;2; ;5;11;2; ;73;11;12;73;221,883676863762
4215802;1;1;1;10;1;2;12;1949;67;1;4;1; ; ;2;5; ;2;1;2; ;3;5; ; ;73;5;12;73;279,429644037734
4215802;1;2;1;10;1;1;12;1971;45;3;4;1; ; ;1;1;98;2;1;2; ;6;5;4; ;73;16;12;73;279,429644037734
4215803;1;1;1;10;1;1;10;1970;46;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ; ;73;6;12;73;275,594929994081
4215803;1;2;1;10;2;2;11;1972;44;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ; ;73;8;12;73;275,594929994081
4215803;1;3;1;10;2;2;12;1999;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;275,594929994081
4215804;1;1;1;10;1;2;8;1970;46;1;4;1; ; ;2;2;90000;2;1;2; ;5;11;2; ;73;11;12;73;330,101519488374
4215804;1;2;1;10;1;1;5;1999;17;3;6;1; ; ;2;5; ;2;1;2; ;5;11;2; ;73;11;12;73;330,101519488374
4215804;1;3;1;10;1;1;12;2014;2;3; ;1; ; ;2;5; ;2; ; ; ; ; ; ; ;73; ;12;73;330,101519488374
4215805;1;1;1;10;1;2;11;1974;42;1;4;1; ; ;1;1;60000;2;1;2; ;6;6;4; ;73;17;12;73;179,622974444806
4215805;1;2;1;10;2;1;12;1995;20;3;6;1; ; ;1;1;27600;2;1;1;2;6;4;2;2;73;15;12;73;179,622974444806
4215805;1;3;1;10;1;1;12;1999;16;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2; ;73;11;12;73;179,622974444806
4215805;1;4;1;10;4;2;7;1938;78;5;4;1; ; ;3; ; ;2;1;2; ;4;7; ; ;73;7;12;73;179,622974444806
4215806;1;1;1;10;1;1;12;1963;53;1;3;1; ; ;1;5; ;1;1;2; ;6;5;4; ;73;16;12;73;346,9694868016
4215806;1;2;1;10;2;2;8;1966;50;2;3;1; ; ;1;5; ;1;1;2; ;5;11;2; ;73;11;12;73;346,9694868016
4215806;1;3;1;10;3;1;11;1991;25;3;6;1; ; ;1;3;86200;1;1;2; ;5;11;2; ;73;11;12;73;346,9694868016
4215807;1;1;1;10;2;1;1;1971;45;1;2;1; ; ;1;1;27600;2;1;2; ;4;6; ; ;73;6;12;73;228,353321843609
4215807;1;2;1;10;2;2;1;1987;29;2;2;1; ; ;1;5; ;2;1;2; ;5;10;1; ;73;10;12;73;228,353321843609
4215807;1;3;1;10;2;2;3;2006;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ; ;73;5;12;73;228,353321843609
4215807;1;4;1;10;4;2;3;1946;70;5;4;2;1;7; ; ; ;1;1;2; ;3;5; ; ;73;5;12;73;228,353321843609
4215808;1;1;1;10;1;1;5;1998;18;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;73;8;12;73;322,318780186424
4215808;1;2;1;10;2;2;9;1997;19;2;1;1; ; ;3; ; ;2;1;1;1;6;1;2;1;73;12;12;73;322,318780186424
4215808;1;3;1;10;2;2;12;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;73; ;12;73;322,318780186424
4215809;1;1;1;10;1;2;11;1948;68;1;5;1; ; ;1;2;80000;2;1;2; ;3;2; ; ;73;2;12;73;304,786325624885
4215809;1;2;1;10;2;2;12;1993;23;4;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;304,786325624885
4215809;1;3;1;10;2;1;3;2016;0;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;73; ;12;73;304,786325624885
4215810;1;1;1;10;4;2;7;1971;45;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;73;11;12;73;249,91786697782
4215810;1;2;1;10;4;2;12;1998;18;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2; ;73;11;12;73;249,91786697782
4215810;1;3;1;10;4;2;3;2006;10;3;6;1; ; ;1;5; ;2;1;1;2;4;0; ; ;73;5;12;73;249,91786697782
4215810;1;4;1;10;4;1;3;1996;20;3;6;1; ; ;1;3;82600;2;1;2; ;5;11;2; ;73;11;12;73;249,91786697782
4215811;1;1;1;10;1;2;6;1932;84;1;5;1; ; ;2;2;156000;2;1;2; ;3;5; ; ;73;5;12;73;259,070771150221
4215811;1;2;1;10;2;2;1;1960;56;3;6;1; ; ;3; ; ;2;1;2; ;6;5;4; ;73;16;12;73;259,070771150221
4215811;1;3;1;10;3;1;2;1966;50;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;259,070771150221
4215811;1;4;1;10;3;1;5;2001;15;4;6;1; ; ;1;5; ;2;1;1;1;5;10;1; ;73;10;12;73;259,070771150221
4215811;1;5;1;10;5;1;11;1968;48;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;259,070771150221
4215811;1;6;1;10;5;1;2;1999;17;4;6;1; ; ;1;5; ;2;1;1;1;6;2;2;2;73;13;12;73;259,070771150221
4215811;1;7;1;10;7;2;8;1970;46;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;73;11;12;73;259,070771150221
4215811;1;8;1;10;8;1;10;1992;24;4;6;2;1;24; ; ; ;1;1;2; ;6;2;3; ;73;13;12;73;259,070771150221
4215812;1;1;1;10;1;1;4;1934;82;1;4;1; ; ;2;2;108000;2;1;2; ;3;5; ; ;73;5;12;73;295,226881159076
4215813;1;1;1;10;1;2;2;1992;24;1;6;1; ; ;1;3;27600;2;1;2; ;5;11;2; ;73;11;12;73;281,398291525529
4215814;1;1;1;10;1;1;3;1980;36;1;3;1; ; ;2;1;98;2;1;2; ;6;5;4; ;76;16;12;76;1119,98041810796
4215814;1;2;1;10;2;2;3;1995;21;2;3;1; ; ;1;5; ;2;1;2; ;5;13;2;1;76;13;12;76;1119,98041810796
4215815;1;1;1;10;1;2;6;1943;73;1;4;1; ; ;1;2;120000;2;1;2; ;5;11;2; ;76;11;12;76;874,505396363178
4215815;1;2;1;10;2;1;1;1945;71;9;4;1; ; ;1;2;400000;2;1;2; ;6;8;5; ;76;19;12;76;874,505396363178
4215816;1;1;1;10;1;2;9;1927;89;1;6;1; ; ;1;3;86000;2;1;2; ;6;6;4; ;76;17;12;76;987,441302751643
4215817;1;1;1;10;1;2;6;1956;60;1;2;1; ; ;1;5; ;2;1;2; ;4;7; ; ;76;7;12;76;874,505396363178
4215817;1;2;1;10;2;1;3;1949;67;2;2;1; ; ;1;3;209000;2;1;2; ;4;7; ; ;76;7;12;76;874,505396363178
4215818;1;1;1;10;1;1;7;1978;38;1;4;1; ; ;1;3;85000;2;1;2; ;5;11;2; ;76;11;12;76;1352,30114079689
4215818;1;2;1;10;1;1;12;2002;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;76;7;12;76;1352,30114079689
4215819;1;1;1;10;1;1;8;1960;56;1;3;1; ; ;1;4; ;2;1;2; ;3;5; ; ;76;5;12;76;874,505396363178
4215819;1;2;1;10;2;2;2;1956;60;2;3;1; ; ;1;5; ;2;1;2; ;4;9; ; ;76;9;12;76;874,505396363178
4215820;1;1;1;10;1;2;7;1942;74;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ; ;76;2;12;76;987,441302751643
4215821;1;1;1;10;1;2;4;1961;55;1;5;1; ; ;1;3;87000;2;1;2; ;5;11;2; ;76;11;12;76;765,617397447508
4215821;1;2;1;10;2;2;6;1979;37;3;4;1; ; ;1;1;98;2;1;1;2;6;0;2;2;76;11;12;76;765,617397447508
4215821;1;3;1;10;2;2;2;2001;15;4;6;1; ; ;1;5; ;2;1;1;2;4;9; ; ;76;9;12;76;765,617397447508
4215822;1;1;1;10;1;1;1;1978;38;1;2;2;1;12; ; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1152,09161435556
4215822;1;2;1;10;2;2;10;1983;33;2;2;2;1;2; ; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1152,09161435556
4215822;1;3;1;10;2;1;1;2004;12;3;6;2;1;2; ; ; ;2;1;1;2;4;7; ; ;76;7;12;76;1152,09161435556
4215823;1;1;1;10;1;2;2;1958;58;1;5;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;987,441302751643
4215824;1;1;1;10;1;1;1;1987;29;1;4;1; ; ;1;1;50000;2;1;2; ;6;2;3; ;76;13;12;76;1141,59479697076
4215825;1;1;1;10;1;1;7;1988;28;1;6;2;1;1; ; ; ;2;1;2; ;3;4; ; ;76;4;12;76;1141,59479697076
4215826;1;1;1;10;1;2;6;1988;28;1;4;1; ; ;1;3;84000;1;1;2; ;4;9; ; ;76;9;12;76;1055,03073297297
4215826;1;2;1;10;1;1;9;2006;10;3;6;1; ; ;1;5; ;1;1;1;2;3;4; ; ;76;4;12;76;1055,03073297297
4215827;1;1;1;10;1;1;1;1951;65;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;76;4;12;76;674,295869921845
4215827;1;2;1;10;2;2;7;1959;57;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;674,295869921845
4215827;1;3;1;10;3;2;10;1991;25;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ; ;76;6;12;76;674,295869921845
4215828;1;1;1;10;1;1;2;1962;54;1;3;1; ; ;2;2;62000;2;1;2; ;5;11;2; ;76;11;12;76;1482,45201045305
4215828;1;2;1;10;1;2;5;1961;55;2;3;1; ; ;2;5; ;2;1;2; ;4;9; ; ;76;9;12;76;1482,45201045305
4215828;1;3;1;10;3;1;7;1997;19;3;6;1; ; ;2;4; ;2;1;2; ;5;11;2; ;76;11;12;76;1482,45201045305
4215828;1;4;1;10;1;2;2;2011;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;76;0;12;76;1482,45201045305
4215829;1;1;1;10;1;2;5;1960;56;1;4;1; ; ;1;5; ;2;1;2; ;6;2;2;2;76;13;12;76;1198,14764657777
4215829;1;2;1;10;2;1;6;1993;23;3;6;1; ; ;1;3;86000;2;1;1;1;6;3;2;2;76;14;12;76;1198,14764657777
4215830;1;1;1;10;2;1;1;1978;38;1;6;1; ; ;1;1;98;2;1;2; ;6;2;2;2;76;13;12;76;1251,54422237253
4215830;1;2;1;10;2;2;2;1959;57;5;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1251,54422237253
4215830;1;3;1;10;2;1;10;1993;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1251,54422237253
4215831;1;1;1;10;4;1;8;1955;61;1;3;1; ; ;2;2;98;2;1;2; ;5;11;2; ;76;11;12;76;1242,9045976724
4215831;1;2;1;10;2;2;10;1955;61;2;3;1; ; ;2;5; ;2;1;2; ;3;2; ; ;76;2;12;76;1242,9045976724
4215831;1;3;1;10;4;1;3;1979;37;3;6;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;12;76;1242,9045976724
4215831;1;4;1;10;4;1;5;1983;33;3;6;1; ; ;1;3;98;2;1;2; ;6;5;4; ;76;16;12;76;1242,9045976724
4215831;1;5;1;10;5;2;1;1982;34;3;4;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;12;76;1242,9045976724
4215831;1;6;1;10;5;2;1;2006;10;4;6;1; ; ;1;5; ;2;1;1;1;4;0; ; ;76;5;12;76;1242,9045976724
4215831;1;7;1;10;5;2;2;2010;6;4; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;76;0;12;76;1242,9045976724
4215832;1;1;1;10;1;2;3;1972;44;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;12;76;844,759937009064
4215832;1;2;1;10;2;2;11;1999;17;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;76;7;12;76;844,759937009064
4215832;1;3;1;10;1;2;4;2003;13;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ; ;76;5;12;76;844,759937009064
4215833;1;1;1;10;1;1;1;1966;50;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;1382,99940243607
4215833;1;2;1;10;2;2;6;1974;42;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;1382,99940243607
4215833;1;3;1;10;3;1;8;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1382,99940243607
4215833;1;4;1;10;1;2;4;2007;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;76;4;12;76;1382,99940243607
4215834;1;1;1;10;1;1;4;1953;63;1;3;1; ; ;1;3;94000;2;1;2; ;4;7; ; ;76;7;12;76;841,337908160143
4215834;1;2;1;10;2;2;9;1951;65;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ; ;76;6;12;76;841,337908160143
4215834;1;3;1;10;3;2;10;1985;31;3;4;2;1;2; ; ; ;2;1;2; ;5;13;2;1;76;13;12;76;841,337908160143
4215834;1;4;1;10;3;1;8;2011;5;4; ;2;1;2; ; ; ;2;2;1;2;2;0; ; ;76;0;12;76;841,337908160143
4215835;1;1;1;10;1;1;10;1982;34;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1275,46934700603
4215835;1;2;1;10;2;2;2;1981;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;1275,46934700603
4215835;1;3;1;10;2;1;3;2011;5;3; ;1; ; ;3; ; ;2;2;1;2;2;0; ; ;76;0;12;76;1275,46934700603
4215835;1;4;1;10;2;1;8;2016;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;76; ;12;76;1275,46934700603
4215836;1;1;1;10;1;2;12;1969;46;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;866,374315871866
4215836;1;2;1;10;2;2;2;1998;18;3;6;1; ; ;1;1;28000;2;1;2; ;6;2;3; ;76;13;12;76;866,374315871866
4215837;1;1;1;10;1;1;8;1991;25;1;2;1; ; ;1;1;46000;2;1;2; ;6;2;3; ;76;13;12;76;1108,42730876773
4215837;1;2;1;10;2;2;5;1986;30;2;2;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;76;11;12;76;1108,42730876773
4215837;1;3;1;10;2;1;7;2013;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;76;0;12;76;1108,42730876773
4215838;1;1;1;10;1;1;10;1979;37;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;1141,59479697076
4215839;1;1;1;10;1;1;3;1989;27;1;3;1; ; ;1;1;98;2;1;2; ;6;2;3; ;76;13;12;76;1119,98041810796
4215839;1;2;1;10;2;2;2;1994;22;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;12;76;1119,98041810796
4215840;1;1;1;10;1;1;5;1979;37;1;2;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;76;11;12;76;941,385270529431
4215840;1;2;1;10;2;2;6;1982;34;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;76;4;12;76;941,385270529431
4215841;1;1;1;10;1;1;2;1951;65;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ; ;76;2;12;76;874,505396363178
4215841;1;2;1;10;2;2;11;1957;59;2;3;1; ; ;1;1;27000;2;1;2; ;3;4; ; ;76;4;12;76;874,505396363178
4215842;1;1;1;10;1;1;2;1990;26;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;76;7;12;76;941,385270529431
4215842;1;2;1;10;2;2;1;1970;46;2;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;76;2;12;76;941,385270529431
4215843;1;1;1;10;1;2;3;1964;52;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;881,845939935729
4215843;1;2;1;10;1;1;4;1966;50;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;76;5;12;76;881,845939935729
4215843;1;3;1;10;3;1;10;1990;26;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;76;9;12;76;881,845939935729
4215843;1;4;1;10;1;1;10;1928;88;5;5;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;881,845939935729
4215844;1;1;1;10;1;2;12;1943;73;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ; ;76;3;12;76;1144,92166640105
4215844;1;2;1;10;2;1;11;1984;32;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1144,92166640105
4215845;1;1;1;10;2;1;1;1987;29;1;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;76;13;12;76;1330,68676193409
4215845;1;2;1;10;2;2;11;1992;24;2;2;1; ; ;1;2;200000;2;1;2; ;6;3;3; ;76;14;12;76;1330,68676193409
4215845;1;3;1;10;3;1;7;1995;21;5;6;1; ; ;1;5; ;2;1;1;2;6;1;2;2;76;12;12;76;1330,68676193409
4215846;1;1;1;10;1;2;12;1933;82;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;76;0;12;76;987,441302751643
4215847;1;1;1;10;2;1;5;1957;59;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;961,955935999496
4215847;1;2;1;10;2;2;10;1960;56;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;12;76;961,955935999496
4215848;1;1;1;10;1;2;11;1964;52;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1094,26003095661
4215848;1;2;1;10;1;1;7;1989;27;3;6;1; ; ;3; ; ;2;1;2; ;2;1; ; ;76;0;12;76;1094,26003095661
4215848;1;3;1;10;3;1;1;1970;46;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;12;76;1094,26003095661
4215849;1;1;1;10;1;2;9;1943;73;1;4;1; ; ;1;5; ;2;1;2; ;3;3; ; ;76;3;12;76;987,441302751643
4215850;1;1;1;10;1;1;2;1974;42;1;6;2;2; ; ; ; ;2;1;2; ;3;5; ; ;76;5;12;76;1141,59479697076
4215851;1;1;1;10;1;2;2;1991;25;1;1;1; ; ;1;3;288000;2;1;1;1;6;1;2;2;76;12;12;76;887,988694734668
4215852;1;1;1;10;1;2;4;1963;53;1;6;1; ; ;1;5; ;2;1;2; ;4;8; ; ;76;8;12;76;887,988694734668
4215853;1;1;1;10;1;2;2;1970;46;1;4;1; ; ;1;5; ;2;1;2; ;6;3;3; ;76;14;12;76;1077,08065969799
4215853;1;2;1;10;2;2;12;1997;19;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;12;76;1077,08065969799
4215853;1;3;1;10;1;1;2;2003;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;76;7;12;76;1077,08065969799
4215854;1;1;1;10;1;2;5;1974;42;1;4;1; ; ;1;1;98;2;1;2; ;6;3;3; ;76;14;12;76;996,525185528022
4215854;1;2;1;10;2;2;6;1998;18;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;12;76;996,525185528022
4215854;1;3;1;10;4;2;7;2005;11;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ; ;76;5;12;76;996,525185528022
4215854;1;4;1;10;4;2;12;1946;70;5;5;1; ; ;1;5; ;2;1;2; ;3;5; ; ;76;5;12;76;996,525185528022
4215855;1;1;1;10;2;1;4;1992;24;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;12;76;1277,29018613933
