DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5518821;1;1;1;80;13;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;900000;2;1;08;2;13;489,224784345398
5518821;1;2;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;489,224784345398
5518821;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;489,224784345398
5518824;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;383,085101813464
5518825;1;4;1;80;13;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;13;547,186895797572
5518826;1;3;1;80;13;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;1,4;13;443,073145389335
5518828;1;1;1;80;13;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;13;454,869334605547
5518828;1;2;1;80;13;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;454,869334605547
5518829;1;2;1;80;13;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;13;454,869334605547
5518830;1;1;1;80;13;1;1;8; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;08;3;13;509,931770174805
5518832;1;1;1;80;13;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;13;454,869334605547
5518832;1;2;1;80;13;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;13;454,869334605547
5518835;1;1;1;80;13;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;495,2256750211
5518835;1;2;1;80;13;1;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;4;13;495,2256750211
5518835;1;3;1;80;13;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;908526;2;1;08;1,3;13;495,2256750211
5518836;1;1;1;80;13;1;1;7; ;1; ;1;12;LE REALIZARON UNA HICTERECTOMIA;2; ;2; ;2; ;1200000;2;1;08;1,4;13;517,345869793948
5518836;1;2;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;517,345869793948
5518837;1;2;1;80;13;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,4;13;754,74624499002
5518837;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;754,74624499002
5518837;1;4;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;754,74624499002
5518838;1;3;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;520,039953541671
5518840;1;2;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;448,868443929844
5518841;1;1;1;80;13;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;2;13;454,869334605547
5518842;1;1;1;80;13;1;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;13;498,892241039968
5518843;1;5;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;528,590991063977
5518844;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;403,8097390687
5518844;1;4;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;403,8097390687
5518844;1;5;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;403,8097390687
5518846;1;2;1;80;13;1;1;8; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;08;3;13;452,206002082204
5518846;1;3;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;452,206002082204
5518846;1;4;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;452,206002082204
5518848;1;1;1;80;13;1;1;9;PANDEMIA;2; ; ;5; ;1; ;2; ;1;48;908526;2;1;08;2;13;345,924043570655
5518848;1;2;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;345,924043570655
5518848;1;4;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;345,924043570655
5518849;1;2;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;364,070488613967
5518851;1;1;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;431,90007329287
5518853;1;1;1;80;13;1;1;9;PANDEMIA;2; ; ;1; ;2; ;2; ;1;40;900000;2;1;08;2;13;431,90007329287
5518855;1;2;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;517,345869793948
5518856;1;1;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;422,01950026759
5518856;1;4;1;80;13;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;422,01950026759
5518857;1;1;1;80;13;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;2;13;331,220654276011
5518857;1;6;1;80;13;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;331,220654276011
5518861;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;67,3983382439897
5518861;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;67,3983382439897
5518861;1;5;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;67,3983382439897
5518861;1;6;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;67,3983382439897
5518863;1;2;1;80;15;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;2;15;110,869894715616
5518865;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;67,3983382439897
5518865;1;3;1;80;15;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;08;4;15;67,3983382439897
5518866;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;152,812463453488
5518867;1;3;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;15;115,770496511172
5518868;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;106,301092975493
5518868;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;106,301092975493
5518870;1;1;1;80;15;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;4;15;89,9842860267843
5518872;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;15;106,301092975493
5518874;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;176,567893865643
5518875;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;08;2;15;85,4154842866617
5518875;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;15;85,4154842866617
5518876;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;15;89,9842860267843
5518877;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;168,084828227213
5518878;1;2;1;80;15;1;1;6; ;2; ; ;9; ;2; ;2; ;1;48;908000;2;1;08;1,4;15;158,615424691535
5518878;1;4;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;15;158,615424691535
5518879;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ;1;40;700000;2;1;08;4;15;149,378860701768
5518880;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;08;3;15;119,32000581457
5518880;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;119,32000581457
5518881;1;2;1;80;15;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;15;88,8490870383819
5518882;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;15;131,755503404448
5518883;1;2;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;147,199219538381
5518885;1;1;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;89,9842860267843
5518889;1;1;1;80;15;1;1;8; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;08;4;15;113,02621574644
5518889;1;2;1;80;15;1;1;8; ;1; ;4;8; ;2; ;2; ; ; ; ;2;1;08;4;15;113,02621574644
5518889;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;113,02621574644
5518890;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;121,054628549491
5518890;1;2;1;80;15;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;4;15;121,054628549491
5518890;1;3;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;4;15;121,054628549491
5518891;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;156,246066205208
5518891;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;156,246066205208
5518892;1;3;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;15;98,8822716024577
5518892;1;4;1;80;15;1;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,2;15;98,8822716024577
5518892;1;5;1;80;15;1;1;9;CAMBIO DE CIUDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,4;15;98,8822716024577
5518892;1;6;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;98,8822716024577
5518893;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;15;87,4462643588947
5518893;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;87,4462643588947
5518893;1;3;1;80;15;1;1;8; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;08;2;15;87,4462643588947
5518895;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;3;15;85,4154842866617
5518899;1;1;1;80;17;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;17;158,056958057653
5518899;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;158,056958057653
5518900;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;186,230746630999
5518901;1;1;1;80;17;1;1;7; ;2; ; ;6; ;1;1;1;5000000; ; ; ;1;1;08;1,2;17;147,005214338609
5518902;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;152,531086198131
5518903;1;3;1;80;17;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;1,4;17;275,858285622141
5518903;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;275,858285622141
5518904;1;1;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;3;17;238,833146517273
5518905;1;1;1;80;17;1;2; ; ; ;1;2;8; ;2; ;2; ;1;36;908526;2;1;08; ;17;137,827674223507
5518906;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;203,118985976933
5518907;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;173,541834763847
5518908;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;173,236694868709
5518908;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;173,236694868709
5518910;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;194,216136210195
5518910;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;194,216136210195
5518911;1;4;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;106,3369290257
5518912;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;179,067706623369
5518912;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;179,067706623369
5518912;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;179,067706623369
5518913;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;85,7636673281873
5518916;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;101,559492988466
5518917;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;86,7913598019216
5518917;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;86,7913598019216
5518917;1;4;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;86,7913598019216
5518917;1;5;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;86,7913598019216
5518917;1;6;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;86,7913598019216
5518919;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;171,527334656375
5518921;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;186,230746630999
5518922;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;188,415574002309
5518922;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,3;17;188,415574002309
5518923;1;1;1;80;17;1;1;8; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;08;4;17;137,827674223507
5518924;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;171,527334656375
5518924;1;2;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;171,527334656375
5518925;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;169,419325544065
5518926;1;1;1;80;17;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;08;1,4;17;169,796657503429
5518926;1;6;1;80;17;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;169,796657503429
5518927;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;186,6757642432
5518927;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;186,6757642432
5518928;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;3;17;294,409516468183
5518928;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;294,409516468183
5518928;1;3;1;80;17;1;1;7; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;1,3;17;294,409516468183
5518930;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;17;166,001462796853
5518932;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;428,809070408689
5518933;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;128,650134108405
5518933;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;128,650134108405
5518933;1;3;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;128,650134108405
5518933;1;4;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;128,650134108405
5518935;1;2;1;80;17;1;1;9;POR PANDEMIA COVID 19;2; ; ;12;POR PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;08;2;17;153,078745421333
5518935;2;1;2;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;17;153,078745421333
5518935;2;2;2;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;17;153,078745421333
5518935;2;3;2;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;08; ;17;153,078745421333
5518936;1;1;1;80;17;1;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;2;17;193,771118597993
5518939;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;186,230746630999
5518940;1;2;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;171,527334656375
5518941;1;1;1;80;17;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;4;17;162,256285536435
5518941;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;162,256285536435
5518941;1;5;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;162,256285536435
5518942;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;177,327896864261
5518942;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;177,327896864261
5518943;1;1;1;80;17;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;4;17;277,598095381249
5518943;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;277,598095381249
5518943;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;277,598095381249
5518943;1;6;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;277,598095381249
5518944;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;08;3;17;251,232934699711
5518944;1;3;1;80;17;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;17;251,232934699711
5518945;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;3;17;171,527334656375
5518945;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;171,527334656375
5518946;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;17;199,70112322972
5518947;1;1;1;80;17;1;1;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;4;17;186,230746630999
5518948;1;1;1;80;17;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;17;124,357297624785
5518948;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;124,357297624785
5518948;1;3;1;80;17;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;2;17;124,357297624785
5518949;1;3;1;80;17;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;17;182,889702142787
5518950;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;291,940905300328
5518952;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;199,70112322972
5518955;1;1;1;80;17;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;17;180,704874771477
5518956;1;1;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;249,58663394544
5518958;1;1;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;17;199,70112322972
5518959;1;1;1;80;17;1;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;3;1;08;4;17;186,230746630999
5518960;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;17;179,067706623369
5518960;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;17;179,067706623369
