DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5525236;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;550,062195035059
5525237;1;2;1;80;2;1;3; ;2; ; ;9; ;1; ;2; ;1;40;900000;2;1;08;1,3;15;1063,37596713562
5525237;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;1063,37596713562
5525238;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;800,139710163144
5525239;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;752,743738917037
5525240;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;558,007021891134
5525240;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;15;558,007021891134
5529559;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;68;1678,53900521522
5529559;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;1678,53900521522
5529596;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;1;24;450000;2;1;08;3;76;947,707588309206
5529598;1;1;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;08;2;76;947,707588309206
5529601;1;1;1;80;2;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;4;76;947,707588309206
5529601;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;76;947,707588309206
5529611;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ;1;48;1800000;2;1;08;4;76;947,707588309206
5529612;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;76;1060,94474749215
5529612;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;76;1060,94474749215
5530127;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1412,12929137766
5530128;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1209,68216883624
5530128;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;1209,68216883624
5530130;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ;2; ;200000;2;1;08;2;70;1873,92533229658
5530131;1;1;1;80;2;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;08;4;70;1831,9868076006
5530132;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;35;300000;2;1;08; ;70;2057,92170256351
5530132;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;2057,92170256351
5530134;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1703,45954835227
5530134;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;70;1703,45954835227
5530135;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;300000;2;1;08; ;70;1787,39137798134
5530135;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;500000;2;1;08; ;70;1787,39137798134
5530138;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;3;70;1595,59089176743
5530138;1;2;1;80;2;1;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;4;70;1595,59089176743
5530138;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1595,59089176743
5530139;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;4;70;2454,90357500347
5530139;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;2454,90357500347
5530140;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;70;1524,70945507446
5530174;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;08;4;70;2343,76588485684
5530175;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;2249,19201860911
5530176;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;08;3;70;1617,7689276394
5530176;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1617,7689276394
5530176;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1617,7689276394
5530177;1;2;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ;2; ;600000;2;1;08;1,3;70;1446,93060900228
5530177;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;400000;2;1;08; ;70;1446,93060900228
5530178;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;3;70;972,283485648698
5530178;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;972,283485648698
5530178;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;70;972,283485648698
5530179;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;70;1059,51164359311
5530181;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1167,38030017795
5530181;1;3;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;1;08;4;70;1167,38030017795
5530181;1;5;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ;1;28;300000;2;1;08;2;70;1167,38030017795
5530182;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;70;1821,04579709027
5530185;1;1;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;08;3;70;1371,5005032312
5530185;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1371,5005032312
5530186;1;1;1;80;2;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;70;1459,07390111486
5530186;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1459,07390111486
5530187;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1479,36915981604
5530187;1;2;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ;1;40;600000;2;1;08;4;70;1479,36915981604
5530188;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;70;1642,06909855747
5530188;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;08;3;70;1642,06909855747
5530189;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;08;3;70;2041,49461737192
5530520;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;50;474,245379482753
5530524;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;50;752,552931134072
5530525;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;50;748,02964093945
5530526;1;1;1;80;2;1;9;POR LA PANDEMIA DEL COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;50;1198,37737908536
5530526;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;50;1198,37737908536
5530526;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;50;1198,37737908536
5530527;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;08;1,4;50;734,314976929821
5530528;1;1;1;80;2;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;08;4;50;734,314976929821
5530528;1;2;1;80;2;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;08;4;50;734,314976929821
5530529;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;2;50;734,314976929821
5530529;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;50;734,314976929821
5530530;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;08;4;50;1548,11027720957
5530531;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;50;748,02964093945
5530531;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;50;748,02964093945
5530532;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;920000;2;1;08;2;50;764,288500363462
5530532;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;50;764,288500363462
5530541;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;68;1807,71279393243
5530544;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;68;1820,91847398137
5530547;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;3466,17217116876
5530551;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;68;2378,1685958661
5530551;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;2378,1685958661
5530553;1;4;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;68;2140,43506922674
5530555;1;10;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;2758,41420978194
5530557;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;2523,96988247068
5530561;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;68;1771,28312906796
5530561;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;68;1771,28312906796
5530565;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,4;68;1947,95016881141
5530569;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1680,33796584805
5530570;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;68;1083,00083550073
5530572;1;3;1;80;2;1;9;POR LA PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;68;1827,21256579432
5530576;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;812,429716555049
5530576;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;812,429716555049
5530577;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,4;13;1950,609479944
5530580;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;13;1089,82628367042
5530583;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;13;1840,78550889591
5530584;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,4;13;1089,82628367042
5530586;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;13;1530,78864837298
5530586;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;13;1530,78864837298
5530589;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;1469,7343587989
5530589;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;1469,7343587989
5530590;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;1100,93142529264
5530590;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;1100,93142529264
5530591;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;1961,15735961868
5530592;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2266,4319330263
5530592;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2266,4319330263
5530592;1;7;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2266,4319330263
5530593;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;1678,12343190047
5530593;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;1678,12343190047
5530596;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;13;1440,65474875632
5530597;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;979,387420262219
5530597;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;2;13;979,387420262219
5530598;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;13;1215,00356747946
5530599;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;3;13;1179,96018328708
5530599;1;2;1;80;2;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;4;13;1179,96018328708
5530600;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;13;2304,30644754371
5530600;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2304,30644754371
5530600;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2304,30644754371
5530601;1;2;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;3;13;1862,32811625425
5530601;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;1862,32811625425
5530602;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;13;1274,0309680242
5530603;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;1069,52131987888
5530604;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;13;1089,82628367042
5530604;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;13;1089,82628367042
5530605;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;3;13;1280,94556892025
5530605;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;13;1280,94556892025
5530608;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2318,03274482535
5530608;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;2318,03274482535
5530613;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;13;1629,44353863497
5530614;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;13;1274,0309680242
5530615;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;1739,88240204317
5530616;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;13;1069,52131987888
5530750;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;4669,15940857999
5530750;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;4669,15940857999
5530750;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;4669,15940857999
5530751;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;4;15;4488,99009336427
5530752;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;2;15;7387,7910576682
5530753;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;4;15;4047,06003198564
5530754;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;4;15;3137,29138922864
