Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
364664;2;3;70;2;36;1; ;1;1;2;3;8; ;2;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2; ;2;95;62;0140;01;50;683,173465526567
364690;2;4;70;4;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;50;1193,14549258378
364690;2;5;70;2;48;1; ;2;1;2;16;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;12000000;2;33;58;7524;75;50;1193,14549258378
364698;2;3;70;1;48;1; ;1;1;2;5;8; ;9;2;12;EDAD;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0115;01;50;1014,22077283624
364751;2;2;70;8;8;8; ;2;2;2;4;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1200000;2;95;62;0115;01;50;707,856697277834
364774;2;1;70;8;48;8; ;1;1;2;8;8; ;4;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;2;62;62;0121;01;50;1055,66944976859
364782;2;3;70;1;48;3; ;1;1;2;1;3; ;1;2;4; ;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;1;305000;1;600000;2;54;54;9500;95;50;845,586838285933
364826;2;4;70;3;48;3; ;1;1;2;96;3; ;1;2;7; ;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;50;410,12331326852
364924;2;1;70;3;48;4; ;1;1;2;20;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;45;56;9301;93;52;927,72392486411
364931;2;3;70;2;48;4; ;1;1;2;2;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;2;59;45;5529;55;52;763,572040750119
364931;2;4;70;8;40;4; ;1;1;2;8;4; ;9;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;13;13;8012;80;52;763,572040750119
364935;2;1;70;12;48;1; ;1;1;2;12;3; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;2;98;98;9500;95;52;1139,27375131356
364942;2;3;70;20;45;1; ;1;1;2;20;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;95;95;4521;45;52;2007,8289846791
364949;2;1;70;4;48;8; ;2;2;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;1000000;1;10000000;2;61;62;0140;01;52;1242,84512804548
364955;2;1;70;8;48;1; ;1;1;2;8;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;95;95;4521;45;52;1615,11138861792
366155;2;1;70;8;48;5; ;2;2;2;8;5; ;3;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;2;95;95;4521;45;23;1287,29964836677
366174;2;7;70;2;40;4; ;1;1;2;24;4; ;1;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;57;57;9302;93;41;1323,62442772945
366175;2;4;70;2;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;78; ; ; ;41;1802,39496547147
366184;2;4;70;8;40;1; ;1;1;2;144;1; ;1;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;39;45;5233;52;41;1438,32489130516
366191;2;3;70;2;50;1; ;1;1;2;4;2; ;9;1; ;.;1; ;1; ;.; ;1; ;1; ; ; ; ; ; ;1;980000;1;9128000;2;58;58;7524;75;41;2049,55773634964
366220;2;1;70;1;48;8; ;1;1;2;1;8; ;2;2;12;es subcidiado;1; ;2;11;todos los trabajos son asi; ; ; ; ; ; ; ; ;1; ;1;180000;2; ;2;62;62;5123;51;41;945,166695110936
366220;2;3;70;3;42;8; ;1;1;2;5;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;2000000;2;62;62;5123;51;41;945,166695110936
366226;2;3;70;1;48;8; ;1;1;2;8;2; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;612000;2;62;58;7522;75;41;945,166695110936
366283;2;3;70;52;48;1; ;1;1;2;52;3; ;1;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;54;9500;95;50;452,551844577478
366283;2;5;70;24;48;1; ;1;1;2;24;8; ;5;1; ;.;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;2;95;62;0121;01;50;452,551844577478
366298;2;4;70;4;48;1; ;1;1;2;8;1; ;2;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;2;84;84;5020;50;50;926,468335874484
366331;2;1;70;3;48;1; ;2;2;2;3;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;5035000;1;5000000;2;62;62;0115;01;50;557,148488639973
366332;2;1;70;4;40;3; ;1;1;2;12;1; ;4;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;33;9302;93;50;722,074993641007
366985;2;2;70;10;24;3; ;1;1;2;10;3; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;2;54;54;9500;95;05;2178,31305293946
367204;2;2;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;05;2295,23825422615
367208;2;1;70;10;10;4; ;1;1;2;6;8; ;2;2;1; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0111;01;05;2035,11247367067
367213;2;2;70;4;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;05;1884,37891467366
367214;2;4;70;4;24;1; ;1;1;2;6;1; ;2;2;4; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;9249;92;05;1449,09530963404
367563;2;2;70;22;42;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;05;1542,22293746606
367573;2;1;70;65;42;3; ;1;1;2;600;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;05;2122,93778716358
367574;2;1;70;2;48;8; ;2;2;2;2;8; ;5;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;900000;2;95;62;0118;01;05;2112,45772335343
367585;2;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;05;2111,66143015201
367585;2;4;70;20;48;1; ;1;1;2;25;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;70000;1;350000;2;45;45;5233;52;05;2111,66143015201
367587;2;4;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;00; ; ; ;05;1832,07572338733
367590;2;2;70;35;42;4; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;05;1769,9198271861
367600;2;1;70;48;48;1; ;1;1;2;4;1; ;7;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;2480000;2;00;95;4530;45;05;2139,44752761633
368019;2;2;70;104;48;2; ;1;2;2;520;2; ;4;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;13;13;8012;80;13;5793,18479899494
368052;2;3;70;3;50;8; ;1;1;2;3;8; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;70000;1;500000;2;62;62;0121;01;13;5611,5179145873
368133;2;1;70;2;8;3; ;1;1;2;2;1; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;35000;1;1150000;2;54;60;0121;01;15;927,44182852996
368138;2;3;70;2;30;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;57; ; ; ;15;2076,7423229324
368138;2;4;70;2;25;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;15;2076,7423229324
368163;2;3;70;8;48;3; ;1;1;2;12;3; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;15;1550,16754319934
368170;2;3;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;68;1886,1784319483
368200;2;5;70;16;48;2; ;1;1;2;48;1; ;3;2;2; ;2; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;03;03;4530;45;68;1099,59078090256
368212;2;2;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;68;2442,60639903412
368221;2;1;70;40;8;1; ;2;1;2;144;1; ;5;2;4; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;97;1521;15;68;2319,69538751382
368222;2;2;70;16;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;33; ; ; ;68;2017,81470416751
368225;2;2;70;20;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;68;3400,51381931473
368310;2;6;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;17;1081,83239076728
368317;2;1;70;20;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;17;1197,10338480992
368317;2;2;70;4;60;8; ;1;1;2;4;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;62;62;0111;01;17;1197,10338480992
368317;2;3;70;5;50;8; ;1;1;2;5;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;2;62;62;0111;01;17;1197,10338480992
368349;2;4;70;8;50;8; ;1;1;2;12;8; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;62;62;0111;01;17;1292,06795711522
368355;2;7;70;2;48;3; ;1;1;2;20;3; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;54;54;9500;95;17;494,123040004535
368373;2;3;70;20;60;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;17;1047,20122344261
368710;2;4;70;12;48;1; ;1;1;2;12;1; ;4;1; ;.;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0140;01;20;450,96687794309
368711;2;3;70;16;48;1; ;1;1;2;16;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;95;95;4521;45;20;433,462674279004
368715;2;1;70;25;84;1; ;1;1;2;25;1; ;7;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;97;97;0121;01;20;451,777061340875
368715;2;2;70;12;48;4; ;1;2;2;12;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;7493;74;20;451,777061340875
368716;2;3;70;5;48;3; ;1;1;2;8;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;20;552,072723347222
368717;2;4;70;4;84;4; ;1;1;2;12;4; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;95;4521;45;20;214,224775215746
368717;2;6;70;8;84;4; ;1;1;2;8;1; ;6;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;62;0112;01;20;214,224775215746
368741;2;2;70;1;24;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;509,093158507656
368742;2;2;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;20;429,514608535188
368744;2;3;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;00; ; ; ;20;560,272137448838
368754;2;3;70;4;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;20;448,620467022688
368755;2;6;70;8;48;8; ;1;1;2;40;8; ;2;2;5; ;1; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;62;73;0121;01;20;433,706204867312
368758;2;1;70;10;48;8; ;1;1;2;60;8; ;3;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;362,993930665228
368758;2;3;70;8;48;8; ;1;1;2;30;8; ;3;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;362,993930665228
368767;2;3;70;8;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;20;367,802283011136
368769;2;2;70;4;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;57; ; ; ;20;482,657406641489
368771;2;3;70;6;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;20;262,743127161233
368771;2;4;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;20;262,743127161233
368786;2;2;70;36;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;354,303780458841
368793;2;2;70;5;70;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;290,130060393187
368806;2;1;70;24;48;1; ;2;2;2;28;1; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;860000;2;95;95;4530;45;20;485,735951662356
368816;2;1;70;24;60;1; ;2;2;2;24;1; ;4;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;97;45;4530;45;20;363,268731614019
368821;2;4;70;2;48;1; ;1;1;2;2;1; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;5521;55;20;444,516090526104
368822;2;1;70;8;48;1; ;1;1;2;8;1; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;329,817277648519
368824;2;2;70;5;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;20;193,910325206706
368831;2;3;70;10;30;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;20;551,149137413761
368835;2;1;70;8;60;1; ;1;1;2;60;1; ;6;1; ;.;3; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;2;97;97;9000;90;20;340,328129943642
368835;2;4;70;5;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;20;340,328129943642
368836;3;1;70;16;70;1; ;1;1;2;20;1; ;2;1; ;.;3; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;2;45;45;5231;52;20;467,373199523311
368839;2;1;70;2;70;8; ;1;1;2;3;8; ;1;2;3; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;2;62;62;0121;01;20;402,95594886935
368845;2;2;70;3;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;20;412,440969688757
368854;2;3;70;8;60;3; ;1;1;2;16;3; ;1;2;7; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;20;1001,41224227089
368861;2;4;70;30;70;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;555,240897287215
368868;2;4;70;8;60;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;547,482869406081
368869;2;3;70;8;60;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;64;0501;05;20;535,953541887946
368871;2;2;70;5;48;3; ;1;1;2;20;4; ;1;2;2; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;7493;74;20;1054,52805145878
368886;2;2;70;24;48;2; ;1;1;2;48;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;00;98;6031;60;20;417,852479679559
368886;2;5;70;84;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;00; ; ; ;20;417,852479679559
368886;2;7;70;10;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;00; ; ; ;20;417,852479679559
368891;2;3;70;4;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;1205,31657374336
368899;2;2;70;8;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;616,526319595477
368901;2;1;70;48;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;1039,45380252311
368904;2;3;70;56;70;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;20;723,197207227038
368906;2;3;70;48;56;1; ;1;1;2;240;1; ;5;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;19;19;8045;80;20;1063,28984181836
368912;2;3;70;48;56;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;936,585456951794
369591;2;6;70;10;80;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;52;1017,23901736477
369593;2;7;70;60;75;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;52;3054,28816300048
369601;2;2;70;8;40;4; ;1;1;2;16;1; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;45;12;5211;52;52;2205,17311833693
369603;2;2;70;16;40;4; ;2;2;2;144;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;41;45;5233;52;52;884,001338330278
369611;2;3;70;16;48;4; ;1;1;2;16;1; ;2;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;98;97;2429;24;52;1198,72747484083
369616;2;4;70;8;10;1; ;1;1;2;10;1; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;87;87;5020;50;52;1002,31560083979
369616;3;1;70;20;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;1002,31560083979
369617;2;1;70;32;50;4; ;1;1;2;32;4; ;1;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;74;74;2429;24;52;883,62331133773
369839;2;4;70;3;40;1; ;2;1;2;8;1; ;2;2;5; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;2;57;53;5530;55;76;4413,85379130577
370077;2;1;70;2;60;8; ;2;2;2;2;8; ;4;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;320000;1;2880000;2;62;62;0111;01;76;7222,79707270832
370086;2;3;70;20;48;1; ;1;1;2;20;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;58;33;6331;63;66;1069,04166967881
370097;2;3;70;2;48;1; ;2;2;2;4;8; ;9;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;400000;2;45;62;0140;01;66;1151,82753341787
370099;2;1;70;4;60;1; ;1;1;2;8;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;2500000;2;95;45;5211;52;66;1517,48645161926
370109;2;6;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;66;1280,86381563026
370124;3;2;70;2;40;1; ;2;2;2;28;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;960000;2;53;37;5521;55;66;1570,74279333248
370268;2;3;70;2;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;13;1415,42465191263
370283;2;1;70;8;48;1; ;2;2;2;8;1; ;5;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;2;62;62;0115;01;13;1618,92200646263
