DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4958810;1;1;1;10;1;1;2;1941;78;1;2;3; ;3; ;1;2;1; ; ;1;2;104000;2;1;2; ;4;9; ; ;2;9;07;23;665,394199638871
4958810;1;2;1;10;2;2;5;1947;72;2;2;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;07;23;665,394199638871
4958810;1;3;1;10;2;1;7;1988;31;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;07;23;665,394199638871
4958810;1;4;1;10;4;2;11;1951;67;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;665,394199638871
4958811;1;1;1;10;1;1;3;1947;72;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;1630,87198502392
4958811;1;2;1;10;2;2;6;1951;68;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;1630,87198502392
4958811;1;3;1;10;3;2;12;1983;35;3;4;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;07;23;1630,87198502392
4958811;1;4;1;10;3;2;3;2011;8;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;07;23;1630,87198502392
4958811;1;5;1;10;3;2;11;2014;4;4; ;2; ;1;3; ; ;2;2; ; ; ; ;2;2;1;1;2;0; ; ;2;0;07;23;1630,87198502392
4958811;1;6;1;10;6;1;10;2002;16;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;23;1630,87198502392
4958812;1;1;1;10;1;1;7;1955;63;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;23;796,404026161379
4958812;1;2;1;10;2;2;12;1958;60;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;07;23;796,404026161379
4958812;1;3;1;10;3;1;1;1991;28;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;23;796,404026161379
4958814;1;1;1;10;1;1;12;1975;43;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;23;1391,5230854345
4958814;1;2;1;10;2;2;6;1982;37;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;1391,5230854345
4958814;1;3;1;10;3;1;12;2001;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;07;23;1391,5230854345
4958814;1;4;1;10;2;1;3;2016;3;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;1391,5230854345
4958815;1;1;1;10;1;2;3;1939;80;1;4;3; ;3; ; ; ;1; ; ;1;2;120000;2;2;2; ;1;0; ; ;2;0;07;23;1088,86915962259
4958816;1;1;1;10;1;1;8;1939;79;1;2;3; ;3; ;1;2;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;2;5;07;23;699,973058598695
4958816;1;2;1;10;2;2;1;1950;69;2;2;3; ;3; ;1;1;1; ; ;1;2;228000;2;1;2; ;5;11;2; ;2;11;07;23;699,973058598695
4958817;1;1;1;10;1;1;7;1954;64;1;3;2; ;3; ;1;2;2;1;12; ; ; ;2;1;2; ;4;8; ; ;2;8;07;23;694,547102455087
4958817;1;2;1;10;2;2;9;1961;57;2;3;2; ;3; ;1;1;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;5;07;23;694,547102455087
4958817;1;3;1;10;3;1;8;1987;31;3;4;1;1;1;2; ; ;2;1;24; ; ; ;2;1;2; ;5;11;2; ;2;11;07;23;694,547102455087
4958817;1;4;1;10;3;2;6;2011;8;4; ;1;3;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;07;23;694,547102455087
4958817;1;5;1;10;5;1;8;1943;75;5;4;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;07;23;694,547102455087
4958817;1;6;1;10;6;1;10;1938;80;5;5;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;2;5;07;23;694,547102455087
4958849;1;1;1;10;1;1;11;1968;50;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;23;3150,46703411809
4958849;1;2;1;10;2;2;6;1971;48;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;3150,46703411809
4958849;1;3;1;10;2;1;11;1992;26;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;3150,46703411809
4958850;1;1;1;10;1;1;4;1981;38;1;2;2; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;4;9; ; ;2;9;07;23;7967,32104202884
4958850;1;2;1;10;2;2;7;1987;32;2;2;3; ;1;6;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;7967,32104202884
4958850;1;3;1;10;2;2;7;2009;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;07;23;7967,32104202884
4958850;1;4;1;10;2;2;8;2010;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;07;23;7967,32104202884
4958850;1;5;1;10;2;1;3;2016;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;7967,32104202884
4958850;1;6;1;10;6;2;8;1959;59;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;7967,32104202884
4958852;1;1;1;10;1;1;3;1935;84;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;23;3243,47415231766
4958853;1;1;1;10;1;1;8;1974;44;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;4758,46018964074
4958853;1;2;1;10;2;2;4;1984;35;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;23;4758,46018964074
4958853;1;3;1;10;3;1;6;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;07;23;4758,46018964074
4958853;1;4;1;10;2;1;5;2003;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;07;23;4758,46018964074
4958853;1;5;1;10;2;1;10;2005;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;07;23;4758,46018964074
4958854;1;1;1;10;1;1;7;1941;77;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2742,47478023223
4958854;1;2;1;10;2;2;4;1950;69;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;23;2742,47478023223
4958854;1;3;1;10;2;1;6;1976;43;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2742,47478023223
4958855;1;1;1;10;1;1;11;1975;43;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;3403,21637953609
4958855;1;2;1;10;2;2;7;1978;40;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;3403,21637953609
4958855;1;3;1;10;3;1;1;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;07;23;3403,21637953609
4958855;1;4;1;10;2;2;4;2002;17;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;3403,21637953609
4958855;1;5;1;10;2;2;10;2004;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;07;23;3403,21637953609
4958856;1;1;1;10;1;2;3;1952;67;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;2291,33298109751
4958856;1;2;1;10;2;1;10;1972;46;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;2291,33298109751
4958856;1;3;1;10;3;2;10;1978;40;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;2291,33298109751
4958857;1;1;1;10;1;1;10;1936;82;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2291,33298109751
4958857;1;2;1;10;2;2;1;1940;79;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;23;2291,33298109751
4958857;1;3;1;10;2;2;1;1967;52;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2291,33298109751
4958858;1;1;1;10;1;2;4;1941;78;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;4081,66659010958
4958858;1;2;1;10;2;1;7;1977;42;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;4081,66659010958
4958859;1;1;1;10;1;2;4;1972;47;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;2486,33303206205
4958860;1;1;1;10;1;2;1;1955;64;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;7634,54963094358
4958860;1;2;1;10;2;2;5;2000;19;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;7634,54963094358
4958860;1;3;1;10;1;1;12;2003;15;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;07;23;7634,54963094358
4958860;1;4;1;10;1;1;8;2015;3;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;7634,54963094358
4958860;2;1;2;10;1;1;7;1995;23;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;23;7634,54963094358
4958860;2;2;2;10;2;2;10;1999;19;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;07;23;7634,54963094358
4958860;2;3;2;10;2;1;9;2017;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;07;23;7634,54963094358
4958861;1;1;1;10;1;1;12;1977;41;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;23;4114,18833517085
4958861;1;2;1;10;2;2;8;1982;36;2;2;2; ;2; ;1;1;2;1;60; ; ; ;1;1;2; ;4;9; ; ;2;9;07;23;4114,18833517085
4958861;1;3;1;10;2;2;6;2008;11;3;6;2; ;1;2; ; ;2;1;60; ; ; ;1;2;1;1;3;0; ; ;2;0;07;23;4114,18833517085
4958861;1;4;1;10;2;1;8;2011;7;3; ;2; ;1;2; ; ;2;1;60; ; ; ;2;2;1;1;3;0; ; ;2;0;07;23;4114,18833517085
4958868;1;1;1;10;1;1;8;1938;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2291,33298109751
4958868;1;2;1;10;2;2;7;1945;74;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;23;2291,33298109751
4958868;1;3;1;10;3;2;9;1974;44;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;2291,33298109751
4958868;1;4;1;10;4;1;11;1981;37;3;2;1;1;1;2;1;5;1; ; ;1;3;116500;2;1;2; ;5;11;2; ;2;11;07;23;2291,33298109751
4958868;1;5;1;10;5;2;2;1984;35;5;2;2; ;2; ;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;2291,33298109751
4958868;1;6;1;10;5;1;11;2014;4;4; ;1;4;1;5; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2291,33298109751
4958868;1;7;1;10;5;2;9;2017;1;4; ;1;4;1;5; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;07;23;2291,33298109751
4958869;1;1;1;10;1;1;6;1946;73;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;3026,15931185233
4958869;1;2;1;10;2;2;1;1957;62;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;23;3026,15931185233
4958869;1;3;1;10;3;1;11;1994;24;4;6;2; ;2; ; ; ;2;1;48; ; ; ;2;1;2; ;5;10;1; ;2;10;07;23;3026,15931185233
4958869;1;4;1;10;4;2;2;2001;18;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;07;23;3026,15931185233
4958871;1;1;1;10;1;2;6;1980;39;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;23;3102,08456471017
4958871;1;2;1;10;2;2;5;2001;18;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;3102,08456471017
4958871;1;3;1;10;3;1;9;2003;15;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;07;23;3102,08456471017
4958872;1;1;1;10;1;1;4;1983;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;4791,81024022318
4958872;1;2;1;10;2;2;9;1990;28;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;07;23;4791,81024022318
4958872;1;3;1;10;2;1;9;2008;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;07;23;4791,81024022318
4958872;1;4;1;10;2;1;11;2018;0;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;07;23;4791,81024022318
4958873;1;1;1;10;1;1;12;1966;52;1;2;2; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;07;23;2380,85759226801
4958873;1;2;1;10;2;2;5;1966;53;2;2;2; ;2; ;1;1;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;2;11;07;23;2380,85759226801
4958873;1;3;1;10;3;1;10;1985;33;3;2;1;1;1;2;1;4;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;2;11;07;23;2380,85759226801
4958873;1;4;1;10;4;2;10;1986;32;5;2;2; ;2; ;1;3;1; ; ;1;5; ;2;1;2; ;6;1;2;2;2;12;07;23;2380,85759226801
4958873;1;5;1;10;4;1;2;2016;3;4; ;1;3;1;4; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;07;23;2380,85759226801
4958874;1;1;1;10;1;1;12;1945;73;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;2410,4077792042
4958874;1;2;1;10;2;2;5;1958;61;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;23;2410,4077792042
4958875;1;1;1;10;1;1;5;1961;58;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;23;2291,33298109751
4958875;1;2;1;10;2;2;10;1974;44;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;23;2291,33298109751
4958876;1;1;1;10;1;1;7;1938;81;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;3057,09449805443
4958876;1;2;1;10;2;2;2;1944;75;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;23;3057,09449805443
4958876;1;3;1;10;3;1;5;1998;21;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;07;23;3057,09449805443
4958903;1;1;1;10;1;2;9;1957;61;1;3;3; ;3; ;1;2;1; ; ;2;2;768688;2;1;2; ;6;5;4; ;2;16;07;76;1836,81777588124
4958903;1;2;1;10;2;1;10;1955;63;2;3;3; ;3; ;1;1;1; ; ;2;5; ;2;1;2; ;4;8; ; ;2;8;07;76;1836,81777588124
4958903;1;3;1;10;3;2;10;1984;34;3;4;1;2;1;1; ; ;1; ; ;1;3;103600;2;1;2; ;6;2;3; ;2;13;07;76;1836,81777588124
4958903;1;4;1;10;4;2;1;1988;31;3;3;1;2;1;1;1;5;1; ; ;1;3;103600;2;1;2; ;5;11;2; ;2;11;07;76;1836,81777588124
4958903;1;5;1;10;4;1;4;1983;36;5;3;2; ;2; ;1;4;1; ; ;1;5; ;2;1;2; ;4;7; ; ;2;7;07;76;1836,81777588124
4958903;1;6;1;10;4;1;6;2018;1;4; ;1;5;1;4; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;07;76;1836,81777588124
4958904;1;1;1;10;1;1;4;1953;66;1;4;3; ;3; ; ; ;2;1;4; ; ; ;2;1;2; ;3;3; ; ;2;3;07;76;4216,9942276318
4958905;1;1;1;10;1;1;4;1961;58;1;3;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;76;4216,9942276318
4964139;1;1;1;10;1;1;2;1947;72;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;23;1129,83172592657
4964139;1;2;1;10;2;2;4;1948;71;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;23;1129,83172592657
4964139;1;3;1;10;3;2;2;1986;33;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;1129,83172592657
4964139;1;4;1;10;3;1;1;2006;13;4;6;2; ;1;3; ; ;2;1;36; ; ; ;2;1;1;1;4;7; ; ;2;7;07;23;1129,83172592657
4964139;1;5;1;10;3;2;2;2012;7;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;07;23;1129,83172592657
4964139;1;6;1;10;6;1;10;1987;31;3;1;1;1;1;2;1;7;1; ; ;1;1;104000;2;1;2; ;5;11;2; ;2;11;07;23;1129,83172592657
4964139;1;7;1;10;7;2;12;1998;20;5;1;2; ;2; ;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;1129,83172592657
4964139;1;8;1;10;8;1;12;1989;29;3;1;1;1;1;2;1;9;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;23;1129,83172592657
4964139;1;9;1;10;9;2;8;2002;16;5;1;2; ;2; ;1;8;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;07;23;1129,83172592657
4964140;1;1;1;10;1;2;9;1935;83;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;25;2218,64230034571
4964140;1;2;1;10;2;2;2;1990;29;6;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964140;1;3;1;10;2;2;11;2011;7;9; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;07;25;2218,64230034571
4964141;1;1;1;10;1;1;1;1960;59;1;3;3; ;3; ;1;2;2;1;3; ; ; ;1;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964141;1;2;1;10;2;2;12;1965;53;2;3;3; ;3; ;1;1;2;1;3; ; ; ;2;1;2; ;3;3; ; ;2;3;07;25;2218,64230034571
4964141;1;3;1;10;3;2;11;1954;64;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;25;2218,64230034571
4964142;1;1;1;10;1;2;7;1982;37;1;5;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;25;2218,64230034571
4964142;1;2;1;10;2;1;4;2005;14;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964142;1;3;1;10;1;2;8;2007;11;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964143;1;1;1;10;1;2;10;1956;62;1;3;3; ;3; ;2; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;07;25;2218,64230034571
4964143;1;2;1;10;2;2;4;1985;34;3;4;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;07;25;2218,64230034571
4964143;1;3;1;10;3;2;12;2003;15;4;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;07;25;2218,64230034571
4964143;1;4;1;10;4;2;7;2006;13;4;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;07;25;2218,64230034571
4964143;1;5;1;10;5;1;11;2007;11;4;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;07;25;2218,64230034571
4964145;1;1;1;10;1;2;1;1945;74;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;07;25;2282,25510612637
4964147;1;1;1;10;1;2;1;1963;56;1;3;1;3;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964147;1;2;1;10;2;1;7;1953;65;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;25;2218,64230034571
4964147;1;3;1;10;3;1;9;1930;88;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964148;1;1;1;10;1;1;10;1976;42;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;8874,56920138283
4964148;1;2;1;10;2;2;6;1981;38;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;8874,56920138283
4964148;1;3;1;10;3;1;12;2002;16;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;07;25;8874,56920138283
4964148;1;4;1;10;4;1;2;2001;18;3;1;1;1;1;2;1;5;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;25;8874,56920138283
4964148;1;5;1;10;5;2;1;2003;16;9;1;2; ;2; ;1;4;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;07;25;8874,56920138283
4964148;1;6;1;10;5;1;10;2016;2;9; ;2; ;1;5; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;07;25;8874,56920138283
4964149;1;1;1;10;1;2;6;1992;27;1;2;2; ;1;3;1;2;2;1;36; ; ; ;1;1;2; ;5;11;2; ;2;11;07;25;2218,64230034571
4964149;1;2;1;10;2;1;9;1997;21;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;25;2218,64230034571
4964149;1;3;1;10;3;2;4;1970;49;5;5;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964150;1;1;1;10;1;1;6;1981;38;1;2;2; ;3; ;1;2;2;1;48; ; ; ;2;1;2; ;3;5; ; ;2;5;07;25;2218,64230034571
4964150;1;2;1;10;2;2;9;1981;37;2;2;2; ;2; ;1;1;2;1;48; ; ; ;2;1;2; ;6;2;3; ;2;13;07;25;2218,64230034571
4964151;1;1;1;10;1;1;3;1968;51;1;4;3; ;2; ; ; ;1; ; ;1;1;33124;2;1;2; ;3;5; ; ;2;5;07;25;7003,57431654765
4964152;1;1;1;10;1;2;11;1948;70;1;5;3; ;3; ; ; ;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;07;25;4848,5448219826
4964152;1;2;1;10;1;1;7;1970;49;3;4;3; ;1;1; ; ;1; ; ;1;1;98;2;1;2; ;3;5; ; ;2;5;07;25;4848,5448219826
4964153;1;1;1;10;1;2;3;1976;43;1;5;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;25;8874,56920138283
4964153;1;2;1;10;1;2;10;2002;16;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;07;25;8874,56920138283
4964153;1;3;1;10;1;2;8;2009;9;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;07;25;8874,56920138283
