DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,DPTO,fex_c_2011
823466,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,25,175.674.900.093.084
823467,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,937.906.692.794.124
823467,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,25,937.906.692.794.124
823468,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,353.903.194.183.061
823468,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,25,353.903.194.183.061
823468,1,3,1,50,2,3,3,,2,2,2,2,,,1,12,,,,,,,25,353.903.194.183.061
823468,1,4,1,50,2,4,3,,2,2,1,,,,,,,,,,,,25,353.903.194.183.061
823468,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,25,353.903.194.183.061
823468,1,6,1,50,2,6,3,,2,2,2,2,,,2,,,,,,,,25,353.903.194.183.061
823469,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,114.219.186.844.683
823469,1,2,1,50,2,2,4,,2,1,,,,,,,,,,,,,25,114.219.186.844.683
823470,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,186.347.573.768.436
823470,1,2,1,50,2,2,4,,2,2,2,2,,,1,10,,,,,,,25,186.347.573.768.436
823472,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,240.747.611.576.178
823472,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,240.747.611.576.178
823472,1,3,1,50,2,2,4,,2,2,1,,,,,,,,,,,,25,240.747.611.576.178
823472,1,4,1,50,2,4,3,,2,2,1,,,,,,,,,,,,25,240.747.611.576.178
823473,1,1,1,50,2,1,6,ENFERMO,2,1,,,,,,,,,,,,,25,937.906.692.794.124
823473,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,937.906.692.794.124
823511,1,1,1,50,2,2,1,,,,,,,,,,,,,,,,25,920.287.004.207.496
823511,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,25,920.287.004.207.496
823511,1,3,1,50,2,2,1,,,,,,,,,,,,,,,,25,920.287.004.207.496
823512,1,1,1,50,2,2,1,,,,,,,,,,,,,,,,25,240.832.691.852.472
823512,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,240.832.691.852.472
823512,1,3,1,50,2,2,4,,2,2,2,2,,,1,9,,,,,,,25,240.832.691.852.472
823512,1,4,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,240.832.691.852.472
823512,1,5,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,240.832.691.852.472
823514,1,1,1,50,2,2,1,,,,,,,,,,,,,,,,25,240.832.691.852.472
823514,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,25,240.832.691.852.472
823514,1,3,1,50,2,2,1,,,,,,,,,,,,,,,,25,240.832.691.852.472
823514,1,4,1,50,2,4,3,,2,2,2,2,,,1,12,,,,,,,25,240.832.691.852.472
823514,1,5,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,25,240.832.691.852.472
823515,1,1,1,50,2,2,1,,,,,,,,,,,,,,,,25,175.674.900.093.084
823515,1,2,1,50,2,2,4,,2,2,2,2,,,1,10,,,,,,,25,175.674.900.093.084
823515,1,3,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,25,175.674.900.093.084
823515,1,4,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,25,175.674.900.093.084
823516,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,25,148.634.315.176.415
823519,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,192.702.298.365.023
823519,1,2,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,25,192.702.298.365.023
823519,1,3,1,50,2,3,2,,2,2,2,1,2,,,,,,,,,1,25,192.702.298.365.023
823519,1,4,1,50,2,3,1,,,,,,,,,,,,,,,,25,192.702.298.365.023
823520,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,25,206.607.944.767.802
823521,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,25,147.601.210.512.418
823521,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,25,147.601.210.512.418
823522,1,1,1,50,2,2,1,,,,,,,,,,,,,,,,25,165.919.056.203.165
823522,1,2,1,50,2,2,4,,2,2,2,2,,,1,5,,2,,2,,,25,165.919.056.203.165
828807,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,151.541.762.449.906
828807,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,15,151.541.762.449.906
828807,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,151.541.762.449.906
828807,1,4,1,50,2,1,3,,2,2,2,2,,,2,,,,,,,,15,151.541.762.449.906
828809,1,1,1,50,2,1,4,,1,,,,,,,,,,,,,,15,888.073.962.827.135
828809,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,15,888.073.962.827.135
828809,1,3,1,50,2,3,4,,1,,,,,,,,,,,,,,15,888.073.962.827.135
828809,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,888.073.962.827.135
828809,1,5,1,50,2,5,1,,,,,,,,,,,,,,,,15,888.073.962.827.135
828811,1,1,1,50,2,1,4,,1,,,,,,,,,,,,,,15,114.181.326.649.098
828811,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,15,114.181.326.649.098
828811,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,114.181.326.649.098
828811,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,114.181.326.649.098
828813,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,593.882.166.037.407
828813,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,593.882.166.037.407
828814,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,723.235.462.626.572
828814,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,723.235.462.626.572
828816,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,723.235.462.626.572
828816,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,723.235.462.626.572
828819,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,876.026.330.465.406
828819,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,876.026.330.465.406
828819,1,3,1,50,2,2,5,,,,,,,,,,,,,,,,15,876.026.330.465.406
828819,1,4,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,876.026.330.465.406
828829,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,941.151.926.120.564
828830,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,154.384.854.720.644
828830,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,154.384.854.720.644
828830,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,154.384.854.720.644
828830,1,4,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,154.384.854.720.644
828830,1,5,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,154.384.854.720.644
828830,1,6,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,154.384.854.720.644
828831,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828831,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,582.725.385.834.082
828831,1,3,1,50,2,3,2,,2,2,2,1,1,,,,,,,,,1,15,582.725.385.834.082
828831,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828833,1,1,1,50,2,1,4,,1,,,,,,,,,,,,,,15,826.299.995.913.566
828833,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,15,826.299.995.913.566
828833,1,3,1,50,2,3,4,,1,,,,,,,,,,,,,,15,826.299.995.913.566
828836,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,793.978.716.474.268
828836,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,793.978.716.474.268
828836,1,3,1,50,2,3,4,,2,2,1,,,,,,,,,,,,15,793.978.716.474.268
828836,1,5,1,50,2,5,1,,,,,,,,,,,,,,,,15,793.978.716.474.268
828836,1,6,1,50,2,6,4,,2,2,2,2,,,2,,,,,,,,15,793.978.716.474.268
828840,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,934.610.311.263.656
828840,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,934.610.311.263.656
828841,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,119.385.563.243.232
828841,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,119.385.563.243.232
828841,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,119.385.563.243.232
828845,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,982.480.783.795.236
828845,1,2,1,50,2,2,4,,2,2,1,,,,,,,,,,,,15,982.480.783.795.236
828845,1,3,1,50,2,1,3,,2,2,2,2,,,2,,,,,,,,15,982.480.783.795.236
828852,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,118.049.086.604.067
828852,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,118.049.086.604.067
828852,1,3,1,50,2,2,5,,,,,,,,,,,,,,,,15,118.049.086.604.067
828853,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,193.718.782.430.176
828853,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,193.718.782.430.176
828855,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,118.965.767.707.934
828855,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,118.965.767.707.934
828855,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,118.965.767.707.934
828855,1,5,1,50,2,5,4,,2,2,2,2,,,2,,,,,,,,15,118.965.767.707.934
828855,1,6,1,50,2,6,1,,,,,,,,,,,,,,,,15,118.965.767.707.934
828855,1,7,1,50,2,7,4,,2,2,2,2,,,2,,,,,,,,15,118.965.767.707.934
828857,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828857,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,582.725.385.834.082
828857,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828859,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,145.683.364.370.082
828859,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828859,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,145.683.364.370.082
828859,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828859,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828859,1,6,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828863,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,188.037.873.707.971
828863,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828863,1,3,1,50,2,3,4,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828863,1,5,1,50,2,5,1,,,,,,,,,,,,,,,,15,188.037.873.707.971
828863,1,6,1,50,2,6,1,,,,,,,,,,,,,,,,15,188.037.873.707.971
828863,1,7,1,50,2,7,4,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828863,1,8,1,50,2,8,3,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828863,1,9,1,50,2,9,3,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828863,1,10,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,188.037.873.707.971
828867,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,853.127.487.206.071
828867,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,853.127.487.206.071
828867,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,853.127.487.206.071
828870,1,1,1,50,2,1,5,,,,,,,,,,,,,,,,15,107.740.027.081.045
828870,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,107.740.027.081.045
828870,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,107.740.027.081.045
828872,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,934.610.311.263.656
828872,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,934.610.311.263.656
828874,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,173.917.774.205.633
828874,1,2,1,50,2,2,4,,2,2,2,2,,,1,10,,,,,,,15,173.917.774.205.633
828877,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,752.675.920.742.815
828877,1,2,1,50,2,1,3,,2,2,2,2,,,2,,,,,,,,15,752.675.920.742.815
828881,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,934.610.311.263.656
828881,1,2,1,50,2,2,4,,2,1,,,,,,,,,,,,,15,934.610.311.263.656
828883,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,160.243.252.800.469
828883,1,2,1,50,2,2,2,,2,2,2,1,1,,,,,,,,,1,15,160.243.252.800.469
828883,1,3,1,50,2,3,2,,2,2,2,1,6,,,,,,,,,1,15,160.243.252.800.469
828883,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,160.243.252.800.469
828885,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,107.740.027.081.045
828885,1,2,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,107.740.027.081.045
828885,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,107.740.027.081.045
828887,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,205.364.318.592.363
828887,1,2,1,50,2,2,1,,,,,,,,,,,,,,,,15,205.364.318.592.363
828889,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828889,1,2,1,50,2,2,4,,2,1,,,,,,,,,,,,,15,582.725.385.834.082
828890,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,616.781.009.296.742
828890,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,616.781.009.296.742
828890,1,3,1,50,2,1,3,,2,2,2,2,,,2,,,,,,,,15,616.781.009.296.742
828893,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,119.385.563.243.232
828893,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,119.385.563.243.232
828893,1,3,1,50,2,3,3,,1,,,,,,,,,,,,,,15,119.385.563.243.232
828898,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,122.880.210.805.338
828898,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,122.880.210.805.338
828898,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,122.880.210.805.338
828898,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,122.880.210.805.338
828898,1,5,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,122.880.210.805.338
828900,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,160.982.444.546.717
828900,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,160.982.444.546.717
828901,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,18.078.345.277.126
828901,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,18.078.345.277.126
828903,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,102.535.790.486.911
828903,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,102.535.790.486.911
828903,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,102.535.790.486.911
828903,1,4,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,102.535.790.486.911
828905,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,115.890.915.681.126
828907,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828907,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,582.725.385.834.082
828909,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,921.245.544.872.002
828909,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,921.245.544.872.002
828910,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,107.740.027.081.045
828910,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,107.740.027.081.045
828910,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,107.740.027.081.045
828912,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,12.417.261.049.639
828912,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,12.417.261.049.639
828912,1,3,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,12.417.261.049.639
828912,1,4,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,12.417.261.049.639
828915,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,193.718.782.430.176
828915,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,193.718.782.430.176
828918,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,18.078.345.277.126
828918,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,18.078.345.277.126
828919,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,172.627.980.708.903
828919,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,172.627.980.708.903
828921,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,944.144.388.131.336
828921,1,2,1,50,2,2,4,,2,1,,,,,,,,,,,,,15,944.144.388.131.336
828921,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,944.144.388.131.336
828923,1,1,1,50,2,1,6,YA ES PENSIONADO,2,2,2,2,,,2,,,,,,,,15,115.890.915.681.126
828925,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,186.941.253.669.282
828925,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,186.941.253.669.282
828925,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,186.941.253.669.282
828925,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,186.941.253.669.282
828925,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,15,186.941.253.669.282
828925,1,6,1,50,2,6,3,,2,2,2,2,,,2,,,,,,,,15,186.941.253.669.282
828925,1,7,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,186.941.253.669.282
828929,1,1,1,50,2,1,4,,1,,,,,,,,,,,,,,15,582.725.385.834.082
828929,1,2,1,50,2,1,5,,,,,,,,,,,,,,,,15,582.725.385.834.082
828929,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,582.725.385.834.082
828929,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,582.725.385.834.082
828929,1,5,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,582.725.385.834.082
828931,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,146.263.503.046.866
828931,1,2,1,50,2,2,4,,2,2,1,,,,,,,,,,,,15,146.263.503.046.866
828931,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,146.263.503.046.866
828931,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,146.263.503.046.866
828931,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,15,146.263.503.046.866
828934,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,145.310.095.360.098
828934,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,145.310.095.360.098
828934,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,145.310.095.360.098
828934,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,145.310.095.360.098
828936,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,192.428.988.933.446
828936,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,192.428.988.933.446
828939,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,145.683.364.370.082
828939,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,145.683.364.370.082
828939,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,145.683.364.370.082
828939,1,4,1,50,2,4,1,,,,,,,,,,,,,,,,15,145.683.364.370.082
828939,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828939,1,6,1,50,2,6,3,,2,2,2,2,,,2,,,,,,,,15,145.683.364.370.082
828942,1,1,1,50,2,1,4,,2,2,2,2,,,2,,,,,,,,15,934.610.311.263.656
828942,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,934.610.311.263.656
828943,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,137.796.222.029.576
828943,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,137.796.222.029.576
828945,1,1,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,1.024.310.078.159
828945,1,2,1,50,2,2,4,,1,,,,,,,,,,,,,,15,1.024.310.078.159
828945,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,1.024.310.078.159
828947,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,172.627.980.708.903
828947,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,172.627.980.708.903
828962,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,141.395.652.262.694
828962,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,141.395.652.262.694
828962,1,3,1,50,2,3,3,,2,2,2,2,,,2,,,,,,,,15,141.395.652.262.694
828962,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,141.395.652.262.694
828962,1,5,1,50,2,2,3,,2,2,2,2,,,2,,,,,,,,15,141.395.652.262.694
828965,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,113.527.165.163.407
828965,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,113.527.165.163.407
828965,1,3,1,50,2,3,1,,,,,,,,,,,,,,,,15,113.527.165.163.407
828965,1,4,1,50,2,4,3,,2,2,2,2,,,2,,,,,,,,15,113.527.165.163.407
828965,1,5,1,50,2,5,3,,2,2,2,2,,,2,,,,,,,,15,113.527.165.163.407
828970,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,126.197.369.009.825
828970,1,2,1,50,2,2,4,,2,2,2,2,,,2,,,,,,,,15,126.197.369.009.825
828973,1,1,1,50,2,1,1,,,,,,,,,,,,,,,,15,172.627.980.708.903
