DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;FT;DPTO;fex_c_2011
803409;1;5;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;1;2;95;1;;2;1;;500000;;2;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;3;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;4;2;95;2;;;;;;;;1;2;;1;;;85000;;;;2;2;2;;2;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;5;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803409;2;6;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;598.780.453.791.405;5;596.990.279.194.023
803410;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;883.683.313.920.201;5;883.957.855.050.243
803410;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;883.683.313.920.201;5;883.957.855.050.243
803411;1;1;1;95;1;;2;1;;1100000;;2;1;2;;2;6000000;;;;;;2;2;1;;2;5;820.862.635.715.509;5;819.797.140.576.471
803411;1;2;1;95;2;;;;;;;;1;2;;1;200000;;650000;112000;;;1;2;1;1300000;1;5;820.862.635.715.509;5;819.797.140.576.471
803411;1;3;1;95;2;;;;;;;;1;2;;2;98;;;;;;2;2;1;;2;5;820.862.635.715.509;5;819.797.140.576.471
803411;1;4;1;95;2;;;;;;;;1;2;;2;600000;;;;;;2;2;1;;2;5;820.862.635.715.509;5;819.797.140.576.471
803412;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;706.216.573.688.656;5;706.224.567.456.494
803412;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;706.216.573.688.656;5;706.224.567.456.494
803413;1;1;1;95;2;;;;;;;;1;2;;1;;;60000;;;;2;2;2;;2;5;84.960.671.736.764;5;850.369.506.193.844
803413;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;84.960.671.736.764;5;850.369.506.193.844
803414;1;1;1;95;2;;;;;;;;1;2;;1;;;60000;;;;2;2;2;700000;1;5;655.841.283.643.721;5;65.577.309.557.793
803414;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;655.841.283.643.721;5;65.577.309.557.793
803414;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;655.841.283.643.721;5;65.577.309.557.793
803415;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;671.842.908.712.665;5;672.500.997.446.207
803415;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;671.842.908.712.665;5;672.500.997.446.207
803415;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;671.842.908.712.665;5;672.500.997.446.207
803415;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;671.842.908.712.665;5;672.500.997.446.207
803416;1;1;1;95;1;;2;1;;800000;;2;2;;;;;;;;;;;;;;;5;679.309.057.517.764;5;68.020.413.348.359
803416;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;679.309.057.517.764;5;68.020.413.348.359
803416;1;3;1;95;2;;;;;;;;1;2;;1;;;45000;;;;2;2;2;;2;5;679.309.057.517.764;5;68.020.413.348.359
803416;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;679.309.057.517.764;5;68.020.413.348.359
803417;1;1;1;95;1;;1;2;;;280000;2;2;;;;;;;;;;;;;;;5;218.535.644.157.056;5;218.483.243.761.826
803417;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;218.535.644.157.056;5;218.483.243.761.826
803417;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;218.535.644.157.056;5;218.483.243.761.826
803418;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;791.286.274.853.256;5;792.011.587.941.054
803420;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;800000;1;5;23.725.307.880.807;5;236.863.616.261.074
803421;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;64.917.607.127.804;5;651.234.139.751.394
803421;1;2;1;95;2;;;;;;;;1;2;;1;;;43000;;;;2;2;2;250000;1;5;64.917.607.127.804;5;651.234.139.751.394
803421;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;64.917.607.127.804;5;651.234.139.751.394
803421;1;4;1;95;2;;;;;;;;1;2;;1;;;55000;;;;2;2;2;1200000;1;5;64.917.607.127.804;5;651.234.139.751.394
803421;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;64.917.607.127.804;5;651.234.139.751.394
803421;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;64.917.607.127.804;5;651.234.139.751.394
803422;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;706.645.803.056.634;5;709.117.373.599.438
803422;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;706.645.803.056.634;5;709.117.373.599.438
803423;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;201.272.333.029.075;5;201.077.427.733.209
803423;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;5;201.272.333.029.075;5;201.077.427.733.209
803424;1;1;1;95;1;;1;2;;;120000;2;2;;;;;;;;;;;;;;;5;636.831.180.211.022;5;63.666.974.358.763
803424;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;636.831.180.211.022;5;63.666.974.358.763
803426;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;535.905.464.380.404;5;536.485.800.485.044
803426;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;50000;2;1;2;;2;5;535.905.464.380.404;5;536.485.800.485.044
803426;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;535.905.464.380.404;5;536.485.800.485.044
803426;2;2;2;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;;2;5;535.905.464.380.404;5;536.485.800.485.044
803427;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;141.243.314.737.731;5;141.244.913.491.299
803427;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;141.243.314.737.731;5;141.244.913.491.299
803429;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;16.522.778.869.872;5;165.187.693.657.637
803430;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;112.932.599.098.182;5;113.326.312.072.723
803430;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;112.932.599.098.182;5;113.326.312.072.723
803431;1;1;1;95;1;;1;2;;;330000;2;2;;;;;;;;;;;;;;;5;14.115.477.897.246;5;140.751.673.410.471
803431;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;14.115.477.897.246;5;140.751.673.410.471
803432;1;1;1;95;2;;;;;;;;1;2;;1;;;150000;;;;2;2;2;;2;5;254.649.193.583.958;5;255.009.292.410.934
803432;1;2;1;95;2;;;;;;;;1;2;;1;;;55000;;;;2;2;2;;2;5;254.649.193.583.958;5;255.009.292.410.934
803433;1;1;1;95;2;;;;;;;;1;2;;2;;;;3000000;;98;1;1;2;;2;5;237.618.704.082.311;5;237.705.035.829.536
803434;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;2800000;2;1;2;;2;5;201.272.333.029.075;5;201.077.427.733.209
803434;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;201.272.333.029.075;5;201.077.427.733.209
803435;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;208.312.665.191.288;5;208.406.739.104.906
803435;1;2;1;95;2;;;;;;;;1;2;;2;500000;;;;;;2;2;1;;2;5;208.312.665.191.288;5;208.406.739.104.906
803435;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;2600000;2;1;2;;2;5;208.312.665.191.288;5;208.406.739.104.906
803436;1;1;1;95;2;;;;;;;;1;2;;1;;;35000;;;;2;2;2;;2;5;750.432.508.232.614;5;751.488.280.093.602
803436;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;750.432.508.232.614;5;751.488.280.093.602
803436;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;750.432.508.232.614;5;751.488.280.093.602
803436;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;750.432.508.232.614;5;751.488.280.093.602
803436;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;750.432.508.232.614;5;751.488.280.093.602
803436;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;750.432.508.232.614;5;751.488.280.093.602
803437;1;1;1;95;2;;;;;;;;1;2;;1;;;115000;;;;2;2;2;;2;5;21.199.374.091.699;5;212.735.212.079.831
803437;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;21.199.374.091.699;5;212.735.212.079.831
803438;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;909.461.674.872.541;5;909.456.031.811.709
803438;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;909.461.674.872.541;5;909.456.031.811.709
803438;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;5;909.461.674.872.541;5;909.456.031.811.709
803438;1;5;1;95;2;;;;;;;;1;2;;1;;;150000;;;;2;2;2;;2;5;909.461.674.872.541;5;909.456.031.811.709
803438;1;6;1;95;2;;;;;;;;1;2;;1;;;87500;;;;2;2;2;;2;5;909.461.674.872.541;5;909.456.031.811.709
803439;1;1;1;95;2;;;;;;;;1;2;;1;;;59300;;;1200000;2;1;2;;2;5;81.825.498.021.378;5;818.594.780.566.776
803439;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;81.825.498.021.378;5;818.594.780.566.776
803439;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;81.825.498.021.378;5;818.594.780.566.776
803439;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;81.825.498.021.378;5;818.594.780.566.776
803440;1;1;1;95;2;;;;;;;;1;2;;1;;;150000;;;;2;2;2;;2;5;660.298.954.085.065;5;661.100.781.493.289
803440;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;660.298.954.085.065;5;661.100.781.493.289
803440;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;660.298.954.085.065;5;661.100.781.493.289
803441;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;918.978.661.386.898;5;920.350.935.801.512
803441;1;2;1;95;2;;;;;;;;1;2;;1;;;67500;;;;2;2;2;;2;5;918.978.661.386.898;5;920.350.935.801.512
803443;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;639.931.288.835.478;5;637.648.808.195.363
803443;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;639.931.288.835.478;5;637.648.808.195.363
803443;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;639.931.288.835.478;5;637.648.808.195.363
803443;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;639.931.288.835.478;5;637.648.808.195.363
803444;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;95.956.942.183.187;5;956.722.302.631.592
803444;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;95.956.942.183.187;5;956.722.302.631.592
803444;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;6500000;2;1;2;;2;5;95.956.942.183.187;5;956.722.302.631.592
803444;2;1;2;95;2;;;;;;;;1;2;;1;;;68000;;;500000;2;1;2;;2;5;95.956.942.183.187;5;956.722.302.631.592
803446;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;829.080.794.597.374;5;828.326.201.154.785
803446;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;829.080.794.597.374;5;828.326.201.154.785
803446;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;829.080.794.597.374;5;828.326.201.154.785
803447;1;1;1;95;1;;1;1;;461500;120000;2;2;;;;;;;;;;;;;;;5;416.759.166.663.243;5;417.110.431.144.085
803447;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;;2;5;416.759.166.663.243;5;417.110.431.144.085
803447;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;;2;5;416.759.166.663.243;5;417.110.431.144.085
803447;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;416.759.166.663.243;5;417.110.431.144.085
803447;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;416.759.166.663.243;5;417.110.431.144.085
803448;1;1;1;95;1;;1;2;;;700000;2;2;;;;;;;;;;;;;;;5;194.601.660.978.616;5;194.461.554.208.331
803449;1;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;;;;;5;76.516.828.022.852;5;765.903.079.720.077
803449;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;76.516.828.022.852;5;765.903.079.720.077
803449;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;76.516.828.022.852;5;765.903.079.720.077
803450;1;1;1;95;2;;;;;;;;1;2;;1;;;68250;;;;2;2;2;;2;5;643.825.124.851.942;5;644.956.659.125.666
803450;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;643.825.124.851.942;5;644.956.659.125.666
803450;1;3;1;95;2;;;;;;;;1;2;;1;;;62150;;;;2;2;2;;2;5;643.825.124.851.942;5;644.956.659.125.666
803450;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;643.825.124.851.942;5;644.956.659.125.666
803451;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;706.645.803.056.634;5;709.117.373.599.438
803451;2;1;2;95;2;;;;;;;;1;2;;2;6000000;;;;;;2;2;1;;2;5;706.645.803.056.634;5;709.117.373.599.438
803453;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;958.793.349.744.089;5;95.638.377.114.086
803453;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;958.793.349.744.089;5;95.638.377.114.086
803453;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;958.793.349.744.089;5;95.638.377.114.086
803453;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;958.793.349.744.089;5;95.638.377.114.086
803454;1;1;1;95;2;;;;;;;;1;2;;1;;;75000;;;;2;2;2;;2;5;853.550.327.680.477;5;854.987.861.318.046
803454;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;853.550.327.680.477;5;854.987.861.318.046
803454;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;853.550.327.680.477;5;854.987.861.318.046
803454;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;853.550.327.680.477;5;854.987.861.318.046
803455;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;564.662.995.490.911;5;566.631.560.363.613
803455;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;564.662.995.490.911;5;566.631.560.363.613
803456;1;1;1;95;2;;;;;;;;1;2;;1;;;66250;;;;2;2;2;;2;5;791.286.274.853.256;5;792.011.587.941.054
803457;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;826.454.226.310.459;5;830.113.033.738.488
803457;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;826.454.226.310.459;5;830.113.033.738.488
803457;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;826.454.226.310.459;5;830.113.033.738.488
803457;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;826.454.226.310.459;5;830.113.033.738.488
803457;1;5;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;826.454.226.310.459;5;830.113.033.738.488
803457;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;826.454.226.310.459;5;830.113.033.738.488
803459;1;1;1;95;2;;;;;;;;1;2;;1;;;143750;;;;2;2;2;;2;5;237.385.882.455.977;5;237.603.476.382.316
803460;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;963.476.707.306.711;5;96.360.354.782.309
803460;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;963.476.707.306.711;5;96.360.354.782.309
803460;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;963.476.707.306.711;5;96.360.354.782.309
803460;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;963.476.707.306.711;5;96.360.354.782.309
803462;1;1;1;95;2;;;;;;;;1;2;;1;;;65300;;;;2;2;2;;2;5;728.452.147.190.187;5;728.277.479.206.087
803462;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;728.452.147.190.187;5;728.277.479.206.087
803462;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;728.452.147.190.187;5;728.277.479.206.087
803463;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;744.440.322.800.754;5;745.431.986.813.168
803463;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;744.440.322.800.754;5;745.431.986.813.168
803463;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;744.440.322.800.754;5;745.431.986.813.168
803463;1;4;1;95;2;;;;;;;;1;2;;2;;;;;;500000;2;1;2;;2;5;744.440.322.800.754;5;745.431.986.813.168
803464;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;;;5;157.409.119.223.398;5;157.451.602.332.593
803465;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;168.917.993.308.718;5;169.055.479.685.004
803465;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;168.917.993.308.718;5;169.055.479.685.004
803466;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;134.181.555.352.717;5;134.051.618.488.806
803466;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;650000;2;1;2;;2;5;134.181.555.352.717;5;134.051.618.488.806
803467;1;1;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;134.181.555.352.717;5;134.051.618.488.806
803467;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;134.181.555.352.717;5;134.051.618.488.806
803468;1;1;1;95;2;;;;;;;;1;2;;2;3600000;;;;;1200000;2;1;1;;2;5;211.864.972.106.597;5;211.867.370.236.948
803468;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;211.864.972.106.597;5;211.867.370.236.948
803469;1;1;1;95;2;;;;;;;;1;2;;1;;;200000;;;;2;2;2;;2;5;244.293.410.970.283;5;244.192.927.632.772
803469;1;2;1;95;2;;;;;;;;1;2;;1;;;135000;;;;2;2;2;;2;5;244.293.410.970.283;5;244.192.927.632.772
803470;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;249.996.442.000.093;5;249.923.933.229.862
803470;1;2;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;249.996.442.000.093;5;249.923.933.229.862
803470;1;3;1;95;2;;;;;;;;1;2;;1;;;175000;;;;2;2;2;;2;5;249.996.442.000.093;5;249.923.933.229.862
803471;1;1;1;95;2;;;;;;;;1;2;;1;;;85000;;;;2;2;2;;2;5;853.550.327.680.477;5;854.987.861.318.046
803471;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;853.550.327.680.477;5;854.987.861.318.046
803471;1;3;1;95;2;;;;;;;;1;2;;1;;;58600;;;;2;2;2;;2;5;853.550.327.680.477;5;854.987.861.318.046
803471;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;853.550.327.680.477;5;854.987.861.318.046
803472;1;1;1;95;2;;;;;;;;1;2;;1;;;112500;;;;2;2;2;;2;5;834.540.224.247.778;5;835.884.509.327.746
803472;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;834.540.224.247.778;5;835.884.509.327.746
803472;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;834.540.224.247.778;5;835.884.509.327.746
803473;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;650000;2;1;2;;2;5;61.690.619.378.779;5;615.683.970.693.843
803473;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;61.690.619.378.779;5;615.683.970.693.843
803473;2;1;2;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;5;61.690.619.378.779;5;615.683.970.693.843
803475;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;254.516.389.936.051;5;254.269.432.289.692
803475;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;254.516.389.936.051;5;254.269.432.289.692
803476;1;1;1;95;1;;1;2;;;700000;2;2;;;;;;;;;;;;;;;5;737.271.242.419.085;5;737.864.071.929.673
803476;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;737.271.242.419.085;5;737.864.071.929.673
803477;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;833.321.473.333.642;5;833.079.777.432.875
803477;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;833.321.473.333.642;5;833.079.777.432.875
803477;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;833.321.473.333.642;5;833.079.777.432.875
803478;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;799.244.876.781.081;5;799.491.428.576.476
803478;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;799.244.876.781.081;5;799.491.428.576.476
803478;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;799.244.876.781.081;5;799.491.428.576.476
803479;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;814.311.369.900.943;5;813.976.425.442.574
803479;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;814.311.369.900.943;5;813.976.425.442.574
803480;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;648.672.203.262.053;5;648.205.180.694.435
803481;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;706.216.573.688.656;5;706.224.567.456.494
803481;1;2;1;95;2;;;;;;;;1;2;;1;;;56000;;;;2;2;2;;2;5;706.216.573.688.656;5;706.224.567.456.494
803482;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;634.034.939.510.169;5;636.612.989.971.281
803482;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;634.034.939.510.169;5;636.612.989.971.281
803483;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;775.777.102.907.039;5;775.060.390.670.816
803483;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;775.777.102.907.039;5;775.060.390.670.816
803484;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;5;62.176.468.709.116;5;622.184.746.721.532
