DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;MES;DPTO;fex_c_2011
2531361;1;2;1;10;2;2;1;4;1971;39;2;3;1; ; ;1;1;98000;2;1;1;2;6;7;5;73;18;10;73;385,232266506108
2531362;1;1;1;10;1;2;1;3;1977;33;1;6;1; ; ;1;3;64400;2;1;2; ;6;6;5;73;17;10;73;186,234830759273
2531363;1;1;1;10;1;2;1;7;1962;48;1;4;2;1;24; ; ; ;2;1;2; ;6;5;4;73;16;10;73;186,234830759273
2531364;1;1;1;10;1;1;1;1;1980;30;1;2;1; ; ;1;1;20600;2;1;2; ;3;5; ;73;5;10;73;289,85328124407
2531364;1;2;1;10;2;2;1;7;1990;20;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;10;73;289,85328124407
2531364;1;3;1;10;2;2;1;4;2010;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;10;73;289,85328124407
2531367;1;1;1;10;1;2;1;8;1956;54;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;10;73;290,863133622164
2531367;1;2;1;10;2;2;1;1;1979;31;3;4;1; ; ;1;3;64400;2;1;2; ;6;5;4;73;16;10;73;290,863133622164
2531367;1;3;1;10;2;1;1;6;2003;7;4; ;1; ; ;1;5; ;2;1;1;2;3;0; ;73;0;10;73;290,863133622164
2531367;1;4;1;10;2;1;1;1;2009;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;10;73;290,863133622164
2531368;1;1;1;10;1;1;1;5;1973;37;1;2;1; ; ;2;1;48000;2;1;2; ;6;6;5;73;17;10;73;485,174328063
2531368;1;2;1;10;2;2;1;11;1977;32;2;2;1; ; ;2;5; ;2;1;1;2;6;4;2;73;15;10;73;485,174328063
2531368;1;3;1;10;2;2;1;4;2004;6;3; ;1; ; ;2;5; ;2;1;1;2;3;0; ;73;0;10;73;485,174328063
2531369;1;1;1;10;1;1;1;9;1951;59;1;4;2;1;99; ; ; ;2;1;2; ;6;2;2;73;13;10;73;264,566995607555
2531370;1;1;1;10;1;1;1;9;1930;80;1;3;1; ; ;1;2;156000;2;1;2; ;4;9; ;73;9;10;73;446,739049402909
2531370;1;2;1;10;2;2;1;4;1933;77;2;6;1; ; ;1;5; ;2;1;2; ;4;8; ;73;8;10;73;446,739049402909
2531371;1;1;1;10;1;1;1;4;1973;37;1;3;1; ; ;1;1;68000;2;1;1;2;6;5;4;73;16;10;73;192,616133253054
2531371;1;2;1;10;2;2;1;6;1977;33;2;3;1; ; ;1;3;157500;2;1;2; ;6;6;4;73;17;10;73;192,616133253054
2531372;1;1;1;10;1;1;1;12;1934;75;1;3;1; ; ;1;2;516000;2;1;2; ;5;11;2;73;11;10;73;229,750827195236
2531372;1;2;1;10;2;2;1;8;1955;55;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;73;16;10;73;229,750827195236
2531372;1;3;1;10;3;1;1;9;1984;26;3;6;1; ; ;1;3;64400;2;1;1;2;6;3;2;73;14;10;73;229,750827195236
2531373;1;1;1;10;1;1;1;9;1963;47;1;6;1; ; ;3; ; ;2;1;2; ;4;7; ;73;7;10;73;234,150392571523
2531375;1;1;1;10;1;1;1;10;1934;75;1;4;1; ; ;1;3;64400;2;1;2; ;5;11;2;73;11;10;73;329,506770939285
2531375;1;2;1;10;2;1;1;12;1991;18;3;6;1; ; ;1;5; ;2;1;1;2;6;0;2;73;11;10;73;329,506770939285
2531375;1;3;1;10;3;1;1;7;1946;64;8;4;2;1;6; ; ; ;2;1;2; ;3;5; ;73;5;10;73;329,506770939285
2531377;1;1;1;10;1;1;1;10;1957;52;1;6;2;2; ; ; ; ;2;1;2; ;6;1;2;73;12;10;73;234,150392571523
2531378;1;1;1;10;1;1;1;4;1959;51;1;3;1; ; ;1;5; ;2;1;2; ;6;5;4;73;16;10;73;496,638043851202
2531378;1;2;1;10;2;2;1;10;1967;43;2;3;1; ; ;1;1;107320;2;1;2; ;6;5;4;73;16;10;73;496,638043851202
2531378;1;3;1;10;1;2;1;1;1994;16;3;6;1; ; ;1;5; ;2;1;1;2;5;10;1;73;10;10;73;496,638043851202
2531378;1;4;1;10;1;2;1;2;2009;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;10;73;496,638043851202
2531379;1;1;1;10;1;1;1;3;1973;37;1;4;1; ; ;1;1;109142;2;1;2; ;6;6;5;73;17;10;73;468,300785143047
2531380;1;1;1;10;1;1;1;7;1966;44;1;2;1; ; ;1;1;40000;2;1;2; ;5;11;2;73;11;10;73;204,079849041256
2531380;1;2;1;10;2;2;1;5;1971;39;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;10;73;204,079849041256
2531380;1;3;1;10;3;2;1;12;1991;18;3;6;1; ; ;1;1;20600;2;1;2; ;6;2;3;73;13;10;73;204,079849041256
2531380;1;4;1;10;2;2;1;12;1996;13;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;73;8;10;73;204,079849041256
2531381;1;1;1;10;1;1;1;3;1962;48;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;10;73;254,997228436128
2531381;1;2;1;10;2;2;1;7;1961;49;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;73;11;10;73;254,997228436128
2531381;1;3;1;10;3;1;1;11;1986;23;3;6;1; ; ;1;1;20600;2;1;2; ;5;11;2;73;11;10;73;254,997228436128
2531381;1;4;1;10;4;2;1;11;1989;20;3;6;1; ; ;3; ; ;2;1;1;1;6;2;2;73;13;10;73;254,997228436128
2531381;1;5;1;10;2;1;1;4;1998;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;73;6;10;73;254,997228436128
2531381;1;6;1;10;2;1;1;10;2003;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;73;1;10;73;254,997228436128
2531382;1;1;1;10;1;2;1;9;1951;59;1;4;1; ; ;3; ; ;1;1;2; ;3;2; ;73;2;10;73;248,587216669576
2531382;1;2;1;10;2;1;1;9;1993;17;4;6;1; ; ;3; ; ;1;1;1;1;4;7; ;73;7;10;73;248,587216669576
2531382;1;3;1;10;1;2;1;10;1995;14;4;6;1; ; ;3; ; ;1;1;1;1;4;8; ;73;8;10;73;248,587216669576
2531382;1;4;1;10;1;1;1;8;1998;12;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;73;4;10;73;248,587216669576
2531384;1;1;1;10;1;1;1;5;1983;27;1;2;2;1;12; ; ; ;2;1;2; ;5;11;2;73;11;10;73;192,981630938193
2531384;1;2;1;10;2;2;1;10;1984;26;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;73;11;10;73;192,981630938193
2531384;1;3;1;10;2;1;1;10;2009;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;73; ;10;73;192,981630938193
2531385;1;1;1;10;1;2;1;3;1936;74;1;5;1; ; ;1;2;62000;2;1;2; ;3;2; ;73;2;10;73;146,032863958617
2531385;1;2;1;10;2;2;1;1;1963;47;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;10;73;146,032863958617
2531385;1;3;1;10;3;2;1;4;1961;49;3;2;1; ; ;1;5; ;2;1;2; ;4;9; ;73;9;10;73;146,032863958617
2531385;1;4;1;10;4;1;1;5;1948;62;5;2;1; ; ;1;1;64200;2;1;2; ;5;11;2;73;11;10;73;146,032863958617
2531385;1;5;1;10;5;2;1;2;1992;18;4;6;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;10;73;146,032863958617
2531386;1;1;1;10;1;1;1;9;1986;24;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;73;9;10;73;215,107695931468
2531386;1;2;1;10;2;2;1;12;1982;27;2;2;2;1;60; ; ; ;2;1;2; ;3;5; ;73;5;10;73;215,107695931468
2531386;1;3;1;10;2;1;1;5;2008;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;73; ;10;73;215,107695931468
2531386;1;4;1;10;2;1;1;4;2010;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;73; ;10;73;215,107695931468
2531389;1;1;1;10;1;2;1;11;1950;59;1;4;1; ; ;1;2;172200;2;1;2; ;6;3;3;68;14;10;68;888,519640620463
2531392;1;1;1;10;1;1;1;6;1943;67;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;68;11;10;68;396,731625971301
2531392;2;1;2;10;1;2;1;9;1950;60;1;6;1; ; ;1;2;66500;2;1;2; ;5;11;2;68;11;10;68;396,731625971301
2531393;1;1;1;10;1;2;1;1;1936;74;1;5;1; ; ;1;2;98;2;1;2; ;4;9; ;68;9;10;68;967,93233906759
2531393;1;2;1;10;2;2;1;12;1960;49;6;4;1; ; ;1;4; ;2;1;2; ;6;3;3;68;14;10;68;967,93233906759
2531394;1;1;1;10;1;2;1;10;1915;94;1;6;1; ; ;1;3;98;2;1;2; ;3;5; ;68;5;10;68;967,93233906759
2531394;1;2;1;10;2;2;1;12;1984;25;6;6;1; ; ;1;4; ;2;1;2; ;3;5; ;68;5;10;68;967,93233906759
2531396;1;1;1;10;1;1;1;12;1944;65;1;4;1; ; ;1;3;64400;2;1;2; ;5;11;2;68;11;10;68;425,965008553221
2531397;1;1;1;10;1;1;1;2;1935;75;1;3;1; ; ;2;4; ;2;1;2; ;4;7; ;68;7;10;68;465,671357776784
2531397;1;2;1;10;2;2;1;7;1964;46;2;3;1; ; ;2;5; ;2;1;2; ;6;1;2;68;12;10;68;465,671357776784
2531398;1;1;1;10;1;1;1;5;1943;67;1;4;2;1;24; ; ; ;1;1;2; ;4;8; ;68;8;10;68;425,965008553221
2531399;1;1;1;10;1;2;1;10;1942;67;1;5;1; ; ;1;5; ;2;1;2; ;4;8; ;68;8;10;68;484,546100530385
2531399;1;2;1;10;2;1;1;6;1981;29;3;6;1; ; ;1;1;20600;2;1;2; ;5;11;2;68;11;10;68;484,546100530385
2531400;1;1;1;10;1;2;1;3;1951;59;1;5;1; ; ;1;2;78000;2;1;2; ;3;5; ;68;5;10;68;469,537454936529
2531400;1;2;1;10;2;1;1;10;1985;24;3;6;2;1;12; ; ; ;2;1;2; ;5;11;2;68;11;10;68;469,537454936529
2531401;1;1;1;10;1;1;1;4;1957;53;1;3;1; ; ;2;2;156000;2;1;2; ;5;11;2;68;11;10;68;531,235272623235
2531401;1;2;1;10;2;2;1;2;1960;50;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;68;11;10;68;531,235272623235
2531401;1;3;1;10;3;1;1;11;1994;15;3;6;1; ; ;2;5; ;2;1;1;2;4;9; ;68;9;10;68;531,235272623235
2531401;1;4;1;10;2;1;1;12;1929;80;5;5;1; ; ;1;2;40000;2;1;2; ;3;4; ;68;4;10;68;531,235272623235
2531402;1;1;1;10;1;1;1;3;1966;44;1;3;2;1;24; ; ; ;2;1;2; ;3;1; ;68;1;10;68;506,894710350327
2531402;1;2;1;10;2;2;1;6;1975;35;2;3;2;1;24; ; ; ;2;1;2; ;3;4; ;68;4;10;68;506,894710350327
2531402;1;3;1;10;3;2;1;5;1992;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;68;11;10;68;506,894710350327
2531402;1;4;1;10;2;2;1;12;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;68;0;10;68;506,894710350327
2531402;1;5;1;10;5;2;1;1;1957;53;5;4;2;1;84; ; ; ;2;1;2; ;3;4; ;68;4;10;68;506,894710350327
2531404;1;1;1;10;1;2;1;5;1938;72;1;5;1; ; ;1;2;61800;2;1;2; ;3;3; ;68;3;10;68;463,20786403371
2531404;1;2;1;10;2;1;1;3;1965;45;3;6;2;1;24; ; ; ;2;1;2; ;4;8; ;68;8;10;68;463,20786403371
2531404;1;3;1;10;3;2;1;7;1979;31;3;6;1; ; ;1;3;64400;2;1;1;2;4;9; ;68;9;10;68;463,20786403371
2531404;1;4;1;10;3;2;1;4;2005;5;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ;68;0;10;68;463,20786403371
2531405;1;1;1;10;1;2;1;10;1972;37;1;4;1; ; ;1;1;20600;2;1;2; ;6;3;3;68;14;10;68;513,224301253146
2531405;1;2;1;10;2;1;1;7;1995;15;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;68;6;10;68;513,224301253146
2531405;1;3;1;10;3;2;1;10;1994;16;5;6;1; ; ;1;5; ;2;1;1;1;4;9; ;68;9;10;68;513,224301253146
2531406;1;1;1;10;1;1;1;1;1959;51;1;3;1; ; ;3; ; ;1;1;2; ;3;1; ;68;1;10;68;567,939296070566
2531406;1;2;1;10;2;2;1;4;1965;45;2;3;2;1;17; ; ; ;2;1;2; ;3;2; ;68;2;10;68;567,939296070566
2531406;1;3;1;10;3;2;1;6;1985;25;3;6;1; ; ;3; ; ;2;1;1;1;6;2;2;68;13;10;68;567,939296070566
2531406;1;4;1;10;4;2;1;1;1990;20;3;6;2;1;2; ; ; ;2;1;2; ;6;2;3;68;13;10;68;567,939296070566
2531458;1;1;1;10;1;2;1;7;1942;68;1;5;1; ; ;1;2;61800;2;1;2; ;3;2; ;17;2;10;17;120,657334420131
2531458;1;2;1;10;1;2;1;6;1978;32;3;6;1; ; ;1;5; ;2;2;2; ;3;5; ;17;5;10;17;120,657334420131
2531460;1;1;1;10;1;2;1;6;1938;72;1;5;1; ; ;1;5; ;2;1;2; ;3;2; ;17;2;10;17;138,70287299744
2531463;1;1;1;10;1;1;1;4;1941;69;1;3;1; ; ;1;2;61800;2;1;2; ;3;3; ;17;3;10;17;125,618103573509
2531463;1;2;1;10;2;2;1;11;1947;62;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;17;3;10;17;125,618103573509
2531463;1;3;1;10;3;2;1;2;1971;39;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;17;0;10;17;125,618103573509
2531463;1;4;1;10;4;2;1;7;1972;38;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;17;11;10;17;125,618103573509
2531463;1;5;1;10;4;2;1;10;2009;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;17; ;10;17;125,618103573509
2531463;1;6;1;10;6;1;1;7;1981;29;3;6;1; ; ;3; ; ;2;1;1;1;6;3;2;17;14;10;17;125,618103573509
2531465;1;1;1;10;1;1;1;1;1983;27;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;17;11;10;17;147,241770683731
2531465;1;2;1;10;2;2;1;9;1982;28;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;17;8;10;17;147,241770683731
2531465;1;3;1;10;2;2;1;11;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;17;2;10;17;147,241770683731
2531465;1;4;1;10;2;2;1;5;2009;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;17; ;10;17;147,241770683731
2531466;1;1;1;10;1;2;1;6;1954;56;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;10;17;131,635115528104
2531466;1;2;1;10;2;2;1;9;1945;65;5;6;1; ; ;1;2;80000;2;1;2; ;5;11;2;17;11;10;17;131,635115528104
2531466;1;3;1;10;1;1;1;2;1994;16;7;6;1; ; ;1;5; ;2;1;1;1;6;0;2;17;11;10;17;131,635115528104
2531466;1;4;1;10;1;2;1;4;1993;17;7;6;1; ; ;1;5; ;2;1;1;1;6;0;2;17;11;10;17;131,635115528104
2531467;1;1;1;10;1;1;1;3;1982;28;1;3;1; ; ;1;1;56000;2;1;2; ;6;6;3;17;17;10;17;142,970423996024
2531467;1;2;1;10;2;2;1;7;1984;26;2;3;2;1;12; ; ; ;2;1;1;2;6;3;2;17;14;10;17;142,970423996024
2531468;1;1;1;10;1;1;1;4;1977;33;1;6;1; ; ;1;1;20600;2;1;1;2;6;3;2;17;14;10;17;161,015962573333
2531470;1;1;1;10;1;2;1;4;1948;62;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;10;17;127,929019970379
2531470;1;2;1;10;2;2;1;7;1979;31;3;6;1; ; ;1;3;64400;2;1;2; ;6;6;4;17;17;10;17;127,929019970379
2531470;1;3;1;10;2;2;1;10;2002;8;4; ;1; ; ;1;5; ;2;1;1;2;3;1; ;17;1;10;17;127,929019970379
2531470;1;4;1;10;4;1;1;2;1981;29;3;6;1; ; ;1;1;32000;2;1;2; ;6;2;3;17;13;10;17;127,929019970379
2531470;1;5;1;10;5;1;1;12;1989;20;3;6;1; ; ;1;3;64400;2;1;1;1;6;0;2;17;11;10;17;127,929019970379
2531471;1;1;1;10;1;1;1;11;1943;66;1;3;1; ; ;1;4; ;2;1;2; ;6;3;3;17;14;10;17;206,923423736274
2531471;1;2;1;10;2;1;1;3;1947;63;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;10;17;206,923423736274
2531472;1;1;1;10;1;1;1;12;1990;19;1;6;1; ; ;1;5; ;2;1;1;1;6;2;2;17;13;10;17;168,929436372577
2531474;1;1;1;10;1;2;1;10;1968;42;1;4;2;2; ; ; ; ;2;1;2; ;3;5; ;17;5;10;17;145,083352461974
2531474;1;2;1;10;2;2;1;9;1984;26;3;6;1; ; ;1;3;64400;2;1;2; ;6;5;4;17;16;10;17;145,083352461974
2531474;1;3;1;10;1;2;1;12;2008;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;17; ;10;17;145,083352461974
2531474;1;4;1;10;4;2;1;2;1990;20;3;6;1; ; ;2;5; ;2;1;1;1;6;3;4;17;14;10;17;145,083352461974
2531474;1;5;1;10;5;1;1;12;1987;22;9;6;1; ; ;1;3;64400;2;1;1;1;6;4;2;17;15;10;17;145,083352461974
2531475;1;1;1;10;1;2;1;1;1957;53;1;6;1; ; ;1;3;350000;2;1;2; ;6;5;4;17;16;10;17;144,359154792449
2531477;1;1;1;10;1;1;1;7;1964;46;1;2;1; ; ;1;1;98;2;1;2; ;5;11;2;76;11;10;76;942,604889614268
2531477;1;2;1;10;2;2;1;5;1962;48;2;2;1; ; ;1;1;98;2;1;2; ;6;6;4;76;17;10;76;942,604889614268
2531478;1;1;1;10;1;1;1;1;1955;55;1;6;1; ; ;1;3;68000;2;1;2; ;6;1;2;76;12;10;76;861,175776113151
2531479;1;1;1;10;1;2;1;4;1931;79;1;5;1; ; ;1;3;64400;2;1;2; ;4;9; ;76;9;10;76;949,173855733447
2531480;1;1;1;10;1;2;1;10;1944;65;1;4;1; ; ;1;2;60000;2;1;2; ;4;9; ;76;9;10;76;949,173855733447
2531481;1;1;1;10;1;2;1;2;1949;61;1;4;1; ; ;1;3;64400;2;1;2; ;6;5;4;76;16;10;76;919,42666309087
2531481;1;2;1;10;2;2;1;4;1980;30;3;6;1; ; ;1;1;98;2;1;2; ;6;7;4;76;18;10;76;919,42666309087
2531482;1;1;1;10;1;1;1;3;1965;45;1;4;1; ; ;1;1;98;2;1;2; ;6;5;4;76;16;10;76;972,352082256846
2531483;1;1;1;10;1;2;1;10;1962;48;1;4;1; ; ;1;3;64400;2;1;2; ;6;5;4;76;16;10;76;843,905745690446
2531483;1;2;1;10;1;2;1;4;1993;17;3;6;1; ; ;1;5; ;2;1;1;2;5;11;1;76;11;10;76;843,905745690446
2531484;1;1;1;10;1;2;1;7;1947;63;1;6;1; ; ;2;2;260000;2;1;1;2;6;5;4;76;16;10;76;882,233037378266
2531484;1;2;1;10;2;2;1;3;1991;19;6;6;1; ; ;3; ; ;2;1;1;2;4;7; ;76;7;10;76;882,233037378266
2531485;1;1;1;10;1;1;1;12;1966;43;1;2;1; ; ;1;3;98;2;1;2; ;6;5;4;76;16;10;76;1004,11040782549
2531485;1;2;1;10;2;1;1;12;1979;30;9;2;1; ; ;1;5; ;2;1;2; ;6;4;3;76;15;10;76;1004,11040782549
2531486;1;1;1;10;1;1;1;5;1979;31;1;6;1; ; ;1;1;56000;2;1;2; ;6;3;2;76;14;10;76;972,352082256846
2531487;1;1;1;10;1;2;1;9;1942;68;1;5;1; ; ;1;2;93400;2;1;2; ;4;8; ;76;8;10;76;1021,59680714735
2531487;1;2;1;10;2;1;1;1;1989;21;4;6;1; ; ;1;5; ;2;1;1;2;6;4;2;76;15;10;76;1021,59680714735
2531488;1;1;1;10;1;2;1;5;1977;33;1;4;1; ; ;1;1;98;2;1;2; ;6;3;3;76;14;10;76;953,647002437925
2531488;1;2;1;10;1;1;1;10;1998;11;3;6;1; ; ;1;5; ;2;1;1;2;4;0; ;76;5;10;76;953,647002437925
2531488;1;3;1;10;1;1;1;12;2003;6;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;76;0;10;76;953,647002437925
2531489;1;1;1;10;1;1;1;3;1976;34;1;3;1; ; ;1;1;66000;2;1;2; ;6;5;4;76;16;10;76;998,761045840709
2531489;1;2;1;10;2;2;1;1;1978;32;2;3;1; ; ;1;1;98;2;1;2; ;6;5;4;76;16;10;76;998,761045840709
2531489;1;3;1;10;2;2;1;12;2003;6;3; ;1; ; ;1;5; ;1;1;1;2;3;1; ;76;1;10;76;998,761045840709
2531489;1;4;1;10;2;1;1;10;2008;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;10;76;998,761045840709
2531490;1;1;1;10;1;1;1;10;1971;38;1;3;1; ; ;1;1;119000;2;1;2; ;6;5;4;76;16;10;76;964,005108810417
2531490;1;2;1;10;2;2;1;11;1971;38;2;3;1; ; ;1;3;98;2;1;1;2;6;6;4;76;17;10;76;964,005108810417
2531490;1;3;1;10;2;1;1;6;2000;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;76;5;10;76;964,005108810417
2531491;1;1;1;10;1;2;1;6;1988;22;1;6;1; ; ;1;5; ;2;1;1;2;6;5;2;76;16;10;76;873,652938333023
2531492;1;1;1;10;1;2;1;12;1935;74;1;6;1; ; ;1;2;45000;2;1;2; ;6;3;3;52;14;10;52;129,329439821266
2531493;1;1;1;10;1;2;1;6;1932;78;1;6;1; ; ;2;2;200000;2;1;2; ;5;11;2;52;11;10;52;118,8138960899
2531493;1;2;1;10;1;2;1;9;1918;92;5;5;1; ; ;1;3;64400;2;1;2; ;5;11;2;52;11;10;52;118,8138960899
2531494;1;1;1;10;1;2;1;8;1961;49;1;4;1; ; ;1;3;64400;2;1;2; ;6;7;5;52;18;10;52;135,081202428527
2531495;1;1;1;10;1;1;1;4;1983;27;1;1;1; ; ;1;1;98;2;1;2; ;6;7;5;52;18;10;52;142,02666964956
2531495;1;2;1;10;2;2;1;11;1984;25;2;1;1; ; ;3; ; ;2;1;1;2;6;3;3;52;14;10;52;142,02666964956
2531495;2;1;2;10;1;1;1;4;1990;20;1;6;1; ; ;1;5; ;2;1;1;1;6;4;2;52;15;10;52;142,02666964956
2531495;2;2;2;10;2;2;1;4;1988;22;5;6;1; ; ;1;5; ;2;1;1;2;6;2;2;52;13;10;52;142,02666964956
2531497;1;1;1;10;1;2;1;12;1913;96;1;5;1; ; ;1;5; ;2;1;2; ;5;11;2;52;11;10;52;128,287146138668
2531497;1;2;1;10;2;1;1;4;1947;63;3;4;1; ; ;1;2;620000;2;1;2; ;6;7;5;52;18;10;52;128,287146138668
2531498;1;1;1;10;1;2;1;3;1983;27;1;6;1; ; ;1;1;98;2;1;2; ;6;5;4;52;16;10;52;135,081202428527
2531500;1;1;1;10;1;1;1;3;1937;73;1;3;1; ; ;1;2;380000;2;1;2; ;6;6;5;52;17;10;52;122,0371474821
2531500;1;2;1;10;1;2;1;9;1929;81;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;52;8;10;52;122,0371474821
2531500;1;3;1;10;3;2;1;9;1964;46;3;3;1; ; ;2;5; ;2;1;2; ;6;2;3;52;13;10;52;122,0371474821
2531500;1;4;1;10;4;1;1;9;1964;46;5;3;1; ; ;2;2;98;2;1;2; ;6;6;4;52;17;10;52;122,0371474821
2531501;1;1;1;10;1;1;1;11;1961;48;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2;52;11;10;52;138,358766020168
2531502;1;1;1;10;1;2;1;6;1967;43;1;3;1; ; ;1;5; ;2;1;1;2;6;3;2;52;14;10;52;149,339734942269
2531502;1;2;1;10;2;1;1;5;1996;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;52;8;10;52;149,339734942269
2531502;1;3;1;10;1;1;1;3;2004;6;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;52;0;10;52;149,339734942269
