DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4367137;1;2;2;5;1;2;2;1;4;1; ; ;98;70000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;5;3;1;1;2;2;1;7;2; ;01;1;07;76;1879,33984401343; 
4367138;1;1;1;5;1;2;2;2;4;1; ; ;98;98; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;1;07;76;2553,20386139678; 
4367139;1;3;1;1;1;1;1;1;3;1; ; ;99;300000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;07;76;1980,19670104234; 
4367140;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;1;1;1;3;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;1;07;76;2373,20459164845; 
4367141;1;4;3;5;1;3;2;4;4;1; ; ;98;120000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;5;3;1;1;2;2;1;7;2; ;01;1;07;76;2423,46839739161; 
4367142;1;2;1;5;1;2;2;1;4;1; ; ;98;98; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;1;07;76;2373,20459164845; 
4367143;1;3;2;3;1;1;1;1;4;3; ; ; ; ;180000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;1;07;76;2670,03698376365; 
4367144;1;4;3;1;1;1;1;1;3;1; ; ;98;250000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;1;07;76;1980,19670104234; 
4367145;1;5;1;1;1;1;1;1;3;1; ; ;99;400000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;1;07;76;1980,19670104234; 
4367146;1;4;3;1;1;1;1;1;3;4; ; ; ;98; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;1;07;76;2372,98621584771; 
4367147;1;4;3;1;1;1;1;1;3;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;1;2;2;2;1;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;1;07;76;2161,57456732076; 
4367148;1;1;1;1;1;1;1;6; ;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;2;1;2;1;1;2;1;1;3;1;2;01;1;07;76;2687,6155766614; 
4367156;1;3;2;5;1;2;1;1;4;1; ; ;98;200000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;3;5;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;1;07;76;2470,13955498161; 
4367157;1;4;2;5;1;2;2;1;4;1; ; ;40000000;100000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;5;3;1;9;2;2;1;7;2; ;01;1;07;76;2113,12137657378; 
4367158;1;3;1;5;1;3;2;1;4;1; ; ;60000000;300000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;3;1;1;2;2;1;7;2; ;01;1;07;76;2040,88184601124; 
4367159;1;1;1;6; ;2;2;3;1;1; ; ;98;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;5;3;1;1;2;2;2; ;1;2;01;1;07;76;2579,92828496432; 
4367163;1;2;1;5;1;2;2;1;4;3; ; ; ; ;100000;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1;4;2; ;1;1;5;3;1;9;2;2;1;7;2; ;01;1;07;76;2282,87751704839; 
4367164;1;2;1;6; ;2;2;6; ;3; ; ; ; ;30000;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;5;3;1;0;2;2;2; ;2; ;01;1;07;76;2287,66880818402; 
4367165;1;2;1;5;1;2;2;1;4;1; ; ;98;100000; ;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;3;1;9;2;2;1;7;2; ;01;1;07;76;2687,6155766614; 
4367166;1;2;1;5;1;2;2;3;4;1; ; ;98;50000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;6;2; ;1;1;5;3;1;0;2;2;2; ;2; ;01;1;07;76;2496,97901842534; 
4367167;1;2;1;5;1;2;2;1;4;3; ; ; ; ;80000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;5;3;1;0;2;2;2; ;2; ;01;1;07;76;2687,6155766614; 
4367175;1;6;5;5;1;2;10;1;4;1; ; ;45000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;4;8;2; ;1;1;5;3;1;1;2;2;1;7;2; ;01;1;07;76;2509,98444803778; 
4367176;1;4;2;1;1;4;1;1;3;4; ; ; ;300000; ;2;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;2; ;1;2;01;1;07;76;1795,40614015838; 
4367177;1;3;2;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;1;07;76;2732,03338505246; 
4367178;1;4;3;1;1;1;1;1;4;4; ; ; ;250000; ;2;1;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;07;76;2569,50937227733; 
4367182;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;1;07;76;2485,24642287968; 
4367196;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367197;1;5;3;1;1;1;1;1;3;4; ; ; ;500000; ;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;4;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367198;1;5;3;1;1;1;1;1;3;1; ; ;200000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367199;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;07;63;3714,45033328007; 
4367200;1;5;4;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;7;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367201;1;7;1;1;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367202;1;5;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367203;1;5;4;1;1;1;1;1;4;3; ; ; ; ;550000;1;1;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;4;6;1;1;1;1;1;4;1;3;2;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367204;1;4;3;1;1;1;1;1;3;1; ; ;50000000;350000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367205;1;4;3;1;1;1;1;1;3;1; ; ;80000000;250000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367206;1;4;1;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367207;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;1;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;3125,05497629207; 
4367208;1;4;3;1;1;1;1;1;3;4; ; ; ;250000; ;2;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;3;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;3714,45033328007; 
4367209;1;5;3;1;1;1;1;1;3;1; ; ;130000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;4;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367210;1;3;1;1;1;1;1;3;3;3; ; ; ; ;320000;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367211;1;4;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367212;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;07;63;863,825658902342; 
4367213;1;4;1;1;1;1;1;1;1;1; ; ;80000000;500000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;07;05;1247,78177819424;05
4367214;1;5;4;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;936,882628065256;05
4367215;1;4;3;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;977,993509467715;05
4367216;1;1;1;1;1;1;1;1;4;1; ; ;12000000;200000; ;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;1;07;05;1350,1957862051;05
4367217;1;4;1;1;1;1;1;6; ;4; ; ; ;600000; ;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;07;05;1323,49699033981;05
4367218;1;3;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;7;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;1;07;05;1018,77738519648;05
4367219;1;4;3;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;790,200002330043;05
4367220;1;3;2;1;1;1;1;1;4;1; ; ;28000000;350000; ;2;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;4;1;1;2;1;1;2;1;1;01;1;07;05;1057,64757260595;05
4367221;1;5;3;1;1;1;1;1;3;1; ; ;90000000;750000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;07;05;1172,06656604867;05
4367222;1;4;1;1;1;1;1;1;3;3; ; ; ; ;480000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;07;05;1344,47846298005;05
4367223;1;4;3;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;7;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;1667,88368689988;05
4367224;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;1;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;920,967748241743;05
4367225;1;4;1;1;1;1;1;1;3;1; ; ;80000000;500000; ;2;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1189,32057630712;05
4367227;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;1;07;05;1134,26804254099;05
4367228;1;4;3;1;1;1;1;1;3;4; ; ; ;98; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;5;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;07;05;1413,86700840875;05
4367229;1;4;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;1027,88735064497;05
4367230;1;6;3;1;1;1;1;1;3;2; ;1275000;200000000;1500000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;923,47115857326;05
4367231;1;6;3;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;4;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;1490,18521881704;05
4367232;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;4;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;07;05;841,237749140591;05
4367233;1;1;1;1;1;1;1;1;3;3; ; ; ; ;240000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;07;05;1189,32057630712;05
4367234;1;6;3;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;07;05;1202,73204579912;05
4367235;1;4;3;3;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;2;1;2;1;2;1;2;1;1;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;1;07;05;1106,18190908498;05
4367236;1;2;2;1;1;1;1;1;3;3; ; ; ; ;270000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;07;05;878,864026459142;05
4367237;1;4;2;1;1;1;1;1;1;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;2;1;1;2;2; ;1;2;1;3;1;4;2;1;1;7;1;1;01;1;07;05;1058,55283039542;05
4367238;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;1;1;2;2;1;2;2;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;1;07;05;1247,78177819424;05
4367239;1;4;3;1;1;1;1;1;4;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;4;2;1;1;7;1;1;01;1;07;05;1012,59784021083;05
4367240;1;4;2;1;1;1;1;1;3;3; ; ; ; ;360000;2;1;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;07;05;1333,49979171082;05
4367241;1;5;1;1;1;1;1;1;4;3; ; ; ; ;490000;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;07;05;1189,32057630712;05
4367242;1;3;2;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;07;05;1106,18190908498;05
4367244;1;4;2;1;1;1;1;1;3;2; ;300000;100000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;916,95296128616;05
4367245;1;4;1;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1323,49699033981;05
4367246;1;1;1;1;1;1;1;1;4;3; ; ; ; ;370000;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;1;07;05;1189,32057630712;05
4367247;1;5;4;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1235,18720866184;05
4367248;1;2;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;1;07;05;1057,64757260595;05
4367250;1;4;1;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1103,60256279054;05
4367251;1;4;1;1;1;1;1;1;1;1; ; ;160000000;500000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;07;05;1058,55283039542;05
4367252;1;4;1;1;1;1;1;1;1;4; ; ; ;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;3;1;4;2;1;1;7;1;1;01;1;07;05;1058,55283039542;05
4367254;1;3;2;1;1;1;1;1;1;4; ; ; ;300000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;07;05;962,002693681283;05
4367255;1;2;2;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;07;05;1352,82646022719;05
4367256;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;1;07;05;1057,64757260595;05
4367257;1;4;2;1;1;1;1;1;3;1; ; ;500000000;25000000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;07;05;1012,59784021083;05
4367258;1;4;2;1;1;1;1;3;4;1; ; ;20000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;1;07;05;1510,61502092221;05
4367261;1;4;2;1;1;1;1;1;3;3; ; ; ; ;650000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1202,73204579912;05
4367262;1;5;3;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1214,33299971217;05
4367263;1;3;2;1;1;1;1;1;3;2; ;300000;160000000;600000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;835,249734725166;05
4367264;1;3;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;07;05;1189,32057630712;05
4367265;1;5;3;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;2;2;1;2;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1147,99830629379;05
4367266;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;07;05;935,303759904311;05
4367267;1;3;2;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;07;05;1333,49979171082;05
4367268;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;07;05;1201,82678800964;05
