DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4367166;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;100000;2;1;07;76;2496,97901842534; 
4367166;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;100000; ;1;07;76;2496,97901842534; 
4367166;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;5000; ;1;07;76;2496,97901842534; 
4367175;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;07;76;2509,98444803778; 
4367175;1;2;1;80;1;1;1;6; ;2; ; ;1; ;2; ;2; ;1;50;800000;2;1;07;76;2509,98444803778; 
4367175;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;07;76;2509,98444803778; 
4367175;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;200000; ;1;07;76;2509,98444803778; 
4367175;1;8;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;07;76;2509,98444803778; 
4367176;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;30;737717;2;1;07;76;1795,40614015838; 
4367177;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;5000; ;1;07;76;2732,03338505246; 
4367178;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;5000;2;1;07;76;2569,50937227733; 
4367178;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;5000; ;1;07;76;2569,50937227733; 
4367182;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;76;2485,24642287968; 
4367196;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;63;863,825658902342; 
4367197;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;63;863,825658902342; 
4367198;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;63;863,825658902342; 
4367198;1;2;1;80;1;1;4;6; ;2; ; ;4; ;2; ;2; ;1;48;2000000;2;1;07;63;863,825658902342; 
4367198;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;900000;2;1;07;63;863,825658902342; 
4367201;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;63;863,825658902342; 
4367202;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;63;863,825658902342; 
4367202;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;63;863,825658902342; 
4367202;1;4;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;63;863,825658902342; 
4367203;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;63;863,825658902342; 
4367204;1;1;1;80;1;2; ; ; ; ;1;4;4; ;2; ;2; ;2; ;500000;2;1;07;63;863,825658902342; 
4367204;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;63;863,825658902342; 
4367205;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;98;3;1;07;63;863,825658902342; 
4367205;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;50;98;3;1;07;63;863,825658902342; 
4367205;1;3;1;80;1;1;1;1; ;1; ;1;12;POR QUE SE FUE DE PASEO A DONCELLO CAQUETA;2; ;2; ;1;48;738000;2;1;07;63;863,825658902342; 
4367205;1;4;1;80;1;1;3;2; ;1; ;1;2; ;2; ;2; ;1;20;380000;2;1;07;63;863,825658902342; 
4367206;1;1;1;80;1;1;4;6; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;63;863,825658902342; 
4367207;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;63;3125,05497629207; 
4367208;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737700;2;1;07;63;3714,45033328007; 
4367211;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;48;1000000;2;1;07;63;863,825658902342; 
4367211;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;63;863,825658902342; 
4367213;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;1247,78177819424;05
4367213;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1247,78177819424;05
4367214;1;2;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;737717;3;1;07;05;936,882628065256;05
4367215;1;3;1;80;1;2; ; ; ; ;1;1;7; ;2; ;2; ;1;48;737500;2;1;07;05;977,993509467715;05
4367215;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;05;977,993509467715;05
4367215;1;5;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ;99;2;1;07;05;977,993509467715;05
4367216;1;1;1;80;1;1;1;7; ;2; ; ;4; ;2; ;1;7000;1;48;737717;2;1;07;05;1350,1957862051;05
4367218;1;2;1;80;1;1;3;7; ;2; ; ;8; ;2; ;2; ;1;48;737717;2;1;07;05;1018,77738519648;05
4367218;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;1018,77738519648;05
4367218;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1018,77738519648;05
4367218;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;1018,77738519648;05
4367220;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;07;05;1057,64757260595;05
4367220;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737717; ;1;07;05;1057,64757260595;05
4367221;1;1;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ;9898;3;1;07;05;1172,06656604867;05
4367221;1;3;1;80;1;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ;9898;2;1;07;05;1172,06656604867;05
4367223;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ;2; ;737717;2;1;07;05;1667,88368689988;05
4367225;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;05;1189,32057630712;05
4367228;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1;1;2; ; ; ;1000000;1;1;07;05;1413,86700840875;05
4367228;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;1000000; ;1;07;05;1413,86700840875;05
4367229;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;800000;3;1;07;05;1027,88735064497;05
4367229;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;800000;3;1;07;05;1027,88735064497;05
4367230;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;923,47115857326;05
4367231;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;07;05;1490,18521881704;05
4367231;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;1490,18521881704;05
4367232;1;2;1;80;1;1;2;7; ;2; ; ;9; ;2; ;2; ;2; ;5000000;2;1;07;05;841,237749140591;05
4367234;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;734000;2;1;07;05;1202,73204579912;05
4367234;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;734000;3;1;07;05;1202,73204579912;05
4367235;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;1106,18190908498;05
4367236;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;878,864026459142;05
4367237;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1058,55283039542;05
4367238;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1247,78177819424;05
4367240;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;07;05;1333,49979171082;05
4367242;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;07;05;1106,18190908498;05
4367247;1;1;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;05;1235,18720866184;05
4367248;1;2;1;80;1;1;2;2; ;2; ; ;2; ; ; ;2; ; ; ;98; ;1;07;05;1057,64757260595;05
4367250;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1103,60256279054;05
4367251;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;05;1058,55283039542;05
4367251;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;05;1058,55283039542;05
4367252;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;07;05;1058,55283039542;05
4367261;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;700000;2;1;07;05;1202,73204579912;05
4367262;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;737717;2;1;07;05;1214,33299971217;05
4367263;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;07;05;835,249734725166;05
4367265;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737000;2;1;07;05;1147,99830629379;05
4367265;1;2;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;07;05;1147,99830629379;05
4367266;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;935,303759904311;05
4367266;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;935,303759904311;05
4367267;1;2;1;80;1;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;07;05;1333,49979171082;05
4367267;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;1333,49979171082;05
4367268;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;100000; ;1;07;05;1201,82678800964;05
4367270;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;07;05;1118,6881207875;05
4367270;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1118,6881207875;05
4367271;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;07;05;1499,63634965297;05
4367272;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;30;737717;2;1;07;05;860,262158130216;05
4367272;1;4;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;48;737717;2;1;07;05;860,262158130216;05
4367272;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737717; ;1;07;05;860,262158130216;05
4367275;1;1;1;80;1;1;3;9;POR LA EDAD;2; ; ;10; ;3; ;2; ; ; ;9999;3;1;07;05;1058,55283039542;05
4367276;1;1;1;80;1;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;05;1058,55283039542;05
4367276;1;2;1;80;1;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ;737000;3;1;07;05;1058,55283039542;05
4367277;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;1013,5030980003;05
4367277;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;1013,5030980003;05
4367278;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ;900000;3;1;07;05;1058,55283039542;05
4367278;1;2;1;80;1;2; ; ; ; ;1;4;2; ;2; ;2; ; ; ;950000;2;1;07;05;1058,55283039542;05
4367279;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;05;1156,77705561452;05
4367279;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;05;1156,77705561452;05
4367279;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;05;1156,77705561452;05
4367282;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;1000000; ;1;07;05;1212,80545927888;05
4367284;1;4;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;737717;2;1;07;05;1119,59337857698;05
4367287;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;962,002693681283;05
4367291;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;944,920929611964;05
4367291;1;2;1;80;1;1;4;7; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;944,920929611964;05
4367291;1;3;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;07;05;944,920929611964;05
4367291;1;4;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;944,920929611964;05
4367293;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;05;936,882628065256;05
4367297;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1055,14416227443;05
4367299;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737000;3;1;07;05;1068,55563176643;05
4367299;1;4;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;07;05;1068,55563176643;05
4367300;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ;1000000;2;1;07;05;1055,14416227443;05
4367302;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1027,88735064497;05
4367302;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;07;05;1027,88735064497;05
4367305;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;734000;2;1;07;05;962,002693681283;05
4367306;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;1173,60031379938;05
4367307;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737000;3;1;07;05;944,748683422834;05
4367307;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;944,748683422834;05
4367308;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;05;937,934433926399;05
4367310;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;1103,60256279054;05
4367312;1;1;1;80;1;1;4;9;POR EMBARAZO;2; ; ;1; ;2; ;2; ;1;24;737717;2;1;07;05;1127,03611803465;05
4367312;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;1127,03611803465;05
4367313;1;1;1;80;1;1;4;1; ;2; ; ;6; ;2; ;2; ; ; ;98;2;1;07;05;1247,78177819424;05
4367314;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737000;3;1;07;05;1213,71071706835;05
4367314;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;1213,71071706835;05
4367315;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;800000;3;1;07;05;1157,68231340399;05
4367315;1;2;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;05;1157,68231340399;05
4367315;1;4;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;05;1157,68231340399;05
4367316;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1114,52990633212;05
4367317;1;1;1;80;1;1;4;9;ESTABA CANSADO;2; ; ;10; ;3; ;2; ; ; ;1200000;3;1;07;05;924,376416362731;05
4367317;1;2;1;80;1;1;4;9;ESTABA CANSADA;2; ; ;10; ;3; ;2; ; ; ;1500000;3;1;07;05;924,376416362731;05
4367322;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1660,51155955096;05
4367323;1;1;1;80;1;1;4;7; ;2; ; ;9; ;1;2;2; ; ; ;300000;1;1;07;05;1226,16560104322;05
4367323;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;1226,16560104322;05
4367324;1;1;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ;737717;3;1;07;05;1116,10877449307;05
4367326;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;07;05;1519,51468870442;05
4367326;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737717; ;1;07;05;1519,51468870442;05
4367327;1;1;1;80;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ;737700;2;1;07;05;1247,78177819424;05
4367328;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;05;886,287481535714;05
4367329;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;05;894,160736505928;05
4367329;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;05;894,160736505928;05
4367329;1;6;1;80;1;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;07;05;894,160736505928;05
4367329;1;8;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;894,160736505928;05
4367329;1;9;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;100000; ; ;737717;2;1;07;05;894,160736505928;05
4367329;1;11;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;894,160736505928;05
4367329;1;12;1;80;1;1;1;8; ;2; ; ;11; ;2; ;1;1100000; ; ;737717;2;1;07;05;894,160736505928;05
4367329;1;14;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737000;2;1;07;05;894,160736505928;05
4367330;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;07;05;1354,35400066048;05
4367330;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;1354,35400066048;05
4367331;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;1000000;3;1;07;05;1058,55283039542;05
4367331;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1058,55283039542;05
4367332;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;07;05;1134,26804254099;05
4367334;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;737717;3;1;07;05;971,897852841314;05
4367334;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;07;05;971,897852841314;05
4367334;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;971,897852841314;05
4367334;1;5;1;80;1;1;4;7; ;2; ; ;12;CARECE DE ESTUDIO;2; ;2; ; ; ;800000;2;1;07;05;971,897852841314;05
4367334;1;7;1;80;1;1;1;6; ;2; ; ;12;POR FALTA DE ESTUDIO;2; ;2; ;1;48;737717;2;1;07;05;971,897852841314;05
4367334;1;8;1;80;1;1;2;6; ;2; ; ;2; ;2; ;2; ; ; ;737717;2;1;07;05;971,897852841314;05
4367338;1;1;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ;737350;2;1;07;05;1202,73204579912;05
4367338;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737350;2;1;07;05;1202,73204579912;05
4367339;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737717; ;1;07;05;1354,35400066048;05
4367341;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;98;2;1;07;05;1134,26804254099;05
4367342;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;24;737000;2;1;07;05;962,002693681283;05
4367345;1;4;1;80;1;1;3;7; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;05;1266,13257681239;05
4367346;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;1000000;2;1;07;05;1278,63878851492;05
4367346;1;5;1;80;1;1;1;2; ;2; ; ;2; ;1; ;1;737717;2; ;737717;2;1;07;05;1278,63878851492;05
4367347;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;05;1289,5661320565;05
4367347;1;3;1;80;1;1;1;9;NO DESEA TRABAJAR;2; ; ;11; ;2; ;2; ; ; ;98;2;1;07;05;1289,5661320565;05
4367347;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;1289,5661320565;05
4367348;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;800000;3;1;07;05;1058,55283039542;05
4367348;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737350;2;1;07;05;1058,55283039542;05
4367349;1;1;1;80;1;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;07;05;936,882628065256;05
4367349;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;05;936,882628065256;05
4367351;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;05;1172,06656604867;05
4367351;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ;737717;2;1;07;05;1172,06656604867;05
4367352;1;2;1;80;1;1;1;4; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;05;1240,35832311767;05
4367353;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;800000;3;1;07;05;790,200002330043;05
4367353;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;05;790,200002330043;05
4367354;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;1202,73204579912;05
4367354;1;3;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;1202,73204579912;05
4367355;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;737350;2;1;07;05;1362,8292615982;05
4367355;1;4;1;80;1;1;4;3; ;2; ; ;7; ;2; ;2; ; ; ;800000;2;1;07;05;1362,8292615982;05
4367356;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;400000;2;1;07;05;969,426148757854;05
4367356;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;05;969,426148757854;05
4367357;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;1000000;2;1;07;05;1362,70199790763;05
4367357;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;9898; ;1;07;05;1362,70199790763;05
4367360;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;07;05;1027,88735064497;05
