DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5498845;1;1;1;10;1;1;6;1969;52;1;6; ;2;2; ;3; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;2;2;1;2; ; ; ;1;1;2; ;6;2;3; ;2;13;07;15;2430,31435646858
5498845;1;2;1;10;2;2;2;1979;42;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2;1;2; ;5;11;2; ;2;11;07;15;2430,31435646858
5498846;1;1;1;10;1;2;7;1945;76;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;15;3432,25912019241
5498847;1;1;1;10;1;1;4;1985;36;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;07;15;4923,45555260565
5498847;1;2;1;10;2;2;12;1992;28;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;15;4923,45555260565
5498847;1;3;1;10;1;1;5;2013;8;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;07;15;4923,45555260565
5498847;1;4;1;10;1;1;2;2018;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;15;4923,45555260565
5498848;1;1;1;10;1;1;1;1966;55;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;3;113000;2;1;2; ;3;5; ; ;2;5;07;15;2430,31435646858
5498848;1;2;1;10;2;2;8;1983;37;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;15;2430,31435646858
5498849;1;1;1;10;1;2;5;1943;78;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;07;15;3432,25912019241
5498850;1;1;1;10;1;1;2;1933;88;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;15;2430,31435646858
5498850;1;2;1;10;2;2;10;1942;78;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;15;2430,31435646858
5498850;1;3;1;10;3;1;5;1971;50;3;6; ;3;1;1;1;2;1;4; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;15;2430,31435646858
5498850;1;4;1;10;4;2;12;1977;43;5;6; ;3;2; ;2; ;1;3; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;15;2430,31435646858
5498850;1;5;1;10;5;2;10;2006;14;4;6; ;6;1;3;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;07;15;2430,31435646858
5498850;1;6;1;10;4;2;8;2010;10;4;6; ;6;1;3;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;07;15;2430,31435646858
5499636;1;1;1;10;1;1;7;1975;45;1;6; ;3;2; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;41;2520,69937051148
5499636;1;2;1;10;2;2;5;1979;42;2;6; ;3;2; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;41;2520,69937051148
5499636;1;3;1;10;3;2;2;2002;19;3;6; ;6;1;1;1;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;14;07;41;2520,69937051148
5499636;1;4;1;10;4;1;5;2004;17;3;6; ;6;1;1;1;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;41;2520,69937051148
5499636;1;5;1;10;2;1;9;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;07;41;2520,69937051148
5499636;1;6;1;10;2;1;4;2013;8;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;07;41;2520,69937051148
5499637;1;1;1;10;1;1;2;1936;85;1;6; ;3;3; ;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;41;1748,20511391038
5499637;1;2;1;10;2;2;6;1946;75;2;6; ;3;3; ;3; ;1;1;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;41;1748,20511391038
5499638;1;1;1;10;1;2;11;1965;55;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;41;1260,12203168081
5499638;1;2;1;10;2;1;11;1985;35;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;41;1260,12203168081
5499638;1;3;1;10;1;2;2;2006;15;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;07;41;1260,12203168081
5499639;1;1;1;10;1;1;12;1995;25;1;6; ;1;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;41;1899,95666362679
5499639;1;2;1;10;2;2;8;2001;19;2;6; ;1;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;41;1899,95666362679
5499639;1;3;1;10;2;1;2;2019;2;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;07;41;1899,95666362679
5499640;1;1;1;10;1;2;4;1976;45;1;6; ;4;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;41;2465,20765151779
5499640;1;2;1;10;2;1;3;2004;17;3;6; ;6;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;41;2465,20765151779
5499641;1;1;1;10;1;1;2;1978;43;1;6; ;6;2; ;2; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;41;1996,15774802009
5499642;1;1;1;10;1;1;1;1936;85;1;6; ;3;3; ;3; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;41;1748,20511391038
5499642;1;2;1;10;2;2;11;1944;76;2;6; ;3;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;41;1748,20511391038
5503142;1;1;1;10;1;1;4;1939;82;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;704,270795500922
5503142;1;2;1;10;2;2;1;1963;58;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;704,270795500922
5503143;1;1;1;10;1;2;11;1981;39;1;6; ;2;2; ;2; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;1016,95680578291
5503143;1;2;1;10;2;1;8;1979;41;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;1016,95680578291
5503143;1;3;1;10;3;2;3;2001;20;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;07;50;1016,95680578291
5503143;1;4;1;10;1;1;4;2004;17;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;07;50;1016,95680578291
5503144;1;1;1;10;1;1;6;1969;52;1;6; ;2;3; ;3; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;672,608484983592
5503144;1;2;1;10;2;2;12;1967;53;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;50;672,608484983592
5503145;1;1;1;10;1;1;1;1970;51;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;1469,70474536556
5503145;1;2;1;10;2;2;5;1971;50;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;1469,70474536556
5503145;1;3;1;10;2;1;10;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;07;50;1469,70474536556
5503145;1;4;1;10;4;2;10;1997;23;3;6; ;2;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;50;1469,70474536556
5503145;1;5;1;10;4;1;5;2016;5;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;07;50;1469,70474536556
5503147;1;1;1;10;1;1;6;1949;72;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;1;2;3;3; ; ;2;3;07;50;704,270795500922
5503147;1;2;1;10;2;2;1;1956;65;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;704,270795500922
5503148;1;1;1;10;1;1;11;1983;37;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;2690,43393993437
5503148;1;2;1;10;2;2;9;1985;35;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;50;2690,43393993437
5503148;1;3;1;10;2;1;8;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;07;50;2690,43393993437
5503148;1;4;1;10;2;1;3;2007;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;07;50;2690,43393993437
5503148;1;5;1;10;2;2;12;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;07;50;2690,43393993437
5503149;1;1;1;10;1;2;6;1969;52;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;2;1;14; ; ; ;2;1;2; ;3;1; ; ;2;1;07;50;672,608484983592
5503149;1;2;1;10;2;1;3;1963;58;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;5;07;50;672,608484983592
5503149;1;3;1;10;3;1;6;2003;18;3;6; ;6;1;2;1;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;4;9; ; ;2;9;07;50;672,608484983592
5503150;1;1;1;10;1;1;4;1981;40;1;6; ;1;3; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;50;1330,46837715774
5503151;1;1;1;10;1;1;12;1990;30;1;6; ;1;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;48; ; ; ;2;1;2; ;3;2; ; ;2;2;07;50;1978,68737992324
5503151;1;2;1;10;2;2;4;1998;23;2;6; ;1;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;24; ; ; ;2;1;2; ;5;11;2; ;2;11;07;50;1978,68737992324
5503151;1;3;1;10;2;1;5;2020;1;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;6; ; ; ;2; ; ; ; ; ; ; ;2; ;07;50;1978,68737992324
5503152;1;1;1;10;1;1;7;1958;63;1;6; ;2;3; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;1099,58323943048
5503153;1;1;1;10;1;1;3;1972;49;1;6; ;1;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;50;672,608484983592
5503153;1;2;1;10;2;2;4;1980;41;2;6; ;1;3; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;07;50;672,608484983592
5503154;1;1;1;10;1;1;11;1931;89;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;704,270795500922
5503154;1;2;1;10;2;2;4;1946;75;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;704,270795500922
5503155;1;1;1;10;1;2;7;1992;28;1;6; ;3;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;5; ; ; ;2;1;2; ;5;11;2; ;2;11;07;50;1362,60478868012
5503155;1;2;1;10;2;1;5;1989;32;2;6; ;3;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;4;9; ; ;2;9;07;50;1362,60478868012
5503155;1;3;1;10;1;1;7;2011;9;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;24; ; ; ;2;1;1;1;3;4; ; ;2;4;07;50;1362,60478868012
5503155;1;4;1;10;1;1;4;2015;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;12; ; ; ;2;1;1;1;3;1; ; ;2;1;07;50;1362,60478868012
5503156;1;1;1;10;1;1;9;1944;76;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;50;672,608484983592
5503156;1;2;1;10;2;2;8;1950;70;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;672,608484983592
5503156;1;3;1;10;3;2;9;1983;37;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;07;50;672,608484983592
5503156;1;4;1;10;4;2;3;1976;45;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;50;672,608484983592
5503157;1;1;1;10;1;1;12;1990;30;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;4; ;2;1;2; ;5;11;2; ;2;11;07;50;672,608484983592
5503157;1;2;1;10;2;2;5;1994;27;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;672,608484983592
5503157;1;3;1;10;2;2;4;2011;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;07;50;672,608484983592
5503158;1;1;1;10;1;2;4;1984;37;1;6; ;4;3; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;672,608484983592
5503159;1;1;1;10;1;1;11;1937;83;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;1099,58323943048
5503160;1;1;1;10;1;2;4;1942;79;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;50;1130,62699641104
5503160;1;2;1;10;2;1;1;1968;53;3;6; ;4;3; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;07;50;1130,62699641104
5503160;1;3;1;10;1;2;8;2006;14;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;07;50;1130,62699641104
5503161;1;1;1;10;1;2;7;1966;55;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;50;949,904526037627
5503162;1;1;1;10;1;1;6;1974;47;1;6; ;2;3; ;3; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;2690,43393993437
5503162;1;2;1;10;2;2;3;1994;27;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;50;2690,43393993437
5503162;1;3;1;10;1;1;6;2012;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;2690,43393993437
5503162;1;4;1;10;2;2;9;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;07;50;2690,43393993437
5503162;1;5;1;10;2;2;5;2017;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;2690,43393993437
5503162;1;6;1;10;2;1;9;2020;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;07;50;2690,43393993437
5503163;1;1;1;10;1;2;3;1980;41;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;2261,52061022993
5503163;1;2;1;10;1;2;3;2008;13;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;07;50;2261,52061022993
5503163;1;3;1;10;1;2;11;2015;5;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;07;50;2261,52061022993
5503164;1;1;1;10;1;2;6;1961;60;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;935,155933228184
5503164;1;2;1;10;2;1;10;1989;31;3;6; ;4;3; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;07;50;935,155933228184
5503165;1;1;1;10;1;1;11;1991;29;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;07;50;2010,82379144562
5503165;1;2;1;10;2;2;8;1994;26;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;07;50;2010,82379144562
5503165;1;3;1;10;2;1;2;2015;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;07;50;2010,82379144562
5503165;1;4;1;10;2;1;7;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;07;50;2010,82379144562
5503165;1;5;1;10;2;1;1;2018;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;2010,82379144562
5503165;1;6;1;10;2;2;7;1999;21;9;6; ;6;2; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;07;50;2010,82379144562
5503166;1;1;1;10;1;2;9;1987;33;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;07;50;1638,61051526793
5503166;1;2;1;10;2;1;4;1988;33;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;1638,61051526793
5503166;1;3;1;10;3;1;12;2004;16;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;07;50;1638,61051526793
5503166;1;4;1;10;1;1;3;2010;11;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;07;50;1638,61051526793
5503166;1;5;1;10;1;1;10;2014;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;07;50;1638,61051526793
5503167;1;1;1;10;1;1;2;1978;43;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;07;50;1726,98162176535
5503167;1;2;1;10;2;2;9;1988;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;07;50;1726,98162176535
5503167;1;3;1;10;2;1;12;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;07;50;1726,98162176535
