DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;DPTO;fex_c_2011
1014333;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;288,117837540872
1014333;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;26; ; ; ; ; ; ; ; ;66;66;288,117837540872
1014334;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;238,741195319766
1014334;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;36; ; ; ; ; ; ; ; ;66;66;238,741195319766
1014335;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;263,336242938854
1014335;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;66;66;263,336242938854
1014335;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;66;66;263,336242938854
1014336;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014336;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014336;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;22; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014337;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014337;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014337;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;66;66;309,369523723461
1014339;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;337,494479761977
1014339;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;66;66;337,494479761977
1014340;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;267,372145856518
1014340;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;66;66;267,372145856518
1014341;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014341;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014342;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;66;66;286,224422103105
1014342;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;66;66;286,224422103105
1014342;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;66;66;286,224422103105
1014343;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;311,112315978286
1014343;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;40; ;40; ; ; ; ; ; ;66;66;311,112315978286
1014343;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;311,112315978286
1014343;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;66;66;311,112315978286
1014344;1;1;1;90; ;2; ;1;2;1;2;2;2;2;1;2; ; ;25; ;40; ; ; ; ;10; ;66;66;294,556587802051
1014345;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;50; ; ; ; ; ; ; ; ;66;66;335,298134803492
1014346;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;308,862881456003
1014346;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;15; ; ; ; ; ; ;66;66;308,862881456003
1014346;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;308,862881456003
1014348;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;291,753397464241
1014348;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;70; ; ; ; ; ; ;66;66;291,753397464241
1014348;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;291,753397464241
1014352;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;66;66;273,411200892625
1014352;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;66;66;273,411200892625
1014353;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;309,890217265918
1014353;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;309,890217265918
1014353;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;309,890217265918
1014353;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;309,890217265918
1014354;1;1;1;90; ;2; ;2;2;2;1;2;2;2;2;2; ; ; ; ; ;10; ; ; ; ; ;66;66;286,224422103105
1014354;1;2;1;90; ;2; ;2;2;2;1;2;2;2;2;2; ; ; ; ; ;60; ; ; ; ; ;66;66;286,224422103105
1014354;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;286,224422103105
1014355;1;1;1;90; ;2; ;2;2;2;1;2;2;2;2;2; ; ; ; ; ;50; ; ; ; ; ;66;66;296,299380056876
1014355;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014356;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;217,963412599036
1014356;1;2;1;90; ;2; ;1;2;1;1;2;2;2;2;2; ; ;5; ;40;30; ; ; ; ; ;66;66;217,963412599036
1014356;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;217,963412599036
1014356;1;4;1;90; ;2; ;2;2;1;1;2;2;2;2;2; ; ; ; ;30;20; ; ; ; ; ;66;66;217,963412599036
1014356;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;217,963412599036
1014356;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;217,963412599036
1014357;1;1;1;90; ;2; ;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ; ;5; ;66;66;275,153993147449
1014357;1;2;1;90; ;2; ;1;2;2;2;2;2;2;1;2; ; ;12; ; ; ; ; ; ;5; ;66;66;275,153993147449
1014357;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;275,153993147449
1014358;1;1;1;90; ;2; ;1;2;2;2;2;2;1;2;2; ; ;3; ; ; ; ; ;4; ; ;66;66;292,488534787285
1014358;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;50; ; ; ; ; ; ;66;66;292,488534787285
1014358;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;292,488534787285
1014359;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;18; ; ;20; ; ; ; ; ;66;66;263,336242938854
1014359;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;66;66;263,336242938854
1014359;2;1;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;66;66;263,336242938854
1014360;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;1; ; ;7; ;10; ; ; ; ; ;5;66;66;258,96554569244
1014360;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;1; ; ;7; ;20; ; ; ; ; ;5;66;66;258,96554569244
1014361;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014361;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014362;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;66;66;307,888635209885
1014362;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;66;66;307,888635209885
1014363;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;66;66;274,156952083156
1014363;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ; ;66;66;274,156952083156
1014363;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;274,156952083156
1014364;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;332,007983076359
1014364;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;15; ; ; ; ; ; ;66;66;332,007983076359
1014364;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;8; ;20; ; ; ; ; ; ;66;66;332,007983076359
1014365;1;1;1;90; ;2; ;2;2;1;1;2;2;2;2;2; ; ; ; ;50;20; ; ; ; ; ;66;66;296,299380056876
1014365;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;2; ;40; ; ; ; ; ; ;66;66;296,299380056876
1014366;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;308,342187913546
1014366;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;308,342187913546
1014367;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;66;66;337,494479761977
1014367;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;337,494479761977
1014368;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;306,741618731872
1014368;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;306,741618731872
1014368;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;66;66;306,741618731872
1014369;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;267,893487168197
1014369;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;267,893487168197
1014370;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;327,940215350663
1014370;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;66;66;327,940215350663
1014370;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;66;66;327,940215350663
1014370;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;35; ; ; ; ; ; ;66;66;327,940215350663
1014371;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;281,960024129854
1014371;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;281,960024129854
1014371;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;66;66;281,960024129854
1014371;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;281,960024129854
1014372;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014372;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;36; ; ; ; ; ; ; ; ;66;66;296,299380056876
1014373;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;326,965969104546
1014373;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;42; ; ; ; ; ; ;66;66;326,965969104546
1014373;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;326,965969104546
1014374;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;66;66;296,07088500129
1014374;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;66;66;296,07088500129
1014375;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;231,628936686333
1014375;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;42; ;28; ; ; ; ; ; ;66;66;231,628936686333
1014375;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;231,628936686333
1014375;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;231,628936686333
1014375;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;231,628936686333
1014376;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;295,152363578862
1014376;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;49; ;49; ; ; ; ; ; ;66;66;295,152363578862
1014376;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;66;66;295,152363578862
1014377;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;238,741195319766
1014377;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;49; ;35; ; ; ; ; ; ;66;66;238,741195319766
1014378;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;323,64240869175
1014378;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;66;66;323,64240869175
1014378;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;323,64240869175
1014378;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;66;66;323,64240869175
1014378;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;323,64240869175
1014379;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;307,120089201178
1014379;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;307,120089201178
1014380;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;297,813677256114
1014380;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;49; ; ; ; ; ; ; ; ;66;66;297,813677256114
1014380;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;66;66;297,813677256114
1014381;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;66;66;284,48162984828
1014381;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;66;66;284,48162984828
1014382;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;18; ; ; ; ; ; ;68;68;567,334940846401
1014382;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;77; ; ; ; ; ; ;68;68;567,334940846401
1014384;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;49; ; ; ; ; ; ;68;68;558,249676767283
1014384;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;2; ;7; ; ; ; ; ; ;68;68;558,249676767283
1014384;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;68;68;558,249676767283
1014385;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;18; ;60; ; ; ; ; ; ;68;68;533,090051679033
1014386;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;68;68;451,449328038032
1014386;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;451,449328038032
1014386;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;451,449328038032
1014387;1;1;1;90; ;2; ;1;2;2;2;2;2;2;1;2; ; ;28; ; ; ; ; ; ;15; ;68;68;856,494220932825
1014388;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;507,121640524686
1014388;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;507,121640524686
1014388;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;507,121640524686
1014388;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;507,121640524686
1014388;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;507,121640524686
1014389;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;405,577255990987
1014389;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;405,577255990987
1014389;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;405,577255990987
1014390;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;35; ; ; ; ; ; ;68;68;406,425782574086
1014390;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;48; ; ; ; ; ; ;68;68;406,425782574086
1014390;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;406,425782574086
1014391;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;1035,34462573662
1014391;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;18; ;70; ; ; ; ; ; ;68;68;1035,34462573662
1014392;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;760,210708895223
1014392;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;760,210708895223
1014392;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;760,210708895223
1014392;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;760,210708895223
1014393;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;976,373756571041
1014393;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;35; ; ; ; ; ; ;68;68;976,373756571041
1014394;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;927,926196196204
1014394;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;927,926196196204
1014395;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;68;68;986,897065361779
1014395;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;45; ; ; ; ; ; ;68;68;986,897065361779
1014396;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;856,494220932825
1014397;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;383,92896413136
1014397;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;383,92896413136
1014397;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;68;68;383,92896413136
1014398;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;68;68;463,963098098102
1014398;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;463,963098098102
1014399;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;474,206958103373
1014399;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;68;68;474,206958103373
1014399;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;68;68;474,206958103373
1014399;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;68;68;474,206958103373
1014399;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;474,206958103373
1014400;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;453,547175106844
1014400;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;32; ;90; ; ; ; ; ; ;68;68;453,547175106844
1014400;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;453,547175106844
1014400;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;453,547175106844
1014401;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;243,782026312811
1014401;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;68;68;243,782026312811
1014401;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;68;68;243,782026312811
1014401;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;68;68;243,782026312811
1014401;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;243,782026312811
1014402;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;497,272142364638
1014403;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;463,963098098102
1014403;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;463,963098098102
1014404;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;415,511046653204
1014404;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;415,511046653204
1014405;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;45; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;2;1;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;2;2;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;2;3;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014405;2;4;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;241,602223296288
1014406;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;415,511046653204
1014406;1;2;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;35; ; ;21; ; ; ; ; ;68;68;415,511046653204
1014407;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;68;68;442,364063958915
1014407;2;1;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;442,364063958915
1014407;2;2;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;68;68;442,364063958915
1014407;2;3;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;68;68;442,364063958915
1014408;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;68;68;383,130894398457
1014408;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;40; ; ; ; ; ; ;68;68;383,130894398457
1014408;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;68;68;383,130894398457
1014408;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;68;68;383,130894398457
1014408;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;68;68;383,130894398457
