DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;OFICIO;RAMA2D;OCI;P6430;P6420S1;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;DPTO;fex_c_2011
1016370;1;1;1;60;2;1;2;1; ;1;1; ;1;1;1;288; ;1; ;1400000;2; ; ;2; ;2; ;2; ;2; ; ; ;32000;500000;2; ; ;9;1; ;1;2;2; ; ; ;1; ;700000;700000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;45; ;.;45; ; ;1;20;6;2; ; ; ; ; ;9;7; ;1;1;1;25;1;1; ; ; ; ; ; ; ; ;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1;2; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;3;3;10;arriendo casas;78;16;1;1; ;1600; ; ;1400000;05;743,32374774406
1016370;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;120000;1;1200000;3; ;12;2;2; ;2; ; ;1;10;12;2; ; ; ; ; ;1;11;arriendo de casa;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;10;del arriendo;44;70;1;4; ;7020; ; ;120000;05;743,32374774406
1016371;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;0; ;1; ;477120;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;3;49; ;.;49; ; ;1;7;17;2; ; ; ; ; ;5;9; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;3;1; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;1;1;1;1;1;1;2;2;1;2;2;2;1; ;3;3;2;3;3;3;2;2;3;3; ;98;45;1;1; ;4521; ; ;477120;05;1200,75593629135
1016371;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;0; ;1; ;100000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;0;55; ;.;55; ; ;1;7;18;2; ; ; ; ; ;1;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;1;1;1;1;1;1;2;1;2;2;2;1;1; ;3;2;2;3;3;3;2;2;3;3; ;54;95;1;3; ;9500; ; ;100000;05;1200,75593629135
1016372;1;1;1;60;2;1;2;2;12;1;1; ;2;2;2;72; ;1; ;461000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;10;60; ;.;0;3; ;1;5;18;2; ; ; ; ; ;2;7; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;180;3; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;3;3;3;2;2;2;8; ;45;52;1;1; ;5211; ; ;461000;05;1102,17018090916
1016372;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;12; ;1; ;200000;2; ; ;2; ;2; ;2; ;2; ; ; ;15000; ;2; ; ;2;1; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;10;50; ;.;0;3; ;1;7;17;2; ; ; ; ; ;2;7; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;5; ;45;52;1;1; ;5225; ; ;200000;05;1102,17018090916
1016374;1;1;1;60;2;1;2;2;12;1;1; ;1;2;2;60; ;1; ;460000;2; ; ;2; ;2; ;2; ;2; ; ; ;15000; ;2; ; ;2;1; ;2;2;2; ; ; ;2; ; ;250000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;53; ;.;53; ; ;1;6;5;2; ; ; ; ; ;7;7; ;1;2;2;30;1;1; ; ; ; ; ; ; ; ;9;1;48;1; ;1;0;9;ingresos por arriendo de casas;100000;0; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;97;26;1;1; ;2693; ; ;560000;05;1909,80181441102
1016374;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;230000;1;600000;3; ;12;28;2; ;8;7;poco pedido por parte de la empresa;1;18;22;2; ; ; ; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;2; ; ; ;1;1;2;1;2;1;2;1;2;2;2;2;2; ;3;2;2;3;3;2;2;2;3;3; ;79;18;1;4; ;1810; ; ;230000;05;1909,80181441102
1016374;1;3;1;60;2;1;2;2;12;1;1; ;1;1;1;120; ;6; ;500000;9; ; ;2; ;2; ;2; ;2; ; ;16000;16000; ;2;1; ;1;1; ;2;2;2; ; ; ;1; ;250000;250000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;89; ;.;89; ; ;1;6;18;1;7;18;2; ; ;9;7; ;2; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;36;1; ;2; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;79;18;1;1; ;1810; ; ;500000;05;1909,80181441102
1016374;1;4;1;60;2;1;2;2;12;1;1; ;1;1;1;72; ;4; ;622276;2; ; ;2; ;2; ;2; ;2; ; ;51332; ; ; ;1; ;1;2; ;2;2;2; ; ; ;1; ;311138;311138; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;45; ;.;45; ; ;1;7;17;2; ; ; ; ; ;4;7; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;12;1; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;79;18;1;1; ;1810; ; ;622276;05;1909,80181441102
1016374;1;5;1;60;2;2; ; ; ; ; ; ; ; ; ;6; ;1; ;250000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;6;54; ;.;54; ; ;1;8;17;2; ; ; ; ; ;2;9; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;1;1;1;1;2;2;2;1;1;2;2;2;1; ;3;2;2;3;3;3;2;3;3;3; ;95;45;1;1; ;4521; ; ;250000;05;1909,80181441102
1016376;1;1;1;60;2;1;2;2;3;1;1; ;2;1;2;10; ;1; ;520000;2; ; ;2; ;2; ;2; ;2; ; ;50000;17000; ;1;1; ;1;1; ;2;2;2; ; ; ;2; ; ;300000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;10;48; ;.;48; ; ;2; ; ; ; ; ; ; ; ;9;2; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;24;8; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ;300000;1;2; ;1; ; ; ;2; ; ; ;1;1;2;1;2;1;2;1;1;2;2;2;2; ;2;2;2;2;2;2;2;1;3;3; ;95;45;1;1; ;4530; ; ;520000;05;5148,13145133658
1016377;1;1;1;60;2;1;2;2;1;1;1; ;2;2;2;1; ;1; ;300000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;48; ;.;48; ; ;1;6;14;2; ; ; ; ; ;2;7; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;3;2;2;2;3;8; ;53;55;1;1; ;5521; ; ;300000;05;4763,25936086314
1016378;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;10000;0;10000;1; ;0;8;1; ;8; ; ;1;8;16;2; ; ; ; ; ;1;6; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;1;1;1; ;3;3;3;3;3;3;2;1;3;3; ;38;64;1;4; ;6421; ; ;10000;05;5947,61144291676
1016379;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;50000;1;600000;3; ;12;50; ;.;50; ; ;1;11;21;2; ; ; ; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2;2;3;2;2;2;3;10;venta de confites;41;52;1;4; ;5225; ; ;50000;05;7997,6514375521
1016379;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;12; ;1; ;150000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;12;44; ;.;44; ; ;1;7;16;2; ; ; ; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ;1; ;trabaja;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;1;1;2;1;2;1;2;1;1;1;1;2;1; ;3;2;2;3;3;2;2;2;3;10;ayuda de amigos;62;01;1;8; ;0121; ; ;150000;05;7997,6514375521
1016382;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;60000;2;60000;1; ;8;7;1; ;40; ; ;1;6;4;2; ; ; ; ; ;1;9; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;12;4; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;1;9;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1; ;4;4;4;4;4;4;2;1;2;8; ;95;45;1;4; ;4521; ; ;60000;05;8799,02158642045
1016383;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;600000;1;600000;1; ;12;80; ;.;80; ; ;2; ; ; ; ; ; ; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;4;2;2; ;85;45;1;4; ;4542; ; ;600000;05;3522,54466549798
1016383;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;1; ;1; ;650000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;11;56; ;.;56; ; ;2; ; ; ; ; ; ; ; ;6;11;HOTEL;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;2;8; ;54;55;1;1; ;5511; ; ;650000;05;3522,54466549798
1016384;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;125000;1;125000;1; ;12;84; ;.;84; ; ;1;6;6;2; ; ; ; ; ;3;6; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;3;2;3;2;8; ;99;50;1;4; ;5020; ; ;125000;05;7132,84790405146
1016402;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;4; ;1; ;460000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;4;42; ;.;42; ; ;1;7;4;2; ; ; ; ; ;6;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;3;8; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;11; ; ; ;2; ; ; ;1;1;1;1;1;1;1;1;1;2;2;2;1; ;2;2;2;2;2;2;2;3;3;8; ;62;01;1;8; ;0121; ; ;460000;05;3107,73119211415
1016403;1;1;1;60;2;1;2;1; ;1;1; ;1;1;1;1; ;2; ;800000;2; ; ;2; ;2; ;2; ;2; ; ;56000; ; ; ;2; ;1;2; ;2;2;2; ; ; ;1; ;400000;400000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ;12;54; ;.;54; ; ;1;7;5;2; ; ; ; ; ;9;7; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;2;1;5;1; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ;2; ; ;1; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;3;3;8; ;37;29;1;1; ;2930; ; ;800000;05;1506,92690868682
