DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1030109;1;3;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;10;2001;52;3300,73944168042
1030109;1;4;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;10;2002;52;3300,73944168042
1030110;1;1;1;10;1;1;1;50;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1958;52;3911,86480613192
1030111;1;1;1;10;1;2;1;66;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1942;52;4358,82724178701
1030112;1;1;1;10;1;2;1;34;1;4;1; ; ;1;1;63000;2;1;2; ;5;13;2;2;13;11;1974;52;2839,64200014594
1030112;1;2;1;10;1;1;1;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;2;0;6;2002;52;2839,64200014594
1030113;1;1;1;10;1;1;1;57;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;4;1951;52;3759,93644369475
1030113;1;2;1;10;2;2;1;55;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;3;1953;52;3759,93644369475
1030114;1;1;1;10;1;2;1;28;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1980;52;2641,26069948248
1030114;1;2;1;10;1;1;1;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;4;2004;52;2641,26069948248
1030114;1;3;1;10;1;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;3;2008;52;2641,26069948248
1030115;1;1;1;10;1;1;1;27;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;1981;52;4443,65243875185
1030115;1;2;1;10;2;2;1;20;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;5;1988;52;4443,65243875185
1030115;1;3;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;9;2001;52;4443,65243875185
1030115;1;4;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2006;52;4443,65243875185
1030116;1;1;1;10;1;1;1;57;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;8;1951;52;2983,01710156713
1030116;1;2;1;10;2;2;1;54;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;2;1954;52;2983,01710156713
1030116;1;3;1;10;2;1;1;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;5;1991;52;2983,01710156713
1030118;1;1;1;10;1;1;1;36;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1972;52;3911,86480613192
1030119;1;1;1;10;1;1;1;48;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1960;52;3060,17565551475
1030119;1;2;1;10;2;2;1;54;2;2;1; ; ;3; ; ;2;1;2; ;5;13;2;2;13;4;1954;52;3060,17565551475
1030120;1;1;1;10;1;2;1;31;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1977;52;3080,2057863116
1030120;1;2;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;1;2001;52;3080,2057863116
1030120;1;3;1;10;1;2;1;4;3; ;1; ; ;3; ; ;1;2;1;1;2;0; ;2;0;3;2004;52;3080,2057863116
1030120;1;4;1;10;1;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;12;2006;52;3080,2057863116
1030121;1;1;1;10;1;1;1;44;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1964;52;2861,79435485129
1030121;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1974;52;2861,79435485129
1030121;1;3;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2005;52;2861,79435485129
1030122;1;1;1;10;1;1;1;28;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1980;52;2469,96847610715
1030122;1;2;1;10;2;2;1;24;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;10;1984;52;2469,96847610715
1030122;1;3;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;12;2003;52;2469,96847610715
1030122;1;4;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2005;52;2469,96847610715
1030123;1;1;1;10;1;1;1;35;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;2;1974;52;2174,76143904332
1030123;1;2;1;10;2;2;1;32;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1977;52;2174,76143904332
1030123;1;3;1;10;2;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;9;1997;52;2174,76143904332
1030124;1;1;1;10;1;1;1;33;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;6;1975;52;2270,61944018766
1030124;1;2;1;10;2;2;1;31;2;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;7;1977;52;2270,61944018766
1030124;1;3;1;10;2;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;2008;52;2270,61944018766
1030132;1;1;1;10;1;1;1;37;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1971;52;2449,49212348471
1030132;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1974;52;2449,49212348471
1030132;1;3;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;8;1998;52;2449,49212348471
1030132;1;4;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;12;2000;52;2449,49212348471
1030133;1;1;1;10;2;1;2;70;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3; ; ;52;1611,63236310173
1030133;1;2;1;10;2;2;1;35;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1973;52;1611,63236310173
1030133;1;3;1;10;2;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2008;52;1611,63236310173
1030134;1;1;1;10;1;1;1;48;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1960;52;2718,55287830227
1030134;1;2;1;10;2;2;1;44;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1964;52;2718,55287830227
1030134;1;3;1;10;2;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;10;1992;52;2718,55287830227
1030134;1;4;1;10;4;1;1;26;3;2;2;2; ; ; ; ;2;1;2; ;4;7; ;2;7;8;1982;52;2718,55287830227
1030134;1;5;1;10;5;2;1;24;5;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;2;1984;52;2718,55287830227
1030134;1;6;1;10;5;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;3;2008;52;2718,55287830227
1030134;1;7;1;10;7;2;1;20;3;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;2;1988;52;2718,55287830227
1030134;1;8;1;10;8;1;1;25;5;2;2;2; ; ; ; ;2;1;2; ;4;8; ;2;8;6;1983;52;2718,55287830227
1030135;1;1;1;10;1;1;1;55;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1953;52;2704,28740607629
1030135;1;2;1;10;2;2;1;59;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;5;1949;52;2704,28740607629
1030136;1;1;1;10;1;1;1;57;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;2;1951;52;3019,99318675821
1030136;1;2;1;10;2;2;1;58;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1950;52;3019,99318675821
1030136;1;3;1;10;1;2;1;8;4; ;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;2000;52;3019,99318675821
1030137;1;1;1;10;1;1;1;34;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;3;1974;52;3102,60286794023
1030137;1;2;1;10;2;2;1;31;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1977;52;3102,60286794023
1030137;1;3;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;6;1998;52;3102,60286794023
1030137;1;4;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;8;2003;52;3102,60286794023
1030137;1;5;1;10;2;2;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2004;52;3102,60286794023
1030137;1;6;1;10;1;2;1;71;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1937;52;3102,60286794023
1030138;1;1;1;10;1;1;1;34;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;5;1974;52;2449,49212348471
1030138;1;2;1;10;2;2;1;32;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;1;1977;52;2449,49212348471
1030138;1;3;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;2;1998;52;2449,49212348471
1030138;1;4;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;2000;52;2449,49212348471
1030139;1;1;1;10;1;2;1;58;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1950;52;2538,39814797159
1030139;1;2;1;10;2;1;1;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;1980;52;2538,39814797159
1030139;1;3;1;10;3;2;1;26;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;2;1982;52;2538,39814797159
1030140;1;1;1;10;1;1;1;34;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;11;1974;52;2880,33582987473
1030140;1;2;1;10;2;2;1;24;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1984;52;2880,33582987473
1030140;1;3;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;4;2003;52;2880,33582987473
1030141;1;1;1;10;1;1;1;41;1;4;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;2;1967;52;2813,55998642897
1030142;1;1;1;10;1;1;1;36;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1972;52;2410,45230461373
1030142;1;2;1;10;2;2;1;37;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1971;52;2410,45230461373
1030142;1;3;1;10;2;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;10;1997;52;2410,45230461373
1030144;1;1;1;10;1;1;1;52;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;1;1957;52;4010,27900131518
1030144;1;2;1;10;2;2;1;51;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;1;1958;52;4010,27900131518
1030144;1;3;1;10;3;1;1;33;3;5;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;2;1975;52;4010,27900131518
1030144;1;4;1;10;4;2;1;17;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1991;52;4010,27900131518
1030144;1;5;1;10;3;1;1;13;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;6;1995;52;4010,27900131518
1030144;1;6;1;10;3;2;1;12;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;9;1996;52;4010,27900131518
1030144;1;7;1;10;3;1;1;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;6;2000;52;4010,27900131518
1030145;1;1;1;10;1;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1968;52;4279,3504930641
1030145;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1975;52;4279,3504930641
1030145;1;3;1;10;2;2;1;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1993;52;4279,3504930641
1030145;1;4;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;1;1996;52;4279,3504930641
1030145;1;5;1;10;2;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;4;1997;52;4279,3504930641
1030145;1;6;1;10;2;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;12;1998;52;4279,3504930641
1030145;1;7;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;10;2000;52;4279,3504930641
1030146;1;1;1;10;1;1;1;73;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1935;52;3759,93644369475
1030146;1;2;1;10;2;2;1;77;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1931;52;3759,93644369475
1030147;1;1;1;10;1;1;1;36;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1972;52;4257,36810431844
1030147;1;2;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;6;2000;52;4257,36810431844
1030147;1;3;1;10;3;1;1;18;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1990;52;4257,36810431844
1030148;1;1;1;10;1;1;1;54;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;10;1954;52;2861,79435485129
1030148;1;2;1;10;2;2;1;42;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1966;52;2861,79435485129
1030148;1;3;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;5;1999;52;2861,79435485129
1030149;1;1;1;10;1;2;1;44;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;4;1964;52;3768,1922340928
1030149;1;2;1;10;1;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;4;1998;52;3768,1922340928
1030149;1;3;1;10;1;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;2005;52;3768,1922340928
1030150;1;1;1;10;1;1;1;29;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1979;52;4135,84788698468
1030150;1;2;1;10;2;2;1;36;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1972;52;4135,84788698468
1030150;1;3;1;10;2;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;6;1994;52;4135,84788698468
1030150;1;4;1;10;2;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;6;1997;52;4135,84788698468
1030150;1;5;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;4;2003;52;4135,84788698468
1030150;1;6;1;10;2;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2006;52;4135,84788698468
1030151;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1975;52;3844,6240405304
1030151;1;2;1;10;2;2;1;32;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;6;1976;52;3844,6240405304
1030151;1;3;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;12;1994;52;3844,6240405304
1030151;1;4;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;7;1999;52;3844,6240405304
1030151;1;5;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;5;2002;52;3844,6240405304
1030152;1;1;1;10;1;2;1;38;1;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;3;1970;52;4552,64061910845
1030152;1;2;1;10;2;1;1;18;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;3;1990;52;4552,64061910845
1030152;1;3;1;10;1;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;5;1996;52;4552,64061910845
1030152;1;4;1;10;1;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;4;1999;52;4552,64061910845
1030152;1;5;1;10;1;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;9;2001;52;4552,64061910845
1030152;1;6;1;10;1;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2005;52;4552,64061910845
1030153;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1975;52;2663,41305418783
1030153;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1974;52;2663,41305418783
1030153;1;3;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;2004;52;2663,41305418783
1030153;1;4;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2008;52;2663,41305418783
1030155;1;1;1;10;1;2;1;78;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1930;52;4358,82724178701
1030156;1;1;1;10;1;1;1;73;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1935;52;3290,82165333431
1030157;1;1;1;10;1;2;1;28;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;1980;52;4156,47726063332
1030157;1;2;1;10;1;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;1999;52;4156,47726063332
1030157;1;3;1;10;1;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;1;2004;52;4156,47726063332
1030157;1;4;1;10;1;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;2005;52;4156,47726063332
1030157;1;5;1;10;1;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;3;2006;52;4156,47726063332
1030158;1;1;1;10;2;1;1;47;1;3;1; ; ;1;3;62000;2;1;2; ;5;11;2;2;11;9;1961;52;1811,06909776947
1030158;1;2;1;10;2;2;1;47;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;5;1961;52;1811,06909776947
1030158;1;3;1;10;3;2;1;27;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1981;52;1811,06909776947
1030158;1;4;1;10;4;2;1;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;2;1984;52;1811,06909776947
1030158;1;5;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;12;1995;52;1811,06909776947
1030159;1;1;1;10;2;1;1;30;1;2;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;8;1978;52;2623,55237228768
1030159;1;2;1;10;2;2;1;32;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1976;52;2623,55237228768
1030159;1;3;1;10;2;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;2;1996;52;2623,55237228768
1030159;1;4;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;11;2002;52;2623,55237228768
1030160;1;1;1;10;1;2;1;32;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;12;1976;52;2677,27390482118
1030160;1;2;1;10;1;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;8;1994;52;2677,27390482118
1030160;1;3;1;10;1;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;10;1997;52;2677,27390482118
1030165;1;1;1;10;1;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;5;1968;52;143,422104205356
1030165;1;2;1;10;2;2;1;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1973;52;143,422104205356
1030165;1;3;1;10;2;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;5;1992;52;143,422104205356
1030165;1;4;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;10;2003;52;143,422104205356
1030165;1;5;1;10;2;1;1;35;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1973;52;143,422104205356
1030165;1;6;1;10;6;1;1;18;5;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1990;52;143,422104205356
1030166;1;1;1;10;1;1;1;31;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;4;1977;52;138,275577086613
1030166;1;2;1;10;2;2;1;21;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1987;52;138,275577086613
1030166;1;3;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;2;3;0; ;2;0;6;2002;52;138,275577086613
1030166;1;4;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;2006;52;138,275577086613
1030167;1;1;1;10;1;1;1;52;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1956;52;121,774077202338
1030167;1;2;1;10;2;2;1;42;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1966;52;121,774077202338
1030167;1;3;1;10;2;2;1;21;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;1;1988;52;121,774077202338
1030167;1;4;1;10;2;2;1;15;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1993;52;121,774077202338
1030167;1;5;1;10;2;1;1;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;10;2001;52;121,774077202338
1030167;1;6;1;10;2;2;1;83;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1925;52;121,774077202338
1030168;1;1;1;10;1;1;1;36;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1972;52;121,211697895155
1030168;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1975;52;121,211697895155
1030168;1;3;1;10;2;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;1993;52;121,211697895155
1030168;1;4;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;1;1999;52;121,211697895155
1030175;1;1;1;10;1;1;1;44;1;2;2;1;2; ; ; ;1;1;2; ;3;5; ;2;5;5;1964;52;2619,91142502947
1030175;1;2;1;10;2;2;1;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1973;52;2619,91142502947
1030175;1;3;1;10;2;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;10;1993;52;2619,91142502947
1030175;1;4;1;10;2;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;8;1997;52;2619,91142502947
1030176;1;1;1;10;1;2;1;68;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1941;52;3135,03214528905
1030177;1;1;1;10;2;1;1;33;1;2;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;5;1975;52;2983,3576167114
1030177;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1975;52;2983,3576167114
1030177;1;3;1;10;2;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;8;1992;52;2983,3576167114
1030177;1;4;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;5;1994;52;2983,3576167114
1030178;1;1;1;10;1;1;1;30;1;3;2;2; ; ; ; ;2;1;2; ;3;3; ;2;3;1;1979;52;2058,30990722801
1030178;1;2;1;10;2;2;1;27;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;4;1981;52;2058,30990722801
1030178;1;3;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;10;2003;52;2058,30990722801
1030180;1;1;1;10;2;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1968;52;2983,3576167114
1030180;1;2;1;10;2;2;1;39;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1969;52;2983,3576167114
1030180;1;3;1;10;2;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;1993;52;2983,3576167114
1030180;1;4;1;10;2;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;1;1997;52;2983,3576167114
1030181;1;1;1;10;1;1;1;69;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1940;52;2704,28740607629
1030181;1;2;1;10;2;2;1;64;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1944;52;2704,28740607629
1030182;1;1;1;10;1;1;1;45;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1963;52;2658,95124390045
1030182;1;2;1;10;2;2;1;39;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1969;52;2658,95124390045
1030182;1;3;1;10;2;1;1;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;1;1989;52;2658,95124390045
1030182;1;4;1;10;2;2;1;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1991;52;2658,95124390045
1030182;1;5;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2008;52;2658,95124390045
1030183;1;1;1;10;2;1;1;25;1;3;2;1;12; ; ; ;1;1;2; ;3;5; ;2;5;6;1983;52;2516,69896487992
1030183;1;2;1;10;2;2;1;26;2;3;2;1;12; ; ; ;2;1;2; ;5;11;2;2;11;2;1982;52;2516,69896487992
1030183;1;3;1;10;2;2;1;4;3; ;2;1;12; ; ; ;2;2;2; ;1;0; ;2;0;12;2004;52;2516,69896487992
1030184;1;1;1;10;2;1;2;56;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3; ; ;52;2704,28740607629
1030184;1;2;1;10;2;2;1;56;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1952;52;2704,28740607629
1030185;1;1;1;10;1;1;1;36;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1972;52;2726,15808529566
1030185;1;2;1;10;2;2;1;30;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;4;1978;52;2726,15808529566
1030185;1;3;1;10;2;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;6;1996;52;2726,15808529566
1030185;1;4;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;5;2000;52;2726,15808529566
1030186;1;1;1;10;1;1;1;38;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;1970;52;2907,88118113662
1030186;1;2;1;10;2;2;1;29;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1980;52;2907,88118113662
1030186;1;3;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;10;1994;52;2907,88118113662
1030186;1;4;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;11;1999;52;2907,88118113662
1030187;1;1;1;10;1;1;1;28;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1980;52;2813,55998642897
1030192;1;1;1;10;2;1;2;32;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3; ; ;52;1915,62663025803
