DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
861035;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;492.175.668.410.175
861035;1;4;1;90;;2;1;2;1;2;2;2;2;2;2;;28;;42;;;;;;;2;25;492.175.668.410.175
861035;1;5;1;90;;2;2;2;1;2;2;2;2;2;2;;;;7;;;;;;;2;25;492.175.668.410.175
861036;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;471.822.280.079.942
861036;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;3;28;;;;;;;;;2;25;471.822.280.079.942
861038;1;1;1;90;;2;1;2;1;2;2;2;2;2;2;;14;;7;;;;;;;2;25;471.822.280.079.942
861038;1;2;1;90;;1;1;2;1;2;2;2;2;2;2;7;28;;40;;;;;;;2;25;471.822.280.079.942
861039;1;1;1;90;;1;2;2;2;2;2;2;1;2;2;14;;;;;;;24;;;2;25;309.841.387.918.809
861039;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;21;;;;;;;;;2;25;309.841.387.918.809
861040;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;310.446.639.629.109
861040;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;310.446.639.629.109
861041;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;2;14;;;;;;;;;2;25;279.668.500.174.955
861041;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;279.668.500.174.955
861042;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;28;;;;;;;;;;2;25;396.790.124.925.995
861042;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;2;28;;;;;;;;;2;25;396.790.124.925.995
861042;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;2;;;;;;;;;2;25;396.790.124.925.995
861042;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;396.790.124.925.995
861042;1;5;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;25;396.790.124.925.995
861042;1;6;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;396.790.124.925.995
861043;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;643.080.904.684.275
861043;1;2;1;90;;2;1;2;2;2;2;2;2;2;1;;42;;;;;;;;2;2;25;643.080.904.684.275
861043;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;643.080.904.684.275
861044;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;501.995.167.823.795
861044;1;2;1;90;;1;1;2;1;2;2;2;2;2;2;3;28;;40;;;;;;;2;25;501.995.167.823.795
861045;1;1;1;90;;2;2;1;2;2;2;2;2;2;2;;;14;;;;;;;;2;25;549.478.969.494.187
861045;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;3;30;;;;;;;;;2;25;549.478.969.494.187
861045;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;549.478.969.494.187
861045;1;4;1;90;;2;1;2;1;2;2;2;2;2;2;;35;;40;;;;;;;2;25;549.478.969.494.187
861045;1;7;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;549.478.969.494.187
861046;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;24;;;;;;;;;;2;25;378.581.281.449.385
861046;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;15;28;;;;;;;;;2;25;378.581.281.449.385
861046;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;14;7;;;;;;;;;2;25;378.581.281.449.385
861046;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;378.581.281.449.385
861047;1;1;1;90;;2;1;1;2;2;2;2;2;2;2;;21;28;;;;;;;;2;25;212.063.765.080.017
861053;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;2;25;535.168.102.316.463
861053;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;33;;;;;;;;;2;25;535.168.102.316.463
861053;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;535.168.102.316.463
861054;1;1;1;90;;2;1;2;2;2;2;2;1;2;2;;15;;;;;;14;;;2;25;285.711.021.327.464
861054;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;285.711.021.327.464
861054;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;25;285.711.021.327.464
861055;1;1;1;90;;2;1;2;2;2;2;2;2;2;1;;21;;;;;;;;3;2;25;553.207.975.627.266
861055;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;25;553.207.975.627.266
861055;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;553.207.975.627.266
861055;1;4;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;553.207.975.627.266
861056;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;3;21;;;;;;;;;2;25;393.669.080.139.407
861057;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;201.721.661.554.448
861057;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;201.721.661.554.448
861057;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;21;;;;;;;;;2;25;201.721.661.554.448
861058;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;236.968.353.547.469
861060;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;501.995.167.823.795
861060;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;6;;;;;;;;;2;25;501.995.167.823.795
861061;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;25;310.446.639.629.109
861061;1;2;1;90;;1;1;2;1;1;2;2;2;2;2;4;21;;7;6;;;;;;2;25;310.446.639.629.109
861062;1;1;1;90;;2;1;2;2;2;2;2;1;2;2;;14;;;;;;1;;;2;25;806.886.646.217.794
861062;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;42;;;;;;;;;2;25;806.886.646.217.794
861062;1;5;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;806.886.646.217.794
861062;1;6;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;806.886.646.217.794
861062;1;7;1;90;;1;1;2;2;2;2;2;2;2;2;2;14;;;;;;;;;2;25;806.886.646.217.794
861062;1;8;1;90;;1;1;2;2;2;2;2;2;2;2;2;14;;;;;;;;;2;25;806.886.646.217.794
861064;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;403.124.933.357.306
861064;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;28;;;;;;;;;2;25;403.124.933.357.306
861064;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;403.124.933.357.306
861064;1;4;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;403.124.933.357.306
861065;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;4;42;;;;;;;;;2;25;347.273.235.269.892
861065;1;2;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;347.273.235.269.892
861065;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;25;347.273.235.269.892
861066;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;2;25;201.721.661.554.448
861066;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;14;;;;;;;;;2;25;201.721.661.554.448
861066;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;4;;;;;;;;;2;25;201.721.661.554.448
861067;1;1;1;90;;2;1;2;2;2;1;2;2;2;1;;28;;;;1;;;;3;2;25;387.825.617.693.537
861067;1;2;1;90;;1;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;2;25;387.825.617.693.537
861068;1;1;1;90;;1;2;2;2;2;2;1;2;2;2;7;;;;;;4;;;;2;25;261.580.654.736.119
861068;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;21;28;;;;;;;;;2;25;261.580.654.736.119
861068;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;14;21;;;;;;;;;2;25;261.580.654.736.119
861068;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;261.580.654.736.119
861069;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;14;14;;;;;;;;;2;25;393.669.080.139.407
861070;1;1;1;90;;1;1;2;2;1;2;2;2;2;2;7;7;;;4;;;;;;2;25;445.825.079.984.791
861070;1;2;1;90;;2;1;2;2;2;1;2;2;2;2;;35;;;;4;;;;;2;25;445.825.079.984.791
861070;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;445.825.079.984.791
861070;1;5;1;90;;2;1;2;2;2;2;2;2;2;2;;10;;;;;;;;;2;25;445.825.079.984.791
861070;1;6;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;445.825.079.984.791
861071;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;2;25;393.868.138.846.046
861071;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;35;;;;;;;;;2;25;393.868.138.846.046
861071;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;14;14;;;;;;;;;2;25;393.868.138.846.046
861072;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;35;;;;;;;;;2;25;548.871.002.099.984
861072;1;2;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;548.871.002.099.984
861072;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;548.871.002.099.984
861072;1;4;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;548.871.002.099.984
861072;1;5;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;548.871.002.099.984
861072;1;6;1;90;;1;1;2;1;2;2;2;2;2;2;14;35;;21;;;;;;;2;25;548.871.002.099.984
861073;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;2;25;471.822.280.079.942
861073;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;7;14;;;;;;;;;2;25;471.822.280.079.942
861075;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;310.446.639.629.109
861075;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;21;14;;;;;;;;;2;25;310.446.639.629.109
861076;1;1;1;90;;2;1;2;2;2;2;1;2;2;2;;4;;;;;4;;;;2;25;64.462.934.843.649
861076;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;21;;;;;;;;;2;25;64.462.934.843.649
861076;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;64.462.934.843.649
861076;1;4;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;64.462.934.843.649
861076;1;5;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;64.462.934.843.649
861077;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;212.350.627.038.727
861077;1;2;1;90;;1;1;1;2;2;2;2;2;2;1;7;28;6;;;;;;;4;2;25;212.350.627.038.727
861077;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;212.350.627.038.727
861077;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;25;212.350.627.038.727
861077;1;5;1;90;;1;1;2;2;2;2;2;2;2;2;14;14;;;;;;;;;2;25;212.350.627.038.727
861078;1;1;1;90;;1;1;2;2;2;2;2;2;2;1;4;7;;;;;;;;4;2;25;3.202.208.825.986
861079;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;418.528.412.162.729
861079;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;35;;;;;;;;;2;25;418.528.412.162.729
861079;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;14;7;;;;;;;;;2;25;418.528.412.162.729
861080;1;1;1;90;;1;1;2;2;2;2;2;2;1;2;7;14;;;;;;;18;;2;25;201.721.661.554.448
861080;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;21;;;;;;;;;2;25;201.721.661.554.448
861080;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;7;14;;;;;;;;;2;25;201.721.661.554.448
861081;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;418.528.412.162.729
861081;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;25;418.528.412.162.729
861081;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;25;418.528.412.162.729
861082;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;7;4;;;;;;;;;2;25;378.051.374.724.047
861082;1;2;1;90;;1;1;2;2;2;1;2;2;2;2;7;42;;;;14;;;;;2;25;378.051.374.724.047
861082;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;2;4;;;;;;;;;2;25;378.051.374.724.047
861083;1;1;1;90;;2;2;2;2;2;2;2;1;2;2;;;;;;;;7;;;2;25;309.841.387.918.809
861083;1;2;1;90;;2;1;2;2;2;2;2;1;2;2;;28;;;;;;3;;;2;25;309.841.387.918.809
861084;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;25;445.050.858.108.684
861084;1;2;1;90;;2;1;2;2;2;2;2;1;2;2;;21;;;;;;6;;;2;25;445.050.858.108.684
861084;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;8;7;;;;;;;;;2;25;445.050.858.108.684
861084;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;8;7;;;;;;;;;2;25;445.050.858.108.684
861257;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;201.721.661.554.448
861257;1;2;1;90;;1;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;2;15;201.721.661.554.448
861257;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;21;;;;;;;;;2;15;201.721.661.554.448
861258;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;15;402.350.711.481.198
861258;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;402.350.711.481.198
861258;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;15;402.350.711.481.198
861259;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;15;202.289.522.110.527
861259;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;202.289.522.110.527
861293;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;15;201.721.661.554.448
861293;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;15;201.721.661.554.448
861293;1;3;1;90;;2;1;2;2;1;1;2;2;2;2;4;28;;;14;2;;;;;2;15;201.721.661.554.448
861295;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;4;;;;;;;;;2;15;353.315.756.422.402
861295;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;28;;;;;;;;;2;15;353.315.756.422.402
861295;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;21;;;;;;;;;2;15;353.315.756.422.402
861295;1;4;1;90;;2;1;2;2;2;2;2;2;2;2;;4;;;;;;;;;2;15;353.315.756.422.402
861340;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;2;15;445.656.109.818.985
861340;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;7;28;;;;;;;;;2;15;445.656.109.818.985
861340;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;14;14;;;;;;;;;2;15;445.656.109.818.985
861340;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;14;7;;;;;;;;;2;15;445.656.109.818.985
861341;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;7;14;;;;;;;;;2;15;310.446.639.629.109
861341;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;21;;;;;;;;;2;15;310.446.639.629.109
861343;1;1;1;90;;1;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;2;15;251.884.472.435.495
861343;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;7;14;;;;;;;;;2;15;251.884.472.435.495
861343;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;6;;;;;;;;;2;15;251.884.472.435.495
861344;1;1;1;90;;1;1;2;2;2;2;2;2;2;1;7;14;;;;;;;2;2;2;15;383.894.837.169.916
861344;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;7;;;;;;;;;2;15;383.894.837.169.916
861345;1;1;1;90;;1;1;2;2;2;2;2;2;2;1;14;14;;;;;;;;4;2;15;378.220.344.889.854
861345;1;2;1;90;;1;1;2;2;2;2;2;2;2;1;21;28;;;;;;;;2;2;15;378.220.344.889.854
861345;1;3;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;15;378.220.344.889.854
861345;1;4;1;90;;1;1;2;2;2;2;2;2;2;2;7;7;;;;;;;;;2;15;378.220.344.889.854
861346;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;2;7;;;;;;;;;2;15;443.264.030.464.374
861346;1;2;1;90;;1;1;2;2;2;2;2;2;2;2;14;28;;;;;;;;;2;15;443.264.030.464.374
861831;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;15.714.015.838.638
861831;1;2;1;90;;2;1;2;1;2;2;2;2;2;2;;40;;15;;;;;;;2;50;15.714.015.838.638
861831;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;15.714.015.838.638
861831;1;4;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;50;15.714.015.838.638
861831;1;5;1;90;;2;1;2;2;2;2;2;2;2;2;;5;;;;;;;;;2;50;15.714.015.838.638
861832;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;951.586.889.299.017
861832;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;25;;;;;;;;;2;50;951.586.889.299.017
861833;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;25;;;;;;;;;2;50;618.321.037.883.212
861833;1;2;1;90;;2;2;2;2;2;2;1;2;2;2;;;;;;;3;;;;2;50;618.321.037.883.212
861834;1;1;1;90;;2;1;2;1;2;2;2;2;2;2;;14;;10;;;;;;;2;50;110.240.768.800.929
861834;1;2;1;90;;2;1;2;1;2;2;2;2;2;2;;15;;25;;;;;;;2;50;110.240.768.800.929
861836;1;1;1;90;;1;1;2;2;2;2;2;2;2;2;20;8;;;;;;;;;2;50;919.771.466.633.666
861836;1;2;1;90;;1;1;2;2;1;2;2;2;2;2;15;25;;;20;;;;;;2;50;919.771.466.633.666
861836;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;919.771.466.633.666
861837;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;14;;;;;;;;;2;50;80.937.347.140.367
861837;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;50;80.937.347.140.367
861837;1;3;1;90;;2;1;2;2;2;2;2;2;2;2;;5;;;;;;;;;2;50;80.937.347.140.367
861837;1;4;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;80.937.347.140.367
861838;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;30;;;;;;;;;2;50;875.766.806.006.533
861838;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;3;;;;;;;;;2;50;875.766.806.006.533
861838;1;3;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;875.766.806.006.533
861839;1;1;1;90;;2;1;2;1;2;2;2;2;2;2;;2;;20;;;;;;;2;50;660.578.500.732.854
861839;1;2;1;90;;2;1;2;1;2;2;2;2;2;2;;4;;40;;;;;;;2;50;660.578.500.732.854
861839;1;4;1;90;;2;1;2;1;2;2;2;2;2;2;;35;;21;;;;;;;2;50;660.578.500.732.854
861839;1;5;1;90;;2;1;2;2;2;2;2;2;2;2;;10;;;;;;;;;2;50;660.578.500.732.854
861839;1;6;1;90;;2;1;2;1;2;2;2;2;2;2;;5;;3;;;;;;;2;50;660.578.500.732.854
861839;2;1;2;90;;2;1;2;2;2;2;2;2;2;2;;5;;;;;;;;;2;50;660.578.500.732.854
861839;2;2;2;90;;2;1;2;2;2;2;2;2;2;2;;24;;;;;;;;;2;50;660.578.500.732.854
861840;1;1;1;90;;2;1;2;1;2;2;2;2;2;2;;7;;36;;;;;;;2;50;696.399.668.587.955
861840;1;2;1;90;;1;1;2;1;2;2;2;2;2;2;5;35;;50;;;;;;;2;50;696.399.668.587.955
861842;1;1;1;90;;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;50;857.245.156.315.272
861842;1;2;1;90;;1;2;2;2;2;2;2;2;2;2;4;;;;;;;;;;2;50;857.245.156.315.272
861843;1;1;1;90;;2;1;2;2;2;2;2;2;2;2;;17;;;;;;;;;2;50;84.580.661.228.789
861843;1;2;1;90;;2;1;2;2;2;2;2;2;2;2;;24;;;;;;;;;2;50;84.580.661.228.789
