DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6040,P6050,P6070,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,AREA,ESC,DPTO,fex_c_2011
846878,1,9,1,10,7,2,1,10,2004,3,4,,1,,,3,,,2,2,2,,1,0,,5,0,5,156.420.968.718.707
846882,1,1,1,10,1,1,1,4,1960,48,1,3,1,,,1,1,32000,2,1,2,,4,7,,5,7,5,101.914.284.175.499
846882,1,2,1,10,2,2,1,10,1959,48,2,3,1,,,1,5,,2,1,2,,5,11,2,5,11,5,101.914.284.175.499
846882,1,3,1,10,3,1,1,12,1982,25,3,6,1,,,1,1,36000,2,1,2,,6,3,2,5,14,5,101.914.284.175.499
846882,1,4,1,10,4,1,1,10,1989,18,3,6,1,,,1,5,,2,1,2,,5,10,1,5,10,5,101.914.284.175.499
846883,1,1,1,10,1,1,1,3,1940,68,1,3,1,,,1,2,56000,2,1,2,,4,7,,5,7,5,997.129.479.841.315
846883,1,2,1,10,2,2,1,9,1944,63,2,3,1,,,1,5,,2,1,2,,3,5,,5,5,5,997.129.479.841.315
846883,1,3,1,10,3,1,1,8,1989,19,5,4,2,1,1,,,,2,1,2,,5,11,2,5,11,5,997.129.479.841.315
846883,1,4,1,10,2,2,1,11,1997,10,4,6,1,,,1,5,,2,1,1,1,3,4,,5,4,5,997.129.479.841.315
846885,1,1,1,10,1,2,1,12,1930,77,1,5,1,,,1,2,56000,2,1,2,,3,2,,5,2,5,645.551.629.978.147
846885,1,2,1,10,2,2,1,8,1929,79,5,5,1,,,3,,,2,1,2,,3,2,,5,2,5,645.551.629.978.147
846885,1,3,1,10,3,2,1,11,1937,70,5,5,1,,,3,,,2,1,2,,3,2,,5,2,5,645.551.629.978.147
846885,1,4,1,10,4,1,1,2,1987,21,5,6,1,,,1,5,,2,1,1,1,6,4,2,5,15,5,645.551.629.978.147
846886,1,1,1,10,1,1,1,1,1964,44,1,4,1,,,1,1,28000,2,1,2,,6,1,3,5,12,5,895.285.598.973.072
846887,1,1,1,10,1,1,1,9,1943,64,1,6,1,,,1,4,,2,1,2,,6,5,4,5,16,5,106.477.138.521.108
846887,1,2,1,10,2,1,1,5,1977,31,9,6,1,,,1,4,,2,1,1,1,6,3,4,5,14,5,106.477.138.521.108
846888,1,1,1,10,1,2,1,1,1936,72,1,6,1,,,1,2,110000,2,1,2,,5,11,2,5,11,5,759.938.895.059.197
846889,1,1,1,10,1,1,1,12,1929,78,1,3,1,,,1,2,57700,2,1,2,,1,0,,5,0,5,929.424.681.297.202
846889,1,2,1,10,2,2,1,12,1942,65,2,3,1,,,1,5,,2,1,2,,3,4,,5,4,5,929.424.681.297.202
846892,1,1,1,10,1,1,1,3,1981,27,1,2,1,,,1,1,20000,2,1,2,,6,5,4,5,16,5,853.772.805.781.848
846892,1,2,1,10,2,2,1,6,1983,25,2,2,2,1,1,,,,2,1,1,1,6,4,2,5,15,5,853.772.805.781.848
846892,1,3,1,10,1,1,1,6,2006,2,3,,1,,,1,5,,2,,,,,,,5,,5,853.772.805.781.848
846892,1,4,1,10,4,1,1,7,1984,24,5,6,1,,,1,5,,2,1,2,,6,1,3,5,12,5,853.772.805.781.848
846894,1,1,1,10,1,2,1,6,1926,82,1,4,1,,,1,2,57700,2,1,2,,3,2,,5,2,5,695.382.822.549.136
846894,1,2,1,10,2,2,1,7,1950,58,3,6,1,,,3,,,2,1,2,,3,5,,5,5,5,695.382.822.549.136
846895,1,1,1,10,1,2,1,11,1948,59,1,4,1,,,3,,,2,1,2,,4,8,,5,8,5,759.938.895.059.197
846898,1,1,1,10,1,1,1,10,1971,36,1,3,1,,,1,1,32000,2,1,2,,6,2,3,5,13,5,974.633.535.177.691
846898,1,2,1,10,2,2,1,2,1970,38,2,3,1,,,1,5,,2,1,2,,1,0,,5,0,5,974.633.535.177.691
846900,1,1,1,10,1,2,1,9,1955,53,1,4,1,,,3,,,2,1,2,,3,5,,5,5,5,750.756.095.141.549
846900,1,2,1,10,2,2,1,10,1979,28,3,2,1,,,3,,,2,1,2,,5,11,2,5,11,5,750.756.095.141.549
846900,1,3,1,10,3,1,1,4,1973,35,5,2,1,,,1,1,19000,2,1,2,,5,11,2,5,11,5,750.756.095.141.549
846900,1,4,1,10,3,2,1,11,1996,11,4,6,1,,,1,5,,2,1,1,1,4,0,,5,5,5,750.756.095.141.549
846900,1,5,1,10,3,2,1,10,1998,9,4,,1,,,1,5,,2,1,1,1,3,3,,5,3,5,750.756.095.141.549
846900,1,6,1,10,6,2,1,8,1960,48,5,4,1,,,3,,,2,1,2,,3,3,,5,3,5,750.756.095.141.549
846900,1,7,1,10,7,2,1,12,1988,19,5,4,1,,,3,,,2,1,2,,5,11,2,5,11,5,750.756.095.141.549
846900,1,8,1,10,1,2,1,11,1993,14,5,6,2,1,1,,,,2,1,1,1,4,7,,5,7,5,750.756.095.141.549
846903,1,1,1,10,1,1,1,3,1969,39,1,2,1,,,1,1,19000,2,1,2,,3,5,,5,5,5,793.504.154.841.066
846903,1,2,1,10,2,2,1,12,1988,19,2,2,1,,,1,5,,1,1,2,,3,3,,5,3,5,793.504.154.841.066
846903,1,3,1,10,2,1,1,2,2004,4,3,,1,,,1,5,,2,2,2,,1,0,,5,0,5,793.504.154.841.066
846904,1,1,1,10,1,1,1,7,1955,53,1,3,1,,,3,,,2,1,2,,3,4,,5,4,5,853.772.805.781.848
846904,1,2,1,10,2,2,1,5,1956,52,2,3,1,,,3,,,2,1,2,,3,1,,5,1,5,853.772.805.781.848
846904,1,3,1,10,3,1,1,12,1988,19,3,6,1,,,1,1,24000,2,1,2,,5,11,2,5,11,5,853.772.805.781.848
846904,1,4,1,10,1,1,1,1,1998,10,3,6,1,,,3,,,2,1,1,1,3,3,,5,3,5,853.772.805.781.848
846907,1,1,1,10,1,1,1,11,1960,47,1,3,1,,,1,3,57700,2,1,2,,5,11,2,5,11,5,656.000.083.474.464
846907,1,2,1,10,2,2,1,11,1961,46,2,3,1,,,1,5,,2,1,2,,5,11,2,5,11,5,656.000.083.474.464
846907,1,3,1,10,3,2,1,12,1986,21,3,6,1,,,3,,,2,1,2,,6,1,3,5,12,5,656.000.083.474.464
846907,1,4,1,10,2,2,1,9,1989,19,3,6,1,,,1,5,,2,1,1,1,6,0,2,5,11,5,656.000.083.474.464
846907,1,5,1,10,2,1,1,1,1992,16,3,6,1,,,1,5,,2,1,1,1,4,7,,5,7,5,656.000.083.474.464
846909,1,1,1,10,1,1,1,10,1930,77,1,3,1,,,1,2,57200,2,1,2,,3,2,,5,2,5,100.021.531.270.102
846909,1,2,1,10,2,2,1,10,1939,68,2,3,1,,,1,5,,2,1,2,,3,2,,5,2,5,100.021.531.270.102
846909,1,3,1,10,3,1,1,3,1970,38,3,6,1,,,3,,,2,1,2,,4,7,,5,7,5,100.021.531.270.102
846910,1,1,1,10,1,1,1,12,1954,53,1,3,1,,,1,5,,2,1,2,,4,9,,5,9,5,825.210.294.059.698
846910,1,2,1,10,2,2,1,5,1955,53,2,3,1,,,1,5,,2,1,2,,4,9,,5,9,5,825.210.294.059.698
846910,1,3,1,10,3,2,1,12,1979,28,3,4,1,,,1,5,,2,1,1,1,4,9,,5,9,5,825.210.294.059.698
846910,1,4,1,10,3,2,1,9,1996,12,4,6,1,,,1,5,,2,1,1,1,3,4,,5,4,5,825.210.294.059.698
846910,1,5,1,10,3,2,1,6,1999,9,4,,1,,,1,5,,2,1,1,1,3,2,,5,2,5,825.210.294.059.698
846913,1,1,1,10,1,1,1,1,1957,51,1,3,1,,,1,1,19000,2,1,2,,4,9,,5,9,5,795.952.993.526.964
846913,1,2,1,10,2,2,1,11,1972,35,2,2,1,,,1,5,,2,1,2,,3,4,,5,4,5,795.952.993.526.964
846913,1,3,1,10,2,2,1,1,1994,14,3,6,1,,,1,5,,2,1,1,1,4,8,,5,8,5,795.952.993.526.964
846913,1,4,1,10,2,1,1,3,2002,6,3,,1,,,1,5,,2,1,1,1,3,0,,5,0,5,795.952.993.526.964
846913,1,5,1,10,2,1,1,2,2008,0,3,,1,,,1,5,,2,,,,,,,5,,5,795.952.993.526.964
846914,1,1,1,10,1,1,1,12,1955,52,1,3,1,,,1,1,19000,2,1,2,,4,7,,5,7,5,755.851.472.287.594
846914,1,2,1,10,2,2,1,3,1958,50,2,2,1,,,1,5,,2,1,2,,4,9,,5,9,5,755.851.472.287.594
846914,1,3,1,10,2,2,1,3,1988,20,3,6,1,,,1,1,46000,2,1,2,,6,1,3,5,12,5,755.851.472.287.594
846914,1,4,1,10,2,1,1,7,1996,12,3,6,1,,,1,5,,2,1,1,1,4,0,,5,5,5,755.851.472.287.594
846915,1,1,1,10,1,2,1,12,1957,50,1,4,1,,,1,5,,2,1,2,,4,9,,5,9,5,768.696.683.068.746
846915,1,2,1,10,2,2,1,4,1981,27,3,6,1,,,1,1,26000,2,1,2,,6,1,3,5,12,5,768.696.683.068.746
846915,1,3,1,10,3,2,1,5,1937,71,5,6,1,,,1,2,57700,2,1,2,,1,0,,5,0,5,768.696.683.068.746
846916,1,1,1,10,1,1,1,7,1980,28,1,3,1,,,1,1,28000,2,1,2,,6,1,3,5,12,5,923.131.627.553.952
846916,1,2,1,10,2,2,1,6,1983,25,2,3,1,,,1,5,,2,1,2,,4,6,,5,6,5,923.131.627.553.952
846916,1,3,1,10,2,2,1,5,2004,4,3,,1,,,1,5,,2,2,2,,1,0,,5,0,5,923.131.627.553.952
846916,1,4,1,10,2,1,1,7,2006,2,3,,1,,,1,5,,2,,,,,,,5,,5,923.131.627.553.952
846916,1,5,1,10,5,2,1,6,1956,52,5,6,1,,,1,1,19000,2,1,2,,3,5,,5,5,5,923.131.627.553.952
846917,1,1,1,10,1,2,1,5,1960,48,1,4,2,1,9,,,,2,1,2,,3,5,,5,5,5,811.741.229.223.601
846917,1,2,1,10,2,1,1,1,1987,21,3,6,2,1,1,,,,2,1,2,,3,3,,5,3,5,811.741.229.223.601
846917,1,3,1,10,1,1,1,1,1996,12,3,6,1,,,3,,,2,1,1,1,4,0,,5,5,5,811.741.229.223.601
846917,1,4,1,10,4,1,1,2,1955,53,5,6,1,,,3,,,2,1,2,,3,5,,5,5,5,811.741.229.223.601
846919,1,1,1,10,1,1,1,8,1971,37,1,3,1,,,1,5,,2,1,2,,5,11,2,5,11,5,96.543.877.976.497
846919,1,2,1,10,2,2,1,10,1977,30,2,3,1,,,1,3,57700,2,1,2,,6,1,3,5,12,5,96.543.877.976.497
846919,1,3,1,10,2,2,1,1,1994,14,3,6,1,,,1,5,,2,1,1,1,4,8,,5,8,5,96.543.877.976.497
846919,1,4,1,10,2,1,1,7,1998,10,3,6,1,,,1,5,,2,1,1,1,3,3,,5,3,5,96.543.877.976.497
846919,1,5,1,10,2,1,1,10,2001,6,3,,1,,,1,5,,2,1,1,1,3,1,,5,1,5,96.543.877.976.497
846919,1,6,1,10,6,1,1,1,1942,66,5,4,1,,,1,5,,2,1,2,,3,2,,5,2,5,96.543.877.976.497
846921,1,1,1,10,1,2,1,8,1955,53,1,4,1,,,1,5,,2,2,2,,1,0,,5,0,5,954.522.118.245.178
846921,1,2,1,10,2,1,1,3,1977,31,3,6,1,,,1,1,24000,2,1,2,,5,11,2,5,11,5,954.522.118.245.178
846921,1,3,1,10,3,1,1,11,1984,23,3,6,1,,,3,,,2,1,2,,4,7,,5,7,5,954.522.118.245.178
846921,1,4,1,10,4,2,1,1,1980,28,3,4,1,,,1,1,19000,2,1,2,,5,11,2,5,11,5,954.522.118.245.178
846921,1,5,1,10,4,2,1,5,2003,5,4,,1,,,1,5,,2,2,2,,1,0,,5,0,5,954.522.118.245.178
846924,1,1,1,10,1,1,1,3,1968,40,1,3,1,,,1,1,24000,2,1,2,,5,11,2,5,11,5,756.198.638.263.236
846924,1,2,1,10,2,2,1,4,1971,37,2,3,1,,,1,1,19000,2,1,2,,4,7,,5,7,5,756.198.638.263.236
846924,1,3,1,10,2,2,1,5,1989,19,3,6,1,,,3,,,2,1,1,1,6,0,2,5,11,5,756.198.638.263.236
846924,1,4,1,10,2,2,1,8,1991,17,3,6,1,,,1,5,,2,1,1,1,4,8,,5,8,5,756.198.638.263.236
846924,1,5,1,10,2,1,1,10,1996,11,3,6,1,,,1,5,,2,1,1,1,3,3,,5,3,5,756.198.638.263.236
846925,1,1,1,10,1,2,1,3,1980,28,1,4,1,,,1,5,,2,1,2,,6,1,2,5,12,5,966.253.171.919.209
846925,1,2,1,10,1,2,1,1,1997,11,3,6,1,,,1,5,,2,1,1,1,4,0,,5,5,5,966.253.171.919.209
846925,1,3,1,10,1,2,1,1,1997,11,3,6,1,,,1,5,,2,1,1,1,4,0,,5,5,5,966.253.171.919.209
846925,1,4,1,10,1,2,1,7,2008,0,3,,1,,,1,5,,2,,,,,,,5,,5,966.253.171.919.209
846927,1,1,1,10,1,2,1,7,1962,46,1,4,1,,,1,5,,2,1,2,,3,5,,5,5,5,546.477.880.387.096
846927,1,2,1,10,2,2,1,6,1989,19,3,6,2,1,5,,,,1,1,2,,5,11,2,5,11,5,546.477.880.387.096
846927,1,3,1,10,1,2,1,8,1992,16,3,6,1,,,2,5,,2,1,1,1,4,7,,5,7,5,546.477.880.387.096
846927,1,4,1,10,4,2,1,3,1986,22,3,4,1,,,1,1,19000,2,1,2,,5,11,2,5,11,5,546.477.880.387.096
846927,1,5,1,10,1,1,1,4,2002,6,4,,1,,,1,5,,2,1,1,1,2,0,,5,0,5,546.477.880.387.096
846927,1,6,1,10,2,2,1,8,2004,4,4,,1,,,1,5,,2,2,2,,1,0,,5,0,5,546.477.880.387.096
846927,1,7,1,10,2,1,1,9,2008,0,4,,1,,,1,5,,2,,,,,,,5,,5,546.477.880.387.096
846930,1,1,1,10,1,1,1,12,1955,52,1,3,1,,,1,1,19000,2,1,2,,3,5,,5,5,5,797.888.064.068.007
846930,1,2,1,10,2,2,1,1,1957,51,2,3,1,,,1,5,,2,1,2,,6,1,3,5,12,5,797.888.064.068.007
846930,1,3,1,10,3,2,1,3,1985,23,3,6,1,,,1,1,28000,2,1,2,,6,2,3,5,13,5,797.888.064.068.007
846930,1,4,1,10,2,2,1,7,2007,1,4,,1,,,1,5,,2,,,,,,,5,,5,797.888.064.068.007
846930,1,5,1,10,2,1,1,7,1993,15,3,6,1,,,1,5,,2,1,1,1,4,8,,5,8,5,797.888.064.068.007
846930,1,6,1,10,2,2,1,3,1999,9,3,,1,,,1,5,,2,1,1,1,3,3,,5,3,5,797.888.064.068.007
846932,1,1,1,10,1,1,1,5,1945,63,1,2,1,,,1,2,57700,2,1,2,,3,5,,5,5,5,929.424.681.297.202
846932,1,2,1,10,2,2,1,1,1950,58,2,2,1,,,1,2,60000,2,2,2,,1,0,,5,0,5,929.424.681.297.202
846933,1,1,1,10,1,1,1,5,1958,50,1,2,1,,,1,5,,2,1,2,,4,9,,5,9,5,753.921.416.968.718
846933,1,2,1,10,2,2,1,10,1963,44,2,2,1,,,1,1,19000,2,1,2,,4,9,,5,9,5,753.921.416.968.718
846933,1,3,1,10,2,1,1,9,1992,15,3,6,1,,,1,5,,1,1,1,1,4,7,,5,7,5,753.921.416.968.718
846933,1,4,1,10,2,2,1,11,1994,13,3,6,1,,,1,5,,2,1,1,1,4,6,,5,6,5,753.921.416.968.718
846933,1,5,1,10,2,1,1,4,1998,10,3,6,1,,,1,5,,2,1,1,1,3,4,,5,4,5,753.921.416.968.718
846935,1,1,1,10,1,2,1,4,1960,48,1,6,1,,,3,,,2,1,2,,3,5,,5,5,5,888.080.321.506.266
846937,1,1,1,10,1,1,1,6,1970,38,1,2,1,,,3,,,2,1,2,,3,5,,5,5,5,77.041.169.427.449
846937,1,2,1,10,2,2,1,3,1971,37,2,2,1,,,1,4,,2,1,1,1,4,8,,5,8,5,77.041.169.427.449
846937,1,3,1,10,2,2,1,8,1991,17,3,6,1,,,3,,,2,1,1,1,5,11,1,5,11,5,77.041.169.427.449
846937,1,4,1,10,2,2,1,10,1993,14,3,6,1,,,3,,,2,1,1,1,4,8,,5,8,5,77.041.169.427.449
846937,1,5,1,10,2,2,1,1,1997,11,3,6,1,,,3,,,2,1,1,1,4,0,,5,5,5,77.041.169.427.449
846937,1,6,1,10,2,1,1,2,2000,8,3,,1,,,3,,,2,1,1,1,3,1,,5,1,5,77.041.169.427.449
846939,1,1,1,10,1,1,1,3,1942,66,1,6,1,,,3,,,2,1,2,,3,4,,5,4,5,106.498.079.905.172
846941,1,1,1,10,1,2,1,11,1969,38,1,4,1,,,3,,,2,1,2,,3,5,,5,5,5,805.930.525.587.116
846941,1,2,1,10,2,1,1,10,1984,23,3,6,1,,,3,,,2,1,2,,5,11,2,5,11,5,805.930.525.587.116
846941,1,3,1,10,1,2,1,11,1998,9,3,,1,,,1,5,,2,1,1,1,3,1,,5,1,5,805.930.525.587.116
846943,1,1,1,10,1,1,1,5,1946,62,1,2,1,,,1,2,57700,2,1,2,,4,9,,5,9,5,981.227.015.461.607
846943,1,2,1,10,2,2,1,8,1956,52,2,3,1,,,1,3,56000,2,1,2,,3,5,,5,5,5,981.227.015.461.607
846943,1,3,1,10,3,1,1,2,1979,29,3,6,1,,,1,1,20000,2,1,2,,5,11,2,5,11,5,981.227.015.461.607
846943,1,4,1,10,4,1,1,3,1986,22,3,6,2,1,8,,,,2,1,2,,5,11,2,5,11,5,981.227.015.461.607
846943,1,5,1,10,5,1,1,11,1989,18,5,6,1,,,3,,,2,1,2,,5,11,2,5,11,5,981.227.015.461.607
846945,1,1,1,10,1,2,1,12,1977,30,1,4,1,,,1,5,,1,1,2,,5,10,1,5,10,5,750.040.768.651.109
846945,1,2,1,10,1,2,1,1,1993,15,3,6,1,,,1,5,,2,1,1,1,5,10,1,5,10,5,750.040.768.651.109
846945,1,3,1,10,1,2,1,5,2000,8,3,,1,,,1,5,,2,1,1,1,3,2,,5,2,5,750.040.768.651.109
846947,1,1,1,10,1,1,1,10,1957,50,1,3,1,,,3,,,2,1,2,,3,5,,5,5,5,670.700.959.144.594
846947,1,2,1,10,2,2,1,11,1960,47,2,3,1,,,3,,,2,1,2,,3,5,,5,5,5,670.700.959.144.594
846947,1,3,1,10,2,2,1,8,1993,15,3,6,1,,,3,,,2,1,1,1,4,7,,5,7,5,670.700.959.144.594
846947,1,4,1,10,4,2,1,4,1935,73,5,5,1,,,3,,,2,1,2,,3,5,,5,5,5,670.700.959.144.594
846947,1,5,1,10,5,2,1,5,1946,62,5,5,1,,,3,,,2,1,2,,4,8,,5,8,5,670.700.959.144.594
846949,1,1,1,10,1,1,1,3,1942,66,1,2,1,,,1,5,,2,1,2,,3,3,,5,3,5,102.050.274.704.284
846949,1,2,1,10,2,2,1,2,1974,34,2,2,1,,,1,1,19000,2,1,2,,3,5,,5,5,5,102.050.274.704.284
