DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4610031;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;1;9; ; ; ; ; ; ;05;2;1;05;845,583929548881
4610031;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;845,583929548881
4610032;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;706,562785740757
4610032;1;2;1;50;05;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;05; ;1;05;706,562785740757
4610033;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1032,62561662786
4610033;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1032,62561662786
4610033;1;3;1;50;05;1; ; ;3;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1032,62561662786
4610034;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1158,87018241809
4610035;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1158,87018241809
4610036;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610036;1;2;1;50;05;1; ; ;1;6;MONTAR BICICLETA Y CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610036;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610036;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610036;1;5;1;50;05;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610036;1;6;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;872,149601153187
4610037;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1173,87795092057
4610038;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1425,60597519478
4610038;1;2;1;50;05;1;1; ;2;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1425,60597519478
4610038;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1425,60597519478
4610038;2;2;2;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1425,60597519478
4610038;2;3;2;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1425,60597519478
4610038;3;1;3;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1425,60597519478
4610039;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;845,583929548881
4610039;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;845,583929548881
4610039;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;845,583929548881
4610040;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1096,25533260929
4610040;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1096,25533260929
4610041;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1112,04618735726
4610041;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1112,04618735726
4610041;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1112,04618735726
4610042;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1023,31159815956
4610042;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1023,31159815956
4610043;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1173,87795092057
4610044;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1256,91879008409
4610044;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1256,91879008409
4610044;1;3;1;50;05;1;2; ;3;6;VER TELEVISOR;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1256,91879008409
4610046;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1318,5758057962
4610046;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1318,5758057962
4610048;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1192,50598785717
4610048;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1192,50598785717
4610048;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1192,50598785717
4610049;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1173,87795092057
4610050;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1294,07457367986
4610051;1;1;1;50;05;1; ; ;1;6;VER TELEVISOR;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;710,025345290349
4610051;1;2;1;50;05;1; ; ;2;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;05; ;1;05;710,025345290349
4610051;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;710,025345290349
4610051;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;710,025345290349
4610052;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1094,28263233997
4610052;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1094,28263233997
4610053;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1158,87018241809
4610054;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1144,77836521155
4610054;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1144,77836521155
4610054;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;05;2;1;05;1144,77836521155
4610054;1;4;1;50;05;1;1; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1144,77836521155
4610054;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;1;9; ; ; ; ; ; ;05;2;1;05;1144,77836521155
4610054;1;6;1;50;05;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1144,77836521155
4610055;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;986,661515990392
4610055;1;2;1;50;05;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;986,661515990392
4610056;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1235,88011751734
4610056;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1235,88011751734
4610056;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1235,88011751734
4610056;1;5;1;50;05;1;2; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1235,88011751734
4610057;1;1;1;50;05;1; ; ;1;6;EN CASA ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1038,31936666204
4610057;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1038,31936666204
4610058;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;9; ; ; ; ; ; ;05;2;1;05;1012,93896426382
4610058;1;2;1;50;05;1; ; ;2;6;VAGAR;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;1012,93896426382
4610058;1;3;1;50;05;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1012,93896426382
4610058;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1012,93896426382
4610059;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;612,608245385821
4610059;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;612,608245385821
4610059;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;612,608245385821
4610059;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;612,608245385821
4610059;1;7;1;50;05;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05; ;1;05;612,608245385821
4610060;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;2;1;05;1137,83150985134
4610060;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;05;2;1;05;1137,83150985134
4610061;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1232,41755796775
4610061;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1232,41755796775
4610062;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05; ;1;05;1266,23280855239
4610062;1;2;1;50;05;1;3; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;05; ;1;05;1266,23280855239
