Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Clase;Mes;p1661s1;p1661s1a1;p1661s2;p1661s2a1;p1661s3;p1661s3a1;p1661s4;p1661s4a1;Dpto;Fex_c_2011;P1661S4A2
4044251;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000;400000;2;1;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;155,265444677949; 
4044252;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;261,536083736248; 
4044252;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;261,536083736248; 
4044253;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;247,497104250002; 
4044253;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;700000; ;2;2;2; ;2; ; ;1;700000; ; ; ;2;04;1;700000; ; ; ; ; ; ;18;247,497104250002; 
4044253;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;247,497104250002; 
4044253;1;6;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;560000; ;2;2;2; ;2; ; ;1;560000; ; ; ;2;04; ; ; ; ;1;560000; ; ;18;247,497104250002; 
4044254;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;265,379522447228; 
4044254;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;265,379522447228; 
4044254;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;265,379522447228; 
4044255;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;189,578856522081; 
4044255;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;189,578856522081; 
4044255;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;189,578856522081; 
4044256;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;154,998557643157; 
4044256;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;700000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;154,998557643157; 
4044257;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;750000; ;2;2;2; ;2; ; ;1;750000; ; ; ;2;04; ; ; ; ;1;750000; ; ;18;431,463221496069; 
4044257;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;431,463221496069; 
4044257;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;431,463221496069; 
4044257;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;431,463221496069; 
4044258;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;313,840553997292; 
4044259;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;333,062588101648; 
4044259;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;333,062588101648; 
4044259;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;333,062588101648; 
4044260;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;334,054419885162; 
4044260;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;700000; ;2;2;2; ;2; ; ;1;700000; ; ; ;2;04;1;700000; ; ; ; ; ; ;18;334,054419885162; 
4044260;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;50000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;334,054419885162; 
4044261;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1700000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;489,713242640853; 
4044261;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;489,713242640853; 
4044262;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;189,470216302394; 
4044262;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;180000; ;2;2;2; ;2; ; ;1;180000; ; ; ;2;04;1;180000; ; ; ; ; ; ;18;189,470216302394; 
4044262;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;189,470216302394; 
4044263;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;480000; ;2;2;2; ;2; ; ;1;480000; ; ; ;2;04; ; ; ; ;1;480000; ; ;18;244,164016389799; 
4044263;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;240000; ;2;2;2; ;2; ; ;1;240000; ; ; ;2;04; ; ; ; ;1;240000; ; ;18;244,164016389799; 
4044263;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;244,164016389799; 
4044264;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044264;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044264;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044265;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;577,867577176037; 
4044265;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;500000; ;2;2;2; ;2; ; ;1;500000; ; ; ;2;04;1;500000; ; ; ; ; ; ;18;577,867577176037; 
4044265;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;577,867577176037; 
4044265;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;577,867577176037; 
4044266;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;283,678741941004; 
4044266;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;690000; ;2;2;2; ;2; ; ;1;690000; ; ; ;2;04;1;690000; ; ; ; ; ; ;18;283,678741941004; 
4044266;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;283,678741941004; 
4044266;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;283,678741941004; 
4044267;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044267;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044267;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;347,409728664759; 
4044268;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;780000;1500000;2;1;2; ;2; ; ;1;780000; ; ; ;2;04; ; ; ; ;1;780000; ; ;18;240,320577678819; 
4044268;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;240,320577678819; 
4044269;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;240,211937459133; 
4044269;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;240,211937459133; 
4044270;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;317,992153785136; 
4044270;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;760000; ;2;2;2; ;2; ; ;1;760000; ; ; ;2;04;1;760000; ; ; ; ; ; ;18;317,992153785136; 
4044270;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;317,992153785136; 
4044270;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;317,992153785136; 
4044271;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;263,098832840553; 
4044271;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;263,098832840553; 
4044272;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;320,417151030004; 
4044272;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;320,417151030004; 
4044272;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;320,417151030004; 
4044272;1;4;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;630000;4800000;2;1;2; ;2; ; ;1;630000; ; ; ;2;04;1;630000; ; ; ; ; ; ;18;320,417151030004; 
4044272;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;320,417151030004; 
4044273;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;1451,57259826255; 
4044273;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;1451,57259826255; 
4044274;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1837,3195908049; 
4044274;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1837,3195908049; 
4044275;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;3190,6260730094; 
4044275;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;3190,6260730094; 
4044275;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;3190,6260730094; 
4044276;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1451,57259826255; 
4044276;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;750000;500000;2;1;2; ;2; ; ;1;750000; ; ; ;2;04; ; ; ; ;1;750000; ; ;18;1451,57259826255; 
4044277;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1846,75883150446; 
4044277;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1846,75883150446; 
4044278;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;2099,06345323344; 
4044278;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;2099,06345323344; 
4044278;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;300000; ;2;2;2; ;2; ; ;1;300000; ; ; ;2;04;1;300000; ; ; ; ; ; ;18;2099,06345323344; 
4044279;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;961,041694798966; 
4044279;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000;1100000;2;1;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;961,041694798966; 
4044279;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;961,041694798966; 
4044279;1;4;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;18;961,041694798966; 
4044280;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;350000; ;2;2;2; ;2; ; ;1;35000; ; ; ;2;04; ; ; ; ;1;350000; ; ;18;1474,78754876677; 
4044280;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1474,78754876677; 
4044280;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1474,78754876677; 
4044281;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;936,2147062817; 
4044281;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;936,2147062817; 
4044282;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1791,9195877405; 
4044282;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;800000; ;2;2;2; ;2; ; ;1;800000; ; ; ;2;04;1;800000; ; ; ; ; ; ;18;1791,9195877405; 
4044282;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1791,9195877405; 
4044282;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;18;1791,9195877405; 
4046892;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;780000;4800000;2;1;2; ;2; ; ;1;780000; ; ; ;2;04; ; ; ; ;1;780000; ; ;23;3084,13672044867; 
4046893;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;480000;4800000;2;1;2; ;2; ; ;1;480000; ; ; ;2;04;1;480000; ; ; ; ; ; ;23;3737,36374289943; 
4046894;1;1;1;95;1;2;1; ;689454; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;5707,38575712193; 
4046895;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4998,75397008106; 
4046895;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;800000; ;2;2;2; ;2; ; ;1;800000; ; ; ;2;04;1;800000; ; ; ; ; ; ;23;4998,75397008106; 
4046895;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4998,75397008106; 
4046895;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4998,75397008106; 
4046895;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4998,75397008106; 
4046896;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4306,7234696887; 
4046896;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4306,7234696887; 
4046896;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4306,7234696887; 
4046897;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;7011,37612070019; 
4046897;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;7011,37612070019; 
4046897;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;7011,37612070019; 
4046897;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;7011,37612070019; 
4046897;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;7011,37612070019; 
4046898;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;780000;3600000;2;1;2; ;2; ; ;1;780000; ; ; ;2;04; ; ; ; ;1;780000; ; ;23;3624,79774438981; 
4046898;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3624,79774438981; 
4046899;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2512,73001591152; 
4046899;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2512,73001591152; 
4046899;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2512,73001591152; 
4046902;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3341,86192654359; 
4046902;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3341,86192654359; 
4046902;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3341,86192654359; 
4046903;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3766,06244574755; 
4046903;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3766,06244574755; 
4046904;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4965,19252967279; 
4046904;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4965,19252967279; 
4046904;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;4965,19252967279; 
4046905;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3983,55026632355; 
4046905;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3983,55026632355; 
4046906;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3923,60052173313; 
4046906;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04; ; ; ; ;1;900000; ; ;23;3923,60052173313; 
4046906;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3923,60052173313; 
4046906;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3923,60052173313; 
4046906;1;5;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1300000; ;2;2;2; ;2; ; ;1;1300000; ; ; ;2;04;1;1300000; ; ; ; ; ; ;23;3923,60052173313; 
4046906;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;3923,60052173313; 
4046907;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2908,71614548887; 
4046907;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2908,71614548887; 
4046907;1;6;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;780000; ;2;2;2; ;2; ; ;1;780000; ; ; ;2;04; ; ; ; ;1;780000; ; ;23;2908,71614548887; 
4046908;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;5707,38575712193; 
4046909;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;780000;6000000;2;1;2; ;2; ; ;1;780000; ; ; ;2;04; ; ; ; ;1;780000; ; ;23;6482,63307940303; 
4046909;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;6482,63307940303; 
4046909;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;6482,63307940303; 
4046909;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;6482,63307940303; 
4046910;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2512,73001591152; 
4046910;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2512,73001591152; 
4046911;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2218,66905001999; 
4046911;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2; ; ; ; ; ; ; ;2;04; ; ; ; ; ; ; ; ;23;2218,66905001999; 
