Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
4070535;1;3;2;2;1;5;5;5;5;4; ; ; ;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;05;08;2230,97486328965
4070537;1;3;1;2;1;4;1;4;4;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;08;2041,24440363443
4070538;1;3;1;2;1;4;1;5;5;4; ; ; ;70000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;08;1098,5247252633
4070539;1;1;1;2;1;4;4;5;5;4; ; ; ;98; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;1;1;1;1;1;2;2;2; ;1;2;01;2;05;08;1420,60560612616
4070540;1;3;2;2;1;4;3;5;5;4; ; ; ;120000; ;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;08;1098,5247252633
4070541;1;4;3;2;1;4;1;5;5;4; ; ; ;100000; ;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;08;2344,22266356789
4070543;1;3;2;2;1;4;3;5;5;4; ; ; ;80000; ;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1; ;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;08;2314,91155861169
4070544;1;4;1;2;1;4;1;1;1;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;08;2449,72282505216
4070545;1;3;1;2;1;4;3;5;5;4; ; ; ;60000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;08;1374,70895228352
4070546;1;3;2;2;1;4;4;5;5;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;05;08;996,631312875347
4070547;1;2;1;2;1;5;3;5;5;4; ; ; ;150000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;08;1591,72161966397
4070548;1;1;1;6; ;4;9;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;8;1;2; ;2;2;2; ;2; ;01;2;05;08;1696,78983314638
4070549;1;5;1;2;1;4;3;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;08;1374,70895228352
4070550;1;2;1;2;1;4;4;5;5;1; ; ;100000000;300000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;08;1295,24882705965
4070551;1;2;1;6; ;4;4;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;08;1374,70895228352
4070552;1;2;1;2;1;3;5;5;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;08;1374,70895228352
4070553;1;4;2;2;1;4;9;5;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;08;2371,50487129312
4070554;1;1;1;6; ;3;4;5;5;1; ; ;130000000;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;08;1374,70895228352
4070560;1;3;1;6; ;4;4;1;5;1; ; ;98;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;5;2;2; ;2;2;2; ;2; ;01;2;05;15;1553,20405814078
4070561;1;2;1;6; ;4;6;1;5;1; ; ;1500000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;1277,71432120734
4070562;1;4;2;3;1;4;4;1;5;1; ; ;98;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;2888,24922192856
4070563;1;3;2;6; ;4;4;1;5;1; ; ;20000000;500000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;5;2;2; ;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070564;1;3;2;6; ;4;6;1;5;1; ; ;5000000;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070565;1;3;2;6; ;4;6;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070566;1;2;1;6; ;5;4;1;5;1; ; ;2000000;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070588;1;4;2;3;1;4;4;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;2;2; ;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070589;1;3;2;2;1;4;4;1;5;1; ; ;30000000;120000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;15;2711,66959263264
4070590;1;3;2;3;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;5;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;15;1004,56610786271
4070591;1;3;2;2;1;4;6;1;5;1; ; ;98;180000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070592;1;2;2;2;1;4;6;1;5;1; ; ;500000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;1;5;2;2; ;2;2;2; ;2; ;01;2;05;15;735,508888744541
4070593;1;2;1;6; ;4;5;1;5;1; ; ;1000000;120000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;2;1;2; ;2;2;2; ;2; ;01;2;05;15;1386,79376838384
4070594;1;3;2;2;1;4;6;1;5;1; ; ;2000000;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;4;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070597;1;3;2;2;1;4;4;1;5;1; ; ;98;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070598;1;3;3;2;1;4;6;1;5;1; ; ;98;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;6;1;1;2;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070599;1;4;2;3;1;4;4;1;5;1; ; ;98;60000; ;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;05;15;2888,24922192856
4070600;1;2;2;2;1;4;6;1;5;1; ; ;98;120000; ;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;05;15;2526,5805282813
4070601;1;4;3;6; ;4;6;1;5;1; ; ;98;120000; ;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070602;1;4;3;2;1;4;6;1;5;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;7;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;2555,74279683071
4070603;1;4;1;2;1;4;4;1;5;1; ; ;98;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070604;1;1;1;2;1;4;6;1;4;4; ; ; ;50000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;1; ;3;2; ;1;1;1;4;1;0;2;2;2; ;2; ;01;2;05;15;2238,30324619625
4070605;1;3;3;2;1;4;4;1;5;1; ; ;5000000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070606;1;3;1;3;1;4;6;1;5;1; ; ;2000000;60000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070607;1;4;1;6; ;4;4;1;5;1; ; ;9000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;15;1553,20405814078
4070608;1;5;2;2;1;4;6;1;5;1; ; ;10000000;50000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;05;15;844,588335921042
4070609;1;3;1;2;1;4;4;1;5;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;5;3;1;2;2;2;2; ;2; ;01;2;05;15;2254,36251305429
4070610;1;2;2;2;1;4;6;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070612;1;3;1;3;1;4;1;1;5;1; ; ;98;98; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;15;1277,71432120734
4070613;1;2;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;15;1170,97639761965
4070614;1;5;2;2;1;3;1;1;4;1; ; ;5000000;100000; ;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;15;1858,92530083647
4070615;1;2;2;2;1;4;1;1;5;1; ; ;98;100000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;4;2; ;1;1;5;1;1;1;2;2;2; ;1;1;01;2;05;15;758,095224791191
4070616;1;6;3;3;1;4;1;1;4;1; ; ;98;200000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;05;15;722,06230548214
4070617;1;3;2;2;1;4;6;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070618;1;3;2;2;1;4;1;1;5;1; ; ;4000000;98; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;15;722,06230548214
4070620;1;2;2;6; ;4;1;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;1;5;3;2; ;2;2;2; ;1;2;01;2;05;15;1796,61328399867
4070621;1;2;2;2;1;4;1;1;5;1; ; ;98;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;5;2;1;1;2;2;2; ;1;2;01;2;05;15;820,407241628986
4070622;1;3;3;3;1;4;1;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;5;1;1;1;2;2;2; ;1;2;01;2;05;15;722,06230548214
4070623;1;4;4;3;1;4;4;1;5;1; ; ;10000000;180000; ;2;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;3; ;6;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;15;722,06230548214
4070624;1;3;3;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;5;2;1;1;2;2;2; ;1;2;01;2;05;15;722,06230548214
4070625;1;3;2;2;1;4;1;1;5;1; ; ;98;120000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;5;2;1;1;2;2;2; ;1;2;01;2;05;15;722,06230548214
4070626;1;4;2;2;1;4;4;1;5;4; ; ; ;98; ;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070627;1;3;2;6; ;4;6;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;1865,45237002508
4070628;1;3;3;6; ;4;4;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070629;1;2;1;6; ;4;6;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;2780,71874315185
4070630;1;3;1;2;1;4;4;1;5;1; ; ;98;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2; ; ;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070631;1;3;1;2;1;4;6;1;5;1; ; ;2000000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;15;820,407241628986
4070632;1;2;1;6; ;4;4;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;15;2888,24922192856
4070634;1;5;5;2;1;4;1;1;5;1; ; ;98;200000; ;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;8;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;05;15;722,06230548214
4070635;1;3;2;2;1;4;6;1;5;1; ; ;5000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2; ;6;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070636;1;3;2;2;1;4;4;1;4;1; ; ;98;130000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070637;1;4;2;3;1;4;4;1;5;1; ; ;10000000;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070638;1;2;2;2;1;4;4;1;5;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;2;05;15;924,50551454813
4070639;1;4;2;2;1;4;6;1;5;1; ; ;10000000;100000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070640;1;2;2;2;1;4;6;1;5;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;15;2614,30845339491
4070641;1;3;1;6; ;4;4;1;5;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;15;722,06230548214
4070644;1;3;2;2;1;4;1;1;4;1; ; ;30000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070647;1;4;2;2;1;4;4;1;5;1; ; ;99;300000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;3;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070653;1;4;2;2;1;4;1;1;5;3; ; ; ; ;25000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;3; ;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070656;1;5;2;2;1;4;1;1;5;5; ; ; ;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;2087,13278138013
4070661;1;2;1;2;1;3;1;1;4;4; ; ; ;100000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1; ;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1737,77854530517
4070662;1;4;3;2;1;4;1;1;5;1; ; ;50000000;30000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4; ;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;2525,95579736852
4070663;1;3;2;2;1;4;1;5;5;1; ; ;3000000;200000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070669;1;1;1;2;1;4;1;1;5;4; ; ; ;30000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;05;15;1429,55107719788
4070677;1;4;3;2;1;4;1;1;5;1; ; ;18000000;20000; ;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;3; ;5;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1498,22718391075
4070678;1;2;1;2;1;4;1;1;5;1; ; ;2000000;100000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1771,60260199016
4070678;2;1;1;3;1;4;1;1;4;1; ; ;3000000;200000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;2;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1771,60260199016
4070679;1;5;2;2;1;4;4;1;4;1; ; ;30000000;150000; ;2;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;2;2;1;2; ;4;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;05;15;2087,13278138013
4070680;1;3;2;2;1;4;4;1;5;1; ; ;98;98; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;3;1;1;2;2;2;2; ;2; ;01;2;05;15;1039,94193002972
4070681;1;2;1;2;1;4;2;1;5;1; ; ;99;99; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;5;1;1;2;2;2;2; ;2; ;01;2;05;15;1737,77854530517
4070682;1;4;1;3;1;4;1;1;5;1; ; ;60000000;30000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;05;15;917,900063062176
4070683;1;1;1;2;1;4;4;1;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;3;2;1;2;2;2;2; ;2; ;01;2;05;15;1737,77854530517
4070684;1;3;1;2;1;4;1;1;5;5; ; ; ;200000; ;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070685;1;4;3;2;1;4;1;1;5;1; ; ;15000000;90000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070686;1;2;1;2;1;4;1;1;5;1; ; ;99;99; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;3;1;1;2;2;2;2; ;1;1;01;2;05;15;1737,77854530517
4070687;1;3;2;2;1;4;1;1;5;1; ; ;99;99; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070688;1;4;2;2;1;4;4;1;5;1; ; ;98;98; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;05;15;807,868339168813
4070689;1;3;2;2;1;4;1;1;5;1; ; ;20000000;100000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070690;1;3;1;2;1;4;1;1;5;3; ; ; ; ;80000;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;15;1429,55107719788
4070691;1;3;2;2;1;4;1;1;5;1; ; ;99;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1039,94193002972
4070692;1;2;1;2;1;4;2;1;5;3; ; ; ; ;50000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;2;1;1;2;2;2;2; ;1;1;01;2;05;15;1429,55107719788
4070693;1;3;1;2;1;4;1;1;5;4; ; ; ;50000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;5;1;1;2;2;2;2; ;1;1;01;2;05;15;1429,55107719788
4070694;1;3;1;2;1;4;1;5;4;1; ; ;30000000;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;3;1;1;2;2;2;2; ;1;1;01;2;05;15;1737,77854530517
4070695;1;2;2;3;1;4;1;1;5;1; ; ;7000000;50000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;2;3;1;2;2;2;2; ;1;1;01;2;05;15;3231,47335667525
4070696;1;4;3;2;1;4;1;1;5;1; ; ;10000000;50000; ;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;4; ;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1081,06869799739
4070697;1;3;3;3;1;4;1;1;4;1; ; ;5000000;50000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;2;3;1;2;2;2;2; ;1;1;01;2;05;15;807,868339168813
4070698;1;5;1;2;1;3;1;1;4;1; ; ;50000000;100000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;15;1039,94193002972
4070699;1;3;1;2;1;4;6;1;5;1; ; ;30000000;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;15;917,900063062176
