Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s1a1;P7480s3;P7480s3a1;P7480s4;P7480s4a1;P7480s5;P7480s5a1;P7480s6;P7480s6a1;P7480s7;P7480s7a1;P7480s8;P7480s8a1;P7480s9;P7480s9a1;P7480s10;P7480s10a1;P7480s11;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011
4059636;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1489,79562213489
4059636;1;2;1;90;1;10;1;28;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1489,79562213489
4059637;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;738,593135585863
4059637;1;2;1;90;1;3;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;738,593135585863
4059637;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;738,593135585863
4059638;1;1;1;90;2; ;1;28;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1816,24736138683
4059638;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1816,24736138683
4059639;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1013,37568032937
4059639;1;2;1;90;2; ;1;21;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1013,37568032937
4059639;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1013,37568032937
4059639;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1013,37568032937
4059639;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1013,37568032937
4059640;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2812,68973232668
4059640;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2812,68973232668
4059640;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2812,68973232668
4059641;1;1;1;90;2; ;1;7;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4059641;1;2;1;90;1;7;1;28;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4059641;1;3;1;90;1;1;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4059642;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4059642;1;2;1;90;2; ;1;46;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4059643;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1435,8840102174
4059643;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1435,8840102174
4059643;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1435,8840102174
4059644;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1365,20489551533
4059645;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;984,24434889266
4059645;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;984,24434889266
4059646;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1365,20489551533
4059647;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2186,62742161756
4059647;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2186,62742161756
4059647;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2186,62742161756
4059647;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2186,62742161756
4059647;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;2186,62742161756
4059648;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4059648;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4059649;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1365,20489551533
4059650;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1981,55491390563
4059650;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1981,55491390563
4059651;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1734,98776029282
4059651;1;2;1;90;2; ;1;49;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1734,98776029282
4059651;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1734,98776029282
4059651;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1734,98776029282
4062569;1;1;1;90;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062569;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062570;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062570;1;2;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062570;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062570;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062571;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;871,883909041713
4062572;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;792,125661803253
4062572;1;2;1;90;2; ;1;14;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;792,125661803253
4062572;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;792,125661803253
4062572;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;792,125661803253
4062573;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;923,866644608984
4062574;1;1;1;90;2; ;1;15;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062574;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062574;1;3;1;90;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062574;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;800,533158351132
4062575;1;1;1;90;2; ;2; ;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1099,67941447957
4062575;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1099,67941447957
4062575;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1099,67941447957
4062575;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1099,67941447957
4062576;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062576;1;2;1;90;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062577;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062577;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;739,339625277345
4062578;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1333,41607149935
4062578;1;2;1;90;2; ;1;8;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1333,41607149935
4062578;1;3;1;90;2; ;1;1;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1333,41607149935
4062589;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062589;1;2;1;90;2; ;1;31;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062589;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062590;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;806,928157162567
4062590;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;806,928157162567
4062590;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;806,928157162567
4062590;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;806,928157162567
4062590;1;5;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;806,928157162567
4062590;1;6;1;90;2; ;1;3;2; ;1;20;2; ;2; ;2; ;1;4;2; ;2; ;2;05;63;806,928157162567
4062591;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1365,20489551533
4062592;1;1;1;90;2; ;1;28;2; ;2; ;2; ;1;1;2; ;2; ;2; ;1;6;2;05;63;807,795044928779
4062592;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;1;2;2;05;63;807,795044928779
4062592;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;807,795044928779
4062593;1;1;1;90;1;3;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062593;1;2;1;90;1;2;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062593;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062594;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1599,25528222817
4062594;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1599,25528222817
4062594;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;2;05;63;1599,25528222817
4062594;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2;05;63;1599,25528222817
4062595;1;1;1;90;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2;05;63;1394,69332860252
4062595;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1394,69332860252
4062595;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1394,69332860252
4062596;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;872,848408291361
4062597;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062597;1;2;1;90;2; ;1;36;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062597;1;3;1;90;2; ;1;30;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1272,15563655613
4062598;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062598;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062600;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1324,4880696161
4062600;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1324,4880696161
4062601;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;915,042439549745
4062601;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;915,042439549745
4062604;1;1;1;90;2; ;1;10;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1323,46772941409
4062604;1;2;1;90;2; ;1;15;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1323,46772941409
4062605;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;4;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;5;1;90;2; ;1;28;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;6;1;90;2; ;2; ;1;10;1;7;2; ;2; ;2; ;1;5;2; ;2; ;2;05;63;703,172433081669
4062605;1;7;1;90;2; ;1;2;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;9;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;10;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;1;11;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062605;2;1;2;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2;05;63;703,172433081669
4062606;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062606;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062607;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062607;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062608;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1489,79562213489
4062608;1;2;1;90;2; ;1;42;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1489,79562213489
4062609;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;943,104378244651
4062609;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;943,104378244651
4062609;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;943,104378244651
4062610;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4062610;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4062610;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;1941,43528345962
4062611;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062611;1;2;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;831,708437643352
4062613;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062613;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062613;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062613;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062613;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062613;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062614;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;790,568466995342
4062614;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;790,568466995342
4062614;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2;05;63;790,568466995342
4062615;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062615;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4062615;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;63;703,172433081669
4063040;1;1;1;90;2; ;1;24;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;2376,96803514462
4063040;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;2376,96803514462
4063040;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;2376,96803514462
4063043;1;1;1;90;2; ;1;21;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2;05;73;899,979663547011
4063043;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;899,979663547011
4063046;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;642,971321554816
4063046;1;2;1;90;2; ;1;34;2; ;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2;05;73;642,971321554816
4063049;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;1113,94578861027
4063049;1;2;1;90;1;14;1;28;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;1113,94578861027
4063049;1;3;1;90;2; ;1;14;2; ;1;1;2; ;2; ;1;4;2; ;2; ;2; ;2;05;73;1113,94578861027
4063049;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;1113,94578861027
4063050;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;861,815765783756
4063050;1;2;1;90;1;4;1;37;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;861,815765783756
4063050;1;3;1;90;2; ;1;12;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;861,815765783756
4063052;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;642,971321554816
4063052;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;642,971321554816
4063054;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;799,084547267093
4063054;1;2;1;90;2; ;1;14;2; ;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2;05;73;799,084547267093
4063054;1;3;1;90;2; ;1;12;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2;05;73;799,084547267093
4063055;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;685,654155315296
4063055;1;2;1;90;1;4;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;685,654155315296
4063055;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;685,654155315296
4063055;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;685,654155315296
4063058;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;1248,32481275705
4063059;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;899,979663547011
4063059;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;899,979663547011
4063060;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;73;1248,32481275705
