Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4048854;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3; ;7;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;887,965855802537
4048856;1;2;1;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;3;2;1;1;3;1;1;01;05;05;05;1032,98453175731
4048857;1;3;1;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1123,38435846754
4048858;1;4;3;1;1;1;1;1;3;2; ;1400000;175000000;780000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;824,562623747655
4048859;1;2;1;1;1;1;1;1;4;3; ; ; ; ;230000;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;05;05;05;1001,48114434827
4048861;1;3;3;1;1;1;1;1;4;3; ; ; ; ;280000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1; ;6;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;05;05;1049,18396182883
4048862;1;7;2;1;1;1;1;1;3;1; ; ;98;1500000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;1123,47640405909
4048863;1;4;3;1;1;1;1;1;3;1; ; ;270000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;1029,98664400682
4048864;1;7;5;1;1;1;1;1;3;3; ; ; ; ;1500000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;6; ;6;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;937,261567072946
4048865;1;3;1;1;1;1;1;1;1;1; ; ;98;500000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;05;05;1001,48114434827
4048866;1;4;1;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1001,48114434827
4048867;1;2;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;1;2;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2; ;7;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;05;05;1179,951025131
4048868;1;4;3;1;1;1;1;1;3;4; ; ; ;1200000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1385,93078757857
4048869;1;6;2;1;1;1;1;1;1;1; ; ;300000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;5;2;1;1;2;1;1;01;05;05;05;1151,20045153044
4048870;1;4;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;1;6; ;7;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;05;05;1062,77136393921
4048871;1;4;3;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1151,20045153044
4048872;1;4;3;1;1;1;1;1;4;1; ; ;70000000;450000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1409,11340200916
4048873;1;3;2;1;1;1;1;1;4;3; ; ; ; ;560000;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;3; ;3;1;2;1;2;1;4;1;3;2;1;1;2;1;1;01;05;05;05;1189,48086841512
4048874;1;4;1;1;1;1;1;1;3;3; ; ; ; ;700000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;05;05;1001,48114434827
4048875;1;5;1;1;1;1;1;1;1;1; ; ;465000000;20000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1; ;1;2; ;1;1;1;4;1;4;2;1;1;2;1;1;01;05;05;05;1123,38435846754
4048876;1;3;2;1;1;1;1;1;3;3; ; ; ; ;610000;2;2;2;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;1;1;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;05;05;980,782162410011
4048877;1;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;05;05;1364,03964176755
4048879;1;3;1;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1001,48114434827
4048880;1;4;2;1;1;1;1;1;4;4; ; ; ;350000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;2;2;2;1;1; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;875,776621341226
4048881;1;3;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;967,164819805187
4048882;1;4;3;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1267,3806335822
4048883;1;4;1;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1085,7949756649
4048884;1;5;2;1;1;1;1;1;4;1; ; ;98;800000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1043,31117522527
4048885;1;3;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1122,03994455706
4048886;1;3;1;1;1;1;1;1;3;2; ;1000000;110000000;600000; ;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1102,68537652929
4048887;1;3;2;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;05;05;05;1074,96132905794
4048888;1;1;1;1;1;1;1;6; ;3; ; ; ; ;335000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;973,611051914168
4048889;1;1;1;1;1;1;1;6; ;3; ; ; ; ;400000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1088,43262670001
4048890;1;1;1;1;1;1;1;6; ;3; ; ; ; ;335000;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1081,40756116692
4048891;1;4;3;1;1;1;1;1;4;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1181,5472379866
4048892;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1397,3104266838
4048893;1;3;2;1;1;1;1;1;4;1; ; ;70000000;400000; ;1;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;05;05;1412,58123007231
4048894;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;05;05;1181,44861770995
4048895;1;5;1;1;1;1;1;1;1;1; ; ;150000000;900000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;1;2;1;1; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;05;05;05;1258,85091582043
4048896;1;5;4;1;1;1;1;1;3;2; ;700000;190000000;750000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;5; ;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;831,790308043841
4048897;1;4;3;1;1;1;1;1;3;2; ;500000;138000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1040,0095972904
4048898;1;4;3;1;1;1;1;1;3;1; ; ;170000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;05;05;05;1034,68645931627
4048899;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;4; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1089,21407888721
4048900;1;1;1;1;1;1;1;2;4;1; ; ;150000000;200000; ;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;8;4;1;2;2;1;1;3;1;1;01;05;05;05;1088,43262670001
4048901;1;4;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1170,20701604037
4048902;1;4;3;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1165,45320135971
4048903;1;2;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;4;2;1;1;7;1;1;01;05;05;05;1521,39734493146
4048904;1;2;1;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;7;1;1;01;05;05;05;1040,0095972904
4048905;1;2;1;1;1;1;1;1;4;3; ; ; ; ;325000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;7;1;1;01;05;05;05;1102,68537652929
4048906;1;3;2;1;1;1;1;1;3;2; ;800000;125000000;700000; ;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1318,40914806749
4048907;1;5;2;1;1;1;1;1;3;2; ;1000000;130000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1318,40914806749
4048908;1;4;2;1;1;1;1;1;3;1; ; ;90000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;1;3; ;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1151,20045153044
4048909;1;2;1;1;1;1;1;1;4;4; ; ; ;400000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;7;1;1;01;05;05;05;1123,38435846754
4048910;1;3;1;1;1;1;1;1;3;3; ; ; ; ;545000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;05;05;1088,43262670001
4048911;1;5;1;1;1;1;1;1;4;1; ; ;160000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;2; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;05;05;05;1102,68537652929
4048912;1;4;3;1;1;1;1;1;3;1; ; ;180000000;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1237,72865555146
4048913;1;4;3;1;1;1;1;1;3;1; ; ;180000000;750000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1170,15301666916
4048914;1;2;1;1;1;1;1;1;4;3; ; ; ; ;380000;2;2;2;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;7;1;1;01;05;05;05;1088,43262670001
4048915;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1170,20701604037
4048916;1;2;1;1;1;1;1;1;1;3; ; ; ; ;361000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;7;1;1;01;05;05;05;1258,85091582043
4048917;1;1;1;1;1;1;1;6; ;3; ; ; ; ;350000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1081,40756116692
4048918;1;3;2;1;1;1;1;3;4;3; ; ; ; ;550000;2;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;7;1;1;01;05;05;05;946,03304940557
4048919;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;05;05;838,090495190069
4048920;1;1;1;1;1;1;1;6; ;3; ; ; ; ;320000;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1123,38435846754
4048921;1;5;2;1;1;1;1;1;1;1; ; ;210000000;950000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;2;1;2; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;05;05;05;1170,20701604037
4048922;1;4;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;2;2;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1258,85091582043
4048923;1;4;3;1;1;1;1;1;3;3; ; ; ; ;643000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;1;6; ;6;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1047,8161150107
4048924;1;1;1;1;1;1;1;2;4;3; ; ; ; ;460000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;2;1;3;2;1;1;7;1;1;01;05;05;05;1123,38435846754
4048925;1;1;1;1;2;1;1;6; ;3; ; ; ; ;300000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;3;1;3;2;1;1;7;1;1;01;05;05;05;1258,85091582043
4048926;1;1;1;1;1;1;1;6; ;3; ; ; ; ;335000;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1088,43262670001
4048927;1;4;1;1;1;1;1;1;3;2; ;820000;150000000;850000; ;2;1;1;2;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1088,43262670001
4048928;1;4;3;1;1;1;1;1;3;1; ; ;180000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;786,180215768276
4048930;1;5;1;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;1;2;1;1; ;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1123,38435846754
4048931;1;4;3;1;1;1;1;1;1;1; ; ;100000000;1000000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;4; ;4;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;05;05;05;1137,72915388836
4048932;1;4;1;1;1;1;1;1;3;3; ; ; ; ;680000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;05;05;1238,15193388217
4048933;1;1;1;1;1;1;1;1;3;3; ; ; ; ;345000;2;1;1;2;1;1;2;2;2;2;1;2;2;1;1;2;1;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1081,40756116692
4048934;1;1;1;1;1;1;1;6; ;3; ; ; ; ;400000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;1;1;1;7;1;1;01;05;05;05;1081,40756116692
4048935;1;5;2;1;1;1;1;1;4;1; ; ;135000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;05;05;05;1015,73389417755
4048937;1;1;1;1;1;1;1;6; ;3; ; ; ; ;400000;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;4;2;1;1;2;1;1;01;05;05;05;973,611051914168
4048940;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;967,110820433978
4048941;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;967,164819805187
4048942;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;967,164819805187
4048943;1;2;1;1;1;1;1;6; ;1; ; ;80000000;350000; ;2;1;2;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;05;05;05;1123,38435846754
4048944;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;4; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;1346,91464772604
4048945;1;3;1;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;05;05;987,863801743445
4048946;1;3;1;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2; ;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;1238,15193388217
4048947;1;6;3;1;1;1;1;1;3;1; ; ;400000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;1;3; ;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;1095,75235658774
4048948;1;4;3;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;967,110820433978
4048949;1;3;2;1;1;1;1;1;3;5; ; ; ;350000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;05;05;1034,68645931627
4048950;1;4;3;1;1;1;1;1;3;3; ; ; ; ;680000;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1032,98453175731
4048951;1;5;3;1;1;1;1;3;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1165,45320135971
4048952;1;4;3;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;4; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;05;05;1121,78398663076
4048953;1;2;1;1;1;1;1;1;3;1; ; ;160000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;05;05;1001,48114434827
