Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3883894;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;191,017802096643
3883895;1;1;1;95;1;1;2; ; ;480000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883895;1;2;1;95;1;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883896;1;1;1;95;1;2;1; ;644350; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883896;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;108000;1; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883896;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883897;1;1;1;95;1;1;2; ; ;750000;2;1;2;1; ;3000000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;17;12;17;252,903497153984
3883897;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;252,903497153984
3883897;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;252,903497153984
3883900;1;1;1;95;1;2;1; ;1146000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883900;1;2;1;95;1;2;1; ;830000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883900;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883900;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;96,3560391226316
3883901;1;1;1;95;1;2;1; ;1219768; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883901;1;2;1;95;1;1;1; ;2700000;1200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883902;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;128,716583396484
3883902;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;128,716583396484
3883902;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;128,716583396484
3883902;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;128,716583396484
3883903;1;1;1;95;1;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;252,12894364261
3883903;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;252,12894364261
3883904;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;17;12;17;189,199061981916
3883904;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;189,199061981916
3883906;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;156,740681963888
3883906;1;2;1;95;1;2;1; ;2200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;156,740681963888
3883906;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;156,740681963888
3883907;1;1;1;95;1;1;2; ; ;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,602340939352
3883907;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,602340939352
3883907;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,602340939352
3883907;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,602340939352
3883908;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883908;1;2;1;95;1;1;2; ; ;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883909;1;1;1;95;1;2;1; ;1288000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;205,141908371547
3883909;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;17;12;17;205,141908371547
3883909;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;205,141908371547
3883909;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;17;12;17;205,141908371547
3883910;1;1;1;95;1;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;208,844174749681
3883910;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1440000;2;1;2; ;2; ; ; ; ; ; ; ;17;12;17;208,844174749681
3883910;1;3;1;95;1;2;1; ;900000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;208,844174749681
3883911;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;286,377045613219
3883911;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;13466100; ;2;2;2; ;2;1;3866100;1;9600000; ; ; ;17;12;17;286,377045613219
3883913;1;1;1;95;1;2;1; ;3500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;115,792674733862
3883913;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;115,792674733862
3883913;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;115,792674733862
3883913;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;115,792674733862
3883915;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;314,078909485746
3883915;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;314,078909485746
3883916;1;1;1;95;1;2;1; ;644350; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883916;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;144,927348222265
3883917;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;160,641746257937
3883917;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;160,641746257937
3883917;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;160,641746257937
3883917;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;160,641746257937
3883918;1;1;1;95;1;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;193,994459928115
3883925;1;1;1;95;1;1;1; ;600000;120000;2;1;2;2; ; ; ; ; ;2;2;2;1100000;1; ; ; ; ; ; ; ;76;12;76;805,442066778248
3883925;1;2;1;95;1;2;1; ;567028; ;2;1;2;2; ; ; ; ; ;2;2;2;630175;1; ; ; ; ; ; ; ;76;12;76;805,442066778248
3883925;2;1;2;95;1;1;2; ; ;180000;2;1;2;1; ;150000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;12;76;805,442066778248
3883925;2;2;2;95;2; ; ; ; ; ; ;1;2;1; ;100000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;12;76;805,442066778248
3883926;1;1;1;95;1;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1037,73720067204
3883926;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1037,73720067204
3883927;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;76;12;76;948,082917613441
3883927;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;850000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;12;76;948,082917613441
3883928;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;936,843331733562
3883929;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883929;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883930;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;76;12;76;834,866495241934
3883930;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;834,866495241934
3883931;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;400000;1; ; ; ; ; ; ; ;76;12;76;1090,61603211583
3883931;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;400000;1; ; ; ; ; ; ; ;76;12;76;1090,61603211583
3883931;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1090,61603211583
3883932;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1052,9034288571
3883932;1;2;1;95;2; ; ; ; ; ; ;1;2;2;1500000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;12;76;1052,9034288571
3883933;1;1;1;95;1;2;1; ;1048929; ;2;1;2;2; ; ; ; ; ;2;2;2;1152929;1; ; ; ; ; ; ; ;76;12;76;1133,5116051731
3883933;1;2;1;95;1;2;1; ;524445; ;2;1;2;2; ; ; ; ; ;2;2;2;569965;1; ; ; ; ; ; ; ;76;12;76;1133,5116051731
3883944;1;1;1;95;1;1;1; ;3900000;1500000;2;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;12;76;973,580703771947
3883945;1;1;1;95;1;2;1; ;1000000; ;2;1;2;2; ; ;600000; ; ;1;2;2;98;1; ; ; ; ; ; ; ;76;12;76;794,202480898369
3883945;1;2;1;95;1;2;1; ;1300000; ;2;1;2;2; ; ; ; ;14000000;2;1;2;98;1; ; ; ; ; ; ; ;76;12;76;794,202480898369
3883945;1;3;1;95;1;2;2;60000; ; ;1;1;1;2; ; ; ;360000; ;2;2;2; ;2; ; ;1;360000; ; ; ;76;12;76;794,202480898369
3883946;1;1;1;95;2; ; ; ; ; ; ;1;2;2;1200000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;12;76;1144,75119105298
3883946;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1144,75119105298
3883946;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;1144,75119105298
3883947;1;1;1;95;1;2;1; ;7850000; ;2;1;2;2; ; ; ; ; ;2;2;2;25600000;1; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883947;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883954;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883954;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2;98;1; ; ; ; ; ; ; ;76;12;76;932,916689428383
3883955;1;1;1;95;1;1;1; ;3080000;5000000;2;1;2;2; ; ; ; ; ;2;2;2;7000000;1; ; ; ; ; ; ; ;76;12;76;984,820289651826
3883955;1;2;1;95;1;1;2; ; ;3000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;12;76;984,820289651826
3883956;1;1;1;95;1;2;1; ;98; ;2;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;12;76;973,580703771947
3883957;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;76;12;76;919,352187166577
3883957;1;3;1;95;2; ; ; ; ; ; ;1;2;2;288000; ; ; ;576000;2;1;1; ;2; ; ; ; ; ; ; ;76;12;76;919,352187166577
3883957;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1440000;1; ; ; ; ; ; ; ;76;12;76;919,352187166577
3883966;1;1;1;95;1;2;1; ;1800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;216,711502370024
3883967;1;1;1;95;1;1;1; ;2000000;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;139,358652629867
3883967;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;139,358652629867
3883967;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;139,358652629867
3883967;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;139,358652629867
3883968;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;281,868674654049
3883968;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;281,868674654049
3883969;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;328,051722078735
3883969;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;328,051722078735
3883970;1;1;1;95;1;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;216,711502370024
3883971;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;340,890505439244
3883971;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;340,890505439244
3883971;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;340,890505439244
3883971;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;340,890505439244
3883972;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;385,359160278765
3883972;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;385,359160278765
3883972;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;385,359160278765
3883973;1;1;1;95;1;1;1; ;646400;98;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;237,090440966195
3883973;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;237,090440966195
3883974;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;376,752386550544
3883974;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;376,752386550544
3883975;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;299,597321803536
3883975;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;299,597321803536
3883976;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;430,501027977614
3883976;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;430,501027977614
3883976;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;430,501027977614
3883977;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;178,578972252152
3883977;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;178,578972252152
3883977;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;178,578972252152
3883978;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;178,943729574261
3883978;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;178,943729574261
3883979;1;1;1;95;1;2;1; ;644350; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;299,096243855904
3883980;1;1;1;95;1;2;1; ;890000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883980;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883980;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883981;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;324,875408312204
3883981;1;2;1;95;1;2;1; ;644350; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;324,875408312204
3883981;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1400000;2400000;2;1;2; ;2; ; ;1;1400000; ; ; ;73;12;73;324,875408312204
3883982;1;1;1;95;1;2;1; ;5000000; ;2;1;2;2; ; ; ; ; ;2;2;2;10000000;1; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883982;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883982;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;12;73;170,18549016399
3883983;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;12;73;302,590578031569
3883984;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;9600000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;253,105538093236
3883984;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;300000;2;1;2; ;2; ; ; ; ; ; ; ;73;12;73;253,105538093236
