Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3332431;1;2;1;1;1;1;1;1;3;1; ; ;98;200000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;1;2;1;01;17;11;17;175,898258025382
3332432;1;5;1;1;1;1;1;1;3;4; ; ; ;250000; ;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;11;17;156,120614440727
3332433;1;2;2;1;2;1;1;1;4;1; ; ;15000000;150000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;3;1;1;4;3;1;2;1;1;1;1;2;1;01;17;11;17;177,189348663108
3332434;1;4;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;3;2;2; ;3;1;2;4;3;1;2;1;1;1;3;2;1;01;17;11;17;162,031839785012
3332435;1;1;1;1;2;1;1;6; ;3; ; ; ; ;70000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;4;3;1;2;1;1;1;3;2;1;01;17;11;17;157,779883074922
3332437;1;6;2;1;1;1;1;1;4;1; ; ;98;98; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;11;17;192,555217181884
3332438;1;4;1;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;11;17;156,120614440727
3332439;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;5;1;1;1;3;1;1;1;1;1;3;2;2;01;17;11;17;289,075338162033
3332440;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;2;1;1;3;2;2; ;4;1;2;1;5;1;1;1;1;1;3;2;1;01;17;11;17;162,904364295906
3332441;1;4;3;1;1;1;1;1;3;1; ; ;90000000;450000; ;1;1;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;17;11;17;191,768473058582
3332442;1;3;1;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;2; ;2;2; ;1;1;1;4;6;1;1;1;1;1;2;2;1;01;17;11;17;175,025733514489
3332443;1;4;3;1;1;1;1;1;4;1; ; ;70000000;400000; ;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;3;2;1;01;17;11;17;199,281453773234
3332444;1;3;2;1;1;1;1;1;3;2; ;220000;55000000;350000; ;2;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;17;11;17;181,143264913149
3332445;1;4;2;1;1;1;1;1;3;1; ; ;65000000;400000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;5;1;1;1;1;1;3;2;1;01;17;11;17;192,555217181884
3332446;1;5;3;1;1;1;1;1;3;2; ;480000;60000000;380000; ;1;2;1;2;2;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;2;1;01;17;11;17;178,895104995889
3332447;1;3;1;1;1;1;1;1;3;3; ; ; ; ;370000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;3;1;1;1;5;1;1;1;1;1;3;2;1;01;17;11;17;213,623951404266
3332448;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;17;11;17;157,65935740814
3332449;1;3;1;1;1;1;1;1;3;1; ; ;80000000;350000; ;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;11;17;156,120614440727
3332464;1;5;4;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;302,877046658336
3332465;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;66;11;66;279,221217831418
3332466;1;5;1;1;1;1;1;1;3;1; ; ;70000000;300000; ;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;3;2;1;01;66;11;66;290,881887129299
3332467;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;255,78764989995
3332468;1;4;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;2;1;1;4;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;205,820959433814
3332469;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;5;2;2; ;6;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;328,327233334417
3332470;1;4;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;66;11;66;273,786731641671
3332471;1;4;1;1;1;1;1;1;3;1; ; ;40000000;250000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;3;2;1;01;66;11;66;285,942885754809
3332472;1;3;1;1;1;1;1;1;3;3; ; ; ; ;460000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;280,945427360934
3332473;1;4;2;1;1;1;1;1;4;2; ;300000;50000000;250000; ;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;3;2;1;01;66;11;66;276,3927264452
3332474;1;3;2;1;1;1;1;1;3;1; ; ;120000000;300000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;260,521774759111
3332475;1;5;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;284,218676225293
3332476;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;390,186744378977
3332477;1;1;1;1;1;1;1;1;4;1; ; ;30000000;150000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;1;1;1;3;2;1;01;66;11;66;174,860015391688
3332478;1;4;1;1;1;1;1;1;3;1; ; ;60000000;450000; ;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;290,881887129299
3332479;1;2;1;1;1;1;1;1;3;3; ; ; ; ;270000;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;258,179113490296
3332480;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;66;11;66;286,610139815639
3332481;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;66;11;66;366,308418969369
3332482;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;66;11;66;172,236400520799
3332483;1;5;3;1;1;1;1;1;3;1; ; ;98;350000; ;1;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;66;11;66;250,585314990746
3332484;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;66;11;66;281,390184839074
3332485;1;5;1;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;1;1;1;1;2;2;1;01;66;11;66;285,942885754809
3332486;1;4;2;1;1;1;1;1;3;1; ; ;98;150000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;1;2;1;01;66;11;66;252,976778581092
3332487;1;3;1;1;1;1;1;1;3;1; ; ;6000000;150000; ;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;2;1;01;66;11;66;286,610139815639
3332488;1;4;1;1;1;1;1;1;3;1; ; ;200000000;800000; ;2;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;6;2;1;01;66;11;66;229,098453171484
3332489;1;5;3;1;1;1;1;1;4;1; ; ;280000000;1300000; ;1;1;1;1;2;1;1;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;2;1;4;1;2;1;1;1;6;2;1;01;66;11;66;279,221217831418
3332490;1;4;1;1;1;1;1;1;3;3; ; ; ; ;1000000;2;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;6;2;1;01;66;11;66;278,339432557406
3332491;1;5;3;1;1;1;1;1;3;1; ; ;450000000;1500000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;6;2;1;01;66;11;66;234,977696839371
3332492;1;4;2;1;1;1;1;1;4;1; ; ;2000000;600000; ;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;6;3;1;01;66;11;66;231,704447975013
3332493;1;7;2;1;1;1;1;1;3;1; ; ;180000000;3500000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;6;2;1;01;66;11;66;231,645990955628
3332522;1;6;1;1;1;1;1;1;3;1; ; ;280000000;1300000; ;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;5;1;1;1;1;1;6;3;1;01;68;11;68;1042,50854742073
3332523;1;6;3;1;1;1;1;1;3;1; ; ;250000000;1300000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;5;1;1;1;1;1;6;3;1;01;68;11;68;993,762333599588
3332524;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;6;3;1;01;68;11;68;1045,19717761484
3332525;1;4;1;1;1;1;1;1;3;1; ; ;300000000;1000000; ;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;6;3;1;01;68;11;68;993,762333599588
3332526;1;3;1;1;1;1;1;3;3;3; ; ; ; ;540000;2;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;455,109097666767
3332527;1;3;2;1;1;1;1;3;3;3; ; ; ; ;550000;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;1;4;2;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;321,885966616134
3332528;1;3;2;1;1;1;1;3;3;2; ;700000;90000000;550000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;466,988802186311
3332529;1;3;2;1;1;1;1;3;3;2; ;525000;75000000;520000; ;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;1;1;2;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;455,109097666767
3332530;1;3;2;1;1;1;1;1;3;2; ;470000;90000000;550000; ;2;2;1;1;2;1;2;2;1;2;2;1;1;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;540,86673591188
3332531;1;4;1;1;1;1;1;3;3;4; ; ; ;600000; ;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;68;11;68;478,548556161504
3332532;1;7;3;1;1;1;1;1;3;1; ; ;300000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;6;3;1;01;68;11;68;391,65342126968
3332533;1;7;1;1;1;1;1;1;3;2; ;2100000;300000000;1200000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;6;3;1;01;68;11;68;496,881166799794
3332534;1;6;1;1;1;1;1;1;3;1; ; ;400000000;1800000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;5;1;1;1;1;1;6;3;1;01;68;11;68;496,881166799794
3332609;1;1;1;1;1;1;1;1;1;4; ; ; ;250000; ;2;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;6;3;1;01;76;11;76;923,473243350139
3332610;1;5;4;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2; ;2;2; ;4;1;1;1;4;1;1;1;1;1;6;3;1;01;76;11;76;797,501338603385
3332611;1;7;2;1;1;1;1;1;3;3; ; ; ; ;1800000;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;6;3;1;01;76;11;76;478,715247363159
