DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;OCI;P6420S1;RAMA4D;OFICIO;RAMA2D;RAMA4DP8;RAMA2DP8;DPTO;fex_c_2011
610449;1;3;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;250000;1;;1;;12;45;;.;45;;;1;7;13;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;4;4;2;2;2;3;8;;2;1;;115;61;1;;;47;537.002.863.503.978
610449;1;4;60;2;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;150000;1;;1;;12;42;;.;42;;;1;6;13;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;2;3;8;;2;1;;6041;98;60;;;47;537.002.863.503.978
610450;1;1;60;2;;;;;;;;;;528;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;350000;1;;3;;12;50;;.;50;;;1;7;14;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;1;3;3;2;2;3;3;8;;2;1;;115;61;1;;;47;467.500.489.988.657
610450;1;2;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;180000;1;;2;;12;58;;.;58;;;1;8;18;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;3;4;2;2;2;3;8;;2;1;;5225;41;52;;;47;467.500.489.988.657
610452;1;2;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;;2;;12;45;;.;45;;;1;8;18;2;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;2;2;1;3;3;3;2;2;3;8;;2;1;;9302;57;93;;;47;396.802.187.325.194
610453;1;1;60;2;;;;;;;;;;182;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;320000;1;;1;;11;48;;.;50;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;2;2;4;3;2;2;2;3;8;;2;1;;130;61;1;;;47;684.479.655.908.624
610453;1;2;60;1;2;2;3;1;1;;2;2;2;1;2;;1;;140000;2;;;1;80000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;35;2;;35;;;1;7;14;2;;;;;;9;7;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;8532;53;85;;;47;684.479.655.908.624
610455;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;400000;1;;2;;12;52;;.;52;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;60;1;;2;;;;;5;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;9;;2;1;;116;61;1;;;47;419.887.722.304.432
610457;1;1;60;1;2;1;;1;1;;1;1;1;156;2;;1;;880000;2;;;2;;2;;2;;2;;;35000;65000;;2;2;;1;1;;2;2;2;;;1;;440000;880000;;2;1;2;2;;;;;;;;;;;0;25;2;;25;;;1;7;12;2;;;;;;9;7;;;;1;1;3;13;1;1;;;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;1;2;2;1;3;3;1;;2;1;;8045;18;80;;;47;58.543.510.709.817
610469;1;1;60;2;;;;;;;;;;624;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;700000;1;7000000;3;;12;56;;.;56;;;1;7;18;2;;;;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;1;2007;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;2;1;;117;61;1;;;47;477.316.557.875.921
610469;1;3;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;158000;1;1776000;3;;12;25;2;;25;;;1;8;13;2;;;;;;9;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;5;;2;1;;8532;54;85;;;47;477.316.557.875.921
610469;1;4;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;350000;1;3600000;2;;12;52;;.;52;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;8;;2;1;;116;61;1;;;47;477.316.557.875.921
610470;1;1;60;2;;;;;;;;;;540;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;400000;1;5000000;3;;12;60;;.;60;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;1;2006;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;3;9;;2;1;;116;61;1;;;47;371.835.908.512.464
610471;1;1;60;2;;;;;;;;;;242;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;2500000;2;;10;48;;.;48;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;1;3;3;2;2;2;3;9;;2;1;;116;61;1;;;47;564.611.310.257.418
610472;1;1;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;500000;1;6000000;3;;12;52;;.;52;;;1;7;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;48;1;;1;10;4;;80000;1;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;9;;2;1;;115;61;1;;;47;6.181.482.168.002
610472;1;2;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;177000;1;2124000;3;;12;25;2;;25;;;1;8;13;2;;;;;;1;1;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;1;1;3;3;2;2;3;3;5;;2;1;;8532;54;85;;;47;6.181.482.168.002
610476;1;2;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;;1;;12;44;;.;44;;;1;7;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;61;1;;;47;567.838.915.241.329
610476;1;3;60;2;;;;;;;;;;192;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;330000;1;;1;;12;44;;.;44;;;1;7;14;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;118;61;1;;;47;567.838.915.241.329
610477;1;1;60;2;;;;;;;;;;1;8;;1;;600000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;5;44;;.;44;;;1;8;16;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;240;4;;2;;;;;4;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;8;;2;1;;115;62;1;;;47;623.547.320.007.031
610477;1;2;60;1;2;2;3;1;1;;2;2;2;0;2;;1;;0;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;3;40;;.;40;;;1;5;13;2;;;;;;2;7;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;8045;53;80;;;47;623.547.320.007.031
610478;1;1;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;1;;12;96;;.;96;;;1;8;20;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;3;3;3;2;2;3;3;;2;1;;5225;41;52;;;47;614.598.865.716.287
610479;1;1;60;2;;;;;;;;;;3;8;;1;;360000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;44;;.;44;;;1;5;13;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;300;4;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;62;1;;;47;720.823.547.461.396
610479;1;3;60;2;;;;;;;;;;0;1;;1;;0;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;0;44;;.;44;;;1;5;14;2;;;;;;1;7;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;3;3;3;2;2;3;8;;2;1;;118;53;1;;;47;720.823.547.461.396
610480;1;1;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;60000;1;;1;;12;48;;.;48;;;1;7;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;501;64;5;;;47;639.270.704.270.776
610481;1;2;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;;1;;12;44;;.;44;;;1;7;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;116;61;1;;;47;553.741.973.343.009
610482;1;3;60;2;;;;;;;;;;1;8;;1;;80000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;6;42;;.;42;;;2;;;;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;4;8;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;1;8;2;2;1;1;1;1;1;1;2;1;1;1;2;;2;1;;3;3;3;3;3;3;2;2;3;8;;2;1;;118;62;1;;;47;652.182.568.991.453
610483;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;250000;1;;1;;12;44;;.;44;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;3;3;3;2;2;3;8;;2;1;;201;63;2;;;47;633.275.680.661.059
610485;1;2;60;2;;;;;;;;;;264;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;;1;;12;44;;.;44;;;1;7;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;61;1;;;47;485.483.079.708.558
610485;1;7;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;250000;1;;1;;12;44;;.;44;;;1;7;15;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;61;1;;;47;485.483.079.708.558
610486;1;2;60;2;;;;;;;;;;36;3;;1;;150000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;48;;.;48;;;1;7;15;2;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;2;1;;9500;54;95;;;47;626.770.611.963.375
610488;1;1;60;2;;;;;;;;;;156;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;1;;12;44;;.;44;;;1;7;15;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;118;61;1;;;47;622.826.034.689.986
610488;1;2;60;2;;;;;;;;;;2;3;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;36;1;;36;;;1;6;12;2;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;9500;54;95;;;47;622.826.034.689.986
610489;1;1;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;350000;1;;1;;12;70;;.;70;;;1;7;17;2;;;;;;3;9;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;8;;2;1;;4521;95;45;;;47;476.463.740.666.654
610489;1;5;60;2;;;;;;;;;;1;1;;1;;462000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;84;;.;84;;;1;6;18;2;;;;;;6;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;2;3;;2;1;;112;62;1;;;47;476.463.740.666.654
610491;1;2;60;2;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;;1;;12;42;;.;42;;;1;10;18;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;8;;2;1;;5225;41;52;;;47;365.966.135.587.842
610491;1;3;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;;1;;12;44;;.;44;;;1;7;14;2;;;;;;3;9;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;9;;2;1;;4521;95;45;;;47;365.966.135.587.842
610492;1;1;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;;1;;12;48;;.;48;;;1;6;18;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;12;8;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;9;;2;1;;6120;98;61;;;47;615.815.285.504.983
610492;1;2;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;40200;1;;1;;12;30;2;;30;;;1;15;19;2;;;;;;1;5;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;9;;2;1;;5261;41;52;;;47;615.815.285.504.983
610499;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;250000;1;;1;;12;44;;.;44;;;1;6;14;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;118;61;1;;;47;587.682.048.849.404
610499;1;2;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;60000;1;;3;;12;42;;.;42;;;1;8;14;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;5225;41;52;;;47;587.682.048.849.404
610500;1;1;60;2;;;;;;;;;;96;8;;1;;283000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;44;;.;44;;;1;7;15;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;2;1;;2;2;2;2;2;2;2;3;3;1;;2;1;;118;62;1;;;47;612.658.873.677.803
610501;1;1;60;2;;;;;;;;;;84;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;200000;1;;3;;12;115;;.;100;7;ESTE NEGOCIO TIENE HORARIO DE ATENCION VARIABLE;1;8;1;1;8;22;1;8;24;2;1;;;;2;;;;1;;;;;;1;;;;2;1;180;1;;2;;;;;12;;;;;;;;;;;;;;2;;;;;;;;2;;1;2007;2;;;;1;1;2;1;1;2;2;2;1;2;2;;2;1;;2;3;2;3;3;3;2;2;2;9;;2;1;;9242;21;92;;;47;510.395.283.282.588
610501;1;2;60;2;;;;;;;;;;84;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;100;;.;100;;;1;8;1;1;8;22;1;8;24;2;1;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;9241;59;92;;;47;510.395.283.282.588
610502;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;;1;;12;44;;.;44;;;1;7;14;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;118;61;1;;;47;622.414.294.424.005
610503;1;2;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;3;;12;60;;.;60;;;1;8;18;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;60;1;;2;;;;;24;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;5229;41;52;;;47;300.880.771.698.602
610504;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;1;;12;40;;.;30;7;ESTE TRABAJO ES OCASIONAL;1;7;14;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;5225;41;52;;;47;539.645.031.444.688
610505;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;;1;;12;44;;.;44;;;1;7;13;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;3;3;3;3;3;2;2;3;8;;2;1;;118;61;1;;;47;655.625.133.935.999
610507;1;1;60;2;;;;;;;;;;98;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;4;800000;2;;12;52;;.;40;1;;2;;;;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;1;1;1;2;2;2;1;1;2;;2;1;;3;3;3;3;3;3;2;2;3;8;;2;1;;116;61;1;;;47;36.131.537.779.023
610507;1;3;60;2;;;;;;;;;;36;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;8;2;;8;;;2;;;;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;2;1;;116;62;1;;;47;36.131.537.779.023
610508;1;1;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;50000;1;520000;3;;12;36;1;;36;;;2;;;;;;;;;1;5;;;;2;;;;1;;;;;;;;1;;2;1;56;4;;2;;;;;9;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;15;2;1;1;1;1;1;2;2;2;1;1;1;2;;2;1;;3;3;3;4;3;3;2;2;2;8;;2;1;;5225;41;52;;;47;725.062.564.993.027
610510;1;1;60;2;;;;;;;;;;1;8;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;2;;;;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;80;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;1;1;1;1;1;1;2;1;1;1;2;;2;1;;3;3;3;3;3;3;2;2;2;9;;2;1;;130;62;1;;;47;606.059.864.758.781
610511;1;1;60;2;;;;;;;;;;96;8;;1;;280000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;7;4;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;1;46;4;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;1;1;1;2;2;1;1;1;2;;2;1;;3;3;3;3;3;3;2;2;3;3;;2;1;;130;62;1;;;47;383.932.211.231.238
610512;1;1;60;1;2;1;;1;1;;1;1;1;6;1;;1;;500000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;6;48;;.;48;;;2;;;;;;;;;5;4;;;;2;;;;1;;;;;;;;1;;2;1;24;1;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;2;3;3;3;2;2;2;1;8;;2;1;;129;98;1;;;47;371.835.908.512.464
