DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,CLASE,P7510S7A1,P7510S7,DPTO,fex_c_2011
609657,1,2,95,2,,,,,,,,1,2,,2,,,,6000000,,,1,2,2,2,,2,68,897.611.152.911.181
609662,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,854.300.612.551.108
609662,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,854.300.612.551.108
609663,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,998.911.201.331.941
609663,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,998.911.201.331.941
609663,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,998.911.201.331.941
609663,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,998.911.201.331.941
609663,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,998.911.201.331.941
609664,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609664,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609664,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609664,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609664,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609664,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.765.842.487.555
609666,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,938.792.129.063.255
609666,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,938.792.129.063.255
609667,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,103.405.138.424.647
609668,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,490.586.828.693.611
609668,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,490.586.828.693.611
609669,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,987.614.217.155.994
609669,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,987.614.217.155.994
609672,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,76.402.723.858.011
609672,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,76.402.723.858.011
609672,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,68,76.402.723.858.011
609744,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,603.778.182.707.692
609744,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,603.778.182.707.692
609744,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,603.778.182.707.692
609744,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,603.778.182.707.692
609744,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,603.778.182.707.692
609745,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,901.487.348.346
609745,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,901.487.348.346
609745,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,901.487.348.346
609745,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,901.487.348.346
609745,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,901.487.348.346
609747,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,120.333.007.727.952
609747,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,120.333.007.727.952
609747,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,120.333.007.727.952
609751,1,1,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,2,,2,17,114.098.670.254.123
609751,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,17,114.098.670.254.123
610165,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,15.193.972.019.472
610165,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,15.193.972.019.472
610166,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,146.659.946.568.978
610168,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,182.144.255.436.237
610168,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,182.144.255.436.237
610168,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,20,182.144.255.436.237
610168,1,6,95,2,,,,,,,,1,2,,2,,,,,,10000,2,1,2,2,,2,20,182.144.255.436.237
610173,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,361.945.783.354.504
610173,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,361.945.783.354.504
610173,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,361.945.783.354.504
610176,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,132.692.912.837.322
610176,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,132.692.912.837.322
610176,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,132.692.912.837.322
610176,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,132.692.912.837.322
610179,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.546.373.342.029
610179,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.546.373.342.029
610179,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.546.373.342.029
610186,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610186,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610186,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610187,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,116.786.495.783.602
610187,1,2,95,2,,,,,,,,1,2,,2,,,,,,800000,2,1,2,2,,2,23,116.786.495.783.602
610187,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,116.786.495.783.602
610187,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,116.786.495.783.602
610190,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,157.302.242.455.327
610190,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,157.302.242.455.327
610190,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,157.302.242.455.327
610191,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,173.914.726.506.198
610191,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,173.914.726.506.198
610191,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,173.914.726.506.198
610191,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,173.914.726.506.198
610191,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,173.914.726.506.198
610192,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,355.811.363.496.333
610192,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,355.811.363.496.333
610193,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,206.561.135.320.765
610193,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,206.561.135.320.765
610194,1,1,95,1,,2,1,,715000,,2,2,,,,,,,,,,,,,2,,,23,25.125.035.022.858
610194,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,25.125.035.022.858
610197,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.476.496.737.329
610197,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.476.496.737.329
610197,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.476.496.737.329
610197,1,4,95,2,,,,,,,,1,2,,2,,,,,,450000,2,1,2,2,,2,23,175.476.496.737.329
610197,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.476.496.737.329
610197,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.476.496.737.329
610198,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,276.542.556.361.884
610198,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,276.542.556.361.884
610198,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,276.542.556.361.884
610198,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,276.542.556.361.884
610199,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,362.906.781.169.506
610199,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,362.906.781.169.506
610200,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,170.421.129.770.227
610200,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,170.421.129.770.227
610201,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,143.908.406.622.375
610201,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,143.908.406.622.375
610201,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,143.908.406.622.375
610203,1,1,95,2,,,,,,,,1,2,,2,1500000,,,,,,2,2,1,2,,2,23,354.807.229.887.348
610203,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,354.807.229.887.348
610203,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,354.807.229.887.348
610205,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610205,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610208,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.889.976.243.744
610208,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.889.976.243.744
610208,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.889.976.243.744
610208,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.889.976.243.744
610210,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,135.848.153.750.405
610210,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,135.848.153.750.405
610214,1,1,95,2,,,,,,,,1,2,,2,,,,,,150000,2,1,2,2,,2,23,101.016.675.606.325
610214,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.016.675.606.325
610214,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.016.675.606.325
610214,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.016.675.606.325
610214,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.016.675.606.325
610215,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,158.879.108.995.697
610215,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,158.879.108.995.697
610215,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,158.879.108.995.697
610216,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,106.287.651.968.804
610216,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,106.287.651.968.804
610216,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,106.287.651.968.804
610216,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,106.287.651.968.804
610216,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,106.287.651.968.804
610217,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,147.189.661.438.797
610217,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,147.189.661.438.797
610217,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,147.189.661.438.797
610217,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,147.189.661.438.797
610218,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,920.504.917.372.287
610218,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,920.504.917.372.287
610218,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,920.504.917.372.287
610219,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,974.001.701.876.966
610220,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,974.001.701.876.966
610221,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,341.524.952.273.242
610222,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,24.065.334.734.914
610223,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,356.523.834.523.177
610223,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,356.523.834.523.177
610223,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,356.523.834.523.177
610227,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,360.995.721.833.226
610227,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,360.995.721.833.226
610227,1,3,95,2,,,,,,,,1,2,,2,,,,,,1400000,2,1,2,2,,2,23,360.995.721.833.226
610227,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,360.995.721.833.226
610228,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,39.164.650.042.137
610228,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,39.164.650.042.137
610228,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,39.164.650.042.137
610228,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,39.164.650.042.137
610228,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,39.164.650.042.137
610230,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,317.258.200.451.633
610230,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,317.258.200.451.633
610231,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610231,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,367.895.052.801.002
610234,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610234,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610234,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610234,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610234,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610234,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,334.035.431.708.937
610235,1,1,95,2,,,,,,,,1,2,,2,,,,,,250000,2,1,2,2,,2,23,225.718.921.595.898
610235,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,225.718.921.595.898
610235,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,225.718.921.595.898
610238,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,104.575.637.764.531
610238,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,104.575.637.764.531
610238,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,104.575.637.764.531
610242,1,1,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,23,808.356.584.772.047
610242,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,808.356.584.772.047
610242,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,808.356.584.772.047
610245,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,23,190.607.010.329.567
610245,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610245,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610245,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610245,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610245,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610245,1,9,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,190.607.010.329.567
610246,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,158.505.081.504.405
610246,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,158.505.081.504.405
610247,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,946.338.760.803.085
610247,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,946.338.760.803.085
610249,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.139.968.089.479
610249,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.139.968.089.479
610249,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.139.968.089.479
610249,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,153.139.968.089.479
610250,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,2,1,95,2,,,,,,,,1,2,,2,,,,,,800000,2,1,2,2,900000,1,23,209.217.028.637.001
610250,2,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,2,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610250,2,9,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,209.217.028.637.001
610251,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610251,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610252,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,113.709.956.958.508
610252,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,113.709.956.958.508
610252,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,113.709.956.958.508
610252,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,113.709.956.958.508
610254,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,165.560.324.406.008
610254,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,165.560.324.406.008
610255,1,1,95,2,,,,,,,,1,2,,2,400000,,,,,,2,2,1,2,,2,23,324.093.074.922.718
610261,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610261,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610261,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610261,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610261,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610261,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,353.145.777.459.432
610264,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610264,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,320.947.608.795.284
610265,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,329.812.071.187.047
610265,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,329.812.071.187.047
610265,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,329.812.071.187.047
610268,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.987.879.041.901
610268,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.987.879.041.901
610268,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,160.987.879.041.901
610271,1,1,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,161.972.590.617.591
610272,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,23,237.728.850.115.095
610272,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,237.728.850.115.095
610272,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,237.728.850.115.095
610276,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,169.936.022.429.689
610276,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,169.936.022.429.689
610276,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,169.936.022.429.689
610276,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,169.936.022.429.689
610276,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,169.936.022.429.689
610277,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,148.973.927.977.921
610277,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,148.973.927.977.921
610277,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,148.973.927.977.921
610277,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,148.973.927.977.921
610278,1,1,95,1,,1,2,,,50000,2,2,,,,,,,,,,,,,2,,,23,175.410.633.045.212
610278,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.410.633.045.212
610278,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,175.410.633.045.212
610278,1,4,95,2,,,,,,,,1,2,,2,,,,,,50000,2,1,2,2,,2,23,175.410.633.045.212
610279,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,146.674.700.729.763
610279,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,146.674.700.729.763
610280,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,235.302.486.577.574
610280,1,2,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,23,235.302.486.577.574
610280,1,3,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,2,,2,23,235.302.486.577.574
610280,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,235.302.486.577.574
610284,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,297.222.492.572.392
610284,1,2,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,297.222.492.572.392
610284,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,297.222.492.572.392
610284,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,297.222.492.572.392
610284,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,297.222.492.572.392
610284,1,9,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,23,297.222.492.572.392
610284,1,10,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,23,297.222.492.572.392
610285,1,1,95,2,,,,,,,,1,2,,2,2400000,,,,,,2,2,1,2,,2,23,378.373.527.096.044
610285,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,378.373.527.096.044
610285,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,378.373.527.096.044
610285,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,378.373.527.096.044
610286,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,223.292.558.058.376
610286,1,2,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,2,,2,23,223.292.558.058.376
610286,1,3,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,2,,2,23,223.292.558.058.376
610286,1,4,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,23,223.292.558.058.376
610292,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,357.537.272.420.941
610292,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,357.537.272.420.941
610292,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,357.537.272.420.941
610293,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,206.561.135.320.765
610293,1,2,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,23,206.561.135.320.765
610297,1,1,95,1,,1,2,,,100000,2,2,,,,,,,,,,,,,2,,,23,378.606.118.032.354
610297,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,378.606.118.032.354
610299,1,1,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,2,,2,23,13.406.388.721.128
610299,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,13.406.388.721.128
610303,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610303,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610303,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,139.435.887.538.822
610304,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,974.001.701.876.966
610305,1,1,95,1,,1,2,,,200000,2,2,,,,,,,,,,,,,2,,,23,167.370.678.567.917
610305,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,167.370.678.567.917
610305,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,167.370.678.567.917
610305,1,5,95,2,,,,,,,,1,2,,2,,,,1200000,,1200000,1,1,2,2,,2,23,167.370.678.567.917
610305,1,6,95,2,,,,,,,,1,2,,2,,,,,,35000,2,1,2,2,,2,23,167.370.678.567.917
610305,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,167.370.678.567.917
610306,1,1,95,2,,,,,,,,1,2,,2,,,,,,360000,2,1,2,2,,2,23,24.065.334.734.914
610307,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,145.405.394.899.673
610307,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,145.405.394.899.673
610307,1,3,95,2,,,,,,,,1,2,,2,,,,,,150000,2,1,2,2,,2,23,145.405.394.899.673
610307,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,145.405.394.899.673
610309,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.689.118.981.912
610309,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,101.689.118.981.912
610310,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,172.209.162.055.062
610310,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,172.209.162.055.062
610310,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,172.209.162.055.062
610312,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,350.389.414.665.006
610312,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,23,350.389.414.665.006
