DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,DPTO,fex_c_2011
590790,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,621.170.614.977.585
590790,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,621.170.614.977.585
590791,1,1,5,95,1,,2,1,,695000,,2,2,,,,,,,,,,,,,,,5,836.173.995.958.644
590791,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,836.173.995.958.644
590791,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,836.173.995.958.644
590791,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,836.173.995.958.644
590791,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,836.173.995.958.644
590792,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,957.467.263.041.372
590792,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,957.467.263.041.372
590792,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,957.467.263.041.372
590793,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,649.002.595.485.058
590793,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,649.002.595.485.058
590794,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,111.686.593.554.475
590796,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,107.712.590.789.309
590796,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,107.712.590.789.309
590796,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,107.712.590.789.309
590798,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,786.178.193.459.372
590798,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,786.178.193.459.372
590798,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,786.178.193.459.372
590798,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,786.178.193.459.372
590799,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,79.573.604.594.446
590799,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,79.573.604.594.446
590800,1,1,5,95,1,,2,1,,380000,,2,2,,,,,,,,,,,,,,,5,870.845.916.486.194
590800,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,870.845.916.486.194
590800,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,870.845.916.486.194
590801,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,997.477.108.920.958
590801,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,997.477.108.920.958
590801,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,997.477.108.920.958
590801,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,997.477.108.920.958
590801,1,5,5,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,,2,5,997.477.108.920.958
590802,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,876.877.990.529.433
590802,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,50000,2,1,2,,2,5,876.877.990.529.433
590802,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,876.877.990.529.433
590803,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,12.556.506.635.923
590803,1,2,5,95,2,,,,,,,,1,2,,1,,,64300,,,,2,2,2,,2,5,12.556.506.635.923
590804,1,1,5,95,2,,,,,,,,1,2,,1,,,56800,,,,2,2,2,,2,5,635.045.029.761.432
590804,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,635.045.029.761.432
590804,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,635.045.029.761.432
590804,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,635.045.029.761.432
590804,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,635.045.029.761.432
590805,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,,2,5,637.908.622.898.362
590806,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,719.741.693.995.875
590806,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,719.741.693.995.875
590807,1,1,5,95,1,,1,2,,,250000,2,2,,,,,,,,,,,,,,,5,110.467.405.485.872
590807,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,110.467.405.485.872
590808,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.935.903.988.338
590808,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.935.903.988.338
590808,1,7,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.935.903.988.338
590809,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,954.575.952.317.198
590809,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,954.575.952.317.198
590809,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,954.575.952.317.198
590810,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,595.524.627.844.097
590810,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,595.524.627.844.097
590810,1,4,5,95,2,,,,,,,,1,2,,1,,,56800,,,,2,2,2,,2,5,595.524.627.844.097
590810,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,595.524.627.844.097
590811,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,949.106.098.315.687
590811,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,15000000,1,5,949.106.098.315.687
590812,1,1,5,95,1,,2,1,,430000,,2,2,,,,,,,,,,,,,,,5,726.179.636.793.056
590813,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,1500000,2,1,2,,2,5,699.304.083.100.628
590813,1,2,5,95,2,,,,,,,,1,2,,2,750000,,,,,750000,2,1,1,,2,5,699.304.083.100.628
590813,1,3,5,95,2,,,,,,,,1,2,,2,13400000,,,,,,2,2,1,,2,5,699.304.083.100.628
590814,1,1,5,95,1,,2,1,,700000,,2,2,,,,,,,,,,,,,,,5,903.680.083.128.235
590814,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,903.680.083.128.235
590814,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,903.680.083.128.235
590815,1,1,5,95,2,,,,,,,,1,2,,1,,,720000,,,,2,2,2,600000,1,5,711.441.926.058.611
590815,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,670000,1,5,711.441.926.058.611
590815,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,711.441.926.058.611
590816,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,24000000,2,1,2,,2,5,719.741.693.995.875
590816,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,5,719.741.693.995.875
590817,1,1,5,95,1,,1,2,,,500000,2,1,2,,1,,,90000,,,18000000,2,1,2,,2,5,85.629.549.620.452
590817,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,85.629.549.620.452
590818,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,100.907.734.158.144
590818,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,100.907.734.158.144
590818,1,3,5,95,2,,,,,,,,1,2,,1,,,68400,,,,2,2,2,,2,5,100.907.734.158.144
590818,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,100.907.734.158.144
590819,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,79.573.604.594.446
590819,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,79.573.604.594.446
590820,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,109.111.858.279.135
590820,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,109.111.858.279.135
590820,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,109.111.858.279.135
590821,1,1,5,95,1,,2,1,,920000,,2,1,2,,2,,,,200000,,,1,2,2,,2,5,837.935.981.944.073
590821,1,2,5,95,1,,1,2,,,400000,2,1,2,,1,,,600000,,,,2,2,2,,2,5,837.935.981.944.073
590822,1,1,8,95,1,,2,1,,1328914,,2,1,2,,2,,,,,,36000000,2,1,2,,2,8,351.173.996.548.879
590822,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,351.173.996.548.879
590822,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,351.173.996.548.879
590822,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,351.173.996.548.879
590823,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,547.654.236.748.208
590823,1,2,8,95,2,,,,,,,,1,2,,2,,,,4800000,,,1,2,2,,2,8,547.654.236.748.208
590823,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,547.654.236.748.208
590824,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590824,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590824,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590827,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,325.042.919.782.297
590827,1,2,8,95,1,,2,1,,2600000,,2,2,,,,,,,,,,,,,,,8,325.042.919.782.297
590827,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,325.042.919.782.297
590827,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,325.042.919.782.297
590827,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,325.042.919.782.297
590828,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,449.073.237.095.537
590828,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,449.073.237.095.537
590830,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.390.871.693.159
590830,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.390.871.693.159
590830,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.390.871.693.159
590830,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.390.871.693.159
590830,1,6,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.390.871.693.159
590831,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,501.146.830.946.054
590831,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,501.146.830.946.054
590831,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,501.146.830.946.054
590831,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,501.146.830.946.054
590832,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590832,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590832,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590832,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590832,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590834,1,1,8,95,1,,2,1,,872000,,2,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,6,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590834,1,7,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,393.552.758.627.676
590835,1,1,8,95,1,,1,1,,1500000,460000,2,2,,,,,,,,,,,,,,,8,41.632.096.437.648
590835,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,41.632.096.437.648
590835,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,41.632.096.437.648
590835,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,41.632.096.437.648
590836,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,304.903.107.012.119
590836,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,304.903.107.012.119
590836,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,304.903.107.012.119
590836,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,304.903.107.012.119
590836,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,304.903.107.012.119
590837,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590837,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590837,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,522.013.377.494.497
590838,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,504.686.173.590.555
590838,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,504.686.173.590.555
590838,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,504.686.173.590.555
590838,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,504.686.173.590.555
590839,1,1,8,95,2,,,,,,,,1,2,,2,,,,,,3600000,2,1,2,,2,8,363.532.883.243.606
590840,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590840,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590840,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590840,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590840,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590840,1,6,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,63.994.842.645.497
590841,1,1,8,95,1,,2,1,,1972000,,2,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,6,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,8,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590841,1,9,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,477.735.303.797.383
590842,1,1,8,95,1,,2,1,,731000,,2,1,2,,2,,,,,,6000000,2,1,2,,2,8,346.920.166.622.021
590842,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,346.920.166.622.021
590842,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,346.920.166.622.021
590843,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,322.558.761.177.689
590843,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,322.558.761.177.689
590843,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,322.558.761.177.689
590843,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,322.558.761.177.689
590844,1,1,8,95,1,,1,2,,,160000,2,2,,,,,,,,,,,,,,,8,868.788.833.854.034
590844,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,868.788.833.854.034
590844,2,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,868.788.833.854.034
590844,2,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,868.788.833.854.034
590845,1,1,8,95,1,,2,1,,433700,,2,2,,,,,,,,,,,,,,,8,557.061.090.094.619
590845,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,557.061.090.094.619
590845,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,557.061.090.094.619
590846,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,507.170.332.195.162
590846,1,2,8,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,,2,8,507.170.332.195.162
590846,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,507.170.332.195.162
590846,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,507.170.332.195.162
590846,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,507.170.332.195.162
590847,1,1,8,95,1,,2,1,,98,,2,2,,,,,,,,,,,,,,,8,412.529.416.583.201
590847,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,412.529.416.583.201
590847,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,412.529.416.583.201
590847,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,412.529.416.583.201
590849,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590849,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590849,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590849,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590849,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,572.317.300.022.763
590850,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,825.058.833.166.403
590850,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,825.058.833.166.403
590850,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,825.058.833.166.403
590850,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,825.058.833.166.403
590851,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,960.046.220.631.999
590851,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,960.046.220.631.999
590852,1,1,8,95,2,,,,,,,,1,2,,2,,,,,,2000000,2,1,2,,2,8,454.382.251.062.289
590852,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,454.382.251.062.289
590853,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.290.308.069.948
590853,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.290.308.069.948
590853,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.290.308.069.948
590854,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,464.301.352.603.494
590854,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,464.301.352.603.494
590854,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,464.301.352.603.494
590856,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,413.256.150.361.467
590856,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,413.256.150.361.467
590856,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,413.256.150.361.467
590857,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590857,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590857,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590857,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590857,1,9,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590857,1,10,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,978.078.012.904.432
590858,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,446.974.148.699.552
590858,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,446.974.148.699.552
590858,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,446.974.148.699.552
590858,1,4,8,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,,2,8,446.974.148.699.552
590859,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,366.017.041.848.214
590859,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,366.017.041.848.214
590860,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,461.817.193.998.886
590860,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,461.817.193.998.886
590861,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,518.474.034.849.996
590861,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,518.474.034.849.996
590861,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,518.474.034.849.996
590862,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,499.463.996.693.878
590862,1,2,8,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,,2,8,499.463.996.693.878
590862,1,3,8,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,,2,8,499.463.996.693.878
590863,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,547.654.236.748.208
590863,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,547.654.236.748.208
590863,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,547.654.236.748.208
590864,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,452.612.579.740.039
590864,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,452.612.579.740.039
590865,1,1,8,95,2,,,,,,,,1,2,,2,,,,,,1000000,2,1,2,,2,8,487.358.969.686.612
590865,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,487.358.969.686.612
590865,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,487.358.969.686.612
590865,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,487.358.969.686.612
590865,1,5,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,487.358.969.686.612
590866,1,1,8,95,2,,,,,,,,1,2,,2,,,,,,3000000,2,1,2,,2,8,321.680.048.764.518
590866,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,321.680.048.764.518
590866,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,321.680.048.764.518
590867,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,480.023.110.316
590867,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,480.023.110.316
590868,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,640.926.222.434.126
590868,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,640.926.222.434.126
590868,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,640.926.222.434.126
590868,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,640.926.222.434.126
590869,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.840.570.221.491
590869,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.840.570.221.491
590869,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.840.570.221.491
590869,1,4,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,365.840.570.221.491
590870,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.403.118.189.067
590870,1,2,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.403.118.189.067
590870,1,3,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,478.403.118.189.067
590871,1,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,,,8,333.906.837.283.608
