DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
606084,1,3,70,4,45,2,,2,12,2,,9,2,,,,,,,,,,1,,2,,2,2,1,59,39,7512,75,19,2.754.666.805.397
606103,1,5,70,3,40,2,,2,52,5,,2,4,,,,,,,,,,1,,2,,2,2,1,55,53,5521,55,19,2.819.566.798.094
606105,1,2,70,8,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,19,250.717.727.893.567
606115,1,1,70,2,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,19,24.903.039.342.819
606476,1,2,70,12,48,1,,2,21,1,,6,4,,,,,,,,,,1,,2,,2,2,1,32,32,5221,52,54,636.235.264.491.859
606482,1,2,70,12,48,3,,2,8,4,,1,8,,,,,,,,,,1,,1,80000,2,2,1,54,56,9301,93,54,543.698.551.383.816
606932,1,2,70,4,24,1,,2,4,3,,2,1,,,,,,,,,,1,,2,,2,2,1,97,55,9500,95,73,733.441.467.867.286
607021,1,2,70,20,48,3,,2,20,3,,1,8,,,,,,,,,,1,,2,,2,2,1,53,53,9500,95,73,576.102.249.280.411
607264,1,3,70,4,50,1,,2,60,3,,1,1,,,,,,,,,,1,,2,,2,2,1,59,55,9500,95,76,267.700.320.033.273
607307,1,3,70,12,48,2,,2,14,8,,2,1,,,,,,,,,,1,,2,,2,2,1,58,62,121,1,76,397.461.908.028.796
607643,1,3,70,12,48,1,,2,20,1,,7,1,,,,,,,,,,1,,2,,2,2,1,45,45,5211,52,8,450.268.135.666.406
607817,1,3,70,48,40,2,,2,50,1,,2,1,,,,,,,,,,1,,2,,2,2,1,59,45,5231,52,15,103.911.343.848.101
607826,1,2,70,48,40,2,,2,48,2,,5,2,,,,,,,,,,1,,2,,2,2,1,13,13,8012,80,15,983.144.614.206.534
607846,1,5,70,24,1,1,,2,24,8,,5,1,,,,,,,,1,,,,2,,2,2,1,62,62,114,1,15,11.390.617.743.122
608009,1,2,70,10,40,2,,2,24,2,,9,4,,,,,,,,,,1,,2,,2,2,1,33,32,7512,75,17,890.499.611.568.514
608018,1,4,70,10,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,61,,,,17,103.318.547.219.575
608029,1,2,70,8,36,3,,2,32,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,17,110.652.060.089.047
608030,1,1,70,2,50,8,,2,2,8,,2,1,,,,,,,,,,1,,1,200000,2,2,1,62,62,111,1,17,128.274.075.601.579
608030,1,2,70,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,17,128.274.075.601.579
608036,1,3,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,17,53.775.129.418.137
608053,1,6,70,12,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,2,1,45,45,5233,52,17,53.775.129.418.137
608059,1,6,70,12,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,17,121.899.367.911.138
608091,1,2,70,4,50,8,,2,4,8,,2,1,,,,,,,,,,1,,1,45000,2,2,1,62,62,111,1,17,863.618.341.182.466
608120,1,3,70,12,50,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,17,870.532.809.323.458
608120,1,4,70,4,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,13,,,,17,870.532.809.323.458
608126,1,3,70,30,50,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,17,113.110.423.936.957
608173,1,4,70,54,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,57,,,,17,144.484.550.550.921
608173,1,5,70,18,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,37,,,,17,144.484.550.550.921
608173,1,6,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,17,144.484.550.550.921
608174,1,1,70,25,50,3,,2,25,1,,3,1,,,,,,,,,,1,,2,,2,2,1,54,53,5521,55,17,144.951.091.644.352
608179,1,2,70,8,48,1,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,2,1,54,62,111,1,17,144.837.299.051.863
608202,1,4,70,4,60,3,,2,28,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,17,561.830.336.095.498
608211,1,1,70,12,60,1,,2,12,8,,5,8,,,,,,,,,,1,,2,,2,2,1,97,62,111,1,17,109.581.840.905.357
608252,1,5,70,8,60,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,17,124.700.111.949.768
608895,1,2,70,40,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,41,,,,41,696.186.034.534.667
608901,1,2,70,3,35,1,,2,50,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,8532,85,41,787.975.210.743.701
608916,1,3,70,4,40,4,,2,4,4,,1,1,,,,,,,,,,1,,1,200000,2,2,1,61,61,111,1,41,105.677.898.190.508
608931,1,3,70,8,40,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,117,1,41,849.778.235.900.622
608934,1,1,70,4,40,1,,2,4,1,,5,1,,,,1,,,,,,,,1,840000,2,2,1,98,84,1110,11,41,148.873.891.711.343
608937,1,3,70,12,40,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,2,1,0,54,8532,85,41,709.351.540.939.638
608937,1,4,70,12,40,3,,2,48,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,41,709.351.540.939.638
608993,1,2,70,8,40,3,,2,40,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,41,651.338.781.805.582
609044,1,4,70,4,30,4,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,111,1,41,632.605.707.161.051
609066,1,4,70,6,48,8,,2,12,8,,2,8,,,,,,,,,,1,,2,,2,2,1,62,62,111,1,41,793.282.915.975.874
609588,1,2,70,48,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,75,,,,68,850.565.206.998.587
609594,2,2,70,8,28,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,2,1,75,75,1750,17,68,757.947.614.631.246
609629,2,2,70,2,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,2,1,62,62,123,1,68,965.206.475.197.196
609657,1,1,70,52,48,4,,2,200,4,,1,2,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,68,897.611.152.911.181
609744,1,4,70,4,60,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,17,603.778.182.707.692
609747,1,2,70,9,48,2,,2,9,2,,9,1,,,,,1,,,,,,,2,,2,2,1,13,13,8043,80,17,120.333.007.727.952
610197,1,3,70,3,40,8,,2,3,1,,2,4,,,,,,,,,,1,,1,120000,2,2,1,62,95,4521,45,23,175.476.496.737.329
610198,1,2,70,40,40,2,,2,40,4,,1,4,,,,,,,,1,,,,2,,2,2,1,32,79,1810,18,23,276.542.556.361.884
610199,1,2,70,4,40,8,,2,4,8,,3,4,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,362.906.781.169.506
610231,1,2,70,4,20,1,,2,156,1,,9,1,,,,,,,,1,,,,2,,2,2,1,55,55,8043,80,23,367.895.052.801.002
610234,1,3,70,16,40,8,,2,52,8,,2,4,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,334.035.431.708.937
610249,1,2,70,2,40,1,,2,6,1,,5,4,,,,,,,,,,1,,2,,2,2,1,95,95,4530,45,23,153.139.968.089.479
610254,1,1,70,3,40,8,,2,15,8,,2,4,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,23,165.560.324.406.008
610303,1,1,70,3,60,4,,2,6,1,,6,1,,,,,,,,,,1,,2,,2,2,1,64,95,4530,45,23,139.435.887.538.822
610303,1,3,70,3,60,4,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,2,1,64,64,501,5,23,139.435.887.538.822
610317,1,3,70,4,48,8,,2,2,4,,1,4,,,,,,,,,,1,,1,80000,2,2,1,62,89,2693,26,23,269.200.243.905.496
610358,1,2,70,48,40,1,,2,96,1,,2,4,,,,,,,,,,1,,2,,2,2,1,7,45,5244,52,47,655.054.474.264.217
610361,1,5,70,4,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,47,760.875.099.189.756
610392,1,1,70,24,48,1,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,2,1,62,61,116,1,47,586.663.311.867.614
610399,1,9,70,2,72,1,,2,24,4,,2,1,,,,,,,,,,1,,2,,2,2,1,37,95,4521,45,47,203.860.529.538.899
610416,1,2,70,3,8,3,,2,96,3,,1,4,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,627.326.903.283.438
610477,1,3,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,47,623.547.320.007.031
610480,1,2,70,4,48,3,,2,240,3,,1,6,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,639.270.704.270.776
610482,1,11,70,82,50,4,,2,82,4,,4,1,,,,,,,,,,1,,2,,2,2,1,61,61,121,1,47,652.182.568.991.453
610485,1,3,70,2,48,3,,2,192,3,,1,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,485.483.079.708.558
610486,1,1,70,32,48,8,,2,32,8,,4,2,,,,,,,,,,1,,2,,2,2,1,62,62,118,1,47,626.770.611.963.375
610500,1,2,70,8,40,3,,2,416,3,,1,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,612.658.873.677.803
610507,1,5,70,75,48,1,,2,160,1,,4,1,,,,,,,,1,,,,2,,2,2,1,45,45,5233,52,47,36.131.537.779.023
610509,1,1,70,8,48,1,,2,10,1,,2,6,,,,,,,,,,1,,2,,2,2,1,62,62,130,1,47,382.705.245.426.874
610518,1,5,70,36,48,2,,2,36,2,,7,1,,,,,,,,,,1,,2,,2,2,1,55,58,8045,80,47,354.081.090.808.483
610519,1,2,70,46,46,2,,2,46,2,,6,8,,,,,,,,,,1,,2,,2,2,1,55,55,8045,80,47,735.539.271.056.275
610525,1,3,70,84,46,3,,2,90,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,679.243.427.205.067
610525,2,1,70,8,46,8,,2,8,8,,4,1,,,,,,,,,,1,,2,,2,2,1,62,62,118,1,47,679.243.427.205.067
610542,1,3,70,16,48,4,,2,32,4,,1,4,,,,,,,,,,1,,2,,2,2,1,61,61,118,1,47,432.855.951.647.292
610542,1,4,70,42,42,3,,2,4,3,,1,7,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,432.855.951.647.292
610544,1,3,70,4,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,61,,,,47,428.411.926.874.686
610552,1,3,70,16,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,13,,,,47,455.092.355.286.076
610565,1,1,70,3,48,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,140,1,47,385.932.850.410.784
610722,1,2,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,13,156.290.445.690.959
610741,1,2,70,12,48,2,,2,15,2,,7,4,,,,,,,,,,1,,2,,2,2,1,59,59,8511,85,13,18.761.382.848.524
610779,1,3,70,17,40,2,,2,21,7,,2,1,,,,,,,,,,1,,2,,2,2,1,37,62,115,1,13,167.368.540.133.125
610795,1,2,70,16,20,1,,2,20,1,,3,4,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,13,14.995.643.421.322
610796,1,1,70,8,40,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,13,161.672.427.490.798
610796,1,3,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,97,,,,13,161.672.427.490.798
610857,1,2,70,12,40,1,,2,24,8,,3,4,,,,,,,,,,1,,2,,2,2,1,45,62,111,1,52,231.040.411.485.715
610887,1,2,70,13,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,301.313.988.851.766
610888,1,3,70,52,40,1,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,2,1,57,54,9500,95,52,232.758.879.075.636
610888,1,4,70,26,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,232.758.879.075.636
610889,1,5,70,30,54,1,,2,30,3,,1,1,,,,,,,,,,1,,2,,2,2,1,45,54,9500,95,52,366.548.249.139.728
610891,1,4,70,4,45,4,,2,4,4,,1,8,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,52,31.991.441.226.133
610894,1,3,70,52,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,313.593.964.414.043
610896,1,1,70,26,40,4,,2,72,4,,1,1,,,,,,,,1,,,,2,,2,2,1,62,62,140,1,52,237.908.283.140.414
610896,1,4,70,13,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,237.908.283.140.414
610898,1,2,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,52,27.353.377.162.092
610899,1,2,70,52,40,4,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,52,252.840.303.583.712
610900,1,1,70,52,40,3,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,2,1,55,62,140,1,52,285.530.747.533.069
610902,1,3,70,52,40,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,2,1,57,57,9302,93,52,315.268.609.700.104
610903,1,1,70,56,40,4,,2,26,4,,1,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,52,188.063.749.654.287
610905,1,3,70,13,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,290.862.567.866.099
610906,1,4,70,102,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,283.251.917.361.582
610927,1,2,70,6,50,3,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,2,1,54,54,8532,85,52,27.353.377.162.092
610936,1,3,70,24,50,3,,2,32,4,,1,1,,,,,,,,,,1,,2,,2,2,1,56,62,111,1,52,202.188.371.526.047
610965,1,4,70,12,48,3,,2,90,3,,1,4,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,26.568.850.037.126
610968,1,1,70,2,56,4,,2,3,4,,1,1,,,,,,,,,,1,,1,260000,2,2,1,53,53,5521,55,52,150.497.889.230.679
610971,1,3,70,12,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,2,1,79,79,1810,18,52,257.265.504.291.516
610973,1,4,70,48,48,3,,2,12,3,,1,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,211.662.392.916.753
610982,1,3,70,8,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,281.844.514.134.754
611068,1,3,70,3,40,1,,2,3,1,,3,4,,,,,,,,,,1,,1,461500,2,2,1,45,45,5239,52,5,177.818.769.327.445
611073,1,3,70,52,40,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,5,317.596.013.891.707
611094,1,3,70,2,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,37,,,,5,323.863.887.061.229
611139,1,2,70,8,30,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,5,420.440.956.621.706
611142,1,2,70,12,50,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,5,427.866.449.728.154
611144,1,1,70,4,50,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,2,1,97,97,1320,13,5,285.331.288.665.849
611148,1,3,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,5,401.075.493.345.893
611148,1,4,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,71,,,,5,401.075.493.345.893
611149,1,3,70,12,72,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,5,539.487.930.905.179
611177,1,2,70,12,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,2,1,71,71,1320,13,5,30.696.661.736.916
611177,1,3,70,3,60,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,2,1,45,45,1551,15,5,30.696.661.736.916
611188,1,1,70,3,60,1,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,2,1,71,71,1320,13,5,389.252.039.664.567
611219,1,2,70,52,48,1,,2,52,1,,5,4,,,,,,,,,,1,,2,,2,2,1,53,79,1810,18,5,345.764.257.427.886
611245,1,2,70,14,56,1,,2,24,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,44,324.933.993.309.321
611289,1,2,70,1,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,44,321.150.443.614.891
611392,1,2,70,24,48,3,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,44,905.054.914.807.578
611393,1,2,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,85,,,,44,949.459.148.265.052
611406,1,2,70,8,42,1,,2,10,1,,6,1,,,,,,,,,,1,,2,,2,2,1,95,95,4530,45,44,74.752.913.782.749
611406,1,3,70,4,8,2,,2,60,1,,6,1,,,,,,,,,,1,,2,,2,2,1,32,32,8512,85,44,74.752.913.782.749
611409,1,1,70,20,48,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,2,1,95,62,116,1,44,340.067.610.859.504
611410,1,1,70,8,48,1,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,2,1,85,85,4010,40,44,781.016.652.976.566
611424,1,2,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,44,819.144.488.238.552
611425,1,3,70,8,5,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,37,,,,44,486.382.990.622.233
611428,1,1,70,3,10,1,,2,1,1,,9,3,,,,,1,,,,,,,2,,2,2,1,54,97,113,1,44,6.474.024.458.468
611430,1,2,70,30,48,4,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,44,768.964.278.627.179
611440,1,1,70,1,10,4,,2,1,1,,2,3,,,,,1,,,,,,,2,,2,2,1,85,85,5272,52,44,793.035.595.824.709
611533,1,1,70,2,42,1,,2,4,1,,3,1,,,,,,,,,,1,,1,120000,2,2,1,95,62,121,1,44,355.620.757.040.607
611533,1,2,70,96,35,1,,2,96,1,,4,1,,,,,,,,,,1,,2,,2,2,1,54,53,5530,55,44,355.620.757.040.607
611566,1,1,70,8,48,3,,2,8,1,,8,1,,,,,,,,,,1,,2,,2,2,1,54,56,8042,80,44,411.002.243.450.824
611582,1,3,70,40,40,3,,2,66,3,,1,7,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,27,736.570.084.267.376
611601,1,3,70,4,48,7,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,32.882.374.423.629
611617,1,2,70,24,24,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,365.334.928.129.591
611618,1,3,70,6,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,27,784.915.509.299.892
611639,1,2,70,24,36,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,55,,,,27,771.209.588.945.932
611647,1,2,70,4,40,3,,2,2,3,,1,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,27,373.088.051.015.213
611647,1,3,70,5,48,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,,,,,27,373.088.051.015.213
611683,1,14,70,12,40,3,,2,10,3,,1,7,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,27,571.976.062.214.985
611702,1,2,70,98,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,419.444.177.948.254
611739,1,2,70,8,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,906.524.909.770.792
611748,1,1,70,6,45,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,39,,,,27,914.455.846.433.902
611751,1,2,70,4,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,755.000.692.148.024
611800,1,4,70,8,8,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,44,100.825.478.760.176
611805,1,2,70,20,40,1,,2,40,1,,8,1,,,,,,,,,,1,,2,,2,2,1,62,97,113,1,44,65.416.599.693.924
611807,1,3,70,12,45,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,44,513.369.968.804.785
611823,1,3,70,24,84,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,44,161.781.443.817.972
611828,1,2,70,192,20,1,,2,240,4,,1,1,,,,,,,,,,1,,2,,2,2,1,45,41,5231,52,44,800.747.300.930.744
611832,1,2,70,20,40,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,2,1,97,57,9302,93,44,878.156.860.989.822
611851,1,2,70,8,8,2,,2,300,2,,2,2,,,,,,,,,,1,,2,,2,2,1,32,32,7524,75,44,862.848.325.516.403
611914,1,2,70,48,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,159.505.276.201.091
611915,1,1,70,40,40,3,,2,40,3,,2,1,,,,,1,,,1,,,,1,150000,2,2,1,54,54,9500,95,27,103.679.960.295.851
611916,1,2,70,24,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,144.227.031.514.058
611925,1,2,70,8,40,3,,2,16,3,,1,4,,,,,,,,1,,,,1,150000,2,2,1,54,54,9500,95,27,159.199.638.385.606
611925,1,3,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,27,159.199.638.385.606
611976,1,2,70,4,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,39,,,,27,727.282.780.091.455
613134,1,2,70,24,24,1,,2,58,5,,2,1,,,,,,,,,,1,,2,,2,2,1,32,79,1810,18,25,2.304.242.665.986
613134,1,3,70,6,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,25,2.304.242.665.986
