DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
800301;1;5;1;50;2;5;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2;;;2;;;;;;;;23;164.961.120.241.358
800380;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;232.447.804.263.459
800380;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;23;232.447.804.263.459
800380;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;232.447.804.263.459
800380;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;232.447.804.263.459
800382;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;206.823.809.036.626
800382;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;23;206.823.809.036.626
800382;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;23;206.823.809.036.626
800382;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;206.823.809.036.626
800382;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;206.823.809.036.626
800385;1;1;1;50;2;1;6;ESTABA ENFERMA;1;;;;;;;;;;;;;;23;239.678.813.334.937
800385;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;23;239.678.813.334.937
800385;1;3;1;50;2;3;6;ESTABA ENFERMO;2;2;2;2;;;1;11;;;;;;;23;239.678.813.334.937
800385;1;4;1;50;2;4;4;;2;2;2;1;1;;;;;;;;;2;23;239.678.813.334.937
800385;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;23;239.678.813.334.937
800389;1;1;1;50;2;1;6;DESCANSANDO POR LA EDAD;1;;;;;;;;;;;;;;23;152.773.496.196.047
800389;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;23;152.773.496.196.047
800389;1;3;1;50;2;3;4;;2;2;2;2;;;1;10;;;;;;;23;152.773.496.196.047
800389;1;4;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;23;152.773.496.196.047
800389;1;5;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;23;152.773.496.196.047
800393;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;23;331.152.371.575.731
800393;1;2;1;50;2;2;6;ESTABA ENFERMO;2;2;2;2;;;1;11;;;;;;;23;331.152.371.575.731
800393;1;3;1;50;2;3;6;TRABAJANDO PARA AUTOCONSUMO;2;2;2;1;1;;;;;;;;;1;23;331.152.371.575.731
800393;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;23;331.152.371.575.731
800393;1;5;1;50;2;1;3;;2;2;2;2;;;1;12;;;;;;;23;331.152.371.575.731
800395;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;21.736.169.885.297
800395;1;2;1;50;2;2;4;;2;2;2;1;2;;;;;;;;;1;23;21.736.169.885.297
800395;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;23;21.736.169.885.297
800395;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;23;21.736.169.885.297
800401;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;221.301.537.647.253
800401;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;23;221.301.537.647.253
800403;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;241.618.502.531.345
800403;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;23;241.618.502.531.345
800403;1;3;1;50;2;2;3;;2;2;2;2;;;1;12;;;;;;;23;241.618.502.531.345
800403;1;4;1;50;2;4;3;;2;2;2;2;;;1;12;;;;;;;23;241.618.502.531.345
800405;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;23;194.323.910.642.259
800405;1;2;1;50;2;2;2;;2;2;2;1;2;;;;;;;;;1;23;194.323.910.642.259
800405;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;23;194.323.910.642.259
800405;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;23;194.323.910.642.259
800408;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;267.570.088.752.901
800408;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;23;267.570.088.752.901
800408;1;3;1;50;2;2;3;;2;2;2;2;;;1;12;;;;;;;23;267.570.088.752.901
800408;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;267.570.088.752.901
800408;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;267.570.088.752.901
800408;1;6;1;50;2;6;3;;2;2;2;2;;;2;;;;;;;;23;267.570.088.752.901
800412;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;234.640.144.327.721
800412;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;23;234.640.144.327.721
800412;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;23;234.640.144.327.721
800415;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;149.103.517.760.804
800415;1;2;1;50;2;2;4;;2;2;2;2;;;1;6;;2;;2;;;23;149.103.517.760.804
800415;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;23;149.103.517.760.804
800415;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;23;149.103.517.760.804
800417;1;1;1;50;2;1;6;DESCANSANDO POR LA EDAD;2;2;2;2;;;2;;;;;;;;23;194.812.205.805.075
800419;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;23;218.176.801.104.191
800419;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;23;218.176.801.104.191
800419;1;3;1;50;2;3;2;;2;2;2;1;1;;;;;;;;;1;23;218.176.801.104.191
800419;1;4;1;50;2;4;6;JUGANDO FUTBOL;2;2;2;2;;;1;6;;2;;2;;;23;218.176.801.104.191
800421;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;217.047.650.986.338
800421;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;217.047.650.986.338
800421;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;217.047.650.986.338
800489;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;347.919.446.419.143
800489;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;347.919.446.419.143
800490;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;364.392.723.624.519
800490;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;364.392.723.624.519
800490;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;50;364.392.723.624.519
800490;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;364.392.723.624.519
800492;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
800492;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;155.911.950.210.325
800492;1;3;1;50;2;3;2;;2;2;2;1;1;;;;;;;;;1;50;155.911.950.210.325
800492;1;4;1;50;2;4;2;;2;2;2;1;1;;;;;;;;;1;50;155.911.950.210.325
800492;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;50;155.911.950.210.325
800492;1;7;1;50;2;7;3;;2;2;2;2;;;2;;;;;;;;50;155.911.950.210.325
800494;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;458.917.841.105.563
800494;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;458.917.841.105.563
800494;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;458.917.841.105.563
800494;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;50;458.917.841.105.563
800494;1;5;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;50;458.917.841.105.563
800496;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;29.372.593.624.309
800496;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;29.372.593.624.309
800496;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;29.372.593.624.309
800496;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;50;29.372.593.624.309
800498;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;293.912.404.148.295
800498;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;293.912.404.148.295
800561;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;240.354.541.451.366
800561;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;240.354.541.451.366
800562;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;274.390.468.486.456
800562;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;274.390.468.486.456
800562;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;50;274.390.468.486.456
800562;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;274.390.468.486.456
800564;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;385.225.403.831.292
800564;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;385.225.403.831.292
800564;1;6;1;50;2;6;2;;2;2;2;1;2;;;;;;;;;1;50;385.225.403.831.292
800564;1;7;1;50;2;7;4;;2;2;2;2;;;1;10;;;;;;;50;385.225.403.831.292
800564;1;8;1;50;2;8;1;;;;;;;;;;;;;;;;50;385.225.403.831.292
800564;1;9;1;50;2;7;4;;2;2;2;2;;;2;;;;;;;;50;385.225.403.831.292
800564;1;10;1;50;2;7;4;;2;2;2;2;;;2;;;;;;;;50;385.225.403.831.292
800564;1;11;1;50;2;7;4;;2;2;2;2;;;2;;;;;;;;50;385.225.403.831.292
800564;1;13;1;50;2;13;2;;2;2;2;1;2;;;;;;;;;1;50;385.225.403.831.292
800569;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;31.507.434.548.027
800569;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;31.507.434.548.027
800569;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;31.507.434.548.027
800572;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;303.264.951.321.213
800572;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;303.264.951.321.213
800573;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;271.320.136.459.569
800573;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;271.320.136.459.569
800573;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;271.320.136.459.569
800644;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;423.002.408.139.804
800644;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;423.002.408.139.804
800644;1;3;1;50;2;2;3;;2;2;2;2;;;1;2;;2;;2;;;50;423.002.408.139.804
800644;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;423.002.408.139.804
800644;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;50;423.002.408.139.804
800647;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;347.919.446.419.143
800647;1;2;1;50;2;2;6;ENFERMEDAD;2;2;2;2;;;2;;;;;;;;50;347.919.446.419.143
800648;1;1;1;50;2;1;4;;2;2;2;2;;;1;10;;;;;;;50;325.513.646.635.622
800649;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;303.264.951.321.213
800649;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;303.264.951.321.213
800651;1;1;1;50;2;1;4;;2;2;2;2;;;1;7;;2;;1;3;1;50;236.569.586.648.177
800655;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;272.485.019.613.937
800657;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;23.432.349.977.957
800657;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;50;23.432.349.977.957
800657;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;50;23.432.349.977.957
800734;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;339.180.384.286.973
800734;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;339.180.384.286.973
800735;1;1;1;50;2;1;2;;1;;;;;;;;;;;;;;50;392.209.011.308.658
800735;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;50;392.209.011.308.658
800738;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;306.335.283.348.099
800738;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;306.335.283.348.099
800738;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;306.335.283.348.099
800741;1;1;1;50;2;1;6;INCAPACITADO;2;1;;;;;;;;;;;;;50;355.040.176.451.601
800741;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;355.040.176.451.601
800741;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;355.040.176.451.601
800741;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;355.040.176.451.601
800744;1;1;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;1;7;;1;2;;;;50;268.460.564.550.214
800744;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;268.460.564.550.214
800744;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;268.460.564.550.214
800744;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;268.460.564.550.214
800744;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;268.460.564.550.214
800747;1;1;1;50;2;1;4;;2;2;2;1;1;;;;;;;;;1;50;416.782.768.788.853
800750;1;1;1;50;2;1;4;;2;2;2;1;1;;;;;;;;;1;50;266.369.452.376.768
800750;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;266.369.452.376.768
800751;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;355.040.176.451.601
800751;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;355.040.176.451.601
800751;1;3;1;50;2;3;2;;2;2;2;1;5;;;;;;;;;1;50;355.040.176.451.601
800751;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;355.040.176.451.601
800757;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;36.988.134.069.707
800759;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;419.300.856.576.874
800759;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;419.300.856.576.874
800760;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;396.095.103.847.401
800760;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;396.095.103.847.401
800760;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;50;396.095.103.847.401
800848;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;483.478.133.461.888
800848;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;483.478.133.461.888
800850;1;1;1;50;2;1;4;;2;2;2;1;1;;;;;;;;;1;50;325.513.646.635.622
800853;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;211.016.609.314.542
800853;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;211.016.609.314.542
800853;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;211.016.609.314.542
800853;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;211.016.609.314.542
800854;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;24.306.256.191.174
800854;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;24.306.256.191.174
800854;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;24.306.256.191.174
800856;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;248.992.465.847.982
800856;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;50;248.992.465.847.982
800857;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;50;291.767.455.015.242
800857;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;291.767.455.015.242
800857;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;291.767.455.015.242
800857;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;291.767.455.015.242
800859;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;281.122.944.010.553
800860;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;225.685.575.382.954
800860;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;225.685.575.382.954
800860;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;225.685.575.382.954
800861;1;1;1;50;2;1;4;;2;2;2;1;1;;;;;;;;;1;50;39.760.440.550.133
800861;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;50;39.760.440.550.133
800861;1;3;1;50;2;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;50;39.760.440.550.133
800865;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;257.630.390.244.598
800865;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;50;257.630.390.244.598
800868;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;23.566.849.596.667
800868;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;23.566.849.596.667
800868;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;23.566.849.596.667
800869;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;414.715.948.827.734
800869;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;414.715.948.827.734
800869;1;3;1;50;2;2;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;50;414.715.948.827.734
800948;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;329.298.601.438.811
800948;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;329.298.601.438.811
800950;1;1;1;50;2;1;4;;1;;;;;;;;;;;;;;50;325.513.646.635.622
800951;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;306.335.283.348.099
800951;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;306.335.283.348.099
800951;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;306.335.283.348.099
800954;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;392.209.011.308.658
800954;1;2;1;50;2;2;3;;2;2;2;2;;;1;12;;;;;;;50;392.209.011.308.658
800955;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;199.572.949.968.178
800956;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;306.335.283.348.099
800956;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;306.335.283.348.099
800956;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;306.335.283.348.099
800957;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;350.818.426.394.216
800957;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;350.818.426.394.216
800957;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;350.818.426.394.216
800957;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;350.818.426.394.216
800957;1;5;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;350.818.426.394.216
800957;2;1;2;50;2;1;4;;2;2;2;2;;;1;2;;1;1;;2;1;50;350.818.426.394.216
800957;2;2;2;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;50;350.818.426.394.216
800963;1;1;1;50;2;1;2;;2;2;2;1;1;;;;;;;;;1;50;394.534.073.474.443
800963;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;394.534.073.474.443
800965;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;31.507.434.548.027
800965;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;31.507.434.548.027
800965;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;50;31.507.434.548.027
800967;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;346.402.252.054.985
800967;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;50;346.402.252.054.985
800967;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;346.402.252.054.985
800967;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;50;346.402.252.054.985
800970;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;347.919.446.419.143
800970;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;347.919.446.419.143
800971;1;1;1;50;2;1;6;CITAS MEDICAS;2;2;2;1;6;;;;;;;;;1;54;432.923.947.664.568
800971;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;54;432.923.947.664.568
800971;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;54;432.923.947.664.568
800971;1;4;1;50;2;1;4;;2;2;2;2;;;1;4;;1;2;;;;54;432.923.947.664.568
800971;1;5;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;54;432.923.947.664.568
800971;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;54;432.923.947.664.568
800971;2;2;2;50;2;2;1;;;;;;;;;;;;;;;;54;432.923.947.664.568
800971;2;3;2;50;2;2;3;;2;2;2;2;;;2;;;;;;;;54;432.923.947.664.568
800975;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;54;100.380.691.812.332
800975;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;54;100.380.691.812.332
800975;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;54;100.380.691.812.332
800978;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;81.809.697.981.973
800978;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;54;81.809.697.981.973
800980;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;689.398.239.167.925
800980;1;2;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;54;689.398.239.167.925
800982;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;915.839.799.966.957
800982;1;2;1;50;2;2;6;VER TELEVIION Y DORMIR;2;2;2;2;;;1;8;;2;;2;;;54;915.839.799.966.957
800984;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;81.186.022.380.043
800984;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;54;81.186.022.380.043
800984;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;54;81.186.022.380.043
800984;2;2;2;50;2;2;1;;;;;;;;;;;;;;;;54;81.186.022.380.043
800985;1;1;1;50;2;1;4;;2;2;2;2;;;1;7;;2;;2;;;54;759.921.400.158.538
800985;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;54;759.921.400.158.538
800985;1;3;1;50;2;3;4;;2;2;2;1;2;;;;;;;;;1;54;759.921.400.158.538
800985;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;54;759.921.400.158.538
800987;1;1;1;50;2;1;6;CUIDAR A LA ESPOSA;2;2;2;2;;;2;;;;;;;;54;112.728.444.620.003
800987;1;2;1;50;2;2;6;DESCANSAR POR ENFERMEDAD;2;2;2;2;;;2;;;;;;;;54;112.728.444.620.003
800987;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;54;112.728.444.620.003
800992;1;1;1;50;2;1;5;;;;;;;;;;;;;;;;54;105.132.312.974.127
800995;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;650.650.924.565.438
800995;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;54;650.650.924.565.438
800995;1;3;1;50;2;1;3;;2;2;2;2;;;2;;;;;;;;54;650.650.924.565.438
800996;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;50.068.621.536.578
800996;1;2;1;50;2;2;4;;2;2;2;2;;;1;5;;2;;1;1;1;54;50.068.621.536.578
800996;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;54;50.068.621.536.578
800996;1;4;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;54;50.068.621.536.578
800996;1;5;1;50;2;5;6;CUIDAR LAS PLANTAS DE LA VIVIENDA;2;2;2;2;;;2;;;;;;;;54;50.068.621.536.578
800998;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;81.809.697.981.973
800998;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;54;81.809.697.981.973
800999;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;54;565.168.237.897.752
800999;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;54;565.168.237.897.752
800999;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;54;565.168.237.897.752
800999;1;4;1;50;2;4;4;;2;2;2;1;2;;;;;;;;;1;54;565.168.237.897.752
801606;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;236.543.130.102.392
801608;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;345.845.183.616.988
801608;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;345.845.183.616.988
801608;1;3;1;50;2;3;3;;2;2;2;2;;;1;12;;;;;;;19;345.845.183.616.988
801608;1;4;1;50;2;4;4;;2;2;2;2;;;2;;;;;;;;19;345.845.183.616.988
801608;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;19;345.845.183.616.988
801612;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;26.717.174.449.713
801612;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;26.717.174.449.713
801612;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;26.717.174.449.713
801612;1;5;1;50;2;5;4;;2;2;2;2;;;1;2;;1;2;;;;19;26.717.174.449.713
801616;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;19;3.109.727.917.354
801616;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;19;3.109.727.917.354
801617;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;227.652.762.985.222
801617;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;19;227.652.762.985.222
801619;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;25.468.864.392.291
801619;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;25.468.864.392.291
801619;1;3;1;50;2;3;4;;2;2;2;2;;;1;10;;;;;;;19;25.468.864.392.291
801623;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;340.925.051.338.778
801623;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;340.925.051.338.778
801623;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;19;340.925.051.338.778
801623;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;19;340.925.051.338.778
801623;1;5;1;50;2;5;3;;2;2;2;2;;;2;;;;;;;;19;340.925.051.338.778
801628;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;311.726.408.854.314
801628;1;2;1;50;2;2;4;;2;2;2;2;;;1;7;;2;;2;;;19;311.726.408.854.314
801628;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;19;311.726.408.854.314
801629;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;253.961.395.852.928
801629;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;19;253.961.395.852.928
801630;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;300.133.220.295.881
801631;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;322.525.553.481.567
801631;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;19;322.525.553.481.567
801633;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;19;148.370.213.216.877
801633;1;2;1;50;2;2;6;INCAPACIDAD POR MATERNIDAD;2;2;2;2;;;2;;;;;;;;19;148.370.213.216.877
801633;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;19;148.370.213.216.877
801633;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;19;148.370.213.216.877
801633;1;6;1;50;2;6;4;;2;2;2;2;;;2;;;;;;;;19;148.370.213.216.877
