DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;DSCY;OFICIO1;OFICIO2;RAMA2D_D;RAMA4D_D;DPTO;fex_c_2011
762365;1;4;1;70;5;18;48;1;;2;18;1;;3;1;;;;;;;;;;1;;2;;2;1;2;93;93;36;3611;5;814.738.113.415.313
762370;1;1;1;70;5;4;48;1;;2;4;2;;9;8;;;;;;;;;;1;;2;;2;1;1;2;2;75;7512;5;78.588.338.681.867
762370;1;5;1;70;5;26;48;1;;2;26;1;;3;7;;;;;;;;;;1;;2;;2;1;2;16;39;65;6599;5;78.588.338.681.867
762372;1;3;1;70;5;2;48;5;;2;3;4;;3;4;;;;;;;1;;;;;1;461500;2;1;1;95;95;45;4521;5;83.907.141.730.204
762378;1;2;1;70;5;8;48;1;;2;20;1;;9;1;;;;;;;;;;1;;2;;2;1;1;55;39;15;1551;5;149.200.242.054.968
762387;1;1;1;70;5;3;48;4;;2;8;4;;2;3;;;;;;;;;;1;;2;;2;1;1;41;41;52;5234;5;825.017.832.249.347
762392;1;2;1;70;5;24;48;1;;2;24;1;;9;1;;;;;;;;;;1;;2;;2;1;2;55;55;80;8043;5;822.577.850.924.778
762396;1;4;1;70;5;96;48;1;;2;12;4;;1;4;;;;;;;;;;1;;2;;2;1;2;39;41;52;5239;5;848.598.153.213.709
762402;1;2;1;70;5;8;48;1;;2;52;1;;9;1;;;;;;;;;;1;;2;;2;1;1;0;84;26;2695;5;100.528.311.405.913
762423;1;2;1;70;5;1;48;1;;2;1;1;;9;2;;;;;;;;;;1;;1;1300000;2;1;1;21;21;17;1720;5;870.861.576.886.925
762425;1;2;1;70;5;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;80;;;;5;763.383.966.596.237
762427;1;5;1;70;5;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;5;868.028.821.247.414
762429;1;3;1;70;5;8;48;1;;2;24;1;;3;2;;;;;;;;;;1;;2;;2;1;1;15;45;52;5233;5;796.623.722.241.486
762443;1;3;1;70;5;3;48;1;;2;2;1;;4;1;;;;;;;;;;1;;1;100000;2;1;1;97;97;51;5155;5;892.043.181.096.028
762472;3;2;3;70;5;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;53;;;;5;745.086.056.828.079
762475;1;6;1;70;5;90;48;1;;2;90;1;;2;1;;;;;;;;;;1;;2;;2;1;2;45;45;52;5233;5;876.922.387.484.643
762476;1;3;1;70;5;48;48;1;;2;96;1;;8;1;;;;;;;;;;1;;2;;2;1;2;21;30;36;3699;5;794.132.164.834.537
762486;1;1;1;70;8;72;48;1;;2;12;4;;2;1;;;;;;;;;;1;;2;;2;1;2;53;77;15;1551;8;654.169.509.598.502
762486;1;2;1;70;8;12;48;1;;2;12;6;;2;1;;;;;;;;;;1;;2;;2;1;1;79;45;15;1551;8;654.169.509.598.502
762486;1;5;1;70;8;54;60;1;;2;54;1;;9;1;;;;;;;;;;1;;2;;2;1;2;45;45;52;5211;8;654.169.509.598.502
762489;1;3;1;70;8;8;48;1;;2;10;1;;5;1;;;;;;;;;;1;;2;;2;1;1;55;54;55;5511;8;740.673.703.943.869
762494;1;2;1;70;8;10;60;1;;2;10;4;;1;1;;;;;;;;;;1;;2;;2;1;1;85;61;1;116;8;445.502.431.905.914
762496;1;4;1;70;8;60;48;4;;2;60;4;;1;4;;;;;;;;;;1;;2;;2;1;2;95;95;45;4521;8;377.601.038.050.496
762499;1;2;1;70;8;24;48;4;;2;24;4;;1;4;;;;;;;;;;1;;2;;2;1;2;57;57;93;9302;8;514.823.274.275.525
762505;1;2;1;70;8;16;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;58;;;;8;624.682.235.172.865
762507;1;4;1;70;8;6;48;1;;2;8;1;;5;1;;;;;;;;;;1;;1;250000;2;1;1;83;83;45;4521;8;579.818.778.507.973
762509;1;8;1;70;8;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;8;438.690.749.260.294
762511;1;2;1;70;8;56;52;4;;2;123;1;;3;1;;;;;;;;;;1;;2;;2;1;2;54;57;93;9302;8;511.533.056.910.508
762521;1;2;1;70;8;16;50;1;;2;16;2;;9;8;;;;;;;;;;1;;2;;2;1;2;39;39;75;7514;8;527.764.970.194.128
762523;2;2;2;70;8;36;46;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;53;;;;8;240.277.870.057.747
762531;1;4;1;70;8;30;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;39;;;;8;520.472.624.246.875
762532;1;2;1;70;8;16;50;3;;2;16;3;;1;1;;;;;;;;;;1;;2;;2;1;2;54;54;95;9500;8;554.349.876.801.445
762535;1;2;1;70;8;20;48;1;;2;156;1;;3;1;;;;;;;;;;1;;2;;2;1;2;33;33;52;5211;8;543.885.159.691.828
762546;1;2;1;70;8;24;48;1;;2;156;1;;3;2;;;;;;;;;;1;;2;;2;1;2;45;34;74;7499;8;500.939.977.052.729
762547;1;2;1;70;8;156;52;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;7;;;;8;500.312.613.928.916
762547;2;1;2;70;8;24;48;1;;2;52;4;;1;4;;;;;;;;;;1;;2;;2;1;2;45;41;52;5231;8;500.312.613.928.916
762552;1;1;1;70;11;60;48;1;;2;240;1;;9;1;;;;;;;;;;1;;2;;2;1;2;98;30;70;7020;11;198.336.955.921.913
762554;1;1;1;70;11;5;50;1;;2;6;1;;9;3;;;1;;1;;;;;;;2;;2;1;1;39;39;45;4542;11;201.018.955.618.859
762554;1;2;1;70;11;16;50;1;;2;20;1;;9;3;;;1;;1;;;;;;;2;;2;1;2;45;45;92;9242;11;201.018.955.618.859
762556;1;1;1;70;11;12;40;1;;2;72;1;;8;2;;;;;;;;;;1;;2;;2;1;1;3;36;74;7499;11;349.527.977.058.883
762559;1;2;1;70;11;8;48;1;;2;18;1;;8;8;;;;;;;;;;1;;2;;2;1;1;45;39;85;8511;11;170.120.255.657.364
762573;1;3;1;70;11;4;50;1;;2;1;1;;5;1;;;;;;;;;;1;;1;950000;2;1;1;19;39;66;6601;11;183.361.447.088.736
762579;1;2;1;70;11;2;40;1;;2;8;1;;9;1;;;;;1;;;;;;;2;;2;1;1;2;39;85;8512;11;183.596.434.538.481
762579;1;5;1;70;11;8;48;1;;2;112;1;;9;4;;;;;;;;;;1;;2;;2;1;1;45;45;18;1810;11;183.596.434.538.481
762584;1;3;1;70;11;16;48;1;;2;16;4;;1;4;;;;;;;;;;1;;2;;2;1;2;43;43;74;7413;11;300.410.269.405.353
762591;1;3;1;70;11;12;48;1;;2;12;1;;9;2;;;;;;;;;;1;;2;;2;1;1;3;3;1;112;11;15.210.471.246.747
762600;1;3;1;70;11;24;30;1;;2;36;1;;4;9;TIENE CARNET SOCIOECONOMICO EN CASO DE EMERGENCIA;;;;;;;;;1;;2;;2;1;2;38;32;51;5125;11;197.409.818.665.045
762605;1;6;1;70;11;4;48;2;;2;52;1;;5;4;;;;;;;;;;1;;2;;2;1;1;99;45;52;5233;11;353.286.860.085.773
762605;1;8;1;70;11;3;48;1;;2;3;1;;4;4;;;;;;;;;;1;;1;400000;2;1;1;45;80;19;1921;11;353.286.860.085.773
762624;1;2;1;70;11;4;48;1;;2;4;1;;5;3;;;;;1;;;;;;;1;98;2;1;1;45;45;52;5233;11;346.209.525.900.558
762625;1;2;1;70;11;2;48;5;;2;2;4;;1;4;;;;;;;;;;1;;1;800000;2;1;1;95;93;45;4521;11;332.871.102.218.103
762637;1;3;1;70;11;4;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;21;;;;11;197.409.818.665.045
762643;2;5;2;70;11;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;1;45;39;85;8512;11;354.128.092.390.633
762654;1;2;1;70;11;36;48;1;;2;36;4;;1;2;;;;;1;;;;;;;2;;2;1;2;98;98;60;6031;11;248.173.505.546.175
762656;1;3;1;70;11;96;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;37;;;;11;321.851.972.241.572
762657;1;1;1;70;11;36;48;1;;2;450;4;;1;1;;;;;1;;;;;;;2;;2;1;2;2;2;74;7421;11;173.979.402.262.927
762657;1;2;1;70;11;52;48;1;;2;52;4;;1;1;;;1;;;;;;;;;2;;2;1;2;13;15;92;9214;11;173.979.402.262.927
762661;1;3;1;70;11;30;8;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;11;312.082.009.369.192
762681;1;2;1;70;11;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;11;255.032.010.364.715
762687;1;1;1;70;11;4;60;1;;2;4;1;;4;8;;;;;;;;;;1;;2;;2;1;1;87;87;45;4543;11;248.173.505.546.175
762696;1;2;1;70;11;162;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;79;;;;11;261.028.255.167.918
762708;1;4;1;70;11;8;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;95;;;;11;321.096.363.895.135
762711;1;4;1;70;11;12;40;1;;2;12;1;;4;8;;;;;;;;;;1;;2;;2;1;1;45;45;51;5131;11;152.749.873.139.708
762735;1;3;1;70;11;24;20;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;34;;;;11;117.582.838.491.845
762736;1;3;1;70;11;6;48;1;;2;285;1;;5;8;;;;;;;;;;1;;2;;2;1;1;32;55;70;7020;11;459.086.455.190.242
762736;1;5;1;70;11;56;20;1;;2;60;1;;9;1;;;;;;;;;;1;;2;;2;1;2;32;32;18;1810;11;459.086.455.190.242
762752;1;2;1;70;13;12;48;1;;2;12;1;;5;4;;;;;;;;;;1;;2;;2;1;1;34;34;75;7513;13;205.537.880.437.315
762752;1;4;1;70;13;12;48;1;;2;12;1;;6;5;;;;;;;;;;1;;2;;2;1;1;21;21;91;9199;13;205.537.880.437.315
762754;1;9;1;70;13;12;60;3;;2;12;3;;1;1;;;;;;;;;;1;;2;;2;1;1;54;54;95;9500;13;312.621.411.604.849
762759;1;1;1;70;13;36;48;1;;2;36;1;;5;7;;;;;;;;;;1;;2;;2;1;2;13;13;80;8044;13;157.676.509.019.895
762768;1;3;1;70;13;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;85;;;;13;314.132.152.062.739
762777;1;2;1;70;13;52;48;1;;2;104;1;;8;2;;;;;;;;;;1;;2;;2;1;2;45;45;80;8043;13;233.766.204.550.391
762778;1;1;1;70;13;30;48;1;;2;52;1;;8;1;;;;;;;;;;1;;2;;2;1;2;55;55;85;8511;13;261.303.994.097.038
762778;1;2;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;261.303.994.097.038
762782;1;3;1;70;13;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;3;;;;13;239.217.191.088.286
762784;1;1;1;70;13;52;48;1;;2;8;1;;3;4;;;;;;;;;;1;;2;;2;1;2;45;45;51;5135;13;334.301.780.795.861
762784;1;5;1;70;13;104;60;1;;2;26;4;;1;1;;;;;;;;;;1;;2;;2;1;2;95;93;45;4552;13;334.301.780.795.861
762790;1;1;1;70;13;25;48;2;;2;48;1;;6;1;;;;;;;;;;1;;2;;2;1;2;13;13;80;8043;13;213.471.456.849.057
762796;1;4;1;70;13;25;48;1;;2;50;1;;8;1;;;;;;;;;;1;;2;;2;1;2;55;55;74;7492;13;130.733.020.751.877
762804;3;3;3;70;13;30;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;500.185.181.387.637
762804;4;1;4;70;13;10;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;54;;;;13;500.185.181.387.637
762804;5;1;5;70;13;20;48;1;;2;30;1;;4;1;;;;;;;;;;1;;2;;2;1;2;53;53;55;5521;13;500.185.181.387.637
762807;1;8;1;70;13;104;48;1;;2;104;1;;3;5;;;;;;;;;;1;;2;;2;1;2;32;45;52;5234;13;130.733.020.751.877
762816;1;3;1;70;13;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;45;;;;13;262.033.063.902.558
762960;1;1;1;70;17;12;48;1;;2;96;1;;2;1;;;;;;;;;;1;;2;;2;1;1;45;53;55;5522;17;153.087.982.889.803
762985;1;2;1;70;17;4;48;1;;2;4;1;;2;4;;;;;;;;1;;;;2;;2;1;1;6;6;85;8520;17;181.970.099.397.891
762991;1;1;1;70;17;24;48;1;;2;24;1;;4;1;;;;;;;;1;1;;BUSCAR TRABAJO;2;;2;1;2;32;33;52;5211;17;181.178.369.575.124
762991;1;3;1;70;17;96;48;1;;2;96;1;;4;1;;;;;;;;;;1;;2;;2;1;2;39;37;52;5211;17;181.178.369.575.124
762991;1;4;1;70;17;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;17;181.178.369.575.124
762993;1;1;1;70;17;8;48;1;;2;8;1;;4;4;;;;;;;;;1;;FAMILIAR;2;;2;1;1;32;39;66;6601;17;224.817.210.070.682
762996;1;3;1;70;17;2;12;1;;2;4;1;;6;1;;;;;;;;;;1;;1;190000;2;1;1;99;99;45;4521;17;171.758.690.992.746
763017;1;2;1;70;17;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;17;167.863.298.386.051
763018;1;1;1;70;17;17;48;3;;2;12;3;;1;4;;;;;;;;;;1;;2;;2;1;2;54;54;95;9500;17;153.087.982.889.803
763019;1;1;1;70;17;12;48;1;;2;12;1;;7;4;;;;;;;;;;1;;2;;2;1;1;58;33;92;9242;17;197.382.626.492.374
763019;1;3;1;70;17;3;48;1;;2;3;1;;3;1;;;;;;;;;;1;;1;56000;2;1;1;95;77;15;1551;17;197.382.626.492.374
763023;1;3;1;70;17;12;48;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;1;1;32;85;64;6421;17;42.119.502.421.005
763025;1;2;1;70;17;4;28;1;;2;104;1;;3;1;;;;;;;;;;1;;2;;2;1;1;53;55;93;9302;17;547.122.282.312.435
763026;1;1;1;70;17;17;48;1;;2;17;1;;8;1;;;;;;;;;;1;;2;;2;1;2;87;87;34;3430;17;49.812.643.246.323
763040;2;2;2;70;17;8;48;1;;2;9;1;;9;3;;;;;;;;;;1;;2;;2;1;1;45;45;52;5237;17;201.900.538.668.454
763042;1;1;1;70;17;52;48;1;;2;52;1;;9;8;;;;;;;;;;1;;2;;2;1;2;79;79;18;1810;17;146.743.162.146.576
763063;1;3;1;70;17;24;24;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;17;;;;17;173.996.915.153.876
763073;1;3;1;70;17;52;24;1;;2;150;2;;7;2;;;;;;;;;;1;;2;;2;1;2;45;55;80;8041;17;127.824.962.533.755
763078;1;2;1;70;17;30;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;13;;;;17;188.050.005.157.864
763093;1;1;1;70;17;3;50;1;;2;3;4;;1;1;;;;;;;;;;1;;1;500000;2;1;1;93;93;45;4552;17;15.040.533.786.129
763093;1;2;1;70;17;2;24;1;;2;18;1;;2;1;;;;;;;;;;1;;2;;2;1;1;53;53;55;5522;17;15.040.533.786.129
763095;1;2;1;70;17;2;60;1;;2;12;4;;1;1;;;;;;;;;;1;;2;;2;1;1;45;45;52;5262;17;158.144.267.520.634
763096;1;1;1;70;17;28;60;1;;2;28;1;;6;7;;;;;;;;;;1;;2;;2;1;2;58;99;45;4521;17;143.429.059.855.335
763097;1;3;1;70;17;8;48;1;;2;40;1;;4;1;;;;;;;;;;1;;2;;2;1;1;45;45;52;5233;17;186.646.958.548.402
763099;1;2;1;70;17;20;48;1;;2;20;3;;6;2;;;;;;;;;;1;;2;;2;1;2;32;32;18;1810;17;195.401.075.646.004
763100;1;3;1;70;17;8;72;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;58;;;;17;175.381.424.609.414
763106;1;5;1;70;17;8;24;3;;2;8;1;;4;1;;;;;;;;;;1;;2;;2;1;1;54;53;55;5521;17;165.507.082.257.107
763107;1;1;1;70;17;3;24;3;;2;3;4;;9;1;;;;;;;;;;1;;1;230000;2;1;1;54;63;75;7512;17;185.056.739.132.658
763108;1;1;1;70;17;32;48;1;;2;32;1;;2;5;;;;;;;;;;1;;2;;2;1;2;0;50;55;5522;17;146.839.557.512.003
763116;1;1;1;70;17;8;60;4;;2;8;1;;4;1;;;;;;;;;;1;;2;;2;1;1;98;93;50;5020;17;15.040.533.786.129
763122;1;2;1;70;17;12;48;1;;2;12;2;;9;5;;;1;;;;;;;;;2;;2;1;1;7;58;75;7524;17;146.839.557.512.003
763127;1;1;1;70;17;4;50;1;;2;4;1;;2;1;;;;;;;;;;1;;1;100000;2;1;1;87;93;45;4521;17;147.104.472.495.256
763132;1;1;1;70;17;16;48;1;;2;16;1;;8;2;;;;;;;;;;1;;2;;2;1;2;84;84;28;2811;17;146.743.162.146.576
763134;1;2;1;70;17;8;48;1;;2;26;1;;2;2;;;;;;;;;;1;;2;;2;1;1;53;53;55;5522;17;242.649.430.875.141
763143;1;2;1;70;17;24;48;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;1;2;84;84;52;5272;17;189.871.159.389.505
763145;1;2;1;70;17;36;40;1;;2;36;1;;9;2;;;;;;;;;;1;;2;;2;1;2;45;3;31;3140;17;228.378.683.123.884
763154;1;2;1;70;17;24;48;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;1;2;95;41;52;5211;17;164.948.842.550.924
763159;1;1;1;70;17;8;48;1;;2;8;1;;4;1;;;;;;;;;;1;;2;;2;1;1;58;89;26;2693;17;149.215.640.892.378
763598;1;2;1;70;23;4;30;1;;2;4;1;;9;1;;;;;;;;;;1;;1;150000;2;1;1;45;44;64;6421;23;877.618.884.557.545
763599;1;3;1;70;23;8;48;1;;2;6;1;;2;4;;;;;;;;;;1;;2;;2;1;1;58;97;45;4521;23;412.805.035.612.321
763603;1;2;1;70;23;12;48;1;;2;12;1;;4;4;;;;;;;;;;1;;2;;2;1;1;59;59;85;8514;23;329.353.393.516.512
763608;1;2;1;70;23;12;48;1;;2;12;1;;2;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;23;102.671.070.511.358
763615;1;2;1;70;23;4;48;1;;2;4;1;;2;4;;;;;;;;;;1;;1;20000;2;1;1;79;79;18;1810;23;106.022.003.109.817
763619;2;3;2;70;23;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;59;;;;23;815.335.815.422.851
763645;1;2;1;70;23;8;48;1;;2;8;1;;3;9;CON  RECURSOS  PROPIOS;;;;;;;;;1;;2;;2;1;1;58;45;55;5522;23;832.292.404.439.854
763646;1;1;1;70;23;16;48;1;;2;16;1;;3;1;;;;;;;;;;1;;2;;2;1;2;34;34;85;8512;23;954.833.878.777.232
763649;1;3;1;70;23;24;48;1;;2;24;1;;7;4;;;;;;;;;;1;;2;;2;1;2;32;45;52;5234;23;970.157.978.656.952
763649;1;4;1;70;23;12;48;1;;2;12;1;;2;4;;;;;;;;;;1;;2;;2;1;1;45;38;64;6421;23;970.157.978.656.952
763650;1;2;1;70;23;24;48;1;;2;24;2;;9;2;;;;;;;;1;;;;2;;2;1;2;21;30;92;9242;23;112.910.728.898.209
763656;1;1;1;70;23;4;56;1;;2;6;1;;9;2;;;;;;;;;;1;;2;;2;1;1;85;33;40;4010;23;398.978.334.362.118
763657;1;3;1;70;23;8;48;1;;2;32;1;;3;4;;;;;;;;;;1;;2;;2;1;1;33;45;52;5233;23;396.301.659.984.939
763658;1;1;1;70;23;52;40;1;;2;56;1;;3;4;;;;;;;;;;1;;2;;2;1;2;93;93;45;4552;23;113.743.502.531.785
763661;1;1;1;70;23;4;47;3;;2;312;1;;4;6;;;;;;;;;;1;;2;;2;1;1;54;77;15;1594;23;104.740.925.684.276
763667;1;3;1;70;23;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;23;104.859.658.745.996
763671;1;3;1;70;23;4;48;1;;2;5;1;;3;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;23;101.033.064.546.399
763671;1;4;1;70;23;5;48;1;;2;6;1;;3;1;;;;;;;;;;1;;2;;2;1;1;95;95;45;4521;23;101.033.064.546.399
763680;1;3;1;70;23;12;48;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;1;1;85;85;45;4542;23;714.099.039.119.042
763680;1;9;1;70;23;3;30;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;1;45;;;;23;714.099.039.119.042
763683;1;5;1;70;23;24;40;1;;2;104;1;;9;2;;;;;;;;;;1;;2;;2;1;2;21;44;75;7530;23;104.343.976.149.207
763689;1;2;1;70;23;3;40;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;1;1;32;45;52;5261;23;209.719.317.491.992
763691;1;2;1;70;23;7;48;1;;2;8;1;;3;4;;;;;;;;;;1;;2;;2;1;1;37;84;50;5020;23;820.288.702.611.172
763693;1;2;1;70;23;12;48;1;;2;52;1;;4;4;;;;;;;;;;1;;2;;2;1;1;45;45;52;5233;23;110.915.354.794.721
