DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6081S1;P6081;P6082;P6083S1;P6083;P6084;P6085;P6071S1;P6071;P6085S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6992;P6992S1;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177;P6177S1;P6040;DPTO;fex_c_2011
570763;1;2;5;10;2;2;1;3;1968;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;1;17348;2;;.;1;2;;;;;;;;;5;10;1;;;39;5;125.964.733.599.213
570763;1;3;5;10;3;1;1;4;1987;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;5;10;1;9;;20;5;125.964.733.599.213
570763;1;4;5;10;4;2;1;7;1988;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;8;;10;;19;5;125.964.733.599.213
570763;1;5;5;10;5;2;1;9;1989;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;7;;15;LA ESPULSARON DEL COLEGIO;18;5;125.964.733.599.213
570764;1;1;5;10;1;1;1;6;1977;1;2;;3;;2;2;;2;2;2;2;1;;1;;;1;1;24000;2;;.;1;1;2;2;;;2;;2;;6;1;2;;;30;5;131.656.397.935.622
570764;1;2;5;10;2;2;1;12;1984;2;2;;3;;2;1;;2;1;1;1;1;2;1;;;3;;;2;;.;1;1;2;2;;;2;;2;;6;0;2;;;23;5;131.656.397.935.622
570764;1;3;5;10;2;1;1;8;2007;3;2;;;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;;;;;;;;;;;;;;;;0;5;131.656.397.935.622
570765;1;1;5;10;1;1;1;6;1976;1;2;;2;;2;2;;2;2;1;2;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;31;5;107.887.903.197.806
570765;1;2;5;10;2;2;1;1;1984;2;2;;2;;2;2;;2;2;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;4;;4;;23;5;107.887.903.197.806
570765;1;3;5;10;1;2;1;4;2001;3;2;;;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;2;1;1;2;;;2;;2;;3;0;;;;6;5;107.887.903.197.806
570765;1;4;5;10;1;2;1;4;2001;3;2;;;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;2;1;1;2;;;2;;2;;3;0;;;;6;5;107.887.903.197.806
570765;1;5;5;10;1;1;1;5;2002;3;2;;;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;2;1;1;2;;;2;;2;;2;0;;;;5;5;107.887.903.197.806
570767;1;1;5;10;1;2;1;11;1964;1;2;;5;;2;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;43;5;111.381.167.235.455
570767;1;2;5;10;2;1;1;5;1988;3;2;;6;;2;3;1;1;;2;;;;1;;;1;1;17348;2;;.;1;2;;;;;;;;;5;11;2;15;NO SE A MATRICULADO;19;5;111.381.167.235.455
570768;1;1;5;10;1;2;1;12;1982;1;2;;2;;2;4;;2;3;2;;2;;1;;;1;5;;2;;.;1;2;;;;;;;;;6;5;4;;;25;5;102.256.298.988.687
570769;1;1;5;10;1;1;1;4;1950;1;2;;2;;3;2;;3;2;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;6;5;4;;;57;5;109.183.680.310.574
570769;1;2;5;10;2;2;1;5;1972;2;2;;2;;3;1;;2;3;2;1;1;;1;;;1;1;44000;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;109.183.680.310.574
570769;1;3;5;10;2;1;1;4;1993;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;4;8;;;;14;5;109.183.680.310.574
570769;1;4;5;10;2;1;1;3;2006;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;109.183.680.310.574
570772;1;1;5;10;1;2;1;1;1964;1;2;;4;;2;3;;2;2;2;;;;2;1;24;;;;1;1;;1;2;;;;;;;;;5;11;2;;;44;5;92.334.863.532.115
570772;1;2;5;10;2;1;1;6;1986;3;2;;6;;2;4;1;1;;2;;;;2;1;24;;;;2;1;;1;1;1;2;;;2;;1;500000;6;0;2;;;21;5;92.334.863.532.115
570772;1;3;5;10;3;1;1;9;1989;3;2;;6;;2;4;1;1;;2;;;;1;;;1;1;24000;2;;.;1;1;1;2;;;2;;2;;6;1;2;;;18;5;92.334.863.532.115
570772;1;4;5;10;4;2;1;5;1991;3;2;;6;;2;4;1;1;;2;;;;2;1;24;;;;2;1;;1;1;1;1;50;2000;2;;2;;4;9;;;;16;5;92.334.863.532.115
570777;1;1;5;10;1;2;1;7;1963;1;2;;3;;3;2;;2;3;2;;2;;1;;;2;1;120000;2;;.;1;2;;;;;;;;;6;6;5;;;44;5;879.865.780.856.436
570777;1;2;5;10;1;1;1;11;1990;3;2;;6;;2;3;1;1;;2;;;;1;;;2;5;;2;;.;1;1;1;2;;;2;;2;;6;0;2;;;17;5;879.865.780.856.436
570777;1;3;5;10;1;1;1;10;1997;3;2;;6;;2;3;1;1;;2;;;;1;;;2;5;;2;;.;1;1;1;2;;;2;;2;;3;4;;;;10;5;879.865.780.856.436
570778;1;1;5;10;1;1;1;7;1952;1;1;1;2;;2;2;;2;2;2;2;1;;2;1;24;;;;1;1;;1;2;;;;;;;;;4;7;;;;55;5;100.967.981.364.278
570778;1;2;5;10;2;2;1;8;1963;2;1;1;2;;3;2;;3;2;1;1;1;1;1;;;3;;;1;;.;1;2;;;;;;;;;4;7;;;;44;5;100.967.981.364.278
570778;1;3;5;10;2;1;1;1;1987;3;1;1;6;;2;2;2;1;;2;;;;2;2;;;;;2;8;NO TIENE CEDULA PARA TRAMITAR SISBEN;2;2;;;;;;;;;1;0;;3;;21;5;100.967.981.364.278
570778;1;4;5;10;4;1;1;8;1989;3;1;1;6;;2;2;2;1;;2;;;;2;2;;;;;1;8;NO TIENE CEDULA;1;2;;;;;;;;;4;6;;3;;18;5;100.967.981.364.278
570778;1;5;5;10;2;2;1;9;2001;4;2;;;;2;2;;2;2;1;;;1;1;;;3;;;2;;.;2;1;1;2;;;2;;2;;2;0;;;;6;5;100.967.981.364.278
570778;1;6;5;10;6;2;1;9;1963;5;1;1;6;;3;1;;3;1;1;;;1;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;;;44;5;100.967.981.364.278
570779;1;1;5;10;1;2;1;3;1972;1;2;;6;;3;2;4;1;;2;;;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;749.803.842.122.833
570779;1;2;5;10;1;2;1;2;1996;3;2;;6;;2;2;1;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;3000;1;47000;2;;4;6;;;;11;5;749.803.842.122.833
570779;1;3;5;10;3;2;1;9;2000;3;2;;;;2;3;1;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;3000;1;47000;2;;3;1;;;;7;5;749.803.842.122.833
570779;1;4;5;10;1;2;1;3;1947;5;2;;5;;3;1;;2;1;1;;;2;1;;;3;;;1;;.;1;2;;;;;;;;;3;3;;;;60;5;749.803.842.122.833
570782;1;1;5;10;1;1;1;5;1955;1;2;;3;;2;2;;2;2;1;2;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;52;5;142.684.125.367.759
570782;1;2;5;10;2;2;1;5;1963;2;2;;3;;3;2;;2;2;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;44;5;142.684.125.367.759
570782;1;3;5;10;3;2;1;12;1982;3;2;;3;1;1;;2;1;;1;4;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;1;;;;25;5;142.684.125.367.759
570782;1;4;5;10;4;1;1;11;1973;5;2;;3;;2;2;;2;2;1;3;1;2;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;;;34;5;142.684.125.367.759
570782;1;5;5;10;3;1;1;5;2003;4;2;;;4;1;;3;1;;1;;;2;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;4;5;142.684.125.367.759
570782;1;6;5;10;3;2;1;12;2007;4;2;;;4;1;;3;1;;1;;;2;1;;;3;;;2;;.;;;;;;;;;;;;;;;;0;5;142.684.125.367.759
570783;1;1;5;10;1;2;1;6;1976;1;2;;6;;2;3;1;1;;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;9;;;;31;5;895.233.718.187.452
570783;1;2;5;10;1;2;1;12;2000;3;2;;;;2;3;1;1;;1;;;2;1;;;3;;;1;;.;1;1;1;1;60;2500;1;46000;2;;3;1;;;;7;5;895.233.718.187.452
570783;1;3;5;10;3;2;1;5;1953;5;2;;4;;3;1;;3;1;1;;;2;1;;;3;;;1;;.;1;2;;;;;;;;;5;11;2;;;54;5;895.233.718.187.452
570785;1;1;5;10;1;1;1;6;1977;1;2;;6;;2;2;;2;2;2;;;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;5;11;2;;;30;5;155.362.897.445.435
570787;1;1;5;10;1;1;1;10;1940;1;2;;3;;3;2;;3;2;2;2;1;;1;;;1;2;71000;2;;.;1;2;;;;;;;;;6;3;3;;;67;5;117.067.632.584.971
570787;1;2;5;10;2;2;1;1;1942;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;2;80000;2;;.;1;2;;;;;;;;;4;9;;;;66;5;117.067.632.584.971
570788;1;1;5;10;1;1;1;3;1981;1;2;;3;;2;2;;2;3;2;;2;;1;;;1;1;120000;2;;.;1;2;;;;;;;;;6;5;4;;;26;5;128.196.596.453.475
570788;1;2;5;10;2;2;1;5;1984;5;2;;6;;2;2;;2;3;2;;;;1;;;1;3;55000;2;;.;1;2;;;;;;;;;6;5;4;3;;23;5;128.196.596.453.475
570789;1;1;5;10;1;1;1;9;1976;1;2;;3;;3;5;;2;5;2;2;1;;1;;;1;1;48000;2;;.;1;2;;;;;;;;;6;8;5;;;31;5;130.740.612.165.715
570789;1;2;5;10;2;2;1;4;1975;2;2;;3;;2;5;;2;4;2;1;1;;1;;;1;1;120000;2;;.;1;2;;;;;;;;;6;5;4;;;32;5;130.740.612.165.715
570790;1;1;5;10;1;1;1;9;1963;1;2;;3;;2;1;;2;1;2;2;1;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;3;4;;;;44;5;103.973.666.065.808
570790;1;2;5;10;2;2;1;2;1966;2;2;;3;;3;2;;2;2;2;1;1;;1;;;1;5;;1;;.;1;2;;;;;;;;;3;5;;;;41;5;103.973.666.065.808
570790;1;3;5;10;3;2;1;11;1998;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;60;2000;2;;2;;3;2;;;;9;5;103.973.666.065.808
570790;1;4;5;10;2;2;1;11;2000;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;60;2000;2;;2;;3;2;;;;7;5;103.973.666.065.808
570792;1;1;5;10;1;1;1;11;1975;1;2;;3;;2;2;;2;2;2;2;1;;1;;;1;1;35000;2;;.;1;2;;;;;;;;;5;11;2;;;32;5;953.370.062.948.508
570792;1;2;5;10;2;2;1;3;1976;2;2;;3;;2;3;;2;2;2;1;1;;1;;;1;1;32000;2;;.;1;2;;;;;;;;;5;11;2;;;31;5;953.370.062.948.508
570792;1;3;5;10;2;2;1;3;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;6;;;;11;5;953.370.062.948.508
570792;1;4;5;10;2;1;1;2;2003;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;1;2;2;;;2;;2;;2;0;;;;4;5;953.370.062.948.508
570794;1;1;5;10;1;2;1;2;1958;1;2;;4;;3;3;;3;2;2;;;;1;;;1;1;18000;2;;.;1;2;;;;;;;;;5;11;2;;;49;5;101.107.332.768.053
570794;1;2;5;10;2;2;1;5;1987;3;2;;6;;2;3;1;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;6;2;2;;;20;5;101.107.332.768.053
570794;1;3;5;10;3;1;1;9;1981;3;1;1;6;;2;2;1;1;;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;26;5;101.107.332.768.053
570795;1;1;5;10;1;1;1;5;1952;1;2;;6;;2;2;;3;2;2;;;;1;;;1;1;24000;2;;.;1;2;;;;;;;;;4;7;;;;55;5;113.358.022.549.146
570797;1;1;5;10;1;2;1;6;1965;1;2;;6;;3;1;;2;2;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;4;9;;;;42;5;899.724.226.492.148
570797;1;2;5;10;1;2;1;3;1991;3;2;;6;;3;3;1;1;;1;;;3;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;3;;16;5;899.724.226.492.148
570797;1;3;5;10;1;1;1;10;2002;3;2;;;;3;3;1;1;;1;;;3;1;;;3;;;2;;.;2;1;2;2;;;2;;2;;1;0;;;;5;5;899.724.226.492.148
570798;1;1;5;10;1;2;1;9;1954;1;2;;3;;2;2;;2;2;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;4;;;;53;5;177.421.552.748.905
570798;1;2;5;10;2;1;1;11;1954;2;2;;3;;2;1;;2;1;2;1;1;;1;;;1;1;24000;2;;.;1;2;;;;;;;;;4;8;;;;53;5;177.421.552.748.905
570798;1;3;5;10;3;1;1;9;1980;3;2;;6;2;1;;1;1;;2;;;;1;;;1;1;18000;2;;.;1;2;;;;;;;;;5;11;2;;;27;5;177.421.552.748.905
570799;1;1;5;10;1;2;1;2;1961;1;2;;4;;3;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;7;;;;46;5;113.942.407.609.087
570800;1;1;5;10;1;1;1;6;1969;1;2;;2;;2;2;;2;2;2;2;1;;2;2;;;;;2;2;;1;2;;;;;;;;;5;10;1;;;38;5;131.439.532.598.469
570800;1;2;5;10;2;2;1;10;1978;2;2;;2;;2;2;;2;3;2;1;1;;2;1;3;;;;2;2;;1;2;;;;;;;;;4;8;;;;29;5;131.439.532.598.469
570800;1;3;5;10;2;2;1;4;1995;3;2;;6;;2;2;2;1;;2;;;;2;1;3;;;;2;2;;1;1;1;2;;;2;;2;;4;7;;;;12;5;131.439.532.598.469
570801;1;1;5;10;1;1;1;10;1969;1;2;;3;;3;2;;2;1;2;2;1;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;3;4;;;;38;5;121.362.404.309.535
570801;1;2;5;10;2;2;1;8;1973;2;2;;3;;3;1;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;9;;;;34;5;121.362.404.309.535
570801;1;3;5;10;2;2;1;1;1991;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;15;FALTA DE LAS PRUEBAS DEL ESTADO;17;5;121.362.404.309.535
570801;1;4;5;10;2;2;1;9;1999;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;2000;2;;2;;3;2;;;;8;5;121.362.404.309.535
570801;1;5;5;10;5;2;1;10;1987;5;2;;6;;3;3;;2;3;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;6;5;2;;;20;5;121.362.404.309.535
570802;1;1;5;10;1;1;1;6;1963;1;2;;6;;3;2;;2;2;2;;;;1;;;1;1;46000;2;;.;1;2;;;;;;;;;6;2;3;;;44;5;200.015.522.826.892
570802;1;2;5;10;2;2;1;8;1967;2;2;;3;;2;1;;3;1;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;40;5;200.015.522.826.892
570802;1;3;5;10;3;1;1;4;1991;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;1;600000;6;0;2;;;16;5;200.015.522.826.892
570802;1;4;5;10;1;2;1;10;1995;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;80;1200;2;;2;;4;6;;;;12;5;200.015.522.826.892
570802;1;5;5;10;5;1;1;2;1961;5;2;;6;;3;1;;3;1;2;;;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;3;4;;;;46;5;200.015.522.826.892
570803;1;1;5;10;1;2;1;8;1940;1;2;;5;;3;1;7;1;;2;;;;1;;;1;2;54300;2;;.;1;2;;;;;;;;;3;4;;;;67;5;150.402.953.682.367
570803;1;2;5;10;2;2;1;6;1967;3;2;;6;;3;1;1;1;;2;;;;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;40;5;150.402.953.682.367
570803;1;3;5;10;3;1;1;1;1962;3;2;;6;;3;1;1;1;;2;;;;2;1;120;;;;2;3;;1;2;;;;;;;;;4;8;;;;45;5;150.402.953.682.367
570803;1;4;5;10;3;1;1;2;1997;4;2;;6;3;1;;;2;1;2;;;;2;2;;;;;2;6;;1;1;1;1;200;3000;2;;2;;3;5;;;;10;5;150.402.953.682.367
570803;1;5;5;10;5;2;1;12;1964;3;2;;5;;3;1;1;1;;2;;;;1;;;1;1;17300;2;;.;1;2;;;;;;;;;5;11;2;;;43;5;150.402.953.682.367
570803;1;6;5;10;5;1;1;8;1995;4;2;;6;;2;3;5;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;4;7;;;;12;5;150.402.953.682.367
570803;1;7;5;10;7;2;1;6;1920;5;2;;5;;3;1;;3;1;2;;;;1;;;1;2;54300;2;;.;1;2;;;;;;;;;3;4;;;;87;5;150.402.953.682.367
570804;1;1;5;10;1;2;1;11;1929;1;2;;5;;3;2;;3;2;2;;;;1;;;1;2;54300;2;;.;1;2;;;;;;;;;5;12;2;;;78;5;106.829.928.052.001
570804;1;2;5;10;2;1;1;11;1952;3;2;;4;;3;3;1;1;;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;6;6;4;;;55;5;106.829.928.052.001
570804;1;3;5;10;3;2;1;11;1956;3;2;;4;;3;3;1;1;;2;;;;1;;;1;1;55000;2;;.;1;2;;;;;;;;;5;11;2;;;51;5;106.829.928.052.001
570806;1;1;5;10;1;1;1;10;1957;1;2;;4;;3;3;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;50;5;139.865.480.412.483
570806;1;2;5;10;2;2;1;12;1966;2;2;;6;;2;2;;2;2;2;;;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;6;3;3;;;41;5;139.865.480.412.483
570806;1;3;5;10;3;1;1;7;1986;9;2;;6;;2;2;;2;2;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;1;;21;5;139.865.480.412.483
570807;1;1;5;10;1;1;1;12;1962;1;2;;3;;2;1;;2;1;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;4;;;;45;5;293.050.112.662.097
570807;1;2;5;10;2;2;1;3;1965;2;2;;3;;2;2;;2;2;2;1;1;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;3;4;;;;42;5;293.050.112.662.097
570807;1;3;5;10;3;1;1;8;1984;3;2;;6;1;1;;2;1;;2;;;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;6;3;3;2;;23;5;293.050.112.662.097
570808;1;1;5;10;1;1;1;11;1968;1;2;;3;;2;2;;2;2;2;2;1;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;6;6;4;;;39;5;122.575.742.363.353
570808;1;2;5;10;2;2;1;6;1968;2;2;;3;;2;2;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;6;2;2;;;39;5;122.575.742.363.353
570808;1;3;5;10;2;1;1;3;2001;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;100;1500;2;;2;;3;1;;;;6;5;122.575.742.363.353
570808;1;4;5;10;2;2;1;5;2006;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;122.575.742.363.353
570809;1;1;5;10;1;1;1;9;1972;1;2;;3;;3;2;;2;2;2;2;1;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;122.575.742.363.353
570809;1;2;5;10;2;2;1;2;1972;2;2;;3;;2;3;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;122.575.742.363.353
570809;1;3;5;10;2;1;1;5;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;3;5;;;;11;5;122.575.742.363.353
