Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;1;1;70;1;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;840000;2;58;38;60;1;1;6021;03;05;937,776741295015;05;4003347
1;1;1;70;1;9;48;1; ;2;9;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;03;05;924,077818478243;05;4003351
1;2;1;70;1;104;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;03;05;823,176443451617;05;4003354
1;1;1;70;1;12;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5219;03;05;937,776741295015;05;4003360
1;1;1;70;1;36;48;1; ;2;36;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;16;74;1;2;7499;03;05;941,820301758475;05;4003362
1;6;1;70;1;8;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;05;1001,12277553033;05;4003369
1;3;1;70;1;144;48;1; ;2;144;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;02;03;51;1;2;5141;03;05;1242,55202768474;05;4003382
1;4;1;70;1;20;48;1; ;2;20;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;05;05;45;1;2;4530;03;05;1242,55202768474;05;4003382
1;3;1;70;1;20;48;1; ;2;36;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;39;65;1;2;6596;03;05;916,45955259443;05;4003391
1;5;1;70;1;4;48;1; ;2;16;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;18;1;1;1810;03;05;1243,94753980634;05;4003392
1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;03;05;1068,50715924023;05;4003416
2;1;2;70;1;1;48;1; ;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;260000;2;81;81;36;1;1;3611;03;05;922,713846083445;05;4003418
1;4;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;03;05;930,158475411202;05;4003427
1;2;1;70;1;8;48;1; ;2;16;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;56;18;1;1;1810;03;05;1119,73509411038;05;4003428
1;2;1;70;1;1;48;1; ;2;98;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;1;1810;03;05;1104,20334385571;05;4003431
1;1;1;70;1;4;48;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;880000;2;95;95;45;1;1;4521;03;05;935,56600826946;05;4003433
1;1;1;70;1;8;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;55;55;74;1;1;7493;03;05;1119,73509411038;05;4003435
1;2;1;70;1;12;48;1; ;2;12;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;05;1119,73509411038;05;4003435
1;3;1;70;1;12;48;1; ;2;12;1; ;3;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;53;55;1;1;5521;03;05;830,621072779374;05;4003437
1;4;1;70;1;2;48;4; ;2;2;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;08;08;74;1;1;7414;03;05;1420,05946021113;05;4003443
1;3;1;70;1;2;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;95;95;45;1;1;4521;03;05;1309,27160619707;05;4003447
1;1;1;70;1;48;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;51;1;2;5125;03;05;1036,49892302289;05;4003450
1;3;1;70;1;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;05;1036,49892302289;05;4003450
1;2;1;70;1;8;20;4; ;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;98;98;60;1;1;6042;03;05;698,278291655744;05;4003453
1;1;1;70;1;2;48;1; ;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;45;59;52;1;1;5231;03;05;916,45955259443;05;4003454
1;3;1;70;1;13;24;1; ;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;55;55;1;1;5521;03;05;916,45955259443;05;4003454
1;2;1;70;1;24;24;5; ;2;24;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;53;74;1;2;7499;03;05;924,077818478243;05;4003459
1;2;1;70;1;2;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;689454;2;39;79;51;1;1;5139;03;05;930,332111967259;05;4003461
1;3;1;70;1;24;48;1; ;2;58;4; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;2;1593;03;05;639,419736809039;05;4003477
1;1;1;70;1;8;48;1; ;2;1;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;59;59;85;1;1;8512;03;05;941,820301758475;05;4003480
1;2;1;70;1;2;48;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5133;03;05;941,820301758475;05;4003480
1;1;1;70;1;12;48;1; ;2;16;1; ;5;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;98;98;51;1;1;5169;03;05;1297,78341640585;05;4003487
1;1;1;70;1;3;48;1; ;2;3;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;65;1;1;6512;03;05;1048,97597027412;05;4003488
1;2;1;70;1;24;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;2; ;03;05;941,820301758475;05;4003495
1;2;1;70;1;24;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;03;05;787,691476891153;05;4003503
1;2;1;70;1;10;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;03;05;1078,03300678951;05;4003506
1;1;1;70;1;4;48;1; ;2;3;1; ;9;9;Por cobertura un mes; ; ; ;1; ; ; ; ; ; ;1;230000;2;32;44;67;1;1;6719;03;05;597,376916629118;05;4003513
1;1;1;70;1;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;05;953,308491549692;05;4003518
1;3;1;70;1;8;48;1; ;2;8;4; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;85;1;1;8532;03;08;627,389999328351;08;4003531
1;5;1;70;1;12;48;1; ;2;20;1; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;32;45;24;1;1;2424;03;08;1095,46861906948;08;4003533
1;3;1;70;1;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;03;08;578,470417273402;08;4003535
1;5;1;70;1;16;48;1; ;2;150;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;52;1;2;5231;03;08;578,470417273402;08;4003535
1;1;1;70;1;54;48;1; ;2;104;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;52;1;2;5237;03;08;519,723293648015;08;4003537
1;4;1;70;1;8;40;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;51;1;1;5133;03;08;1207,15258062666;08;4003547
1;2;1;70;1;4;40;2; ;2;402;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;05;75;1;1;7512;03;08;1346,22945666637;08;4003548
1;2;1;70;1;1;20;1; ;2;80;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5231;03;08;557,091960557567;08;4003559
1;3;1;70;1;4;45;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;03;08;633,887891067195;08;4003564
1;1;1;70;1;4;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4530;03;08;649,511796435188;08;4003567
1;5;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;99;2;95;81;20;1;1;2030;03;08;452,824773527425;08;4003568
1;3;1;70;1;32;40;3; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;55;1;2;5529;03;08;492,623357264869;08;4003574
1;2;1;70;1;8;48;1; ;2;8;1; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;33;33;92;1;1;9219;03;08;550,529377716256;08;4003578
1;2;1;70;1;1;35;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;85;1;1;8532;03;08;543,553901213144;08;4003582
1;5;1;70;1;4;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;40;52;1;1;5234;03;08;570,619031520273;08;4003584
1;5;1;70;1;16;54;1; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;03;08;469,514908681248;08;4003591
1;2;1;70;1;1;48;4; ;2;300;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;03;08;601,510988100475;08;4003592
1;4;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;03;08;538,412777372168;08;4003595
1;2;1;70;1;1;48;1; ;2;32;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;70;1;1;7020;03;08;548,885258360431;08;4003614
1;3;1;70;1;78;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;03;08;529,992024174421;08;4003617
1;2;1;70;1;104;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;32;80;1;2;8011;03;08;565,512713755314;08;4003620
1;1;1;70;1;3;48;1; ;2;51;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;50;55;1;1;5512;03;08;532,848459330637;08;4003624
1;7;1;70;1;4;48;1; ;2;6;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;45;45;52;1;1;5234;03;08;448,456875103901;08;4003627
1;5;1;70;1;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;03;08;390,402302381612;08;4003638
1;2;1;70;1;156;48;3; ;2;156;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;03;08;519,787984750482;08;4003640
1;2;1;70;1;8;44;1; ;2;5;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;55;45;1;1;4521;03;08;765,31549789855;08;4003643
1;5;1;70;1;3;44;1; ;2;3;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;33;45;52;1;1;5211;03;08;765,31549789855;08;4003643
1;2;1;70;1;4;48;1; ;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;50;1;1;5030;03;08;608,494753798814;08;4003645
1;2;1;70;1;12;48;1; ;2;999;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5229;03;08;525,49146966238;08;4003651
1;3;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;26;1;2;2694;03;08;624,17833495763;08;4003653
1;2;1;70;1;12;48;4; ;2;12;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;75;1;1;7512;03;08;440,772864285804;08;4003657
1;3;1;70;1;3;24;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;08;440,772864285804;08;4003657
2;1;2;70;1;8;48;1; ;2;8;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;51;1;1;5132;03;08;440,772864285804;08;4003657
1;9;1;70;1;4;40;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;90;90;25;1;1;2529;03;08;752,095850349087;08;4003659
1;4;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;03;08;543,966794874945;08;4003665
1;3;1;70;1;24;48;1; ;2;52;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;2;7430;03;08;586,473261497704;08;4003671
1;5;1;70;1;32;48;1; ;2;32;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;61;1;2;6120;03;08;586,473261497704;08;4003671
1;1;1;70;1;4;48;4; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;08;580,908943456173;08;4003673
1;2;1;70;1;4;48;4; ;2;6;4; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;03;11;2886,83935759813;11;4003692
1;2;1;70;1;12;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;1;8532;03;11;2467,62805912771;11;4003694
1;1;1;70;1;12;48;1; ;2;99;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;11;1909,35622910062;11;4003695
1;1;1;70;1;156;45;5; ;2;156;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;51;54;74;1;2;7493;03;11;1637,63423759621;11;4003697
1;3;1;70;1;144;30;3; ;2;144;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;03;11;2614,81470082226;11;4003704
1;4;1;70;1;2;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;24;1;1;2423;03;11;2501,85982176048;11;4003707
1;3;1;70;1;4;48;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;80;1;1;8060;03;11;3082,12102077257;11;4003715
1;5;1;70;1;12;16;1; ;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;85;45;1;1;4542;03;11;3082,12102077257;11;4003715
1;2;1;70;1;10;48;4; ;2;10;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;1;7499;03;11;3754,02525313027;11;4003720
1;1;1;70;1;40;40;1; ;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;03;11;2872,78532295668;11;4003728
1;3;1;70;1;8;48;4; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;59;92;1;1;9212;03;11;2450,91356610244;11;4003752
1;1;1;70;1;3;40;1; ;2;72;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;45;51;1;1;5155;03;11;3037,69441061295;11;4003756
1;1;1;70;1;4;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;11;2415,042939576;11;4003761
1;5;1;70;1;1;48;1; ;2;4;4; ;9;5; ; ;1; ; ; ; ; ; ; ; ;2; ;2;11;11;75;1;1;7513;03;11;3031,06752336925;11;4003765
1;1;1;70;1;8;55;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;11;2292,68793263469;11;4003778
1;2;1;70;1;8;40;1; ;2;8;1; ;4;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;13;80;1;1;8011;03;11;2292,68793263469;11;4003778
1;1;1;70;1;12;48;4; ;2;999;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;97;15;1;1;1591;03;11;2507,61397267222;11;4003783
1;2;1;70;1;4;48;1; ;2;72;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;85;1;1;8519;03;11;3431,20784736894;11;4003790
1;5;1;70;1;10;48;1; ;2;11;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;74;1;1;7421;03;11;3847,46066991594;11;4003793
1;4;1;70;1;8;48;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;60;1;1;6042;03;11;3047,99487490369;11;4003796
1;1;1;70;1;10;48;1; ;2;10;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;85;1;1;8519;03;11;2340,81154620019;11;4003799
1;1;1;70;1;48;48;1; ;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;2;7411;03;11;2722,93822287831;11;4003803
1;3;1;70;1;12;48;1; ;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;17;53;55;1;1;5521;03;11;2886,83935759813;11;4003809
1;2;1;70;1;2;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;45;45;51;1;1;5132;03;11;3097,45105677358;11;4003813
1;1;1;70;1;2;48;1; ;2;2;1; ;5;1; ; ;1; ; ; ; ; ; ; ; ;1;2400000;2;03;03;74;1;1;7421;03;11;2956,750970963;11;4003831
1;3;1;70;1;12;36;1; ;2;10;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;95;45;1;1;4521;03;11;2886,83935759813;11;4003834
1;3;1;70;1;12;48;1; ;2;4;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;1;2000000;2;01;32;80;1;1;8050;03;11;2140,35782441632;11;4003838
2;2;2;70;1;52;48;1; ;2;6;4; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;39;18;1;2;1810;03;11;2683,64001839999;11;4003848
1;1;1;70;1;9;48;1; ;2;16;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;1;5521;03;11;2409,23257335708;11;4003849
1;2;1;70;1;24;48;1; ;2;52;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5241;03;11;2280,34978656519;11;4003852
1;3;1;70;1;54;35;3; ;2;4;3; ;1;7; ; ; ; ;1; ; ; ; ; ; ;1;620000;2;59;59;95;1;2;9500;03;11;2489,35949198225;11;4003864
1;1;1;70;1;9;20;1; ;2;24;1; ;6;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;19;19;80;1;1;8022;03;11;2781,57058513745;11;4003866
1;1;1;70;1;8;48;1; ;2;18;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;17;17;92;1;1;9213;03;11;2725,68384029256;11;4003870
1;2;1;70;1;12;48;1; ;2;13;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;75;1;1;7512;03;11;2376,59701369619;11;4003889
1;1;1;70;1;6;40;1; ;2;6;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;33;85;1;1;8512;03;15;108,008738529224;15;4003930
1;2;1;70;1;10;40;1; ;2;10;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;75;1;1;7513;03;15;108,008738529224;15;4003930
1;1;1;70;1;8;40;1; ;2;8;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;02;11;75;1;1;7512;03;15;115,314435500635;15;4003936
1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;03;15;102,063094110968;15;4003938
2;1;2;70;1;4;30;1; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;93;45;1;1;4552;03;15;82,8338164334976;15;4003940
1;1;1;70;1;4;50;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;93;95;45;1;1;4521;03;15;87,7333720871536;15;4003949
1;1;1;70;1;8;40;1; ;2;8;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;02;75;1;1;7512;03;15;108,901732399464;15;4003955
1;2;1;70;1;4;40;1; ;2;4;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;1;3000000;2;07;11;75;1;1;7512;03;15;108,901732399464;15;4003955
1;3;1;70;1;10;40;1; ;2;99;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;08;75;1;1;7513;03;15;125,08460383738;15;4003963
1;4;1;70;1;12;40;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8011;03;15;72,6000210688471;15;4003973
1;1;1;70;1;4;48;1; ;2;6;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;98;60;1;1;6042;03;15;240,606712060077;15;4003980
1;1;1;70;1;1;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;689500;2;98;98;60;1;1;6021;03;15;96,6071148986496;15;4003984
1;2;1;70;1;4;48;2; ;2;4;1; ;5;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;03;03;74;1;1;7421;03;15;140,408743168737;15;4003986
1;3;1;70;1;12;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;15;93,7852657901692;15;4003987
1;2;1;70;1;3;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7499;03;15;98,4516409349445;15;4003991
1;1;1;70;1;16;48;1; ;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;03;15;56,1060871061724;15;4003996
1;3;1;70;1;8;50;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;15;56,1060871061724;15;4003996
1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;03;15;78,2514873713563;15;4003998
1;2;1;70;1;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;1;7493;03;15;85,6879574115259;15;4004003
1;3;1;70;1;8;40;2; ;2;8;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;13;80;1;1;8050;03;15;225,383996166023;15;4004023
1;3;1;70;1;9;48;1; ;2;10;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;03;17;170,27842616596;17;4004055
1;2;1;70;1;6;50;1; ;2;6;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;95;99;50;1;1;5020;03;17;196,539513402441;17;4004056
1;1;1;70;1;96;48;1; ;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;74;1;2;7413;03;17;149,552973528897;17;4004057
1;3;1;70;1;35;48;1; ;2;40;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5522;03;17;325,455081993151;17;4004065
1;5;1;70;1;24;50;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;90;25;1;2;2529;03;17;325,455081993151;17;4004065
1;1;1;70;1;32;48;2; ;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;13;13;80;1;2;8043;03;17;236,899707275345;17;4004074
1;2;1;70;1;4;10;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;03;17;116,197194404656;17;4004076
1;3;1;70;1;3;48;1; ;2;3;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;93;45;1;1;4552;03;17;161,136782057494;17;4004094
1;3;1;70;1;192;48;1; ;2;196;1; ;4;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;12;12;74;1;2;7411;03;17;165,966090761114;17;4004100
1;3;1;70;1;6;48;1; ;2;6;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;52;1;1;5241;03;17;164,066479820225;17;4004108
