DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5337843;1;4;1;10;1;1;1;1956;64;5;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;70224;2;1;2; ;6;5;4; ;13;16;01;13;368,173139867456
5337844;1;1;1;10;1;1;8;1965;55;1;6; ;3;3; ;3; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;3;109800;2;1;2; ;3;5; ; ;13;5;01;13;387,678758738652
5337846;1;1;1;10;1;2;11;1955;65;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;13;9;01;13;345,668159125135
5337846;1;2;1;10;1;1;4;1953;67;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;345,668159125135
5337846;1;3;1;10;1;2;9;1984;36;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1;98;2;1;2; ;6;5;4; ;13;16;01;13;345,668159125135
5337847;1;1;1;10;1;1;12;1949;71;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;1;0; ; ;13;0;01;13;381,585262815615
5337847;1;2;1;10;2;2;10;1977;43;3;6; ;4;1;1;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;381,585262815615
5337847;1;3;1;10;3;2;4;1995;25;4;6; ;4;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;13;13;01;13;381,585262815615
5337847;1;4;1;10;3;1;4;2014;6;5;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;2;3;0; ; ;13;0;01;13;381,585262815615
5337847;1;5;1;10;3;1;10;2017;3;5;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;13;0;01;13;381,585262815615
5337847;1;6;1;10;3;1;10;2017;3;5;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;13;0;01;13;381,585262815615
5337848;1;1;1;10;1;2;12;1979;41;1;6; ;2;3; ;2; ;1;2; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;13;13;01;13;400,906788572641
5337848;1;2;1;10;2;1;4;1978;42;2;6; ;2;2; ;2; ;1;1; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;13;13;01;13;400,906788572641
5337848;1;3;1;10;2;1;2;2011;9;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;13;4;01;13;400,906788572641
5337848;1;4;1;10;2;2;11;2014;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;13;0;01;13;400,906788572641
5337849;1;1;1;10;1;2;8;1974;46;1;6; ;4;2; ;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;13;5;01;13;380,289162745242
5337849;1;2;1;10;2;2;12;1993;27;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;380,289162745242
5337849;1;3;1;10;2;1;6;2020;0;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;13; ;01;13;380,289162745242
5337850;1;1;1;10;2;1;2;1979;41;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;5;11;2; ;13;11;01;13;445,916750057283
5337850;1;2;1;10;2;2;5;1981;39;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;13;11;01;13;445,916750057283
5337850;1;3;1;10;2;1;6;2002;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;2;2;2;13;13;01;13;445,916750057283
5337850;1;4;1;10;2;1;10;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;13;7;01;13;445,916750057283
5337850;1;5;1;10;2;1;2;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;13;6;01;13;445,916750057283
5337850;1;6;1;10;2;2;5;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;13;0;01;13;445,916750057283
5337851;1;1;1;10;2;2;4;1993;27;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ;1; ; ; ; ; ; ;1;1; ; ;1;1;877803;2;1;2; ;6;2;3; ;13;13;01;13;409,55981019517
5337851;1;2;1;10;2;1;3;1999;21;2;6; ;2;2; ;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;13;13;01;13;409,55981019517
5337852;1;1;1;10;1;2;7;1937;83;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;13;0;01;13;841,989483256866
5337852;1;2;1;10;2;1;12;1993;27;4;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;2;2;13;13;01;13;841,989483256866
5337852;1;3;1;10;4;2;6;2000;20;4;6; ;6;2; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;2;2;2;13;13;01;13;841,989483256866
5337852;1;4;1;10;4;2;6;2000;20;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;6;2;2;2;13;13;01;13;841,989483256866
5337853;1;1;1;10;1;2;1;1955;65;1;6; ;2;3; ;3; ;1;2; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;13;5;01;13;719,743326649839
5337853;1;2;1;10;2;1;9;1948;72;2;6; ;2;3; ;3; ;1;1; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;13;3;01;13;719,743326649839
5337854;1;1;1;10;1;1;2;1985;35;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;36; ; ; ;2;1;2; ;4;6; ; ;13;6;01;13;880,508111143787
5337854;1;2;1;10;1;2;11;1997;23;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;880,508111143787
5337854;1;3;1;10;1;1;4;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;13;0;01;13;880,508111143787
5337854;1;4;1;10;1;2;9;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;13;0;01;13;880,508111143787
5337855;1;1;1;10;1;2;3;1950;70;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;13;4;01;13;741,414432058994
5337855;1;2;1;10;2;1;3;1990;30;3;6; ;6;2; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;13;4;01;13;741,414432058994
5337856;1;1;1;10;1;2;8;1996;24;1;6; ;6;2; ;1;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;98;2;1;2; ;6;5;4; ;13;16;01;13;430,152885465451
5337856;1;2;1;10;2;2;4;1963;57;5;6; ;4;3; ;3; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;13;11;01;13;430,152885465451
5337856;1;3;1;10;2;1;1;1994;27;5;6; ;2;2; ;1;2;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;3;3; ;13;14;01;13;430,152885465451
5337856;1;4;1;10;2;2;7;1996;24;5;6; ;2;2; ;2; ;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;3;2;2;13;14;01;13;430,152885465451
5337856;1;5;1;10;2;2;11;2019;1;5;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;13; ;01;13;430,152885465451
5337857;1;1;1;10;1;2;6;1955;65;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;2;98;2;1;2; ;6;5;4; ;13;16;01;13;359,871663324919
5337857;1;2;1;10;1;1;9;1953;67;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;13;13;01;13;359,871663324919
5337858;1;1;1;10;2;1;12;1992;28;1;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;48000;2;1;2; ;6;5;4; ;13;16;01;13;395,850978828965
5337858;1;2;1;10;2;2;12;1960;60;5;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;109725;2;1;2; ;6;2;3; ;13;13;01;13;395,850978828965
5337858;1;3;1;10;3;2;7;1996;24;5;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35112;2;1;1;2;6;5;4; ;13;16;01;13;395,850978828965
5337859;1;1;1;10;1;1;9;1979;41;1;6; ;2;3; ;3; ;1;2; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;6;5;4; ;13;16;01;13;414,253625477944
5337859;1;2;1;10;1;2;9;1985;35;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;13;13;01;13;414,253625477944
5337859;1;3;1;10;1;1;3;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;4;7; ; ;13;7;01;13;414,253625477944
5337859;1;4;1;10;1;1;4;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;13;0;01;13;414,253625477944
5337860;1;1;1;10;1;1;1;1957;63;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1;1;35112;2;1;2; ;5;11;2; ;13;11;01;13;387,678758738652
5337862;1;1;1;10;1;2;5;1956;64;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;13;5;01;13;373,451238238901
5337863;1;1;1;10;1;2;10;1966;54;1;6; ;3;2; ;3; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;395,980235281189
5337863;1;2;1;10;1;1;1;1962;59;2;6; ;3;3; ;3; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;395,980235281189
5337863;1;3;1;10;3;1;4;2001;19;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;13;12;01;13;395,980235281189
5337868;1;1;1;10;2;1;2;1993;27;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;1;3;109000;2;1;2; ;6;5;4; ;13;16;01;13;389,004622526219
5337868;1;2;1;10;2;2;6;1991;29;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;6;3;3; ;13;14;01;13;389,004622526219
5337868;1;3;1;10;2;1;9;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;13;0;01;13;389,004622526219
5337868;1;4;1;10;2;1;9;1993;27;5;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;389,004622526219
5337873;1;1;1;10;1;2;3;1961;59;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;2;2;1;9; ; ; ;2;1;2; ;4;9; ; ;13;9;01;13;340,180114706328
5337873;1;2;1;10;2;1;6;1958;62;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1;9; ; ; ;2;1;2; ;6;2;3; ;13;13;01;13;340,180114706328
5337873;1;3;1;10;3;1;11;1986;34;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;43000;2;1;2; ;6;2;3; ;13;13;01;13;340,180114706328
5337873;1;4;1;10;4;1;3;1968;52;5;6; ;4;3; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1;36; ; ; ;2;1;2; ;5;11;2; ;13;11;01;13;340,180114706328
5337873;1;5;1;10;5;2;1;1989;31;5;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;13;14;01;13;340,180114706328
5337874;1;1;1;10;2;1;12;1983;37;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;40000;2;1;2; ;6;2;3; ;13;13;01;13;402,627094917483
5337874;1;2;1;10;2;2;8;1989;31;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;13;11;01;13;402,627094917483
5337874;1;3;1;10;2;2;7;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;13;1;01;13;402,627094917483
5337874;1;4;1;10;2;2;6;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;13;0;01;13;402,627094917483
5337875;1;1;1;10;1;1;9;1958;62;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;13;5;01;13;765,266796751774
5337875;1;2;1;10;2;2;9;1979;41;2;6; ;2;3; ;3; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;13;5;01;13;765,266796751774
5337875;1;3;1;10;1;2;8;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;13;1;01;13;765,266796751774
5337876;1;1;1;10;2;1;1;1993;28;1;5; ;3;3; ;2; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;13;13;01;13;402,627094917483
5337876;1;2;1;10;2;2;10;1989;31;2;5; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;13;13;01;13;402,627094917483
5337876;1;3;1;10;2;2;8;2012;8;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;13;2;01;13;402,627094917483
5337876;1;4;1;10;2;2;3;2014;6;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;13;1;01;13;402,627094917483
5337877;1;1;1;10;2;1;1;1973;47;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;35115;2;1;2; ;4;9; ; ;13;9;01;13;438,478912565106
5337877;1;2;1;10;2;2;10;1977;43;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;438,478912565106
5337877;1;3;1;10;2;1;11;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;13;11;01;13;438,478912565106
5337877;1;4;1;10;2;1;11;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;13;9;01;13;438,478912565106
5337877;1;5;1;10;2;2;12;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;13;1;01;13;438,478912565106
5337879;1;1;1;10;1;1;4;1981;39;1;5; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;13;0;01;13;768,621614486892
5337879;1;2;1;10;2;2;6;1980;40;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;13;2;01;13;768,621614486892
5337880;1;1;1;10;1;2;1;1985;35;1;5; ;2;2; ;2; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;947,398589827796
5337880;1;2;1;10;1;1;3;2005;15;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;13;7;01;13;947,398589827796
5337880;1;3;1;10;1;2;4;2008;12;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;13;5;01;13;947,398589827796
5337880;1;4;1;10;4;1;3;2010;10;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;13;5;01;13;947,398589827796
5337880;1;5;1;10;5;2;1;2004;17;3;6; ;1;2; ;1;1;1;6; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;13;9;01;13;947,398589827796
5337880;1;6;1;10;6;1;10;1983;37;5;6; ;1;3; ;2; ;1;5; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;13;10;01;13;947,398589827796
5337880;1;7;1;10;5;2;9;2020;0;4;6; ; ;1;6;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;13; ;01;13;947,398589827796
5337881;1;1;1;10;1;2;12;1944;76;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;13;2;01;13;719,743326649839
5337881;1;2;1;10;2;1;8;1942;78;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;13;2;01;13;719,743326649839
5337882;1;1;1;10;1;1;4;1950;70;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;2;460000;2;1;2; ;6;5;4; ;13;16;01;13;359,871663324919
5337882;1;2;1;10;2;2;12;1955;65;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;2;2;460000;2;1;2; ;6;5;4; ;13;16;01;13;359,871663324919
5337883;1;1;1;10;2;2;10;1953;67;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;144000;2;1;2; ;6;2;3; ;13;13;01;13;376,602114266415
5337883;1;2;1;10;2;2;6;1979;41;3;6; ;3;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;60000;2;1;2; ;6;5;4; ;13;16;01;13;376,602114266415
5337883;1;3;1;10;3;1;10;1976;44;5;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;13;16;01;13;376,602114266415
5337883;1;4;1;10;4;2;1;1982;38;3;6; ;4;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;13;14;01;13;376,602114266415
5337883;1;5;1;10;4;2;11;2004;16;4;6; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;5;10;1; ;13;10;01;13;376,602114266415
5337883;1;6;1;10;4;2;4;2014;6;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;2;3;0; ; ;13;0;01;13;376,602114266415
5337884;1;1;1;10;1;1;3;1977;43;1;6; ;2;3; ;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;5;3; ;13;16;01;13;414,253625477944
5337884;1;2;1;10;2;2;9;1977;43;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;4;3; ;13;15;01;13;414,253625477944
5337884;1;3;1;10;1;1;8;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1;9; ; ; ;1;1;1;1;4;6; ; ;13;6;01;13;414,253625477944
5337884;1;4;1;10;1;1;2;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;9; ; ; ;1;1;1;1;3;4; ; ;13;4;01;13;414,253625477944
5337886;1;1;1;10;2;1;9;1975;45;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;52000;2;1;2; ;6;3;3; ;13;14;01;13;406,815787985767
5337886;1;2;1;10;2;2;5;1978;42;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;48000;2;1;2; ;6;3;3; ;13;14;01;13;406,815787985767
5337886;1;3;1;10;2;1;10;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;3;2;2;13;14;01;13;406,815787985767
5337890;1;1;1;10;1;2;11;1968;52;1;5; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;384,310807243446
5337890;1;2;1;10;1;1;4;1970;50;2;6; ;2;3; ;3; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;13;11;01;13;384,310807243446
5337891;1;1;1;10;1;2;8;1970;50;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ;1; ; ; ; ;1;1; ; ;1;5; ;2;1;1;1;6;1;2;2;13;12;01;13;429,320768728087
5337891;1;2;1;10;2;1;3;1975;45;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;64000;2;1;1;2;6;4;2;2;13;15;01;13;429,320768728087
5337891;1;3;1;10;1;1;12;2001;19;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;0;2;2;13;11;01;13;429,320768728087
5337891;1;4;1;10;2;1;10;2007;13;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;13;6;01;13;429,320768728087
5337913;1;1;1;10;1;2;1;1971;50;1;5; ;4;3; ;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;13;8;01;13;419,636429744494
5337913;1;2;1;10;2;2;7;2004;16;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;13;9;01;13;419,636429744494
5337913;1;3;1;10;1;1;5;2016;4;3;5; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;13;0;01;13;419,636429744494
5337918;1;1;1;10;1;1;10;1969;51;1;5; ;2;2; ;3; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;1;1;69000;2;1;2; ;6;2;3; ;13;13;01;13;384,310807243446
5337918;1;2;1;10;2;2;1;1989;32;2;5; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1;75000;2;1;2; ;6;5;4; ;13;16;01;13;384,310807243446
5337921;1;1;1;10;1;2;10;1955;65;1;6; ;5;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;2;109000;2;1;2; ;3;5; ; ;13;5;01;13;373,451238238901
5337922;1;1;1;10;1;2;12;1984;36;1;5; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;1;47000;2;1;2; ;6;5;4; ;13;16;01;13;379,26544688068
5337922;1;2;1;10;2;1;8;1972;48;2;5; ;3;2; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;1;1;47000;2;1;2; ;5;11;2; ;13;11;01;13;379,26544688068
