Directorio;Secuencia_p;Orden;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s4;P7510s6;P7510s2a1;P7510s4a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;Clase;Dpto;Area;Fex_c_2011
395988;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;898,763394540838
395988;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;898,763394540838
395991;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;676,271893928727
395994;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;973,651113180173
395994;1;2;95;1; ;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;973,651113180173
395994;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;973,651113180173
395996;1;1;95;1; ;2;1; ;379500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;738,67155015631
395996;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;738,67155015631
395996;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;738,67155015631
395996;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;738,67155015631
395996;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;738,67155015631
396000;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;857,220025580399
396000;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;857,220025580399
396000;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;857,220025580399
396000;1;4;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1200000;2;1;2;1;05;05;857,220025580399
396003;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;480000; ; ; ;2;2;2;1;05;05;929,979646552354
396003;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;480000;2;1;2;1;05;05;929,979646552354
396006;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;929,979646552354
396006;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;929,979646552354
396008;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12853712775
396008;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12853712775
396008;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12853712775
396008;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12853712775
396012;1;1;95;1; ;2;1; ;1100000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;618,411385534203
396012;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1800000;2;1;2;1;05;05;618,411385534203
396012;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;618,411385534203
396014;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1000000;2;1;2;1;05;05;898,763394540838
396014;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;898,763394540838
396014;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;898,763394540838
396014;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;898,763394540838
396018;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;125000; ; ; ;2;2;2;1;05;05;767,654435477899
396018;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396018;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396021;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;643,971623248744
396021;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;643,971623248744
396021;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;643,971623248744
396024;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;7;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;9;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396024;1;10;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;800,966509307331
396030;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;176000; ; ; ;2;2;2;1;05;05;811,285970593258
396030;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;118366; ; ; ;2;2;2;1;05;05;811,285970593258
396030;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,285970593258
396032;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;12000000;2;1;2;1;05;05;557,204842057875
396032;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;557,204842057875
396032;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;557,204842057875
396034;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;748,820983629481
396034;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1120000;2;1;2;1;05;05;748,820983629481
396037;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;2400000;2;1;2;1;05;05;724,022900362541
396037;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,022900362541
396037;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,022900362541
396042;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;847,695002748631
396042;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;600000;2;1;2;1;05;05;847,695002748631
396044;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;667,700230907617
396044;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;125000; ; ; ;2;2;2;1;05;05;667,700230907617
396044;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;667,700230907617
396044;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;667,700230907617
396044;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;667,700230907617
396044;1;8;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;65000; ; ; ;2;2;2;1;05;05;667,700230907617
396049;1;1;95;1; ;2;1; ;380000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;695,442612622102
396049;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;695,442612622102
396049;1;3;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;120000;2;1;2;1;05;05;695,442612622102
396049;1;4;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;300000;2;1;2;1;05;05;695,442612622102
396054;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;774,532784195525
396054;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;774,532784195525
396054;1;3;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;720000;2;1;2;1;05;05;774,532784195525
396054;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;774,532784195525
396054;1;6;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;774,532784195525
396058;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;604,030849403534
396058;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;104000; ; ; ;2;2;2;1;05;05;604,030849403534
396060;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;500000; ; ; ;2;2;2;1;05;05;734,469097222222
396060;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;734,469097222222
396060;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;734,469097222222
396064;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;670,173350538141
396064;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;670,173350538141
396064;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;670,173350538141
396067;1;1;95;1; ;1;1; ;433700;100000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1006,97094212779
396067;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1006,97094212779
396069;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;937,271302694195
396069;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;500000; ; ; ;2;2;2;1;05;05;937,271302694195
396069;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;937,271302694195
396069;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;937,271302694195
396072;1;1;95;1; ;2;1; ;580000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;693,846902289696
396073;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;2500000; ; ; ;2;2;2;1;05;05;847,695002748631
396073;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;847,695002748631
396075;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;175000; ; ; ;2;2;2;1;05;05;799,581330246127
396075;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;799,581330246127
396078;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;929,979646552354
396078;1;3;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;81250; ; ; ;2;2;2;1;05;05;929,979646552354
396081;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;54000; ; ; ;2;2;2;1;05;05;607,965188674521
396081;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;607,965188674521
396081;1;3;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;607,965188674521
396083;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;881,895195719246
396083;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;881,895195719246
396086;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;2000000; ; ; ;2;2;2;1;05;05;929,979646552354
396086;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;929,979646552354
396088;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;20000000; ; ;1;2;2;1;05;05;573,699664967713
396088;1;2;95;1; ;1;2; ; ;3200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;573,699664967713
396088;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;573,699664967713
396088;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;573,699664967713
396088;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;573,699664967713
396088;1;6;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;573,699664967713
396091;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;1211000; ; ; ;2;2;2;1;05;05;1140,21870870118
396091;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1140,21870870118
396091;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1140,21870870118
396091;1;4;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;63000; ; ; ;2;2;2;1;05;05;1140,21870870118
396091;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1140,21870870118
396095;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;65000; ; ; ;2;2;2;1;05;05;813,961866376795
396095;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;813,961866376795
396095;1;3;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;112500; ; ; ;2;2;2;1;05;05;813,961866376795
396097;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,135181723206
396097;1;2;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,135181723206
396097;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,135181723206
396097;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,135181723206
396101;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2;2400000; ; ; ; ; ;2;2;1;1;05;05;842,759721593429
396101;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;6;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;7;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396101;1;8;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,759721593429
396106;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;913,948617860436
396106;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;913,948617860436
396109;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;1000000; ; ; ;2;2;2;1;05;05;996,408092705589
396109;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;996,408092705589
396112;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;50000; ; ; ;2;2;2;1;05;05;747,923108314661
396112;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;16000; ; ; ;2;2;2;1;05;05;747,923108314661
396116;1;1;95;1; ;1;1; ;433700;360000;2;1;2;2;2;2400000; ; ; ; ; ;2;2;1;1;05;05;654,791196020181
396116;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;654,791196020181
396119;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;70000; ; ; ;2;2;2;1;05;05;705,859587812388
396119;1;2;95;1; ;1;2; ; ;500000;2;1;2;2;1; ; ;180000; ; ; ;2;2;2;1;05;05;705,859587812388
396119;1;3;95;1; ;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;705,859587812388
396119;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;705,859587812388
396122;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;171000; ; ; ;2;2;2;1;05;05;637,216187659211
396122;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;198000; ; ; ;2;2;2;1;05;05;637,216187659211
396124;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;100000; ; ; ;2;2;2;1;05;05;929,979646552354
396124;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;160000; ; ; ;2;2;2;1;05;05;929,979646552354
396126;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;320000; ; ; ;2;2;2;1;05;05;690,652430059395
396126;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;690,652430059395
396128;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;98; ; ; ;2;2;2;1;05;05;879,219299935708
396128;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;98; ; ; ;2;2;2;1;05;05;879,219299935708
396131;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;48000; ; ; ;2;2;2;1;05;05;770,926084827572
396131;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;770,926084827572
396134;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;900000; ; ; ;2;2;2;1;05;05;893,599836066376
396134;1;2;95;1; ;1;2; ; ;500000;2;1;2;2;1; ; ;2000000; ; ; ;2;2;2;1;05;05;893,599836066376
396134;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;893,599836066376
396136;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;400000; ; ; ;2;2;2;1;05;05;654,272619573417
396136;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;654,272619573417
396136;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;654,272619573417
396139;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;140000; ; ; ;2;2;2;1;05;05;929,979646552354
396139;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;10000000; ; ;1;2;2;1;05;05;929,979646552354
396141;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;747,740798178349
396141;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;747,740798178349
396141;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;747,740798178349
396141;1;5;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;60000; ; ; ;2;2;2;1;05;05;747,740798178349
396141;1;6;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;100000; ; ; ;2;2;2;1;05;05;747,740798178349
396145;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;676,271893928727
396147;1;1;95;1; ;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;886,750709018146
396149;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;120000; ; ; ;2;2;2;1;05;05;727,032240545373
396151;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;657,467091803718
396151;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;60000; ; ; ;2;2;2;1;05;05;657,467091803718
396153;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;901,410068654981
396153;1;2;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;901,410068654981
396153;1;3;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;90000; ; ; ;2;2;2;1;05;05;901,410068654981
396153;1;4;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;90000; ; ; ;2;2;2;1;05;05;901,410068654981
396155;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;98000; ; ; ;2;2;2;1;05;05;687,976534275857
396155;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,976534275857
396158;1;1;95;1; ;1;2; ; ;360000;2;1;2;2;2;2800000; ; ; ; ; ;2;2;1;1;05;05;743,408386520249
396159;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2;6000000; ; ; ; ;4560000;2;1;1;1;05;05;685,599574963064
396159;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;685,599574963064
396163;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;360000; ; ; ;2;2;2;1;05;05;850,341676862773
396163;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;850,341676862773
396165;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1;2400000; ;288000; ; ;600000;2;1;1;1;05;05;678,947789712264
396167;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;9200000; ; ; ;2;2;2;1;05;05;850,341676862773
396167;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;196800; ; ; ;2;2;2;1;05;05;850,341676862773
396169;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;727,032240545373
396170;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396170;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;336000; ; ; ;2;2;2;1;05;05;767,654435477899
396170;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396172;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;822,487991804085
396172;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;40000; ; ; ;2;2;2;1;05;05;822,487991804085
