Directorio;Secuencia_p;Orden;Area;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Dpto;Fex_c_2011
395980;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;763,201519760149
395983;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;05;928,859529588762
395983;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ; ;05;928,859529588762
395983;1;3;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;35; ; ; ; ; ; ; ;05;928,859529588762
395983;1;5;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;42; ; ; ; ; ; ; ;05;928,859529588762
395988;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;05;898,763394540838
395988;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;898,763394540838
395988;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;898,763394540838
395988;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;898,763394540838
395991;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;30; ; ; ; ; ; ; ;05;676,271893928727
395994;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;973,651113180173
395994;1;2;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;4; ; ; ; ;10; ; ; ; ;05;973,651113180173
395994;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;973,651113180173
395996;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;738,67155015631
395996;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;738,67155015631
395996;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;05;738,67155015631
395996;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;738,67155015631
395996;1;5;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;738,67155015631
396000;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;857,220025580399
396000;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;857,220025580399
396000;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;857,220025580399
396000;1;4;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;60; ; ; ; ; ; ; ;05;857,220025580399
396003;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;05;929,979646552354
396003;1;2;05;90; ;2;2;1;1;2;2;2;2;2;2;2;2; ; ;28;2; ; ; ; ; ; ; ; ;05;929,979646552354
396006;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;929,979646552354
396006;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;35; ; ; ; ; ; ; ;05;929,979646552354
396008;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;1061,12853712775
396008;1;2;05;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;20; ; ;40; ; ; ; ; ; ;05;1061,12853712775
396008;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1061,12853712775
396008;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;1061,12853712775
396012;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;618,411385534203
396012;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;618,411385534203
396012;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;618,411385534203
396014;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;1;2; ; ;7; ; ; ; ; ; ; ;3; ;05;898,763394540838
396014;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;70; ; ; ; ; ; ; ; ; ;05;898,763394540838
396014;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;898,763394540838
396014;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;898,763394540838
396018;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;767,654435477899
396018;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;20; ; ; ; ; ; ; ;05;767,654435477899
396018;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;767,654435477899
396021;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;05;643,971623248744
396021;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;70; ;70; ; ; ; ; ; ; ;05;643,971623248744
396021;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;643,971623248744
396024;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;800,966509307331
396024;1;2;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;15; ; ; ; ;05;800,966509307331
396024;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;800,966509307331
396024;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;800,966509307331
396024;1;5;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;70; ; ; ; ; ; ; ;05;800,966509307331
396024;1;7;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;15; ;60; ; ; ; ; ; ; ;05;800,966509307331
396024;1;9;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;800,966509307331
396024;1;10;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;800,966509307331
396030;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;05;811,285970593258
396030;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;811,285970593258
396030;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;05;811,285970593258
396032;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;70; ;70; ; ; ; ; ; ; ;05;557,204842057875
396032;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;557,204842057875
396032;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;557,204842057875
396034;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;5; ;10; ; ; ; ; ; ; ;05;748,820983629481
396034;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;48; ; ; ; ; ; ; ;05;748,820983629481
396037;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;724,022900362541
396037;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;724,022900362541
396037;1;3;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;3; ; ; ; ;10; ; ; ; ;05;724,022900362541
396042;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;847,695002748631
396042;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;05;847,695002748631
396044;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;60; ; ; ; ; ; ; ; ; ;05;667,700230907617
396044;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;667,700230907617
396044;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;667,700230907617
396044;1;4;05;90; ;2;2;1;2;1;2;2;1;2;2;2;2; ; ;70; ;60; ; ;3; ; ; ; ;05;667,700230907617
396044;1;5;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ; ; ;05;667,700230907617
396044;1;8;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;7; ;8; ; ; ; ; ; ; ;05;667,700230907617
396049;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;3; ;4; ; ; ; ; ; ; ;05;695,442612622102
396049;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;54; ;60; ; ; ; ; ; ; ;05;695,442612622102
396049;1;3;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;3; ;7; ; ; ; ; ; ; ;05;695,442612622102
396049;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;695,442612622102
396054;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;774,532784195525
396054;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;60; ; ; ; ; ; ; ; ; ;05;774,532784195525
396054;1;3;05;90; ;2;2;1;2;1;2;2;1;2;2;2;2; ; ;20; ;20; ; ;6; ; ; ; ;05;774,532784195525
396054;1;5;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;05;774,532784195525
396054;1;6;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;774,532784195525
396058;1;1;05;90; ;2;2;1;2;1;2;1;2;2;2;2;2; ; ;35; ;1; ;3; ; ; ; ; ;05;604,030849403534
396058;1;2;05;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;10; ; ;5; ; ; ; ; ; ;05;604,030849403534
396060;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;734,469097222222
396060;1;2;05;90; ;2;2;1;2;2;2;1;2;2;2;2;2; ; ;40; ; ; ;5; ; ; ; ; ;05;734,469097222222
396060;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;05;734,469097222222
396064;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;48; ;40; ; ; ; ; ; ; ;05;670,173350538141
396064;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;670,173350538141
396064;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;670,173350538141
396067;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1006,97094212779
396067;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;25; ;25; ; ; ; ; ; ; ;05;1006,97094212779
396069;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;937,271302694195
396069;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;05;937,271302694195
396069;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;937,271302694195
396069;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;937,271302694195
396072;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;693,846902289696
396073;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;847,695002748631
396073;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;847,695002748631
396075;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;799,581330246127
396075;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;15; ; ; ; ; ; ; ;05;799,581330246127
396078;1;1;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;7; ;40; ; ; ; ; ; ; ;05;929,979646552354
396078;1;3;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;05;929,979646552354
396081;1;1;05;90; ;2;2;1;1;2;2;2;2;2;2;2;2; ; ;20;10; ; ; ; ; ; ; ; ;05;607,965188674521
396081;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;607,965188674521
396081;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;607,965188674521
396083;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;881,895195719246
396083;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;25; ; ; ; ; ; ; ;05;881,895195719246
396086;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;05;929,979646552354
396086;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;05;929,979646552354
396088;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;573,699664967713
396088;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;05;573,699664967713
396088;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;573,699664967713
396088;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;573,699664967713
396088;1;5;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;573,699664967713
396088;1;6;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;573,699664967713
396091;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1140,21870870118
396091;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;05;1140,21870870118
396091;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1140,21870870118
396091;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1140,21870870118
396091;1;5;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;30; ; ; ; ; ; ; ;05;1140,21870870118
396095;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;813,961866376795
396095;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ; ;05;813,961866376795
396095;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;813,961866376795
396097;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;05;649,135181723206
396097;1;2;05;90; ;2;2;1;1;2;1;2;2;2;2;2;1; ; ;28;1; ;7; ; ; ; ; ;6;05;649,135181723206
396097;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;649,135181723206
396097;1;4;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;649,135181723206
396101;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;842,759721593429
396101;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;842,759721593429
396101;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;842,759721593429
396101;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;842,759721593429
396101;1;5;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ; ;05;842,759721593429
396101;1;6;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;842,759721593429
396101;1;7;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;1; ; ; ; ; ; ; ;05;842,759721593429
396101;1;8;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;30; ; ; ; ; ; ; ;05;842,759721593429
396106;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;05;913,948617860436
396106;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;913,948617860436
396109;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;996,408092705589
396109;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;05;996,408092705589
396112;1;1;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ; ; ;05;747,923108314661
396112;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;05;747,923108314661
396116;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;05;654,791196020181
396116;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;05;654,791196020181
396119;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;705,859587812388
396119;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;705,859587812388
396119;1;3;05;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;20; ; ;10; ; ; ; ; ; ;05;705,859587812388
396119;1;4;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;705,859587812388
396122;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;637,216187659211
396122;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;8; ;18; ; ; ; ; ; ; ;05;637,216187659211
396124;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;929,979646552354
396124;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;8; ;18; ; ; ; ; ; ; ;05;929,979646552354
396126;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;05;690,652430059395
396126;1;2;05;90; ;2;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ; ; ; ;05;690,652430059395
396128;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;879,219299935708
396128;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;879,219299935708
396131;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;770,926084827572
396131;1;3;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;30; ; ; ; ; ; ; ;05;770,926084827572
396134;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;893,599836066376
396134;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;05;893,599836066376
396134;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ;4; ;05;893,599836066376
396136;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ; ;05;654,272619573417
396136;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;1; ; ;4; ; ; ; ; ; ; ; ;6;05;654,272619573417
396136;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;654,272619573417
396139;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;929,979646552354
396139;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;20; ; ; ; ; ; ; ;05;929,979646552354
396141;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;747,740798178349
396141;1;2;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;20; ; ; ; ; ; ; ;05;747,740798178349
396141;1;3;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;747,740798178349
396141;1;5;05;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;15; ; ; ; ; ; ; ;05;747,740798178349
396141;1;6;05;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;8; ; ; ; ; ; ; ;05;747,740798178349
396145;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;05;676,271893928727
396147;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;05;886,750709018146
396149;1;1;05;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;10; ; ; ; ;3; ; ; ; ;05;727,032240545373
396151;1;1;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;05;657,467091803718
396151;1;2;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;657,467091803718
396153;1;1;05;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;901,410068654981
396153;1;2;05;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;05;901,410068654981
