Directorio;Secuencia_p;Orden;Area;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6050;P6080;P6080s1;P6060;P6060s1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180s1;P6180s2;P6190;P6190s1;P6200;P6200s1;P6210;P6210s1;P6220;P6040;Dpto;Fex_c_2011
395971;1;1;05;10;1;1;1;2;1971;1;6; ;2; ;6;1; ; ;1;1;28000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;36;05;929,979646552354
395971;1;2;05;10;2;2;1;5;1980;2;6; ;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;05;929,979646552354
395971;1;3;05;10;2;1;1;5;2005;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;929,979646552354
395976;1;1;05;10;1;1;1;10;1928;1;6; ;2; ;6;1; ; ;1;2;62000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;78;05;642,006370221918
395976;1;2;05;10;2;2;1;3;1934;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;73;05;642,006370221918
395976;1;3;05;10;3;2;1;6;1958;3;6; ;2; ;4;1; ; ;1;1;17350;2;1;2; ; ; ; ; ; ; ; ;4;7; ;49;05;642,006370221918
395976;1;4;05;10;4;1;1;11;1983;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;6;1;3;23;05;642,006370221918
395976;1;5;05;10;2;2;1;8;1996;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;2000;2; ;2; ;3;4; ;11;05;642,006370221918
395980;1;1;05;10;1;1;1;1;1962;1;6; ;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ; ; ; ; ;6;3;2;45;05;763,201519760149
395980;1;2;05;10;2;2;1;6;1962;2;6; ;2; ;6;1; ; ;1;1;18000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;45;05;763,201519760149
395980;1;3;05;10;2;2;1;7;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;60;1000;1;55000;2; ;4;0; ;12;05;763,201519760149
395980;1;4;05;10;2;2;1;6;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;200;3000;1;55000;2; ;3;4; ;9;05;763,201519760149
395983;1;1;05;10;1;1;1;4;1952;1;6; ;2; ;6;1; ; ;1;3;108400;2;1;2; ; ; ; ; ; ; ; ;4;8; ;55;05;928,859529588762
395983;1;2;05;10;2;2;1;5;1954;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;53;05;928,859529588762
395983;1;3;05;10;3;2;1;1;1977;3;6; ;2; ;5;1; ; ;1;4; ;2;1;2; ; ; ; ;2; ;2; ;6;5;4;30;05;928,859529588762
395983;1;4;05;10;3;1;1;3;1999;4;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;1; ;8;05;928,859529588762
395983;1;5;05;10;5;2;1;6;1981;3;6; ;2; ;5;1; ; ;1;1;18400;2;1;2; ; ; ; ;2; ;2; ;5;11;2;26;05;928,859529588762
395983;1;6;05;10;5;1;1;4;2002;4;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;5;05;928,859529588762
395988;1;1;05;10;1;2;1;1;1932;1;6; ;2; ;4;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;4;6; ;75;05;898,763394540838
395988;1;2;05;10;1;1;2; ; ;3;6; ;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;6; ;39;05;898,763394540838
395988;1;3;05;10;3;2;1;12;1957;3;6; ;2; ;5;1; ; ;1;4; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;49;05;898,763394540838
395988;1;4;05;10;1;1;1;1;1941;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;66;05;898,763394540838
395991;1;1;05;10;1;2;1;8;1966;1;6; ;1;1;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;40;05;676,271893928727
395991;1;2;05;10;1;2;1;8;1999;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;2000;1;30000;2; ;3;1; ;7;05;676,271893928727
395994;1;1;05;10;1;2;1;10;1958;1;6; ;2; ;6;1; ; ;1;1;17350;2;1;2; ; ; ; ; ; ; ; ;6;4;3;48;05;973,651113180173
395994;1;2;05;10;2;1;1;5;1953;2;6; ;2; ;6;1; ; ;1;2;120000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;54;05;973,651113180173
395994;1;3;05;10;3;1;1;6;1979;3;6; ;2; ;5;1; ; ;1;3;54200;2;1;1;1;2; ; ;2; ;2; ;6;7;3;28;05;973,651113180173
395996;1;1;05;10;1;2;1;5;1935;1;6; ;2; ;4;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;4;8; ;72;05;738,67155015631
395996;1;2;05;10;2;1;1;11;1962;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;44;05;738,67155015631
395996;1;3;05;10;3;2;1;8;1964;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;43;05;738,67155015631
395996;1;4;05;10;4;1;1;8;1991;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;15;05;738,67155015631
395996;1;5;05;10;3;2;1;2;1993;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ;14;05;738,67155015631
395996;1;6;05;10;1;1;1;9;2005;7;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;738,67155015631
396000;1;1;05;10;1;1;1;5;1964;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;43;05;857,220025580399
396000;1;2;05;10;2;2;1;4;1965;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;42;05;857,220025580399
396000;1;3;05;10;3;2;1;11;1988;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;18;05;857,220025580399
396000;1;4;05;10;4;2;1;6;1987;3;6; ;2; ;5;2;1;1; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;1;3;20;05;857,220025580399
396000;1;5;05;10;4;1;1;7;2006;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;857,220025580399
396003;1;1;05;10;1;1;1;9;1963;1;6; ;2; ;6;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;6;4;3;43;05;929,979646552354
396003;1;2;05;10;2;2;1;2;1971;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;2;3;36;05;929,979646552354
396003;1;3;05;10;2;1;1;7;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;5;05;929,979646552354
396006;1;1;05;10;1;1;1;12;1971;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;35;05;929,979646552354
396006;1;2;05;10;2;2;1;7;1972;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;35;05;929,979646552354
396006;1;3;05;10;2;1;1;5;2001;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;2000;2; ;2; ;2;0; ;6;05;929,979646552354
396008;1;1;05;10;1;2;1;11;1925;1;6; ;1;2;4;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;1; ;81;05;1061,12853712775
396008;1;2;05;10;2;1;1;9;1948;3;6; ;1;2;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;1;0; ;58;05;1061,12853712775
396008;1;3;05;10;2;1;1;8;1959;3;6; ;1;2;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;47;05;1061,12853712775
396008;1;4;05;10;4;1;1;10;1956;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;1;0; ;50;05;1061,12853712775
396012;1;1;05;10;1;2;1;8;1932;1;6; ;2; ;4;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;4;7; ;75;05;618,411385534203
396012;1;2;05;10;2;2;1;4;1960;3;6; ;2; ;3;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;47;05;618,411385534203
396012;1;3;05;10;2;2;1;2;1992;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;8; ;15;05;618,411385534203
396014;1;1;05;10;1;1;1;3;1942;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;65;05;898,763394540838
396014;1;2;05;10;2;2;1;3;1943;2;6; ;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;3; ;64;05;898,763394540838
396014;1;3;05;10;3;1;1;12;1967;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;39;05;898,763394540838
396014;1;4;05;10;4;2;1;1;1969;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;38;05;898,763394540838
396018;1;1;05;10;1;1;1;11;1956;1;6; ;2; ;6;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;3;2; ;50;05;767,654435477899
396018;1;2;05;10;2;2;1;5;1959;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;47;05;767,654435477899
396018;1;3;05;10;3;1;1;2;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ;15;05;767,654435477899
396021;1;1;05;10;1;1;1;10;1985;1;6; ;2; ;2;1; ; ;1;1;17345;2;1;2; ; ; ; ;2; ;2; ;5;11;2;21;05;643,971623248744
396021;1;2;05;10;2;2;1;3;1987;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;19;05;643,971623248744
396021;1;3;05;10;1;1;1;12;2004;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;643,971623248744
396021;1;4;05;10;4;1;1;4;1990;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;16;05;643,971623248744
396024;1;1;05;10;1;2;1;10;1959;1;6; ;2; ;4;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;4;8; ;47;05;800,966509307331
396024;1;2;05;10;2;1;1;9;1979;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;05;800,966509307331
396024;1;3;05;10;3;1;1;3;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;2500;2; ;2; ;4;0; ;15;05;800,966509307331
396024;1;4;05;10;4;2;1;4;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;13;05;800,966509307331
396024;1;5;05;10;5;2;1;8;1986;3;6; ;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;8; ;20;05;800,966509307331
396024;1;6;05;10;5;2;1;7;2006;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;800,966509307331
396024;1;7;05;10;7;2;1;10;1987;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;19;05;800,966509307331
396024;1;8;05;10;7;2;1;12;2005;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;800,966509307331
396024;1;9;05;10;9;1;1;5;1923;5;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;84;05;800,966509307331
396024;1;10;05;10;10;1;1;2;1961;5;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;46;05;800,966509307331
396030;1;1;05;10;1;2;1;9;1973;1;6; ;2; ;5;1; ; ;1;1;19450;2;1;1;1;2; ; ;2; ;2; ;6;8;4;33;05;811,285970593258
396030;1;2;05;10;2;1;1;5;1969;5;6; ;2; ;5;1; ; ;1;1;19525;2;1;2; ; ; ; ; ; ; ; ;5;11;2;38;05;811,285970593258
396030;1;3;05;10;3;2;1;9;1972;7;6; ;2; ;5;1; ; ;1;1;17345;2;1;1;1;2; ; ;2; ;2; ;6;3;2;34;05;811,285970593258
396032;1;1;05;10;1;2;1;3;1956;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;2;51;05;557,204842057875
396032;1;2;05;10;2;1;1;3;1983;3;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;24;05;557,204842057875
396032;1;3;05;10;3;2;1;6;1986;3;6; ;2; ;5;1; ; ;1;1;17348;2;1;1;2;2; ; ;2; ;2; ;6;2;2;21;05;557,204842057875
396032;1;4;05;10;1;2;1;3;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;1; ;7;05;557,204842057875
396034;1;1;05;10;1;1;1;10;1972;1;6; ;2; ;6;1; ; ;1;1;22800;2;1;2; ; ; ; ;2; ;2; ;5;11;2;34;05;748,820983629481
396034;1;2;05;10;2;2;1;5;1978;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;29;05;748,820983629481
396034;1;3;05;10;2;2;1;1;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;1;0; ;5;05;748,820983629481
396034;1;4;05;10;2;2;1;9;2004;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;748,820983629481
396037;1;1;05;10;1;1;1;3;1957;1;6; ;2; ;6;2;1;180; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ;50;05;724,022900362541
396037;1;2;05;10;2;1;1;4;1989;3;6; ;2; ;5;2;1;4; ; ; ; ;1;1;1;2; ; ;2; ;2; ;6;0;2;18;05;724,022900362541
396037;1;3;05;10;3;1;1;4;1989;3;6; ;2; ;5;2;1;4; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;18;05;724,022900362541
396042;1;1;05;10;1;1;1;11;1947;1;6; ;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;2;59;05;847,695002748631
396042;1;2;05;10;2;2;1;9;1952;2;6; ;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;54;05;847,695002748631
396044;1;1;05;10;1;2;1;7;1958;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;49;05;667,700230907617
396044;1;2;05;10;2;1;1;6;1983;3;6; ;2; ;5;1; ; ;1;1;24000;2;1;1;1;2; ; ;2; ;2; ;6;1;2;24;05;667,700230907617
396044;1;3;05;10;3;1;1;11;1986;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1;20;05;667,700230907617
396044;1;4;05;10;4;2;1;10;1979;3;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;05;667,700230907617
396044;1;5;05;10;5;1;1;7;1977;9;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;6;2;3;30;05;667,700230907617
396044;1;6;05;10;4;2;1;2;1997;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;150;4500;2; ;2; ;3;3; ;10;05;667,700230907617
396044;1;7;05;10;4;2;1;7;2005;4;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;667,700230907617
396044;1;8;05;10;8;1;1;3;1972;9;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;5;11;2;35;05;667,700230907617
396049;1;1;05;10;1;1;1;5;1938;1;6; ;2; ;2;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;4;6; ;69;05;695,442612622102
396049;1;2;05;10;2;2;1;7;1945;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;62;05;695,442612622102
396049;1;3;05;10;3;2;1;4;1990;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ;17;05;695,442612622102
396049;1;4;05;10;2;1;1;2;1993;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ;14;05;695,442612622102
396054;1;1;05;10;1;1;1;11;1959;1;6; ;1;3;6;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;3;5; ;47;05;774,532784195525
396054;1;2;05;10;2;2;1;3;1965;2;6; ;1;3;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;42;05;774,532784195525
396054;1;3;05;10;3;2;1;7;1986;3;6; ;1;3;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;21;05;774,532784195525
396054;1;4;05;10;3;1;1;2;2004;4;6; ;1;2; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;3;05;774,532784195525
396054;1;5;05;10;5;2;1;5;1989;3;6; ;1;3;5;2;1;2; ; ; ; ;1;1;2;2; ; ;2; ;1;2650000;6;0;2;18;05;774,532784195525
396054;1;6;05;10;6;1;1;7;1992;3;6; ;1;3;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;15;05;774,532784195525
396058;1;1;05;10;1;2;1;3;1936;1;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;71;05;604,030849403534
396058;1;2;05;10;2;2;1;5;1963;3;6; ;2; ;5;1; ; ;2;1;35480;2;1;2; ; ; ; ; ; ; ; ;6;6;5;44;05;604,030849403534
396058;1;3;05;10;2;2;1;4;1998;3;6; ;2; ; ;1; ; ;2;5; ;2;1;1;1;1;100;1000;2; ;2; ;3;3; ;9;05;604,030849403534
396060;1;1;05;10;1;1;1;7;1954;1;6; ;2; ;6;1; ; ;1;1;17300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;53;05;734,469097222222
396060;1;2;05;10;2;2;1;7;1936;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3;71;05;734,469097222222
396060;1;3;05;10;2;1;1;9;1987;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;1;2000000;2; ;6;2;2;19;05;734,469097222222
396064;1;1;05;10;1;2;1;2;1968;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;39;05;670,173350538141
396064;1;2;05;10;1;1;1;1;1984;3;6; ;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;8; ;23;05;670,173350538141
396064;1;3;05;10;3;1;1;9;1988;3;6; ;2; ;5;1; ; ;1;1;20000;2;1;2; ; ; ; ;2; ;2; ;3;3; ;18;05;670,173350538141
396064;1;4;05;10;1;1;1;11;1999;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;200;3000;2; ;2; ;3;0; ;7;05;670,173350538141
396064;1;5;05;10;1;1;1;6;2001;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;200;3000;2; ;2; ;2;0; ;6;05;670,173350538141
396064;1;6;05;10;1;2;1;4;2005;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;670,173350538141
396067;1;1;05;10;1;1;1;9;1940;1;6; ;2; ;4;1; ; ;1;2;55000;2;1;2; ; ; ; ; ; ; ; ;3;2; ;66;05;1006,97094212779
396067;1;2;05;10;2;2;1;9;1980;3;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;26;05;1006,97094212779
396067;1;3;05;10;2;1;1;4;1996;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;50;800;2; ;2; ;3;4; ;11;05;1006,97094212779
396067;1;4;05;10;2;1;1;12;2000;4;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;1;200;3000;2; ;2; ;3;0; ;6;05;1006,97094212779
396069;1;1;05;10;1;1;1;12;1958;1;6; ;2; ;6;1; ; ;1;1;17300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;48;05;937,271302694195
396069;1;2;05;10;2;2;1;1;1967;2;6; ;2; ;6;1; ; ;1;1;17300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;40;05;937,271302694195
396069;1;3;05;10;3;2;1;12;1986;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2;20;05;937,271302694195
396069;1;4;05;10;4;1;1;12;1970;5;6; ;2; ;3;1; ; ;1;1;28000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;36;05;937,271302694195
396072;1;1;05;10;1;2;1;3;1917;1;6; ;2; ;4;1; ; ;1;2;72500;2;1;2; ; ; ; ; ; ; ; ;3;5; ;90;05;693,846902289696
396073;1;1;05;10;1;1;1;10;1951;1;6; ;2; ;6;1; ; ;1;1;47600;2;1;2; ; ; ; ; ; ; ; ;4;9; ;55;05;847,695002748631
396073;1;2;05;10;2;2;1;1;1958;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;49;05;847,695002748631
396075;1;1;05;10;1;1;1;2;1976;1;6; ;2; ;2;1; ; ;1;1;56000;2;1;2; ; ; ; ;2; ;2; ;6;3;3;31;05;799,581330246127
396075;1;2;05;10;2;2;1;8;1981;2;6; ;2; ;2;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2;25;05;799,581330246127
396075;1;3;05;10;2;2;1;2;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;0; ;6;05;799,581330246127
396078;1;1;05;10;1;2;1;11;1974;1;6; ;2; ;3;1; ; ;1;1;22600;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;05;929,979646552354
396078;1;2;05;10;1;1;1;7;2007;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;05;929,979646552354
396078;1;3;05;10;3;1;1;9;1977;5;6; ;2; ;5;1; ; ;1;1;32400;2;1;2; ; ; ; ;2; ;2; ;5;11;2;29;05;929,979646552354
396081;1;1;05;10;1;2;1;5;1963;1;6; ;2; ;4;1; ; ;1;1;17300;2;1;2; ; ; ; ; ; ; ; ;4;9; ;44;05;607,965188674521
396081;1;2;05;10;1;2;1;2;1993;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;14;05;607,965188674521
396081;1;3;05;10;1;1;1;3;1993;5;6; ;2; ;5;1; ; ;1;2;55000;2;1;1;2;2; ; ;2; ;2; ;4;7; ;14;05;607,965188674521
396083;1;1;05;10;1;1;1;11;1973;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ;33;05;881,895195719246
396083;1;2;05;10;2;2;1;7;1983;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;24;05;881,895195719246
396083;1;3;05;10;2;1;1;3;2001;3;6; ;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;0; ;6;05;881,895195719246
396083;1;4;05;10;2;2;1;9;2006;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;05;881,895195719246
