DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5518800;1;3;2;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;539,671656701988
5518801;1;3;2;1;1;1;1;1;3;4; ; ; ;99; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;441,063681210119
5518802;1;3;2;1;1;1;1;3;3;3; ; ; ; ;300000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;5;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;552,982194338081
5518803;1;3;2;1;1;1;1;1;3;4; ; ; ;99; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;358,69389853936
5518804;1;4;3;1;1;1;1;3;3;1; ; ;98;400000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;527,105732946972
5518805;1;3;2;1;1;1;1;1;3;1; ; ;99;800000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;449,074036065037
5518806;1;4;1;1;1;1;1;1;3;1; ; ;98;2000000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;2;2;2;2;1;2;2;2; ;1;2;1;2;1;3;1;1;1;7;1;1;01;13;1;08;13;454,869334605547
5518807;1;4;3;1;1;1;1;1;3;5; ; ; ;1300000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;13;1;08;13;452,206002082204
5518808;1;2;1;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;454,869334605547
5518809;1;5;4;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3;5;2; ;1;2;5;2;1;3;1;1;1;3;1;1;01;13;1;08;13;472,260780488988
5518810;1;4;3;1;1;1;2;1;3;1; ; ;98;1700000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;13;1;08;13;443,073145389335
5518811;1;3;2;1;1;1;1;3;3;4; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;7;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;480,419493989208
5518812;1;1;1;1;1;1;1;6; ;3; ; ; ; ;200000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;3;1;4;1;4;2;1;1;3;1;1;01;13;1;08;13;470,127681186782
5518813;1;5;4;1;1;1;1;1;3;1; ; ;98;2000000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;6;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;13;1;08;13;462,375840683144
5518814;1;6;4;1;1;1;1;1;3;1; ; ;350000000;1500000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;2;2;2;2;1;4;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;13;1;08;13;339,062195379043
5518815;1;3;2;1;1;1;1;3;3;4; ; ; ;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;449,074036065037
5518816;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;495,230041801665
5518817;1;2;1;1;1;1;1;6; ;4; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;13;1;08;13;402,716804973781
5518818;1;3;1;1;1;1;1;3;1;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;13;1;08;13;402,716804973781
5518819;1;4;3;1;1;1;1;3;4;4; ; ; ;350000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;4;2; ;1;2;1;2;1;1;2;1;1;3;1;1;01;13;1;08;13;419,890767745949
5518820;1;4;3;1;1;1;1;1;3;4; ; ; ;450000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;4;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;13;1;08;13;377,289803272955
5518821;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;489,224784345398
5518822;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;396,921506433272
5518823;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;431,90007329287
5518824;1;4;2;1;1;1;1;1;3;5; ; ; ;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;383,085101813464
5518825;1;4;3;1;1;1;1;3;3;3; ; ; ; ;600000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;547,186895797572
5518826;1;3;2;1;1;1;1;1;3;1; ; ;70000000;450000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;443,073145389335
5518827;1;3;1;1;1;1;1;3;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;408,512103514291
5518828;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;454,869334605547
5518829;1;3;1;1;1;1;1;3;3;4; ; ; ;900000; ;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;454,869334605547
5518830;1;4;2;1;1;1;1;1;3;4; ; ; ;99; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;509,931770174805
5518831;1;3;1;1;1;1;1;3;3;4; ; ; ;800000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;498,892241039968
5518832;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;2;2;1;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;454,869334605547
5518833;1;3;2;1;1;1;1;1;3;4; ; ; ;99; ;2;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;539,671656701988
5518834;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;539,671656701988
5518835;1;3;2;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;495,2256750211
5518836;1;3;2;1;1;1;1;1;3;4; ; ; ;550000; ;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;517,345869793948
5518837;1;3;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;7;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;754,74624499002
5518838;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;520,039953541671
5518839;1;3;2;1;1;1;1;1;3;1; ; ;90000000;600000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;509,931770174805
5518840;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;13;1;08;13;448,868443929844
5518841;1;4;1;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;454,869334605547
5518842;1;3;1;1;1;1;1;6; ;4; ; ; ;500000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;13;1;08;13;498,892241039968
5518843;1;4;3;1;1;1;1;3;3;3; ; ; ; ;500000;2;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;528,590991063977
5518844;1;4;3;1;1;1;1;1;3;4; ; ; ;99; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;403,8097390687
5518845;1;3;2;1;1;1;1;3;3;4; ; ; ;700000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;504,136471634295
5518846;1;4;3;1;1;1;1;1;3;4; ; ; ;99; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;452,206002082204
5518847;1;2;1;1;1;1;1;1;3;4; ; ; ;99; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;408,512103514291
5518848;1;4;3;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;345,924043570655
5518849;1;3;2;1;1;1;1;1;3;4; ; ; ;500000; ;2;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;364,070488613967
5518850;1;2;1;1;1;1;1;3;3;3; ; ; ; ;350000;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;641,091323362502
5518851;1;2;1;1;1;1;1;1;3;1; ; ;120000000;400000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;431,90007329287
5518852;1;2;1;1;1;1;1;3;3;5; ; ; ;300000; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;13;1;08;13;518,973403890568
5518853;1;2;1;1;1;1;1;1;3;1; ; ;80000000;400000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;431,90007329287
5518854;1;1;1;1;1;1;1;2;3;3; ; ; ; ;350000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;13;1;08;13;476,989529378394
5518855;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;517,345869793948
5518856;1;4;3;1;1;1;1;1;3;1; ; ;98;700000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;422,01950026759
5518857;1;5;4;1;1;1;1;3;3;5; ; ; ;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;6;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;13;1;08;13;331,220654276011
5518858;1;3;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;4;1;1;01;13;1;08;13;450,495978026464
5518859;1;4;1;1;1;1;1;3;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;470,127681186782
5518860;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;2;2;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;13;1;08;13;471,194230837885
5518861;1;4;3;1;1;1;1;1;3;1; ; ;99;99; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;3;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;67,3983382439897
5518862;1;4;3;1;1;1;1;1;3;1; ; ;99;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;15;1;08;15;85,4154842866617
5518863;1;3;2;1;1;1;1;1;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;15;1;08;15;110,869894715616
5518864;1;3;2;1;1;1;1;1;3;2; ;850000;99;1000000; ;2;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;15;1;08;15;141,152736867254
5518865;1;3;2;1;1;1;1;1;3;1; ; ;100000000;600000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;67,3983382439897
5518866;1;4;3;1;1;1;1;1;3;2; ;810000;150000000;8000000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;15;1;08;15;152,812463453488
5518867;1;3;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;115,770496511172
5518868;1;4;2;1;1;1;1;1;3;1; ; ;99;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;15;1;08;15;106,301092975493
5518870;1;3;1;1;1;1;1;1;1;1; ; ;99;600000; ;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;15;1;08;15;89,9842860267843
5518871;1;4;2;1;1;1;1;1;3;1; ; ;99;600000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;08;15;106,301092975493
5518872;1;4;2;1;1;1;1;1;3;1; ; ;98;98; ;2;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;106,301092975493
5518873;1;4;2;1;1;1;1;1;3;4; ; ; ;700000; ;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;15;1;08;15;139,418114132333
5518874;1;3;2;1;1;1;1;1;3;1; ; ;98;98; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;176,567893865643
5518875;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;85,4154842866617
5518876;1;3;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;15;1;08;15;89,9842860267843
5518877;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;168,084828227213
5518878;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;158,615424691535
5518879;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;149,378860701768
5518880;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;1;2;2;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;15;1;08;15;119,32000581457
5518881;1;4;2;1;1;1;1;1;3;1; ; ;99;300000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;88,8490870383819
5518882;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;131,755503404448
5518883;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;15;1;08;15;147,199219538381
5518884;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;2;1;3;1;1;1;3;1;1;01;15;1;08;15;160,303722821165
