DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4987021;1;3;1;10;1;2;7;2014;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;76;2915,07504462577
4987022;1;1;1;10;1;1;10;1942;76;1;2;3; ;3; ;1;2;1; ; ;1;3;103300;2;1;2; ;3;4; ; ;2;4;08;76;1932,09295687068
4987022;1;2;1;10;2;2;7;1956;63;2;2;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;08;76;1932,09295687068
4987022;1;3;1;10;3;2;7;1996;23;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;76;1932,09295687068
4987022;1;4;1;10;3;2;9;2002;16;4;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;2;11;08;76;1932,09295687068
4987025;1;1;1;10;1;1;7;1984;35;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;76;5142,2752284609
4987025;1;2;1;10;2;2;5;1995;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;1;2;5;10;1; ;2;10;08;76;5142,2752284609
4987025;1;3;1;10;3;1;7;2013;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;76;5142,2752284609
4987027;1;1;1;10;1;2;7;1947;72;1;5;3; ;3; ; ; ;1; ; ;1;2;99373;2;1;2; ;3;5; ; ;2;5;08;76;2228,08262639649
4987027;2;1;2;10;1;2;2;1942;77;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;76;2228,08262639649
4987027;2;2;2;10;2;1;10;1969;49;3;5;3; ;1;1; ; ;1; ; ;3; ; ;1;1;2; ;4;9; ; ;2;9;08;76;2228,08262639649
4987027;2;3;2;10;1;2;8;2008;10;4;6;1;2;3; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;76;2228,08262639649
4987028;1;1;1;10;1;1;11;1986;32;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;76;5681,53450753684
4987028;1;2;1;10;2;2;5;1993;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;76;5681,53450753684
4987028;1;3;1;10;2;1;3;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;76;5681,53450753684
4987028;1;4;1;10;2;1;11;2013;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;76;5681,53450753684
4987028;1;5;1;10;2;2;5;2016;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;76;5681,53450753684
4987029;1;1;1;10;1;1;8;1954;65;1;2;3; ;3; ;1;2;2;2; ; ; ; ;2;1;2; ;6;15;5; ;2;26;08;76;1420,38362688421
4987029;1;2;1;10;2;2;10;1982;36;2;2;2; ;2; ;1;1;1; ; ;1;3;103600;2;1;2; ;6;3;3; ;2;14;08;76;1420,38362688421
4987787;1;1;1;10;1;2;8;1970;48;1;6;3; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;918,906442212565
4987787;1;2;1;10;2;2;7;1936;83;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;918,906442212565
4987788;1;1;1;10;1;2;4;1963;56;1;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;66;1454,05796024574
4987788;1;2;1;10;2;1;6;1985;34;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;66;1454,05796024574
4987789;1;1;1;10;1;1;11;1939;79;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;983,379784724999
4987789;1;2;1;10;2;2;3;1950;69;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;983,379784724999
4987790;1;1;1;10;1;1;7;1988;31;1;2;2; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;2;11;08;66;1415,48072550232
4987790;1;2;1;10;2;2;11;1990;28;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1415,48072550232
4987790;1;3;1;10;3;1;6;2007;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;66;1415,48072550232
4987791;1;1;1;10;1;1;11;1946;72;1;2;3; ;3; ;1;2;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;2;5;08;66;1172,14153489091
4987791;1;2;1;10;2;2;9;1971;47;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;66;1172,14153489091
4987791;1;3;1;10;2;2;3;2013;6;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;66;1172,14153489091
4987792;1;1;1;10;1;1;6;1948;71;1;3;3; ;3; ;1;2;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;2;5;08;66;1208,89457856878
4987792;1;2;1;10;2;2;1;1961;58;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;08;66;1208,89457856878
4987792;1;3;1;10;3;1;7;1995;24;4;4;2; ;2; ; ; ;1; ; ;1;1;33125;2;2;2; ;1;0; ; ;2;0;08;66;1208,89457856878
4987793;1;1;1;10;1;1;9;1984;34;1;3;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;66;992,552442253021
4987793;1;2;1;10;2;2;4;1991;28;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;66;992,552442253021
4987793;1;3;1;10;3;2;2;2007;12;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;66;992,552442253021
4987794;1;1;1;10;1;1;2;1960;59;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;08;66;1170,31734382536
4987794;1;2;1;10;2;2;11;1965;53;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;08;66;1170,31734382536
4987794;1;3;1;10;3;1;8;1999;20;3;6;1;1;1;2; ; ;2;1;5; ; ; ;2;1;1;1;5;10;1; ;2;10;08;66;1170,31734382536
4987794;1;4;1;10;4;1;8;2002;17;3;6;1;1;1;2; ; ;2;1;5; ; ; ;2;1;1;1;5;10;1; ;2;10;08;66;1170,31734382536
4987795;1;1;1;10;1;1;5;1958;61;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1118,56813635536
4987796;1;1;1;10;1;1;2;1937;82;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;983,379784724999
4987796;1;2;1;10;2;2;11;1936;82;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;983,379784724999
4987797;1;1;1;10;1;2;1;1967;52;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;726,68758703024
4987797;1;2;1;10;2;2;8;1983;36;3;4;2; ;1;1; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;2;11;08;66;726,68758703024
4987797;1;3;1;10;3;2;9;2002;16;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;2;9;08;66;726,68758703024
4987797;1;4;1;10;4;1;8;2007;12;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;2;5;08;66;726,68758703024
4987798;1;1;1;10;1;2;10;1968;50;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;1673,15894056648
4987798;1;2;1;10;2;1;10;1974;44;2;2;3; ;3; ;1;1;1; ; ;1;1;33125;2;1;2; ;3;5; ; ;2;5;08;66;1673,15894056648
4987798;1;3;1;10;1;1;2;2010;9;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;66;1673,15894056648
4987800;1;1;1;10;1;2;3;1968;51;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;1082,19609828119
4987800;1;2;1;10;2;2;6;2002;17;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;08;66;1082,19609828119
4987800;1;3;1;10;3;1;5;2008;11;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;66;1082,19609828119
4987801;1;1;1;10;1;2;11;1960;58;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;983,379784724999
4987801;1;2;1;10;2;1;3;1954;65;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;983,379784724999
4987802;1;1;1;10;1;1;4;1963;56;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;855,158893953415
4987802;1;2;1;10;2;2;10;1968;50;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;855,158893953415
4987802;1;3;1;10;3;1;5;1992;27;3;4;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;855,158893953415
4987803;1;1;1;10;1;1;6;1996;23;1;2;2; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;4;9; ; ;2;9;08;66;1934,33025725185
4987803;1;2;1;10;2;2;10;1998;20;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;1;2;4;8; ; ;2;8;08;66;1934,33025725185
4987803;1;3;1;10;2;2;5;2019;0;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;08;66;1934,33025725185
4987804;1;1;1;10;1;1;7;1987;32;1;1;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;5;11;2; ;2;11;08;66;1189,96593165854
4987804;1;2;1;10;2;2;2;1991;28;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;66;1189,96593165854
4987805;1;1;1;10;1;2;1;1998;21;1;6;3; ;2; ; ; ;2;1;2; ; ; ;2;1;2; ;5;11;2; ;2;11;08;66;726,68758703024
4987805;1;2;1;10;2;2;9;1999;19;5;6;2; ;2; ; ; ;2;1;7; ; ; ;2;1;2; ;5;11;2; ;2;11;08;66;726,68758703024
4987805;1;3;1;10;3;2;10;2004;14;5;6;2; ;2; ; ; ;2;1;7; ; ; ;2;1;2; ;4;7; ; ;2;7;08;66;726,68758703024
4987805;1;4;1;10;4;2;8;1999;20;5;1;2; ;2; ;2; ;2;1;7; ; ; ;2;1;2; ;5;11;2; ;2;11;08;66;726,68758703024
4987806;1;1;1;10;1;1;6;1987;32;1;2;2; ;2; ;1;2;1; ; ;1;3;103500;2;1;2; ;5;11;2; ;2;11;08;66;1844,68660122369
4987806;1;2;1;10;2;2;7;1995;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;66;1844,68660122369
4987806;1;3;1;10;1;2;4;2012;7;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;2;0;08;66;1844,68660122369
4987807;1;1;1;10;1;1;9;1993;25;1;2;2; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;08;66;1673,15894056648
4987807;1;2;1;10;2;2;1;1989;30;2;2;2; ;2; ;1;1;1; ; ;1;1;40000;2;1;2; ;6;3;3; ;2;14;08;66;1673,15894056648
4987807;1;3;1;10;1;1;11;2015;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;66;1673,15894056648
4987809;1;1;1;10;1;2;1;1948;71;1;4;3; ;3; ; ; ;1; ; ;1;2;99380;2;1;2; ;3;2; ; ;2;2;08;66;1318,18682243012
4987810;1;1;1;10;1;1;7;1990;29;1;3;2; ;2; ;1;2;2;1;48; ; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1189,96593165854
4987810;1;2;1;10;2;2;2;1978;41;2;3;2; ;2; ;1;1;2;1;48; ; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1189,96593165854
4987811;1;1;1;10;1;1;6;1986;33;1;3;2; ;2; ;1;2;1; ; ;1;1;34000;2;1;2; ;3;5; ; ;2;5;08;66;1445,40622100613
4987811;1;2;1;10;2;2;1;1985;34;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;1445,40622100613
4987811;1;3;1;10;3;2;3;2003;16;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;66;1445,40622100613
4987811;1;4;1;10;2;2;6;2010;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;66;1445,40622100613
4987812;1;1;1;10;1;1;9;1974;44;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;1475,74545116096
4987812;1;2;1;10;2;2;6;1977;42;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;66;1475,74545116096
4987812;1;3;1;10;3;2;2;2006;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;66;1475,74545116096
4987812;1;4;1;10;2;1;10;2011;7;4; ;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;08;66;1475,74545116096
4987813;1;1;1;10;1;1;11;1979;39;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;3;5; ; ;2;5;08;66;1928,59922991407
4987813;1;2;1;10;2;2;10;1993;25;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;66;1928,59922991407
4987813;1;3;1;10;3;2;2;2005;14;3;6;1;1;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;08;66;1928,59922991407
4987813;1;4;1;10;1;2;2;2012;7;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;08;66;1928,59922991407
4987813;1;5;1;10;1;1;4;2013;6;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;2;0;08;66;1928,59922991407
4987814;1;1;1;10;1;1;8;1965;54;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;66;2540,97204951454
4987814;1;2;1;10;2;2;5;1970;49;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;2540,97204951454
4987814;1;3;1;10;3;1;5;1989;30;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;2540,97204951454
4987814;1;4;1;10;4;1;8;2008;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;66;2540,97204951454
4987814;1;5;1;10;5;2;5;1992;27;3;5;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;2540,97204951454
4987814;1;6;1;10;5;2;6;2011;8;4; ;3; ;1;5; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;66;2540,97204951454
4987814;1;7;1;10;5;1;6;2014;5;4; ;3; ;1;5; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;2540,97204951454
4987814;1;8;1;10;5;2;7;2016;3;4; ;3; ;1;5; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;2540,97204951454
4987815;1;1;1;10;1;1;1;1973;46;1;2;3; ;2; ;1;2;1; ; ;1;1;34000;2;1;2; ;4;9; ; ;2;9;08;66;1415,48072550232
4987815;1;2;1;10;2;2;11;1979;39;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;6; ; ;2;6;08;66;1415,48072550232
4987815;1;3;1;10;2;1;6;2000;19;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;66;1415,48072550232
4987816;1;1;1;10;1;1;6;1992;27;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;66;2126,01271931959
4987816;1;2;1;10;2;2;8;1992;26;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;2126,01271931959
4987816;1;3;1;10;2;1;7;2011;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;66;2126,01271931959
4987816;1;4;1;10;2;2;2;2015;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;66;2126,01271931959
4987817;1;1;1;10;1;1;5;1975;44;1;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1589,2463118761
4987818;1;1;1;10;1;1;6;1974;45;1;2;3; ;2; ;1;2;1; ; ;1;1;34000;2;1;2; ;3;3; ; ;2;3;08;66;1673,15894056648
4987818;1;2;1;10;2;2;12;1971;47;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;1673,15894056648
4987818;1;3;1;10;2;1;2;2015;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;66;1673,15894056648
4987819;1;1;1;10;1;1;3;1990;29;1;3;3; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;3;5; ; ;2;5;08;66;1875,02583137852
4987819;1;2;1;10;2;2;12;1996;22;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;66;1875,02583137852
4987819;1;3;1;10;1;1;4;2016;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;1875,02583137852
4987820;1;1;1;10;1;1;9;1966;52;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;2093,84929809921
