DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,FEX_C,CLASE,MES,DPTO,FEX_C_2011
2645044,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,951.359.108.442.345,2,3,19,86.676.809.301.069
2645045,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,870.027.511.335.925,2,3,19,930.915.774.287.614
2645045,1,2,1,95,2,,,,,,,,1,1,2,,,,800000,,2,2,2,,2,870.027.511.335.925,2,3,19,930.915.774.287.614
2645045,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,870.027.511.335.925,2,3,19,930.915.774.287.614
2645046,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,114.513.175.836.506,2,3,19,125.377.362.811.933
2645046,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,114.513.175.836.506,2,3,19,125.377.362.811.933
2645047,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645047,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,804.923.005.935.919,2,3,19,768.726.997.706.026
2645049,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,4,1,95,2,,,,,,,,1,1,2,,,,240000,,2,2,2,,2,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,7,1,95,2,,,,,,,,1,1,2,,,,400000,,2,2,2,,2,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,10,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,11,1,95,2,,,,,,,,1,1,2,,,,400000,,2,2,2,,2,445.843.556.319.625,2,3,19,704.707.938.472.141
2645049,1,12,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.843.556.319.625,2,3,19,704.707.938.472.141
2645050,1,1,1,95,2,,,,,,,,1,2,2,,,,,840000,2,1,2,,2,834.919.703.941.039,2,3,19,868.755.923.966.664
2645051,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645051,1,2,1,95,2,,,,,,,,1,1,2,,,,480000,,2,2,2,,2,9.675.669.208.563,2,3,19,946.796.635.050.888
2645051,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645051,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645051,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645052,1,1,1,95,2,,,,,,,,1,1,2,,,,900000,,2,2,2,,2,55.714.778.727.315,2,3,19,491.831.263.608.818
2645052,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,55.714.778.727.315,2,3,19,491.831.263.608.818
2645052,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,55.714.778.727.315,2,3,19,491.831.263.608.818
2645053,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,166.526.605.076.503,2,3,19,167.098.553.186.668
2645053,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,166.526.605.076.503,2,3,19,167.098.553.186.668
2645053,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,166.526.605.076.503,2,3,19,167.098.553.186.668
2645053,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,166.526.605.076.503,2,3,19,167.098.553.186.668
2645053,1,5,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,166.526.605.076.503,2,3,19,167.098.553.186.668
2645053,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,166.526.605.076.503,2,3,19,167.098.553.186.668
2645055,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645055,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645055,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645055,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645056,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,48.241.809.000.146,2,3,19,576.413.861.104.345
2645056,1,2,1,95,2,,,,,,,,1,1,2,,,,450000,,2,2,2,,2,48.241.809.000.146,2,3,19,576.413.861.104.345
2645056,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,48.241.809.000.146,2,3,19,576.413.861.104.345
2645056,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,48.241.809.000.146,2,3,19,576.413.861.104.345
2645057,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645057,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645057,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645057,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645060,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,845.747.842.628.027,2,3,19,834.002.173.494.807
2645060,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,845.747.842.628.027,2,3,19,834.002.173.494.807
2645060,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,845.747.842.628.027,2,3,19,834.002.173.494.807
2645060,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,845.747.842.628.027,2,3,19,834.002.173.494.807
2645061,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,829.202.674.643.816,2,3,19,865.640.598.498.833
2645061,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,829.202.674.643.816,2,3,19,865.640.598.498.833
2645061,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,829.202.674.643.816,2,3,19,865.640.598.498.833
2645061,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,829.202.674.643.816,2,3,19,865.640.598.498.833
2645061,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,829.202.674.643.816,2,3,19,865.640.598.498.833
2645061,1,6,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,829.202.674.643.816,2,3,19,865.640.598.498.833
2645062,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.364.198.840.708,2,3,19,160.337.622.611.846
2645062,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.364.198.840.708,2,3,19,160.337.622.611.846
2645062,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.364.198.840.708,2,3,19,160.337.622.611.846
2645062,1,4,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,136.364.198.840.708,2,3,19,160.337.622.611.846
2645063,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.385.667.965.426,2,3,19,118.509.536.393.247
2645063,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,105.385.667.965.426,2,3,19,118.509.536.393.247
2645064,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,998.293.987.007.406,2,3,19,10.362.417.886.375
2645064,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,998.293.987.007.406,2,3,19,10.362.417.886.375
2645065,1,1,1,95,2,,,,,,,,1,1,2,,,,660000,800000,2,1,2,,2,672.702.534.691.851,2,3,19,65.742.312.858.848
2645065,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,672.702.534.691.851,2,3,19,65.742.312.858.848
2645066,1,1,1,95,2,,,,,,,,1,1,2,,,,840000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645066,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645067,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,936.283.896.917.347,2,3,19,894.856.660.548.722
2645067,1,2,1,95,2,,,,,,,,1,1,2,,,,350000,,2,2,2,,2,936.283.896.917.347,2,3,19,894.856.660.548.722
2645067,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,936.283.896.917.347,2,3,19,894.856.660.548.722
2645067,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,936.283.896.917.347,2,3,19,894.856.660.548.722
2645068,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.311.758.893.347,2,3,19,102.830.800.152.969
2645068,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.311.758.893.347,2,3,19,102.830.800.152.969
2645069,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,963.320.625.364.936,2,3,19,112.424.087.687.856
2645069,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,963.320.625.364.936,2,3,19,112.424.087.687.856
2645071,1,1,1,95,2,,,,,,,,1,1,2,,,,660000,,2,2,2,,2,749.787.836.306.907,2,3,19,770.719.689.139.229
2645071,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,749.787.836.306.907,2,3,19,770.719.689.139.229
2645072,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645072,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.852.210.872.877,2,3,19,146.261.649.354.687
2645073,1,1,1,95,2,,,,,,,,1,1,2,,,,660000,,2,2,2,,2,417.673.224.806.116,2,3,19,496.380.458.586.918
2645073,1,2,1,95,2,,,,,,,,1,1,2,,,,660000,,2,2,2,,2,417.673.224.806.116,2,3,19,496.380.458.586.918
2645073,1,3,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,417.673.224.806.116,2,3,19,496.380.458.586.918
2645073,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,496.380.458.586.918
2645073,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,496.380.458.586.918
2645074,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645074,1,2,1,95,2,,,,,,,,1,1,2,,,,330000,,2,2,2,,2,106.893.189.117.925,2,3,19,115.700.679.639.444
2645074,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645074,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.893.189.117.925,2,3,19,115.700.679.639.444
2645075,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645075,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645075,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645075,1,4,1,95,2,,,,,,,,1,1,2,,,,110000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645075,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645075,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645076,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,91.476.128.794.914,2,3,19,930.413.675.292.946
2645076,1,2,1,95,2,,,,,,,,1,1,2,,,,450000,,2,2,2,,2,91.476.128.794.914,2,3,19,930.413.675.292.946
2645076,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,91.476.128.794.914,2,3,19,930.413.675.292.946
2645076,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,91.476.128.794.914,2,3,19,930.413.675.292.946
2645080,1,1,1,95,2,,,,,,,,1,1,2,,,,500000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645080,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645080,1,3,1,95,2,,,,,,,,1,1,2,,,,500000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645081,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,514.744.324.728.433,2,3,19,658.067.136.173.839
2645081,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,514.744.324.728.433,2,3,19,658.067.136.173.839
2645082,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,633.379.597.545.822,2,3,19,67.165.414.022.621
2645082,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,633.379.597.545.822,2,3,19,67.165.414.022.621
2645082,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,633.379.597.545.822,2,3,19,67.165.414.022.621
2645082,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,633.379.597.545.822,2,3,19,67.165.414.022.621
2645082,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,633.379.597.545.822,2,3,19,67.165.414.022.621
2645088,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,532.758.885.280.112,2,3,19,62.366.871.562.873
2645088,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,480000,2,1,2,,2,532.758.885.280.112,2,3,19,62.366.871.562.873
2645088,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,532.758.885.280.112,2,3,19,62.366.871.562.873
2645089,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.573.210.847.079,2,3,19,126.413.541.252.881
2645089,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.573.210.847.079,2,3,19,126.413.541.252.881
2645089,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.573.210.847.079,2,3,19,126.413.541.252.881
2645089,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.573.210.847.079,2,3,19,126.413.541.252.881
2645090,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,696.555.457.728.556,2,3,19,787.599.887.414.609
2645090,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,696.555.457.728.556,2,3,19,787.599.887.414.609
2645091,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,88.815.208.251.939,2,3,19,851.875.725.691.284
2645092,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,960.563.565.625.245,2,3,19,991.770.261.341.529
2645092,1,2,1,95,2,,,,,,,,1,1,2,,,,760000,,2,2,2,,2,960.563.565.625.245,2,3,19,991.770.261.341.529
2645092,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,960.563.565.625.245,2,3,19,991.770.261.341.529
2645093,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,963.320.625.364.936,2,3,19,112.424.087.687.856
2645093,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,963.320.625.364.936,2,3,19,112.424.087.687.856
2645094,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,500000,2,1,2,,2,834.919.703.941.039,2,3,19,868.755.923.966.664
2645095,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.228.487.331.252,2,3,19,112.873.470.069.544
2645095,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.228.487.331.252,2,3,19,112.873.470.069.544
2645095,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.228.487.331.252,2,3,19,112.873.470.069.544
2645095,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.228.487.331.252,2,3,19,112.873.470.069.544
2645099,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,792.942.209.720.868,2,3,19,817.619.213.736.866
2645099,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,792.942.209.720.868,2,3,19,817.619.213.736.866
2645099,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,792.942.209.720.868,2,3,19,817.619.213.736.866
2645100,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,444.755.277.530.485,2,3,19,417.746.382.966.671
2645100,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,444.755.277.530.485,2,3,19,417.746.382.966.671
2645100,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,444.755.277.530.485,2,3,19,417.746.382.966.671
2645100,1,9,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,444.755.277.530.485,2,3,19,417.746.382.966.671
2645101,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,120.365.364.322.279,2,3,19,108.916.248.858.361
2645101,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,120.365.364.322.279,2,3,19,108.916.248.858.361
2645102,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645102,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645102,1,3,1,95,2,,,,,,,,1,1,2,,,,120000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645102,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645102,1,8,1,95,2,,,,,,,,1,1,2,,,,400000,1800000,2,1,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645103,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,805.260.361.506.175,2,3,19,657.060.030.661.803
2645103,1,2,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,805.260.361.506.175,2,3,19,657.060.030.661.803
2645103,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,805.260.361.506.175,2,3,19,657.060.030.661.803
2645103,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,805.260.361.506.175,2,3,19,657.060.030.661.803
2645103,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,805.260.361.506.175,2,3,19,657.060.030.661.803
2645103,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,805.260.361.506.175,2,3,19,657.060.030.661.803
2645104,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645104,1,2,1,95,2,,,,,,,,1,1,2,,,,450000,,2,2,2,,2,9.675.669.208.563,2,3,19,946.796.635.050.888
2645104,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645104,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645104,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,9.675.669.208.563,2,3,19,946.796.635.050.888
2645105,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,907.757.932.718.086,2,3,19,975.387.301.583.588
2645105,1,2,1,95,2,,,,,,,,1,1,2,,,,400000,,2,2,2,,2,907.757.932.718.086,2,3,19,975.387.301.583.588
2645106,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,108.238.264.385.352,2,3,19,110.456.472.289.761
2645106,1,2,1,95,2,,,,,,,,1,1,2,,,,375000,,2,2,2,,2,108.238.264.385.352,2,3,19,110.456.472.289.761
2645106,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,108.238.264.385.352,2,3,19,110.456.472.289.761
2645106,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,108.238.264.385.352,2,3,19,110.456.472.289.761
2645107,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,2,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,826.445.614.904.125,2,3,19,733.169.982.961.802
2645107,1,8,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,826.445.614.904.125,2,3,19,733.169.982.961.802
2645108,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,792.942.209.720.868,2,3,19,817.619.213.736.866
2645108,1,2,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,792.942.209.720.868,2,3,19,817.619.213.736.866
2645108,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,792.942.209.720.868,2,3,19,817.619.213.736.866
2645110,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645110,1,2,1,95,2,,,,,,,,1,1,2,,,,400000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645111,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645111,1,2,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645111,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645112,1,1,1,95,2,,,,,,,,1,1,2,,,,690000,360000,2,1,2,,2,512.414.010.659.934,2,3,19,492.333.362.603.486
2645112,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,512.414.010.659.934,2,3,19,492.333.362.603.486
2645113,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,750.530.090.900.654,2,3,19,965.447.536.494.922
2645113,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,750.530.090.900.654,2,3,19,965.447.536.494.922
2645113,1,3,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,750.530.090.900.654,2,3,19,965.447.536.494.922
2645113,1,6,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,750.530.090.900.654,2,3,19,965.447.536.494.922
2645113,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,750.530.090.900.654,2,3,19,965.447.536.494.922
2645114,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,769.393.686.505.602,2,3,19,894.231.265.031.532
2645114,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,769.393.686.505.602,2,3,19,894.231.265.031.532
2645114,1,5,1,95,2,,,,,,,,1,1,2,,,,440000,,2,2,2,,2,769.393.686.505.602,2,3,19,894.231.265.031.532
2645115,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,718.077.289.350.116,2,3,19,567.933.447.908.888
2645115,1,2,1,95,2,,,,,,,,1,1,2,,,,640000,,2,2,2,,2,718.077.289.350.116,2,3,19,567.933.447.908.888
2645115,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,718.077.289.350.116,2,3,19,567.933.447.908.888
2645115,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,718.077.289.350.116,2,3,19,567.933.447.908.888
2645115,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,718.077.289.350.116,2,3,19,567.933.447.908.888
2645115,1,10,1,95,2,,,,,,,,2,,,,,,,,,,,,,718.077.289.350.116,2,3,19,567.933.447.908.888
2645117,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.534.591.540.593,2,3,19,875.180.506.567.772
2645117,1,2,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,105.534.591.540.593,2,3,19,875.180.506.567.772
2645117,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.534.591.540.593,2,3,19,875.180.506.567.772
2645117,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.534.591.540.593,2,3,19,875.180.506.567.772
2645117,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.534.591.540.593,2,3,19,875.180.506.567.772
2645117,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.534.591.540.593,2,3,19,875.180.506.567.772
2645118,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,3,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,5,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,9,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,10,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645118,1,11,1,95,2,,,,,,,,2,,,,,,,,,,,,,417.673.224.806.116,2,3,19,417.746.382.966.671
2645119,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,459.608.377.752.775,2,3,19,475.950.402.845.545
