DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,FEX_C,CLASE,MES,DPTO,FEX_C_2011
2653833,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,833.093.534.327.415,2,3,47,9.354.845.837.646
2653833,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,833.093.534.327.415,2,3,47,9.354.845.837.646
2653834,1,1,1,95,1,,2,1,,750000,,2,2,,,,,,,,,,,,,892.548.854.628.503,2,3,47,101.878.233.377.222
2653834,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,892.548.854.628.503,2,3,47,101.878.233.377.222
2653834,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,892.548.854.628.503,2,3,47,101.878.233.377.222
2653835,1,1,1,95,2,,,,,,,,1,1,2,,,,900000,,2,2,2,,2,562.288.125.507.031,2,3,47,563.044.051.239.631
2653835,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,562.288.125.507.031,2,3,47,563.044.051.239.631
2653835,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,562.288.125.507.031,2,3,47,563.044.051.239.631
2653835,1,4,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,562.288.125.507.031,2,3,47,563.044.051.239.631
2653835,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,562.288.125.507.031,2,3,47,563.044.051.239.631
2654005,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,120000,2,1,2,,2,14.895.150.330.507,2,3,17,184.561.553.198.186
2654005,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,14.895.150.330.507,2,3,17,184.561.553.198.186
2654005,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,14.895.150.330.507,2,3,17,184.561.553.198.186
2654006,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,196.165.968.890.488,2,3,17,194.397.676.479.458
2654007,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,267.025.034.572.659,2,3,17,236.362.332.492.387
2654007,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,267.025.034.572.659,2,3,17,236.362.332.492.387
2654008,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,18.305.989.279.865,2,3,17,192.310.689.023.973
2654008,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,18.305.989.279.865,2,3,17,192.310.689.023.973
2654008,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,18.305.989.279.865,2,3,17,192.310.689.023.973
2654008,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,18.305.989.279.865,2,3,17,192.310.689.023.973
2654054,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,17,190.635.214.180.622
2654054,1,2,1,95,2,,,,,,,,1,2,2,,,,,840000,2,1,2,,2,174.669.056.728.014,2,3,17,190.635.214.180.622
2654055,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,163.132.489.544.007,2,3,17,16.409.405.743.357
2654055,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,163.132.489.544.007,2,3,17,16.409.405.743.357
2654055,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,163.132.489.544.007,2,3,17,16.409.405.743.357
2654058,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,153.779.774.346.893,2,3,17,175.919.401.044.855
2654059,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654059,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654059,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654060,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,300.225.295.218.727,2,3,17,271.997.513.572.447
2654060,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,300.225.295.218.727,2,3,17,271.997.513.572.447
2654060,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,300.225.295.218.727,2,3,17,271.997.513.572.447
2654061,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,194.268.121.106.507,2,3,17,185.346.667.586.916
2654061,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,194.268.121.106.507,2,3,17,185.346.667.586.916
2654061,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,194.268.121.106.507,2,3,17,185.346.667.586.916
2654061,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,194.268.121.106.507,2,3,17,185.346.667.586.916
2654062,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,179.527.087.474.191,2,3,17,19.815.057.623.719
2654062,1,2,1,95,2,,,,,,,,1,2,2,,,,,840000,2,1,2,,2,179.527.087.474.191,2,3,17,19.815.057.623.719
2654064,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.726.388.120.365,2,3,17,167.245.524.452.659
2654064,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.726.388.120.365,2,3,17,167.245.524.452.659
2654064,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.726.388.120.365,2,3,17,167.245.524.452.659
2654064,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,136.726.388.120.365,2,3,17,167.245.524.452.659
2654066,1,1,1,95,1,,1,1,,535600,390000,2,2,,,,,,,,,,,,,663.731.329.807.706,2,3,17,889.750.161.497.121
2654066,1,2,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,663.731.329.807.706,2,3,17,889.750.161.497.121
2654066,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,663.731.329.807.706,2,3,17,889.750.161.497.121
2654067,1,1,1,95,2,,,,,,,,1,2,2,,,,,3000000,2,1,2,,2,112.860.316.628.394,2,3,17,118.752.954.386.473
2654067,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,112.860.316.628.394,2,3,17,118.752.954.386.473
2654069,1,1,1,95,1,,1,2,,,380000,2,2,,,,,,,,,,,,,730.577.147.028.676,2,3,17,950.795.311.450.938
2654069,1,2,1,95,1,,1,2,,,600000,2,2,,,,,,,,,,,,,730.577.147.028.676,2,3,17,950.795.311.450.938
2654071,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,268.057.349.114.443,2,3,17,243.553.617.955.744
2654071,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,268.057.349.114.443,2,3,17,243.553.617.955.744
2654074,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,153.916.795.942.126,2,3,17,165.093.448.869.129
2654074,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,153.916.795.942.126,2,3,17,165.093.448.869.129
2654075,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,174.669.056.728.014,2,3,17,190.635.214.180.622
2654075,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,17,190.635.214.180.622
2654076,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,266.321.770.971.711,2,3,17,245.300.011.314.796
2654076,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,266.321.770.971.711,2,3,17,245.300.011.314.796
2654076,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,266.321.770.971.711,2,3,17,245.300.011.314.796
2654077,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,17,247.679.350.924.627
2654077,1,2,1,95,2,,,,,,,,1,1,2,,,,1200000,,2,2,2,,2,261.371.905.999.591,2,3,17,247.679.350.924.627
2654077,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,17,247.679.350.924.627
2654077,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,17,247.679.350.924.627
2654077,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,17,247.679.350.924.627
2654078,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,220.641.445.159.551,2,3,17,213.004.537.299.435
2654078,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.641.445.159.551,2,3,17,213.004.537.299.435
2654078,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.641.445.159.551,2,3,17,213.004.537.299.435
2654078,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.641.445.159.551,2,3,17,213.004.537.299.435
2654079,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,17,190.635.214.180.622
2654079,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,17,190.635.214.180.622
2654127,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,141.676.253.092.485,2,3,17,164.866.184.842.828
2654127,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,141.676.253.092.485,2,3,17,164.866.184.842.828
2654129,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,170.448.415.467.543,2,3,17,188.324.015.497.022
2654129,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,170.448.415.467.543,2,3,17,188.324.015.497.022
2654130,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,187.288.735.253.314,2,3,17,205.284.073.114.327
2654131,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,12.566.079.083.796,2,3,17,145.231.260.946.614
2654131,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,12.566.079.083.796,2,3,17,145.231.260.946.614
2654132,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,187.288.735.253.314,2,3,17,205.284.073.114.327
2654133,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654133,1,2,1,95,2,,,,,,,,1,1,2,,,,540000,,2,2,2,,2,195.163.414.053.058,2,3,17,203.363.905.226
2654133,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654134,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,179.664.109.069.424,2,3,17,187.324.624.061.463
2654134,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,179.664.109.069.424,2,3,17,187.324.624.061.463
2654134,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,179.664.109.069.424,2,3,17,187.324.624.061.463
2654135,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,175.716.798.934.734,2,3,17,180.737.734.924.753
2654135,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,175.716.798.934.734,2,3,17,180.737.734.924.753
2654135,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,175.716.798.934.734,2,3,17,180.737.734.924.753
2654137,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.440.216.352.754,2,3,17,148.654.720.908.063
2654137,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.440.216.352.754,2,3,17,148.654.720.908.063
2654137,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.440.216.352.754,2,3,17,148.654.720.908.063
2654137,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.440.216.352.754,2,3,17,148.654.720.908.063
2654138,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,156.603.816.965.467,2,3,17,143.369.017.343.907
2654138,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,156.603.816.965.467,2,3,17,143.369.017.343.907
2654141,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,714.628.135.549.375,2,3,17,884.230.682.014.302
2654141,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,714.628.135.549.375,2,3,17,884.230.682.014.302
2654141,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,714.628.135.549.375,2,3,17,884.230.682.014.302
2654141,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,714.628.135.549.375,2,3,17,884.230.682.014.302
2654144,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.569.974.808.251,2,3,17,157.863.139.425.081
2654144,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.569.974.808.251,2,3,17,157.863.139.425.081
2654144,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,154.569.974.808.251,2,3,17,157.863.139.425.081
2654146,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,1,2,1,95,2,,,,,,,,1,1,2,,,,1140000,,2,2,2,,2,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,2,2,2,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,3,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654146,3,2,3,95,2,,,,,,,,2,,,,,,,,,,,,,291.424.465.996.199,2,3,17,252.429.422.161.746
2654147,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,212.318.452.740.246,2,3,17,203.206.648.199.947
2654147,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,212.318.452.740.246,2,3,17,203.206.648.199.947
2654149,1,1,1,95,2,,,,,,,,1,1,2,,,,660000,,2,2,2,,2,104.392.823.707.894,2,3,17,136.785.559.896.172
2654149,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.392.823.707.894,2,3,17,136.785.559.896.172
2654149,1,3,1,95,2,,,,,,,,1,1,2,,,,600000,720000,2,1,2,,2,104.392.823.707.894,2,3,17,136.785.559.896.172
2654149,1,5,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,104.392.823.707.894,2,3,17,136.785.559.896.172
2654149,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.392.823.707.894,2,3,17,136.785.559.896.172
2654196,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,168.293.611.120.318,2,3,17,183.491.243.246.925
2654196,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,168.293.611.120.318,2,3,17,183.491.243.246.925
2654196,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,168.293.611.120.318,2,3,17,183.491.243.246.925
2654196,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,168.293.611.120.318,2,3,17,183.491.243.246.925
2654196,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,168.293.611.120.318,2,3,17,183.491.243.246.925
2654197,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,234.016.803.272.194,2,3,17,22.768.206.787.382
2654198,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654198,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,195.163.414.053.058,2,3,17,203.363.905.226
2654198,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,195.163.414.053.058,2,3,17,203.363.905.226
2654199,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,162.995.467.948.774,2,3,17,174.920.009.609.296
2654199,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.995.467.948.774,2,3,17,174.920.009.609.296
2654201,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,194.647.256.782.166,2,3,17,199.768.262.494.321
2654201,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,194.647.256.782.166,2,3,17,199.768.262.494.321
2654201,1,3,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,194.647.256.782.166,2,3,17,199.768.262.494.321
2654202,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,21.251.989.110.972,2,3,17,223.919.605.574.983
2654202,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,21.251.989.110.972,2,3,17,223.919.605.574.983
2654203,1,1,1,95,1,,2,1,,2000000,,2,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654203,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654203,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654203,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654203,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654203,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.697.660.739.598,2,3,17,233.881.261.443.443
2654204,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,204.758.243.330.597,2,3,17,216.786.108.697.846
2654204,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,204.758.243.330.597,2,3,17,216.786.108.697.846
2654204,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,204.758.243.330.597,2,3,17,216.786.108.697.846
2654206,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.910.727.180.356,2,3,17,225.595.080.418.334
2654206,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,220.910.727.180.356,2,3,17,225.595.080.418.334
2654206,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.910.727.180.356,2,3,17,225.595.080.418.334
2654206,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,220.910.727.180.356,2,3,17,225.595.080.418.334
2654207,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,158.741.855.033.019,2,3,17,145.604.176.050.895
2654207,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,158.741.855.033.019,2,3,17,145.604.176.050.895
2654207,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,158.741.855.033.019,2,3,17,145.604.176.050.895
2654207,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,158.741.855.033.019,2,3,17,145.604.176.050.895
2654207,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,158.741.855.033.019,2,3,17,145.604.176.050.895
2654208,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,129.243.747.578.593,2,3,17,125.745.174.265.239
2654214,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,27.874.381.072.119,2,3,17,251.146.286.554.384
2654214,1,2,1,95,2,,,,,,,,1,1,2,,,,1500000,,2,2,2,,2,27.874.381.072.119,2,3,17,251.146.286.554.384
2654214,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,27.874.381.072.119,2,3,17,251.146.286.554.384
2654214,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,27.874.381.072.119,2,3,17,251.146.286.554.384
2654214,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,27.874.381.072.119,2,3,17,251.146.286.554.384
2654215,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,124.336.463.655.329,2,3,5,125.869.002.550.069
2654215,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,124.336.463.655.329,2,3,5,125.869.002.550.069
2654215,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,124.336.463.655.329,2,3,5,125.869.002.550.069
2654215,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,124.336.463.655.329,2,3,5,125.869.002.550.069
2654221,1,1,1,95,2,,,,,,,,1,2,2,,,8000000,,1800000,1,1,2,,2,174.669.056.728.014,2,3,5,190.635.214.180.622
2654221,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654222,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,5,247.679.350.924.627
2654222,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,5,247.679.350.924.627
2654222,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,5,247.679.350.924.627
2654222,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,5,247.679.350.924.627
2654222,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,261.371.905.999.591,2,3,5,247.679.350.924.627
2654223,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,283.556.654.098.077,2,3,5,25.959.289.912.028
2654223,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,283.556.654.098.077,2,3,5,25.959.289.912.028
2654224,1,1,1,95,2,,,,,,,,1,1,2,,,,2100000,,2,2,2,,2,187.441.184.513.484,2,3,5,177.369.356.219.375
2654224,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,187.441.184.513.484,2,3,5,177.369.356.219.375
2654224,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,187.441.184.513.484,2,3,5,177.369.356.219.375
2654225,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,274.477.982.091.429,2,3,5,249.766.338.380.112
2654225,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,274.477.982.091.429,2,3,5,249.766.338.380.112
2654226,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.890.669.478.956,2,3,5,110.662.623.265.506
2654226,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.890.669.478.956,2,3,5,110.662.623.265.506
2654226,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,105.890.669.478.956,2,3,5,110.662.623.265.506
2654227,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,267.025.034.572.659,2,3,5,236.362.332.492.387
2654227,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,267.025.034.572.659,2,3,5,236.362.332.492.387
2654228,1,1,1,95,2,,,,,,,,1,1,2,,,,2060000,1400000,2,1,2,,2,153.400.638.671.234,2,3,5,16.149.780.613.745
2654228,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,153.400.638.671.234,2,3,5,16.149.780.613.745
2654229,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,262.728.348.466.664,2,3,5,231.511.362.658.169
2654229,1,2,1,95,2,,,,,,,,1,1,2,,,,1040000,,2,2,2,,2,262.728.348.466.664,2,3,5,231.511.362.658.169
2654229,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,262.728.348.466.664,2,3,5,231.511.362.658.169
2654229,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,262.728.348.466.664,2,3,5,231.511.362.658.169
2654229,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,262.728.348.466.664,2,3,5,231.511.362.658.169
2654230,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654230,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654231,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,234.016.803.272.194,2,3,5,22.768.206.787.382
2654232,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.436.336.140.343,2,3,5,24.552.422.254.291
2654232,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.436.336.140.343,2,3,5,24.552.422.254.291
2654232,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.436.336.140.343,2,3,5,24.552.422.254.291
2654232,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.436.336.140.343,2,3,5,24.552.422.254.291
2654232,1,5,1,95,2,,,,,,,,1,1,2,,,,612000,,2,2,2,,2,257.436.336.140.343,2,3,5,24.552.422.254.291
2654232,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.436.336.140.343,2,3,5,24.552.422.254.291
2654233,1,1,1,95,2,,,,,,,,1,1,2,,,,1120000,,2,2,2,,2,137.764.312.092.368,2,3,5,156.284.477.148.641
2654234,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,210.799.740.631.924,2,3,5,208.577.234.214.809
2654234,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,210.799.740.631.924,2,3,5,208.577.234.214.809
2654234,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,210.799.740.631.924,2,3,5,208.577.234.214.809
2654234,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,210.799.740.631.924,2,3,5,208.577.234.214.809
2654235,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,146.980.005.694.248,2,3,5,155.285.085.713.082
2654235,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,146.980.005.694.248,2,3,5,155.285.085.713.082
2654236,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654236,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654237,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,156.888.882.392.809,2,3,5,145.354.833.469.492
2654237,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,156.888.882.392.809,2,3,5,145.354.833.469.492
2654238,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.974.024.427.531,2,3,5,208.253.157.621.599
2654238,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.974.024.427.531,2,3,5,208.253.157.621.599
2654238,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.974.024.427.531,2,3,5,208.253.157.621.599
2654238,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.974.024.427.531,2,3,5,208.253.157.621.599
2654239,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,196.165.968.890.488,2,3,5,194.397.676.479.458
2654240,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,252.041.886.859.918,2,3,5,223.918.694.059.529
2654240,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,252.041.886.859.918,2,3,5,223.918.694.059.529
2654241,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654241,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,174.669.056.728.014,2,3,5,190.635.214.180.622
2654242,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,151.874.876.660.019,2,3,5,139.927.780.718.965
2654242,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,151.874.876.660.019,2,3,5,139.927.780.718.965
2654243,1,1,1,95,1,,1,2,,,170000,2,2,,,,,,,,,,,,,10.343.658.098.448,2,3,5,113.375.119.036.361
2654245,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.692.393.918.899,2,3,5,111.752.642.757.065
2654245,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.692.393.918.899,2,3,5,111.752.642.757.065
2654245,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.692.393.918.899,2,3,5,111.752.642.757.065
2654245,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,111.692.393.918.899,2,3,5,111.752.642.757.065
