Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Fex_c_2011;Clase;Mes;Dpto;Area
2969412;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;258,304833421365;1;06;73;73
2969413;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;12; ; ; ;175,771861820795;1;06;73;73
2969414;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;2;1;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;2;3;2;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;3;1;3;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;3;2;3;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969414;3;3;3;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;332,883568239243;1;06;73;73
2969415;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;178,506725573175;1;06;73;73
2969415;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;178,506725573175;1;06;73;73
2969415;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;178,506725573175;1;06;73;73
2969417;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;283,988548986512;1;06;63;63
2969417;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;283,988548986512;1;06;63;63
2969418;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;80,8184351095111;1;06;63;63
2969418;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;80,8184351095111;1;06;63;63
2969419;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;127,143521217396;1;06;63;63
2969419;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;36; ;40;20; ; ; ; ; ;127,143521217396;1;06;63;63
2969419;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;127,143521217396;1;06;63;63
2969420;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,837079681793;1;06;63;63
2969420;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;10; ; ; ; ; ; ;149,837079681793;1;06;63;63
2969420;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,837079681793;1;06;63;63
2969420;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;22; ;18; ; ; ; ; ; ;149,837079681793;1;06;63;63
2969421;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;36; ;12; ; ;4; ; ; ;160,623701158857;1;06;63;63
2969421;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969421;1;8;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;5; ; ; ;160,623701158857;1;06;63;63
2969421;1;9;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;160,623701158857;1;06;63;63
2969422;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;10; ; ; ; ; ; ;222,746490904518;1;06;63;63
2969422;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;10; ; ; ; ; ; ;222,746490904518;1;06;63;63
2969422;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;222,746490904518;1;06;63;63
2969422;1;4;1;90; ;2;1;2;1;2;2;2;2;2;1; ;8; ;4; ; ; ; ; ;8;222,746490904518;1;06;63;63
2969423;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;30; ; ; ; ; ; ;302,54548072777;1;06;63;63
2969423;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;20; ; ; ; ; ; ;302,54548072777;1;06;63;63
2969423;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;302,54548072777;1;06;63;63
2969424;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;107,00288823006;1;06;63;63
2969424;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;107,00288823006;1;06;63;63
2969424;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;107,00288823006;1;06;63;63
2969424;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;107,00288823006;1;06;63;63
2969424;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;107,00288823006;1;06;63;63
2969425;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;30; ; ; ; ; ; ;171,207886673037;1;06;63;63
2969426;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;141,994274493256;1;06;63;63
2969426;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;12; ; ;30; ; ; ; ; ;141,994274493256;1;06;63;63
2969427;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;89,8339333182019;1;06;63;63
2969427;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;89,8339333182019;1;06;63;63
2969427;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;89,8339333182019;1;06;63;63
2969428;1;1;1;90; ;2;1;2;1;2;2;1;2;2;2; ;32; ;40; ; ;3; ; ; ;140,522543310668;1;06;63;63
2969428;1;2;1;90; ;2;1;2;1;2;1;1;2;2;2; ;25; ;30; ;4;8; ; ; ;140,522543310668;1;06;63;63
2969428;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;140,522543310668;1;06;63;63
2969429;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;10; ; ; ; ; ; ;100,584130371419;1;06;63;63
2969429;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;8; ; ; ; ;4; ; ; ;100,584130371419;1;06;63;63
2969429;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;100,584130371419;1;06;63;63
2969430;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;64,9691161967662;1;06;18;18
2969430;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;64,9691161967662;1;06;18;18
2969430;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;64,9691161967662;1;06;18;18
2969431;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;89,6748007097416;1;06;18;18
2969431;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;19; ; ; ; ; ; ; ; ;89,6748007097416;1;06;18;18
2969432;1;1;1;90; ;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ;4; ;62,7664697942819;1;06;18;18
2969432;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;31; ; ; ; ; ; ; ; ;62,7664697942819;1;06;18;18
2969433;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;81,0709788588992;1;06;18;18
2969433;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;81,0709788588992;1;06;18;18
2969433;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;81,0709788588992;1;06;18;18
2969434;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;84,9727719399067;1;06;18;18
2969434;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;84,9727719399067;1;06;18;18
2969435;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;74,7668260859186;1;06;18;18
2969435;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;74,7668260859186;1;06;18;18
2969435;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;74,7668260859186;1;06;18;18
2969435;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;74,7668260859186;1;06;18;18
2969436;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;69,8753545343621;1;06;18;18
2969437;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76,2206352520118;1;06;18;18
2969437;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;35; ;35; ; ;20; ; ; ;76,2206352520118;1;06;18;18
2969438;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;24; ; ; ; ; ; ;49,9687214665992;1;06;18;18
2969439;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;86,3097486454068;1;06;18;18
2969440;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;55,9365187042825;1;06;18;18
2969440;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;55,9365187042825;1;06;18;18
2969441;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;55,9365187042825;1;06;18;18
2969441;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;55,9365187042825;1;06;18;18
2969442;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;87,3686852104982;1;06;18;18
2969442;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;87,3686852104982;1;06;18;18
2969442;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;87,3686852104982;1;06;18;18
2969442;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;87,3686852104982;1;06;18;18
2969443;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;89,3033406625555;1;06;18;18
2969443;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;10; ; ; ; ; ;89,3033406625555;1;06;18;18
2969443;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;89,3033406625555;1;06;18;18
2969444;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;78,8816958202488;1;06;18;18
2969444;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;35; ; ; ; ; ; ;78,8816958202488;1;06;18;18
2969444;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;24; ; ; ; ; ; ;78,8816958202488;1;06;18;18
2969444;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;10; ; ; ; ; ; ;78,8816958202488;1;06;18;18
2969445;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66,6494638732887;1;06;18;18
2969446;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;62,240671477263;1;06;18;18
2969447;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;81,1878113194922;1;06;18;18
2969447;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;81,1878113194922;1;06;18;18
2969448;1;1;1;90; ;2;1;2;1;2;2;1;2;2;2; ;7; ;14; ; ;2; ; ; ;53,7536820870137;1;06;18;18
2969449;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;71,5384162673923;1;06;18;18
2969449;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;71,5384162673923;1;06;18;18
2969450;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76,2206352520118;1;06;18;18
2969450;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;14; ; ; ; ; ; ;76,2206352520118;1;06;18;18
2969529;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;9; ; ; ;149,931043280857;1;06;41;41
2969529;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;149,931043280857;1;06;41;41
2969529;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;149,931043280857;1;06;41;41
2969530;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;130,031281064727;1;06;41;41
2969530;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;130,031281064727;1;06;41;41
2969531;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;154,022956638794;1;06;41;41
2969531;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;154,022956638794;1;06;41;41
2969540;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;8; ; ; ; ;8; ; ; ;149,672704679135;1;06;17;17
2969540;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;7; ; ; ; ; ; ;149,672704679135;1;06;17;17
2969540;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;149,672704679135;1;06;17;17
2969541;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;188,472345602087;1;06;17;17
2969541;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;45; ;4; ; ; ; ; ; ;188,472345602087;1;06;17;17
2969541;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;188,472345602087;1;06;17;17
2969542;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;149,672704679135;1;06;17;17
2969542;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;4; ;6;4; ; ; ; ; ;149,672704679135;1;06;17;17
2969542;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;149,672704679135;1;06;17;17
2969543;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;7; ; ; ; ; ; ;280,149110469897;1;06;17;17
2969543;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;280,149110469897;1;06;17;17
2969545;1;1;1;90; ;2;1;2;2;1;2;1;2;2;2; ;28; ; ;16; ;48; ; ; ;138,188015262224;1;06;17;17
2969545;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;138,188015262224;1;06;17;17
2969546;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;16; ; ; ;118,759507127068;1;06;17;17
2969546;1;2;1;90; ;2;1;2;2;2;1;2;2;2;2; ;21; ; ; ;2; ; ; ; ;118,759507127068;1;06;17;17
2969546;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;118,759507127068;1;06;17;17
2969546;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;118,759507127068;1;06;17;17
2969546;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;118,759507127068;1;06;17;17
2969546;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;118,759507127068;1;06;17;17
2969547;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;190,570891153235;1;06;17;17
2969547;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;190,570891153235;1;06;17;17
2969548;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;188,18851515175;1;06;17;17
2969548;1;2;1;90; ;2;1;2;2;1;2;1;2;2;2; ;35; ; ;24; ;2; ; ; ;188,18851515175;1;06;17;17
2969548;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;188,18851515175;1;06;17;17
2969549;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969549;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969549;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969549;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969549;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969549;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;173,462131354563;1;06;17;17
2969550;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;169,601429019527;1;06;17;17
2969551;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;154,153626231768;1;06;17;17
2969552;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;191,359754839245;1;06;17;17
2969552;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;191,359754839245;1;06;17;17
2969552;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;191,359754839245;1;06;17;17
2969553;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;14; ; ; ; ; ; ;2; ;204,437956571631;1;06;17;17
2969553;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;204,437956571631;1;06;17;17
