DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;P7440;CLASE;DSI;FFT;AREA;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1_C8;OFICIO2_C8;MES;PERIODO;DPTO;DSCY;FEX_C18;PER;REGIS
5032635;1;1;1;;;;;;;1;300;4;1;EMPLEADA DOSMESTICA;3;2;2;2;;2;;;1;;1;19;9700;97;.;9111;02;20220205;19;;167.33026622;2022;70
5032635;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;167.33026622;2022;70
5032636;1;2;1;;;;;;;1;7;0;3;VENDEDORA DE CALZADO;1;2;2;2;;2;;;1;;1;19;4772;47;.;5223;02;20220205;19;;225.52840112;2022;70
5032636;2;1;2;;;;;;;1;7;0;2;ATENCION AL CLIENTE;1;2;2;2;;2;;;1;;1;19;4752;47;.;5223;02;20220205;19;;225.52840112;2022;70
5032637;1;1;1;;;;;;;1;84;4;6;AUXILIAR DE COCINA;1;2;2;2;;2;;;1;;1;19;5611;56;.;9412;02;20220205;19;;171.62272177;2022;70
5032638;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;184.48442922;2022;70
5032640;1;2;1;;;;;;;1;24;0;7;PROPIETARIO DE RESTAURANTE;4;2;2;2;;2;;;1;;1;19;5611;56;.;1412;02;20220205;19;;122.34744389;2022;70
5032641;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;137.85924878;2022;70
5032642;1;1;1;2;1;;;48;700000;1;3;0;8;AYUDANTE DE OBRA DE CONSTRUCCION;1;5;2;2;;1;800000;;1;1;;19;4111;41;7131;9313;02;20220205;19;1;119.47697128;2022;70
5032642;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;.;;.;.;02;20220205;19;;119.47697128;2022;70
5032642;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;119.47697128;2022;70
5032644;1;2;1;48;3;;;48;900000;2;;;;.;;;;2;;2;;;1;1;;19;;;9111;;02;20220205;19;2;48.597796209;2022;70
5032644;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;48.597796209;2022;70
5032644;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;48.597796209;2022;70
5032646;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;91.038577004;2022;70
5032646;1;4;1;54;1;;;60;1000000;1;58;4;3;ASESORA SE VENTAS;1;10;2;2;;2;;;1;1;;19;6499;64;5321;3322;02;20220205;19;2;91.038577004;2022;70
5032648;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;80.996327014;2022;70
5032648;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;80.996327014;2022;70
5032650;1;2;1;;;;;;;1;12;0;1;AUXILIAR DE FACTURACION;1;6;2;2;;2;;;1;;1;19;4631;46;.;4311;02;20220205;19;;126.21847831;2022;70
5032650;1;3;1;;;;;;;1;1;0;8;AUXILIAR DE CONSTUCCION;1;3;2;2;;2;;;1;;1;19;4111;41;.;7111;02;20220205;19;;126.21847831;2022;70
5032651;1;1;1;;;;;;;1;3;2;5;PSICOLOGA;1;10;2;2;;2;;;1;;1;19;8692;86;.;2634;02;20220205;19;;171.78457374;2022;70
5032654;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;19;;;;;02;20220205;19;;137.85924878;2022;70
5032655;1;1;1;;;;;;;1;500;0;3;IMPULSADORA DE ROPA PICOLINO;1;6;2;2;;2;;;1;;1;19;1410;14;.;5242;02;20220205;19;;103.08558174;2022;70
5032655;1;2;1;;;;;;;1;48;0;3;VENDEDORA DE ACCESORIOS PARA DAMA;1;2;2;2;;2;;;1;;1;19;4782;47;.;5223;02;20220205;19;;103.08558174;2022;70
5032657;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;126.55933323;2022;70
5032657;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;126.55933323;2022;70
5032658;1;1;1;;;;;;;1;240;2;4;SUB OFICIAL;2;10;2;3;;2;;;1;;1;20;8422;84;.;0210;02;20220205;20;;121.74368981;2022;70
5032658;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;121.74368981;2022;70
5032658;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;121.74368981;2022;70
5032659;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;102.19686705;2022;70
5032659;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;102.19686705;2022;70
5032660;1;1;1;48;1;;;40;900000;1;12;1;7;SEGURIDAD AEROPORTUARIA;1;10;2;2;;2;;;1;1;;20;5223;52;5414;5414;02;20220205;20;2;152.94691253;2022;70
5032661;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;20;;;;;02;20220205;20;;149.26366504;2022;70
5032661;1;6;1;;;;;;;1;6;2;8;AUXILIAR DE  FARMACIA;1;2;2;2;;2;;;1;;1;20;4773;47;.;5329;02;20220205;20;;149.26366504;2022;70
5032662;1;2;1;;;;;;;1;36;0;4;LAVADO DE ROPA EN HOGARES;4;1;2;2;;2;;;1;;1;52;9601;96;.;9121;02;20220205;52;;317.0481348;2022;70
5032663;1;1;1;;;;;;;1;84;0;5;MECANICO AUTOMOTRIZ;1;4;2;2;;2;;;1;;1;52;4520;45;.;7231;02;20220205;52;;270.28563056;2022;70
5032663;1;3;1;60;1;;;48;1000000;1;60;0;4;MOTO TAXI;4;1;2;1;2;2;;;1;1;;52;4921;49;7411;8321;02;20220205;52;2;270.28563056;2022;70
5032664;1;1;1;108;4;;;35;1000000;1;24;0;9;DICTAR CLASES DE BAILOTERAPIA;4;1;2;1;2;2;;;1;1;;52;8559;85;2355;2355;02;20220205;52;2;172.23081436;2022;70
5032664;1;2;1;;;;;;;1;120;0;3;EMPLEADA DOMESTICA;3;2;2;2;;2;;;1;;1;52;9700;97;.;9111;02;20220205;52;;172.23081436;2022;70
5032664;1;3;1;52;1;;;48;2500000;2;;;;.;;;;2;;2;;;1;1;;52;;;2611;;02;20220205;52;2;172.23081436;2022;70
5032665;1;1;1;;;;;;;1;72;1;4;LAVAR PRENDAS DE VESTIR EN CASAS DE FAMILIA;4;1;2;2;;2;;;1;;1;52;9601;96;.;9121;02;20220205;52;;138.11969125;2022;70
5032666;1;1;1;36;1;;;48;2000000;1;36;1;9;TERAPEUTA RESPIRATORIO;1;9;2;2;;2;;;1;1;;52;8610;86;2211;2211;02;20220205;52;2;141.16337105;2022;70
5032668;1;1;1;;;;;;;1;24;0;9;MESERA;1;3;2;2;;2;;;1;;1;52;5611;56;.;5131;02;20220205;52;;187.39181285;2022;70
5032669;1;1;1;;;;;;;1;84;0;5;VENDEDORA TIENDA A TIENDA;1;8;2;3;;2;;;1;;1;52;1062;10;.;5223;02;20220205;52;;130.55198683;2022;70
5032669;1;2;1;70;1;;;30;1000000;1;104;0;2;SECRETARIA AUXILIAR;1;2;2;2;;2;;;1;1;;52;8621;86;5242;4120;02;20220205;52;2;130.55198683;2022;70
5032671;1;2;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;52;;;;;02;20220205;52;;173.45172979;2022;70
5032671;1;4;1;;;;;;;1;12;0;9;ESTILISTA;4;1;2;2;;2;;;1;;1;52;9602;96;.;5141;02;20220205;52;;173.45172979;2022;70
5032673;1;1;1;;;;;;;1;360;0;3;CAJERA;1;2;2;2;;2;;;1;;1;52;4752;47;.;5230;02;20220205;52;;212.68309825;2022;70
5032673;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;212.68309825;2022;70
5032674;1;1;1;;;;;;;1;2;0;5;DOCENTE;2;10;2;3;;2;;;1;;1;52;8530;85;.;2330;02;20220205;52;;123.92500852;2022;70
5032674;1;2;1;;;;;;;1;240;0;3;VENDEDORA EN TIENDA;1;2;2;2;;2;;;1;;1;52;4711;47;.;5223;02;20220205;52;;123.92500852;2022;70
5032674;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;123.92500852;2022;70
5032676;1;1;1;;;;;;;1;36;0;5;RECIBIR Y ENTREGAR MERCANCIA;1;10;2;3;;2;;;1;;1;52;1104;11;.;4321;02;20220205;52;;143.5675544;2022;70
5032676;1;2;1;;;;;;;1;120;0;7;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;52;9700;97;.;9111;02;20220205;52;;143.5675544;2022;70
5032677;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;205.10592045;2022;70
5032677;1;3;1;24;1;;;48;1000000;1;24;0;9;VENDEDORA DE MOSTRADOR;1;2;2;2;;2;;;1;1;;52;4771;47;9112;5223;02;20220205;52;2;205.10592045;2022;70
5032678;1;1;1;;;;;;;1;180;1;4;ASEO EN CASAS DE FAMILIA;4;1;2;2;;2;;;1;;1;52;8121;81;.;9111;02;20220205;52;;138.11969125;2022;70
5032679;1;2;1;;;2;5;;1000000;1;1;0;2;MESERA EN RESTAURANTE;1;2;2;2;;1;400000;;1;;1;52;5611;56;.;5131;02;20220205;52;;163.65196638;2022;70
5032679;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;163.65196638;2022;70
5032680;1;1;1;;;;;;;1;276;0;5;SERVICIOS GENERALES;2;10;2;3;;2;;;1;;1;52;8412;84;.;9112;02;20220205;52;;270.92219671;2022;70
5032680;1;2;1;;;;;;;1;180;0;3;VENTA DE VERDURAS;4;1;2;2;;2;;;1;;1;52;4721;47;.;5223;02;20220205;52;;270.92219671;2022;70
5032680;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;270.92219671;2022;70
5032680;1;6;1;16;3;;;40;1000000;1;4;0;8;VENTA Y  ARREGLO DE DECORACIONES  PARA  FECHAS ESPECIALES;4;1;2;2;;2;;;1;1;;52;4774;47;9111;5223;02;20220205;52;2;270.92219671;2022;70
5032681;1;1;1;;;;;;;1;120;0;4;PROPIETARIO AGRICULTOR;5;2;2;2;;2;;;1;;1;52;0111;01;.;1311;02;20220205;52;;218.99420145;2022;70
5032685;1;1;1;;;;;;;1;24;1;2;COORDINADORA;1;8;2;2;;2;;;1;;1;52;8530;85;.;2351;02;20220205;52;;102.79378436;2022;70
5032686;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;131.20399832;2022;70
5032688;1;1;1;;;2;2;;1000000;1;2;0;4;CONDUCTOR DE TAXI;4;1;2;2;;2;;;1;;1;52;4921;49;.;8324;02;20220205;52;;143.42565668;2022;70
5032688;1;3;1;30;1;;;48;1200000;1;6;0;8;AUXILIAR DE FARMACIA;1;2;2;2;;2;;;1;1;;52;4773;47;5329;5329;02;20220205;52;2;143.42565668;2022;70
5032688;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;143.42565668;2022;70
5032689;1;2;1;;;;;;;1;104;0;7;COMERCIANTE DE ARTICULOS PARA HERRAR CABALLOS;4;1;2;2;;2;;;1;;1;52;4752;47;.;5221;02;20220205;52;;164.73146144;2022;70
5032690;1;1;1;;;;;;;1;144;0;5;ASESOR DE DESPACHO DE LA GOBERNACION;2;10;2;3;;2;;;1;;1;52;9412;94;.;2422;02;20220205;52;;162.89989595;2022;70
5032692;1;1;1;8;1;;;48;1000000;1;2;1;8;INTERVENTOR DE SISTEMAS CARCELARIOS;1;9;2;1;2;2;;;1;1;;52;7020;70;2145;2421;02;20220205;52;1;122.13249577;2022;70
5032692;1;2;1;4;1;;;48;1000000;1;1;1;8;AUXILIAR CONTABLE;1;4;2;2;;2;;;1;1;;52;4651;46;4311;4311;02;20220205;52;1;122.13249577;2022;70
5032692;1;3;1;28;1;;;48;1000000;1;7;1;8;VENTA DE PRENDAS DE VESTIR;1;4;2;2;;2;;;1;1;;52;4771;47;2634;5223;02;20220205;52;2;122.13249577;2022;70
5032692;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;122.13249577;2022;70
5032694;1;1;1;48;1;;;40;1500000;1;1;0;6;VENTAS DE PRODUCTOS DE BELLEZA Y HOGAR  POR CATALOGO;4;1;2;2;;1;350000;;1;1;;52;4792;47;2412;3322;02;20220205;52;2;125.44860609;2022;70
5032696;1;1;1;;;;;;;1;24;0;3;DESPACHADOR DE GRANOS;1;3;2;2;;2;;;1;;1;52;4631;46;.;4321;02;20220205;52;;98.625358639;2022;70
5032696;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;98.625358639;2022;70
5032697;1;2;1;;;;;;;1;24;0;2;MESERO EN RESTAURANTE;1;8;2;2;;2;;;1;;1;52;5611;56;.;5131;02;20220205;52;;133.09132913;2022;70
5032698;1;2;1;998;1;;;48;1000000;1;24;0;7;ADMINISTRADORA EN ALMACEN DE ZAPATOS;1;3;2;1;2;2;;;1;1;;52;4772;47;2634;1420;02;20220205;52;;201.1175759;2022;70
5032699;1;2;1;;;;;;;1;24;0;9;VENDEDORA MOSTRADOR;1;10;2;2;;2;;;1;;1;52;4772;47;.;5223;02;20220205;52;;126.9960023;2022;70
5032699;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;126.9960023;2022;70
5032700;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;212.68309825;2022;70
5032700;1;2;1;;;;;;;1;48;0;4;EMPLEADA DOMESTICA;3;1;2;3;;2;;;1;;1;52;9700;97;.;9111;02;20220205;52;;212.68309825;2022;70
5032702;1;2;1;;;;;;;1;720;0;3;COCINAR PARA PEONES;6;2;2;2;;2;;;1;;1;52;0113;01;.;5120;02;20220205;52;;172.28106528;2022;70
5032703;1;1;1;;;;;;;1;12;0;8;ASISTENTE ADMINISTRATIVO;1;10;2;2;;2;;;1;;1;52;3511;35;.;3341;02;20220205;52;;153.71430531;2022;70
5032703;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;153.71430531;2022;70
5032703;1;4;1;;;;;;;1;24;0;8;AUXILIAR CONTABLE;1;3;2;2;;2;;;1;;1;52;6920;69;.;4311;02;20220205;52;;153.71430531;2022;70
5032705;1;1;1;24;1;;;48;1000000;1;24;0;7;ESTILISTA;1;2;2;2;;2;;;1;1;;52;9602;96;4120;5141;02;20220205;52;2;134.4046694;2022;70
5032705;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;134.4046694;2022;70
5032707;1;1;1;;;;;;;1;360;0;5;TECNICO EN REDES INTERNAS;1;10;2;3;;2;;;1;;1;52;6120;61;.;7422;02;20220205;52;;190.55734552;2022;70
5032709;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;116.36736078;2022;70
5032710;1;1;1;5;3;;;48;400000;1;1;1;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;1;;52;9700;97;9111;9111;02;20220205;52;1;125.44860609;2022;70
5032711;1;1;1;12;1;;;40;1000000;1;36;0;8;DOCENTE DE JARDIN INFANTIL;4;10;2;1;4;2;;;1;1;;52;8513;85;2342;2342;02;20220205;52;1;180.81059785;2022;70
5032718;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;174.93866443;2022;70
5032720;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;116.36736078;2022;70
5032724;1;2;1;;;1;;24;1200000;1;36;0;8;AUDITORA EN ESCUELA RURALES;4;10;2;2;;2;;;1;;1;52;8413;84;.;2351;02;20220205;52;;158.38009102;2022;70
5032728;1;1;1;;;;;;;1;22;0;9;VENTAS AMBULANTES DE COBIJAS Y SABANAS;1;2;2;2;;2;;;1;;1;52;4789;47;.;9520;02;20220205;52;;193.97078966;2022;70
5032729;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;130.56280139;2022;70
5032730;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;143.59581492;2022;70
5032732;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;262.11383583;2022;70
5032734;1;1;1;;;;;;;1;120;0;3;MESERA;1;2;2;2;;2;;;1;;1;52;5611;56;.;5131;02;20220205;52;;134.27498669;2022;70
5032738;1;2;1;12;2;;;40;1500000;1;12;0;8;DOCENTE BASICA PRIMARIA;2;10;2;2;;2;;;1;1;;52;8413;84;2341;2341;02;20220205;52;1;178.35210857;2022;70
5032738;1;3;1;;;2;4;;1000000;1;6;0;3;VENDER AGUACATES;1;2;2;2;;2;;;1;;1;52;4721;47;.;5221;02;20220205;52;;178.35210857;2022;70
5032739;1;1;1;;;;;;;1;36;1;4;ATENDER CAFETERIA ESCOLAR;1;1;2;2;;2;;;1;;1;52;8530;85;.;5131;02;20220205;52;;137.82485223;2022;70
5032739;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;137.82485223;2022;70
5032740;1;1;1;;;;;;;1;180;0;5;DOCENTE DE SECUNDARIA;2;10;2;3;;2;;;1;;1;52;8530;85;.;2330;02;20220205;52;;162.93030864;2022;70
5032742;1;3;1;12;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;52;;;5223;;02;20220205;52;1;134.51456962;2022;70
5032743;1;2;1;8;1;;;40;500000;1;12;0;8;VENDEDORA DE MOSTRADOR;1;2;2;2;;2;;;1;1;;52;4741;47;3214;5223;02;20220205;52;1;117.50652125;2022;70
5032746;1;1;1;;;;;;;1;96;1;3;TEJER SOMBREROS;1;2;2;2;;2;;;1;;1;52;1410;14;.;7342;02;20220205;52;;158.46503649;2022;70
5032747;1;2;1;;;;;;;1;72;0;4;ASESORA FINANCIERA EN COMPAÑIA DE TARJETAS DE CREDITO;1;10;2;3;;2;;;1;;1;52;6423;64;.;2412;02;20220205;52;;169.98388101;2022;70
5032747;1;3;1;4;1;;;48;1700000;1;1;1;8;REALIZAR TERAPIAS;1;6;2;2;;2;;;1;1;;52;8692;86;2269;2264;02;20220205;52;1;169.98388101;2022;70
5032747;1;4;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;52;;;;;02;20220205;52;;169.98388101;2022;70
5032750;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;186.46523537;2022;70
5032752;1;2;1;;;;;;;1;120;0;7;VENDEDORA EN TIENDA;1;3;2;3;;2;;;1;;1;52;4711;47;.;5223;02;20220205;52;;162.93030864;2022;70
5032752;1;3;1;;;1;;15;500000;1;52;0;4;NIÑERA;3;1;2;1;2;2;;;1;;1;52;9700;97;.;5311;02;20220205;52;;162.93030864;2022;70
5032752;1;4;1;10;1;;;40;1000000;2;;;;.;;;;2;;2;;;1;1;;52;;;3432;;02;20220205;52;1;162.93030864;2022;70
5032756;1;2;1;;;;;;;1;280;0;3;AUXILIAR DE ARCHIVO;4;10;2;2;;2;;;1;;1;52;8422;84;.;4415;02;20220205;52;;144.80465465;2022;70
5032758;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;186.46158319;2022;70
5032759;1;1;1;104;4;;;40;600000;1;48;0;8;MECANICO DE VEHICULOS;1;2;2;2;;2;;;1;1;;52;4520;45;7231;7231;02;20220205;52;2;180.20894461;2022;70
5032759;1;2;1;;;;;;;1;360;0;3;CORTAR PIEZAS DE TELA PARA ELABORAR ALFOMBRAS;1;4;2;2;;2;;;1;;1;52;1392;13;.;7532;02;20220205;52;;180.20894461;2022;70
5032759;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;180.20894461;2022;70
5032760;1;4;1;;;;;;;1;150;0;4;TEJER SACOS EN LANA A MANO;4;1;2;2;;2;;;1;;1;52;1391;13;.;7331;02;20220205;52;;243.83400523;2022;70
5032761;1;1;1;;;;;;;1;60;1;4;VENDER ARTESANIAS;4;3;2;2;;2;;;1;;1;52;3290;32;.;5223;02;20220205;52;;190.42534558;2022;70
5032764;1;1;1;;;;;;;1;12;0;7;VENDER  LOCIONES POR CATALOGO;4;1;2;2;;2;;;1;;1;52;4792;47;.;3322;02;20220205;52;;130.91328088;2022;70
5032764;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;130.91328088;2022;70
5032765;1;1;1;;;;;;;1;120;0;5;SUBOFICIAL DEL EJERCITO NACIONAL;2;10;2;3;;2;;;1;;1;52;8422;84;.;0210;02;20220205;52;;119.24921534;2022;70
5032765;1;2;1;;;1;;40;1000000;1;4;0;7;VENTA DE ACCESORIOS PARA CELULAR;4;1;2;2;;2;;;1;;1;52;4741;47;.;5221;02;20220205;52;;119.24921534;2022;70
5032766;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;197.6563231;2022;70
5032768;1;2;1;51;3;;;48;800000;1;24;0;9;EMPLEADA DOMESTICA HOGAR;3;2;2;2;;2;;;1;1;;52;9700;97;9111;9111;02;20220205;52;2;230.52407806;2022;70
5032768;1;3;1;;;;;;;1;12;0;9;MANICURISTA;1;2;2;2;;2;;;1;;1;52;9602;96;.;5142;02;20220205;52;;230.52407806;2022;70
5032771;1;1;1;;;;;;;1;400;0;5;JEFE DE BODEGA;2;10;2;3;;2;;;1;;1;52;8412;84;.;1324;02;20220205;52;;193.81619844;2022;70
5032771;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;193.81619844;2022;70
5032772;1;1;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;52;;;;;02;20220205;52;;186.46158319;2022;70
5032773;1;1;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;52;;;;;02;20220205;52;;196.39683729;2022;70
5032773;1;4;1;;;;;;;1;1;3;2;VENDEDOR DE MOSTRADOR;1;2;2;2;;2;;;1;;1;52;4772;47;.;5223;02;20220205;52;;196.39683729;2022;70
5032775;1;2;1;24;1;;;48;1000000;1;6;1;8;ENFERMERA EN CLINICA PRIVADA;1;7;2;2;;2;;;1;1;;52;8621;86;2111;2111;02;20220205;52;2;203.6315456;2022;70
5032778;1;2;1;;;;;;;1;24;0;3;DOCENTE DE ACADEMICA DE INGLES;1;7;2;2;;2;;;1;;1;52;8530;85;.;2330;02;20220205;52;;135.5168362;2022;70
5032779;1;2;1;;;;;;;1;24;0;7;GANAR COMISION POR VENTA DE BIEN RAIZ;4;1;2;2;;2;;;1;;1;52;6820;68;.;3334;02;20220205;52;;172.25161351;2022;70
5032779;1;4;1;;;1;;20;500000;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;172.25161351;2022;70
5032779;1;5;1;40;3;;;40;1000000;1;24;0;1;DESPACHAR RUTAS DE BUSES;1;9;2;2;;2;;;1;1;;52;4921;49;9111;4323;02;20220205;52;2;172.25161351;2022;70
5032781;1;1;1;;;1;;24;400000;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;98.243418948;2022;70
5032786;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;52;;;;;02;20220205;52;;137.5396584;2022;70
5032787;1;1;1;;;2;4;;1000000;1;7;0;3;VENTA ROPA AL POR MENOR;1;2;2;2;;2;;;1;;1;52;4771;47;.;5223;02;20220205;52;;167.84373337;2022;70
5032787;1;3;1;;;;;;;1;360;0;4;VENDER CAFE EN MERCADO;4;1;2;2;;2;;;1;;1;52;4799;47;.;5212;02;20220205;52;;167.84373337;2022;70
