DIRECTORIO;SECUENCIA_P;ORDEN;CLASE;AREA;MES;PERIODO;DPTO;HOGAR;P3038;P3039;FEX_C18;PER;REGIS
5032661;1;2;1;20;02;20220205;20;1;2;1;149.26366504;2022;18
5032661;1;3;1;20;02;20220205;20;1;1;2;149.26366504;2022;18
5032661;1;6;1;20;02;20220205;20;1;1;2;149.26366504;2022;18
5032662;1;1;1;52;02;20220205;52;1;2;1;317.0481348;2022;18
5032662;1;2;1;52;02;20220205;52;1;1;2;317.0481348;2022;18
5032662;1;3;1;52;02;20220205;52;1;2;1;317.0481348;2022;18
5032663;1;1;1;52;02;20220205;52;1;2;1;270.28563056;2022;18
5032663;1;2;1;52;02;20220205;52;1;1;2;270.28563056;2022;18
5032663;1;3;1;52;02;20220205;52;1;2;1;270.28563056;2022;18
5032664;1;1;1;52;02;20220205;52;1;2;1;172.23081436;2022;18
5032664;1;2;1;52;02;20220205;52;1;1;2;172.23081436;2022;18
5032664;1;3;1;52;02;20220205;52;1;1;2;172.23081436;2022;18
5032665;1;1;1;52;02;20220205;52;1;1;2;138.11969125;2022;18
5032666;1;1;1;52;02;20220205;52;1;2;1;141.16337105;2022;18
5032666;1;2;1;52;02;20220205;52;1;1;2;141.16337105;2022;18
5032667;1;1;1;52;02;20220205;52;1;2;1;122.17492196;2022;18
5032668;1;1;1;52;02;20220205;52;1;1;2;187.39181285;2022;18
5032669;1;1;1;52;02;20220205;52;1;1;2;130.55198683;2022;18
5032669;1;2;1;52;02;20220205;52;1;1;2;130.55198683;2022;18
5032670;1;1;1;52;02;20220205;52;1;1;2;211.74505657;2022;18
5032670;1;2;1;52;02;20220205;52;1;2;1;211.74505657;2022;18
5032671;1;1;1;52;02;20220205;52;1;2;1;173.45172979;2022;18
5032671;1;2;1;52;02;20220205;52;1;1;2;173.45172979;2022;18
5032671;1;3;1;52;02;20220205;52;1;2;1;173.45172979;2022;18
5032671;1;4;1;52;02;20220205;52;1;1;2;173.45172979;2022;18
5032671;1;5;1;52;02;20220205;52;1;2;1;173.45172979;2022;18
5032672;1;1;1;52;02;20220205;52;1;2;1;141.05581154;2022;18
5032672;1;2;1;52;02;20220205;52;1;1;2;141.05581154;2022;18
5032672;1;3;1;52;02;20220205;52;1;1;2;141.05581154;2022;18
5032673;1;1;1;52;02;20220205;52;1;1;2;212.68309825;2022;18
5032673;1;2;1;52;02;20220205;52;1;1;2;212.68309825;2022;18
5032674;1;1;1;52;02;20220205;52;1;2;1;123.92500852;2022;18
5032674;1;2;1;52;02;20220205;52;1;1;2;123.92500852;2022;18
5032675;1;1;1;52;02;20220205;52;1;2;1;153.34992478;2022;18
5032676;1;1;1;52;02;20220205;52;1;2;1;143.5675544;2022;18
5032676;1;2;1;52;02;20220205;52;1;1;2;143.5675544;2022;18
5032677;1;1;1;52;02;20220205;52;1;2;1;205.10592045;2022;18
5032677;1;2;1;52;02;20220205;52;1;1;2;205.10592045;2022;18
5032677;1;3;1;52;02;20220205;52;1;1;2;205.10592045;2022;18
5032678;1;1;1;52;02;20220205;52;1;1;2;138.11969125;2022;18
5032679;1;1;1;52;02;20220205;52;1;1;2;163.65196638;2022;18
5032679;1;2;1;52;02;20220205;52;1;2;1;163.65196638;2022;18
5032680;1;1;1;52;02;20220205;52;1;2;1;270.92219671;2022;18
5032680;1;2;1;52;02;20220205;52;1;1;2;270.92219671;2022;18
5032680;1;3;1;52;02;20220205;52;1;2;1;270.92219671;2022;18
5032680;1;4;1;52;02;20220205;52;1;2;1;270.92219671;2022;18
5032680;1;5;1;52;02;20220205;52;1;1;2;270.92219671;2022;18
5032680;1;6;1;52;02;20220205;52;1;1;2;270.92219671;2022;18
5032681;1;1;1;52;02;20220205;52;1;2;1;218.99420145;2022;18
5032681;1;2;1;52;02;20220205;52;1;2;1;218.99420145;2022;18
5032681;1;3;1;52;02;20220205;52;1;2;1;218.99420145;2022;18
5032683;1;1;1;52;02;20220205;52;1;1;2;119.92608175;2022;18
5032684;1;1;1;52;02;20220205;52;1;2;1;181.47654598;2022;18
5032684;1;2;1;52;02;20220205;52;1;1;2;181.47654598;2022;18
5032685;1;1;1;52;02;20220205;52;1;1;2;102.79378436;2022;18
5032686;1;1;1;52;02;20220205;52;1;2;1;131.20399832;2022;18
5032686;1;2;1;52;02;20220205;52;1;1;2;131.20399832;2022;18
5032687;1;1;1;52;02;20220205;52;1;1;2;107.61443603;2022;18
5032688;1;1;1;52;02;20220205;52;1;2;1;143.42565668;2022;18
5032688;1;2;1;52;02;20220205;52;1;1;2;143.42565668;2022;18
5032688;1;3;1;52;02;20220205;52;1;2;1;143.42565668;2022;18
5032689;1;1;1;52;02;20220205;52;1;2;1;164.73146144;2022;18
5032689;1;2;1;52;02;20220205;52;1;1;2;164.73146144;2022;18
5032689;1;3;1;52;02;20220205;52;1;2;1;164.73146144;2022;18
5032689;1;4;1;52;02;20220205;52;1;1;2;164.73146144;2022;18
5032690;1;1;1;52;02;20220205;52;1;2;1;162.89989595;2022;18
5032691;1;1;1;52;02;20220205;52;1;2;1;135.75436373;2022;18
5032691;1;2;1;52;02;20220205;52;1;1;2;135.75436373;2022;18
5032692;1;1;1;52;02;20220205;52;1;2;1;122.13249577;2022;18
5032692;1;2;1;52;02;20220205;52;1;1;2;122.13249577;2022;18
5032692;1;3;1;52;02;20220205;52;1;1;2;122.13249577;2022;18
5032692;1;4;1;52;02;20220205;52;1;1;2;122.13249577;2022;18
5032693;1;1;1;52;02;20220205;52;1;2;1;131.86768562;2022;18
5032693;1;2;1;52;02;20220205;52;1;1;2;131.86768562;2022;18
5032694;1;1;1;52;02;20220205;52;1;1;2;125.44860609;2022;18
5032695;1;1;1;52;02;20220205;52;1;1;2;149.91345028;2022;18
5032696;1;1;1;52;02;20220205;52;1;2;1;98.625358639;2022;18
5032696;1;2;1;52;02;20220205;52;1;1;2;98.625358639;2022;18
5032696;1;3;1;52;02;20220205;52;1;1;2;98.625358639;2022;18
5032696;1;4;1;52;02;20220205;52;1;1;2;98.625358639;2022;18
5032697;1;1;1;52;02;20220205;52;1;1;2;133.09132913;2022;18
5032697;1;2;1;52;02;20220205;52;1;2;1;133.09132913;2022;18
5032698;1;1;1;52;02;20220205;52;1;2;1;201.1175759;2022;18
5032698;1;2;1;52;02;20220205;52;1;1;2;201.1175759;2022;18
5032699;1;1;1;52;02;20220205;52;1;2;1;126.9960023;2022;18
5032699;1;2;1;52;02;20220205;52;1;1;2;126.9960023;2022;18
5032700;1;1;1;52;02;20220205;52;1;1;2;212.68309825;2022;18
5032700;1;2;1;52;02;20220205;52;1;1;2;212.68309825;2022;18
5032701;1;1;1;52;02;20220205;52;1;2;1;129.60711704;2022;18
5032701;1;2;1;52;02;20220205;52;1;1;2;129.60711704;2022;18
5032701;1;4;1;52;02;20220205;52;1;1;2;129.60711704;2022;18
5032702;1;1;1;52;02;20220205;52;1;2;1;172.28106528;2022;18
5032702;1;2;1;52;02;20220205;52;1;1;2;172.28106528;2022;18
5032703;1;1;1;52;02;20220205;52;1;1;2;153.71430531;2022;18
5032703;1;3;1;52;02;20220205;52;1;2;1;153.71430531;2022;18
5032703;1;4;1;52;02;20220205;52;1;2;1;153.71430531;2022;18
5032704;1;1;1;52;02;20220205;52;1;1;2;138.11969125;2022;18
5032705;1;1;1;52;02;20220205;52;1;1;2;134.4046694;2022;18
5032706;1;1;1;52;02;20220205;52;1;1;2;186.46158319;2022;18
5032707;1;1;1;52;02;20220205;52;1;2;1;190.55734552;2022;18
5032707;1;2;1;52;02;20220205;52;1;2;1;190.55734552;2022;18
5032708;1;1;1;52;02;20220205;52;1;2;1;161.01742102;2022;18
5032709;1;1;1;52;02;20220205;52;1;1;2;116.36736078;2022;18
5032710;1;1;1;52;02;20220205;52;1;1;2;125.44860609;2022;18
5032711;1;1;1;52;02;20220205;52;1;1;2;180.81059785;2022;18
5032711;1;2;1;52;02;20220205;52;1;1;2;180.81059785;2022;18
5032713;1;1;1;52;02;20220205;52;1;1;2;125.55017537;2022;18
5032714;1;1;1;52;02;20220205;52;1;1;2;142.38834581;2022;18
5032714;1;2;1;52;02;20220205;52;1;1;2;142.38834581;2022;18
5032715;1;1;1;52;02;20220205;52;1;1;2;152.28708793;2022;18
5032717;1;1;1;52;02;20220205;52;1;1;2;148.10860212;2022;18
5032717;1;2;1;52;02;20220205;52;1;2;1;148.10860212;2022;18
5032717;1;3;1;52;02;20220205;52;1;1;2;148.10860212;2022;18
5032718;1;1;1;52;02;20220205;52;1;2;1;174.93866443;2022;18
5032718;1;2;1;52;02;20220205;52;1;1;2;174.93866443;2022;18
5032720;1;1;1;52;02;20220205;52;1;1;2;116.36736078;2022;18
5032722;1;1;1;52;02;20220205;52;1;2;1;157.2683015;2022;18
5032722;1;2;1;52;02;20220205;52;1;1;2;157.2683015;2022;18
5032723;1;1;1;52;02;20220205;52;1;1;2;113.83883303;2022;18
5032724;1;1;1;52;02;20220205;52;1;2;1;158.38009102;2022;18
5032724;1;2;1;52;02;20220205;52;1;1;2;158.38009102;2022;18
5032725;1;1;1;52;02;20220205;52;1;1;2;145.02567581;2022;18
5032726;1;1;1;52;02;20220205;52;1;1;2;110.8247416;2022;18
5032726;1;3;1;52;02;20220205;52;1;1;2;110.8247416;2022;18
5032727;1;1;1;52;02;20220205;52;1;1;2;151.11976501;2022;18
5032727;1;2;1;52;02;20220205;52;1;1;2;151.11976501;2022;18
5032728;1;1;1;52;02;20220205;52;1;2;1;193.97078966;2022;18
5032728;1;2;1;52;02;20220205;52;1;2;2;193.97078966;2022;18
5032728;1;3;1;52;02;20220205;52;1;2;1;193.97078966;2022;18
5032729;1;1;1;52;02;20220205;52;1;1;2;130.56280139;2022;18
5032730;1;1;1;52;02;20220205;52;1;2;1;143.59581492;2022;18
5032730;1;2;1;52;02;20220205;52;1;1;2;143.59581492;2022;18
5032731;1;1;1;52;02;20220205;52;1;2;1;230.02488718;2022;18
5032732;1;1;1;52;02;20220205;52;1;1;2;262.11383583;2022;18
5032732;1;2;1;52;02;20220205;52;1;4;5;262.11383583;2022;18
5032734;1;1;1;52;02;20220205;52;1;1;2;134.27498669;2022;18
5032734;1;2;1;52;02;20220205;52;1;1;2;134.27498669;2022;18
5032734;1;3;1;52;02;20220205;52;1;2;1;134.27498669;2022;18
5032735;1;1;1;52;02;20220205;52;1;1;2;118.88008801;2022;18
5032735;1;2;1;52;02;20220205;52;1;2;1;118.88008801;2022;18
5032736;1;1;1;52;02;20220205;52;1;1;2;175.5897791;2022;18
5032736;1;2;1;52;02;20220205;52;1;1;2;175.5897791;2022;18
5032737;1;1;1;52;02;20220205;52;1;2;1;147.21592779;2022;18
5032738;1;1;1;52;02;20220205;52;1;2;1;178.35210857;2022;18
5032738;1;2;1;52;02;20220205;52;1;1;2;178.35210857;2022;18
5032738;1;3;1;52;02;20220205;52;1;1;2;178.35210857;2022;18
5032739;1;1;1;52;02;20220205;52;1;2;1;137.82485223;2022;18
5032739;1;2;1;52;02;20220205;52;1;1;2;137.82485223;2022;18
5032740;1;1;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032740;1;2;1;52;02;20220205;52;1;2;1;162.93030864;2022;18
5032740;1;3;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032740;1;4;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032741;1;1;1;52;02;20220205;52;1;1;2;102.45494973;2022;18
5032742;1;1;1;52;02;20220205;52;1;2;1;134.51456962;2022;18
5032742;1;2;1;52;02;20220205;52;1;1;2;134.51456962;2022;18
5032742;1;3;1;52;02;20220205;52;1;1;2;134.51456962;2022;18
5032743;1;1;1;52;02;20220205;52;1;2;1;117.50652125;2022;18
5032743;1;2;1;52;02;20220205;52;1;1;2;117.50652125;2022;18
5032744;1;1;1;52;02;20220205;52;1;1;2;148.71001022;2022;18
5032744;1;2;1;52;02;20220205;52;1;2;1;148.71001022;2022;18
5032744;1;3;1;52;02;20220205;52;1;2;1;148.71001022;2022;18
5032745;1;1;1;52;02;20220205;52;1;1;2;215.3513316;2022;18
5032745;1;2;1;52;02;20220205;52;1;2;1;215.3513316;2022;18
5032746;1;1;1;52;02;20220205;52;1;1;2;158.46503649;2022;18
5032746;1;2;1;52;02;20220205;52;1;2;1;158.46503649;2022;18
5032747;1;1;1;52;02;20220205;52;1;2;1;169.98388101;2022;18
5032747;1;2;1;52;02;20220205;52;1;1;2;169.98388101;2022;18
5032747;1;3;1;52;02;20220205;52;1;1;2;169.98388101;2022;18
5032747;1;4;1;52;02;20220205;52;1;1;2;169.98388101;2022;18
5032748;1;1;1;52;02;20220205;52;1;2;1;149.9466831;2022;18
5032748;1;2;1;52;02;20220205;52;1;1;2;149.9466831;2022;18
5032749;1;1;1;52;02;20220205;52;1;2;1;149.9466831;2022;18
5032749;1;2;1;52;02;20220205;52;1;1;2;149.9466831;2022;18
5032750;1;1;1;52;02;20220205;52;1;2;1;186.46523537;2022;18
5032750;1;2;1;52;02;20220205;52;1;2;1;186.46523537;2022;18
5032752;1;1;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032752;1;2;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032752;1;3;1;52;02;20220205;52;1;1;2;162.93030864;2022;18
5032752;1;4;1;52;02;20220205;52;1;2;1;162.93030864;2022;18
5032754;1;1;1;52;02;20220205;52;1;1;2;132.5949036;2022;18
5032755;1;1;1;52;02;20220205;52;1;2;1;230.02488718;2022;18
5032756;1;1;1;52;02;20220205;52;1;2;1;144.80465465;2022;18
5032756;1;2;1;52;02;20220205;52;1;1;2;144.80465465;2022;18
5032757;1;1;1;52;02;20220205;52;1;1;2;91.071066425;2022;18
5032758;1;1;1;52;02;20220205;52;1;1;2;186.46158319;2022;18
5032759;1;1;1;52;02;20220205;52;1;2;1;180.20894461;2022;18
5032759;1;2;1;52;02;20220205;52;1;1;2;180.20894461;2022;18
5032759;1;3;1;52;02;20220205;52;1;1;2;180.20894461;2022;18
5032760;1;1;1;52;02;20220205;52;1;2;1;243.83400523;2022;18
5032760;1;2;1;52;02;20220205;52;1;1;2;243.83400523;2022;18
5032760;1;4;1;52;02;20220205;52;1;1;2;243.83400523;2022;18
5032761;1;1;1;52;02;20220205;52;1;1;2;190.42534558;2022;18
5032761;1;2;1;52;02;20220205;52;1;2;1;190.42534558;2022;18
5032761;1;3;1;52;02;20220205;52;1;1;2;190.42534558;2022;18
5032763;1;1;1;52;02;20220205;52;1;2;1;177.28639298;2022;18
5032763;1;2;1;52;02;20220205;52;1;2;1;177.28639298;2022;18
5032764;1;1;1;52;02;20220205;52;1;1;2;130.91328088;2022;18
5032765;1;1;1;52;02;20220205;52;1;2;1;119.24921534;2022;18
5032765;1;2;1;52;02;20220205;52;1;1;2;119.24921534;2022;18
5032766;1;1;1;52;02;20220205;52;1;1;2;197.6563231;2022;18
5032766;1;2;1;52;02;20220205;52;1;2;1;197.6563231;2022;18
5032766;1;3;1;52;02;20220205;52;1;1;2;197.6563231;2022;18
5032767;1;1;1;52;02;20220205;52;1;1;2;109.64670331;2022;18
5032768;1;1;1;52;02;20220205;52;1;2;1;230.52407806;2022;18
5032768;1;2;1;52;02;20220205;52;1;1;2;230.52407806;2022;18
5032768;1;3;1;52;02;20220205;52;1;1;2;230.52407806;2022;18
5032769;1;1;1;52;02;20220205;52;1;1;2;161.42165405;2022;18
5032770;1;1;1;52;02;20220205;52;1;1;2;109.33340047;2022;18
5032770;1;2;1;52;02;20220205;52;1;2;1;109.33340047;2022;18
5032770;1;3;1;52;02;20220205;52;1;1;2;109.33340047;2022;18
5032771;1;1;1;52;02;20220205;52;1;2;1;193.81619844;2022;18
5032771;1;2;1;52;02;20220205;52;1;1;2;193.81619844;2022;18
5032772;1;1;1;52;02;20220205;52;1;1;2;186.46158319;2022;18
5032773;1;1;1;52;02;20220205;52;1;1;2;196.39683729;2022;18
5032773;1;2;1;52;02;20220205;52;1;1;2;196.39683729;2022;18
5032773;1;3;1;52;02;20220205;52;1;2;1;196.39683729;2022;18
5032773;1;4;1;52;02;20220205;52;1;2;1;196.39683729;2022;18
5032774;1;1;1;52;02;20220205;52;1;2;1;207.02239846;2022;18
5032775;1;1;1;52;02;20220205;52;1;2;1;203.6315456;2022;18
5032775;1;2;1;52;02;20220205;52;1;1;2;203.6315456;2022;18
5032777;1;1;1;52;02;20220205;52;1;1;2;109.64670331;2022;18
5032778;1;1;1;52;02;20220205;52;1;2;1;135.5168362;2022;18
5032778;1;2;1;52;02;20220205;52;1;1;2;135.5168362;2022;18
5032779;1;1;1;52;02;20220205;52;1;2;1;172.25161351;2022;18
5032779;1;2;1;52;02;20220205;52;1;1;2;172.25161351;2022;18
5032779;1;3;1;52;02;20220205;52;1;1;2;172.25161351;2022;18
5032779;1;5;1;52;02;20220205;52;1;1;2;172.25161351;2022;18
5032779;1;6;1;52;02;20220205;52;1;2;1;172.25161351;2022;18
5032780;1;1;1;52;02;20220205;52;1;2;2;169.79539796;2022;18
5032780;1;2;1;52;02;20220205;52;1;2;1;169.79539796;2022;18
5032780;1;4;1;52;02;20220205;52;1;1;2;169.79539796;2022;18
5032780;1;5;1;52;02;20220205;52;1;1;2;169.79539796;2022;18
5032782;1;1;1;52;02;20220205;52;1;1;2;122.04715355;2022;18
5032782;1;2;1;52;02;20220205;52;1;1;2;122.04715355;2022;18
5032783;1;1;1;52;02;20220205;52;1;2;1;152.45644073;2022;18
5032783;1;2;1;52;02;20220205;52;1;1;2;152.45644073;2022;18
5032784;1;1;1;52;02;20220205;52;1;2;1;165.61791877;2022;18
5032785;1;1;1;52;02;20220205;52;1;2;1;108.8899994;2022;18
5032786;1;1;1;52;02;20220205;52;1;2;1;137.5396584;2022;18
5032786;1;2;1;52;02;20220205;52;1;1;2;137.5396584;2022;18
5032786;1;3;1;52;02;20220205;52;1;1;2;137.5396584;2022;18
5032787;1;1;1;52;02;20220205;52;1;1;2;167.84373337;2022;18
5032787;1;2;1;52;02;20220205;52;1;2;1;167.84373337;2022;18
5032787;1;3;1;52;02;20220205;52;1;1;2;167.84373337;2022;18
5032789;1;1;1;52;02;20220205;52;1;2;1;162.90523648;2022;18
5032789;1;2;1;52;02;20220205;52;1;1;2;162.90523648;2022;18
5032791;1;1;1;52;02;20220205;52;1;2;1;152.78078425;2022;18
5032791;1;2;1;52;02;20220205;52;1;1;2;152.78078425;2022;18
5032792;1;1;1;52;02;20220205;52;1;1;2;98.243418948;2022;18
5032793;1;1;1;52;02;20220205;52;1;2;1;108.8899994;2022;18
5032796;1;1;1;52;02;20220205;52;1;1;2;168.00583675;2022;18
5032796;1;2;1;52;02;20220205;52;1;1;2;168.00583675;2022;18
5032798;1;1;1;52;02;20220205;52;1;1;2;130.56280139;2022;18
5032798;1;2;1;52;02;20220205;52;1;2;1;130.56280139;2022;18
5032799;1;1;1;52;02;20220205;52;1;1;2;166.38195382;2022;18
5032799;1;2;1;52;02;20220205;52;1;2;1;166.38195382;2022;18
5032799;1;4;1;52;02;20220205;52;1;1;2;166.38195382;2022;18
5032800;1;1;1;52;02;20220205;52;1;1;2;114.08885327;2022;18
5032800;1;2;1;52;02;20220205;52;1;1;2;114.08885327;2022;18
5032800;1;4;1;52;02;20220205;52;1;1;2;114.08885327;2022;18
5032800;1;6;1;52;02;20220205;52;1;2;1;114.08885327;2022;18
5032801;1;1;1;52;02;20220205;52;1;2;1;206.86379235;2022;18
5032801;1;2;1;52;02;20220205;52;1;1;2;206.86379235;2022;18
5032802;1;1;1;52;02;20220205;52;1;2;1;199.92990221;2022;18
5032802;1;2;1;52;02;20220205;52;1;1;2;199.92990221;2022;18
5032803;1;1;1;52;02;20220205;52;1;2;1;180.08262104;2022;18
5032803;1;2;1;52;02;20220205;52;1;3;2;180.08262104;2022;18
5032803;1;3;1;52;02;20220205;52;1;2;1;180.08262104;2022;18
5032804;1;1;1;52;02;20220205;52;1;1;2;156.63814759;2022;18
5032805;1;1;1;52;02;20220205;52;1;1;2;149.07627502;2022;18
5032806;1;1;1;52;02;20220205;52;1;1;2;194.73595208;2022;18
5032806;1;2;1;52;02;20220205;52;1;2;1;194.73595208;2022;18
5032807;1;1;1;52;02;20220205;52;1;2;1;162.17137834;2022;18
5032807;1;2;1;52;02;20220205;52;1;1;2;162.17137834;2022;18
5032807;1;3;1;52;02;20220205;52;1;2;1;162.17137834;2022;18
5032808;1;1;1;52;02;20220205;52;1;2;1;221.52146807;2022;18
5032808;1;2;1;52;02;20220205;52;1;1;2;221.52146807;2022;18
5032808;1;3;1;52;02;20220205;52;1;2;1;221.52146807;2022;18
5032808;1;4;1;52;02;20220205;52;1;1;2;221.52146807;2022;18
5032809;1;1;1;52;02;20220205;52;1;2;1;109.95742977;2022;18
5032810;1;1;1;52;02;20220205;52;1;2;1;224.28261005;2022;18
5032810;1;2;1;52;02;20220205;52;1;1;2;224.28261005;2022;18
5032810;1;4;1;52;02;20220205;52;1;2;1;224.28261005;2022;18
5032811;1;1;1;52;02;20220205;52;1;1;2;142.81322789;2022;18
5032811;1;2;1;52;02;20220205;52;1;1;2;142.81322789;2022;18
5032811;1;3;1;52;02;20220205;52;1;1;2;142.81322789;2022;18
5032812;1;1;1;52;02;20220205;52;1;1;2;120.89581201;2022;18
5032812;1;3;1;52;02;20220205;52;1;1;2;120.89581201;2022;18
5032813;1;1;1;52;02;20220205;52;1;2;1;210.30846828;2022;18
5032814;1;1;1;52;02;20220205;52;1;1;2;98.243418948;2022;18
5032815;1;1;1;52;02;20220205;52;1;2;1;230.02488718;2022;18
5032816;1;1;1;52;02;20220205;52;1;2;1;180.35414994;2022;18
5032816;1;2;1;52;02;20220205;52;1;1;2;180.35414994;2022;18
5032817;1;1;1;52;02;20220205;52;1;1;2;94.086454565;2022;18
5032818;1;1;1;52;02;20220205;52;1;1;2;136.5096914;2022;18
5032818;1;2;1;52;02;20220205;52;1;1;2;136.5096914;2022;18
5032818;1;3;1;52;02;20220205;52;1;1;2;136.5096914;2022;18
5032819;1;1;1;52;02;20220205;52;1;2;1;139.59001021;2022;18
5032819;1;2;1;52;02;20220205;52;1;1;2;139.59001021;2022;18
