DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;DPTO;fex_c_2011
1950777;1;2;1;10;2;2;1;2;1981;28;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;475,568941723996
1950778;1;1;1;10;1;1;1;3;1947;62;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;633,742828249621
1950778;1;2;1;10;2;2;1;12;1939;69;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;633,742828249621
1950778;1;3;1;10;3;1;1;9;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;633,742828249621
1950779;1;1;1;10;1;2;1;6;1963;46;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;490,787465787791
1950779;1;2;1;10;1;2;1;12;2003;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;490,787465787791
1950780;1;1;1;10;1;1;1;10;1947;62;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;721,08070310367
1950780;1;2;1;10;2;2;1;11;1958;50;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;721,08070310367
1950780;1;3;1;10;3;2;1;12;1994;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;63;721,08070310367
1950780;1;4;1;10;4;2;1;9;1989;20;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;721,08070310367
1950780;1;5;1;10;5;2;1;12;1991;17;3;4;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;63;721,08070310367
1950780;1;6;1;10;5;1;1;10;2009;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;63;721,08070310367
1950780;1;7;1;10;7;1;1;4;1998;11;4;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;63;721,08070310367
1950780;1;8;1;10;8;2;1;12;2000;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;63;721,08070310367
1950780;1;9;1;10;2;1;1;1;2002;7;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;721,08070310367
1950782;1;1;1;10;1;1;1;10;1952;57;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;832,1490388966
1950782;1;2;1;10;2;1;1;10;1987;22;3;6;2;1;36; ; ; ;2;1;1;1;4;6; ;2;6;63;832,1490388966
1950782;1;3;1;10;3;1;1;7;1946;63;5;3;1; ; ;1;3;98000;2;2;2; ;1;0; ;2;0;63;832,1490388966
1950783;1;1;1;10;1;1;1;3;1944;65;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;513,384280860703
1950783;1;2;1;10;2;2;1;8;1957;52;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;513,384280860703
1950784;1;1;1;10;1;1;1;11;1966;42;1;2;1; ; ;1;1;20000;2;1;2; ;3;4; ;2;4;63;308,280342316009
1950784;1;2;1;10;2;2;1;6;1972;37;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;63;308,280342316009
1950784;1;3;1;10;3;2;1;9;1933;76;5;5;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;63;308,280342316009
1950784;1;4;1;10;4;2;1;9;1959;50;9;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;308,280342316009
1950784;1;5;1;10;5;1;1;3;1987;22;8;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;63;308,280342316009
1950784;1;6;1;10;6;1;1;7;1972;37;8;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;63;308,280342316009
1950785;1;1;1;10;1;2;1;12;1939;69;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;565,797630146757
1950785;1;2;1;10;2;1;1;11;1993;15;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;63;565,797630146757
1950785;2;1;2;10;1;2;1;12;1981;27;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;565,797630146757
1950785;2;2;2;10;1;1;1;7;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;565,797630146757
1950785;2;3;2;10;1;1;1;9;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;565,797630146757
1950786;1;1;1;10;1;1;1;8;1979;30;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;63;664,8699400283
1950786;1;2;1;10;2;2;1;10;1984;25;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;63;664,8699400283
1950786;1;3;1;10;3;1;1;4;2002;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;63;664,8699400283
1950786;1;4;1;10;2;1;1;2;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;664,8699400283
1950787;1;1;1;10;1;1;1;2;1955;54;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;444,13633009588
1950787;1;2;1;10;2;2;1;5;1963;46;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;444,13633009588
1950787;1;3;1;10;3;1;1;3;1993;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;63;444,13633009588
1950787;1;4;1;10;4;2;1;7;1980;29;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;444,13633009588
1950787;1;5;1;10;5;2;1;12;1998;10;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;63;444,13633009588
1950787;1;6;1;10;6;2;1;12;2005;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;444,13633009588
1950787;1;7;1;10;7;1;1;4;1960;49;9;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;444,13633009588
1950788;1;1;1;10;1;1;1;8;1941;68;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;63;581,750300090083
1950788;1;2;1;10;2;2;1;7;1952;57;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;63;581,750300090083
1950789;1;1;1;10;1;1;1;3;1980;29;1;2;1; ; ;1;1;19900;2;1;2; ;3;5; ;2;5;63;327,637312911427
1950789;1;2;1;10;2;2;1;12;1977;31;2;2;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;63;327,637312911427
1950789;1;3;1;10;2;1;1;7;2003;6;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;63;327,637312911427
1950789;1;4;1;10;4;2;1;5;1962;47;9;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;63;327,637312911427
1950789;1;5;1;10;5;2;1;10;1993;16;9;6;1; ; ;3; ; ;1;1;1;1;4;7; ;2;7;63;327,637312911427
1950789;1;6;1;10;6;2;1;10;1995;14;9;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;63;327,637312911427
1950790;1;1;1;10;1;1;1;4;1957;52;1;4;2;1;63; ; ; ;2;1;2; ;6;5;4;2;16;63;647,770287569516
1950791;1;1;1;10;1;2;1;9;1938;71;1;5;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;63;543,934960953377
1950791;1;2;1;10;2;1;1;4;1969;40;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;543,934960953377
1950792;1;1;1;10;1;1;1;11;1948;60;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;545,404942024435
1950792;1;2;1;10;2;2;1;4;1977;32;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;545,404942024435
1950792;1;3;1;10;3;2;1;8;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;63;545,404942024435
1950792;1;4;1;10;2;2;1;6;2002;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;63;545,404942024435
1950796;1;1;1;10;1;1;1;2;1971;38;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;475,568941723996
1950796;1;2;1;10;2;2;1;11;1968;41;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;475,568941723996
1950797;1;1;1;10;1;1;1;10;1943;66;1;3;1; ; ;3; ; ;1;1;2; ;3;4; ;2;4;63;570,139825754836
1950797;1;2;1;10;2;2;1;8;1960;49;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;570,139825754836
1950797;1;3;1;10;3;1;1;4;1989;20;3;6;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;63;570,139825754836
1950800;1;1;1;10;1;1;1;5;1965;44;1;2;2;1;72; ; ; ;2;1;2; ;3;2; ;2;2;63;437,208820768526
1950800;1;2;1;10;2;2;1;4;1966;43;2;2;2;1;72; ; ; ;2;2;2; ;1;0; ;2;0;63;437,208820768526
1950800;1;3;1;10;3;2;1;5;1993;16;3;6;2;1;72; ; ; ;2;1;2; ;3;5; ;2;5;63;437,208820768526
1950800;1;4;1;10;4;2;1;1;1989;20;3;4;2;1;72; ; ; ;2;1;2; ;3;5; ;2;5;63;437,208820768526
1950800;1;5;1;10;5;2;1;2;1992;17;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;437,208820768526
1950800;1;6;1;10;5;2;1;5;2009;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;437,208820768526
1950801;1;1;1;10;1;1;1;5;1930;79;1;2;1; ; ;1;2;60000;2;1;2; ;3;4; ;2;4;63;603,192148156947
1950801;1;2;1;10;2;2;1;6;1961;48;2;2;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;63;603,192148156947
1950801;1;3;1;10;3;1;1;7;1921;88;9;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;603,192148156947
1950802;1;1;1;10;1;1;1;12;1934;74;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;581,750300090083
1950802;1;2;1;10;2;2;1;12;1952;56;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;581,750300090083
1950803;1;1;1;10;1;2;1;5;1945;64;1;5;1; ; ;1;2;60000;2;1;2; ;3;2; ;2;2;63;599,699419705478
1950803;1;2;1;10;2;1;1;11;1989;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;63;599,699419705478
1950803;1;3;1;10;3;2;1;1;1982;27;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;599,699419705478
1950803;1;4;1;10;3;1;1;10;2001;8;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;63;599,699419705478
1950803;1;5;1;10;5;2;1;4;1984;25;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;63;599,699419705478
1950803;1;6;1;10;5;1;1;9;2003;6;3; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;63;599,699419705478
1950803;1;7;1;10;5;1;1;4;2008;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;599,699419705478
1950803;1;8;1;10;8;1;1;9;1974;35;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;599,699419705478
1950803;1;9;1;10;9;2;1;12;1987;21;9;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;63;599,699419705478
1950803;1;10;1;10;9;1;1;9;2009;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;599,699419705478
1950804;1;1;1;10;1;1;1;6;1964;45;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;63;564,345147781861
1950804;1;2;1;10;2;2;1;8;1965;44;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;63;564,345147781861
1950804;1;3;1;10;3;2;1;1;1991;18;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;63;564,345147781861
1950804;1;4;1;10;4;1;1;12;1995;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;2;7;63;564,345147781861
1950804;1;5;1;10;2;2;1;9;2005;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;564,345147781861
1950805;1;1;1;10;1;1;1;1;1956;53;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;63;475,568941723996
1950805;1;2;1;10;2;2;1;6;1966;43;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;475,568941723996
1950806;1;1;1;10;1;1;1;10;1943;66;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;737,57815486576
1950806;1;2;1;10;2;1;1;10;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;737,57815486576
1950807;1;1;1;10;1;1;1;12;1943;65;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;570,139825754836
1950807;1;2;1;10;2;2;1;1;1965;44;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;570,139825754836
1950807;1;3;1;10;2;1;1;6;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;63;570,139825754836
1950808;1;1;1;10;1;1;1;6;1974;35;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;694,186037993614
1950808;1;2;1;10;2;2;1;5;1975;34;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;694,186037993614
1950808;1;3;1;10;3;1;1;12;1993;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;63;694,186037993614
1950808;1;4;1;10;2;2;1;7;2007;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;694,186037993614
1950808;1;5;1;10;2;1;1;2;2009;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;694,186037993614
1950809;1;1;1;10;1;1;1;4;1929;80;1;3;1; ; ;1;2;59000;2;1;2; ;1;0; ;2;0;63;671,558167386327
1950809;1;2;1;10;2;2;1;5;1941;68;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;63;671,558167386327
1950809;1;3;1;10;3;1;1;4;1946;63;9;4;1; ; ;1;2;59000;2;1;1;1;5;10;1;2;10;63;671,558167386327
1950810;1;1;1;10;1;2;1;8;1942;67;1;4;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;63;491,942432793839
1950811;1;1;1;10;1;1;1;7;1940;69;1;3;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;63;581,750300090083
1950811;1;2;1;10;2;2;1;10;1939;70;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;581,750300090083
1950812;1;1;1;10;1;2;1;10;1967;42;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;480,331958458592
1950812;1;2;1;10;1;1;1;11;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;63;480,331958458592
1950818;1;1;1;10;1;1;1;12;1968;40;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;666,746591064795
1950818;1;2;1;10;2;2;1;7;1979;30;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;666,746591064795
1950818;1;3;1;10;2;1;1;8;1998;11;3;6;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;63;666,746591064795
1950818;1;4;1;10;2;2;1;8;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;63;666,746591064795
1950818;1;5;1;10;2;2;1;2;2003;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;666,746591064795
1950820;1;1;1;10;1;1;1;12;1977;31;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;774,441447885399
1950820;1;2;1;10;2;2;1;8;1987;22;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;63;774,441447885399
1950820;1;3;1;10;2;2;1;6;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;774,441447885399
1950820;1;4;1;10;2;1;1;8;2006;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;774,441447885399
1950822;1;1;1;10;1;1;1;3;1957;52;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;633,742828249621
1950822;1;2;1;10;2;2;1;2;1947;62;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;63;633,742828249621
1950822;2;1;2;10;1;1;1;10;1946;63;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;63;633,742828249621
1950823;1;1;1;10;1;1;1;4;1963;46;1;3;2;1;18; ; ; ;2;1;2; ;3;5; ;2;5;63;689,343406137706
1950823;1;2;1;10;2;2;1;2;1964;45;2;3;2;1;18; ; ; ;2;1;2; ;4;6; ;2;6;63;689,343406137706
1950823;1;3;1;10;2;1;1;4;1996;13;3;6;2;1;18; ; ; ;2;1;1;1;4;0; ;2;5;63;689,343406137706
1950823;1;4;1;10;2;2;1;1;2005;4;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;63;689,343406137706
1950823;1;5;1;10;5;1;1;8;1947;62;8;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;63;689,343406137706
1950824;1;1;1;10;1;1;1;9;1968;41;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;707,230395662067
1950824;1;2;1;10;2;2;1;2;1985;24;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;707,230395662067
1950824;1;3;1;10;2;1;1;5;2004;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;707,230395662067
1950825;1;1;1;10;1;1;1;6;1976;33;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;63;637,430493099481
1950825;1;2;1;10;2;2;1;5;1983;26;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;637,430493099481
1950825;1;3;1;10;2;2;1;6;2002;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;63;637,430493099481
1950825;1;4;1;10;2;1;1;4;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;637,430493099481
1950826;1;1;1;10;1;1;1;7;1941;68;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;63;685,585626706222
1950827;1;1;1;10;1;1;1;9;1966;43;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;63;621,100692675995
1950827;1;2;1;10;2;2;1;9;1973;36;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;621,100692675995
1950827;1;3;1;10;3;1;1;10;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;63;621,100692675995
1950827;1;4;1;10;4;1;1;7;1990;19;3;1;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;63;621,100692675995
1950827;1;5;1;10;5;2;1;8;1992;17;9;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;621,100692675995
1950827;1;6;1;10;5;2;1;7;2008;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;63;621,100692675995
1950828;1;1;1;10;1;1;1;3;1973;36;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;63;497,134095558529
1950828;1;2;1;10;2;2;1;11;1974;34;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;63;497,134095558529
1950828;1;3;1;10;2;1;1;4;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;63;497,134095558529
1950828;1;4;1;10;2;2;1;3;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;63;497,134095558529
1950829;1;1;1;10;1;1;1;7;1948;61;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;63;685,585626706222
1953419;1;1;1;10;1;1;1;1;1982;27;1;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;23;1285,82715321861
1953419;1;2;1;10;2;2;1;6;1981;28;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;1285,82715321861
1953421;1;1;1;10;1;1;1;12;1980;28;1;2;2;1;5; ; ; ;2;1;2; ;4;8; ;2;8;23;1193,07690849751
1953421;1;2;1;10;2;2;1;12;1985;23;2;2;2;1;5; ; ; ;2;1;2; ;4;9; ;2;9;23;1193,07690849751
1953421;1;3;1;10;1;1;1;5;2007;2;3; ;2;1;5; ; ; ;2; ; ; ; ; ; ;2; ;23;1193,07690849751
1953422;1;1;1;10;1;1;1;1;1961;48;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;23;1285,82715321861
1953422;1;2;1;10;2;2;1;1;1964;45;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;1285,82715321861
1953434;1;1;1;10;1;1;1;8;1957;52;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;23;2710,54764680194
1953434;1;2;1;10;2;2;1;9;1955;54;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;23;2710,54764680194
1953434;1;3;1;10;3;2;1;4;1987;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;23;2710,54764680194
1953435;1;1;1;10;1;1;1;10;1959;50;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;23;2622,16975019545
1953435;1;2;1;10;2;2;1;7;1972;37;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;2622,16975019545
1953435;1;3;1;10;3;1;1;2;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;23;2622,16975019545
1953435;1;4;1;10;4;2;1;6;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;23;2622,16975019545
1953435;1;5;1;10;1;2;1;10;2004;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;2622,16975019545
1953436;1;1;1;10;1;1;1;3;1973;36;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;2603,76263387059
1953436;1;2;1;10;2;2;1;7;1980;29;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;2603,76263387059
1953436;1;3;1;10;1;2;1;9;2002;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;23;2603,76263387059
1953437;1;1;1;10;1;1;1;11;1951;57;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;23;2457,54307307866
1953437;1;2;1;10;2;2;1;4;1954;55;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;2457,54307307866
1953437;1;3;1;10;3;1;1;6;1977;32;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;23;2457,54307307866
1953437;1;4;1;10;4;2;1;6;1992;17;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;2457,54307307866
1953437;1;5;1;10;1;1;1;6;2007;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;23;2457,54307307866
1953437;1;6;1;10;1;2;1;8;2008;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;23;2457,54307307866
1953438;1;1;1;10;1;1;1;1;1967;42;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;2310,2668786434
1953438;1;2;1;10;2;2;1;10;1936;73;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;2310,2668786434
1953438;1;3;1;10;3;1;1;5;1973;36;5;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;23;2310,2668786434
1953439;1;1;1;10;1;2;1;3;1961;48;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;2724,47973894647
1953440;1;1;1;10;1;1;1;4;1979;30;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;23;2741,38220728008
1953440;1;2;1;10;2;2;1;1;1980;29;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;23;2741,38220728008
1953440;1;3;1;10;3;1;1;5;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;23;2741,38220728008
1953440;1;4;1;10;2;1;1;6;2002;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;23;2741,38220728008
1953440;1;5;1;10;2;1;1;6;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;23;2741,38220728008
1953441;1;1;1;10;1;1;1;10;1924;85;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;3179,36760038296
1953441;1;2;1;10;2;2;1;3;1959;50;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;23;3179,36760038296
1953441;1;3;1;10;3;1;1;10;1997;12;5;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;23;3179,36760038296
1953443;1;1;1;10;1;1;1;7;1933;76;1;4;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;23;2996,8182656962
1953444;1;1;1;10;1;1;1;1;1950;59;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;3542,99606663196
1953444;1;2;1;10;2;2;1;3;1955;54;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;23;3542,99606663196
1953444;1;3;1;10;3;1;1;7;1930;79;5;5;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;23;3542,99606663196
1953444;1;4;1;10;4;1;1;6;1955;54;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;23;3542,99606663196
1953445;1;1;1;10;1;1;1;4;1971;38;1;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;23;1250,86033522953
