DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011
1938741;1;2;1;10;2;1;1;2;1975;34;3;2;1; ; ;1;1;20000;2;1;2; ;3;5; ;05;5;05;1123,2172342947
1938741;1;3;1;10;3;2;1;7;1984;25;5;2;1; ; ;1;5; ;1;1;2; ;4;8; ;05;8;05;1123,2172342947
1938741;1;4;1;10;3;2;1;4;2004;5;4; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;1123,2172342947
1938741;1;5;1;10;3;1;1;12;2006;2;4; ;1; ; ;1;5; ;1; ; ; ; ; ; ;05; ;05;1123,2172342947
1938741;1;6;1;10;3;2;1;8;2009;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;1123,2172342947
1938741;1;7;1;10;7;1;1;8;1976;33;3;4;1; ; ;1;1;25000;2;1;2; ;3;5; ;05;5;05;1123,2172342947
1938741;1;8;1;10;8;1;1;3;1987;22;3;4;1; ; ;1;5; ;2;1;1;1;6;1;2;05;12;05;1123,2172342947
1938742;1;1;1;10;1;1;1;6;1978;31;1;3;1; ; ;1;1;26000;2;1;2; ;5;11;2;05;11;05;1174,25197621318
1938742;1;2;1;10;2;2;1;9;1980;29;2;3;1; ; ;1;1;25000;2;1;2; ;6;3;3;05;14;05;1174,25197621318
1938742;1;3;1;10;2;1;1;12;2005;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;1174,25197621318
1938743;1;1;1;10;1;2;1;9;1941;68;1;5;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;813,099127386862
1938743;1;2;1;10;2;2;1;7;1978;31;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;05;8;05;813,099127386862
1938743;1;3;1;10;3;2;1;8;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;813,099127386862
1938744;1;1;1;10;1;1;1;12;1932;76;1;2;1; ; ;1;2;136000;2;2;2; ;1;0; ;05;0;05;920,673595874028
1938744;1;2;1;10;2;2;1;7;1955;54;2;2;1; ; ;1;5; ;2;1;2; ;3;1; ;05;1;05;920,673595874028
1938745;1;1;1;10;1;1;1;8;1948;61;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;05;0;05;752,080251101547
1938745;1;2;1;10;2;2;1;7;1946;63;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;752,080251101547
1938745;1;3;1;10;3;2;1;6;1989;20;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;752,080251101547
1938745;1;4;1;10;3;1;1;10;2009;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;05; ;05;752,080251101547
1938747;1;1;1;10;1;2;1;10;1972;37;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;608,045621640513
1938747;1;2;1;10;2;2;1;5;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;05;7;05;608,045621640513
1938747;1;3;1;10;3;2;1;7;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;05;6;05;608,045621640513
1938747;1;4;1;10;4;2;1;12;1998;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;608,045621640513
1938747;1;5;1;10;1;1;1;12;1928;80;5;5;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;608,045621640513
1938748;1;1;1;10;1;2;1;5;1969;40;1;4;1; ; ;3; ; ;1;1;2; ;3;3; ;05;3;05;797,406694391531
1938748;1;2;1;10;2;2;1;8;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;05;6;05;797,406694391531
1938748;1;3;1;10;3;1;1;7;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;05;1;05;797,406694391531
1938748;1;4;1;10;4;2;1;2;1991;18;3;4;1; ; ;3; ; ;1;1;2; ;4;8; ;05;8;05;797,406694391531
1938751;1;1;1;10;1;1;1;12;1963;45;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;894,571772178132
1938751;1;2;1;10;2;2;1;4;1967;42;2;3;1; ; ;1;1;38000;2;1;2; ;6;5;4;05;16;05;894,571772178132
1938751;1;3;1;10;3;2;1;11;1992;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;894,571772178132
1938751;1;4;1;10;2;2;1;12;2000;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;05;2;05;894,571772178132
1938752;1;1;1;10;1;1;1;1;1971;38;1;3;1; ; ;3; ; ;1;1;2; ;4;9; ;05;9;05;1137,37663334083
1938752;1;2;1;10;2;2;1;5;1977;32;2;3;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;1137,37663334083
1938752;1;3;1;10;2;2;1;2;2000;9;3; ;1; ; ;3; ; ;1;1;1;1;3;3; ;05;3;05;1137,37663334083
1938752;1;4;1;10;2;1;1;7;2003;6;3; ;1; ; ;3; ; ;1;2;1;1;2;1; ;05;0;05;1137,37663334083
1938754;1;1;1;10;1;2;1;1;1961;48;1;6;1; ; ;1;1;400000;2;1;2; ;6;7;5;05;18;05;968,230780270579
1938755;1;1;1;10;1;1;1;12;1936;72;1;3;1; ; ;1;2;250000;2;1;2; ;6;2;3;05;13;05;785,028021300013
1938755;1;2;1;10;2;2;1;8;1937;72;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;785,028021300013
1938756;1;1;1;10;1;1;1;7;1967;42;1;6;1; ; ;1;3;150000;2;1;2; ;6;6;5;05;17;05;1051,93416616841
1938757;1;1;1;10;1;2;1;2;1941;68;1;5;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;475,420757853963
1938757;1;2;1;10;2;1;1;12;1984;24;4;6;1; ; ;1;1;32000;2;1;1;2;6;2;2;05;13;05;475,420757853963
1938757;1;3;1;10;3;1;1;1;1989;20;4;6;2;1;24; ; ; ;2;1;1;2;6;1;2;05;12;05;475,420757853963
1938757;1;4;1;10;4;2;1;5;1985;24;4;6;1; ; ;1;1;28000;2;1;2; ;6;2;3;05;13;05;475,420757853963
1938757;1;5;1;10;5;2;1;3;1987;22;4;6;1; ; ;1;5; ;2;1;1;2;6;0;2;05;11;05;475,420757853963
1938757;1;6;1;10;6;2;1;12;1989;19;4;6;1; ; ;1;5; ;2;1;1;1;6;0;2;05;11;05;475,420757853963
1938757;1;7;1;10;4;2;1;6;1992;17;4;6;1; ; ;1;5; ;2;1;1;2;6;0;2;05;11;05;475,420757853963
1938758;1;1;1;10;1;1;1;8;1931;78;1;5;1; ; ;1;2;65000;2;1;2; ;5;11;2;05;11;05;903,284331311376
1938760;1;1;1;10;1;1;1;9;1967;42;1;2;1; ; ;3; ; ;1;1;2; ;6;2;2;05;13;05;909,901306672662
1938760;1;2;1;10;2;2;1;12;1983;25;2;2;1; ; ;3; ; ;1;1;2; ;4;6; ;05;6;05;909,901306672662
1938760;1;3;1;10;2;2;1;7;2006;3;3; ;1; ; ;3; ; ;1;2;1;1;2;0; ;05;0;05;909,901306672662
1938760;1;4;1;10;2;1;1;6;2008;1;3; ;1; ; ;3; ; ;1; ; ; ; ; ; ;05; ;05;909,901306672662
1938761;1;1;1;10;1;1;1;3;1961;48;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;05;10;05;909,901306672662
1938761;1;2;1;10;2;2;1;8;1972;37;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;909,901306672662
1938761;1;3;1;10;2;2;1;12;2001;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;909,901306672662
1938761;1;4;1;10;2;1;1;10;2004;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;05;0;05;909,901306672662
1938762;1;1;1;10;2;1;1;8;1930;79;1;3;1; ; ;1;5; ;1;1;2; ;3;1; ;05;1;05;870,470488472427
1938762;1;2;1;10;2;2;1;3;1938;71;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;05;6;05;870,470488472427
1938762;1;3;1;10;3;2;1;6;1961;48;3;6;1; ; ;1;1;78000;2;1;2; ;6;10;4;05;21;05;870,470488472427
1938762;1;4;1;10;3;1;1;9;2002;7;4; ;1; ; ;1;5; ;2;1;1;2;2;0; ;05;0;05;870,470488472427
1938762;1;5;1;10;3;2;1;8;2005;4;4; ;1; ; ;1;5; ;2;2;1;2;2;0; ;05;0;05;870,470488472427
1938764;1;1;1;10;1;1;1;8;1974;35;1;6;1; ; ;1;1;72000;2;1;2; ;6;2;3;05;13;05;1051,93416616841
1938765;1;1;1;10;1;2;1;1;1962;47;1;6;1; ; ;1;1;120000;2;1;2; ;6;5;4;05;16;05;849,974470259215
1938765;1;2;1;10;2;2;1;6;1944;65;5;4;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;849,974470259215
1938766;1;1;1;10;1;2;1;4;1943;66;1;6;1; ; ;2;2;377000;2;1;2; ;6;5;4;05;16;05;714,3288956852
1938766;1;2;1;10;2;2;1;1;1941;68;5;4;1; ; ;1;3;62125;2;1;2; ;4;8; ;05;8;05;714,3288956852
1938767;1;1;1;10;1;1;1;4;1954;55;1;4;1; ; ;1;3;62125;2;1;2; ;6;4;2;05;15;05;903,284331311376
1938769;1;1;1;10;2;1;1;12;1924;84;1;5;1; ; ;1;2;59000;2;1;2; ;3;5; ;05;5;05;658,141506856438
1938769;1;2;1;10;2;2;1;1;1964;45;3;4;1; ; ;1;1;50000;2;1;2; ;6;2;3;05;13;05;658,141506856438
1938769;1;3;1;10;3;2;1;12;1989;19;4;6;1; ; ;1;5; ;2;1;1;2;6;1;2;05;12;05;658,141506856438
1938769;1;4;1;10;2;1;1;12;1994;14;4;6;1; ; ;1;5; ;2;1;1;2;4;8; ;05;8;05;658,141506856438
1938770;1;1;1;10;1;1;1;12;1986;22;1;6;1; ; ;1;5; ;2;1;1;1;6;2;2;05;13;05;852,844803404446
1938770;1;2;1;10;1;2;1;2;1992;17;5;6;1; ; ;1;5; ;2;1;1;2;6;0;2;05;11;05;852,844803404446
1938772;1;1;1;10;1;2;1;7;1926;83;1;5;2;2; ; ; ; ;2;1;2; ;5;11;2;05;11;05;714,3288956852
1938772;1;2;1;10;2;2;1;10;1953;56;3;6;1; ; ;1;3;78100;2;1;2; ;6;7;5;05;18;05;714,3288956852
1938773;1;1;1;10;1;1;1;10;1957;52;1;4;1; ; ;1;3;75000;2;1;2; ;5;11;2;05;11;05;827,816405294031
1938773;1;2;1;10;2;1;1;5;1979;30;3;6;1; ; ;1;3;63125;2;1;2; ;6;2;3;05;13;05;827,816405294031
1938773;1;3;1;10;1;2;1;4;1915;94;5;5;1; ; ;1;5; ;2;1;2; ;3;2; ;05;2;05;827,816405294031
1938774;1;1;1;10;1;2;1;2;1948;61;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;569,678523662908
1938774;1;2;1;10;2;2;1;9;1969;40;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;569,678523662908
1938774;1;3;1;10;3;2;1;9;1994;15;4;6;1; ; ;1;5; ;2;1;1;1;4;8; ;05;8;05;569,678523662908
1938775;1;1;1;10;1;2;1;9;1949;60;1;5;1; ; ;1;3;114700;2;1;2; ;5;11;2;05;11;05;849,974470259215
1938775;1;2;1;10;2;2;1;12;1983;25;3;6;1; ; ;1;1;90000;2;1;2; ;6;5;4;05;16;05;849,974470259215
1938776;1;1;1;10;1;2;1;2;1968;41;1;2;1; ; ;1;5; ;2;1;2; ;6;5;4;05;16;05;1069,32343073107
1938776;1;2;1;10;2;1;1;1;1964;45;2;2;1; ; ;1;3;190000;2;1;2; ;6;6;4;05;17;05;1069,32343073107
1938778;1;1;1;10;1;2;1;5;1930;79;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;907,243338198968
1938778;1;2;1;10;2;2;1;7;1984;25;5;6;1; ; ;1;3;62125;2;1;2; ;6;3;2;05;14;05;907,243338198968
1938778;1;3;1;10;1;1;1;4;1993;16;5;6;1; ; ;1;5; ;2;1;1;2;5;10;1;05;10;05;907,243338198968
1938778;1;4;1;10;4;2;1;4;1957;52;6;5;1; ; ;1;4; ;2;2;2; ;3;1; ;05;1;05;907,243338198968
1938779;1;1;1;10;1;1;1;2;1944;65;1;2;1; ; ;1;2;62550;2;1;1;2;3;5; ;05;5;05;886,120671760501
1938779;1;2;1;10;2;2;1;5;1951;58;2;2;1; ; ;1;2;62550;2;1;2; ;3;3; ;05;3;05;886,120671760501
1938779;1;3;1;10;3;1;1;11;1980;29;3;6;1; ; ;1;1;19800;2;1;2; ;5;11;2;05;11;05;886,120671760501
1938780;1;1;1;10;1;1;1;9;1959;50;1;6;2;1;82; ; ; ;2;1;2; ;3;5; ;05;5;05;1051,93416616841
1938781;1;1;1;10;1;2;1;9;1961;48;1;3;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;1086,71269529372
1938781;1;2;1;10;2;1;1;9;1957;52;2;3;1; ; ;1;4; ;2;1;2; ;3;3; ;05;3;05;1086,71269529372
1938781;1;3;1;10;3;2;1;8;1981;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;1086,71269529372
1938782;1;1;1;10;1;1;1;12;1968;40;1;1;1; ; ;1;1;24000;2;1;2; ;6;2;3;05;13;05;1032,44808785871
1938782;1;2;1;10;2;2;1;5;1969;40;2;1;2;1;7; ; ; ;1;1;2; ;6;3;3;05;14;05;1032,44808785871
1938782;1;3;1;10;2;2;1;8;2000;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;05;3;05;1032,44808785871
1938783;1;1;1;10;1;1;1;3;1934;75;1;3;1; ; ;1;2;62550;2;1;2; ;3;5; ;05;5;05;819,806550425317
1938783;1;2;1;10;2;2;1;8;1941;68;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;819,806550425317
1938783;1;3;1;10;2;2;1;5;1968;41;3;6;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;819,806550425317
1938783;1;4;1;10;4;2;1;10;1962;47;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;05;6;05;819,806550425317
1938784;1;1;1;10;1;1;1;10;1931;78;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;05;1;05;886,120671760501
1938784;1;2;1;10;2;2;1;3;1936;73;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;05;2;05;886,120671760501
1938784;1;3;1;10;2;1;1;4;1979;30;3;6;1; ; ;1;1;19800;2;1;2; ;3;5; ;05;5;05;886,120671760501
1938785;1;1;1;10;1;2;1;10;1944;65;1;5;1; ; ;1;5; ;2;1;2; ;3;2; ;05;2;05;1214,35718460206
1938785;1;2;1;10;2;1;1;9;1966;43;3;6;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;1214,35718460206
1938785;1;3;1;10;3;1;1;9;1971;38;3;6;1; ; ;1;1;19800;2;1;2; ;3;5; ;05;5;05;1214,35718460206
1938785;1;4;1;10;4;2;1;2;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;1214,35718460206
1938785;1;5;1;10;5;2;1;10;1978;31;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;1214,35718460206
1938785;1;6;1;10;1;1;1;11;1998;11;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;1214,35718460206
1938785;1;7;1;10;7;1;1;10;1990;19;4;6;1; ; ;3; ; ;2;1;1;2;5;11;2;05;11;05;1214,35718460206
1938786;1;1;1;10;1;2;1;6;1962;47;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;1008,11038364768
1938786;1;2;1;10;2;1;1;1;1988;21;3;6;1; ; ;1;1;28000;2;1;1;1;6;0;2;05;11;05;1008,11038364768
1938787;1;1;1;10;1;1;1;1;1973;36;1;3;1; ; ;1;1;24000;2;1;2; ;5;11;2;05;11;05;1032,44808785871
1938787;1;2;1;10;2;2;1;4;1967;42;2;3;1; ; ;1;5; ;2;1;2; ;6;3;3;05;14;05;1032,44808785871
1938787;1;3;1;10;2;2;1;1;2003;6;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;05;0;05;1032,44808785871
1938788;1;1;1;10;1;2;1;10;1968;41;1;6;1; ; ;1;1;44800;2;1;2; ;6;5;4;05;16;05;968,230780270579
