Directorio;Secuencia_p;Orden;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Clase;Dpto;Fex_c_2011
405180;3;1;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;2;23;2027,32677485255
405180;3;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;35; ; ; ; ; ; ; ;2;23;2027,32677485255
405181;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1140,19214353898
405181;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;23;1140,19214353898
405182;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1120,14521423076
405182;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;35; ; ; ; ; ; ; ;2;23;1120,14521423076
405182;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1120,14521423076
405182;1;6;90; ;2;2;1;2;1;1;2;2;2;2;2;2; ; ;28; ;10;30; ; ; ; ; ; ;2;23;1120,14521423076
405182;1;7;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1120,14521423076
405183;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1747,5539299938
405183;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;42; ;30; ; ; ; ; ; ; ;2;23;1747,5539299938
405183;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1747,5539299938
405183;1;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1747,5539299938
405183;1;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1747,5539299938
405184;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1579,67164700524
405184;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;15; ;28; ; ; ; ; ; ; ; ; ;2;23;1579,67164700524
405184;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1579,67164700524
405185;1;1;90; ;1;2;2;2;2;2;2;2;2;2;2;2;10; ; ; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;10; ;10; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;1;5;90; ;2;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ; ;36; ; ; ;2;23;1046,74707749318
405185;1;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405185;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;23;1046,74707749318
405186;1;1;90; ;1;2;2;2;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;10; ;30; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;1;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;1;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;1;7;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;2;1;90; ;1;2;2;2;2;2;2;2;2;2;2;2;8; ; ; ; ; ; ; ; ; ; ; ;2;23;931,931643411911
405186;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;24; ;10; ; ; ; ; ; ; ;2;23;931,931643411911
405187;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1387,87165828207
405187;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;32; ;21; ; ; ; ; ; ; ;2;23;1387,87165828207
405187;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1387,87165828207
405189;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;12; ;14; ; ; ; ; ; ; ;2;23;1436,07918759428
405189;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;32; ;21; ; ; ; ; ; ; ;2;23;1436,07918759428
405189;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;2;23;1436,07918759428
405189;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;23;1436,07918759428
405189;1;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1436,07918759428
405190;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;32; ; ; ; ; ; ; ; ; ;2;23;1809,37189373335
405190;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;21; ; ; ; ; ; ; ;2;23;1809,37189373335
405190;2;2;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;70; ; ; ; ; ; ; ;2;23;1809,37189373335
405317;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;27;1199,83668422825
405317;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;2;27;1199,83668422825
405318;1;1;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;8;1; ; ; ; ; ; ; ; ; ;2;27;1712,36885764687
405318;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;28; ; ; ; ; ; ; ;2;27;1712,36885764687
405319;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;27;1264,10572235493
405319;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ; ;2;27;1264,10572235493
405320;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;27;1720,47595059152
405320;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;28; ; ; ; ; ; ; ;2;27;1720,47595059152
405320;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;27;1720,47595059152
405320;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;2;27;1720,47595059152
405321;1;1;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;6;24; ; ; ; ; ; ; ; ; ;2;27;1094,45611072924
405322;1;1;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;6;2; ; ; ; ; ; ; ; ; ;2;27;1094,45611072924
405323;1;1;90; ;1;2;2;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ; ; ;2;27;1237,58194252394
405323;1;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;8; ;40; ;8; ; ; ; ; ; ; ;2;27;1237,58194252394
405323;1;3;90; ;1;1;2;2;2;2;2;2;2;2;2;2;8;8; ; ; ; ; ; ; ; ; ; ;2;27;1237,58194252394
405324;1;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;8; ;20; ; ; ; ; ; ; ; ; ;2;27;1094,45611072924
409441;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;30; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;35; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;4;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;30; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;5;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;30; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;6;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;40; ; ; ; ; ; ; ;2;13;1503,53152025861
409441;1;7;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ; ;2;13;1503,53152025861
409444;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;35; ; ; ; ; ; ; ;2;13;2236,51386446303
409444;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;40; ; ; ; ; ; ; ;2;13;2236,51386446303
409444;1;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;21; ; ; ; ; ; ; ;2;13;2236,51386446303
409444;1;4;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;10; ;21; ; ; ; ; ; ; ;2;13;2236,51386446303
409446;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;13;1682,30108850364
409446;1;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1682,30108850364
409447;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1113,80386945169
409447;1;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1113,80386945169
409447;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1113,80386945169
409447;1;4;90; ;2;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;14; ; ; ; ; ; ;2;13;1113,80386945169
409447;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1113,80386945169
409448;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409448;1;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409448;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409448;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409448;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409448;1;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;2340,78229210684
409449;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409449;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409449;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409449;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409450;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1187,39886089906
409450;1;7;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;18; ;16; ; ; ; ; ; ; ;2;13;1187,39886089906
409452;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409452;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409452;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
409452;1;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1432,48925875207
410715;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1360,90689120241
410715;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;63;1360,90689120241
410715;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;63;1360,90689120241
410715;1;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1360,90689120241
410715;1;5;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;8; ; ; ; ; ; ; ;2;63;1360,90689120241
410716;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1177,45885726484
410716;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;4; ;9; ; ; ; ; ; ; ; ; ;2;63;1177,45885726484
410716;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;63;1177,45885726484
410717;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1204,33966869029
410717;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;70; ; ; ; ; ; ; ; ; ;2;63;1204,33966869029
410718;1;1;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;2;63;950,830123832856
410718;1;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;14; ;70; ;28; ; ; ; ; ; ; ;2;63;950,830123832856
410718;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;63;950,830123832856
410718;1;4;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;21; ; ; ; ; ; ; ;2;63;950,830123832856
410718;1;5;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;84; ; ; ; ; ; ; ;2;63;950,830123832856
410719;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;35; ; ; ; ; ; ; ;2;63;837,280875886022
410719;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ; ;2;63;837,280875886022
410719;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;837,280875886022
410719;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;56; ;56; ; ; ; ; ; ; ;2;63;837,280875886022
410722;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;42; ;56; ; ; ; ; ; ; ;2;63;810,976856027714
410722;1;2;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;2;63;810,976856027714
410723;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1200,00957804826
410723;1;2;90; ;1;1;1;2;2;2;2;2;2;2;2;2;3;2;56; ; ; ; ; ; ; ; ; ;2;63;1200,00957804826
410723;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;63;1200,00957804826
410724;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1182,11171027941
410724;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ; ;2;63;1182,11171027941
410724;1;3;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ; ; ;2;63;1182,11171027941
410725;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1585,88701536199
410725;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;2;63;1585,88701536199
410725;1;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1585,88701536199
410725;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1585,88701536199
410727;1;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1248,05427623583
410727;1;2;90; ;2;2;1;2;1;2;2;1;2;2;2;2; ; ;21; ;21; ; ;2; ; ; ; ;2;63;1248,05427623583
410727;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;63;1248,05427623583
410727;1;4;90; ;1;2;2;2;2;2;2;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ; ; ;2;63;1248,05427623583
411076;1;1;90; ;1;2;2;2;2;2;2;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ; ; ;2;63;1037,67294416603
411076;1;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;14; ; ; ; ; ; ; ; ; ;2;63;1037,67294416603
411076;1;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1037,67294416603
411076;1;4;90; ;2;2;1;1;2;2;2;1;2;2;2;2; ; ;21;10; ; ; ;10; ; ; ; ;2;63;1037,67294416603
411618;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;25;1685,77384802267
411618;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;25;1685,77384802267
411618;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;25;1685,77384802267
411624;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;7; ; ; ; ; ; ; ;2;25;2570,71310974889
411624;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;14; ; ; ; ; ; ; ;2;25;2570,71310974889
411624;1;3;90; ;2;2;1;1;2;2;2;2;2;2;2;2; ; ;3;3; ; ; ; ; ; ; ; ;2;25;2570,71310974889
411624;1;4;90; ;2;2;1;1;2;2;2;2;2;2;2;2; ; ;3;4; ; ; ; ; ; ; ; ;2;25;2570,71310974889
411631;1;1;90; ;2;2;1;2;1;2;2;2;1;2;2;2; ; ;7; ;7; ; ; ;7; ; ; ;2;25;2573,11281573628
411631;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;7; ; ; ; ; ; ; ;2;25;2573,11281573628
411631;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;25;2573,11281573628
411632;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;48; ;21; ; ; ; ; ; ; ;2;25;3225,711491204
411632;1;2;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;2;25;3225,711491204
411632;1;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;7; ; ; ; ; ; ; ;2;25;3225,711491204
411637;1;1;90; ;2;1;1;2;1;2;2;2;2;2;2;2; ;2;5; ;5; ; ; ; ; ; ; ;2;25;2519,96294277115
411637;1;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;10; ;20; ;10; ; ; ; ; ; ; ;2;25;2519,96294277115
411637;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;25;2519,96294277115
411638;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;25;2313,14723415384
411638;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;2;25;2313,14723415384
411638;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;25;2313,14723415384
411638;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;25;2313,14723415384
411639;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;25;1879,89171460103
411639;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;15; ; ; ; ; ; ; ;2;25;1879,89171460103
411639;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;25;1879,89171460103
411641;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;25;922,108825109737
411641;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;7; ; ; ; ; ; ; ;2;25;922,108825109737
411641;1;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;25;922,108825109737
411641;1;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;25;922,108825109737
411641;1;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;922,108825109737
411641;1;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;25;922,108825109737
411642;1;1;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ; ;2;25;2927,6686468158
411642;1;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;42; ; ; ; ; ; ; ;2;25;2927,6686468158
411643;1;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;25;1289,61205305975
411643;1;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;25;1289,61205305975
411644;1;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;1; ;14; ; ; ; ; ; ; ;2;25;1860,10781228809
