DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6410;P6640S1;P9440;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6585S4A2;P6773S1;P6775;P6772S1;P388;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P9450;P6915S1;P6915;P6773;P7075;P7077;P390;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S5;P7170S6;P7180;P7240;P7240S1;P514;P515;OFICIO;RAMA2D;OCI;P6430;P6420S1;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;MES;P6420;DPTO;fex_c_2011
3191332;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ; ; ; ; ; ;13;20;2; ;20; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;8; ;1;2;45;52;1;7; ;5241; ; ; ;04; ;13;2415,26993101666
3191332;1;3;1;60;2;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;30000;1;200000;3; ;5; ; ; ; ; ; ; ; ; ; ; ;3; ;13;30;1; ;30; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1; ;2;2;2;2;8; ;2;2;77;15;1;4; ;1581; ; ;30000;04; ;13;2415,26993101666
3191343;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;220; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;800000;1;4000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2;2;13;50; ;.;50; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;3; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;8; ;2;1;61;01;1;4; ;0121; ; ;800000;04; ;13;2894,65891826466
3191343;1;2;1;60;2;1;2;2;12;2;1; ;2;2;2;110; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;589000;1;5900000;3; ;12;3; ; ; ; ; ; ; ; ; ; ;2; ;13;49; ;.;49; ; ;9;1; ;1;1;2;3;1;1; ; ; ; ; ; ; ; ;9;2; ; ; ;2; ; ; ; ; ;2; ;1; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1; ;1;1;54;85;1;4;7491;8532;7491;74;589000;04; ;13;2894,65891826466
3191343;1;3;1;60;2;1;2;2;12;1;1; ;2;2;2;7; ;5; ;800000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;7; ; ;2;2; ; ; ;2; ; ; ; ; ;13;52; ;.;52; ; ;9;7; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;1; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;8; ;1;1;07;85;1;2; ;8511; ; ;800000;04; ;13;2894,65891826466
3191349;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1000000;1;2500000;3; ;12; ; ; ; ; ; ; ; ; ; ;2012;2;1;13;48; ;.;48; ; ;2;8; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2; ;1;1;61;01;1;5; ;0121; ; ;1000000;04; ;13;2163,50067977856
3191352;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;400000;1;4000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2;2;13;30;3;ES SOLO LOS FINES DE SEMANA;30; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;112;4; ;2; ; ; ; ;2;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;8; ;2;1;51;55;1;5; ;5530; ; ;400000;04; ;13;2351,11641035085
3191352;1;3;1;60;2;1;1; ; ;1;2; ;2;2;2;96; ;1; ;150000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;13;30;1; ;30; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;1;1;1;1;2;1;2;2;1;2;2; ;2;1; ;2;2;2;2;8; ;2;2;86;55;1;1; ;5530; ; ;150000;04; ;13;2351,11641035085
3191352;1;4;1;60;2;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;70000;1;70000;1; ;6; ; ; ; ; ; ; ; ; ; ; ;2; ;13;35;1; ;35; ; ;1;5; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;1;10;2;1;1;1;2;1;2;1;2;2;2;2;2; ;2;1; ;2;2;2;2;8; ;1;1;41;52;1;4; ;5223; ; ;70000;04; ;13;2351,11641035085
3191354;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;336; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;580000;1;5800000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;13;50; ;.;50; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;36;2; ;2; ; ; ; ;0;2; ;2; ; ; ; ;2; ; ; ;1;1;1;2;2;2;2;2;2;2;2; ;1;1; ;1;1;1;2;3; ;1;1;94;36;1;4; ;3699; ; ;580000;04; ;13;2511,12630839485
3191354;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;400000;1;4800000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;13;60; ;.;60; ; ;1;6; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;36;4; ;1;7;4; ;90000;0;2; ;2; ;2;8;13;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1; ;1;1;1;2;3; ;1;1;45;92;1;4; ;9242; ; ;490000;04; ;13;2511,12630839485
3191354;1;4;1;60;2;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;300000;1;3600000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;13;50; ;.;50; ; ;2;9; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;1;2;2;2; ;1;1; ;1;1;1;2;3; ;1;1;95;45;1;4; ;4521; ; ;300000;04; ;13;2511,12630839485
3191354;1;5;1;60;2;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ; ; ; ; ; ;13;40; ;.;40; ; ;2;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;75;18;1;6; ;1810; ; ; ;04; ;13;2511,12630839485
3191355;1;1;1;60;2;1;2;1; ;1;1; ;1;1;1;240; ;1; ;2236000;2; ; ;2; ;2; ;2; ;2; ; ;25000;64000; ;2;2; ;1;1; ;2;2;2; ; ; ;1; ;1120000;2236000; ;2;1;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;13;35;3;ES LO ESTABLECIDA PARA LOS TRABAJADORES DEL MAGISTERIO;35; ; ;9;7; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;2; ; ; ;2; ; ; ; ; ;1; ;1; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1; ;1;1;13;80;1;2; ;8043; ; ;2236000;04; ;13;2133,69119383916
3191356;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;270000;1;3000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2; ;13;40; ;.;40; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;75;17;1;4; ;1749; ; ;270000;04; ;13;1736,61091666861
3191357;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;50000;1;600000;3; ;10; ; ; ; ; ; ; ; ; ; ; ;2; ;13;40; ;.;40; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;75;17;1;4; ;1749; ; ;50000;04; ;13;1629,68196931662
3191357;1;3;1;60;2;1;1; ; ;1;1; ;2;2;2;24; ;1; ;240000;2; ; ;1;150000;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ; ;2;2;2;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;13;60; ;.;60; ; ;2;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;6;4; ;2; ; ; ; ;0;2; ;2; ; ; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;1;1; ;1;1;1;2;3; ;1;1;62;01;1;1; ;0121; ; ;390000;04; ;13;1629,68196931662
3191358;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;400000;1;3500000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;13;50; ;.;50; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;1;8; ;2; ; ; ; ;0;2; ;2; ; ; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1; ;1;1;1;2;3; ;1;1;61;01;1;4; ;0140; ; ;400000;04; ;13;2133,69119383916
3191358;1;2;1;60;2;2; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;30000;1;360000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;13;40; ;.;40; ; ;1;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;36;3; ;2; ; ; ; ;48;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;77;15;1;4; ;1594; ; ;30000;04; ;13;2133,69119383916
3191359;1;1;1;60;2;1;2;2;12;1;1; ;2;2;2;96; ;1; ;580000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ; ; ;2; ; ; ;580000;2;2;1;2; ;.; ; ; ; ; ;.;12; ; ;2;2; ; ; ;2; ; ; ; ; ;13;50; ;.;50; ; ;7;7; ;1;2;1;8;1; ;1; ; ; ; ; ; ; ;2;1;48;1; ;2; ; ; ; ;0;2; ;1; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;70;15;1;1; ;1541; ; ;580000;04; ;13;2163,50067977856
3191360;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;600000;1;7000000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;2;2;13;60; ;.;60; ; ;2;7; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;20;1; ;2; ; ; ; ;0;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;41;52;1;4; ;5219; ; ;600000;04; ;13;1946,68955034431
3191365;1;1;1;60;2;2; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;350000;1;3600000;3; ;12; ; ; ; ; ; ; ; ; ; ; ;3; ;13;50; ;.;50; ; ;1;8; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;60;4; ;2; ; ; ; ;0;2; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;3; ;1;1;64;05;1;4; ;0501; ; ;350000;04; ;13;1901,93962505042
