DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;CLASE;DPTO;fex_c_2011
509872;1;4;10;4;2;1;7;1998;9;5;2; ; ;1; ; ;3; ; ;2;1;1;1;1;400;2000;2; ;2; ;3;2; ; ;2;25;1842,07761709951
509873;1;1;10;1;1;1;8;1974;33;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;25;1585,58152827497
509873;1;2;10;2;2;1;3;1977;30;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;25;1585,58152827497
509873;1;3;10;1;1;1;9;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;700;2; ;2; ;3;3; ; ;2;25;1585,58152827497
509874;1;1;10;1;1;1;5;1977;30;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;25;2988,80316145854
509874;1;2;10;2;2;1;10;1982;24;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2988,80316145854
509874;1;3;10;2;1;1;12;1999;7;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;300;2000;2; ;2; ;3;1; ; ;2;25;2988,80316145854
509874;1;4;10;2;2;1;11;2004;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2988,80316145854
509874;1;5;10;2;2;1;8;1950;57;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2988,80316145854
509875;1;1;10;1;1;1;8;1951;56;1;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2876,87333966814
509875;1;2;10;2;1;1;7;1960;47;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2876,87333966814
509875;1;3;10;3;1;1;10;1985;22;3;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;25;2876,87333966814
509875;1;4;10;4;1;1;3;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;3000;2; ;2; ;4;0; ; ;2;25;2876,87333966814
509875;1;5;10;1;1;1;7;1931;76;5;2; ;5;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2876,87333966814
509876;1;1;10;1;1;1;12;1967;39;1;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2411,28077730092
509876;1;2;10;2;2;1;12;1968;38;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2411,28077730092
509876;1;3;10;2;1;1;10;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;2000;2; ;2; ;4;7; ; ;2;25;2411,28077730092
509876;1;4;10;2;2;1;10;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;2000;2; ;2; ;3;3; ; ;2;25;2411,28077730092
509876;1;5;10;2;1;1;4;2002;5;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;250;2000;2; ;2; ;2;0; ; ;2;25;2411,28077730092
509877;1;1;10;1;2;1;7;1957;50;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;25;1337,11450281296
509878;1;1;10;2;1;1;4;1958;49;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;1343,18089446556
509878;1;2;10;2;2;1;2;1962;45;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1343,18089446556
509878;1;3;10;2;2;1;12;1995;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;4; ; ;2;25;1343,18089446556
509878;1;4;10;2;2;1;1;1929;78;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1343,18089446556
509879;1;1;10;1;1;1;11;1964;42;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2720,24338969081
509879;1;2;10;2;2;1;2;1962;45;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;2720,24338969081
509879;1;3;10;2;1;1;1;1990;17;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;25;2720,24338969081
509879;1;4;10;4;2;1;7;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;4;6; ; ;2;25;2720,24338969081
509879;1;5;10;5;1;1;1;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;5;10;1; ;2;25;2720,24338969081
509880;1;1;10;2;1;1;6;1942;65;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2267,10496601116
509880;1;2;10;2;2;1;11;1940;66;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2267,10496601116
509880;1;3;10;2;1;1;6;1977;30;3;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2267,10496601116
509880;1;4;10;2;2;1;1;1997;10;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;4000;2; ;2; ;3;1; ; ;2;25;2267,10496601116
509881;1;1;10;1;1;1;5;1971;36;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1488,61310708751
509881;1;2;10;2;2;1;7;1981;26;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;1488,61310708751
509882;1;1;10;1;2;1;10;1944;62;1;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1178,42529567649
509882;1;2;10;2;2;1;8;1969;38;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;1178,42529567649
509882;1;3;10;3;2;1;11;1975;31;3;2; ;5;1; ; ;2;1;800000;2;1;2; ; ; ; ;2; ;2; ;6;5;4; ;2;25;1178,42529567649
509882;1;4;10;3;1;1;5;2003;4;4;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;POR LA  EDAD;2;25;1178,42529567649
509882;1;5;10;2;2;1;12;1992;14;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;3000;2; ;2; ;4;7; ; ;2;25;1178,42529567649
509882;1;6;10;6;1;1;9;1995;12;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;2;25;1178,42529567649
509882;1;7;10;2;1;1;9;1997;10;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;25;1178,42529567649
509883;1;1;10;2;1;1;3;1951;56;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;1099,8621428152
509883;1;2;10;2;2;1;7;1955;52;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1099,8621428152
509883;1;3;10;3;2;1;3;1984;23;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;1099,8621428152
509883;1;4;10;3;1;1;3;2004;3;4;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;1099,8621428152
509883;1;5;10;3;1;1;12;1978;28;3;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;1099,8621428152
509883;1;6;10;3;2;1;11;1979;27;5;2; ;6;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;1099,8621428152
509883;1;7;10;3;1;1;5;2005;2;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1099,8621428152
509884;1;1;10;1;1;1;10;1965;42;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2411,73368427166
509884;1;2;10;2;2;1;2;1971;36;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2411,73368427166
509884;1;3;10;3;2;1;7;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;4000;2; ;2; ;4;7; ; ;2;25;2411,73368427166
509884;1;4;10;2;2;1;4;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;2; ; ;2;25;2411,73368427166
509885;1;1;10;1;1;1;11;1969;37;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;1830,80324303118
509885;1;2;10;1;1;1;11;1933;73;5;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1830,80324303118
509885;1;3;10;1;2;1;6;1943;64;5;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1830,80324303118
509888;1;1;10;1;2;1;7;1948;59;1;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2106,90265702985
509888;1;2;10;2;1;1;3;1979;28;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;25;2106,90265702985
509888;1;3;10;1;1;1;7;2002;5;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;400;2500;2; ;2; ;3;1; ; ;2;25;2106,90265702985
509889;1;1;10;1;1;1;2;1937;70;1;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2347,99700850916
509889;1;2;10;2;2;1;12;1967;39;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2347,99700850916
509889;1;3;10;3;1;1;10;1989;17;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;1; ; ;2;25;2347,99700850916
509889;1;4;10;4;2;1;1;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;25;2347,99700850916
509889;1;5;10;5;1;1;2;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;4000;2; ;2; ;3;5; ; ;2;25;2347,99700850916
509891;1;1;10;1;1;1;5;1965;42;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2818,11192666797
509891;1;2;10;2;2;1;2;1984;23;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2818,11192666797
509891;1;3;10;2;1;1;7;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2818,11192666797
509892;1;1;10;1;1;1;7;1948;59;1;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1997,50969298321
509893;1;1;10;1;2;1;5;1944;63;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1892,1920169142
509893;1;2;10;1;1;1;10;1978;29;3;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;25;1892,1920169142
509894;1;1;10;1;1;1;6;1944;63;1;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;1522,29775948321
509894;1;2;10;2;2;1;10;1959;48;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1522,29775948321
509894;1;3;10;3;1;1;8;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;25;1522,29775948321
509895;1;1;10;1;2;1;10;1980;27;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;25;2152,49471972432
509895;1;2;10;2;1;1;6;1969;38;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2152,49471972432
509895;1;3;10;1;2;1;4;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;400;3000;2; ;2; ;3;1; ; ;2;25;2152,49471972432
509896;1;1;10;1;2;2; ; ;72;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1892,1920169142
509896;1;2;10;2;1;1;6;1981;26;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;25;1892,1920169142
509897;1;1;10;1;1;1;2;1972;35;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2027,35129268238
509897;1;2;10;2;2;1;4;1936;71;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2027,35129268238
509898;1;1;10;1;1;1;2;1972;35;1;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2536,20855688115
509900;1;1;10;1;2;1;6;1956;51;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2670,34224888831
509900;1;2;10;2;1;1;11;1946;60;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2670,34224888831
509900;1;3;10;3;1;1;8;1974;33;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2670,34224888831
509900;1;4;10;4;1;1;3;1977;30;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2670,34224888831
509900;1;5;10;5;2;1;1;1983;24;3;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2670,34224888831
509900;1;6;10;6;1;1;10;1977;30;5;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;25;2670,34224888831
509900;1;7;10;1;2;1;1;2001;6;4;2; ; ;1; ; ;3; ; ;2;1;1;1;1;400;3000;2; ;2; ;3;0; ; ;2;25;2670,34224888831
509902;1;1;10;1;2;1;11;1967;39;1;2; ;2;1; ; ;1;1;77000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;2;25;2771,17866045249
509902;1;2;10;2;1;1;10;1971;36;2;2; ;2;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2771,17866045249
509902;1;3;10;3;2;1;10;1989;18;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;5;10;1; ;2;25;2771,17866045249
509902;1;4;10;4;1;1;9;1994;13;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;3;4; ; ;2;25;2771,17866045249
509902;1;5;10;1;2;1;5;2000;7;3;2; ; ;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;3;1; ; ;2;25;2771,17866045249
511268;1;1;10;1;1;1;2;1952;55;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1795,29510033602
511268;2;1;10;1;1;1;5;1945;62;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1795,29510033602
511276;1;1;10;1;2;1;3;1954;53;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;1247,97187199627
511278;1;1;10;1;1;1;2;1955;52;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2258,85336874636
511278;1;2;10;2;2;1;11;1959;47;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2258,85336874636
511278;1;3;10;3;1;1;2;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;500;2000;2; ;2; ;5;10;1; ;2;25;2258,85336874636
511278;1;4;10;4;1;1;8;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;4000;2; ;2; ;4;6; ; ;2;25;2258,85336874636
511279;1;1;10;1;1;1;2;1944;63;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;1099,8621428152
511279;1;2;10;2;2;1;8;1955;52;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;1099,8621428152
511280;1;1;10;1;1;1;12;1964;42;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2305,2423395318
511280;1;2;10;2;2;1;1;1966;41;2;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2305,2423395318
511280;1;3;10;3;1;1;5;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;25;2305,2423395318
511280;1;4;10;4;2;1;7;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;3000;2; ;2; ;3;4; ; ;2;25;2305,2423395318
511285;1;1;10;1;1;1;8;1935;72;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2213,15604283529
511285;1;2;10;2;1;1;3;1961;46;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2213,15604283529
511285;1;3;10;2;1;1;8;1999;8;4;2; ; ;1; ; ;3; ; ;2;1;1;1;1;500;5000;2; ;2; ;3;1; ; ;2;25;2213,15604283529
511289;1;1;10;1;1;1;4;1981;26;1;2; ;5;1; ; ;1;1;19000;2;1;1;1;2; ; ;2; ;2; ;6;1;1; ;2;25;2508,34919562753
511292;1;1;10;1;1;1;11;1931;75;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1548,57891547544
511292;1;2;10;2;2;1;1;1948;59;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1548,57891547544
511294;1;1;10;1;1;2; ; ;44;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2176,40172920204
511294;1;2;10;2;2;2; ; ;37;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2176,40172920204
511294;1;3;10;1;2;2; ; ;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;500;4000;2; ;2; ;3;4; ; ;2;25;2176,40172920204
511296;1;1;10;1;2;1;3;1969;38;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;25;2554,29793933964
511296;1;2;10;2;1;1;5;1968;39;2;2; ;6;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;25;2554,29793933964
511296;1;3;10;3;2;1;11;1991;15;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3500;2; ;2; ;4;8; ; ;2;25;2554,29793933964
511296;1;4;10;4;2;1;3;1995;12;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3500;2; ;2; ;3;5; ; ;2;25;2554,29793933964
511296;1;5;10;1;1;1;9;1996;11;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3500;2; ;2; ;3;4; ; ;2;25;2554,29793933964
511297;1;1;10;1;1;2; ; ;33;1;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;1439,26272649558
511297;1;2;10;2;1;2; ; ;68;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1439,26272649558
511297;1;3;10;1;2;2; ; ;36;5;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1439,26272649558
511297;1;4;10;1;1;2; ; ;38;5;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1439,26272649558
511298;1;1;10;1;1;2; ; ;44;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2176,40172920204
511298;1;2;10;2;2;2; ; ;37;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2176,40172920204
511298;1;3;10;1;2;2; ; ;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;500;4000;2; ;2; ;3;4; ; ;2;25;2176,40172920204
516224;1;1;10;2;1;2; ; ;47;1;2; ;2;9;9; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2150,39090187774
516224;1;2;10;2;2;1;7;1980;27;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2150,39090187774
516224;1;3;10;2;2;1;11;2005;1;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2150,39090187774
516224;1;4;10;2;1;2; ; ;27;5;2; ;5;9;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2150,39090187774
516225;1;1;10;1;1;2; ; ;30;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2157,48807520719
516225;1;2;10;2;2;1;5;1977;30;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;25;2157,48807520719
516225;1;3;10;2;1;1;10;1999;8;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;1; ; ;2;25;2157,48807520719
516225;1;4;10;2;1;1;1;2001;6;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;200;2000;2; ;2; ;3;1; ; ;2;25;2157,48807520719
516225;1;5;10;2;2;1;10;2006;1;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2157,48807520719
516231;1;1;10;1;1;1;6;1923;84;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1980,29358156281
516231;1;2;10;2;2;1;12;1960;46;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1980,29358156281
516231;1;3;10;3;1;1;4;1979;28;3;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;1980,29358156281
516231;1;4;10;4;1;1;12;1984;22;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;25;1980,29358156281
516231;1;5;10;5;1;1;3;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;1980,29358156281
516231;1;6;10;2;1;1;7;1999;8;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;200;3000;2; ;2; ;3;1; ; ;2;25;1980,29358156281
516233;1;1;10;1;1;1;5;1964;43;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;3060,01274678363
516233;1;2;10;1;1;1;9;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;3000;2; ;2; ;3;5; ; ;2;25;3060,01274678363
516233;1;3;10;1;1;1;6;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;3000;2; ;2; ;3;5; ; ;2;25;3060,01274678363
516235;1;1;10;1;2;1;7;1937;70;1;2; ;4;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1966,43985797471
516235;1;2;10;2;1;1;7;1980;27;4;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;1966,43985797471
