DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6465S1A1;P6465S2A1;P6465S1;P6465S2;P6660S2;P6660S1A1;P6660S2A1;P6660S1;P6400;P6422;P6424S2;P6424S3;P6424S4;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6530;P6530S1;P6540;P6540S1;P6540S2;P6550;P6550S1;P6550S2;P6560;P6560S1;P6560S2;P6570;P6570S1;P6570S2;P6580;P6580S1;P6580S2;P6630S3;P6630S5;P6630S5A1;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642;P6642S2;P6642S1;P6642S2A1;P6643;P6643S1;P6643S2;P6643S2A1;P6644;P6644S1;P6644S2;P6644S2A1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P7080;P760;P7090;P7100;P7110;P7120;P7130;P7140;P7150;P7160;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;RAMA4D;OFICIO;RAMA2D;OCI;DPTO;fex_c_2011
509878;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;10000;2; ; ;1;18000;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;16;1; ;16; ; ;1;7;16;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;60;3; ;1;2;6; ; ;10000;0;1;30;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2; ;2;2;2;3;3;2;2;2;3;3; ;2;0111;62;01;1;25;1343,18089446556
509879;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;77; ; ;77; ; ;1;7;19;2; ; ; ; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;1;360;6; ;2; ; ; ; ;0;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;3;2;2;2;2;3;8; ;2;0111;60;01;1;25;2720,24338969081
509879;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;420;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;100000;1;500000;2; ;8;30;2; ;30; ; ;2; ; ; ; ; ; ; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;1;14;4; ;200000;2400000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;5; ;2;0111;62;01;1;25;2720,24338969081
509879;1;3;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;7;16;2; ; ; ; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;0; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;2;0111;62;01;1;25;2720,24338969081
509879;1;4;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;5;3;ES  LA  HORA  QUE  PUEDE;5; ; ;2; ; ; ; ; ; ; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;0; ;1;7;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;2;5219;45;52;1;25;2720,24338969081
509879;1;5;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2; ;2; ; ;2; ; ; ; ; ; ; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;0; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;2;3;5; ;2;5219;45;52;1;25;2720,24338969081
509880;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;0;1;40000;1; ;3;8;2; ;8; ; ;1;7;15;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;120;8; ;2; ; ; ; ;40000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;3;3; ;2;0111;62;01;1;25;2267,10496601116
509880;1;3;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;96000;2; ; ;1;108000;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;24;1; ;24; ; ;1;7;16;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;1;2;6; ; ;1152000; ;1;24;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;3;9; ;2;0121;62;01;1;25;2267,10496601116
509881;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;0;1;0;1; ;5;27;1; ;27; ; ;1;7;16;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;12;8; ;1;21;8; ;80000;840000;0;1;6;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2;2;2;2;2;2;3;5; ;2;0121;62;01;1;25;1488,61310708751
509882;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;21000;1;252000;3; ;12;84; ; ;84; ; ;1;8;19;2; ; ; ; ; ;2;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;252000; ;2; ; ; ;1;1;2;1;1;1;2;1;2;1;2;2;2; ;3;2;2;2;2;2;2;2;3;3; ;2;5219;41;52;1;25;1178,42529567649
509882;1;3;60;1;2;1; ; ; ; ; ;1; ;98; ;1;1;1;1;2;1;132;2; ;1; ;975000;2; ; ;2; ;2; ;2; ;2; ;40000;14000; ;2;1;1;1;1;35000;2;1;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2; ; ;98;900000;400000;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;30;3;SE  AJUSTA   A LAS  NORMAS DE  LA  ESCUELA  DEL  MUNICIPIO;30; ; ;1;8;14;2; ; ; ; ; ;9;7; ;1; ;1;3;1;13;1;1; ; ; ; ; ; ; ; ;2;1;24;2; ;2; ; ; ; ;98;0;1;20;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;3;3;5; ;2;8012;13;80;1;25;1178,42529567649
509882;1;6;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;7;1; ;7; ; ;2; ; ; ; ; ; ; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;0; ;1;31;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2; ;2;2;2;3;2;2;2;3;3;3; ;2;5219;45;52;1;25;1178,42529567649
509883;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;96000;2; ; ;1;64000;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;27;1; ;36; ; ;1;7;17;2; ; ; ; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;1;24;4; ;0;1152000; ;1;16;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2; ;2;2;2;2;3;2;2;2;3;3; ;2;0121;62;01;1;25;1099,8621428152
509883;1;5;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;48000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;27;1; ;36; ; ;1;7;17;2; ; ; ; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;6;1; ;1;12;6; ; ;2400000;5;1;24;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2; ;2;2;2;2;2;2;2;2;3;3; ;2;0121;62;01;1;25;1099,8621428152
509884;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;51000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;24;2; ;24; ; ;1;7;16;2; ; ; ; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;1;24;4; ;20000;980000; ;2; ; ; ;1;1;2;1;1;1;2;1;2;2;1;2;2; ;3;3;2;3;2;2;2;2;3;9; ;2;0121;62;01;1;25;2411,73368427166
509884;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;180;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;2; ;6; ; ;1;10;16;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;0;8; ;2; ; ; ; ;0;0;2; ; ; ;1;1;2;9;1;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;3;5; ;2;0111;62;01;1;25;2411,73368427166
509885;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;160000;1;1920000;3; ;12;28;1; ;28; ; ;1;7;16;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;36;1; ;1;24;6; ; ;1920000;0;1;21;2;1;1;1;2;1;1;1;2;1;2;2;1;2;2; ;2;3;2;2;2;2;2;2;3;9; ;2;0111;62;01;1;25;1830,80324303118
509885;1;3;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;480;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;23000;1;276000;3; ;12;12;2; ;12; ; ;1;9;13;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;276000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;5; ;2;0111;62;01;1;25;1830,80324303118
509888;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;100000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;30;1; ;30; ; ;1;6;14;2; ; ; ; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;120000; ;1;30;2;1;1;1;2;1;2;1;2;1;2;2;1;2;2; ;2;2;2;3;3;3;2;2;3;8; ;2;0121;62;01;1;25;2106,90265702985
509889;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;0;0;1800000;3; ;12;70; ; ;70; ; ;1;7;17;2; ; ; ; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;2200000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;2;0117;61;01;1;25;2347,99700850916
509889;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;182;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;70; ; ;70; ; ;1;7;17;2; ; ; ; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;0; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;3; ;2;0117;61;01;1;25;2347,99700850916
