DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;AREA;fex_c_2011
507152;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;161,601908782892
507152;1;2;80;1;2;0; ;2; ;2; ;2; ; ;1; ;4;1;1;47;47;161,601908782892
507152;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;161,601908782892
507153;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,369549099581
507153;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,369549099581
507153;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,369549099581
507154;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;212,540149637968
507155;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;108,661049440691
507156;1;2;80;1;1;5; ;2; ;2; ;1;800000; ;1; ;1;1;1;47;47;109,023887324538
507156;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;109,023887324538
507157;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;125,803608524162
507159;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;1;47;47;133,722713302671
507159;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;1;2;1;47;47;133,722713302671
507159;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;133,722713302671
507160;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;96,1511449712073
507162;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;47;47;203,844440123287
507163;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;4; ;1;47;47;195,848826087883
507164;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;217,616498384123
507164;1;4;80;2; ; ; ;2; ;2; ;2; ;1;2; ;8; ;1;47;47;217,616498384123
507164;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;217,616498384123
507165;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;91,4329148404799
507166;1;2;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;47;47;119,760523721288
507166;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,760523721288
507168;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507168;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507168;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507169;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;198,608810829145
507169;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;198,608810829145
507171;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;217,322098881382
507172;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,760523721288
507172;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,760523721288
507177;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;115,582365578183
507177;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;115,582365578183
507181;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;118,460988044805
507182;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;312,147557252179
507182;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;312,147557252179
507182;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;312,147557252179
507186;1;1;80;1;2;2; ;2; ;2; ;2; ; ;2; ;9;1;1;47;47;244,479791985067
507187;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,087779230308
507187;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,087779230308
507189;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;93,4132396314881
507189;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;93,4132396314881
507189;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;93,4132396314881
507190;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;123,412633902455
507193;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;72,9842303834952
507193;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;72,9842303834952
507194;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;88,8722436045368
507194;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;88,8722436045368
507197;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;104,072241466888
507197;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;104,072241466888
507198;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;114,168674451799
507198;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;114,168674451799
507199;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;107,876907214979
507200;1;1;80;2; ; ; ;1;1;2; ;2; ;1;4; ;8; ;1;47;47;109,023887324538
507200;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;109,023887324538
507200;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;109,023887324538
507200;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;109,023887324538
507201;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;97,9244130439416
507202;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;81,3107240552063
507203;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;213,470451602066
507203;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;213,470451602066
507204;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;244,14772756329
507205;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;256,373284380957
507205;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;256,373284380957
507205;1;7;80;2; ; ; ;2; ;2; ;2; ;1;2; ;5; ;1;47;47;256,373284380957
507205;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;256,373284380957
507205;1;11;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;256,373284380957
507207;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;5; ;1;47;47;100,315387665649
507208;1;1;80;1;2;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;108,234492444158
507208;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;108,234492444158
507209;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;111,412870229073
507209;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,412870229073
507209;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,412870229073
507209;1;5;80;1;4;5; ;2; ;2; ;2; ; ; ; ;8;2;1;47;47;111,412870229073
507212;1;1;80;1;4;4; ;3; ;2; ;1;9000000; ; ; ;10;2;1;47;47;105,884740072272
507212;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;105,884740072272
507212;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;105,884740072272
507213;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;53,0929252803017
507214;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;56,9877665910941
507214;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;56,9877665910941
507215;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;117,820784632967
507215;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,820784632967
507217;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;120,57459713852
507217;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;120,57459713852
507218;1;4;80;1;4;2; ;3; ;2; ;2; ; ; ; ;8;2;1;47;47;25,7523196712974
507219;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;38,8890392028921
507221;3;2;80;1;1;5; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;92,6822080482409
507222;1;1;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;135,443050605962
507222;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;135,443050605962
507224;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;141,93725220901
507225;1;2;80;1;4;0; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;122,651873240105
507225;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,651873240105
507225;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,651873240105
507227;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;104,407970292013
507227;1;5;80;2; ; ; ;2; ;2; ;2; ;1;1; ;5; ;1;47;47;104,407970292013
507228;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;139,796725700644
507228;1;7;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;139,796725700644
507229;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;122,922994340369
507229;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;11;2;1;47;47;122,922994340369
507229;1;5;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;122,922994340369
507230;1;1;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;47;47;128,148641627629
507230;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;128,148641627629
507230;1;6;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;128,148641627629
507230;1;8;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;47;47;128,148641627629
507231;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;116,328647821905
507231;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;116,328647821905
507231;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;116,328647821905
507231;1;6;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;116,328647821905
507232;1;3;80;1;1;5; ;2; ;2; ;2; ; ; ; ;2;2;1;47;47;128,19126476693
507232;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,19126476693
507233;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;37,0237901707365
507234;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;25,9443806948489
507234;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;25,9443806948489
507235;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;8;2;1;47;47;37,6131154582886
507236;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;116,559649073506
507237;1;2;80;1;3;2; ;2; ;2; ;2; ; ;3; ;9;1;1;47;47;125,965364183008
507237;1;5;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;47;47;125,965364183008
507237;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;125,965364183008
507237;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;125,965364183008
507237;2;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;125,965364183008
507238;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;58,2349500828037
507238;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;58,2349500828037
507238;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;58,2349500828037
507238;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;58,2349500828037
507238;1;7;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;58,2349500828037
507243;1;7;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;104,238170516892
507244;1;4;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;131,201676065228
507244;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;131,201676065228
507246;1;2;80;1;4;0; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;126,797629600947
507246;3;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;126,797629600947
507247;1;2;80;1;4;1; ;2; ;2; ;2; ; ; ; ;2;2;1;47;47;119,553834171357
507248;1;1;80;1;3;8;CAMBIO DE CIUDAD;2; ;2; ;2; ; ; ; ;9;2;1;47;47;112,296557607986
507248;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;112,296557607986
507248;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;112,296557607986
507250;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;128,704620781087
507250;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;128,704620781087
507250;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,704620781087
507251;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;113,186138301808
507252;1;1;80;2; ; ; ;2; ;2; ;2; ;1;4; ;4; ;1;47;47;122,742069534589
507252;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,742069534589
507253;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;1;47;47;140,408053458881
507253;1;2;80;1;4;8;RECORTE DE PERSONAL;2; ;2; ;2; ; ; ; ;8;2;1;47;47;140,408053458881
507253;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;140,408053458881
507255;1;2;80;1;1;5; ;2; ;2; ;1;1500000; ; ; ;9;2;1;47;47;119,763345854086
507256;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;137,717156221991
507256;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;137,717156221991
507257;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;52,2039851460064
507258;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;50,5832549707721
507258;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;50,5832549707721
507259;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;70,2814907622899
507259;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;70,2814907622899
507259;1;3;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;70,2814907622899
507259;1;4;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;70,2814907622899
507259;1;5;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;70,2814907622899
507260;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;85,4782276871444
507261;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;102,706362287356
507263;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507263;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507263;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507267;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,553834171357
507267;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,553834171357
507268;1;2;80;1;4;0; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;111,777699830092
507268;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507268;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507270;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;30,8119086862067
507271;1;2;80;1;4;2; ;2; ;2; ;2; ; ;2; ;5;1;1;47;47;31,6889614221437
507271;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;31,6889614221437
507273;1;1;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;1;47;47;129,630130676307
507274;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;121,818591650669
507276;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;48,0755724856037
507276;1;3;80;1;4;0; ;2; ;2; ;2; ; ; ; ;3;2;1;47;47;48,0755724856037
507276;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;48,0755724856037
507277;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;101,318428961334
507279;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;123,412633902455
507280;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;111,777699830092
507280;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507280;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;111,777699830092
507281;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,369549099581
507281;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,369549099581
507282;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;131,628233061761
507282;1;3;80;1;1;0; ;2; ;2; ;2; ; ;1; ;1;1;1;47;47;131,628233061761
507282;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;131,628233061761
507282;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;131,628233061761
507283;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;91,5955760340863
507283;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;91,5955760340863
507284;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;120,378465198778
507285;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;103,069200171203
507289;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;127,743347612483
507289;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;127,743347612483
507289;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;127,743347612483
507290;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;127,021845235948
507291;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;138,931219542619
507291;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;138,931219542619
507292;1;2;80;1;3;0; ;2; ;2; ;2; ; ;1; ;5;1;1;47;47;19,9557153231045
507292;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;19,9557153231045
507292;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;19,9557153231045
507292;1;5;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;19,9557153231045
507295;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;99,5312454399366
507298;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;122,662859025102
507298;1;2;80;1;4;0; ;2; ;2; ;2; ; ;2; ;5;1;1;47;47;122,662859025102
507298;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,662859025102
507298;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;122,662859025102
507298;1;6;80;1;1;3; ;2; ;2; ;1;2602000; ; ; ;4;2;1;47;47;122,662859025102
507298;1;7;80;1;3;7; ;2; ;2; ;2; ; ; ; ;2;2;1;47;47;122,662859025102
507298;1;11;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;1;47;47;122,662859025102
507298;2;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;5;2;1;47;47;122,662859025102
507300;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;91,7905000696584
507301;1;2;80;1;4;0; ;2; ;1;180000;1;1260000; ; ; ;8;2;1;47;47;128,920258913563
507301;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507301;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507301;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;128,920258913563
507302;1;1;80;1;1;2; ;2; ;2; ;1;630000; ; ; ;9;2;1;47;47;125,545514260387
507302;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;125,545514260387
507303;1;2;80;1;3;6; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;117,45794674912
507304;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;1;2;1;47;47;103,43203805505
507304;1;3;80;1;2;5; ;2; ;2; ;2; ; ; ; ;1;2;1;47;47;103,43203805505
507304;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;103,43203805505
507305;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;144,808272134605
507306;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;163,586095719683
507306;1;7;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;163,586095719683
507307;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;100,678225549496
507308;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;20,6864076110099
507308;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;20,6864076110099
507308;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;20,6864076110099
507310;1;2;80;1;1;2; ;2; ;2; ;1;5000000; ;1; ;9;1;1;47;47;96,0623085169702
507310;1;5;80;1;3;0; ;2; ;2; ;2; ; ; ; ;8;2;1;47;47;96,0623085169702
507312;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;134,149270299205
507314;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;134,581776533957
507315;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;72,610737988482
507315;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;72,610737988482
507315;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;72,610737988482
507315;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;72,610737988482
507318;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;111,052024062398
507319;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;87,8831177575145
507319;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;87,8831177575145
507320;1;2;80;1;1;2; ;2; ;2; ;1;400000; ; ; ;9;2;1;47;47;101,01395437462
507321;1;1;80;2; ; ; ;3; ;2; ;2; ;1;4; ;10; ;1;47;47;119,427617028962
507321;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;119,427617028962
507323;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;151,654667266523
507323;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;151,654667266523
507323;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;151,654667266523
507324;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;126,166446408009
507324;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;126,166446408009
507325;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;103,43203805505
507326;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;108,234492444158
507328;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;117,820784632967
507330;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;22,9585941395606
507330;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;22,9585941395606
507331;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;107,876907214979
507334;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;47;47;81,7352893345682
507337;1;1;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;125,10504181519
507341;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;84,6940854614323
507341;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;47;47;84,6940854614323
507342;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;106,463216088595
507342;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;47;47;106,463216088595
507343;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;47;47;115,491537406774
507344;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;50;50;107,286845831937
507351;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;50;50;125,46472663625
507351;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;50;50;125,46472663625
507353;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;50;50;144,019421381511
507353;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;50;50;144,019421381511
507354;1;2;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;50;50;165,670340012994
507356;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;50;50;242,293365908974
507356;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;50;50;242,293365908974
