DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;fex_c_2011
1802695;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;18;1519,53278439898
1802696;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;18;1295,03436744353
1802696;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;56; ; ; ; ; ; ;2;18;1295,03436744353
1802697;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;18;1118,52929944165
1802697;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;30; ; ; ; ; ; ;2;18;1118,52929944165
1802698;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;18;1411,03510204696
1802698;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;26; ;18; ; ; ; ; ; ;2;18;1411,03510204696
1802699;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;18;821,058226208107
1802699;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;3;21; ; ; ; ; ; ; ; ;2;18;821,058226208107
1802699;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;18;821,058226208107
1802700;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;18;1203,34518334229
1802701;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;18;1058,02496604321
1802701;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;27; ;21; ; ; ; ; ; ;2;18;1058,02496604321
1802702;1;1;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;8;2;18;1128,2556357787
1802702;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;2;27; ;18; ; ; ; ; ; ;2;18;1128,2556357787
1820436;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;70;1530,27861198977
1820436;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;25;30; ;5; ; ; ; ; ; ;2;70;1530,27861198977
1820436;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;4;8; ; ; ; ; ; ; ; ;2;70;1530,27861198977
1820437;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;2;70;1601,96515904191
1820437;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;14;21; ;35; ; ; ; ; ; ;2;70;1601,96515904191
1820437;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;70;1601,96515904191
1820437;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;70;1601,96515904191
1820438;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;7; ; ; ; ; ; ;2;70;1267,94531649045
1820438;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;14; ; ; ; ; ; ;2;70;1267,94531649045
1820438;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;70;1267,94531649045
1820439;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;30; ; ;15; ; ; ; ; ;2;70;1333,81699034177
1820439;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;70;1333,81699034177
1820439;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;70;1333,81699034177
1820440;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ;2;70;1884,48521964195
1820440;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;3;15; ;10; ; ; ; ; ; ;2;70;1884,48521964195
1820440;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;70;1884,48521964195
1820440;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;70;1884,48521964195
1820440;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;70;1884,48521964195
1820441;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;8;30; ;10; ; ; ; ; ; ;2;70;1740,18012073663
1820441;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;49; ;12; ; ; ; ; ; ;2;70;1740,18012073663
1820441;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;70;1740,18012073663
1820441;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;25; ; ; ; ; ; ;2;70;1740,18012073663
1820442;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;70;1602,01497073906
1820442;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;50; ; ; ; ; ; ; ; ;2;70;1602,01497073906
1820442;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;19; ; ; ; ; ; ; ; ;2;70;1602,01497073906
1820442;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;70;1602,01497073906
1820442;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;70;1602,01497073906
1820443;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;10;15; ; ; ; ; ; ; ; ;2;70;2211,14228950256
1820443;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;20;30; ; ; ; ; ; ; ; ;2;70;2211,14228950256
1820445;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;70;1802,23928763893
1820445;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;10;40; ; ; ; ; ; ; ; ;2;70;1802,23928763893
1820445;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;25;10; ; ; ; ; ; ; ; ;2;70;1802,23928763893
1820445;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;2;70;1802,23928763893
1828393;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;24; ; ; ; ; ; ; ; ;2;23;1112,70026284169
1828394;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;7; ;7; ; ; ; ; ; ;2;23;1778,70667856332
1828394;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;7; ; ; ; ; ; ;2;23;1778,70667856332
1828394;1;3;1;90; ;1;1;2;1;2;2;2;2;2;2;7;7; ;7; ; ; ; ; ; ;2;23;1778,70667856332
1828394;1;4;1;90; ;1;1;2;1;2;2;2;2;2;2;7;24; ;20; ; ; ; ; ; ;2;23;1778,70667856332
1828395;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;7; ; ; ; ; ; ;2;23;708,006916344906
1828395;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;12; ; ; ; ; ; ;2;23;708,006916344906
1828396;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828396;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;4;36; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828396;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828396;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;6;12; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828397;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;23;1678,58441546803
1828397;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;2;23;1678,58441546803
1828398;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828398;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828398;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828398;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1444,87144125082
1828399;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1303,14499037571
1828399;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;28; ;12; ; ; ; ; ; ;2;23;1303,14499037571
1828399;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1303,14499037571
1828399;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;7; ; ; ; ; ; ;2;23;1303,14499037571
1828401;1;1;1;90; ;1;1;2;2;2;1;2;2;2;2;4;14; ; ; ;7; ; ; ; ;2;23;708,006916344906
1828401;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;4;28; ;12; ; ; ; ; ; ;2;23;708,006916344906
1828401;1;3;1;90; ;1;1;2;1;2;2;2;2;2;2;6;7; ;14; ; ; ; ; ; ;2;23;708,006916344906
1828401;1;4;1;90; ;1;1;2;1;2;2;2;2;2;2;7;28; ;14; ; ; ; ; ; ;2;23;708,006916344906
1828401;1;7;1;90; ;1;1;2;1;2;2;2;2;2;2;4;7; ;7; ; ; ; ; ; ;2;23;708,006916344906
1828401;1;8;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;14; ; ; ; ; ; ;2;23;708,006916344906
1828402;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;7; ; ; ; ; ; ;2;23;1072,99834904797
1828402;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;12; ; ; ; ; ; ;2;23;1072,99834904797
1828402;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1072,99834904797
1828403;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;14; ; ; ; ; ; ; ; ;2;23;1525,14446409923
1828403;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;4;36; ; ; ; ; ; ; ; ;2;23;1525,14446409923
1828403;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;23;1525,14446409923
1828403;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;6;14; ; ; ; ; ; ; ; ;2;23;1525,14446409923
1828404;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;12; ; ; ; ; ; ; ; ;2;23;1844,50000466683
1828404;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;36; ; ; ; ; ; ; ; ;2;23;1844,50000466683
1828404;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;23;1844,50000466683
1828404;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;4;24; ; ; ; ; ; ; ; ;2;23;1844,50000466683
1828404;1;5;1;90; ;1;1;2;2;2;2;2;2;2;2;3;18; ; ; ; ; ; ; ; ;2;23;1844,50000466683
1828405;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;7; ; ; ; ; ; ;2;23;1353,17530816368
1828405;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;12; ; ; ; ; ; ;2;23;1353,17530816368
1828406;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;23;2227,76206873005
1828406;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;2;23;2227,76206873005
1828407;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;12;14; ;7; ; ; ; ; ; ;2;23;985,425255890402
1828407;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;7; ; ; ; ; ; ;2;23;985,425255890402
1828408;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;6;14; ;7; ; ; ; ; ; ;2;23;923,124730568641
1828408;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;36; ;12; ; ; ; ; ; ;2;23;923,124730568641
1828409;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;23;1375,31299875389
1828409;1;2;1;90; ;1;1;2;2;1;2;2;2;2;2;7;20; ; ;12; ; ; ; ; ;2;23;1375,31299875389
1828409;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;5;14; ; ; ; ; ; ; ; ;2;23;1375,31299875389
1828409;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;2;23;1375,31299875389
1828420;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1703,56226257894
1828420;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;2;23;1703,56226257894
1828420;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1703,56226257894
1828420;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1703,56226257894
1828421;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1814,35139755789
1828421;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;23;1814,35139755789
1828422;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;2;23;1871,13635534728
1828423;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1303,14499037571
1828423;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;12; ; ; ; ; ; ;2;23;1303,14499037571
1828423;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1303,14499037571
1828423;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1303,14499037571
1828424;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;8;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;5; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;9;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;30; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;13;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;14;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828424;1;15;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1864,91503796328
1828425;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;2340,3655143942
1828425;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;23;2340,3655143942
1828425;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;2;23;2340,3655143942
1828426;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1355,66254201096
1828426;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1355,66254201096
1828426;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1355,66254201096
1828426;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1355,66254201096
1828427;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1795,48632034759
1828427;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;23;1795,48632034759
1828427;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;2;23;1795,48632034759
1828427;1;4;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;30; ; ; ;2;23;1795,48632034759
1828427;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1795,48632034759
1828427;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1795,48632034759
1828428;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ; ;2;23;2353,18115223573
1828428;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;12; ; ; ; ; ; ;2;23;2353,18115223573
1828428;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;2353,18115223573
1828428;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;2353,18115223573
1828428;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;2353,18115223573
1828429;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;48; ;5; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1192,59363553712
1828429;1;7;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;30; ; ; ; ; ; ;2;23;1192,59363553712
1828430;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;833,915831328786
1828430;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;2;23;833,915831328786
1828432;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;23;1353,17530816368
