Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
235805;2;3;70;2;50;8; ;1;1;2;2;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;3000000;2;62;62;0140;01;63;1118,46754476001
235811;2;3;70;3;48;3; ;1;1;2;36;3; ;1;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;63;731,0839496289
235818;2;3;70;10;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;63;1778,59634912972
235818;2;5;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;63;1778,59634912972
235957;2;1;70;3;40;4; ;1;1;2;3;8; ;3;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1600000;2;62;62;0116;01;25;5317,28365005917
235983;2;2;70;4;54;1; ;1;1;2;4;1; ;6;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;2;97;97;0501;05;25;7584,91921299631
235997;2;2;70;4;60;4; ;1;1;2;4;8; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;500000;2;62;62;0140;01;25;2973,57746341198
236013;2;3;70;4;48;1; ;1;2;2;4;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;408000;1;808000;2;98;97;5211;52;25;4861,62655598327
236014;2;1;70;12;48;8; ;1;1;2;12;8; ;2;2;2; ;1; ;2;11;LOS  TRABAJOS  SON  ASI, NO  AFILIAN; ; ; ; ; ; ; ;1; ;S;2; ;1;1920000;2;62;62;0111;01;25;4917,189630903
236064;2;2;70;12;48;3; ;1;1;2;144;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;8531;85;25;3372,51259687089
236098;2;4;70;10;48;1; ;2;2;2;3;6; ;3;2;7; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;62;0121;01;25;1637,78591802999
236115;2;2;70;12;48;8; ;1;1;2;24;4; ;1;2;6; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;25;3927,10354050893
236115;2;6;70;72;60;1; ;1;1;2;120;1; ;4;2;5; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;25;3927,10354050893
236141;2;5;70;150;70;1; ;1;1;2;6;4; ;1;2;7; ;7; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;2;37;62;0140;01;52;2677,97373196734
236145;2;2;70;65;30;2; ;2;2;2;65;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;13;13;8012;80;52;2389,41200080566
236146;2;2;70;4;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;2964,7982218567
236149;2;1;70;4;48;4; ;1;1;2;30;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;98;1;98;2;62;62;0140;01;52;1902,21401490517
236149;2;7;70;30;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;1902,21401490517
236151;2;3;70;9;48;1; ;1;1;2;10;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;62;0115;01;52;2630,02267312605
236172;2;4;70;8;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;2598,57275179486
236299;2;3;70;4;48;8; ;1;1;2;4;4; ;1;2;5; ;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;3600000;2;62;45;5262;52;66;856,212812536742
236325;2;4;70;4;50;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;66;661,548851707691
236341;2;1;70;8;60;3; ;1;1;2;56;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;66;758,712493502103
236343;2;6;70;12;50;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;97; ; ; ;66;1141,23054434849
236346;2;3;70;16;40;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;66;1372,38121393042
236402;2;3;70;24;70;3; ;2;2;2;24;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;9500;95;66;494,555451295653
236402;2;7;70;52;60;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;66;494,555451295653
236410;2;7;70;24;60;3; ;2;2;2;36;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;2;54;54;9500;95;66;764,542118626964
236470;2;3;70;52;50;3; ;2;2;2;104;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;66;621,769794791606
236485;2;1;70;4;70;1; ;1;1;2;4;1; ;4;1; ;.;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;55;55;3611;36;66;1175,08761953252
236486;2;3;70;12;50;8; ;2;2;2;24;8; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;62;62;0111;01;66;879,720393749039
236488;2;1;70;1;40;8; ;1;1;2;8;8; ;5;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0118;01;66;1140,77616077672
236489;2;2;70;16;50;8; ;2;2;2;36;8; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;62;62;0117;01;66;919,17607777815
236568;2;1;70;8;48;4; ;1;1;2;52;4; ;1;2;2; ;2; ;2;11;ES BENEFICIARIO DE UN HIJO; ;1;1; ; ; ; ; ; ; ;2; ;1;1200000;2;45;45;5221;52;66;1349,83529625622
236571;2;4;70;10;48;1; ;1;1;2;12;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1632000;2;58;58;2924;29;66;1037,83142884875
236573;2;3;70;32;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;66;1233,27215991521
236585;2;4;70;8;60;3; ;1;1;2;8;3; ;1;2;3; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;2;54;54;9500;95;70;708,554143931024
236621;2;3;70;12;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;70;1174,14197944568
236621;2;4;70;12;50;1; ;1;1;2;12;1; ;2;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5233;52;70;1174,14197944568
236623;2;2;70;24;50;1; ;1;1;2;12;1; ;2;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;39;39;5231;52;70;923,232588353112
236631;2;3;70;16;40;4; ;1;1;2;25;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;54;59;8512;85;70;883,380451360679
236651;2;2;70;25;60;3; ;1;1;2;40;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;54;54;9500;95;70;1082,88540099517
236673;2;1;70;1;45;8; ;1;1;2;104;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;30000;2;62;45;5262;52;76;1847,1008762618
236712;2;5;70;20;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;76;3025,40987036684
237399;2;2;70;4;40;8; ;1;1;2;52;8; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;63;864,970906862882
237428;3;1;70;2;56;8; ;1;1;2;2;8; ;7;2;4; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;144000;1;1536000;2;62;62;0140;01;63;939,680945067551
237431;2;2;70;4;18;3; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;63;1227,44292850473
237431;2;3;70;2;55;8; ;1;1;2;2;8; ;4;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;135000;1;1440000;2;62;62;0113;01;63;1227,44292850473
237488;2;2;70;12;48;1; ;1;2;2;24;1; ;3;1; ;.;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1632000;2;45;45;5224;52;63;942,918682675207
237491;2;3;70;1;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;63;1081,89289733506
237493;2;2;70;4;30;3; ;1;1;2;7;3; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;54;53;8012;80;63;957,09704975009
237496;2;3;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;63;1479,84436684674
237497;2;3;70;10;48;1; ;1;1;2;12;1; ;3;2;7; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;45;45;5233;52;63;533,281198594376
237520;2;3;70;8;48;1; ;1;1;2;8;1; ;2;2;4; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;44;95;4521;45;63;1250,66568672481
