DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;AREA;fex_c_2011
1104806;1;4;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;257,286500541434
1104808;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;263,104421923447
1104808;1;2;1;50;1;2; ;2;6;VISITAR ENFERMOS;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;263,104421923447
1104808;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;263,104421923447
1104808;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;263,104421923447
1104809;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;246,010807667152
1104810;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;262,525088243887
1104810;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;262,525088243887
1104810;1;3;1;50;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;262,525088243887
1104810;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;262,525088243887
1104811;1;1;1;50;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;239,861074422613
1104811;1;3;1;50;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;239,861074422613
1104811;1;4;1;50;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;239,861074422613
1104812;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;281,362771684218
1104812;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;281,362771684218
1104812;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;281,362771684218
1104812;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;281,362771684218
1104813;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104813;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104813;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104813;1;4;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104813;1;5;1;50;1; ; ;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104813;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;179,285283682894
1104814;1;1;1;50;1;2; ;1;6;DILIGENCIAS PERSONALES;2;2;2;1; ; ; ; ; ; ; ;1;1;66;66;286,528138437224
1104814;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;286,528138437224
1104814;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;286,528138437224
1104814;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;286,528138437224
1104814;1;5;1;50;1; ; ;5;6;A LA LECTURA;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;286,528138437224
1104815;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;281,390170767665
1104815;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;281,390170767665
1104816;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;313,658915307821
1104816;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;66;66;313,658915307821
1104816;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;313,658915307821
1104816;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;66;66;313,658915307821
1104819;1;1;1;50;1;2; ;2;6;DILIGENCIAS PERSONALES;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;433,958371876457
1104819;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,958371876457
1104820;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;492,840793959945
1104820;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;492,840793959945
1104820;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;492,840793959945
1104820;1;4;1;50;1;4; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;492,840793959945
1104820;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;492,840793959945
1104821;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104821;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104821;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;430,177120603073
1104822;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104822;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104822;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104822;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104823;1;1;1;50;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;452,320971630808
1104823;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;452,320971630808
1104824;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;434,521398652734
1104824;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;68;68;434,521398652734
1104824;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;434,521398652734
1104824;1;4;1;50;1; ; ;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;434,521398652734
1104825;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;460,947319995332
1104825;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;460,947319995332
1104825;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;460,947319995332
1104825;1;5;1;50;1; ; ;5;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;68;68;460,947319995332
1104826;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;379,538596416006
1104826;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;379,538596416006
1104826;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;379,538596416006
1104826;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;379,538596416006
1104826;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;379,538596416006
1104827;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;552,85933794488
1104827;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;552,85933794488
1104827;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;552,85933794488
1104827;1;4;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;552,85933794488
1104828;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;498,849598888304
1104828;1;2;1;50;1; ; ;2;6;DILIGENCIAS PERSONALES;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;498,849598888304
1104828;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;498,849598888304
1104829;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;454,024696571971
1104829;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;454,024696571971
1104829;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;454,024696571971
1104829;1;4;1;50;1;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;454,024696571971
1104830;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;499,327933813794
1104830;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;499,327933813794
1104830;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;499,327933813794
1104830;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;499,327933813794
1104831;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;398,126794313335
1104831;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;398,126794313335
1104832;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;352,611993656912
1104832;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;352,611993656912
1104832;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;352,611993656912
1104832;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;352,611993656912
1104833;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;471,338003608206
1104833;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;471,338003608206
1104834;1;1;1;50;1; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;1;8; ;2; ;2; ; ;1;68;68;434,374373522671
1104834;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;434,374373522671
1104834;1;3;1;50;1; ; ;3;6;DESCANSANDO;2;2;2;2;1;3; ;1;1; ;1;1;1;68;68;434,374373522671
1104834;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;434,374373522671
1104834;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;434,374373522671
1104834;1;6;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;434,374373522671
1104835;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;1;4;1;50;1;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;311,615640124083
1104835;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;2;2;2;50;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;2;3;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104835;2;4;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;311,615640124083
1104836;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;387,873193022603
1104836;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;387,873193022603
1104836;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;387,873193022603
1104836;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;387,873193022603
1104837;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;329,8545933287
1104837;1;2;1;50;1; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;329,8545933287
1104837;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;329,8545933287
1104837;1;4;1;50;1; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;329,8545933287
1104837;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;329,8545933287
1104838;1;1;1;50;1; ; ;1;6;HACIENDO DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;457,278798980946
1104838;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;457,278798980946
1104838;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,278798980946
1104839;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;459,992798895572
1104839;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;459,992798895572
1104839;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;459,992798895572
1104839;1;4;1;50;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;459,992798895572
1104839;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;459,992798895572
1104839;1;6;1;50;1; ; ;2;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;459,992798895572
1104840;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,742247549234
1104840;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,742247549234
1104841;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;466,82782937804
1104841;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;466,82782937804
1104842;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104842;1;2;1;50;1; ; ;2;6;RECUPERANDOSE DE UNA OPERACION;2;1; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104842;1;3;1;50;1;2; ;3;6;JUGANDO FUTBOL;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;402,295996744218
1104842;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104843;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;494,427240225128
1104843;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;494,427240225128
1104844;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,103723362168
1104844;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;457,103723362168
1104844;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,103723362168
1104844;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;457,103723362168
1104845;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;406,806170974384
1104845;1;2;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;406,806170974384
1104845;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;406,806170974384
1104845;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;406,806170974384
1104846;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,40716793576
1104846;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,40716793576
1104846;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,40716793576
1104847;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;389,781744767011
1104847;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;389,781744767011
1104847;1;5;1;50;1; ; ;4;6;DIETA DE MATERNIDAD;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;389,781744767011
1104847;1;6;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;389,781744767011
1104848;1;1;1;50;1;1; ;1;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;413,916243010583
1104848;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;413,916243010583
1104848;1;3;1;50;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;413,916243010583
1104848;1;4;1;50;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;413,916243010583
1104849;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;523,484862207686
1104849;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;523,484862207686
1104849;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;523,484862207686
1104850;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;469,830329475894
1104850;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;469,830329475894
1104850;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;469,830329475894
1104850;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;469,830329475894
1104851;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,900857326241
1104851;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,900857326241
1104851;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,900857326241
1104851;2;2;2;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;457,900857326241
1104853;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;415,522727593972
1104853;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;415,522727593972
1104853;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;415,522727593972
1104853;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;415,522727593972
1104854;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;475,391832382784
1104854;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;475,391832382784
1104854;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;475,391832382784
1104855;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;393,772876662045
1104855;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;393,772876662045
1104855;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;393,772876662045
1104856;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104856;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104856;1;3;1;50;1; ; ;3;6;ESTUVO INCAPACITADA;2;1; ; ; ; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104856;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104856;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104856;2;2;2;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;554,276467851635
1104857;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;413,023682836394
1104857;1;2;1;50;1; ; ;2;6;DESCANSAR;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;413,023682836394
1104857;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;413,023682836394
1104857;1;4;1;50;1;1; ;4;6;DESCANSANDO;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;413,023682836394
1104857;1;5;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;413,023682836394
1104857;1;6;1;50;1;1; ;6;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;413,023682836394
1104858;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;449,037683360197
1104858;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;449,037683360197
1104858;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;449,037683360197
1104858;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;449,037683360197
1104859;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;557,427826919522
1104859;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;557,427826919522
1104860;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;7; ;2; ;1;8;1;1;68;68;433,40716793576
1104860;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,40716793576
1104860;1;3;1;50;1; ; ;3;6;TEJER CROCHE;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;433,40716793576
1104861;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;479,861123690379
1104861;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;479,861123690379
1104861;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;479,861123690379
1104862;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104862;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104862;1;3;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;402,295996744218
1104862;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;402,295996744218
1104863;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;442,522374881201
1104863;1;2;1;50;1; ; ;2;6;HACIENDO DEPORTE;2;2;2;2;1;2; ;2; ;1;2;1;1;68;68;442,522374881201
1104863;1;3;1;50;1; ; ;3;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;442,522374881201
1104864;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;429,563571302596
1104864;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;429,563571302596
1104864;1;3;1;50;1;1; ;3;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;1;68;68;429,563571302596
1104865;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;342,177325602893
1104865;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;342,177325602893
1104865;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;342,177325602893
1104865;2;2;2;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;342,177325602893
1104865;3;1;3;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;342,177325602893
1104866;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;484,030326121262
1104866;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;68;68;484,030326121262
1104866;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;484,030326121262
1104866;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;484,030326121262
1104866;1;5;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;68;68;484,030326121262
1104867;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,066196136477
1104867;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,066196136477
1104867;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;433,066196136477
1104867;1;4;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;68;68;433,066196136477
1104867;1;5;1;50;1; ; ;5;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;68;68;433,066196136477
1104868;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;399,697370485897
1104868;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;68;68;399,697370485897
1104869;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;68;68;507,988712383173
1104870;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;68;68;409,079191434987
