DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;AREA;fex_c_2011
1870395;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1062,39918971596
1870395;1;4;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;12;1;05;05;1062,39918971596
1870396;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;931,794075915526
1870396;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;931,794075915526
1870396;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;931,794075915526
1870397;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;942,428888952374
1870398;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870398;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;36; ; ; ; ;4; ; ; ;1;05;05;1057,11464850369
1870398;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870399;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1112,89072593151
1870399;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;1;05;05;1112,89072593151
1870400;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;1281,60533100977
1870400;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;28; ; ; ; ; ; ;1;05;05;1281,60533100977
1870401;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;5;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;40; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;6;1;90; ;2;1;2;2;1;2;2;2;2;2; ;20; ; ;40; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;9;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;1;05;05;824,146122798848
1870401;1;11;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;824,146122798848
1870402;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;05;05;1046,71247955249
1870402;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1046,71247955249
1870403;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;999,617048242886
1870403;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;05;05;999,617048242886
1870405;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1095,72371663065
1870405;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1095,72371663065
1870407;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1205,29407155075
1870407;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;05;05;1205,29407155075
1870408;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1136,10320546207
1870409;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1185,37396918348
1870409;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;1;05;05;1185,37396918348
1870409;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;4; ; ; ;1;05;05;1185,37396918348
1870409;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;4; ; ; ;1;05;05;1185,37396918348
1870410;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870410;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;50; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870410;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870411;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;05;05;1023,790121589
1870411;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1023,790121589
1870411;1;3;1;90; ;2;1;2;2;2;1;2;2;2;2; ;28; ; ; ;2; ; ; ; ;1;05;05;1023,790121589
1870411;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;1023,790121589
1870411;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1023,790121589
1870412;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870412;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870412;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870413;1;1;1;90; ;2;1;1;1;2;2;1;2;2;2; ;42;7;42; ; ;4; ; ; ;1;05;05;1101,00825784292
1870413;1;2;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;6;1;05;05;1101,00825784292
1870413;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1101,00825784292
1870414;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;10; ; ; ; ; ; ;1;05;05;1008,6477042924
1870414;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;50; ; ; ; ; ; ;1;05;05;1008,6477042924
1870415;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1164,74588828533
1870415;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;1164,74588828533
1870415;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;21; ; ; ; ; ; ;1;05;05;1164,74588828533
1870415;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1164,74588828533
1870415;1;5;1;90; ;2;1;2;2;2;2;1;2;2;2; ;15; ; ; ; ;2; ; ; ;1;05;05;1164,74588828533
1870416;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870416;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;35; ; ; ; ;8; ; ; ;1;05;05;1057,11464850369
1870416;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870417;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;1077,88855661298
1870417;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1077,88855661298
1870417;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1077,88855661298
1870418;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;949,629235933197
1870418;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;949,629235933197
1870421;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;05;05;1090,43917541839
1870422;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;942,428888952374
1870423;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1319,82372406252
1870423;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;1319,82372406252
1870423;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1319,82372406252
1870423;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1319,82372406252
1870424;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1220,37613850201
1870424;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1220,37613850201
1870424;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1220,37613850201
1870425;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870425;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870425;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;2; ; ; ;1;05;05;1203,20912920115
1870426;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1197,92458798889
1870426;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;05;05;1197,92458798889
1870427;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870427;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870427;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1180,08942797122
1870428;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;1190,72424100806
1870429;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;20; ; ; ; ; ; ;1;05;05;1174,80488675895
1870429;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;20; ; ; ; ; ; ;1;05;05;1174,80488675895
1870430;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;947,713430164639
1870430;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;947,713430164639
1870431;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12620305563
1870431;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1061,12620305563
1870431;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,12620305563
1870432;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1035,95916647258
1870432;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;1035,95916647258
1870434;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;05;05;1054,68681298261
1870434;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;1054,68681298261
1870435;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;10; ; ; ; ; ; ;1;05;05;1280,8764393187
1870435;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;15; ; ; ; ; ; ;1;05;05;1280,8764393187
1870435;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1280,8764393187
1870436;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1048,62828532105
1870436;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;1048,62828532105
1870437;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1126,47999894697
1870437;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1126,47999894697
1870437;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1126,47999894697
1870438;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1026,79460029294
1870438;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;40; ; ; ; ; ; ;1;05;05;1026,79460029294
1870439;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;05;05;1190,72424100806
1870440;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1203,20912920115
1870440;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;30; ; ;20; ; ; ; ; ;1;05;05;1203,20912920115
1870440;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;5; ; ; ; ;35; ; ; ;1;05;05;1203,20912920115
1870441;1;1;1;90; ;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;15; ; ;1;05;05;1145,8835405982
1870441;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;05;05;1145,8835405982
1870441;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;16; ;25; ; ; ; ; ; ;1;05;05;1145,8835405982
1870441;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1145,8835405982
1870441;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;1145,8835405982
1870442;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;05;05;1256,39876348122
1870442;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1256,39876348122
1870442;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;1256,39876348122
1870443;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1148,91335091072
1870443;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1148,91335091072
1870444;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1197,92458798889
1870444;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1197,92458798889
1870445;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;965,48285956999
1870445;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;965,48285956999
1870445;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;3; ; ; ; ;18; ; ; ;1;05;05;965,48285956999
1870445;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;965,48285956999
1870445;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;965,48285956999
1870448;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;1095,72371663065
1870448;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;3; ; ; ; ;18; ; ; ;1;05;05;1095,72371663065
1870449;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;30; ; ; ; ; ; ;1;05;05;931,794075915526
1870449;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;20; ; ; ; ; ; ;1;05;05;931,794075915526
1870449;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;931,794075915526
1870450;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;1125,79364968079
1870450;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1125,79364968079
1870451;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;05;05;1205,1379645112
1870451;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;1205,1379645112
1870452;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;1;05;05;1091,01867975332
1870452;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1091,01867975332
1870452;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;25; ; ; ; ; ; ;1;05;05;1091,01867975332
1870453;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1171,80040805501
1870453;1;2;1;90; ;2;1;1;2;1;2;2;2;2;2; ;10;5; ;50; ; ; ; ; ;1;05;05;1171,80040805501
1870453;1;3;1;90; ;2;2;2;2;1;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ;1;05;05;1171,80040805501
1870453;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1171,80040805501
1870453;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1171,80040805501
1870454;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;05;05;907,818345835856
1870454;1;2;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;8; ; ; ;1;05;05;907,818345835856
1870454;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;05;05;907,818345835856
1870455;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1139,18691752324
1870455;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;05;05;1139,18691752324
1870456;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;1046,71247955249
1870456;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1046,71247955249
1870457;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1104,85289892152
1870457;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;30; ; ; ; ; ;1;05;05;1104,85289892152
1870458;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;10; ; ; ; ; ; ;1;05;05;1043,2118617896
1870458;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1043,2118617896
1870458;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;19; ; ; ; ;24; ; ; ;1;05;05;1043,2118617896
1870458;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1043,2118617896
1870458;1;5;1;90; ;2;1;2;1;1;2;2;2;2;2; ;14; ;2;2; ; ; ; ; ;1;05;05;1043,2118617896
1870458;1;6;1;90; ;2;2;2;1;2;2;2;1;2;2; ; ; ;10; ; ; ;14; ; ;1;05;05;1043,2118617896
1870458;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;1043,2118617896
1870458;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;8; ; ; ; ; ; ;1;05;05;1043,2118617896
1870458;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;6; ; ; ; ; ; ;1;05;05;1043,2118617896
1870459;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;49; ; ; ; ; ; ;1;05;05;1067,31947418845
1870461;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ;1;05;05;1168,61161562612
1870461;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1168,61161562612
1870461;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;05;05;1168,61161562612
1870461;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;5; ; ; ;1;05;05;1168,61161562612
1870462;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;808,819296448004
1870462;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;808,819296448004
1870462;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;808,819296448004
1870463;1;1;1;90; ;2;1;2;1;1;2;2;2;2;2; ;2; ;24;25; ; ; ; ; ;1;05;05;1170,51439185319
1870463;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;05;05;1170,51439185319
1870463;1;3;1;90; ;2;1;2;2;1;2;1;2;2;2; ;10; ; ;18; ;24; ; ; ;1;05;05;1170,51439185319
1870463;1;4;1;90; ;2;1;2;2;1;2;2;2;2;2; ;2; ; ;3; ; ; ; ; ;1;05;05;1170,51439185319
1870463;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1170,51439185319
1870464;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870464;1;2;1;90; ;2;1;2;2;2;1;2;2;2;2; ;35; ; ; ;2; ; ; ; ;1;05;05;1057,11464850369
1870464;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;05;05;1057,11464850369
1870465;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;50; ; ; ; ; ; ;1;05;05;1215,09159728975
1870465;1;2;1;90; ;2;2;2;2;1;2;2;2;2;2; ; ; ; ;24; ; ; ; ; ;1;05;05;1215,09159728975
1870466;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;825,986305748862
1870466;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;1; ; ; ; ; ; ; ;2;1;05;05;825,986305748862
1870466;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;05;05;825,986305748862
1870467;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;1270,81248698436
1870467;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1270,81248698436
1870467;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1270,81248698436
1870467;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1270,81248698436
1870468;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1154,60806714557
1870468;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;48; ;24; ; ; ; ; ; ;1;05;05;1154,60806714557
