DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5164450;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;807,340153209223
5164450;1;5;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;400000;2;2;04;1;23;807,340153209223
5164464;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ;2; ;400000;2;2;04;1;23;2686,79782862788
5164464;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2686,79782862788
5164465;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3607,36423028054
5164466;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;04;1;23;2615,23743592875
5164466;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2615,23743592875
5164466;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;2615,23743592875
5164467;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2273,95140875855
5164467;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2273,95140875855
5164468;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3738,291247098
5164468;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3738,291247098
5164468;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3738,291247098
5164469;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;23;3150,11936598224
5164470;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3676,961277021
5164470;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3676,961277021
5164471;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3690,68042327029
5164473;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2694,21665953524
5164474;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2403,18480322938
5164474;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2403,18480322938
5164475;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;2;04;1;23;3607,36423028054
5164476;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3957,98652649102
5164477;1;1;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;23;3178,20409411662
5164477;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3178,20409411662
5164478;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;300000;2;2;04;1;23;3015,27664650129
5164478;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3015,27664650129
5164479;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3637,61752985677
5164479;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3637,61752985677
5164480;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2264,14036412349
5164480;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2264,14036412349
5164480;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;2264,14036412349
5164481;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3097,55325382949
5164481;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;3097,55325382949
5164481;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3097,55325382949
5164482;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;5069,5265429991
5164482;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;5069,5265429991
5164482;2;2;2;80;1;3;3; ;2; ; ;1; ;2; ;2; ;1;48;500000;2;2;04;1;23;5069,5265429991
5164482;2;3;2;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;5069,5265429991
5164483;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;23;3206,69298868891
5164485;1;1;1;80;1;2;7; ;2; ; ;1; ;2; ;2; ;1;36;300000;2;2;04;1;23;2435,17763297798
5164485;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;23;2435,17763297798
5164960;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;400000;2;2;04;1;27;906,118908180423
5164961;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;808,376421864742
5164962;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1207,78774703099
5164963;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1497,06204828663
5164963;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1497,06204828663
5164963;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1497,06204828663
5164963;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1497,06204828663
5164964;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5164965;1;1;1;80;1;9;8; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;2;04;1;27;636,149352353694
5164965;1;2;1;80;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5164967;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5164970;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1967,18159992674
5164971;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5164972;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1219,60358294217
5164973;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1533,08825770393
5164975;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5164977;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5164979;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2261,92840006485
5164979;1;3;1;80;1;3;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;27;2261,92840006485
5164979;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2261,92840006485
5164980;1;2;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ;1;40;800000;2;2;04;1;27;1868,71434369607
5164981;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1416,60789676461
5164981;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1416,60789676461
5164982;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5164984;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1302,98945735338
5164984;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1302,98945735338
5164986;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2090,07509925587
5164986;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2090,07509925587
5164987;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2403,55977401762
5164987;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2403,55977401762
5164988;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;792,500468769186
5164989;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;600000;2;2;04;1;27;870,671400446864
5164990;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;820,192257775929
5164991;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;900000;2;2;04;1;27;2177,96031363049
5164991;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;2;04;1;27;2177,96031363049
5164991;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2177,96031363049
5164991;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2177,96031363049
5164992;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1978,99743583792
5164993;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;808,376421864742
5164994;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2228,76572419937
5164994;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2228,76572419937
5164994;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2228,76572419937
5164995;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5164997;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;2;04;1;27;2031,76141037693
5164997;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2031,76141037693
5164998;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;900000;2;2;04;1;27;1641,8810892538
5164999;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;792,500468769186
5165000;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;792,500468769186
5165001;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1841,17023494431
5165001;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1841,17023494431
5165001;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1841,17023494431
5165002;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;27;932,286233632932
5165002;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;932,286233632932
5165003;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5165005;1;1;1;80;1;9;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165005;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165006;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1893,07078543343
5165007;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;646,493347877922
5165008;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1555,9544388493
5165009;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2343,7558245467
5165009;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2343,7558245467
5165009;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2343,7558245467
5165011;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1637,9686523244
5165011;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ;1;50;400000;2;2;04;1;27;1637,9686523244
5165011;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1637,9686523244
5165012;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1185,71452513797
5165012;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1185,71452513797
5165012;1;3;1;80;1;2;7; ;2; ; ;1; ;2; ;2; ;1;48;400000;2;2;04;1;27;1185,71452513797
5165013;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1219,60358294217
5165014;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5165015;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1515,07515299528
5165015;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1515,07515299528
5165016;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2403,55977401762
5165016;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2403,55977401762
5165017;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2234,38429131309
5165017;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2234,38429131309
5165017;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2234,38429131309
5165017;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2234,38429131309
5165018;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2544,59740941478
5165018;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2544,59740941478
5165018;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2544,59740941478
5165018;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2544,59740941478
5165019;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165020;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2264,93800184791
5165020;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2264,93800184791
5165020;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2264,93800184791
5165021;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;820,192257775929
5165022;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2043,57724628812
5165022;1;2;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ;1;40;900000;2;2;04;1;27;2043,57724628812
5165022;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2043,57724628812
5165023;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;2;04;1;27;894,303072269237
5165024;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;894,303072269237
5165025;1;1;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ;1;40;1000000;2;2;04;1;27;1840,37566366821
5165025;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;04;1;27;1840,37566366821
5165025;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1840,37566366821
5165026;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5165028;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1219,60358294217
5165030;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1121,86109662649
5165031;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1429,14850259078
5165031;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;400000;2;2;04;1;27;1429,14850259078
5165037;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1723,8953027289
5165037;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;1723,8953027289
5165037;1;4;1;80;1;3;1; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;2;04;1;27;1723,8953027289
5165038;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5165042;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;2;04;1;27;894,303072269237
5165042;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;894,303072269237
5165043;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1655,65548913511
5165043;1;2;1;80;1;2;8; ;2; ; ;7; ;2; ;2; ;2; ;300000;2;2;04;1;27;1655,65548913511
5165043;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1655,65548913511
5165043;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1655,65548913511
5165044;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1219,60358294217
5165046;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1567,77027476049
5165047;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2031,18270869319
5165047;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2031,18270869319
5165047;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2031,18270869319
5165047;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2031,18270869319
5165049;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;953,78075384221
5165049;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;953,78075384221
5165051;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;792,500468769186
5165052;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;906,118908180423
5165053;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165053;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165053;1;3;1;80;1;2;6; ;2; ; ;1; ;2; ;2; ;1;40;600000;2;2;04;1;27;636,149352353694
5165054;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1945,25605828869
5165054;1;2;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ;1;48;300000;2;2;04;1;27;1945,25605828869
5165054;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1945,25605828869
5165054;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1945,25605828869
5165055;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;2;04;1;27;882,48723635805
5165057;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2292,48211059967
5165058;1;1;1;80;1;2;4; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;27;820,192257775929
5165059;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1567,77027476049
5165060;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2073,22598724125
5165060;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2073,22598724125
5165060;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;27;2073,22598724125
5165061;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165061;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165062;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165063;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2240,58156011055
5165063;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2240,58156011055
5165063;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2240,58156011055
5165063;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;2240,58156011055
5165064;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;1094,16930761975
5165065;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165065;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;636,149352353694
5165066;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;27;878,427119173681
