directorio;secuencia_p;orden;p6020;p6040;mes;area;fex_c_2011
17993;1;2;2;64;04;05;1053,90822032548
17993;1;3;1;27;04;05;1053,90822032548
17996;1;1;2;47;04;11;3353,15182493249
17996;1;2;2;41;04;11;3353,15182493249
17996;1;3;2;22;04;11;3353,15182493249
17996;1;4;2;20;04;11;3353,15182493249
17997;1;1;1;23;04;76;1337,91657852608
17997;1;2;2;23;04;76;1337,91657852608
17997;1;3;2;2;04;76;1337,91657852608
17999;1;1;1;66;04;17;124,003360584065
18001;1;1;2;42;04;68;232,76349496411
18001;1;2;2;15;04;68;232,76349496411
18001;1;3;1;9;04;68;232,76349496411
18001;1;4;2;73;04;68;232,76349496411
18005;1;1;1;73;04;66;240,88190015594
18005;1;2;2;71;04;66;240,88190015594
18006;1;1;1;55;04;66;263,572219425218
18006;1;2;2;48;04;66;263,572219425218
18007;1;1;2;42;04;13;259,189796844811
18007;1;2;1;50;04;13;259,189796844811
18007;1;3;2;19;04;13;259,189796844811
18007;1;4;1;18;04;13;259,189796844811
18010;1;1;1;58;04;05;815,354298622308
18010;1;2;2;58;04;05;815,354298622308
18010;1;3;2;21;04;05;815,354298622308
18010;1;4;2;20;04;05;815,354298622308
18011;1;1;1;29;04;11;5009,70155078859
18011;1;2;2;28;04;11;5009,70155078859
18011;1;3;2;4;04;11;5009,70155078859
18012;1;1;1;64;04;05;3739,34578680725
18016;1;1;1;25;04;17;276,451244195738
18016;1;2;1;23;04;17;276,451244195738
18016;1;3;1;5;04;17;276,451244195738
18016;1;4;2;2;04;17;276,451244195738
18016;1;5;2;45;04;17;276,451244195738
18018;1;1;1;55;04;17;110,897852422907
18018;1;2;2;50;04;17;110,897852422907
18018;1;3;2;28;04;17;110,897852422907
18019;1;1;2;56;04;05;2135,4730191914
18023;1;1;1;37;04;17;196,824393359696
18023;1;2;2;64;04;17;196,824393359696
18023;1;3;1;54;04;17;196,824393359696
18024;1;1;1;52;04;17;180,103007812521
18026;1;1;1;52;04;11;2600,58991856173
18026;1;2;2;52;04;11;2600,58991856173
18026;1;3;2;21;04;11;2600,58991856173
18028;1;1;1;43;04;76;1272,76219129988
18028;1;2;2;46;04;76;1272,76219129988
18028;1;3;1;19;04;76;1272,76219129988
18028;1;4;1;15;04;76;1272,76219129988
18029;1;1;1;51;04;23;138,679753373611
18029;1;2;2;48;04;23;138,679753373611
18029;1;3;2;27;04;23;138,679753373611
18029;1;4;2;3;04;23;138,679753373611
18035;1;1;1;53;04;66;357,149709936507
18035;1;2;2;25;04;66;357,149709936507
18036;1;1;2;35;04;11;1564,4049288065
18036;1;2;2;14;04;11;1564,4049288065
18036;1;3;2;10;04;11;1564,4049288065
18040;1;1;2;46;04;23;299,380234734773
18040;1;2;1;45;04;23;299,380234734773
18040;1;3;2;28;04;23;299,380234734773
18040;1;4;2;13;04;23;299,380234734773
18040;1;5;1;0;04;23;299,380234734773
18040;1;6;1;24;04;23;299,380234734773
18040;1;7;2;17;04;23;299,380234734773
18040;1;8;1;2;04;23;299,380234734773
18040;1;9;2;22;04;23;299,380234734773
18040;1;10;2;2;04;23;299,380234734773
18040;1;11;2;21;04;23;299,380234734773
18040;1;12;1;22;04;23;299,380234734773
18040;1;13;1;3;04;23;299,380234734773
18044;1;1;2;74;04;23;232,610090322488
18044;1;2;1;33;04;23;232,610090322488
18046;1;1;1;44;04;08;1285,52848259204
18046;1;2;2;42;04;08;1285,52848259204
18048;1;1;2;60;04;76;635,615848972992
18051;1;1;1;69;04;52;206,354860275806
18055;1;1;1;40;04;68;429,107314745402
18055;1;2;2;34;04;68;429,107314745402
18055;1;3;2;14;04;68;429,107314745402
18055;1;4;2;3;04;68;429,107314745402
18055;2;1;1;22;04;68;429,107314745402
18055;2;2;2;21;04;68;429,107314745402
18058;1;1;1;41;04;54;277,243772581941
18058;1;2;2;33;04;54;277,243772581941
18058;1;3;2;17;04;54;277,243772581941
18060;1;1;1;55;04;05;3484,85415478769
18060;1;2;1;45;04;05;3484,85415478769
18063;1;1;2;53;04;11;3059,53630145442
18063;1;2;1;60;04;11;3059,53630145442
18063;1;3;1;25;04;11;3059,53630145442
18063;1;4;2;82;04;11;3059,53630145442
18063;1;5;2;48;04;11;3059,53630145442
18065;1;1;2;38;04;11;2459,57855325918
18065;1;2;2;14;04;11;2459,57855325918
18065;1;3;2;12;04;11;2459,57855325918
18066;1;1;1;53;04;17;196,244659933954
18066;1;2;2;50;04;17;196,244659933954
18070;1;1;1;76;04;23;165,537575034979
18070;1;2;2;70;04;23;165,537575034979
18070;1;3;1;51;04;23;165,537575034979
18071;1;1;1;57;04;17;157,745771627347
18072;1;1;1;74;04;52;170,980325638523
18072;1;2;1;71;04;52;170,980325638523
18075;1;1;1;49;04;17;122,301918432607
18075;1;2;2;48;04;17;122,301918432607
18076;1;1;1;58;04;13;335,968323736236
18077;1;1;1;45;04;76;953,232091935244
18077;1;2;2;45;04;76;953,232091935244
18077;1;3;1;19;04;76;953,232091935244
18079;1;1;1;43;04;17;184,80806056432
18079;1;2;2;35;04;17;184,80806056432
18079;1;3;1;15;04;17;184,80806056432
18081;1;1;2;34;04;54;286,166283691305
18081;1;2;2;12;04;54;286,166283691305
18083;1;1;1;71;04;05;1917,40292592941
18083;1;2;2;65;04;05;1917,40292592941
18086;1;1;1;62;04;13;349,593923124383
18086;1;2;1;36;04;13;349,593923124383
18086;1;3;1;25;04;13;349,593923124383
18090;1;1;2;70;04;11;1738,40320544879
18090;1;2;1;78;04;11;1738,40320544879
18092;1;1;2;29;04;11;4948,26468796459
18092;1;2;1;26;04;11;4948,26468796459
18092;1;3;1;13;04;11;4948,26468796459
18092;1;4;1;12;04;11;4948,26468796459
18092;1;5;2;11;04;11;4948,26468796459
18092;1;6;2;5;04;11;4948,26468796459
18095;1;1;2;38;04;54;328,53916338957
18095;1;2;2;7;04;54;328,53916338957
18098;1;1;1;37;04;13;294,728120734556
18098;1;2;2;31;04;13;294,728120734556
18098;1;3;1;11;04;13;294,728120734556
18098;1;4;2;5;04;13;294,728120734556
18098;1;5;2;57;04;13;294,728120734556
18101;1;1;1;42;04;50;316,008421278108
18101;1;2;1;35;04;50;316,008421278108
18101;1;3;2;31;04;50;316,008421278108
18101;1;4;1;13;04;50;316,008421278108
18102;1;1;2;56;04;05;1395,29456420712
18102;1;2;1;55;04;05;1395,29456420712
18102;1;3;1;21;04;05;1395,29456420712
18105;1;1;2;32;04;76;1173,76499745569
18105;1;2;2;15;04;76;1173,76499745569
18105;1;3;2;8;04;76;1173,76499745569
18106;1;1;2;59;04;13;215,607461047807
18106;1;2;1;25;04;13;215,607461047807
18106;1;3;2;33;04;13;215,607461047807
18106;1;4;1;15;04;13;215,607461047807
18106;1;5;1;29;04;13;215,607461047807
18106;1;6;2;23;04;13;215,607461047807
18106;1;7;1;5;04;13;215,607461047807
18109;1;1;1;22;04;52;105,235699211419
18109;1;2;2;20;04;52;105,235699211419
18115;1;1;2;38;04;68;478,587107465059
18115;1;2;2;18;04;68;478,587107465059
18115;1;3;1;11;04;68;478,587107465059
18115;1;4;2;10;04;68;478,587107465059
18124;1;1;1;68;04;23;196,128722978343
18124;1;2;2;32;04;23;196,128722978343
18124;1;3;1;5;04;23;196,128722978343
18124;1;4;1;2;04;23;196,128722978343
18126;1;1;2;39;04;13;259,753422265444
18126;1;2;2;14;04;13;259,753422265444
18126;1;3;2;12;04;13;259,753422265444
18126;1;4;2;9;04;13;259,753422265444
18127;1;1;1;53;04;76;855,342888438934
18127;1;2;2;51;04;76;855,342888438934
18128;1;1;1;30;04;05;1435,02164751681
18128;1;2;2;27;04;05;1435,02164751681
18128;1;3;1;5;04;05;1435,02164751681
18129;1;1;1;35;04;08;182,833157077004
18129;1;2;2;32;04;08;182,833157077004
18129;1;3;1;12;04;08;182,833157077004
18129;1;4;1;11;04;08;182,833157077004
18129;1;5;1;0;04;08;182,833157077004
18132;1;1;2;30;04;52;363,410398976022
18132;1;2;1;29;04;52;363,410398976022
18132;1;3;2;9;04;52;363,410398976022
18132;1;4;2;6;04;52;363,410398976022
18132;1;5;1;0;04;52;363,410398976022
18133;1;1;1;24;04;50;187,138164961205
18133;1;2;2;25;04;50;187,138164961205
18133;1;3;1;2;04;50;187,138164961205
18133;1;4;2;58;04;50;187,138164961205
18134;1;1;2;83;04;50;91,8835781135276
18134;1;2;2;53;04;50;91,8835781135276
18134;1;3;2;20;04;50;91,8835781135276
18135;1;1;2;77;04;66;276,720957310203
18137;1;1;1;77;04;76;870,560436360961
18137;1;2;2;39;04;76;870,560436360961
18137;1;3;1;20;04;76;870,560436360961
18139;1;1;2;59;04;13;205,064968953073
18139;1;2;2;24;04;13;205,064968953073
18141;1;1;1;66;04;52;151,151855221768
18141;1;2;2;67;04;52;151,151855221768
18142;1;1;2;40;04;05;1160,78354469602
18142;1;2;1;20;04;05;1160,78354469602
18142;1;3;2;5;04;05;1160,78354469602
18143;1;1;1;55;04;11;977,589693472592
18143;1;2;2;55;04;11;977,589693472592
18143;1;3;1;21;04;11;977,589693472592
18144;1;1;2;68;04;66;229,379825978504
18144;1;2;2;57;04;66;229,379825978504
18147;1;1;1;29;04;13;286,633247127746
18147;1;2;2;26;04;13;286,633247127746
18147;1;3;1;2;04;13;286,633247127746
18148;1;1;2;39;04;05;919,394999337002
18148;1;2;2;62;04;05;919,394999337002
18148;1;3;1;13;04;05;919,394999337002
18149;1;1;1;76;04;13;430,266690229932
18149;1;2;2;70;04;13;430,266690229932
18149;1;3;1;51;04;13;430,266690229932
18149;1;4;2;50;04;13;430,266690229932
18149;1;5;1;45;04;13;430,266690229932
18149;1;6;1;21;04;13;430,266690229932
18149;1;7;2;41;04;13;430,266690229932
18149;1;8;1;19;04;13;430,266690229932
18149;1;9;1;12;04;13;430,266690229932
18149;1;10;2;25;04;13;430,266690229932
18149;1;11;2;0;04;13;430,266690229932
18149;1;12;2;68;04;13;430,266690229932
18149;1;13;2;43;04;13;430,266690229932
18149;1;14;2;23;04;13;430,266690229932
18149;1;15;2;18;04;13;430,266690229932
18149;1;16;1;12;04;13;430,266690229932
18149;1;17;1;73;04;13;430,266690229932
18150;1;1;1;44;04;52;379,820111341571
18150;1;2;2;40;04;52;379,820111341571
18151;1;1;2;52;04;66;343,490592153321
18152;1;1;2;47;04;68;384,504960967126
18152;1;2;1;23;04;68;384,504960967126
18152;1;3;1;16;04;68;384,504960967126
18156;1;1;1;66;04;08;277,487581046239
18156;1;2;2;76;04;08;277,487581046239
18156;1;3;2;37;04;08;277,487581046239
18156;1;4;1;11;04;08;277,487581046239
18157;1;1;2;35;04;05;1760,15936709397
18157;1;2;2;6;04;05;1760,15936709397
18157;1;3;1;4;04;05;1760,15936709397
18157;1;4;2;64;04;05;1760,15936709397
18157;1;5;2;18;04;05;1760,15936709397
18157;1;6;2;14;04;05;1760,15936709397
18157;1;7;2;4;04;05;1760,15936709397
18160;1;1;1;29;04;13;269,984193455775
18160;1;2;2;23;04;13;269,984193455775
18160;1;3;1;1;04;13;269,984193455775
18161;1;1;1;89;04;11;1138,03596784865
18161;1;2;1;53;04;11;1138,03596784865
18161;1;3;2;55;04;11;1138,03596784865
18161;1;4;1;28;04;11;1138,03596784865
18161;1;5;2;24;04;11;1138,03596784865
18161;1;6;1;18;04;11;1138,03596784865
18162;1;1;2;61;04;08;307,029606725826
18162;1;2;1;27;04;08;307,029606725826
18162;1;3;1;12;04;08;307,029606725826
18165;1;1;2;65;04;76;928,583613844451
18166;1;1;1;74;04;05;537,985458800947
18166;1;2;2;53;04;05;537,985458800947
18167;1;1;2;71;04;76;1073,38146692542
18167;1;2;1;32;04;76;1073,38146692542
18168;1;1;2;59;04;13;160,172584750766
18168;1;2;1;31;04;13;160,172584750766
18168;1;3;2;30;04;13;160,172584750766
18168;1;4;2;15;04;13;160,172584750766
18168;1;5;2;7;04;13;160,172584750766
18168;1;6;1;7;04;13;160,172584750766
18168;1;7;1;26;04;13;160,172584750766
18168;1;8;2;24;04;13;160,172584750766
18168;1;9;2;6;04;13;160,172584750766
18168;1;10;1;5;04;13;160,172584750766
18168;1;11;2;57;04;13;160,172584750766
18172;1;1;1;76;04;08;255,633867461274
18172;1;2;2;70;04;08;255,633867461274
18172;1;3;2;40;04;08;255,633867461274
18172;1;4;1;14;04;08;255,633867461274
18172;1;5;1;12;04;08;255,633867461274
18174;1;1;2;19;04;08;900,69605981969
18174;1;2;1;22;04;08;900,69605981969
18174;1;3;1;41;04;08;900,69605981969
18175;1;1;2;57;04;08;1143,69790258631
18175;1;2;1;34;04;08;1143,69790258631
18175;1;3;1;6;04;08;1143,69790258631
18175;1;4;2;4;04;08;1143,69790258631
18176;1;1;2;45;04;23;154,494458924401
18176;1;2;1;44;04;23;154,494458924401
18176;1;3;1;23;04;23;154,494458924401
18176;1;4;2;22;04;23;154,494458924401
18176;1;5;2;2;04;23;154,494458924401
18176;1;6;2;1;04;23;154,494458924401
18176;1;7;1;21;04;23;154,494458924401
18176;1;8;2;18;04;23;154,494458924401
18176;1;9;2;1;04;23;154,494458924401
18176;1;10;1;15;04;23;154,494458924401
18179;1;1;1;72;04;08;516,9450567206
18179;1;2;2;66;04;08;516,9450567206
18180;1;1;1;29;04;23;114,06269808476
18180;1;2;2;31;04;23;114,06269808476
18180;1;3;1;7;04;23;114,06269808476
18180;1;4;2;1;04;23;114,06269808476
18183;1;1;1;62;04;23;271,698939040034
18183;1;2;2;60;04;23;271,698939040034
18183;1;3;2;8;04;23;271,698939040034
18184;1;1;2;69;04;76;386,549466343126
18184;1;2;2;90;04;76;386,549466343126
18184;1;3;2;56;04;76;386,549466343126
18185;1;1;2;72;04;52;175,056749305266
18185;1;2;1;77;04;52;175,056749305266
18185;1;3;1;70;04;52;175,056749305266
18187;1;1;1;38;04;23;427,069214541851
18187;1;2;2;31;04;23;427,069214541851
18187;1;3;2;9;04;23;427,069214541851
18187;1;4;2;7;04;23;427,069214541851
18189;1;1;1;64;04;76;384,771188978738
18189;1;2;2;45;04;76;384,771188978738
18189;1;3;2;12;04;76;384,771188978738
18189;1;4;2;24;04;76;384,771188978738
18191;1;1;2;66;04;11;938,927072211585
18191;1;2;1;42;04;11;938,927072211585
18191;1;3;2;66;04;11;938,927072211585
18194;1;1;1;51;04;50;187,951634954964
18196;1;1;1;52;04;76;978,337192287018
18202;1;1;2;51;04;73;163,29032646441
18202;1;2;2;29;04;73;163,29032646441
18202;1;3;1;3;04;73;163,29032646441
18202;1;4;2;74;04;73;163,29032646441
18206;1;1;1;53;04;23;241,777688218274
18206;1;2;2;34;04;23;241,777688218274
18206;1;3;1;10;04;23;241,777688218274
18206;1;4;2;6;04;23;241,777688218274
18210;1;1;1;48;04;50;524,75874050556
18210;1;2;2;49;04;50;524,75874050556
18210;1;3;2;13;04;50;524,75874050556
18211;1;1;1;25;04;11;4695,70663346574
18211;1;2;2;25;04;11;4695,70663346574
18211;1;3;1;4;04;11;4695,70663346574
18211;1;4;1;2;04;11;4695,70663346574
18212;1;1;1;45;04;73;271,648516433964
18212;1;2;2;31;04;73;271,648516433964
18212;1;3;1;13;04;73;271,648516433964
18212;1;4;2;12;04;73;271,648516433964
18212;1;5;2;12;04;73;271,648516433964
18212;1;6;2;0;04;73;271,648516433964
18216;1;1;1;55;04;11;3775,23897583231
18217;1;1;1;45;04;76;528,061957004299
18217;1;2;2;51;04;76;528,061957004299
18217;1;3;2;29;04;76;528,061957004299
18217;1;4;2;24;04;76;528,061957004299
18217;1;5;2;19;04;76;528,061957004299
18217;1;6;1;2;04;76;528,061957004299
18221;1;1;2;59;04;08;1079,18191650767
18221;1;2;1;19;04;08;1079,18191650767
18221;1;3;1;33;04;08;1079,18191650767
18221;1;4;2;23;04;08;1079,18191650767
18221;1;5;2;0;04;08;1079,18191650767
18222;1;1;1;33;04;11;4796,9871678646
18222;1;2;1;27;04;11;4796,9871678646
18222;1;3;1;36;04;11;4796,9871678646
18224;1;1;1;71;04;73;156,501339479185
18224;1;2;2;63;04;73;156,501339479185
18224;1;3;2;29;04;73;156,501339479185
18224;1;4;2;47;04;73;156,501339479185
18224;1;5;1;15;04;73;156,501339479185
18224;1;6;1;9;04;73;156,501339479185
18225;1;1;1;55;04;50;424,058929299826
18225;1;2;2;41;04;50;424,058929299826
18228;1;1;1;31;04;50;376,886927381334
18228;1;2;1;5;04;50;376,886927381334
18233;1;1;1;62;04;11;1067,95428063509
18233;1;2;2;62;04;11;1067,95428063509
18233;1;3;2;33;04;11;1067,95428063509
18233;1;4;2;12;04;11;1067,95428063509
18235;1;1;2;52;04;50;693,74507014824
18235;1;2;1;51;04;50;693,74507014824
18235;1;3;1;11;04;50;693,74507014824
18238;1;1;2;37;04;23;233,530700218389
18238;1;2;2;12;04;23;233,530700218389
18238;1;3;1;6;04;23;233,530700218389
18245;1;1;2;45;04;50;360,198943397987
18245;1;2;1;38;04;50;360,198943397987
18245;1;3;2;21;04;50;360,198943397987
18245;1;4;1;23;04;50;360,198943397987
18245;1;5;1;1;04;50;360,198943397987
18246;1;1;2;41;04;05;1976,56365954397
18246;1;2;1;20;04;05;1976,56365954397
18246;1;3;2;19;04;05;1976,56365954397
18246;1;4;1;17;04;05;1976,56365954397
18247;1;1;1;56;04;08;750,057507050973
18247;1;2;2;12;04;08;750,057507050973
18247;1;3;1;10;04;08;750,057507050973
18248;1;1;2;42;04;13;205,604316378796
18248;1;2;2;18;04;13;205,604316378796
18248;1;3;2;16;04;13;205,604316378796
18248;1;4;2;22;04;13;205,604316378796
18248;1;5;1;4;04;13;205,604316378796
18248;1;6;1;1;04;13;205,604316378796
18257;1;1;1;34;04;52;285,889128419272
18257;1;2;2;38;04;52;285,889128419272
18257;1;3;2;20;04;52;285,889128419272
18257;1;4;2;16;04;52;285,889128419272
18257;1;5;1;7;04;52;285,889128419272
18259;1;1;1;61;04;05;3185,42574539156
18259;1;2;2;67;04;05;3185,42574539156
18259;1;3;1;26;04;05;3185,42574539156
18263;1;1;1;53;04;23;176,783698700359
18263;1;2;2;41;04;23;176,783698700359
18263;1;3;2;11;04;23;176,783698700359
18263;1;4;1;10;04;23;176,783698700359
18263;1;5;2;41;04;23;176,783698700359
18264;1;1;2;34;04;17;438,372687224669
18264;1;2;1;9;04;17;438,372687224669
18266;1;1;1;34;04;13;354,071726134278
18266;1;2;1;52;04;13;354,071726134278
18266;1;3;1;19;04;13;354,071726134278
18266;1;4;2;7;04;13;354,071726134278
18267;1;1;1;68;04;11;2559,80359769787
18267;1;2;2;65;04;11;2559,80359769787
18270;1;1;1;63;04;54;322,335992003448
18270;1;2;2;50;04;54;322,335992003448
18270;1;3;1;29;04;54;322,335992003448
18270;1;4;2;27;04;54;322,335992003448
18274;1;1;1;24;04;50;167,354380165559
18274;1;2;2;23;04;50;167,354380165559
18274;1;3;2;0;04;50;167,354380165559
18274;1;4;1;16;04;50;167,354380165559
18276;1;1;2;59;04;23;151,788780001974
18276;1;2;2;28;04;23;151,788780001974
18277;1;1;2;40;04;50;191,649687337463
18279;1;1;1;34;04;05;1832,13221935474
18279;1;2;2;26;04;05;1832,13221935474
18279;1;3;1;6;04;05;1832,13221935474
18279;1;4;2;3;04;05;1832,13221935474
18279;1;5;1;1;04;05;1832,13221935474
18280;1;1;1;52;04;05;1205,52906290654
18280;1;2;2;56;04;05;1205,52906290654
18280;1;3;2;26;04;05;1205,52906290654
18280;1;4;2;16;04;05;1205,52906290654
18282;1;1;1;40;04;66;357,149709936507
18282;1;2;2;51;04;66;357,149709936507
18289;1;1;1;56;04;08;340,188070897294
18289;1;2;2;50;04;08;340,188070897294
18289;1;3;2;31;04;08;340,188070897294
18289;1;4;2;27;04;08;340,188070897294
18289;1;5;1;24;04;08;340,188070897294
18289;1;6;1;13;04;08;340,188070897294
18293;1;1;1;33;04;23;167,073164848763
18293;1;2;2;36;04;23;167,073164848763
18293;1;3;1;12;04;23;167,073164848763
18293;1;4;2;9;04;23;167,073164848763
18295;1;1;2;48;04;13;275,712317555399
18295;1;2;1;33;04;13;275,712317555399
18295;1;3;1;28;04;13;275,712317555399
18295;1;4;1;20;04;13;275,712317555399
18295;1;5;1;26;04;13;275,712317555399
18295;1;6;2;35;04;13;275,712317555399
18295;1;7;2;24;04;13;275,712317555399
18295;1;8;1;7;04;13;275,712317555399
18295;1;9;1;1;04;13;275,712317555399
18295;1;10;2;22;04;13;275,712317555399
18295;1;11;1;7;04;13;275,712317555399
18296;1;1;2;63;04;68;285,949676300896
18296;1;2;1;26;04;68;285,949676300896
18297;1;1;2;49;04;13;337,579410618769
18297;1;2;1;19;04;13;337,579410618769
18297;1;3;1;16;04;13;337,579410618769
18297;1;4;1;16;04;13;337,579410618769
18299;1;1;1;67;04;23;94,8197490730833
18299;1;2;2;67;04;23;94,8197490730833
18299;1;3;2;45;04;23;94,8197490730833
18299;1;4;1;5;04;23;94,8197490730833
18299;1;5;1;37;04;23;94,8197490730833
18299;1;6;1;16;04;23;94,8197490730833
18302;1;1;2;59;04;23;173,826596682339
18302;1;2;1;31;04;23;173,826596682339
18302;1;3;2;27;04;23;173,826596682339
18302;1;4;1;28;04;23;173,826596682339
18302;1;5;1;6;04;23;173,826596682339
18302;1;6;2;10;04;23;173,826596682339
18302;1;7;1;70;04;23;173,826596682339
18303;1;1;1;53;04;66;266,765300206416
18303;1;2;2;47;04;66;266,765300206416
18303;1;3;1;18;04;66;266,765300206416
18303;1;4;2;15;04;66;266,765300206416
18306;1;1;2;62;04;66;313,927136444347
18308;1;1;2;42;04;11;6104,78657369714
18308;1;2;1;46;04;11;6104,78657369714
18308;1;3;2;7;04;11;6104,78657369714
18308;1;4;2;7;04;11;6104,78657369714
18310;1;1;1;74;04;68;473,712391832191
18310;1;2;2;66;04;68;473,712391832191
18310;1;3;2;45;04;68;473,712391832191
18310;1;4;2;20;04;68;473,712391832191
18310;1;5;1;18;04;68;473,712391832191
18310;1;6;2;25;04;68;473,712391832191
18310;1;7;2;5;04;68;473,712391832191
18310;1;8;2;21;04;68;473,712391832191
18310;1;9;2;1;04;68;473,712391832191
18312;1;1;2;51;04;11;1517,90671438143
18312;1;2;2;24;04;11;1517,90671438143
18314;1;1;1;29;04;68;260,940113580664
18314;1;2;2;24;04;68;260,940113580664
18314;1;3;1;8;04;68;260,940113580664
18316;1;1;2;43;04;23;340,448105518244
18316;1;2;2;21;04;23;340,448105518244
18317;1;1;2;66;04;50;609,747129914949
18317;1;2;1;28;04;50;609,747129914949
18317;1;3;2;10;04;50;609,747129914949
18317;1;4;2;40;04;50;609,747129914949
18320;1;1;1;62;04;23;169,060002772383
18320;1;2;2;60;04;23;169,060002772383
18320;1;3;2;12;04;23;169,060002772383
18321;1;1;2;63;04;23;165,458308020428
18321;1;2;1;58;04;23;165,458308020428
18321;1;3;2;28;04;23;165,458308020428
18321;1;4;1;23;04;23;165,458308020428
18321;1;5;2;10;04;23;165,458308020428
18321;1;6;1;8;04;23;165,458308020428
18321;1;7;1;2;04;23;165,458308020428
18321;1;8;1;0;04;23;165,458308020428
18321;1;9;1;19;04;23;165,458308020428
18321;1;10;2;2;04;23;165,458308020428
18322;1;1;2;68;04;50;261,752724667835
18331;1;1;2;41;04;52;227,367839618805
18331;1;2;1;44;04;52;227,367839618805
18331;1;3;2;14;04;52;227,367839618805
18331;1;4;1;12;04;52;227,367839618805
18331;1;5;2;21;04;52;227,367839618805
18331;1;6;1;1;04;52;227,367839618805
18333;1;1;2;69;04;66;168,617330109158
18333;1;2;1;68;04;66;168,617330109158
18334;1;1;1;62;04;05;1053,90822032548
18334;1;2;2;56;04;05;1053,90822032548
18334;1;3;1;31;04;05;1053,90822032548
18339;1;1;1;42;04;23;201,668302414283
18339;1;2;1;61;04;23;201,668302414283
18341;1;1;1;60;04;52;123,55242057498
18341;1;2;2;20;04;52;123,55242057498
18342;1;1;1;35;04;23;165,423206391821
18342;1;2;2;35;04;23;165,423206391821
18342;1;3;2;13;04;23;165,423206391821
18342;1;4;2;8;04;23;165,423206391821
18342;1;5;1;5;04;23;165,423206391821
18344;1;1;2;24;04;13;220,530836845458
18344;1;2;2;51;04;13;220,530836845458
18344;1;3;2;14;04;13;220,530836845458
18346;1;1;2;34;04;05;1233,94037201647
18346;1;2;1;42;04;05;1233,94037201647
18346;1;3;2;17;04;05;1233,94037201647
18346;1;4;2;15;04;05;1233,94037201647
18346;1;5;1;11;04;05;1233,94037201647
18346;1;6;1;21;04;05;1233,94037201647
18348;1;1;1;62;04;17;114,282789762832
18348;1;2;2;49;04;17;114,282789762832
18348;1;3;1;17;04;17;114,282789762832
18350;1;1;1;32;04;76;1090,93920937188
18350;1;2;1;27;04;76;1090,93920937188
18351;1;1;2;28;04;68;259,897955993666
18351;1;2;2;23;04;68;259,897955993666
18351;1;3;2;21;04;68;259,897955993666
18351;1;4;1;82;04;68;259,897955993666
18352;1;1;1;30;04;05;1125,63012942559
18353;1;1;2;48;04;66;242,042060314782
18353;1;2;1;25;04;66;242,042060314782
18353;1;3;1;21;04;66;242,042060314782
18354;1;1;2;32;04;23;238,511486674683
18354;1;2;1;31;04;23;238,511486674683
18354;1;3;1;6;04;23;238,511486674683
18357;1;1;2;77;04;50;122,892634490612
18357;1;2;1;54;04;50;122,892634490612
18362;1;1;1;72;04;66;208,357408910109
18362;1;2;2;66;04;66;208,357408910109
18362;1;3;1;35;04;66;208,357408910109
18369;1;1;2;44;04;05;1685,42703443632
18369;1;2;1;9;04;05;1685,42703443632
18372;1;1;1;41;04;50;420,645634790248
18372;1;2;2;41;04;50;420,645634790248
18372;1;3;1;18;04;50;420,645634790248
18372;1;4;1;11;04;50;420,645634790248
18372;1;5;2;7;04;50;420,645634790248
18373;1;1;1;31;04;66;300,005756346666
18373;1;2;2;32;04;66;300,005756346666
18376;1;1;2;44;04;54;614,339485381477
18376;1;2;1;57;04;54;614,339485381477
18376;1;3;1;18;04;54;614,339485381477
18376;1;4;1;17;04;54;614,339485381477
18376;1;5;2;20;04;54;614,339485381477
18376;1;6;1;3;04;54;614,339485381477
18376;1;7;1;41;04;54;614,339485381477
18379;1;1;1;45;04;50;693,74507014824
18379;1;2;2;36;04;50;693,74507014824
18379;1;3;1;10;04;50;693,74507014824
18380;1;1;2;41;04;66;622,264535858555
18380;1;2;1;15;04;66;622,264535858555
18380;1;3;1;5;04;66;622,264535858555
18382;1;1;2;56;04;23;253,244693398948
18382;1;2;2;29;04;23;253,244693398948
18382;1;3;2;4;04;23;253,244693398948
18382;1;4;1;3;04;23;253,244693398948
18383;1;1;1;65;04;13;302,548640316443
18383;1;2;2;54;04;13;302,548640316443
18384;1;1;1;34;04;76;671,320699183341
18384;1;2;2;28;04;76;671,320699183341
18384;1;3;1;10;04;76;671,320699183341
18384;1;4;1;63;04;76;671,320699183341
18385;1;1;2;79;04;05;1267,54685057267
18387;1;1;1;71;04;54;261,737495931854
18387;1;2;2;62;04;54;261,737495931854
18387;1;3;2;35;04;54;261,737495931854
18387;1;4;1;40;04;54;261,737495931854
18387;1;5;1;16;04;54;261,737495931854
18387;1;6;2;12;04;54;261,737495931854
18390;1;1;1;27;04;66;295,830867544308
18390;1;2;2;28;04;66;295,830867544308
18390;1;3;2;3;04;66;295,830867544308
18394;1;1;1;33;04;05;1106,20959329256
18394;1;2;2;35;04;05;1106,20959329256
18394;1;3;2;14;04;05;1106,20959329256
18394;1;4;2;11;04;05;1106,20959329256
18394;1;5;2;74;04;05;1106,20959329256
18395;1;1;1;75;04;05;925,06050686876
18395;1;2;2;74;04;05;925,06050686876
18395;1;3;1;35;04;05;925,06050686876
18397;1;1;1;44;04;66;416,674661592591
18397;1;2;2;30;04;66;416,674661592591
18398;1;1;1;40;04;13;337,956076292648
18398;1;2;2;57;04;13;337,956076292648
18398;1;3;2;22;04;13;337,956076292648
