DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,fex_c_2011
581193,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,499.720.380.067.606
581193,1,5,80,1,1,7,,3,,1,50000,,,,10,2,2,1,25,499.720.380.067.606
581194,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,393.883.609.210.137
581194,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,393.883.609.210.137
581194,1,5,80,1,4,6,,2,,2,,,,POR LA EDAD,8,2,2,1,25,393.883.609.210.137
581194,1,6,80,1,4,8,POR LA EDAD,2,,2,,,,POR LA EDAD,8,2,2,1,25,393.883.609.210.137
581194,1,7,80,1,4,3,,2,,2,,,,,8,2,2,1,25,393.883.609.210.137
581194,1,8,80,1,4,4,,3,,2,,,,,10,2,2,1,25,393.883.609.210.137
581196,2,1,80,1,3,3,,2,,2,,,,,8,2,2,1,25,293.393.654.454.491
581196,2,2,80,1,3,2,,2,,2,,,,,9,2,2,1,25,293.393.654.454.491
581196,2,3,80,2,,,,2,,2,,2,,.,,,2,1,25,293.393.654.454.491
581197,1,1,80,2,,,,2,,2,,2,,.,,,2,1,25,419.521.663.917.025
581197,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,25,419.521.663.917.025
581198,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,621.312.788.221.896
581198,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,621.312.788.221.896
581199,1,1,80,1,4,4,,3,,2,,,,YA ES PENSIONADO,10,2,2,1,25,451.985.587.914.661
581199,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,25,451.985.587.914.661
581211,1,1,80,1,1,3,,2,,2,,,,,4,2,2,1,25,13.112.700.533.651
581212,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,177.786.300.281.848
581216,1,1,80,1,1,3,,2,,1,100000,,1,,4,1,2,1,25,160.630.729.722.299
581216,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,160.630.729.722.299
581218,1,2,80,1,4,8,CAMBIO DE RESIDENCIA,2,,2,,,1,,9,1,2,1,25,169.585.868.060.321
581219,1,1,80,1,1,3,,2,,2,,,,ESTABA TRABAJANDO,4,2,2,1,25,218.302.556.772.928
581219,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,218.302.556.772.928
581219,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,218.302.556.772.928
581220,1,2,80,1,3,5,,2,,2,,,,,9,2,2,1,25,187.923.150.158.213
581220,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,187.923.150.158.213
581222,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,230.100.602.258.807
581223,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,275.644.722.197.922
581223,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,275.644.722.197.922
581223,1,5,80,2,,,,2,,2,,2,,.,,,2,1,25,275.644.722.197.922
581223,1,6,80,2,,,,2,,2,,2,,.,,,2,1,25,275.644.722.197.922
581225,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,25,153.063.608.828.879
581225,1,2,80,1,4,8,POR LA EDAD,2,,2,,,,POR LA EDAD,8,2,2,1,25,153.063.608.828.879
581228,1,3,80,1,1,8,POR TRASLADO DE CIUDAD,2,,2,,,,,9,2,2,1,25,733.824.758.322.042
581228,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,733.824.758.322.042
581228,1,5,80,2,,,,2,,2,,2,,.,,,2,1,25,733.824.758.322.042
581229,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,548.308.497.282.331
581229,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,548.308.497.282.331
581230,1,2,80,2,,,,2,,2,,1,3,,9,,2,1,25,651.246.160.929.015
581230,1,3,80,1,1,7,,2,,2,,,,,6,2,2,1,25,651.246.160.929.015
581230,1,5,80,2,,,,2,,2,,2,,.,,,2,1,25,651.246.160.929.015
581231,1,1,80,1,9,3,,2,,2,,,,,4,2,2,1,25,53.561.841.041.064
581245,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,185.353.421.175.269
581245,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,185.353.421.175.269
581249,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,218.145.523.701.548
581250,1,4,80,2,,,,2,,2,,2,,.,,,2,1,25,232.255.087.021.426
581251,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,219.487.474.125.715
581252,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,25,183.268.678.759.213
581252,1,3,80,2,,,,2,,2,,2,,.,,,2,1,25,183.268.678.759.213
581253,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,237.819.842.279.038
581253,1,7,80,2,,,,2,,2,,2,,.,,,2,1,25,237.819.842.279.038
581257,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,230.170.344.605.371
581257,1,3,80,1,2,2,,2,,2,,,,,9,2,2,1,25,230.170.344.605.371
581258,1,2,80,2,,,,2,,2,,2,,.,,,2,1,25,192.068.492.155.981
581301,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,170.991.146.492.054
581301,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,170.991.146.492.054
581301,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,170.991.146.492.054
581302,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,15,158.325.787.866.972
581303,1,1,80,1,4,3,,2,,2,,,,POR EDAD,8,2,2,1,15,117.241.836.717.402
581304,1,2,80,1,4,2,,2,,2,,,,,1,2,2,1,15,113.484.680.457.434
581305,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,161.514.287.474.926
581305,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,161.514.287.474.926
581306,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,15,6.836.471.075.653
581309,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,768.673.223.554.426
581311,1,1,80,1,4,3,,2,,2,,,,POR EDAD,4,2,2,1,15,110.525.511.838.187
581311,1,2,80,1,4,2,,2,,2,,,,POR MAYORIA DE EDAD NO TRABAJA,8,2,2,1,15,110.525.511.838.187
581313,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,15,110.525.511.838.187
581313,1,2,80,1,4,3,,2,,2,,,,POR EDAD,4,2,2,1,15,110.525.511.838.187
581315,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,144.774.327.635.336
581316,1,1,80,1,4,3,,2,,2,,,,POR MAYORIA DE EDAD,8,2,2,1,15,85.018.100.175.161
581317,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,15,127.655.285.144.521
581318,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,139.567.603.421.777
581318,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,139.567.603.421.777
581320,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,15,123.662.174.873.036
581321,1,4,80,1,4,3,,2,,2,,,,POR EDAD,8,2,2,1,15,768.673.223.554.426
581322,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,145.694.305.036.356
581323,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,160.492.251.954.764
581323,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,160.492.251.954.764
581324,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,15,105.318.787.624.628
581325,1,1,80,1,4,3,,3,,2,,,,POR ACCIDENTE DE TRABAJO HACE 5 AÑOS ESTA INCAPACITADO PARA TRABAJAR,4,2,2,1,15,116.687.292.028.707
581326,1,4,80,1,4,8,POR EDAD,2,,2,,,,POR MAYORIA  DE EDAD,8,2,2,1,15,768.673.223.554.426
581327,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,133.925.115.398.809
581328,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,139.701.499.314.152
581329,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,117.936.158.491.925
581330,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,15,127.434.446.146.092
581331,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,124.097.938.682.444
581334,1,1,80,1,4,3,,2,,2,,,,POR MAYORIA DE EDAD,8,2,2,1,15,977.542.519.217.445
581334,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,15,977.542.519.217.445
581335,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,157.391.698.502.633
581335,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,157.391.698.502.633
581336,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,15,105.318.787.624.628
581339,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,15,730.950.510.823.866
581339,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,730.950.510.823.866
581340,1,1,80,1,4,3,,2,,2,,,,POR EDAD,8,2,2,1,15,939.970.956.617.763
581342,1,1,80,1,4,4,,3,,2,,,,,8,2,2,1,15,105.318.787.624.628
581342,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,15,105.318.787.624.628
581343,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,127.644.554.329.003
581344,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,15,165.300.670.711.301
581345,1,1,80,1,4,8,POR LA EDAD,2,,2,,,,POR LA EDAD,8,2,2,1,15,124.806.372.420.286
581346,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,135.929.228.041.096
581347,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,162.098.059.140.028
581348,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,15,105.318.787.624.628
581348,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,15,105.318.787.624.628
581349,1,1,80,1,4,8,POR LA EDAD,2,,2,,,,POR LA EDAD,8,2,2,1,15,105.318.787.624.628
581350,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,137.363.680.981.599
581351,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,167.218.875.218.998
581351,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,167.218.875.218.998
581353,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,146.106.722.456.697
581354,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,13.215.695.676.804
581358,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,15,123.662.174.873.036
581359,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,167.156.775.497.894
581359,1,6,80,2,,,,2,,2,,2,,.,,,2,1,15,167.156.775.497.894
581359,1,7,80,2,,,,2,,2,,2,,.,,,2,1,15,167.156.775.497.894
581364,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,172.799.263.520.861
581364,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,172.799.263.520.861
581364,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,172.799.263.520.861
581364,1,6,80,2,,,,2,,2,,2,,.,,,2,1,15,172.799.263.520.861
581364,1,7,80,2,,,,2,,2,,2,,.,,,2,1,15,172.799.263.520.861
581366,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,15,145.694.305.036.356
581366,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,145.694.305.036.356
581366,1,6,80,2,,,,2,,2,,2,,.,,,2,1,15,145.694.305.036.356
581367,1,2,80,1,3,5,,2,,2,,,2,,5,1,2,1,15,161.528.399.438.245
581368,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,154.601.504.351.701
581371,1,2,80,1,1,3,,2,,2,,,,,4,2,2,1,15,191.565.477.325.804
581371,1,3,80,1,1,1,,2,,1,50000,,,,2,2,2,1,15,191.565.477.325.804
581371,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,191.565.477.325.804
581371,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,191.565.477.325.804
581377,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,15,117.241.836.717.402
581379,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,15,117.241.836.717.402
581380,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,130.434.748.479.934
581380,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,130.434.748.479.934
581384,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,138.047.704.371.102
581385,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,15,135.929.228.041.096
581385,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,135.929.228.041.096
581386,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,133.925.115.398.809
581388,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,85.018.100.175.161
581389,1,2,80,1,4,8,PROBLEMAS DE SALUD OCASIONADOS POR LA EDAD,2,,2,,,,,4,2,2,1,15,105.318.787.624.628
581390,1,1,80,1,3,8,POR EDAD LOS HIJOS NO LO DEJARON SEGUIR TRABAJANDO,2,,2,,,,POR EDAD,8,2,2,1,15,107.721.205.723.936
581390,1,2,80,1,4,8,LOS HIJOS NO LA DEJARON SEGUIR TRABAJANDO,2,,2,,,,,8,2,2,1,15,107.721.205.723.936
581391,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,768.673.223.554.426
581417,1,2,80,1,4,1,,2,,2,,,,,9,2,2,1,15,178.766.222.808.347
581418,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,112.669.371.972.382
581418,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,112.669.371.972.382
581419,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,134.494.775.100.593
581420,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,116.065.941.742.013
581421,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,15,126.102.051.324.731
581421,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,126.102.051.324.731
581422,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,13.307.693.416.906
581424,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,108.167.700.348.863
581424,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,108.167.700.348.863
581426,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,134.947.150.918.971
581426,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,134.947.150.918.971
581427,1,1,80,2,,,,2,,2,,2,,.,,,2,1,15,117.241.836.717.402
581428,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,6.836.471.075.653
581429,1,1,80,1,1,3,,2,,2,,,,ESTABA INCAPACITADO PARA TRABAJAR POR ACCIDENTE,4,2,2,1,15,126.102.051.324.731
581429,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,126.102.051.324.731
581431,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,136.279.545.740.332
581432,1,2,80,1,4,2,,2,,2,,,,,1,2,2,1,15,185.042.970.299.854
581432,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,185.042.970.299.854
581432,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,185.042.970.299.854
581432,1,6,80,2,,,,2,,2,,2,,.,,,2,1,15,185.042.970.299.854
581433,1,1,80,1,3,8,POR SU EDAD,2,,2,,,,,8,2,2,1,15,105.318.787.624.628
581434,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,15,109.712.409.184.378
581435,1,2,80,2,,,,2,,2,,1,4,,1,,2,1,15,117.817.377.612.638
581435,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,117.817.377.612.638
581435,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,117.817.377.612.638
581437,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,129.874.322.597.787
581438,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,151.749.210.479.665
581438,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,151.749.210.479.665
581440,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,167.218.875.218.998
581441,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,154.539.404.630.597
581441,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,154.539.404.630.597
581441,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,154.539.404.630.597
581442,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,13.576.025.357.278
581442,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,13.576.025.357.278
581443,1,2,80,2,,,,2,,2,,1,4,ESTABA TRABAJANDO,9,,2,1,15,148.546.598.908.392
581443,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,148.546.598.908.392
581445,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,171.839.327.721.804
581448,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,22.570.199.981.282
581448,1,6,80,2,,,,2,,2,,2,,.,,,2,1,15,22.570.199.981.282
581448,1,7,80,2,,,,2,,2,,2,,.,,,2,1,15,22.570.199.981.282
581448,1,8,80,2,,,,2,,2,,2,,.,,,2,1,15,22.570.199.981.282
581449,1,1,80,1,4,3,,2,,2,,,,PRESENTA PARALISIS CORPORAL,4,2,2,1,15,129.859.207.584.699
581450,1,1,80,1,4,3,,2,,2,,,,POR SU EDAD,8,2,2,1,15,855.936.410.703.963
581450,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,855.936.410.703.963
581452,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,15,149.981.051.848.895
581452,1,4,80,2,,,,2,,2,,1,2,,1,,2,1,15,149.981.051.848.895
581452,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,149.981.051.848.895
581454,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,134.947.150.918.971
581454,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,134.947.150.918.971
581454,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,134.947.150.918.971
581455,1,2,80,1,1,7,,2,,1,30000,,,,1,2,2,1,15,142.904.110.885.425
581455,1,5,80,2,,,,2,,2,,2,,.,,,2,1,15,142.904.110.885.425
581457,1,1,80,2,,,,2,,2,,2,,.,,,2,1,15,933.957.385.318.534
581457,1,3,80,1,4,8,POR SU EDAD,2,,2,,,,POR SU EDAD,8,2,2,1,15,933.957.385.318.534
581458,1,2,80,2,,,,2,,2,,2,,.,,,2,1,15,142.163.979.719.444
581458,1,3,80,2,,,,2,,2,,2,,.,,,2,1,15,142.163.979.719.444
581458,1,4,80,2,,,,2,,2,,2,,.,,,2,1,15,142.163.979.719.444
582414,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,129.188.981.979.935
582414,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,129.188.981.979.935
582415,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,15.131.973.313.764
582415,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,15.131.973.313.764
582416,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,139.404.382.379.432
582417,1,2,80,1,4,2,,2,,2,,,2,,9,1,2,1,63,126.309.859.364.947
582417,1,3,80,1,2,1,,2,,2,,,2,,2,1,2,1,63,126.309.859.364.947
582417,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,126.309.859.364.947
582423,1,2,80,1,1,4,,3,,2,,,,,10,2,2,1,63,120.313.725.904.545
582423,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,120.313.725.904.545
582424,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,108.171.024.825.462
582424,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,108.171.024.825.462
582450,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,117.824.569.865.234
582454,1,2,80,1,4,5,,2,,2,,,,,1,2,2,1,63,111.720.207.540.527
582454,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.720.207.540.527
582455,1,1,80,1,4,3,,2,,2,,,3,,4,1,2,1,63,123.646.353.500.434
582455,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,123.646.353.500.434
582456,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,113.954.202.043.782
