DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,DPTO,fex_c_2011
570859,1,1,5,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,30,,,,,,,5,821.349.912.570.891
570859,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,821.349.912.570.891
570859,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,821.349.912.570.891
570859,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,821.349.912.570.891
570859,1,5,5,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,42,,,,,,,5,821.349.912.570.891
570859,1,6,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,18,,,,,,,5,821.349.912.570.891
570860,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,5,604.678.762.905.824
570860,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,604.678.762.905.824
570860,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,604.678.762.905.824
570862,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,5,112.063.061.676.151
570862,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,112.063.061.676.151
570863,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,135.288.247.369.381
570863,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,135.288.247.369.381
570863,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,135.288.247.369.381
570863,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,5,135.288.247.369.381
570864,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,5,149.058.609.039.723
570864,1,2,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,36,,,,,,,5,149.058.609.039.723
570864,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,149.058.609.039.723
570864,1,6,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,149.058.609.039.723
570864,1,7,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,149.058.609.039.723
570864,1,8,5,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,5,149.058.609.039.723
570865,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,106.831.903.991.357
570865,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,60,,,,,,,,,5,106.831.903.991.357
570865,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,106.831.903.991.357
570865,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,106.831.903.991.357
570865,1,7,5,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,5,106.831.903.991.357
570865,1,8,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,106.831.903.991.357
570866,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,107.265.203.363.173
570866,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,5,107.265.203.363.173
570866,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,107.265.203.363.173
570867,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,110.523.842.435.192
570869,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,5,111.387.695.236.451
570869,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,35,,,,,,,5,111.387.695.236.451
570870,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,2,,,,,,,,,5,976.639.370.096.055
570870,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,976.639.370.096.055
570870,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,5,976.639.370.096.055
570870,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,976.639.370.096.055
570871,1,1,5,90,,2,,1,2,2,2,2,1,2,2,2,,,2,,,,,2,,,,5,94.951.714.180.886
570872,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.779.522.879.135
570872,1,2,5,90,,2,,1,2,2,1,2,2,2,2,2,,,56,,,56,,,,,,5,113.779.522.879.135
570872,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.779.522.879.135
570872,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,113.779.522.879.135
570872,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.779.522.879.135
570874,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,5,104.218.655.371.727
570875,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,126.070.944.385.669
570875,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,5,126.070.944.385.669
570876,1,1,5,90,,2,,2,2,2,2,2,2,1,2,2,,,,,,,,,40,,,5,11.374.574.936.406
570876,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,11.374.574.936.406
570876,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,11.374.574.936.406
570879,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,104.218.655.371.727
570880,1,1,5,90,,2,,1,2,2,2,2,2,2,2,1,,,18,,,,,,,,6,5,104.218.655.371.727
570881,1,1,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,12,,,,,,,5,117.974.672.334.687
570881,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,15,,,,,,,5,117.974.672.334.687
570881,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,117.974.672.334.687
570881,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,117.974.672.334.687
570881,1,5,5,90,,2,,1,2,1,2,1,2,2,2,2,,,40,,12,,2,,,,,5,117.974.672.334.687
570882,1,1,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,5,973.199.479.128.916
570882,1,2,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,10,,,,,,,5,973.199.479.128.916
570882,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,973.199.479.128.916
570882,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,973.199.479.128.916
570882,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,973.199.479.128.916
570883,1,1,5,90,,2,,2,1,2,2,2,2,2,2,2,,,,10,,,,,,,,5,809.899.588.597.761
570883,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,809.899.588.597.761
570883,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,5,809.899.588.597.761
570883,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,809.899.588.597.761
570883,1,6,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,809.899.588.597.761
570884,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.802.725.292.318
570884,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,113.802.725.292.318
570884,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.802.725.292.318
570884,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,113.802.725.292.318
570885,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,100.343.398.377.409
570885,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,100.343.398.377.409
570886,1,1,5,90,,1,,2,2,2,2,2,2,2,2,2,15,,,,,,,,,,,5,756.968.715.902.037
570886,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,16,,,,,,,,,5,756.968.715.902.037
570886,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,756.968.715.902.037
570886,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,756.968.715.902.037
570887,1,1,5,90,,1,,2,2,1,2,2,2,2,2,2,6,,,,18,,,,,,,5,953.370.062.948.508
570887,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,35,,,,,,,5,953.370.062.948.508
570889,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,13.257.974.749.395
570889,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,5,13.257.974.749.395
570889,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,13.257.974.749.395
570889,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,13.257.974.749.395
570890,1,1,5,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,8,,,,,,,5,76.692.276.945.046
570890,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,3,,,,,,,5,76.692.276.945.046
570891,1,1,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,20,,,,,,,5,915.682.481.352.921
570891,1,2,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,25,,,,,,,5,915.682.481.352.921
570891,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,915.682.481.352.921
570892,1,1,5,90,,2,,1,2,1,2,2,2,2,2,2,,,6,,15,,,,,,,5,88.433.812.520.729
570892,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,42,,35,,,,,,,5,88.433.812.520.729
570892,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,6,,,,,,,,,5,88.433.812.520.729
570892,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,88.433.812.520.729
570892,1,5,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,20,,,,,,,5,88.433.812.520.729
570893,1,1,5,90,,1,,1,2,2,2,2,2,2,2,2,6,,4,,,,,,,,,5,100.343.398.377.409
570893,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,100.343.398.377.409
570894,1,1,5,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,12,,,,,,,5,118.462.313.942.954
570894,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,15,,15,,,,,,,5,118.462.313.942.954
570894,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,118.462.313.942.954
570894,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,118.462.313.942.954
570895,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,11.064.102.064.942
570895,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,20,,,,,,,5,11.064.102.064.942
570895,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,5,11.064.102.064.942
570896,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,657.365.480.369.483
570896,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,5,657.365.480.369.483
570896,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,657.365.480.369.483
570897,1,1,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,5,781.909.855.068.008
570897,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,42,,35,,,,,,,5,781.909.855.068.008
570898,1,1,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,12,,,,,,,5,100.492.048.051.971
570898,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,50,,12,,,,,,,5,100.492.048.051.971
570898,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,5,100.492.048.051.971
570898,1,4,5,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,20,,,,,,,5,100.492.048.051.971
570898,1,5,5,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,5,100.492.048.051.971
570898,1,6,5,90,,2,,1,2,1,2,2,2,2,2,2,,,15,,15,,,,,,,5,100.492.048.051.971
570899,1,1,5,90,,2,,1,2,2,2,2,2,1,2,2,,,12,,,,,,45,,,5,102.819.727.355.885
570899,1,2,5,90,,2,,1,2,1,2,2,2,1,2,2,,,25,,20,,,,45,,,5,102.819.727.355.885
570901,1,1,5,90,,2,,1,2,2,2,2,2,1,2,2,,,15,,,,,,40,,,5,713.357.142.582.417
570901,1,2,5,90,,2,,1,2,2,2,2,2,1,2,2,,,43,,,,,,12,,,5,713.357.142.582.417
570901,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,5,713.357.142.582.417
570901,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,713.357.142.582.417
570902,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,79.435.250.014.886
570902,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,79.435.250.014.886
570902,1,3,5,90,,2,,1,2,2,1,2,2,2,2,2,,,42,,,12,,,,,,5,79.435.250.014.886
570902,1,4,5,90,,2,,1,2,2,1,2,2,2,2,2,,,43,,,25,,,,,,5,79.435.250.014.886
570902,1,5,5,90,,2,,1,2,2,1,2,2,2,2,2,,,12,,,10,,,,,,5,79.435.250.014.886
570902,1,6,5,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,5,79.435.250.014.886
570903,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,175.267.489.785.575
570903,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,5,175.267.489.785.575
570903,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,175.267.489.785.575
570903,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,175.267.489.785.575
570904,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,713.901.345.499.924
570904,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,38,,,,,,,,,5,713.901.345.499.924
570905,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,823.329.915.725.994
570905,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,823.329.915.725.994
570905,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,823.329.915.725.994
570906,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,142.991.145.574.947
570906,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,142.991.145.574.947
570907,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,140.099.903.226.146
570907,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,140.099.903.226.146
570907,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,140.099.903.226.146
570907,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,140.099.903.226.146
570907,1,5,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,140.099.903.226.146
570908,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.861.225.963.622
570908,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,5,143.861.225.963.622
570908,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.861.225.963.622
570909,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,129.797.630.005.132
570909,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,129.797.630.005.132
570909,1,3,5,90,,2,,2,2,2,1,2,2,2,2,2,,,,,,15,,,,,,5,129.797.630.005.132
570910,1,1,5,90,,2,,1,2,1,2,2,2,2,2,2,,,45,,15,,,,,,,5,664.444.821.444.573
570910,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,15,,,,,,,5,664.444.821.444.573
570910,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,664.444.821.444.573
570910,1,5,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,12,,,,,,,5,664.444.821.444.573
570910,1,6,5,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,15,,,,,,,5,664.444.821.444.573
570911,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,845.135.702.385.805
570911,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,845.135.702.385.805
570911,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,5,845.135.702.385.805
570912,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,965.508.561.267.592
570912,1,2,5,90,,2,,1,2,1,2,2,2,2,2,2,,,43,,22,,,,,,,5,965.508.561.267.592
570912,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,965.508.561.267.592
570912,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,965.508.561.267.592
570912,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,965.508.561.267.592
570912,1,6,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,965.508.561.267.592
570913,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,108.500.582.897.265
570913,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,108.500.582.897.265
570913,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,108.500.582.897.265
570913,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,108.500.582.897.265
570914,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,859.690.819.139.988
570914,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,859.690.819.139.988
570915,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,5,204.178.720.577.969
570915,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,5,204.178.720.577.969
570915,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,6,5,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,15,,,,,,,5,204.178.720.577.969
570915,1,8,5,90,,2,,1,2,2,1,2,2,2,2,2,,,20,,,15,,,,,,5,204.178.720.577.969
570915,1,9,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,10,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,11,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,1,12,5,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,5,204.178.720.577.969
570915,1,13,5,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,5,204.178.720.577.969
570915,1,14,5,90,,2,,1,2,1,2,2,2,2,2,2,,,10,,18,,,,,,,5,204.178.720.577.969
570915,1,16,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,2,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,204.178.720.577.969
570915,2,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,5,204.178.720.577.969
570916,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,5,102.639.269.021.684
570917,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,5,130.907.660.117.416
570920,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,860.275.001.185.658
570920,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,860.275.001.185.658
570920,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,860.275.001.185.658
570920,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,860.275.001.185.658
570920,1,5,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,860.275.001.185.658
570921,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,16.858.274.939.482
570921,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,16.858.274.939.482
570922,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,11.485.556.705.501
570922,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,11.485.556.705.501
570922,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,11.485.556.705.501
570923,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,5,102.256.113.619.138
570923,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,102.256.113.619.138
570924,1,1,5,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,5,108.887.077.655.327
570924,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,8,,,,,,,,,5,108.887.077.655.327
570924,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,108.887.077.655.327
570924,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,1,,,,,,,,,5,108.887.077.655.327
570925,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,849.133.248.390.704
570925,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,5,849.133.248.390.704
570925,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,5,849.133.248.390.704
570926,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,141.164.975.178.129
570926,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,5,141.164.975.178.129
570926,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,141.164.975.178.129
570926,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,141.164.975.178.129
570926,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,141.164.975.178.129
570926,1,6,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,141.164.975.178.129
570927,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,160.296.835.526.489
570927,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,5,160.296.835.526.489
570927,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,160.296.835.526.489
570927,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,160.296.835.526.489
570928,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,193.971.100.998.238
570928,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,193.971.100.998.238
570928,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,193.971.100.998.238
570928,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,193.971.100.998.238
570929,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,189.488.464.312.231
570930,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,131.473.096.073.897
570930,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,5,131.473.096.073.897
570930,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,5,131.473.096.073.897
570931,1,1,5,90,,2,,2,2,2,1,2,2,2,2,2,,,,,,5,,,,,,5,143.311.010.255.223
570931,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.311.010.255.223
570931,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.311.010.255.223
570931,1,4,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.311.010.255.223
570931,1,5,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,143.311.010.255.223
570933,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,183.136.496.270.584
570933,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,183.136.496.270.584
570933,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,183.136.496.270.584
570934,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,183.136.496.270.584
570934,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,5,183.136.496.270.584
570934,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,183.136.496.270.584
570935,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,194.195.239.108.163
570935,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,194.195.239.108.163
570936,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,18.458.663.025.171
570936,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,18.458.663.025.171
570936,1,3,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,18.458.663.025.171
570936,1,4,5,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,5,18.458.663.025.171
570937,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,93.658.082.355.706
570937,1,2,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,93.658.082.355.706
570937,1,3,5,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,5,93.658.082.355.706
570938,1,1,5,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,5,124.909.784.881.157
570938,1,2,5,90,,2,,1,2,2,2,2,2,2,2,2,,,49,,,,,,,,,5,124.909.784.881.157
