directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;mes;area;dpto;fex_c_2011
137294;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;136,420498234874
137296;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1823,28648558903
137297;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;335,233876665111
137297;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;335,233876665111
137297;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;335,233876665111
137299;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;589,18947057869
137299;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;589,18947057869
137299;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;589,18947057869
137299;1;4;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;589,18947057869
137305;1;1;2;2;2;2;1;6; ; ; ; ; ; ;1;1;06;66;66;260,278645425545
137305;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;66;66;260,278645425545
137305;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;260,278645425545
137305;1;4;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;260,278645425545
137306;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;2981,60575607871
137306;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2981,60575607871
137306;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2981,60575607871
137306;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2981,60575607871
137308;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;384,948379804985
137308;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;384,948379804985
137308;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;384,948379804985
137312;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;52;52;76,6444817919359
137312;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;76,6444817919359
137312;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;76,6444817919359
137313;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;231,771599764544
137313;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;231,771599764544
137313;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;231,771599764544
137313;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;231,771599764544
137315;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;520,286604300929
137318;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1363,92994287308
137318;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1363,92994287308
137318;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1363,92994287308
137318;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1363,92994287308
137319;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;133,215595307198
137320;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;146,686251034549
137320;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;146,686251034549
137320;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;146,686251034549
137320;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;146,686251034549
137321;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;124,013415761621
137321;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;17;17;124,013415761621
137321;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;124,013415761621
137322;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;453,241174946338
137324;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;188,465427345334
137329;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;202,030558787696
137329;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;202,030558787696
137329;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;202,030558787696
137329;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;202,030558787696
137330;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2993,84739638822
137330;1;2;3;2;2;2;1;2; ; ; ; ; ; ;1;1;06;11;11;2993,84739638822
137333;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;1102,65308794046
137333;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1102,65308794046
137335;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;175,250742110137
137338;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;265,579765213072
137338;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;265,579765213072
137338;1;3;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;73;73;265,579765213072
137338;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;265,579765213072
137338;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;265,579765213072
137339;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;776,165813211018
137339;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;776,165813211018
137341;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3530,48534280873
137341;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3530,48534280873
137341;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;3530,48534280873
137344;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2802,00337322372
137347;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;430,557219920062
137347;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;430,557219920062
137347;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;430,557219920062
137349;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;218,208054332034
137349;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;218,208054332034
137351;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;76,9304293870067
137351;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;76,9304293870067
137354;1;1;2;2;2;2;1;3; ; ; ; ; ; ;1;1;06;68;68;437,165839955673
137354;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;437,165839955673
137354;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;437,165839955673
137354;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;437,165839955673
137354;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;437,165839955673
137356;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;958,659704105885
137356;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;958,659704105885
137357;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;490,073138962124
137358;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;17;17;88,7320941141397
137358;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;17;17;88,7320941141397
137358;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;88,7320941141397
137358;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;88,7320941141397
137360;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;225,915677532378
137360;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;225,915677532378
137360;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;225,915677532378
137360;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;225,915677532378
137360;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;225,915677532378
137362;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;647,094694351867
137362;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;647,094694351867
137362;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;647,094694351867
137362;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;647,094694351867
137363;1;1;6;2;2;2;1;4; ; ; ; ; ; ;1;1;06;76;76;2255,17132152009
137363;1;2;3;2;2;2;2; ;1;7;2; ;2; ; ;1;06;76;76;2255,17132152009
137363;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;2255,17132152009
137363;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;2255,17132152009
137366;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;763,427473551157
137366;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;763,427473551157
137367;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;311,661966671819
137367;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;311,661966671819
137367;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;311,661966671819
137367;2;1;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;68;68;311,661966671819
137373;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;825,964063755898
137373;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;825,964063755898
137377;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1875,3463906007
137377;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;05;05;1875,3463906007
137379;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;73;73;140,174074707488
137379;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;140,174074707488
137381;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;516,682390309146
137381;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;516,682390309146
137384;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;357,826246531611
137384;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;357,826246531611
137384;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;357,826246531611
137384;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;357,826246531611
137384;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;357,826246531611
137384;1;6;6;2;2;2;2; ;1;8;2; ;2; ; ;1;06;73;73;357,826246531611
137384;1;7;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;357,826246531611
137387;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;239,276389743022
137387;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;239,276389743022
137387;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;239,276389743022
137393;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;252,618699446847
137394;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;200,164706507666
137396;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;958,659704105885
137396;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;76;76;958,659704105885
137397;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;696,520089920695
137397;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;696,520089920695
137397;1;3;6;2;2;2;1;3; ; ; ; ; ; ;1;1;06;76;76;696,520089920695
137398;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;747,718823907356
137399;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;856,40595042933
137399;1;2;4;2;2;2;1;7; ; ; ; ; ; ;1;1;06;76;76;856,40595042933
137399;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;856,40595042933
137400;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;153,115891063717
137400;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;153,115891063717
137402;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;116,490766624541
137402;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;116,490766624541
137402;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;116,490766624541
137403;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;290,531672965727
137403;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;290,531672965727
137403;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;290,531672965727
137403;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;290,531672965727
137403;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;290,531672965727
137403;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;290,531672965727
137406;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;224,328769153235
137406;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;224,328769153235
137407;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;320,263530412265
137411;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;311,503401843474
137411;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;311,503401843474
137411;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;311,503401843474
137411;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;311,503401843474
137411;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;311,503401843474
137413;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;13;13;165,471501367948
137413;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;165,471501367948
137413;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;165,471501367948
137413;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;165,471501367948
137413;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;165,471501367948
137413;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;165,471501367948
137416;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;752,718735775446
137416;1;2;4;2;2;2;2; ;1;8;2; ;2; ; ;1;06;76;76;752,718735775446
137417;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;285,949580725237
137418;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;416,346844133974
137418;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;416,346844133974
137418;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;416,346844133974
137418;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;416,346844133974
137422;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;133,741232843936
137422;1;2;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;133,741232843936
137423;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1384,84582584232
137423;1;2;4;2;2;2;1;4; ; ; ; ; ; ;1;1;06;76;76;1384,84582584232
137423;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1384,84582584232
137425;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;204,520957913528
137425;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;204,520957913528
137425;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;204,520957913528
137429;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;364,141010726003
137429;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;364,141010726003
137430;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;271,884449261961
137430;1;2;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;50;50;271,884449261961
137431;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;282,142365018046
137431;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;282,142365018046
137434;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;112,831296434277
137434;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;112,831296434277
137435;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;342,082621805984
137435;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;342,082621805984
137435;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;342,082621805984
137437;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;437,936509736761
137437;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;437,936509736761
137437;1;3;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;76;76;437,936509736761
137437;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;437,936509736761
137437;1;5;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;437,936509736761
137440;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1379,53469615237
137440;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1379,53469615237
137442;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;112,69839069005
137442;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;112,69839069005
137447;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2200,41352646288
137447;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2200,41352646288
137447;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2200,41352646288
137448;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1134,92285482101
137448;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1134,92285482101
137450;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;931,822679067954
137450;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;931,822679067954
137450;1;3;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;931,822679067954
137450;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;931,822679067954
137451;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;126,955671112083
137451;1;2;4;2;2;2;1;7; ; ; ; ; ; ;1;1;06;52;52;126,955671112083
137452;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;135,731681348153
137452;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;135,731681348153
137452;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;135,731681348153
137452;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;135,731681348153
137455;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;1786,25488716364
137456;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;154,40751934067
137456;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;154,40751934067
137457;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;794,935610276456
137457;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;794,935610276456
137457;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;68;68;794,935610276456
137457;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;794,935610276456
137457;1;5;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;68;68;794,935610276456
137459;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;100,824502306667
137459;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;17;17;100,824502306667
137459;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;100,824502306667
137460;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;52;52;104,824280387278
137463;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;326,837884641386
137463;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;326,837884641386
137463;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;326,837884641386
137464;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;163,293090800941
137464;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;163,293090800941
137468;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2130,33648587146
137468;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2130,33648587146
137468;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2130,33648587146
137469;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;142,040368197614
137469;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;142,040368197614
137469;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;142,040368197614
137471;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;173,033757706276
137471;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;52;52;173,033757706276
137473;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;285,523001400638
137473;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;285,523001400638
137473;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;285,523001400638
137473;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;285,523001400638
137473;1;8;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;285,523001400638
137473;1;9;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;285,523001400638
137475;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;303,844211438506
137475;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;303,844211438506
137475;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;303,844211438506
137477;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;225,552410220399
137478;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;133,741232843936
137478;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;133,741232843936
137480;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;271,673670053678
137480;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;271,673670053678
137480;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;52;52;271,673670053678
137480;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;271,673670053678
137487;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;11;11;1300,24435654625
137487;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;1300,24435654625
137487;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1300,24435654625
137488;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;68;364,81669918931
137488;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;364,81669918931
137489;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;900,131213086453
137489;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;900,131213086453
137489;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;900,131213086453
137491;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;463,447095064636
137491;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;463,447095064636
137493;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;158,683792565596
137493;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;17;17;158,683792565596
137493;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;158,683792565596
137493;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;158,683792565596
137499;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;251,980079994852
137501;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;353,795849834932
137501;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;353,795849834932
137501;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;353,795849834932
137501;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;353,795849834932
137501;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;353,795849834932
137501;1;6;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;353,795849834932
137502;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;99,0836336875446
137502;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;99,0836336875446
137503;1;1;2;2;2;2;1;3; ; ; ; ; ; ;1;1;06;76;76;1494,34771274465
137503;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1494,34771274465
137504;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;763,802982960653
137504;1;2;4;2;2;2;1;6; ; ; ; ; ; ;1;1;06;76;76;763,802982960653
137504;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;763,802982960653
137506;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1107,45120569182
137507;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;506,756568816801
137507;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;506,756568816801
137508;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;50;50;333,316339547924
137511;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;687,788547572314
137511;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;687,788547572314
137511;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;687,788547572314
137514;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;130,737114104538
137514;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;130,737114104538
137515;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;218,463594685345
137515;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;218,463594685345
137515;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;218,463594685345
137515;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;218,463594685345
137515;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;218,463594685345
137516;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;52;52;199,320130825857
