DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4228993;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;830,267901437483;05
4228994;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;962,165411390581;05
4228994;1;4;1;80;1;1;2;8; ;1; ;1;2; ;2; ;2; ;1;01;05;962,165411390581;05
4228995;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;818,109527270267;05
4228996;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1079,44271401664;05
4228997;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;01;05;854,622695033471;05
4228997;1;2;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;01;05;854,622695033471;05
4228998;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;930,582006695781;05
4228998;1;4;1;80;1;1;1;9;NO QUERIA TRABAJAR MAS;2; ; ;11; ;1;4;2; ;1;01;05;930,582006695781;05
4229000;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;827,865489837211;05
4229000;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;827,865489837211;05
4229001;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;05;1003,48340235433;05
4229002;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;964,567822990853;05
4229004;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;01;05;1003,48340235433;05
4229006;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;05;1111,15554376412;05
4229006;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;05;1111,15554376412;05
4229008;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1003,48340235433;05
4229010;1;1;1;80;1;1;4;9;NO DESEABA TRABAJAR MAS;2; ; ;10; ;3; ;2; ;1;01;05;1308,6877930154;05
4229011;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;400000;1;01;05;1340,66993779378;05
4229011;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1340,66993779378;05
4229016;1;1;1;80;1;1;3;3; ;2; ; ;11; ;3; ;2; ;1;01;05;837,750877456834;05
4229020;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1050,41252227279;05
4229020;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1050,41252227279;05
4229021;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1230,65929152809;05
4229022;1;4;1;80;1;1;1;8; ;1; ;1;2; ;2; ;2; ;1;01;05;1101,48647580348;05
4229023;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1108,75313216385;05
4229025;1;1;1;80;1;1;4;3; ;1; ;4;9; ;2; ;2; ;1;01;05;1431,0483053585;05
4229026;1;3;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;01;05;1020,72234094062;05
4229026;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1020,72234094062;05
4229027;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1509,08774599287;05
4229029;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;05;1091,94499300866;05
4229029;1;4;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1091,94499300866;05
4229029;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1091,94499300866;05
4229031;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;942,740380862997;05
4229032;1;1;1;80;1;1;2;8; ;2; ; ;9; ;2; ;2; ;1;01;05;998,897544110734;05
4229033;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;964,567822990853;05
4229035;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;400000;1;01;05;1335,87844294074;05
4229036;1;1;1;80;1;1;3;3; ;2; ; ;4; ;2; ;2; ;1;01;05;1020,72234094062;05
4229036;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1020,72234094062;05
4229037;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;05;1101,16419317527;05
4229037;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1101,16419317527;05
4229040;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;01;05;1421,05430947168;05
4229043;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1060,01768348906;05
4229044;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;05;998,678579153785;05
4229045;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;1550,31850498742;05
4229045;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;1550,31850498742;05
4229046;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;1281,95221001573;05
4229048;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;981,655960226473;05
4229049;1;1;1;80;1;1;4;9;NO DESEABA TRABAJAR;1; ;4;9; ;2; ;2; ;1;01;05;945,142792463269;05
4229049;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;945,142792463269;05
4229050;1;2;1;80;1;1;4;7; ;2; ; ;10; ;3; ;2; ;1;01;05;1306,28538141512;05
4229052;1;1;1;80;1;1;3;7; ;2; ; ;10; ;3; ;2; ;1;01;05;1003,48340235433;05
4229053;1;1;1;80;1;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;01;05;954,811860423909;05
4229055;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;05;1308,6877930154;05
4229058;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;1079,44271401664;05
4229059;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;05;1235,46411472864;05
4229060;1;1;1;80;1;1;1;8; ;2; ; ;4; ;2; ;2; ;1;01;05;1159,82708569454;05
4229060;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;01;05;1159,82708569454;05
4229061;1;1;1;80;1;1;4;3; ;2; ; ;2; ;2; ;2; ;1;01;05;945,142792463269;05
4229061;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;945,142792463269;05
4229062;1;4;1;80;1;1;2;7; ;2; ; ;8; ;2; ;2; ;1;01;05;1353,41025010568;05
4229062;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1353,41025010568;05
4229063;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;966,970234591125;05
4229065;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;05;1110,92015574221;05
4229065;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;05;1110,92015574221;05
4229066;1;2;1;80;1;1;1;2; ;2; ; ;12;PORQUE ESTA PLANEANDO INICIAR UN POSGRADO;2; ;1;200000;1;01;05;1101,27015614449;05
4229071;1;4;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;05;1077,04030241637;05
4229076;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;05;1250,47476829016;05
4229077;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;01;08;481,661269104179;08
4229078;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;490,886494815975;08
4229079;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;08;545,694449850302;08
4229079;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;545,694449850302;08
4229083;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;08;619,208603232498;08
4229083;1;2;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;01;08;619,208603232498;08
4229083;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;619,208603232498;08
4229083;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;619,208603232498;08
4229084;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;374,262116748798;08
4229084;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;08;374,262116748798;08
4229086;1;3;1;80;1;1;2;8; ;1; ;2;9; ;2; ;2; ;1;01;08;656,455320293312;08
4229087;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;08;604,286474052201;08
4229088;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;01;08;509,320939058583;08
4229090;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;08;567,294133577098;08
4229090;1;2;1;80;1;1;2;2; ;1; ;1;2; ;2; ;2; ;1;01;08;567,294133577098;08
4229090;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;08;567,294133577098;08
4229091;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;08;601,686918166388;08
4229091;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;08;601,686918166388;08
4229091;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;08;601,686918166388;08
4229092;1;1;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ;1;01;08;509,320939058583;08
4229092;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;08;509,320939058583;08
4229095;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;08;577,145008152694;08
4229099;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;13;431,673341372939;13
4229100;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;13;315,545147566703;13
4229101;1;2;1;80;1;1;3;8; ;1; ;2;7; ;2; ;2; ;1;01;13;362,555335735469;13
4229102;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;13;430,098459272591;13
4229103;1;1;1;80;1;1;4;5; ;2; ; ;9; ;2; ;2; ;1;01;13;433,466436345739;13
4229103;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;01;13;433,466436345739;13
4229103;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;13;433,466436345739;13
4229104;1;2;1;80;1;1;4;3; ;2; ; ;11; ;2; ;2; ;1;01;13;430,098459272591;13
4229105;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;13;342,743957621861;13
4229105;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;342,743957621861;13
4229108;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;411,144908867181;13
4229109;1;2;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;01;13;369,938564964498;13
4229109;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;369,938564964498;13
4229110;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;315,545147566703;13
4229111;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;363,593082503598;13
4229111;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;363,593082503598;13
4229112;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;317,44072204303;13
4229113;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;329,695640230249;13
4229113;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;329,695640230249;13
4229113;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;329,695640230249;13
4229115;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;13;334,60677109405;13
4229116;1;1;1;80;1;1;3;7; ;2; ; ;8; ;2; ;2; ;1;01;13;411,144908867181;13
4229116;1;3;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ;1;01;13;411,144908867181;13
4229117;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;13;402,68143634498;13
4229117;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;13;402,68143634498;13
4229118;1;5;1;80;1;1;4;6; ;2; ; ;4; ;2; ;2; ;1;01;13;332,81367612125;13
4229119;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;15;96,5975859069672;15
4229120;1;1;1;80;1;1;2;8; ;1; ;2;1; ;2; ;2; ;1;01;15;118,667723487815;15
4229120;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;15;118,667723487815;15
4229121;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;88,4664290344112;15
4229122;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;70,0096974740952;15
4229122;4;1;4;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;15;70,0096974740952;15
4229123;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229123;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;01;15;84,5362910732165;15
4229124;1;4;1;80;1;2; ; ; ; ;1;2;2; ;2; ;2; ;1;01;15;89,9438571424243;15
4229125;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;83,0815488999773;15
4229125;1;2;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ;1;01;15;83,0815488999773;15
4229127;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229127;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229128;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;124,688013147325;15
4229128;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;124,688013147325;15
4229129;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;98,0523280802063;15
4229131;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;01;15;91,0391772503388;15
4229131;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;91,0391772503388;15
4229132;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;112,681721756683;15
4229133;1;2;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;01;15;119,52248774929;15
4229133;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;119,52248774929;15
4229134;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;114,771873454998;15
4229134;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;114,771873454998;15
4229134;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;114,771873454998;15
4229135;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;70,9017289871406;15
4229135;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;70,9017289871406;15
4229136;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;123,597342412612;15
4229137;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;119,184607933805;15
4229137;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;119,184607933805;15
4229139;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;15;103,10047208409;15
4229139;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;103,10047208409;15
4229140;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;15;130,100228589735;15
4229141;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;15;69,5535542607761;15
4229142;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;15;57,9585515441803;15
4229143;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;01;15;50,7217746439299;15
4229143;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;01;15;50,7217746439299;15
4229144;1;2;1;80;1;1;2;8; ;2; ; ;9; ;2; ;2; ;1;01;15;66,3704694292472;15
4229144;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;66,3704694292472;15
4229145;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229146;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;96,5975859069672;15
4229147;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;119,52248774929;15
4229149;1;1;1;80;1;1;4;8; ;1; ;2;8; ;2; ;2; ;1;01;15;84,4177659941304;15
4229149;1;2;1;80;1;1;1;8; ;2; ; ;12;ESPERANDO QUE LA LLAMEN;1;2;2; ;1;01;15;84,4177659941304;15
4229152;1;1;1;80;1;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LA LLAMEN;2; ;2; ;1;01;15;96,4790608278812;15
4229153;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;87,6535918702665;15
4229154;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;102,981947005004;15
4229155;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;96,5975859069672;15
4229156;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;130,100228589735;15
4229156;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;130,100228589735;15
4229157;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;15;115,804065355541;15
4229158;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;130,100228589735;15
4229161;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;83,9351694765178;15
4229162;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;130,100228589735;15
4229162;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;130,100228589735;15
4229163;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;01;15;138,660455048885;15
4229164;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;137,709851643099;15
4229164;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;137,709851643099;15
4229168;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;50000;1;01;15;78,66881442117;15
4229169;1;1;1;80;1;1;2;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229169;1;2;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229170;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;123,597342412612;15
4229171;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;123,688532183723;15
4229172;1;2;1;80;1;2; ; ; ; ;1;1;1; ;2; ;2; ;1;01;15;80,0050315153231;15
4229172;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;15;80,0050315153231;15
4229173;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;01;15;82,9630238208913;15
4229174;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;15;84,4177659941304;15
4229178;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;105,033161401739;15
4229179;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;1;01;15;129,438627441617;15
4229180;1;2;1;80;1;1;2;3; ;1; ;1;4; ;2; ;2; ;1;01;15;117,09445623549;15
4229182;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;130,100228589735;15
4229182;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;130,100228589735;15
4229183;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;114,771873454998;15
4229183;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;01;15;114,771873454998;15
4229183;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;114,771873454998;15
4229183;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;114,771873454998;15
4229185;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;01;15;133,157049835365;15
4229186;1;1;1;80;1;1;3;6; ;1; ;3;10; ;3; ;2; ;1;01;15;98,0523280802063;15
4229187;1;1;1;80;1;1;1;5; ;2; ; ;10; ;3; ;2; ;1;01;15;84,5362910732165;15
4229188;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;01;15;66,4889945083332;15
4229188;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;01;15;66,4889945083332;15
4229188;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;66,4889945083332;15
4229188;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;66,4889945083332;15
4229189;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;101,475191184406;15
4229189;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;01;15;101,475191184406;15
4229190;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;01;15;94,4943578628733;15
