DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1725126;1;1;1;70;50;4;48;1; ;2;5;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;50;154,578742365838
1725130;1;1;1;70;50;4;48;3; ;2;240;1; ;4;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;54;53;55;1;1;5521;50;219,378477239837
1725132;1;3;1;70;50;7;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;85;1;1;8511;50;71,0221554181631
1725138;1;2;1;70;50;36;60;1; ;2;37;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8041;50;199,92785238533
1725238;2;2;2;70;50;5;48;1; ;2;5;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;39;81;36;1;1;3611;50;96,4359583751871
1725250;1;4;1;70;50;24;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;50;182,823860249871
1725257;2;2;2;70;50;16;40;1; ;2;16;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;85;1;2;8511;50;130,551936343977
1725265;1;5;1;70;50;12;40;1; ;2;108;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;50;54,4456397158162
1725266;1;1;1;70;50;16;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;50;105,040915805084
1725266;1;7;1;70;50;3;20;1; ;2;4;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;88000;2;53;45;52;1;1;5234;50;105,040915805084
1725272;1;3;1;70;50;2;48;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;164000;2;45;45;15;1;1;1551;50;174,416831846437
1725293;1;1;1;70;50;6;48;1; ;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;50;149,627996350926
1725293;1;5;1;70;50;48;48;4; ;2;96;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;50;149,627996350926
1725298;1;1;1;70;50;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;50;161,170516477817
1725301;1;1;1;70;50;8;48;1; ;2;8;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6022;50;191,364010401861
1725303;1;3;1;70;50;12;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;65;1;1;6512;50;218,719980918719
1725305;3;1;3;70;50;24;48;3; ;2;32;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;15;1;2;1594;50;206,707957440421
1725305;3;2;3;70;50;8;48;1; ;2;8;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;64;1;1;6421;50;206,707957440421
1725398;1;6;1;70;50;4;48;1; ;2;32;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;95;45;1;1;4521;50;170,198419618666
1725399;3;1;3;70;50;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;11;1;1;1110;50;133,501194162987
1725402;1;3;1;70;52;18;40;1; ;2;36;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;2;7411;52;120,600624498411
1725405;1;3;1;70;52;12;50;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5219;52;112,123192459623
1725407;1;3;1;70;52;36;48;1; ;2;10;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;95;1;2;9500;52;143,276559463999
1725407;1;5;1;70;52;2;60;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;1; ;52;143,276559463999
1725420;1;3;1;70;52;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;52;1;1;5235;52;95,1089414750974
1725420;1;5;1;70;52;12;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;13;80;1;1;8050;52;95,1089414750974
1725423;1;3;1;70;52;104;40;1; ;2;206;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;64;1;2;6421;52;141,21748862218
1725424;1;2;1;70;52;52;25;4; ;2;208;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;75;1;2;7512;52;168,768242487312
1725425;1;1;1;70;52;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;95;95;45;1;1;4521;52;170,879065319211
1725425;1;3;1;70;52;9;25;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;92;1;1;9242;52;170,879065319211
1725426;1;2;1;70;52;8;40;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;94;36;1;1;3699;52;152,220139790593
1725428;1;3;1;70;52;24;40;1; ;2;24;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;39;85;1;2;8511;52;159,895047637877
1725428;1;7;1;70;52;8;20;1; ;2;52;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;80;1;1;8011;52;159,895047637877
1725435;1;1;1;70;52;4;40;1; ;2;4;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;58;58;55;1;1;5512;52;184,44217081988
1725436;1;3;1;70;52;104;40;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;80;1;2;8011;52;146,723404590825
1725437;1;3;1;70;52;52;40;4; ;2;5;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;11;98;60;1;2;6031;52;223,391983774057
1725438;1;8;1;70;52;24;40;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;140000;2;87;87;28;1;2;2811;52;222,492627692916
1725439;1;3;1;70;52;60;40;1; ;2;52;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;2;5222;52;179,791795728307
1725441;1;2;1;70;52;2;40;1; ;2;28;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;52;115,636786634628
1725441;1;3;1;70;52;3;40;1; ;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;53;53;55;1;1;5521;52;115,636786634628
1725528;1;2;1;70;52;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;2; ;52;137,702526603696
1725530;1;2;1;70;52;8;25;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;1;9302;52;147,277203999391
1725534;1;1;1;70;52;25;48;4; ;2;25;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;87;87;50;1;2;5020;52;229,515942013826
1725538;1;3;1;70;52;8;48;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;77;15;1;1;1551;52;200,408659852076
1725616;1;2;1;70;52;26;40;1; ;2;26;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;52;183,848835851653
1725621;1;2;1;70;52;34;40;1; ;2;34;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;2;9302;52;157,744689246318
1725621;1;3;1;70;52;13;24;1; ;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;38;64;1;1;6421;52;157,744689246318
1725624;1;1;1;70;52;104;55;1; ;2;13;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;76;76;19;1;2;1910;52;132,234372735925
1725630;1;4;1;70;52;26;24;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;51;1;2;5141;52;146,791521482483
1725634;1;1;1;70;52;28;24;1; ;2;312;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;85;1;2;8511;52;108,747633551978
1725637;1;2;1;70;52;4;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;98;60;1;1;6031;52;145,300136790445
1725639;1;1;1;70;52;4;24;4; ;2;12;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;48000;2;55;55;95;1;1;9500;52;178,917621364155
1725642;1;2;1;70;52;16;48;1; ;2;32;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;53;55;1;2;5530;52;168,749609000233
1725644;2;2;2;70;52;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;52;145,893066143364
1725646;1;1;1;70;52;52;48;1; ;2;5;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;45;1;2;4542;52;199,833958370928
1725654;1;3;1;70;52;52;50;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;45;36;60;1;2;6021;52;237,523737652678
1725655;1;3;1;70;52;8;40;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;45;1;1;4530;52;154,300112704993
1725783;1;2;1;70;52;4;40;1; ;2;36;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;65;1;1;6599;52;111,579746511282
1725787;1;2;1;70;52;17;40;1; ;2;17;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;85;1;2;8511;52;179,791795728307
1725788;1;4;1;70;52;26;40;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;15;1;2;1589;52;188,791771642854
1725789;1;1;1;70;52;2;40;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;53;55;1;1;5530;52;152,783119968036
1725792;1;5;1;70;52;17;25;3; ;2;52;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;85;1;2;8531;52;164,818854815285
1725792;1;8;1;70;52;4;40;1; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;98;60;1;1;6031;52;164,818854815285
1725794;1;1;1;70;52;212;48;1; ;2;212;2; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;21;58;75;1;2;7524;52;157,726055759238
1725797;1;3;1;70;54;30;48;1; ;2;36;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;39;74;1;2;7413;54;177,776705882349
1725818;1;3;1;70;54;104;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;05; ; ;1;2; ;54;204,895124301299
1725831;1;2;1;70;54;1;50;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;45;45;52;1;1;5262;54;324,446936026408
1725857;1;2;1;70;54;24;48;4; ;2;25;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;54;528,176388395221
1725861;1;2;1;70;54;6;28;1; ;2;36;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5261;54;177,776705882349
1726051;1;1;1;70;66;4;60;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;95;95;34;1;1;3420;66;226,504956425256
1726060;1;1;1;70;66;52;48;1; ;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;2;5211;66;280,596727389477
1726067;1;2;1;70;66;17;70;1; ;2;17;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;98;60;1;2;6031;66;316,603518550709
1726073;1;2;1;70;66;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;2; ;66;229,936866502742
1726075;1;2;1;70;66;52;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;56;18;1;2;1810;66;267,654312387976
1726075;1;3;1;70;66;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;66;267,654312387976
1726077;1;1;1;70;66;52;60;1; ;2;52;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;05;75;1;2;7513;66;137,048933209651
1726077;1;4;1;70;66;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;66;137,048933209651
1726077;1;7;1;70;66;30;48;1; ;2;30;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;33;1;2;3320;66;137,048933209651
1726082;1;1;1;70;66;24;40;1; ;2;48;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;39;39;75;1;2;7530;66;264,69768772691
1726083;1;1;1;70;66;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ;1; ; ; ; ; ;2; ;2;79;09;18;1;1;1810;66;320,191980573114
1726084;1;2;1;70;66;256;40;1; ;2;256;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;32;85;1;2;8511;66;297,223175158704
1726086;1;3;1;70;66;24;40;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;30;30;60;1;2;6042;66;350,089854498026
1726087;1;2;1;70;66;48;20;1; ;2;48;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;66;250,745030557933
1726088;1;1;1;70;66;4;40;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ;1; ; ; ;1;496900;2;33;97;25;1;1;2529;66;232,801088357143
1726089;1;2;1;70;66;8;48;1; ;2;8;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;35;45;50;1;1;5030;66;286,942252973316
1726091;1;3;1;70;66;8;15;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;66;240,310191494794
1726091;1;4;1;70;66;5;18;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;66;240,310191494794
1726093;1;1;1;70;66;250;40;1; ;2;350;2; ;9;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2;97;99;90;1;2;9000;66;271,187467471533
1726096;1;1;1;70;66;32;40;4; ;2;32;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;41;79;18;1;2;1810;66;290,494766965107
1726096;1;6;1;70;66;12;40;1; ;2;272;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5139;66;290,494766965107
1726098;1;2;1;70;66;256;48;3; ;2;256;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;66;320,428588920634
1726110;1;3;1;70;66;6;50;1; ;2;6;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;66;151,988191661676
1726110;1;4;1;70;66;24;24;1; ;2;24;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;66;151,988191661676
1726116;1;1;1;70;66;30;48;3; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;66;249,470545281083
1726121;1;3;1;70;66;16;24;1; ;2;36;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;66;236,435727472917
1726122;1;3;1;70;66;28;48;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;45;52;1;2;5219;66;276,221411910706
1726123;1;2;1;70;66;32;48;1; ;2;36;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;66;261,200166441821
1726123;1;3;1;70;66;28;28;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5522;66;261,200166441821
1726125;1;3;1;70;66;208;45;1; ;2;208;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;38;64;1;2;6421;66;286,20157661032
1726125;1;4;1;70;66;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;41;45;52;1;1;5262;66;286,20157661032
1726125;1;5;1;70;66;24;48;1; ;2;104;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;2;1810;66;286,20157661032
1726125;1;7;1;70;66;52;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;66;286,20157661032
1726128;1;2;1;70;66;12;50;1; ;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;45;45;52;1;1;5233;66;238,888284118505
1726129;1;1;1;70;66;52;60;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;87;85;45;1;2;4521;66;350,089854498026
