DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5246975;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;23;152,330895248956
5246975;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246975;1;4;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246975;1;6;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;152,330895248956
5246976;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;186,962486397746
5246984;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;1253,2307461699
5246984;1;4;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1253,2307461699
5246993;1;1;1;80;23;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;23;136,206403575499
5246993;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;136,206403575499
5246994;1;2;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;204,87876919008
5246997;1;1;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;169,467975778231
5246997;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;17;169,467975778231
5246998;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;3;17;229,438950724403
5246998;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ;1;24;440000;2;1;10;4;17;229,438950724403
5246999;1;1;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;192,418122318395
5246999;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;192,418122318395
5247000;1;4;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;291,605505813358
5247001;1;1;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;17;150,320836888128
5247007;1;3;1;80;17;1;9;PORQUE SE FUE DEL PAIS;2; ; ;1; ;2; ;2; ;1;48;900000;2;1;10;4;17;249,748466070367
5247008;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;17;183,301826866942
5247008;1;3;1;80;17;1;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;10;2;17;183,301826866942
5247008;1;6;1;80;17;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;10;4;17;183,301826866942
5247009;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;193,989029809967
5247011;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;17;150,320836888128
5247011;1;2;1;80;17;1;1; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;3;17;150,320836888128
5247012;1;1;1;80;17;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;10;4;17;172,108606972431
5247012;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;172,108606972431
5247017;1;1;1;80;23;1;5; ;1; ;1;12;POR TEMOR AL CONTAGIO;3; ;2; ;2; ;1200000;3;1;10;3;23;207,668990228791
5247018;1;1;1;80;23;1;9;POR TEMOR AL CONTAGIO;2; ; ;12;POR TEMOR AL CONTAGIO;2; ;2; ;2; ;800000;2;1;10;1,4;23;164,062491678074
5247018;1;2;1;80;23;1;8; ;2; ; ;7; ;2; ;2; ;1;40;600000;2;1;10;1,2;23;164,062491678074
5247021;1;1;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;23;154,963977124006
5247021;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;23;154,963977124006
5247022;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;194,828674538953
5247023;1;1;1;80;23;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;23;177,803495116704
5247024;1;2;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;204,87876919008
5247026;1;2;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;1,4;68;534,573261465913
5247027;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ;2; ;877803;2;1;10;4;68;568,866324529186
5247027;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;568,866324529186
5247027;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;568,866324529186
5247027;1;4;1;80;68;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;568,866324529186
5247028;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;535,990506673462
5247028;1;2;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;68;535,990506673462
5247030;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ;1;24;430000;2;1;10;4;68;623,166938990314
5247030;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;623,166938990314
5247030;1;5;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;623,166938990314
5247031;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,522744963587
5247032;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;540,748076473235
5247033;1;1;1;80;76;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;76;892,618640058047
5247035;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;520,182490821327
5247035;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;520,182490821327
5247035;1;3;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;520,182490821327
5247036;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;538,472736420794
5247036;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;538,472736420794
5247037;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;68;503,376402629979
5247038;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;3;68;418,479648225666
5247039;1;1;1;80;68;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;68;518,714729111452
5247041;1;1;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;540,748076473235
5247045;1;4;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;2;52;154,482627566291
5247047;1;1;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;52;180,57921314596
5247050;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;648,669644164204
5247050;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;648,669644164204
5247052;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;1158,43729559922
5247053;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;915,797738803585
5247054;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ;2; ;870000;2;1;10; ;05;1064,77574967805
5247060;1;1;1;80;76;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;10;4;76;875,510081177464
5247060;1;2;1;80;76;1;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;10;4;76;875,510081177464
5247062;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;52;324,983363394071
5247074;1;5;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;2237,15853952502
5247075;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;989,795315020944
5247075;1;3;1;80;05;2; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;10; ;05;989,795315020944
5247079;1;1;1;80;52;1;7; ;2; ; ;7; ;1;2;2; ;1;48;890000;1;1;10;4;52;180,57921314596
5247080;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;52;299,355271842721
5247085;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;52;119,726070413566
5247086;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247086;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247086;1;5;1;80;05;1;2; ;1; ;1;2; ;1; ;2; ; ; ; ;2;1;10;2;05;896,551047634799
5247086;1;6;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;896,551047634799
5247087;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1200,16820991446
5247089;1;1;1;80;05;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;2; ;2; ;2; ;1500000;2;1;10;1,4;05;1171,37232384613
5247091;1;1;1;80;05;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;10;4;05;1144,85174496117
5247094;1;2;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;76;754,78632317826
5247095;1;2;1;80;76;1;6; ;2; ; ;4; ;2; ;2; ;2; ;240000;2;1;10;3;76;975,441632401606
5247097;1;2;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;76;782,534032647603
5247097;1;3;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;76;782,534032647603
5247109;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;521,599736028876
5247109;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;521,599736028876
5247109;1;3;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;521,599736028876
5247110;1;1;1;80;68;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247110;1;2;1;80;68;1;9;POR EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247110;1;5;1;80;68;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;491,400949532155
5247111;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247111;1;2;1;80;68;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247112;1;2;1;80;68;1;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247113;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;430,712023954475
5247116;1;1;1;80;68;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247116;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;68;534,573261465913
5247117;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247117;1;2;1;80;68;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;10;4;68;534,573261465913
5247119;1;2;1;80;68;1;7; ;2; ; ;9; ;2; ;2; ;1;48;900000;2;1;10;4;68;551,798522525598
5247120;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;3;68;487,517870275518
5247122;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;552,929935699718
5247122;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;552,929935699718
5247124;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;68;546,755120692396
5247124;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;68;546,755120692396
5247146;1;1;1;80;23;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;23;137,202089997391
5247146;1;2;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;137,202089997391
5247147;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;23;198,849558226938
5247147;1;4;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,849558226938
5247147;1;5;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,849558226938
5247170;1;1;1;80;23;1;4; ;2; ; ;8; ;2; ;2; ;1;40;600000;2;1;10;3;23;110,638805034652
5247170;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;110,638805034652
5247170;1;5;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;110,638805034652
5247171;1;5;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;146,361081278433
5247172;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,008267470765
5247172;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;23;198,008267470765
5247174;1;1;1;80;23;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;23;147,097788982799
5247174;1;2;1;80;23;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;23;147,097788982799
5247174;1;3;1;80;23;1;3; ;2; ; ;8; ;2; ;2; ;1;40;300000;2;1;10;4;23;147,097788982799
5247178;1;1;1;80;52;1;8; ;2; ; ;8; ;2; ;2; ;1;40;500000;2;1;10;2;52;154,823269923359
5247178;1;2;1;80;52;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;52;154,823269923359
5247178;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;10; ;52;154,823269923359
5247178;1;6;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;52;154,823269923359
5247179;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ;1;24;800000;2;1;10;4;52;229,607077541622
5247188;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;05;886,669516686656
5247188;1;4;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;05;886,669516686656
5247189;1;1;1;80;05;1;7; ;2; ; ;8; ;2; ;2; ;2; ;800000;2;1;10;1,3;05;1138,77332589541
5247195;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1019,17517771343
5247196;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1019,17517771343
5247198;1;1;1;80;52;1;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;10;4;52;129,590950384342
5247198;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;129,590950384342
5247199;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;154,482627566291
5247199;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;154,482627566291
5247200;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;52;110,851297968401
5247200;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;110,851297968401
5247200;1;3;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ;1;48;1000000;2;1;10;3;52;110,851297968401
5247201;1;1;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;52;239,943842847437
5247203;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;52;277,862872928992
5247205;1;1;1;80;52;1;9;NO DESEA TRABAJAR;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;3;52;129,590950384342
5247205;1;2;1;80;52;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;10; ;52;129,590950384342
5247207;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;1;40;877803;2;1;10;4;52;110,851297968401
5247208;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;52;220,33078992222
5247209;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;52;333,948322685303
5247210;1;1;1;80;52;1;7; ;2; ; ;12;MIEDO AL CONTAGIO;2; ;2; ;1;24;877000;2;1;10;1,4;52;182,458559134472
5247211;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;2; ;877803;2;1;10;2;52;289,159846505052
5247212;1;1;1;80;52;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;52;110,851297968401
5247212;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;110,851297968401
5247212;1;3;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;52;110,851297968401
5247212;1;6;1;80;52;2; ; ; ;1;1;2; ;2; ;2; ;2; ;877803;2;1;10; ;52;110,851297968401
5247224;1;2;1;80;52;1;1; ;2; ; ;12;POR PANDEMIA;1; ;2; ;1;48;877000;2;1;10;3;52;246,934915475819
5247224;1;4;1;80;52;1;9;POR INICIO DE PANDEMIA;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;1,4;52;246,934915475819
5247225;1;1;1;80;52;1;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;2;52;180,57921314596
5247226;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;277,703602008951
5247227;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;52;218,498243227515
5247238;1;3;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;202,103118262249
5247240;1;4;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;10; ;23;207,246884842424
5247240;1;7;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;23;207,246884842424
5247241;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;54;504,516513042448
5247241;1;3;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;504,516513042448
5247241;1;4;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;504,516513042448
5247241;1;5;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;504,516513042448
5247242;1;1;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;54;281,110406667931
5247242;1;2;1;80;54;1;6; ;2; ; ;9; ;2; ;2; ;1;48;877800;2;1;10;3;54;281,110406667931
5247243;1;1;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;17;172,108606972431
5247243;1;2;1;80;17;1;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;17;172,108606972431
5247244;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;212,394739223851
5247246;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;17;144,628020121043
5247248;1;1;1;80;54;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;54;434,000422776699
5247249;1;3;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;461,778833148181
5247250;1;1;1;80;54;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;54;281,110406667931
5247250;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;281,110406667931
5247251;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;2;54;417,630739863483
5247251;2;2;2;80;54;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,2;54;417,630739863483
5247251;2;3;2;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;417,630739863483
5247251;2;4;2;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;54;417,630739863483
5247252;1;1;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;54;380,5194777801
5247252;1;2;1;80;54;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;54;380,5194777801
5247291;1;1;1;80;54;1;7; ;2; ; ;1; ;3; ;2; ; ; ; ;3;1;10;3;54;439,637756881215
5247293;1;2;1;80;54;1;9;CUARENTENA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;54;436,202292538212
5247293;1;5;1;80;54;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;54;436,202292538212
5247296;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1381,54680260932
5247296;1;5;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;4;05;1381,54680260932
5247308;1;1;1;80;50;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;1,4;50;136,527968337728
5247308;1;2;1;80;50;1;3; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;10;4;50;136,527968337728
5247308;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;50;136,527968337728
5247309;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;50;218,278066238902
5247311;1;1;1;80;50;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;50;142,626966052315
5247311;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;50;142,626966052315
5247314;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;50;233,336938219598
5247316;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;1456,87469960651
5247317;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1738,81047776857
5247318;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1410,9266653018
5247319;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;05;990,379291645096
5247320;1;2;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1022,39431297166
5247320;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;05;1022,39431297166
5247324;1;1;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;50;189,387272319748
5247324;1;5;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;4;50;189,387272319748
5247326;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;10;1,1;50;315,844018647734
5247326;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;315,844018647734
5247327;1;1;1;80;50;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;10;4;50;179,891181655326
5247327;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;50;179,891181655326
5247329;1;2;1;80;50;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;1,4;50;315,060784440813
5247329;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10; ;50;315,060784440813
5247332;1;2;1;80;50;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;2;50;293,588098452837
5247336;1;1;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;4;54;397,21235277156
5247336;1;2;1;80;54;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;4;54;397,21235277156
5247336;1;3;1;80;54;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;3;54;397,21235277156
5247337;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10; ;54;433,9600901673
